"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","continentOcean","relatedCatalogItem","barcode","imagecode","fieldNumber","preparationType","typeStatus","previousCatalogNumber"
"50","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in prov. Minas Geraes supra arbores ad Serra da Piedade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo","2874",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo ad Serra da Boa Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"52","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo","2874?",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo ad Serra da Boa Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Harrison, W","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro supra arbores ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Regnell, AF","1668?",NA,NA,NA,"Brazil","Minas Gerais","Caldas","ad Rio Pardo prope Caldas","-46.3861","-21.9236",NA,NA,"25710",NA,NA,NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Raben, FC","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro","Nova Friburgo","ad Nova Friburgo","-42.5311","-22.2819",NA,NA,"33190",NA,NA,NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"56","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Regnell, AF","1668",NA,NA,NA,"Brazil","Minas Gerais","Caldas","ad Rio Pardo prope Caldas","-46.3861","-21.9236",NA,NA,"25710",NA,NA,NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"57","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Harrison, W","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro supra arbores ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"58","2017-09-11 17:12:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","pohlianum","Oncidium pohlianum","Cogn.",NA,NA,NA,NA,"Glaziou, AFM","14304",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia austro-orientali loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"P03P6N0082",NA,NA,NA,NA
"59","2017-09-11 17:12:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","pohlianum","Oncidium pohlianum","Cogn.",NA,NA,NA,NA,"Glaziou, AFM","14304?",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia austro-orientali loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"P03P6N0082",NA,NA,NA,NA
"60","2021-03-03 22:00:02-03","FLAS","FLAS","218797","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum",NA,NA,NA,NA,NA,"Mark Whitten","1882",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Label note:] DNA voucher. --[Label footing:] Voucher for Molecular Systematics of Maxillarieae. N.H. Williams, M. Whitten.",NA,NA,NA,NA,NA,NA,"Preserved herbarium specimen",NA,NA
"61","2019-11-21 10:13:23-03","IBt","SP","27342","S","Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","Meneguzzo, TEC","2017",NA,NA,"s.col.","s.n.","1969","02","23","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:13:23-03","IBt","SP","37079","S","Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","Meneguzzo, TEC","2017",NA,NA,"Sodré, J","31","1936","12","12","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:13:23-03","IBt","SP","46501","S","Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","Meneguzzo, TEC","2017",NA,NA,"Heringer, EP","969","1942","03","30","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"36144",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:13:23-03","IBt","SP","25437","S","Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","Meneguzzo, TEC","2017",NA,NA,"Spannagel, C","110","1929","11",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"36524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:13:23-03","IBt","SP","330884","S","Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","Meneguzzo, TEC","2017",NA,NA,"Catharino, ELM","s.n.","1995","05","10","Brasil","São Paulo","Bananal","Serra da Bocaina, Cultivada no Instituto de Botânica sob nº 16649, fl. X/1997","-44.3199996948242","-22.6800003051758",NA,NA,"26795",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:13:23-03","IBt","SP","75864","S","Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","Meneguzzo, TEC","2017",NA,NA,"Handro, O","425","1954","12",NA,"Brasil","São Paulo","São Paulo","Jardim Botânico, Nativa","-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 10:13:23-03","IBt","SP","8138","S","Plantae",NA,NA,NA,"Orchidaceae","Grandiphyllum","auricula","Grandiphyllum auricula","(Vell.) Docha Neto","Meneguzzo, TEC","2017",NA,NA,"Hoehne, FC","s.n.","1922","10","24","Brasil","São Paulo","São Paulo","Morro do Jaraguá","-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:13:37-03","IBt","SP","27338","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","harrisonianum","Oncidium harrisonianum","Lindl.",NA,NA,NA,NA,"Loefgren, A; Edwall, G","CGG2874","1894","11","21","Brasil","São Paulo","São João da Boa Vista","Em cultivo da Commissão (São Paulo, SP)","-46.7900009155273","-21.9599990844727",NA,NA,"17205",NA,NA,NA,NA,"auto",NA,NA,"SP029869","SP029869",NA,NA,NA,NA
"69","2020-11-05 09:52:28-03","IBt","SP","27333","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","ramiferum","Oncidium ramiferum","hort. ex Klotzsch","Handro, O","1963","12",NA,"Edwall, G","CGG3264","1896","05","15","Brasil","São Paulo","São Paulo","Em cultivo da Comissão","-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,NA,NA,"auto",NA,NA,"SP029857","SP029857",NA,NA,NA,NA
"70","2019-11-21 10:13:38-03","IBt","SP","339150","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","schunkeanum","Oncidium schunkeanum","Campacci & Cath.","Catharino, ELM; Campacci, MA",NA,NA,NA,"Schunk, V","s.n.","1989","03",NA,"Brasil","Espírito Santo","Serra",NA,"-40.3078002929688","-20.1285991668701",NA,NA,"16451",NA,NA,NA,"Planta epífita, cespitosa, com pseudobulbos achatados, unifoliados. Folhas de consistência coriácea, de cor verde clara prateada. Haste floral em média com 25 cm compr., com muitas flores simultâneas. A principal característica da espéc","auto",NA,NA,"SP002306","SP002306",NA,NA,"Holotype",NA
"71","2010-12-14 12:59:49-02","AMES","HU-HERB","AMES 00083107","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","pallidum","Oncidium pallidum","Lindley",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Microscope slide","Type material",NA
