"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","occurrenceRemarks","phylum","continentOcean","imagecode","class","order","verbatimLongitude","verbatimLatitude"
"1","2020-06-29 11:29:40-03","UFRJ","RFA","31108","PreservedSpecimen","Plantae","Bromeliaceae","Lymania","spiculata","Lymania spiculata","Leme & Forzza","L. O. F. de Sousa","2002","10","09","L. O. F. Sousa","416","2002","10","09","Brasil","Bahia","Jussari","RPPN Serra do Teimoso. Floresceu em cultivo 13/10/2004","-39.4953002929688","-15.1913995742798","21386","RFA52210","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-06-29 11:29:40-03","UFRJ","RFA","30931","PreservedSpecimen","Plantae","Bromeliaceae","Lymania","spiculata","Lymania spiculata","Leme & Forzza","L. O. F. de Sousa","2002","10","10","L. O. F. Sousa; T. Wendt; A. P. G. de Faria; G. K. Brown; H. Berbert","418","2002","10","10","Brasil","Bahia","Jussari","RPPN Serra do Teimoso","-39.4953002929688","-15.1913995742798","21386","RFA52212","auto","Erva epífita, ciófila, folhas cartáceas discolores com a face adaxial verde-escuro e a abaxial roxa, flores alvas",NA,NA,NA,NA,NA,NA,NA
"3","2020-06-29 11:29:40-03","UFRJ","RFA","30951","PreservedSpecimen","Plantae","Bromeliaceae","Lymania","spiculata","Lymania spiculata","Leme & Forzza","L. O. F. de Sousa","2002","10","09","L. O. F. Sousa; A. P. G. de Faria; T. Wendt; G. K. Brown; T. Evans; H. Berbert","417","2002","10","09","Brasil","Bahia","Jussari","RPPN Serra do Teimoso","-39.4953002929688","-15.1913995742798","21386","RFA52214","auto","Erva epífita, folhas subcoriáceas discolores verdes. Inflorescência verde, botões alvo esverdeados",NA,NA,NA,NA,NA,NA,NA
"4","2020-06-29 11:29:40-03","UFRJ","RFA","43807","PreservedSpecimen","Plantae","Bromeliaceae","Lymania","spiculata","Lymania spiculata","Leme & Forzza",NA,NA,NA,NA,NA,NA,"2004","11","22","Brasil","Rio de Janeiro","Rio de Janeiro","Material do Marie Selby Garden número 2001-0246A. Floresceu em cultivo","-43.2075004577637","-22.9027996063232","57442","RFA56284","auto",NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-21 19:40:01-03","UFC","EAC","48884","PreservedSpecimen","Plantae","Bromeliaceae","Lymania","spiculata","Lymania spiculata","Leme & Forzza","Castro, A.S.F.","2011","03","09","Castro, A.S.F.","2436","2011","01","25","Brasil","Bahia","Una","REBIO de UNA","-39.0752983093262","-15.2932996749878","36070","EAC0048884","auto","Epífita; Mata Atlântica","Monocotyledon","Southern America","EAC0048884",NA,NA,NA,NA
"6","2019-08-15 09:04:27-03","UESC","UESC","10970","S","Plantae","Bromeliaceae","Lymania","spiculata","Lymania spiculata","Leme & Forzza",NA,NA,NA,NA,"Fontoura, T.","457","2002","03","31","Brasil","Bahia","Jussari",NA,"-39.4953002929688","-15.1913995742798","21386","UESC0010970","auto","Erva epífita ca de 2 m do solo.","Angiospermae",NA,NA,"Monocotyledoneae","Florideophycidae",NA,NA
"7","2020-07-23 12:00:56-03","CEPLAC","CEPEC","100490","PreservedSpecimen","Plantae","Bromeliaceae","Lymania","spiculata","Lymania spiculata",NA,"E.H.Souza",NA,NA,NA,"P. Fiaschi","1876","2003","11","11","Brasil","Bahia","ITACARÉ","Faz. Capitão, 7,9Km da junção da BA-001 com a Rod. Itacaré/Ubaitaba. Mata ao longo do riacho Capitão.","-39.083333","-14.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","14S20'"
