"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem"
"128","2019-11-21 14:43:00-03","UFJF","CESJ","23743","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.",NA,"L. Krieger","CESJ1316","1989","01","02","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Na restinga, em terreno inundado, plantas isoladas de 3 a 4 m de altura. Penacho terminal.","CESJ023743",NA,"2012",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,"41937","auto",NA,NA,NA,NA,NA
"129","2019-11-21 14:43:00-03","UFJF","CESJ","7870","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.",NA,"L. Krieger","CESJ7870","1969","12",NA,"Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"No berjo. Inflorescência em penacho branco.","CESJ007870",NA,"2012",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,"41937","auto",NA,NA,NA,NA,NA
"130","2019-11-21 14:43:00-03","UFJF","CESJ","69015","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","S. Honda","B. Pucci; R.J.F. Garcia; F.G. Pereira; V.S. Delboni","263","2011","02","01","Brasil","São Paulo","São Paulo","'Perus, Sítio Pires, Família Peccicacco. Av. Raimundo Pereira de Magalhães, 18501","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Erva, 80cm alt., espiguetas marrom-claras.","CESJ069015",NA,"2011","02","11","América do Sul",NA,NA,"Angiosperma",NA,NA,"53584","auto",NA,NA,NA,NA,NA
"131","2021-04-07 11:47:40-03","UFMS","CGMS","53856","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","V.J. Pott","B.A. Coutinho; C. Aoki, B.A. Arrua","156","2015","02","09","Brasil","Mato Grosso do Sul","Aquidauana","Baía Grande - Estância Pôr-do-Sol.","-55.8644444","-20.3013889","-55,8644444","-20,3013889","140","140","Inflorescência branca. Fruto ausente. Habitat: Pantanal. Habito: Planta aquática emergente enraizada em baceiro.","CGMS1083824",NA,"2015","09","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-04-07 11:47:40-03","UFMS","CGMS","55388","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","C.A.D. Welker","V.J. Pott; A. Pott","11228","2011","02","13","Brasil","Mato Grosso do Sul","Selvíria","Fazenda Reluz, ao longo do Rio Sucuriú.","-52.0916666","-20.2125","-52,0916666","-20,2125","288","288",NA,"CGMS1085355",NA,"2018","05","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-04-07 11:47:40-03","UFMS","CGMS","26063","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","A. Guglieri","A. Guglieri; F.J.M. Caporal","1978","2009","05","28","Brasil","Mato Grosso do Sul","Japorã","Gleba 3, MS-084, km 6; próximo à ponte.","-54.3622222","-23.9055556","-54,3622222","-23,9055556","271","271",NA,"CGMS1055494",NA,"2009","06","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-04-07 11:47:40-03","UFMS","CGMS","23540","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","V.J.Pott","S.N. Moreira; V.J.Pott; A. Pott","73","2007","10","09","Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo da Embrapa Gado de Corte; Área de Varjão prox. à ferrovia.","-54.79","-20.5566667","-54,79","-20,5566667","504","504","Flor branca. Fruto ausente. Habitat: Campo úmido graminoso de Vereda em domínio de Cerrado Habito: Erva; 1,00 m de altura; Escapo 1,70 m de altura","CGMS1052952",NA,"2007","10","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-04-07 11:47:40-03","UFMS","CGMS","24403","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","A. Pott; V.J. Pott","H.C. Vinci-Carlos; G.A. Damasceno-Junior; M.L. Bueno","48","2007","10","28","Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3977777","-20.585","-54,3977777","-20,585","554","554","Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Pouco comum. Habito: Erva cespitosa ereta. 1,20 m de altura.","CGMS1053828",NA,"2008","07","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-04-07 11:47:40-03","UFMS","CGMS","70840","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.",NA,"V.J. Pott; L.C.P. Lima; A. Pott","5848","2002","09","17","Brasil","Mato Grosso do Sul","Figueirão","Rio Quati.","-54.0255556","-18.6813889","-54,0255556","-18,6813889","330","330",NA,"CGMS1103288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-04-07 11:47:40-03","UFMS","CGMS","25879","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","A. Guglieri","A. Guglieri; F.J.M. Caporal","1792","2009","04","18","Brasil","Mato Grosso do Sul","Campo Grande","MS-060; km 371; sentido Campo Grande - Sidrolândia.","-54.7494444","-20.6280556","-54,7494444","-20,6280556","480","480",NA,"CGMS1055303",NA,"2009","04","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-04-07 11:47:40-03","UFMS","CGMS","52938","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","V.J. Pott","V.J. Pott; A. Pott; S.N. Moreira","9735","2007","10","09","Brasil","Mato Grosso do Sul","Terenos","Varjão, Fazenda Modelo (Embrapa), nascente próxima à ferrovia.","-54.7905555","-20.5566667","-54,7905555","-20,5566667","500","500",NA,"CGMS1082908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-04-07 11:47:40-03","UFMS","CGMS","73276","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","V.J. Pott","V.J. Pott; A. Pott","10153","2008","02","28","Brasil","Mato Grosso do Sul","Três Lagoas","Fazenda São José Brioso, Rodovia MS-377, Ribeirão Brioso, varjão, 61 km a nordeste de Água Clara.","-52.5733334","-20.1219445","-52,5733334","-20,1219445","365","365","Inflorescência brilhosa. Habitat: Bordo assoreado de campo graminoso úmido de vereda. Solo arenoso, matéria orgânica no topo. Relevo levemente inclinado. Frequente. Habito: Erva anfíbia, 70 cm de altura, escapo 1,20 - 1,30 m.","CGMS1106083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-04-07 11:47:40-03","UFMS","CGMS","18414","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","A. Guglieri","G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F. Macedo-Alves; E.C. Bertazzoni","4507","2006","12","10","Brasil","Mato Grosso do Sul","Campo Grande","APA do Guariroba.","-54.4169445","-20.5652778","-54,4169445","-20,5652778",NA,NA,NA,"CGMS1047712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-04-07 11:47:40-03","UFMS","CGMS","46977","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","V.J. Pott","B.A. Coutinho; A.L. Simal; P.P. Vaz; V.H.S. Brito; J. Fabri; V.J. Pott","87","2014","12","04","Brasil","Mato Grosso do Sul","Nova Andradina","MS 134, Km 15.","-53.3161111","-22.1016667","-53,3161111","-22,1016667","357","357","Flor branca avermelhada. Fruto ausente. Habitat: Vereda com ausência de Buriti, Cerrado antropizado. Habito: Planta aquática anfíbia emergente.","CGMS1076953",NA,"2014","12","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-04-07 11:47:40-03","UFMS","CGMS","66154","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","V.J. Pott","V.J. Pott; A. Pott","9970","2007","12","07","Brasil","Mato Grosso do Sul","Bonito","Fazenda São Geraldo, cerca de 8 Km do Atrativo Turístico Rio Sucuri, direção Assentamento Santa Lucia, 26 Km de Bonito.","-56.5541667","-21.3077778","-56,5541667","-21,3077778","326","326","Denominação local: 'brejo'. Habitat: Lagoa temporária seca, ao longo de campo úmido. Solo argiloso orgânico preto. Relevo plano. Habito: Erva cespitosa, anfíbia, 0,80 - 0,90 m de altura, escapo 2,00 m de comprimento. Freqüente.","CGMS1099115",NA,"2007","12","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-04-07 11:47:40-03","UFMS","CGMS","23568","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.",NA,"S.N. Moreira; V.J.Pott; A. Pott","102","2007","12","19","Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo da Embrapa Gado de Corte; Área de Varjão prox. à ferrovia.","-54.79","-20.5566667","-54,79","-20,5566667","504","504",NA,"CGMS1052981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-04-07 11:47:40-03","UFMS","CGMS","56893","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","A. Guglieri","H.C. Vinci-Carlos; G.A. Damasceno-Junior; A. Pott","357","2008","08","30","Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Cantagalo, margem do Córrego Saltinho.","-54.4002778","-20.5425","-54,4002778","-20,5425","558","558","Inflorescência branca. Vereda degradada. Habitat: Cerrado. Campo graminoso úmido (vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Abundante. Habito: Erva cespitosa ereta. 2,15 m de altura.","CGMS1086816",NA,"2009","04","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-04-07 11:47:40-03","UFMS","CGMS","37793","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","V.J. Pott","V.J. Pott; S.N. Moreira & A. Pott","10747","2010","01","29","Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo da Embrapa Gado de Corte; Varjão próximo à ferrovia.","-54.7833333","-20.5575","-54,7833333","-20,5575","505","505","Frequente. Habitat: Campo úmido em nascente com buriti (vereda). Habito: Erva anfíbia. 1,20m de altura. Escapo de 1,70-1,80m de altura.","CGMS1067210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-04-07 11:47:40-03","UFMS","CGMS","66138","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","V.J. Pott","V.J. Pott; A. Pott; G. Catian","12232","2016","10","21","Brasil","Mato Grosso do Sul","Bonito","Fazenda Gramado.","-56.6108333","-21.3916666","-56,6108333","-21,3916666","355","355","Escapo com anel de tricomas esbranquiçados. Habitat: Campo úmido de vereda sem buriti, com valas de drenagem. Solo hidromórfico, orgânico preto acinzentado escuro. Relevo plano. Habito: Erva cespitosa. 30-35 cm de altura, escapo 1,50","CGMS1099099",NA,"2016","10","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-04-07 11:47:40-03","UFMS","CGMS","73275","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","V.J. Pott","V.J. Pott; A. Pott","9682","2007","09","19","Brasil","Mato Grosso do Sul","Nioaque","Rodovia MS-347, 65 km de Dois Irmãos do Buriti e 10 km da BR-419 (= 435).","-55.6863889","-20.9641667","-55,6863889","-20,9641667","220","220",NA,"CGMS1106082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-04-07 11:47:40-03","UFMS","CGMS","57283","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","C.A.D. Welker","V.J. Pott; A. Pott","7982","2005","08","23","Brasil","Mato Grosso do Sul","Corguinho","Recanto Ecológico Pousada da Quinta, 6Km sudoeste do Patrimônio de Taboco.","-55.2463889","-19.7733334","-55,2463889","-19,7733334","270","270",NA,"CGMS1087206",NA,"2018","05","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-04-07 11:47:40-03","UFMS","CGMS","48399","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","V.J. Pott","V.J. Pott; A. Pott","10017","2008","02","25","Brasil","Mato Grosso do Sul","Ribas do Rio Pardo","Fazenda Velha; varjão, cerca de 25 km ao sul de Ribas do Rio Pardo, 2 km da MS-456.","-53.6563889","-20.6180556","-53,6563889","-20,6180556","345","345",NA,"CGMS1078363",NA,"2008","02","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-27 13:51:57-03","UFS","ASE","13893","PreservedSpecimen","Plantae","Poaceae","Saccharum","trinii","Saccharum trinii","(Hack.) Renvoize","Silva, RR","Rodrigues-da-Silva, R","536","2001","12","04","Brasil","Distrito Federal","Brasília","Córrego Bananal, Próximo a EPIA.","-47.5546","-15.4647","-47.5546","-15.4647",NA,NA,"Erva frequente, perene, cespitosa. Com inflorescência terminal, vilosa, branca, fragil.; Erva frequente, perene, cespitosa. Com inflorescência terminal, vilosa, branca, fragil.; Campo úmido.","ASE0007343","ASE0007343","2002","09",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-08-20 10:01:18-03","UNICAMP","UEC",NA,"S","Plantae","Poaceae","Erianthus","trinii","Erianthus trinii","(Hack.) Hack.","Pereira, SC","Semir, J; et al.","948","1981","04","01","Brazil","Minas Gerais","Poços de Caldas","Campo do Saco, No brejo.","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"Cespitosa, de 2,5 a 3 m de altura.","UEC071301",NA,"1981","08","12",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-08-20 10:01:18-03","UNICAMP","UEC","24037","S","Plantae","Poaceae","Erianthus","trinii","Erianthus trinii","(Hack.) Hack.","Pereira, SC","Semir, J; et al.","948","1981","04","01","Brazil","Minas Gerais","Poços de Caldas","Campo do Saco, No brejo.","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"Cespitosa, de 2,5 a 3 m de altura.","UEC071304","UEC071304","1981","08","12",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-08-20 10:01:18-03","UNICAMP","UEC","42143","S","Plantae","Poaceae","Erianthus","trinii","Erianthus trinii","(Hack.) Hack.","Filgueiras, TS","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS","6248","1981","02","19","Brazil","Distrito Federal","Brasília","Bacia do R.S. Bartolomeu, No brejo.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Capim alto; inflorescência branca.","UEC071303","UEC071303","1982",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"70570","auto",NA,NA,NA,NA,NA
"154","2019-08-20 10:01:18-03","UNICAMP","UEC","75682","S","Plantae","Poaceae","Erianthus","trinii","Erianthus trinii","(Hack.) Hack.","Silva, SM","Silva, SM; Britez, RM","s.n.","1986","03","27","Brazil","Paraná","Paranaguá","Ilha do Mel, Morro do Joaquim.&nf;Em vegetação campestre.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Herbácea. Frequente.","UEC071302","UEC071302","1995","05",NA,NA,NA,NA,"Liliopsida",NA,NA,"24916","auto",NA,NA,NA,NA,NA
"155","2021-03-01 16:20:39-03","UNICAMP","UEC","49014","S","Plantae","Poaceae","Saccharum","giganteum","Saccharum giganteum","Trin. ex Hack.","Dembrewski, LT","Britez, RM; Silva, SM","683","1986","04","25","Brazil","Paraná","São Mateus do Sul","Usina de Xisto da Petrobrás","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Planta cespitosa.; Em reflorestamento de Pinus.","UEC056745","UEC056745",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"31353","auto",NA,NA,NA,NA,NA
"156","2021-03-01 16:20:39-03","UNICAMP","UEC","86057","S","Plantae","Poaceae","Saccharum","trinii","Saccharum trinii","(Hack.) Renvoize","Filgueiras, TS; Lerina, R","Longhi-Wagner, HM; Boechat, SC; Araújo, AC","3123","1996","01","24","Brazil","São Paulo","Itararé","I.A.C.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Comum.; Solo arenoso. Campo sujo.","UEC056744","UEC056744","1998","06",NA,NA,NA,NA,"Liliopsida",NA,NA,"27729","auto",NA,NA,NA,NA,NA
"157","2021-03-01 16:20:39-03","UNICAMP","UEC","127792","S","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steub.","Silva, RR","Gomes, BM; Mendes, V; Guimarães, PJF; Brito, DS","227","2001","02","01","Brazil","Distrito Federal","Brasília","Centro Oeste.","-48.5","-16.333333","-48.5","-16.333333",NA,NA,"Arbusto 3,5m. Fruto creme. Inflorescência ca. 3m; aristas alvas brilhosas.; Campo úmido, solo hidromórfico.","UEC056741","UEC056741","2001","07","04",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-01 16:20:39-03","UNICAMP","UEC","191559","S","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steub.","Shirasuna, RT","Shirasuna, RT","3111","2013","11","13","Brazil","São Paulo","Guarulhos","rodoanel trecho norte, lote 5, entre a OAE 503 e emboque oeste 501,","-46.503111","-23.401556","-46.503111","-23.401556","780","780","herbácea, ca. 70cm alt., inflorescência branco-prateada","UEC154694","UEC154694","2013",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-05-23 15:29:08-03","UFPB","JPB","3679","PreservedSpecimen","Plantae","Poaceae","Erianthus","trinii","Erianthus trinii","(Hack.) Hackel.",NA,"Sousa, MA","663","1976","04","16","Brasil","Rio Grande do Sul","Canela - Gramad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-12-04 13:19:38-03","UDESC","LUSC","5195","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","T. Lobato","T.Lobato; Tanaka C.A. & F. Machado","291","2012","01","10","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC002026","LUSC002026",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"161","2019-01-17 11:23:31-02","PUCRS","MPUC","1580","S","Plantae","Poaceae","Erianthus","trinii","Erianthus trinii","(Hack.) Hack.","G.C. Hiltl",NA,NA,"1978","06","01","Brasil","RS","Vacaria",".","-50.9297222","-28.4880556","-50.9297222000","-28.4880556000",NA,NA,NA,NA,NA,"1978","01","01","South America",NA,NA,NA,"Poales",NA,NA,NA,"Liliopsida",NA,"385","1",NA
"162","2019-01-17 11:23:31-02","PUCRS","MPUC","6248","S","Plantae","Poaceae","Erianthus","trinii","Erianthus trinii","(Hack.) Hack.","C.R. Dillemburg",NA,NA,"1988","05","24","Brasil","SC","Concórdia","Estreito","-52.0277778","-27.2344444","-52.0277778000","-27.2344444000",NA,NA,NA,NA,NA,"1988","01","01","South America",NA,NA,NA,"Poales",NA,NA,NA,"Liliopsida",NA,NA,"1",NA
"163","2019-01-17 11:23:31-02","PUCRS","MPUC","1474","S","Plantae","Poaceae","Erianthus","trinii","Erianthus trinii","(Hack.) Hack.","T. Strehl",NA,NA,"1978","08","15","Brasil","RS","Pelotas",".","-52.3422222","-31.7719444","-52.3422222000","-31.7719444000",NA,NA,NA,NA,NA,"1978","01","01","South America",NA,NA,NA,"Poales",NA,NA,NA,"Liliopsida",NA,"496","1",NA
"164","2019-01-17 11:23:31-02","PUCRS","MPUC","1682","S","Plantae","Poaceae","Erianthus","trinii","Erianthus trinii","(Hack.) Hack.","G.C. Hiltl",NA,NA,"1979","01","09","Brasil","RS","Nonoai",".","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,NA,NA,NA,"1979","01","01","South America",NA,NA,NA,"Poales",NA,"35080","auto","Liliopsida",NA,NA,"1",NA
"165","2019-11-08 08:55:10-03","FURB","FURB","50443","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","Funez, L.A.","Funez, L.A.; Zermiani, A.E.","4303","2015","05","05","Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.9544444","-26.0391666","-48.9544444","-26.0391666","1200","1200",NA,"FURB50443","FURB50443","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-08 08:55:09-03","FURB","FURB","38423","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","Funez, L.A.","Funez, L.A.","595","2012","06","09","Brasil","Santa Catarina","Rodeio","Centro da cidade.","-49.3708334","-26.9241667","-49.3708334","-26.9241667","84","84",NA,"FURB39401","FURB39401","2017","03","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-10-14 10:05:03-03","FURB","FURB","43261","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","Funez, L.A.","Funez, L.A.","2629","2014","01","15","Brasil","Santa Catarina","Penha","Morro da Praia de São Miguel.","-48.6166667","-26.8211111","-48.6166667","-26.8211111","60","60",NA,"FURB39399","FURB39399","2017","03","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-14 10:05:03-03","FURB","FURB","43262","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","Funez, L.A.","Funez, L.A.","2630","2014","01","15","Brasil","Santa Catarina","Penha","Morro da Praia de São Miguel.","-48.6166667","-26.8211111","-48.6166667","-26.8211111","60","60",NA,"FURB39576","FURB39576","2017","03","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-10-14 10:05:03-03","FURB","FURB","50782","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","Funez, L.A.","Funez, L.A.","5028","2015","12","12","Brasil","Santa Catarina","Xanxerê","SC-155.","-52.3894444","-26.8975","-52.3894444","-26.8975000","767","767",NA,"FURB50782","FURB50782","2017","03","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-16 17:54:31-03","UCS","HUCS","9373","PreservedSpecimen","Plantae","Poaceae","Erianthus","glabrinodis","Erianthus glabrinodis","(Hackel) Swallen","Smith, S.F.","Rosa, L.","02","1993","08","11","Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico","-51.1794013977051","-29.1681003570557",NA,NA,"750","750","junto ao caminho",NA,NA,"1993","09",NA,NA,NA,NA,"Angiospermae","Poales",NA,"49662","auto",NA,NA,NA,NA,NA
"171","2021-03-16 17:54:39-03","UCS","HUCS","37367","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","Welker, C.A.D.","Welker, C.A.D.","214","2009","01","09","Brasil","Rio Grande do Sul","São Francisco de Assis","estrada para São Vicente do Sul","-54.778611","-29.716611","-54.778611","-29.716611",NA,NA,"Herbário ICN 168883; solo um pouco úmido",NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Poales",NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-16 17:54:39-03","UCS","HUCS","37395","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","Welker, C.A.D.","Welker, C.A.D.","s.n.","2009","12","15","Brasil","Rio Grande do Sul","Alegrete","BR-290 - próximo Km 532","-55.359083","-30.028889","-55.359083","-30.028889",NA,NA,"Herbário ICN 168868; banhadão",NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Poales",NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-16 17:54:39-03","UCS","HUCS","43360","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","Gaio, J.","Gaio, J.","431","2015","07","12","Brasil","Rio Grande do Sul","Osório","Margem oeste da Lagoa dos Barros","-50.402814","-29.968519","-50.402814","-29.968519","12","12","erva ereta; beira de estrada",NA,NA,"2015","08","12",NA,NA,NA,"Angiospermae","Poales",NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-16 17:54:39-03","UCS","HUCS","35232","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","Lerina, R.","Setubal, R.","630","2005","11","02","Brasil","Rio Grande do Sul","Porto Alegre","Morro São Pedro - Espaço de Econsciência","-51.2299995422363","-30.0331001281738",NA,NA,"160","160","campo seco de topo de morro",NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Poales",NA,"29946","auto",NA,NA,NA,NA,NA
"175","2021-03-16 17:54:39-03","UCS","HUCS","25485","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","Welker, C.A.D.","Cervi, A.C.","8583","2003","11","26","Brasil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Herbário MBM; planta ereta em locais úmidos",NA,NA,"2010","05","13",NA,NA,NA,"Angiospermae","Poales",NA,"35166","auto",NA,NA,NA,NA,NA
"176","2021-03-16 17:54:39-03","UCS","HUCS","34500","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","Shirasuna, R.T.","Shirasuna, R.T.","2220","2009","03","12","Brasil","São Paulo","Santo André","Reserva Biológica de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"erva cespitosa, ca. 1,4 m alt. Inflorescência esbranquiçada&nf;Herbário SP - Instituto de Botânica de São Paulo -; campo encharcado",NA,NA,"2009","03",NA,NA,NA,NA,"Angiospermae","Poales",NA,"27258","auto",NA,NA,NA,NA,NA
"177","2021-03-16 17:54:39-03","UCS","HUCS","16568","PreservedSpecimen","Plantae","Poaceae","Saccharum","villosum","Saccharum villosum","Steud.","Welker, C.A.D.","Scur, L.","652","2000","03","18","Brasil","Rio Grande do Sul","Caxias do Sul","Santa Fé","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","no campo",NA,NA,"2010","05","13",NA,NA,NA,"Angiospermae","Poales",NA,"49662","auto",NA,NA,NA,NA,NA
