"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","occurrenceRemarks","infraspecificEpithet","typeStatus","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"47","2015-09-05 08:10:23-03","MNHN","RECOLNAT_MNHN_P","P04865056","PreservedSpecimen",NA,"Euphorbiaceae","Chiropetalum","gymnadenium","Chiropetalum gymnadenium","(Müll.Arg.) Pax & K.Hoffm.",NA,"Mexia, Y.","1930","12","18","Brasil","Minas Gerais",NA,"Viçosa. Fazenda do Deserto; in deep shade of woods adjoining Morta.",NA,NA,NA,NA,"P04865056","P04865056_01",NA,"700",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865056' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5418",NA,NA
"48","2015-09-05 08:10:23-03","MNHN","RECOLNAT_MNHN_P","P04865055","PreservedSpecimen",NA,"Euphorbiaceae","Chiropetalum","gymnadenium","Chiropetalum gymnadenium","(Müll.Arg.) Pax & K.Hoffm.",NA,"Mexia, Y.","1930","9","25","Brasil","Minas Gerais","Viçosa","Fazenda do Deserto.","-42.8819007873535","-20.7539005279541",NA,NA,"P04865055","P04865055_01",NA,"720",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865055' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"13937","auto","5103",NA,NA
"49","2015-09-05 08:10:23-03","MNHN","RECOLNAT_MNHN_P","P04865054","PreservedSpecimen",NA,"Euphorbiaceae","Chiropetalum","gymnadenium","Chiropetalum gymnadenium","(Müll.Arg.) Pax & K.Hoffm.",NA,"Hatschbach, G.","1966","12","27","Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário.","-49.0553016662598","-25.3055992126465",NA,NA,"P04865054","P04865054_01",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04865054' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"55154","auto","15552",NA,NA
"50","2015-09-25 01:56:17-03","MNHN","RECOLNAT_MNHN_P","P00634980","PreservedSpecimen",NA,"Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum latifolium","Chodat & Hassl.",NA,"Hassler, E.",NA,"2",NA,"Paraguay",NA,NA,"Ad ripam : lacus Ypacarai",NA,NA,NA,NA,"P00634980","P00634980_01",NA,NA,NA,NA,NA,NA,"hb","Reçu le 2 octobre 1900 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634980' target='other'> <mi>dwc_moreinfo</mi></a>","latifolium","isotype",NA,NA,NA,NA,NA,NA,NA,"3923",NA,NA
"51","2021-02-11 17:18:50-03","UFPR","UPCB","38372","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Liesner, R.L.","Zardini, E.M.","1988","07","21","Paraguai",NA,NA,"Paraguari, Acahay Massif, 26°54'S 57°09'W","-57.15","-26.9","-57.15","-26.9",NA,NA,"5843",NA,NA,NA,NA,NA,NA,"Reclining herb. Flower greenish. On diorite rock outcrops on Eastern side of eastern peak. Alt.: 500m..",NA,NA,NA,NA,"1993","01","01",NA,NA,NA,NA,NA
"52","2021-02-11 17:18:50-03","UFPR","UPCB","37488","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Liesner, R.L.","Zardini, E.M.","1992","01","20","Paraguai",NA,NA,"Paraguari, Acahay Massif, easternmost Peak","-57.133333","-25.866667","-57.133333","-25.866667",NA,NA,"29849",NA,NA,NA,NA,NA,NA,"Subshrub 1m, leaning. Forest on slopes at southwestern area..",NA,NA,NA,NA,"1993","01","01",NA,NA,NA,NA,NA
"53","2021-02-11 17:18:50-03","UFPR","UPCB","37489","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chod. & Hassl.","Liesner, R.L.","Zardini, E.M.","1992","02","26","Paraguai",NA,NA,"Paraguari, Acahay Massif, easternmost Peak","-57.133333","-25.866667","-57.133333","-25.866667",NA,NA,"30733",NA,NA,NA,NA,NA,NA,"Shrub 1m. Forest near rocky summit at western area..",NA,NA,NA,NA,"1993","01","01",NA,NA,NA,NA,NA
"54","2021-02-11 17:18:51-03","UFPR","UPCB","6178","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Cordeiro, I.","Hatschbach, G.","1966","10","16","Brasil","Paraná","Porto Vitória",NA,"-51.2317008972168","-26.1611003875732",NA,NA,NA,NA,"14927",NA,NA,NA,NA,NA,NA,"Mata de galeria, próxima aos saltos..",NA,NA,NA,NA,"2009","04",NA,"23747","auto",NA,NA,NA
"55","2021-02-11 17:18:50-03","UFPR","UPCB","28395","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Külkamp, J.","Dittrich, V.A.O. | Kozera, C.","1996","10","02","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"193",NA,NA,NA,NA,NA,NA,"Herbácea, flor alva. Subosque da floresta com Araucária..",NA,NA,NA,NA,"2017","01","27","25180","auto",NA,NA,NA
"56","2021-02-11 17:18:50-03","UFPR","UPCB","6060","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Cordeiro, I.","Hatschbach, G.","1966","12","27","Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"15552",NA,NA,NA,NA,NA,NA,"Saxícola, margens rio. Erva 50cm..",NA,NA,NA,NA,"2009","04",NA,"55154","auto",NA,NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","145091","PreservedSpecimen","Plantae","Euphorbiaceae","Argythamnia","tricocca","Argythamnia tricocca","(Vell.) Müll. Arg.","Schinini","Elsa M. Zardini|et al.","1987","5","23","Paraguay","Paraguarí",NA,"Paraguari, Compañia Costa Segunda, Cerro Palacios.",NA,NA,NA,NA,NA,NA,"Zardini 2471",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-15","4",NA
"58","2009-08-23 08:48:00-03","MO","MOBOT","2452122","PreservedSpecimen","Plantae","Euphorbiaceae","Argythamnia","tricocca","Argythamnia tricocca","(Vell.) Müll. Arg.",NA,"Lyman B. Smith|Roberto M. Klein","1964","11","13","Brazil","Santa Catarina",NA,"São Miguel do Oeste. Paraíso",NA,NA,NA,NA,NA,NA,"Smith 13251","250.00000000","500.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-07-25 13:53:00-03","MO","MOBOT","2488311","PreservedSpecimen","Plantae","Euphorbiaceae","Argythamnia","tricocca","Argythamnia tricocca","(Vell.) Müll. Arg.",NA,"Émile Hassler","1915","10",NA,"Paraguay","Cordillera",NA,"San Bernardino","-57.25","-25.31666",NA,NA,NA,NA,"Hassler 201",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"60","2020-07-11 21:20:00-03","MO","MOBOT","2518015","PreservedSpecimen","Plantae","Euphorbiaceae","Argythamnia","tricocca","Argythamnia tricocca","(Vell.) Müll. Arg.",NA,"Juan P. Gallinal H.|et al.","1937","10",NA,"Uruguay","Florida",NA,"Timote",NA,NA,NA,NA,NA,NA,"Gallinal H. 3132",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2010-04-23 21:39:00-03","MO","MOBOT","2198486","PreservedSpecimen","Plantae","Euphorbiaceae","Argythamnia","tricocca","Argythamnia tricocca","(Vell.) Müll. Arg.","Bacigalupo, N. M., /07/","Osvaldo Morrone|Norma B. Deginani|M. Mónica Ponce|Diego Giraldo-Cañas","1996","10","15","Argentina","Misiones","General Manuel Belgrano","2 km S de Bernardo de Irigoyen, salto del Río Pepirí Guazú","-53.63333","-26.26666",NA,NA,NA,NA,"Morrone 1479",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2013-05-07 06:03:00-03","MO","MOBOT","2928383","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","gymnadenium","Chiropetalum gymnadenium","(Müll. Arg.) Pax & K. Hoffm.","Ronald Liesner","Ynés Mexia","1930","9","25","Brazil","Minas Gerais",NA,"Viçosa. Fazenda do Deserto; wooded slope of cut-over woods, in dense shade.",NA,NA,NA,NA,NA,NA,"Mexia 5103","720.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2013-05-07 06:03:00-03","MO","MOBOT","2928435","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","gymnadenium","Chiropetalum gymnadenium","(Müll. Arg.) Pax & K. Hoffm.","Ronald Liesner","Ynés Mexia","1930","12","18","Brazil","Minas Gerais",NA,"Viçosa. Fazenda do Deserto; in deep shade of woods adjoining Morta.",NA,NA,NA,NA,NA,NA,"Mexia 5418","700.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2010-01-28 15:10:00-02","MO","MOBOT","2916845","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","gymnadenium","Chiropetalum gymnadenium","(Müll. Arg.) Pax & K. Hoffm.","Y. Ramírez-Amezcua","Jomar G. Jardim","1998","2","4","Brazil","Bahia","Jussari","Rod Jussari/Palmira. Entrada ca. 7.5 km percorrendo mais 1.7 km até a sede da Faz. Teimoso. Serra do Teimoso. RPPN Serra do Teimoso.","-39.5833333","-15.1666667",NA,NA,NA,NA,"Jardim 1498","300.00000000","450.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"65","2008-05-27 22:02:00-03","MO","MOBOT","138772","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald L. Liesner (MO)","Elsa M. Zardini|Nélida Soria","1988","7","8","Paraguay","Paraguarí",NA,"Cerro Mbatoví. In forest.","-57.11666","-25.41666",NA,NA,NA,NA,"Zardini 5540","297.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-46","3",NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","138640","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald L. Liesner (MO)","Elsa M. Zardini|Nélida Soria","1988","7","8","Paraguay","Paraguarí",NA,"Cerro Mbatoví. In forest.","-57.11666","-25.41666",NA,NA,NA,NA,"Zardini 5525","297.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-46","1",NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","140645","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald L. Liesner (MO)","Elsa M. Zardini","1988","7","21","Paraguay","Paraguarí",NA,"Macizo Acahay. On diorite rock outcrops on Eastern side of Eastern peak.","-57.15","-26.9",NA,NA,NA,NA,"Zardini 5843","500.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-55","4",NA
"68","2016-06-13 16:22:00-03","MO","MOBOT","100165331","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","R.Liesner (MO)","Émile Hassler","1913","2",NA,"Paraguay",NA,NA,"In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,"Hassler 11545",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","142152","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald L. Liesner (MO)","Elsa M. Zardini|A. Aguayo","1989","9","20","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Isolated peak 10 kms W of Melgarejo. Tall forest.","-56.41666","-25.75",NA,NA,NA,NA,"Zardini 14388",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"142","4",NA
"70","2016-06-16 08:31:00-03","MO","MOBOT","142559","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald L. Liesner (MO)","Blas Pérez","1991","8",NA,"Paraguay","Central",NA,"Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.","-57.4666667","-25.3333333",NA,NA,NA,NA,"Pérez Maricerich 957",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3",NA
"71","2014-10-29 15:02:00-02","MO","MOBOT","144882","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald L. Liesner (MO)","Elsa M. Zardini|Ramón Velásquez|S. Velásquez","1989","6","11","Paraguay","Paraguarí",NA,"Acahay Massif. On rocks on SE peak.","-57.15","-25.9",NA,NA,NA,NA,"Zardini 12788","400.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"106","4",NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","144973","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald L. Liesner (MO)","Elsa M. Zardini","1988","8","21","Paraguay","Paraguarí",NA,"Macizo Acahay. On rocks on Eastern peak.","-57.15","-25.9",NA,NA,NA,NA,"Zardini 6594","500.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-72","2",NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","145258","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald Liesner (MO)","Elsa M. Zardini|et al.","1987","5","23","Paraguay","Paraguarí",NA,"Paraguari, Compañia Costa Segunda, Cerro Palacios.",NA,NA,NA,NA,NA,NA,"Zardini 2492",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-15","3",NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","155103","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald L. Liesner (MO)","Elsa M. Zardini|R. Franco","1992","1","20","Paraguay","Paraguarí",NA,"Acahay Massif. Easternmost Peak. Forest on slopes at southwestern area.","-57.13333","-25.86666",NA,NA,NA,NA,"Zardini 29849",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"642","4",NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","155418","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.",NA,"Elsa M. Zardini|et al.","1989","1","5","Paraguay","Paraguarí",NA,"Macizo Acahay. Forest on eastern most peak, mostly on rocks.","-57.15","-25.9",NA,NA,NA,NA,"Zardini 9216","500.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2",NA
"76","2010-01-06 12:25:00-02","MO","MOBOT","155627","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Y. Ramirez-Amezcua","Elsa M. Zardini|C. Velázquez","1989","1","5","Paraguay","Paraguarí",NA,"Macizo Acahay. Forest on slopes of eastern most peak.","-57.15","-25.9",NA,NA,NA,NA,"Zardini 9252","500.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3",NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","156110","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald L. Liesner (MO)","Elsa M. Zardini|R. Franco","1992","2","26","Paraguay","Paraguarí",NA,"Acahay Massif, eastern most peak. Forest near rocky summit at western area.","-57.13333","-25.86666",NA,NA,NA,NA,"Zardini 30733",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"657","4",NA
"78","2011-06-09 17:27:00-03","MO","MOBOT","156116","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald L. Liesner (MO)","Elsa M. Zardini|Tulio Tillería","1992","2","26","Paraguay","Paraguarí",NA,"Acahay Massif, eastern most peak. Forest on eastern slope.","-57.13333","-25.86666",NA,NA,NA,NA,"Zardini 30777",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"658","4",NA
"79","2011-06-09 17:27:00-03","MO","MOBOT","156122","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald L. Liesner (MO)","Elsa M. Zardini|Tulio Tillería","1992","2","26","Paraguay","Paraguarí",NA,"Acahay Massif, eastern most peak. Forest on eastern slope.","-57.13333","-25.86666",NA,NA,NA,NA,"Zardini 30779",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"658","4",NA
"80","2011-02-03 15:44:00-02","MO","MOBOT","156170","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald L. Liesner (MO)","Elsa M. Zardini|Nélida Soria","1987","12","10","Paraguay","Paraguarí",NA,"Cerro Mbatovi.","-57.1","-25.5666667",NA,NA,NA,NA,"Zardini 3922",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-85","2",NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","156508","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald L. Liesner (MO)","Elsa M. Zardini|R. Franco","1992","1","27","Paraguay","Paraguarí",NA,"Acahay Massif. Easternmost Peak. Forest on slopes at northern part.","-57.13333","-25.91666",NA,NA,NA,NA,"Zardini 30079",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"647","3",NA
"82","2016-11-15 05:15:00-02","MO","MOBOT","2926756","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Bacigalupo","Antonio C. Krapovickas|Aurelio Schinini","1975",NA,NA,"Argentina","Formosa","Formosa",NA,NA,NA,NA,NA,NA,NA,"Krapovickas 28516",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2009-07-10 17:57:00-03","MO","MOBOT","2926860","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","TMP","Troels M. Pedersen","1982",NA,NA,"Argentina","Corrientes","Concepción","Edge of woodland on low, moist ground. Estancia San Justo del Palmar.",NA,NA,NA,NA,NA,NA,"Pedersen 13446",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2016-11-15 05:15:00-02","MO","MOBOT","2926901","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.",NA,"Antonio C. Krapovickas","1969",NA,NA,"Argentina","Misiones","Leandro N. Alem","Paso Carreta. Sobre las barrancas del río.",NA,NA,NA,NA,NA,NA,"Krapovickas 15030",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2009-10-17 07:02:00-03","MO","MOBOT","2926929","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald Liesner","Nélida Soria|Elsa M. Zardini","1987",NA,NA,"Paraguay","Paraguarí",NA,"En el soto bosque. Cerro Mbatovi.",NA,NA,NA,NA,NA,NA,"Soria Rey 1888",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2013-08-23 04:12:00-03","MO","MOBOT","2926979","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald Liesner (MO)","W.G. Herter","1934","11",NA,"Uruguay","Florida",NA,"La Palma.",NA,NA,NA,NA,NA,NA,"Herter 1185A","100.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2009-10-17 07:02:00-03","MO","MOBOT","2927073","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald Liesner (MO)","Nélida Soria|Elsa M. Zardini","1987",NA,NA,"Paraguay","Paraguarí",NA,"En el soto bosque. Cerro Mbatovi.",NA,NA,NA,NA,NA,NA,"Soria Rey 1833",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2016-11-15 05:15:00-02","MO","MOBOT","2927245","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald Liesner","Antonio C. Krapovickas|Carmen L. Cristóbal|Victor Maruñak|L.A. Mroginski|Stella M. Pire|H.J. Pueyo","1972",NA,NA,"Argentina","Corrientes","Santo Tomé","Estancia Garruchos, ayo. Chimiray. Selva en galería.",NA,NA,NA,NA,NA,NA,"Krapovickas 21066",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","2927380","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald Liesner","Gert G. Hatschbach","1973","10","19","Brazil","Paraná",NA,"Cancam (mun. Roncador)",NA,NA,NA,NA,NA,NA,"Hatschbach 32902",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2012-04-20 16:25:00-03","MO","MOBOT","2928076","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald Liesner","Pablo R. Legname|R. Vaca|J. López","1979",NA,NA,"Argentina","Formosa",NA,"Ruta 11 km. 1161 camino a Formosa, Arroyo San Hilario.",NA,NA,NA,NA,NA,NA,"Legname 6335","300.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2016-11-15 05:15:00-02","MO","MOBOT","2928308","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald Liesner","Antonio C. Krapovickas","1966",NA,NA,"Paraguay","Cordillera",NA,"San Beruardino. En selva",NA,NA,NA,NA,NA,NA,"Krapovickas 12618",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2016-11-15 05:15:00-02","MO","MOBOT","2928730","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald Liesner","Antonio C. Krapovickas","1987","3","3","Argentina","Corrientes","Ituzaingó","Ea. Santa Rita, Selva marginal río Paraná. Interior de selva.","-56.0666667","-27.3333333",NA,NA,NA,NA,"Krapovickas 41085",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"93","2010-01-25 20:07:00-02","MO","MOBOT","2928988","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Ronald Liesner","Troels M. Pedersen","1952","4","28","Argentina","Corrientes","Mburucuyá","Estancia Santa Teresa.",NA,NA,NA,NA,NA,NA,"Pedersen 1700",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2009-10-17 07:02:00-03","MO","MOBOT","2929133","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","R. Liesner","Nélida Soria|Elsa M. Zardini","1988",NA,NA,"Paraguay","Paraguarí",NA,"Comum en el soto bosque de la base del cerro. Cerro Mbatovi.",NA,NA,NA,NA,NA,NA,"Soria Rey 2258",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2012-04-26 13:10:00-03","MO","MOBOT","2929341","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.",NA,"F. Javier Fernández Casas|J. Molero","1980","10","9","Paraguay","Paraguarí",NA,"Entre Paraguarí y Carapeguá, cerca del cruce con el río Caañabé, en un bosquete, suelo seco.",NA,NA,NA,NA,NA,NA,"Fernández Casas 3506",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"96","2016-11-15 05:15:00-02","MO","MOBOT","2929399","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.",NA,"Carmen L. Cristóbal|Antonio C. Krapovickas","1978",NA,NA,"Argentina","Corrientes","Santo Tomé","Ayo. Chimiray y ruta 40. Decumbente, en interior de selva en galería.",NA,NA,NA,NA,NA,NA,"Cristóbal 1766",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
