"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","individualCount","fieldNumber","relatedCatalogItem","typeStatus"
"11","2021-02-08 21:33:08-03","UFBA","ALCB","04663","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Santos, EB dos; Almeida Júnior, EB","Costa, AL","1106","1962","04",NA,"Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas da Pituba","-38.5","-12.966667",NA,NA,NA,NA,"2008","08","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-08 21:33:08-03","UFBA","ALCB","046867","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Santos, EB dos; Almeida Júnior, EB","Guedes, ML; E.M. da Silva, LBSilva","7023","2000","06","13","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte, Sauípe","-38.283333","-12.516667",NA,"de ca 4 m., látex alvo. Folhas coriáceas com margem revoluta. Flores com pétalas alvas. Freqüente.; de ca. 5 m de altura.Substrato arenoso.",NA,NA,"2008","08","-38.283333","-12.516667","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 21:33:08-03","UFBA","ALCB","08909","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Santos, EB dos; Almeida Júnior, EB","Equipe de Botânica","s/n","1976","09","12","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,NA,NA,NA,"2008","08","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-08 21:33:08-03","UFBA","ALCB","09828","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Santos, EB dos; Almeida Júnior, EB","Guedes, ML","538","1982","09","12","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,"esgalhado, 3,0 m alt. Folhas coriáceas, discolores, latescente. Flores pendulas, cálice pardacento, corola alva.",NA,NA,"2008","08","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-14 14:10:59-03","UFBA","ALCB","138633","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Guedes, ML","Guedes, ML; Medeiros, AFB; Alunos da Disciplina BIOC05 Noturno","31822","2019","11","03","Southern America","Brasil","Bahia","Camaçari","Restinga próximo a Lagoa da Capivara.","-38.535","-13.1425",NA,"de ca 5 m de altura, látex leitoso. Folhas coriáceas, discolores. Flores passadas. Frutos jovens.","ALCB066034",NA,"2019","11","-38.535","-13.1425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-08 21:33:08-03","UFBA","ALCB","15253","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Santos, EB dos; Almeida Júnior, EB","Alunos de Botânica III","s/n","1985","10","13","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, alamedas da praia de Itapoã","-38.5","-12.966667",NA,"folhas verdes. Flores brancas.",NA,NA,"2008","08","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-08 21:33:08-03","UFBA","ALCB","21040","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Santos, EB dos; Almeida Júnior, EB","Guedes, ML","s/n","1987","10","24","Southern America","Brasil","Bahia","Lauro de Freitas","Região Metropolitana Salvador, Arembepe, próximoa Tibrás","-38.316667","-12.883333",NA,"ca. 3,0 m alt. Folhas semi-suculentas, discolores. Flores com botões verde. Frutos imaturos verdes.",NA,NA,"2008","08","-38.316667","-12.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:24:53-03","UFBA","ALCB","126356","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Guedes, ML","Guedes, ML; Barbosa, MCF; Sales, EF; Teixeira, Lde J","25068","2016","10","20","Southern America","Brasil","Bahia","Lauro de Freitas","UNIDUNAS, parcela nº3.","-38.318333","-12.92",NA,"Folhas coriáceas discolores. Frutos jovens.","ALCB033550",NA,"2017","01","-38.318333","-12.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-08 21:33:08-03","UFBA","ALCB","031231","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Santos, EB dos; Almeida Júnior, EB","Guedes, ML","5196","1997","05","28","Southern America","Brasil","Bahia","Camaçari","Dunas de Jauá","-38.3241996765137","-12.6975002288818",NA,"ca. 3 m alt. Folhas coriáceas, discolores, látex alvo. Flores com pedúnculos longos, marrons; pétalas creme. Frutos imaturos.; substrato arenoso.",NA,NA,"2008","08",NA,NA,NA,"37124","auto",NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:24:53-03","UFBA","ALCB","111068","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Miranda, AM","Miranda, AM; et al.","6220","2010","08","18","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte","-38.2991981506348","-12.5303001403809",NA,"Ca. 2m de alt. Caule acinzentado; folhas crassas, adaxialmente verde-brilhante; flores em botões verdes.; Restinga.",NA,NA,"2010","08",NA,NA,NA,"47329","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:24:53-03","UFBA","ALCB","111068","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Miranda, AM","Miranda, AM; Manso, K","6309","2010","08","18","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte, Mata de São João.","-38.2991981506348","-12.5303001403809",NA,"ca 2 m de alt. ; caule acinzentado; folhas crassas, adaxialmente verde-brilhante; flores em botões verdes.",NA,NA,"2010","08",NA,NA,NA,"47329","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:19:37-03","ESALQ","ESA","31844","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Almeida Jr., E.B.","Silva, A.O.","1.0","1994","09","18",NA,"Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,"ESA031844","ESA031844","2009","02",NA,NA,"04","26018","auto",NA,NA,NA,NA,NA,NA,NA
"23","2015-07-02 14:04:15-03","JBP","HPL","11817","S","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens",NA,NA,"H. Lorenzi & R. Pimenta & E. Queiroz","6696","2009","07","04",NA,"Brasil","BA","Salvador","Nas dunas de Estela Maris","-38.5108","-12.9711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-02-15 11:50:21-02","IPA","IPA","63460","S","Plantae","Plantae",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Carneiro, C.E.","Ferreira, M.C.; Jost, T.; Jost, T.","766","1995","08","25","Southern America","Brasil","Bahia","Esplanada","Palame, lagoa redonda do Panela.","-37.751389","-12.145556",NA,"Árvore espalhada, exsudato leitoso branco; folhas coriáceas; botões florais verdes; flores perfumadas com sépalas verdes e pétalas brancas.; Restinga arbórea, vegetação com influência marinha.","IPA0063460",NA,"2001","08","-37.751389","-12.145556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-20 21:19:26-03","UFV","VIC","29617","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Almeida Júnior, E.B. de","Paula, J.E. de","3725","2000","09","11",NA,"Brasil","Bahia",NA,"Arembepe, Área de dunas.",NA,NA,NA,"Arbusto bem ramoso. Flor bege. Látex copioso, branco.","VIC029617","VIC029617","2008","04",NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046669","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D.Penn.","S. F. Smith","G. Hatschbach; M. Hatschbach, J. M. Silva","60252","1995","3","19",NA,"Brazil","Minas Gerais",NA,"Rod. BA-365, próximo ao km 204 (Mun. Buritizeiro).","-44.999505","-17.397748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-20 10:26:09-03","UNICAMP","UEC","126682","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D.Penn.","Almeida Jr, EB","Queiróz, LP","2494","1991","10","30",NA,"Brazil","Bahia","Salvador","Dunas de Itapuã, Próximo ao Condomínio Alameda da Praia, arredores da lagoa do Urubu. Vegetação em moitas arbustivas sobre dunas arenosas.","-38.510799407959","-12.9710998535156",NA,"Arvoreta de ca. 2,5 m. latescente, o látex branco leitoso. Folhas coriáceas, revolutas. Flores brancas perfumadas. O pedicelo nos botões e nas flors em antese fica voltada para baixo, mas após polinização ele muda de orientação deixand","UEC045764","UEC045764","2009","02",NA,NA,"25","26018","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-08-21 15:07:54-03","UFRPE","PEUFR","34160","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","E. B. Almeida-Júnior","M. Alves","862","1997","10","15",NA,"Brasil","Bahia","Camaçari","Distrito de Arembepe, ao longo da rodovia do Coco (Linha Verde)","-38.35","-12.933333",NA,"Arbusto com cerca de 2,5m de altura; ocasional.","PEUFR034160",NA,"2008","11","38º20'60W","12º55'60S","21",NA,NA,"20","20",NA,NA,NA,NA,NA
"29","2020-08-21 15:07:54-03","UFRPE","PEUFR","1075","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","E. B. Almeida-Júnior","A. Lima","2788","1957","11","02",NA,"Brasil","Alagoas","Colônia Leopoldina","Engenho São Sebastião","-35.7249984741211","-8.90888977050781",NA,"Árvore, cerca 35m de altura, 1md e diâmetro; casca grossa com fendilho profundo; dorso das folhas novas mais ou menos dourado; idem velha, mais ou menos cúpreo.","PEUFR001075",NA,"2008","02",NA,NA,"21","21331","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-08-21 15:07:54-03","UFRPE","PEUFR","21011","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","E. B. Almeida-Júnior","S. B. Castro","1","1992","08","15",NA,"Brasil","Bahia","Camaçari","Janá","-38.3241996765137","-12.6975002288818",NA,"Arbusto mais ou menos 2m de altura; folhas semicrossas, simples; flores androgenas apresentando estaminódios.","PEUFR021011",NA,"2009","02",NA,NA,"04","37124","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-08-21 15:07:54-03","UFRPE","PEUFR","9755","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","E. B. Almeida-Júnior","E. F. de Gusmão; Pereira de Souza","519","1989","09","20",NA,"Brasil","Bahia","Salvador","Dunas de Itapoã","-38.510799407959","-12.9710998535156",NA,NA,"PEUFR009755",NA,"2009","02",NA,NA,"04","26018","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-08-21 15:07:54-03","UFRPE","PEUFR","20962","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","E. B. Almeida-Júnior","A. da Silva","1","1994","09","18",NA,"Brasil","Bahia","Salvador","Dunas do Abaeté","-38.510799407959","-12.9710998535156",NA,"Árvore ca. 3m de altura; látex de cor branca; folhas coriáceas; flores com pétalas e tubo estaminal de cor creme.","PEUFR020962",NA,"2008","03",NA,NA,"18","26018","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-08-21 15:07:54-03","UFRPE","PEUFR","21550","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","E. B. Almeida-Júnior","J. A. Bastos-Accioly",NA,"1995","10","22",NA,"Brasil","Bahia","Salvador","Dunas do Abaeté","-38.510799407959","-12.9710998535156",NA,"Arbustos, 2m; látex; folhas crassas; ocasional nas dunas.","PEUFR021550",NA,"2009","02",NA,NA,"04","26018","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-09-14 18:23:27-03","UFPB","JPB","23032","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Guedes, MLS","Alves, M; Costa e Silva, M; Loyola, M; Gomes, V; Gonçalves, F; Jupiassú, J; Lins, F; Oliv","862","1997","10","15","Southern America","Brasil","Bahia","Camaçari","Distrito de Arembepe, ao lango da Rodovia do Coco (Linha Verde). Habitat: Restinga aberta (formação de moitas).","-38.355278","-12.935833",NA,"; DESC: Arbusto com cerca de 2,5m de alt. Ocasional.",NA,NA,"2020","08","-38.355278","-12.935833","08",NA,NA,"20","20",NA,NA,NA,NA,NA
"35","2020-04-22 16:25:04-03","UFPB","JPB","53334","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","Lima, FL","Gomes, LA; Santos, E; Fonseca, JAR","967","2012","12","07","Southern America","Brasil","Sergipe","Siriri","Mata do Cipó, Borda de mata.","-37.100417","-10.507944",NA,"; HABITAT: Mata Atlântica; DESC: Árvore com cerca de 6m. Botões jovens ferrugíneo e frutos verdes.","JPB0053334",NA,"2013","12","-37.100417","-10.507944","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:44:48-03","MBM","MBM","181181","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D.Penn.","Pennington, T.D.","Hatschbach, G.; Hatschbach, M.; Motta, J.T.; Hatschbach, M.; Motta, J.T.","63082",NA,NA,NA,"Southern America","Brazil","Bahia","Camaçari","Rodovia Linha Verde, próximo de Arembepe","-38.3241996765137","-12.6975002288818",NA,NA,"MBM181181","MBM181181",NA,NA,NA,NA,NA,"37124","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:44:48-03","MBM","MBM","235462","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D.Penn.","Almeida Jr.; E.B.","Fonseca, M.; et al.; et al.","1095",NA,NA,NA,"Southern America","Brazil","Bahia","Entre Rios","Litoral Norte. Restinga de Massarandupió","-38.084400177002","-11.9419002532959",NA,"Arbusto 3,0m. Folhas aglomeradas nas extremidades, coriáceas. Flores axilares, brancas. Frequente.","MBM235462","MBM235462","2009","05",NA,NA,"05","52418","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:44:48-03","MBM","MBM","152543","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D.Penn.","Almeida Jr.; E.B.","Queiróz, L.P. de","862",NA,NA,NA,"Southern America","Brazil","Bahia","Salvador","Dunas de Itapuã","-38.510799407959","-12.9710998535156",NA,"Arbusto latescente de 1,2m alt., bastante ramificado e semiprostrado. Folhas semicoriáceas, fortemente discolores. Flores com sépalas castanhas e pétalas alvas.","MBM152543","MBM152543","2009","05",NA,NA,"05","26018","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:44:48-03","MBM","MBM","123057","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D.Penn.","Pennington, T.D.","Carvalho, A.M. de; et al.; et al.","1406",NA,NA,NA,"Southern America","Brazil","Bahia","Maraú","Estrada Ubaitaba - Ponta do Mutá","-39.0147018432617","-14.103099822998",NA,NA,"MBM123057","MBM123057",NA,NA,NA,NA,NA,"47076","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:41:28-03","UFMG","BHCB","113173","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D.Penn.",NA,"Rezende, SG; Neves, GS; Pena, FSR","1831","2006","09","25","Southern America","Brasil","Bahia","Prado","Fazenda Riacho das Ostras","-39.254167","-17.215014",NA,"Habitat: Floresta Ombrófila Densa secundária, Hábito: arbóreo",NA,NA,NA,NA,"-39.254167","-17.215014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:41:28-03","UFMG","BHCB","163698","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D.Penn.",NA,"Miranda, AM","6220","2010","08","18","Southern America","Brasil","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809",NA,"Arbusto, 2m, caule acinzentado, folhas crassas adaxialmente verde-brilhante, flores em botões verdes","BHCB007389",NA,"2010","08",NA,NA,NA,"47329","auto",NA,NA,NA,NA,NA,NA,NA
"42","2009-12-05 05:17:00-02","MO","MOBOT","3315716","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D. Penn.","S.F. Smith","Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 62052","1995","3","19","South America","Brazil","Minas Gerais",NA,"Rod. BA-365, próximo ao km 204 (Mun. Buritizeiro).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-04 11:30:03-03","UEMA","SLUI","3982","PreservedSpecimen","Plantae","Angiospermae",NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D.Penn",NA,"A. M. Miranda et al.","5874","2009","08","31",NA,"Brasil","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809",NA,"Doação","SLUI003982",NA,NA,NA,NA,NA,NA,"47329","auto",NA,NA,NA,NA,NA,NA,NA
"44","2021-02-04 10:30:15-03","UFRPE","HST","18099","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D.Penn.","A.M.Miranda","A.M.Miranda; et al.","6220","2010","08","18",NA,"Brasil","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809",NA,"Arbusto ca. 2 m alt.; caule acinzentado; folhas crassas, adaxialmente verde-brilhante; flores em botões verdes.","HST018099","HST018099_v HST018099_v1 HST018099_v2 HST018099_v3 HST018099_v4","2010","08",NA,NA,NA,"47329","auto",NA,NA,NA,NA,NA,NA,NA
"45","2021-02-04 10:30:15-03","UFRPE","HST","19949","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D.Penn.","A.M.Miranda","A.M.Miranda; R.Barros et V.Silva","6614","2013","07","13",NA,"Brasil","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809",NA,"Arvoreta ca. 4 m alt.; caule amarronzado; folhas levemente coriáceas; flores brancas; látex leitoso. Frequente.","HST019949",NA,"2013","07",NA,NA,"13","47329","auto",NA,NA,NA,NA,NA,NA,NA
"46","2021-02-04 10:30:15-03","UFRPE","HST","16589","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D.Penn.","E.B.Almeida Jr.","A.M.Miranda; C.Silva, F. Esteves","5874","2008","12","03",NA,"Brasil","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809",NA,"Arvoreta ca. 2 m alt.; caule marrom-acinzentado; frutos imaturos verdes; látex leitoso.","HST016589",NA,"2009","08",NA,NA,"31","47329","auto",NA,NA,NA,NA,NA,NA,NA
"47","2021-02-04 10:30:15-03","UFRPE","HST","13580","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","decrescens","Manilkara decrescens","T.D.Penn.","E.B.Almeida Jr.","A.M.Miranda; et al.","5433","2006","01","25",NA,"Brasil","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809",NA,"Arbusto ca. 1,70 m alt.; caule marrom; folhas coriáceas; flores com cálice amarronzado, corola, androceu e gineceu brancos; frutos imaturos verdes. Frequente. Látex branco.","HST013580",NA,"2010",NA,NA,NA,NA,"47329","auto",NA,NA,NA,NA,NA,NA,NA
