"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","eventTime"
"11","2021-03-15 16:37:00-03","NY","NYBG","564112","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","H. N. Moldenke","P. K. H. Dusén","7061","1908","11","12","Brazil","Paraná",NA,"Lago",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564112","NY00564112_01","Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","564111","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","G. G. Hatschbach","G. G. Hatschbach","30588","1972","10","31","Brazil","Paraná","Lapa","Johanisdorf","-49.7156","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564111","NY00564111_01","Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","564116","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","G. G. Hatschbach","G. G. Hatschbach","29649","1972","05","07","Brazil","Paraná","Balsa Nova","Bugre","-49.6356","-25.5842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564116","NY00564116_01","Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","564120","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.",NA,"J. C. Lindeman","316","1966","01","13","Brazil","Paraná","Curitiba","Curitiba","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564120","NY00564120_01","Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","564108","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","G. G. Hatschbach","G. G. Hatschbach","48845","1984","12","01","Brazil","Paraná","Curitiba","Lago Azul","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564108","NY00564108_01","Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","564115","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","G. G. Hatschbach","L. R. Landrum","2677","1977","11","22","Brazil","Santa Catarina","Lajes","Ca 18 km south of Lajes along highway","-50.33","-27.83",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719654' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564115","NY00564115_01","Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","564106","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","G. G. Hatschbach","J. M. Silva","1665","1996","04","09","Brazil","Paraná","Quatro Barras","Borda do Campo","-49.0767","-25.3658",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564106","NY00564106_01","Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","564109","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","G. G. Hatschbach","R. Kummrow","1202","1977","11","12","Brazil","Pará","Curitiba","Rio Belem, Prado Velho","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564109","NY00564109_01","Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","137520","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita glabrescens","Moldenke","H. N. Moldenke","J. Kiehl","42081","1938","12","14","Brazil","São Paulo",NA,"Cascata",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=573630' target='other'> <mi>dwc_moreinfo</mi></a>","NY00137520","NY00137520_01","Magnoliophyta","Lamiales","holotype","South America","sheet","glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","573599","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita glabrescens","Moldenke","H. N. Moldenke","L. R. Landrum","3916","1982","12","01","Brazil","Paraná","Piraquara","Ca 10 km E of Curitiba","-49.17","-25.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=573631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573599","NY00573599_01","Magnoliophyta","Lamiales",NA,"South America","sheet","glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","573598","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita glabrescens","Moldenke","H. N. Moldenke","B. Rambo","52164","1952","02","07","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Morrinhos","-50.5833","-29.4483",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=573632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573598",NA,"Magnoliophyta","Lamiales",NA,"South America","sheet","glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","137520","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita glabrescens","Moldenke","H. N. Moldenke","J. Kiehl","42081","1938","12","14","Brazil","São Paulo",NA,"Cascata",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=573630' target='other'> <mi>dwc_moreinfo</mi></a>","NY00137520","NY00137520_01","Magnoliophyta","Lamiales","holotype","South America","sheet","glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","573599","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita glabrescens","Moldenke","H. N. Moldenke","L. R. Landrum","3916","1982","12","01","Brazil","Paraná","Piraquara","Ca 10 km E of Curitiba","-49.17","-25.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=573631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573599","NY00573599_01","Magnoliophyta","Lamiales",NA,"South America","sheet","glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:25:56-03","PUCPR","HUCP","17286","S","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","Selusniaki, M","Selusniaki, M","658","2005","12","08","Brasil","Paraná","Curitiba","Bosque da Fazendinha","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00019167","HUCP00019167","Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:25:56-03","PUCPR","HUCP","16595","S","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","Selusniaki, M","Selusniaki, M","335","2005","04","07","Brasil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00022640","HUCP00022640","Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:25:56-03","PUCPR","HUCP","15162","S","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","Jaszczerski, JC","Silva, CBX","035","1993","11","15","Brasil","Paraná","Araucária",NA,"-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,NA,"HUCP00022496","HUCP00022496","Eudicotiledonea",NA,NA,NA,NA,NA,"21346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-04 15:25:56-03","PUCPR","HUCP","19053-A","S","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","Selusniaki, M","Baratieri, A","059","1999","05","15","Brasil","Paraná","Contenda",NA,"-49.5346984863281","-25.6756000518799",NA,NA,NA,NA,NA,"HUCP00019572","HUCP00019572","Eudicotiledonea",NA,NA,NA,NA,NA,"22732","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-04 15:25:56-03","PUCPR","HUCP","5599","S","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.",NA,"Yanagita, Y","200","1986","10","30","Brasil","Paraná","Curitiba","Augusta","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00019248","HUCP00019248","Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:25:56-03","PUCPR","HUCP","1227","S","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","Acra, LA","Langner, SR","012",NA,NA,NA,"Brasil","Paraná","Curitiba","Cotolengo","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00019665","HUCP00019665","Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto","1982","10","20",NA,NA,NA,NA,NA
"30","2019-12-04 15:25:56-03","PUCPR","HUCP","1226","S","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","Acra, LA","Bock, CL","009",NA,NA,NA,"Brasil","Paraná","Curitiba","Cotolengo","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00019438","HUCP00019438","Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto","1982","11","06",NA,NA,NA,NA,NA
"31","2019-12-04 15:25:56-03","PUCPR","HUCP","15798","S","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","Acra, LA","Martins, GGR","006","2003","11","01","Brasil","Paraná","Curitiba","Jardim das Américas","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00022636","HUCP00022636","Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:25:56-03","PUCPR","HUCP","4120","S","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.",NA,"Habold, W","s.n.",NA,NA,NA,"Brasil","Paraná","Curitiba","Jardim Paranaense","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00019613","HUCP00019613","Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto","1983","11","03",NA,NA,NA,NA,NA
"33","2019-12-04 15:25:56-03","PUCPR","HUCP","5349","S","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.",NA,"Sarnacki, A","004","1986","05","25","Brasil","Paraná","Curitiba","Pilarzinho","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00019178","HUCP00019178","Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:25:56-03","PUCPR","HUCP","16597","S","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","Selusniaki, M","Selusniaki, M","203","2005","11",NA,"Brasil","Paraná","Curitiba","Uberaba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00023001","HUCP00023001","Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:25:56-03","PUCPR","HUCP","5348","S","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.",NA,"Cassou, HQ","021","1984","02","28","Brasil","Paraná","Curitiba","UFPR, Departamento de Educação Física.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00019561","HUCP00019561","Eudicotiledonea",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:25:56-03","PUCPR","HUCP","10466","S","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","Guimarães, O","Silva, SM","s.n.","1986","06","19","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00019677","HUCP00019677","Eudicotiledonea",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:34:19-03","NBC","NL-BOTANY","L.2753552","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.",NA,"Hatschbach GG",NA,"1967","10","30","Brazil",NA,NA,"Col. Roseira (Mun. S.José dos Pinhais) Pr.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2753552 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2753552","NL-L2753552",NA,"Lamiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 09:34:19-03","NBC","NL-BOTANY","U 0280181","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.",NA,"Lindeman JC; Haas JH de",NA,"1966","01","09","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200280181 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0280181",NA,NA,"Lamiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12483",NA,NA,NA
"39","2020-02-08 09:34:19-03","NBC","NL-BOTANY","U.1760741","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.",NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,"1966","03","05","Brazil","Paraná",NA,"Serra do Mar",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1760741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1760741","NL-U1760741",NA,"Lamiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:34:19-03","NBC","NL-BOTANY","U.1760742","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.",NA,"Lindeman JC; Haas JH de",NA,"1966","01","09","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1760742 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1760742","NL-U1760742",NA,"Lamiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0136786",NA,NA,NA
"41","2020-02-08 09:34:19-03","NBC","NL-BOTANY","U.1760743","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.",NA,"Lindeman JC; Haas JH de",NA,"1966","01","13","Brazil",NA,NA,"Brasiliae Australis. Est. Paraná. Curitiba; denuded hill.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1760743 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1760743","NL-U1760743",NA,"Lamiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:34:19-03","NBC","NL-BOTANY","U.1760744","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","Smith SF","Scur L",NA,"2002","11","15","Brazil","Rio Grande do Sul",NA,NA,"-50.433333","-29.516667","-50.433333","-29.516667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1760744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1760744","NL-U1760744",NA,"Lamiales",NA,"Southern America",NA,NA,NA,NA,"2003","06","01","Magnoliopsidae","U 0101829",NA,NA,NA
"43","2020-02-08 09:34:19-03","NBC","NL-BOTANY","U.1760745","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.",NA,"Lindeman JC",NA,"1972","11","15","Brazil",NA,NA,"BR 116 km 205 1/2 so S de Vacaria.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1760745 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1760745","NL-U1760745",NA,"Lamiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 09:34:19-03","NBC","NL-BOTANY","WAG.1189530","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.",NA,"Kummrow R",NA,"1976","11","27","Brazil",NA,NA,"Pilarzinho (mun. Curitiba) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1189530 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1189530","NL-WAG1189530",NA,"Lamiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 09:34:19-03","NBC","NL-BOTANY","WAG.1189532","PreservedSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.",NA,"Kummrow R",NA,"1977","11","12","Brazil",NA,NA,"Rio Belem, Prado Velho (mun. Curitiba) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1189532 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1189532","NL-WAG1189532",NA,"Lamiales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-11-19 10:25:38-03","CPAP","CPAP","13410","PreserverdSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","A. Schinini","Pott, A.","7035","1995","03","17","Brasil","MS","Miranda","Reserva da invernada-1, Secção Três Barras, fazenda Bodoquena S.A., Serra da Bodoquena","-57.016667","-19.933333","57°01' W","19°56' S","350","350","Arbusto escandente, ramos opostos cruzados. FLOR: não vista. FRUTO: preto. Fruto imaturo vermelho. INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Mata ciliar de córrego. SUBSTRATO: solo argiloso raso, encharcado. RELEVO: vale.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA
"47","2020-11-19 10:25:38-03","CPAP","CPAP","8797","PreserverdSpecimen","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","A. Pott","Pott, A.","5992","1991","05","24","Brasil","PR","Colombo","Mata de trilha ecológica, Centro Nacional de Pesquisa de Florestas/Embrapa","-49.233333","-25.333333","49°14' W","25°20' S","920","920","Árvore multitronco, 5m de altura, com espinhos retos. FLOR: não vista. FRUTO: laranja. INTERESSE: Floretal. FREQUÊNCIA: Esparsa. AMBIENTE: Mata de araucária/latifóliadas, próximo borda. SUBSTRATO: solo argiloso. RELEVO: topo de encosta. <ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","01",NA,NA,NA,NA,NA,NA
"48","2019-12-19 08:15:33-03","FPS","FPS","1936","MachineObservation","Plantae","Verbenaceae","Duranta","vestita","Duranta vestita","Cham.","Schwirkowski, P.","Schwirkowski, P.",NA,"2009","03","29","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Ponte do Rio Banhados. Borda de mata.","-49.383625","-26.275633","-49.383625","-26.275633",NA,NA,"<ll>dwc_commonname:</ll> Baga-de-pomba, fruta-de-jacu, esporão-de-pomba, espinho-de-pomba, pingo-dourado-silvestre","FPS01936","FPS01936_v01 FPS01936_v02",NA,NA,NA,NA,NA,NA,NA,NA,"2009","03","29",NA,NA,NA,NA,NA
