"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","individualCount","continentOcean","preparationType","previousCatalogNumber","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","infraspecificEpithet","relationshipType","fieldNumber","typeStatus","sex"
"11","2020-09-23 10:36:45-03","E","E","298901","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides",NA,NA,NA,NA,NA,"Philippi, Rodulfo A.",NA,NA,NA,"CL",NA,NA,NA,NA,NA,NA,NA,"E00298901",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00298901 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:325126",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:36:45-03","E","E","298907","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides",NA,NA,NA,NA,NA,"Captain King, P.P.",NA,NA,NA,"CL","Región V [Valparaíso]","Provincia de Valparaíso","Valparaíso",NA,NA,NA,NA,"E00298907",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00298907 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:325136",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:36:45-03","E","E","298905","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides",NA,NA,NA,NA,NA,"Cuming, Hugh",NA,NA,NA,"CL","Región V [Valparaíso]","Provincia de Valparaíso","Valparaíso",NA,NA,NA,NA,"E00298905",NA,"696","<a href=http://data.rbge.org.uk/herb/E00298905 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:325132",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:36:45-03","E","E","96634","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides",NA,NA,NA,NA,NA,"Universidad de Chile, RBG Edinburgh Expedition to Southern Chile (UCEXC)","1998","03","09","CL","Región IX [Araucania]","Prov. de Malleco","Cerro Adencul; north bank of Río Traiguén","-72.526111","-38.248889","-72.526111","-38.248889","E00096634",NA,"474","<a href=http://data.rbge.org.uk/herb/E00096634 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:97822","83","83",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3877903","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"M. H. Nee","1989","01","14","Bolivia","La Paz","Inquisivi","between Yamora and Micayani, 4 km (by air) SE of Inquisivi","-67.12","-16.93",NA,NA,"NY03877903",NA,"37583","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189439' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"2550","2650",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3877876","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"J. A. Steyermark","1945","04","07","Venezuela","Monagas",NA,"between Caripe and summit of Cerro de la Cueva de Doña anita",NA,NA,NA,NA,"NY03877876",NA,"61935","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189411' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"900","1200",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","400312","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.","H. E. Luther",NA,NA,NA,"A. M. Amorim","1996","08","14","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Coletas efetuadas na estrada que leva a Faz. Jaqueiral","-39.08","-15.15",NA,NA,"NY00400312","NY00400312_01","1985","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208124' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","538378","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.","H. E. Luther",NA,NA,NA,"G. M. Souza","1995","03","08","Brazil","Pernambuco","Floresta","Inajá, Reserva Biológica de Serra Negra","-38.5683","-8.6011",NA,NA,"NY00538378","NY00538378_01","66","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208125' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01157511","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.","M. A. Spencer",NA,NA,NA,"B. C. Bennett","1985","08","20","Peru","Puno","Sandia","Along road between Ura-ayllu, Sandia and San Juan de Oro","-69.53","-14.13",NA,NA,"NY01157511","NY01157511_01","1875","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363481' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"2100","2100",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","309528","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","04","27","Bolivia","Santa Cruz","Florida","Along road to Bella Vista, 7.5 km SSE from Santa Cruz-Samaipata highway turnoff vic. Cuevas. Slopes along road through bottom of valley of upper Quebrada de la Coca.","-63.68","-18.22",NA,NA,"NY00309528","NY00309528_01","49162","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208139' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"1305","1305",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","400311","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.","V. A. de O. Dittrich",NA,NA,NA,"V. A. de O. Dittrich","1996","11","24","Brazil","Paraná","Curitiba","Parque Barigui","-49.22","-25.37",NA,NA,"NY00400311","NY00400311_01","278","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208145' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","873267","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.","L. B. Smith",NA,NA,NA,"H. S. Irwin","1971","01","14","Brazil","Minas Gerais",NA,"Serra do Espinhaço, at summit of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","-43.7263889","-19.83305",NA,NA,"NY00873267","NY00873267_01","30312","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954675' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"1200","1800",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3877905","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"J. A. Steyermark","1974","09","04","Venezuela","Falcón","Silva","bosque tropófilo, Cerro Chichiriviche, extremo oriental, entre Lizardo y Mallorquines","-68.23","10.8814",NA,NA,"NY03877905",NA,"110700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189441' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"10","25",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","400318","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.","G. Martinelli",NA,NA,NA,"M. F. d. Santos","1986","11","18","Brazil","Espírito Santo","Aracruz","Estaçao de Biologia Marinha de Santa Cruz","-40.2731","-19.8206",NA,NA,"NY00400318","NY00400318_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208143' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","400321","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.","L. B. Smith",NA,NA,NA,"L. B. Smith","1964","12","15","Brazil","Santa Catarina","Irani","Campo de Irani","-51.83","-26.95",NA,NA,"NY00400321","NY00400321_01","14000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208155' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"700","900",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3877958","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"A. Fuentes","2003","11","16","Bolivia","La Paz","Bautista Saavedra","Area Natural de Manejo Integrado Apolobamba, Charazani, manantial de aguas termales bajando hacia el este, sobre la carretera a Apolo.","-68.9242","-15.18",NA,NA,"NY03877958",NA,"6226","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189494' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"2640",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3877925","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"J. A. Steyermark","1962","07","20","Venezuela","Sucre","Peninsula de Paria","Cerro Patao, Norte de Puerto de Hierro, Noreste de Güiria: lomas boscosas secas",NA,NA,NA,NA,"NY03877925",NA,"91218","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189461' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"300","600",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3877971","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"S. G. Beck","1983","05","28","Bolivia","La Paz","Pedro Domingo Murillo","La Paz hacia el SSE, via Nevado Illimani. Palca 20 kms hacia Cohomi",NA,NA,NA,NA,"NY03877971",NA,"8401","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189507' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"3200",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3877944","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"W. H. Camp","1944","07","09","Ecuador","Loja",NA,"Malacatos Valley, 24 km. south of Loja",NA,NA,NA,NA,"NY03877944",NA,"E126","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189480' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"1524",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3877927","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"M. H. Nee","1994","07","20","Bolivia","Santa Cruz","Florida","5.5 km (by road) ENE of Samaipata on hwy. to Santa Cruz","-63.83","-18.17",NA,NA,"NY03877927",NA,"45260","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189463' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3877879","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"P. Barker","1966","02","05","Bolivia",NA,NA,"Plateau N of Calacoto (ca. 100 km SW La Paz)",NA,NA,NA,NA,"NY03877879",NA,"342","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189414' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","400383","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"P. M. Jørgensen","1986","05","17","Ecuador","Pichincha",NA,"Valley of Guayallabamba","-78.37","-0.07",NA,NA,"NY00400383","NY00400383_01","61297","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208166' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"2000","2150",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3877967","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"J. Humbles","1973","01","30","Ecuador","Pichincha",NA,"Two kilometers north of San Antonio which is on the equator.",NA,NA,NA,NA,"NY03877967",NA,"6176","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189503' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"2450",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","400328","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"R. de Lemos Fróes","1942","11",NA,"Brazil","Bahia",NA,"Entre Itatinga e Bom Gosto",NA,NA,NA,NA,"NY00400328","NY00400328_01","19973","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208156' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","884580","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"M. de F. Agra","1993","04","16","Brazil","Paraíba",NA,"Serra de Teixeira, Pico do Jabre.",NA,NA,NA,NA,"NY00884580","NY00884580_01","2002","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961621' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"800","1000",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3877947","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"J. N. Rose","1918","09","17","Ecuador",NA,NA,"Vicinity of Cuenca",NA,NA,NA,NA,"NY03877947",NA,"22943","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189483' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","873271","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"J. E. de Paula","1979","07","27","Brazil","Ceará","Pacatuba","Serra na mata do sítio Pitaguari.","-38.6203","-3.9844",NA,NA,"NY00873271","NY00873271_01","1233","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954684' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","400323","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.","E. Pereira",NA,NA,NA,"B. D. Sucre","1967","06","27","Brazil","Rio de Janeiro","Cabo Frio","Morro da Gamboa, Cabo Frio","-42.0183","-22.8794",NA,NA,"NY00400323","NY00400323_01","1508","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208146' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","400381","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"D. N. Smith","1983","02","15","Peru","Cajamarca","Cajabamba","Condebamba valley, Cajabamba-Cajamarca road","-78.15","-7.55",NA,NA,"NY00400381","NY00400381_01","3412","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208164' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"2100","2600",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","400317","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"J. G. Jardim","1998","02","19","Brazil","Bahia","Jussari","Jussari/Palmira, entrada ca. 7,5 km percorrendo mais 1,7 km até a sede da Fazenda Teimoso. Serra do Teimoso; Reserva Particular do Patrimônio Natural Serra do Teimoso","-39.58","-15.17",NA,NA,"NY00400317","NY00400317_01","1704","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208159' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"300","450",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","306335","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","04","11","Bolivia","Santa Cruz","Florida","Valley along small stream (Quebrada Yunga), along road from Mairana to Yunga de Mairana, 11.8 km (by road), 5 km (by air) NE from the main square at Mairana.","-63.92","-18.1",NA,NA,"NY00306335","NY00306335_01","48953","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208138' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"1700","1700",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3877919","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.",NA,NA,NA,NA,"A. S. Hitchcock","1923","09","03","Ecuador","Loja",NA,"Between El Tambo and La Toma",NA,NA,NA,NA,"NY03877919",NA,"s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189455' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"1000","2200",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","306212","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","usneoides","Tillandsia usneoides","(L.) L.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","01","17","Bolivia","Santa Cruz","Florida","14.2 km (by steep windy road) NE of Achira Camping resort on road to Banegas and Barrientos.","-63.8","-18.13",NA,NA,"NY00306212","NY00306212_01","48038","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208137' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Poales",NA,"South America","sheet",NA,"1800","1800",NA,NA,NA,NA,NA,NA,NA
