"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"46","2019-08-27 13:29:58-03","IAP","PACA-AGP","64278","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Mattos",NA,"Brasil",NA,NA,"Habitat: in campestribus Fenofase: flor","PACA064278","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","Emrich-Rambo","5770","1958","01","10","SC","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,"Magnoliatae",NA,"1958","48290","auto","09","19",NA,NA,NA,NA
"47","2019-08-27 13:29:58-03","IAP","PACA-AGP","64288","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Mattos",NA,"Brasil",NA,NA,"Habitat: in campestribus Fenofase: flor","PACA064288","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","Emrich-Rambo","6197","1958","02","01","SC","São Joaquim","Mantiqueira","-49.9317016601562","-28.2938995361328",NA,NA,NA,"Magnoliatae",NA,"1958","48290","auto","09","19",NA,NA,NA,NA
"48","2019-08-27 13:29:58-03","IAP","PACA-AGP","103982","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Sehnem, A.",NA,"Brasil",NA,NA,"Fenofase: flor branca Hábito: erva perene","PACA103982","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","A. sehnem","1423","1956","12","03","RS",NA,"Vale Vêneto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-27 13:29:58-03","IAP","PACA-AGP","32345","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"sicher, 01.8.1954.; fl. Habitat: in paludosis alte graminosis","PACA032345","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","Emrich-Rambo",NA,"1946","02","17","RS","S. F. de Paula p. Tainhas",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,"1954",NA,NA,"08","01",NA,NA,NA,NA
"50","2019-08-27 13:29:58-03","IAP","PACA-AGP","36599","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Emrich-Rambo det. como Z.uniflorum (H&A) Gris. em 01,8,1954 Habitat: in graminosis subhumidis Fenofase: flor","PACA036599","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","O. Guimaraes",NA,"1948","02",NA,"RS","S. F. de Paula p. Cambara",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,"1985",NA,NA,"01",NA,NA,NA,NA,NA
"51","2019-08-27 13:29:58-03","IAP","PACA-AGP","9046","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"sicher, 01.8.1954.; fl. Habitat: in campestribus humidis graminosis","PACA009046","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","Emrich-Rambo",NA,"1942","01","15","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,"Magnoliatae",NA,"1954","55856","auto","08","01",NA,NA,NA,NA
"52","2019-08-27 13:29:58-03","IAP","PACA-AGP","37898","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Emrich-Rambo det. como Z.uniflorum (H&A) Gris. em 01,8,1954 Habitat: in subhumidis graminosis Fenofase: flor","PACA037898","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","O. Guimaraes",NA,"1948","06","08","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Magnoliatae",NA,"1985","29946","auto","01",NA,NA,NA,NA,NA
"53","2019-08-27 13:29:58-03","IAP","PACA-AGP","32223","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"Emrich-Rambo det. como Z.uniflorum (H&A) Gris. em 1.8.1954 Habitat: in campestribus graminosis Fenofase: flor","PACA032223","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","O. Guimaraes",NA,"1946","02","14","RS","São Francisco de Paula","Azulega","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Magnoliatae",NA,"1985","76715","auto","01",NA,NA,NA,NA,NA
"54","2019-08-27 13:29:58-03","IAP","PACA-AGP","25836","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: in campestribus humidis graminosis Fenofase: flor","PACA025836","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","Emrich-Rambo",NA,"1944","01",NA,"RS","São Gabriel","Faz. Sta. Cecília","-54.3199996948242","-30.3363990783691",NA,NA,NA,"Magnoliatae",NA,"1954","56206","auto","08","01",NA,NA,NA,NA
"55","2019-08-27 13:29:58-03","IAP","PACA-AGP","34994","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Rambo, B.",NA,"Brasil",NA,NA,"sicher, 01.8.1954.; fl. Habitat: in humidis alte dumetosis","PACA034994","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","Emrich-Rambo",NA,"1947","01","10","RS","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,"Magnoliatae",NA,"1954","63451","auto","08","01",NA,NA,NA,NA
"56","2019-08-27 13:29:58-03","IAP","PACA-AGP","64238","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Mattos",NA,"Brasil",NA,NA,"Habitat: in campestribus Fenofase: flor","PACA064238","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Griseb.","Emrich-Rambo","5770","1958","01","10","SC","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,"Magnoliatae",NA,"1958","48290","auto","09","19",NA,NA,NA,NA
"57","2019-08-27 13:29:58-03","IAP","PACA-AGP","38626","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","uniflorum","Zygostigma uniflorum",NA,"Rambo, B.",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: in subhumidis graminosis Fenofase: flor","PACA038626","Magnoliophyta","Gentianales","(Hook. & Arn.) Griseb.","Emrich-Rambo",NA,"1948","11","22","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Magnoliatae",NA,"1954","29946","auto","08","01",NA,NA,NA,NA
"58","2019-08-27 13:29:58-03","IAP","PACA-AGP","27057.1","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","uniflorum","Zygostigma uniflorum",NA,"Rambo, B.",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: in subhumidis graminosis Fenofase: flor","PACA027057-1","Magnoliophyta","Gentianales","(Hook. & Arn.) Griseb.","Emrich-Rambo",NA,NA,NA,NA,"RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Magnoliatae",NA,"1954","29946","auto","08","01",NA,NA,NA,NA
"59","2019-08-20 10:15:39-03","UNICAMP","UEC","108104","S","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Freitas, L",NA,"Brazil",NA,NA,"flor, Corola púpura na porção apical (livre) e verde amarelado na base (tubo). Erva de 25 - 35 cm. Campo de altitude.",NA,"Magnoliopsida",NA,"(Cham. & Schltdl.) Griseb.","Cordeiro, I","622","1999","03","18","Minas Gerais","São Roque de Minas","São José do Barreiro, Divisa entre Fazenda Flora Mariana e o P","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"60","2019-08-20 10:15:39-03","UNICAMP","UEC","108004","S","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Freitas, L",NA,"Brazil",NA,NA,"flor, Corola púpura na porção apical (livre) e verde amarelado na base (tubo). Erva de 25 - 35 cm. Campo de altitude.","UEC134720","Magnoliopsida",NA,"(Cham. & Schltdl.) Griseb.","Cordeiro, I","622","1999","03","18","Minas Gerais","São Roque de Minas","São José do Barreiro, Divisa entre Fazenda Flora Mariana e o P","-46.3657989501953","-20.2453002929688","UEC134720",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"61","2019-08-20 10:15:39-03","UNICAMP","UEC","77734","S","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Stehmann, JR; Semir, J; Dutilh, JHA",NA,"Brazil",NA,NA,"flor, Flor violeta.","UEC134719","Magnoliopsida",NA,"(Cham. & Schltdl.) Griseb.","Cordeiro, I","2000","1995","11","03","Rio Grande do Sul","Quaraí","BR 293.","-56.4514007568359","-30.3875007629395","UEC134719",NA,NA,NA,NA,"2002","74636","auto","10",NA,NA,NA,NA,NA
"62","2021-03-01 16:31:42-03","UNICAMP","UEC","128426","S","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Marcondes-Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R",NA,"Brazil",NA,NA,"Arvoretaca. 2 m, capítulos velhos.; Campo rupestre com mata ciliar em curso de água.","UEC123775","Magnoliopsida",NA,"(Cham. & Schltdl.) Griseb.",NA,"1586","1997","11","06","São Paulo","Pedregulho","Estreito, Próximo à Faz 3 Irmãos.","-47.4700012207031","-20.25","UEC123775",NA,NA,NA,NA,NA,"27552","auto",NA,NA,NA,NA,NA,NA
"63","2019-01-17 11:25:38-02","PUCRS","MPUC","13520","S","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,NA,"South America","Brasil",NA,NA,"(F:88)",NA,NA,"Gentianales","(Cham. & Schltdl.) Griseb.","C. Schlindwein",NA,"1995","12","22","RS","Cambará do Sul","Faxinal","-50.1444444","-29.0477778",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"-50.1444444000","-29.0477778000","1",NA
"64","2020-10-14 10:01:49-03","FURB","FURB","36244","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Gasper, A.L. de; Bueno, M.L.; Kamino, L.; Leal, B.S.S. & Rezende, V.L.",NA,"Brasil",NA,NA,NA,"FURB01868",NA,NA,"(Cham. & Schltdl.) Griseb.","Gasper, AL de","2756","2011","03","20","Minas Gerais","Delfim Moreira","Estrada entre a Fazenda Boa Esperança e a Fazenda da Onça.","-45.3238889","-22.5811111","FURB01868","1516","1516",NA,NA,"2011",NA,NA,"03","21","-45.3238889","-22.5811111",NA,NA
"65","2020-10-14 10:01:49-03","FURB","FURB","64321","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Funez, L.A.; Costa-Rezende, D.H., Ribeiro-Nardes, W., Kossmann, T., Kassner-Filho, A., Bones, F.L.V.",NA,"Brasil",NA,NA,"Flores brancas Habitat: Borda da estrada Habito: Erva","FURB64321",NA,NA,"(Cham. & Schltdl.) Griseb.","Funez, L.A.","8571","2019","01","25","Santa Catarina","Urubici","Santa Bárbara, trilha da cascatinha. Parque Nacional de São Joaquim","-49.6133333","-28.1463889","FURB64321","1400","1400",NA,NA,"2019",NA,NA,"01","25","-49.6133333","-28.1463889",NA,NA
"66","2020-10-14 10:01:49-03","FURB","FURB","64335","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Funez, L.A.; Costa-Rezende, D.H., Ribeiro-Nardes, W., Lemes, G.",NA,"Brasil",NA,NA,"Flores brancas Habitat: Borda da estrada Habito: Erva","FURB64335",NA,NA,"(Cham. & Schltdl.) Griseb.","Funez, L.A.","8472","2018","12","05","Santa Catarina","Urubici","Santa Bárbara, trilha da cascatinha. Parque Nacional de São Joaquim","-49.6133333","-28.1463889","FURB64335","1400","1400",NA,NA,"2018",NA,NA,"12","05","-49.6133333","-28.1463889",NA,NA
"67","2021-03-24 16:38:36-03","FURB","FURB","67068","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Funez, L.A.; Nardes, W.I.R., Comin, M.",NA,"Brasil",NA,NA,"Flores brancas Habitat: Borda da floresta Habito: Erva","FURB67068",NA,NA,"(Cham. & Schltdl.) Griseb.",NA,"9342","2019","12","10","Santa Catarina","Urubici","Santa Bárbara, Trilha da Cascatinha. Parque Nacional de São Joaquim","-49.6291667","-28.1438889","FURB67068","1364","1364",NA,NA,NA,NA,NA,NA,NA,"-49.6291667","-28.1438889",NA,NA
"68","2021-03-16 17:52:28-03","UCS","HUCS","40892","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Pasini, E.",NA,"Brasil",NA,NA,"campo sujo",NA,"Angiospermae","Gentianales","(Cham. & Schltdl.) Griseb.","Schneider, A.A.","540","2010","11","26","Rio Grande do Sul","Caxias do Sul","Criúva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"2010","49662","auto",NA,NA,NA,NA,NA,NA
"69","2021-03-16 17:52:28-03","UCS","HUCS","35069","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Setubal, R.",NA,"Brasil",NA,NA,"em campo seco de topo de morro",NA,"Angiospermae","Gentianales","(Cham. & Schltdl.) Griseb.","Trevisan, R.","525","2006","11","10","Rio Grande do Sul","Porto Alegre","Morro São Pedro - Espaço de Conservação Econsciência","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"70","2021-03-16 17:52:28-03","UCS","HUCS","19967","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Scur, L.",NA,"Brasil",NA,NA,"campo úmido",NA,"Angiospermae","Gentianales","(Cham. & Schltdl.) Griseb.","Smith, S.F.","992","2003","01","08","Rio Grande do Sul","Caxias do Sul","Vila Seca - Apanhador","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"2003","49662","auto","04",NA,NA,NA,NA,NA
"71","2019-11-25 12:12:04-03","UFSM","SMDB","10505","S","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Santos, V",NA,"Brasil",NA,NA,"Projeto: Composição florística do componente herbáceo do Jardim Botânico da UFSM, Rio Grande do Sul. Aluna: Vanessa Terra dos Santos. Orientadora: Thais Scotti do Canto-Dorow.","SMDB010505",NA,NA,"(Cham. & Schltdl.) Griseb.","Santos, V","262","2006","11","22","Rio Grande do Sul","Santa Maria","UFSM, Campus Camobi, Jardim Botânico","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"2007","37819","auto","04","23",NA,NA,NA,NA
"72","2020-12-21 16:28:59-03","MBM","MBM","96121","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Pedersen, T.M.","Southern America","Brazil",NA,NA,NA,"MBM096121",NA,NA,"(Cham. & Schltdl.) Griseb.","Maas, P.J.M.","12608",NA,NA,NA,"Rio Grande do Sul","São Lourenço","Estrada Pelotas - Porto Alegre",NA,NA,"MBM096121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:28:59-03","MBM","MBM","12606","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM012606",NA,NA,"(Cham. & Schltdl.) Griseb.","Hatschbach, G.","22745",NA,NA,NA,"Paraná","Lapa","Rio Passa Dois","-49.7158012390137","-25.7696990966797","MBM012606",NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:28:59-03","MBM","MBM","10821","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM010821",NA,NA,"(Cham. & Schltdl.) Griseb.","Hatschbach, G.","15341",NA,NA,NA,"Paraná","Palmeira","Rio Capivari","-50.0064010620117","-25.4293994903564","MBM010821",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:28:59-03","MBM","MBM","243087","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Hashimoto, G.","Southern America","Brazil",NA,NA,NA,"MBM243087",NA,NA,"(Cham. & Schltdl.) Griseb.","Hashimoto, G.","12670",NA,NA,NA,"Santa Catarina","Lages","Painel","-50.326099395752","-27.8160991668701","MBM243087",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:28:59-03","MBM","MBM","10817","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Hatschbach, G.; Haas, H.; Haas, H.","Southern America","Brazil",NA,NA,NA,"MBM010817",NA,NA,"(Cham. & Schltdl.) Griseb.","Hatschbach, G.","15674",NA,NA,NA,"Paraná","Almirante Tamandaré","Parque Santa Maria","-49.310001373291","-25.3246994018555","MBM010817",NA,NA,NA,NA,NA,"18684","auto",NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:28:59-03","MBM","MBM","128042","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","Southern America","Brazil",NA,NA,NA,"MBM128042",NA,NA,"(Cham. & Schltdl.) Griseb.","Maas, P.J.M.","52548",NA,NA,NA,"Paraná","Guarapuava","Colônia Socorro","-51.4580993652344","-25.395299911499","MBM128042",NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:28:59-03","MBM","MBM","23134","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","Southern America","Brazil",NA,NA,NA,"MBM023134",NA,NA,"(Cham. & Schltdl.) Griseb.","Maas, P.J.M.","28219",NA,NA,NA,"Paraná","Palmas","Rio Chopim","-51.9906005859375","-26.4841995239258","MBM023134",NA,NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:28:59-03","MBM","MBM","742","PreservedSpecimen","Plantae","Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Hatschbach, G.","Southern America","Brazil",NA,NA,NA,"MBM000742",NA,NA,"(Cham. & Schltdl.) Griseb.","Hatschbach, G.","13097",NA,NA,NA,"Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545","MBM000742",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"80","2015-09-04 14:08:57-03","MNHN","RECOLNAT_MNHN_P","P04015499","PreservedSpecimen",NA,"Gentianaceae","Sabatia","australe","Sabatia australe",NA,"Gaudichaud, C.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04015499' target='other'> <mi>dwc_moreinfo</mi></a>","P04015499",NA,NA,"Cham. & Schltdl.",NA,NA,"1833","1","1","Rio Grande do Sul",NA,"Brésil. Province de Rio-Grande",NA,NA,"P04015499_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"694"
"81","2015-09-04 14:08:57-03","MNHN","RECOLNAT_MNHN_P","P04015501","PreservedSpecimen",NA,"Gentianaceae","Sabatia","australe","Sabatia australe",NA,"Guillemin",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04015501' target='other'> <mi>dwc_moreinfo</mi></a>","P04015501",NA,NA,"Cham. & Schltdl.",NA,NA,"1839","2","1",NA,NA,"Brésil Méridional. S. Paul.",NA,NA,"P04015501_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"445"
"82","2015-09-04 14:08:57-03","MNHN","RECOLNAT_MNHN_P","P04015504","PreservedSpecimen",NA,"Gentianaceae","Sabatia","australe","Sabatia australe",NA,"Glaziou, A.",NA,"Brasil","hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04015504' target='other'> <mi>dwc_moreinfo</mi></a>","P04015504",NA,NA,"Cham. & Schltdl.",NA,NA,"1876","2","22","São Paulo",NA,"Campos da Bocaina",NA,NA,"P04015504_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9946"
"83","2015-09-04 14:08:58-03","MNHN","RECOLNAT_MNHN_P","P04015510","PreservedSpecimen",NA,"Gentianaceae","Sabatia","australe","Sabatia australe",NA,"Guillemin",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04015510' target='other'> <mi>dwc_moreinfo</mi></a>","P04015510",NA,NA,"Cham. & Schltdl.",NA,NA,"1839","2","1",NA,NA,"Campos de S. Paulo",NA,NA,"P04015510_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"445"
"84","2015-09-04 14:08:57-03","MNHN","RECOLNAT_MNHN_P","P04015503","PreservedSpecimen",NA,"Gentianaceae","Sabatia","australe","Sabatia australe",NA,"Smith, L.B.|Reitz, R.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04015503' target='other'> <mi>dwc_moreinfo</mi></a>","P04015503",NA,NA,"Cham. & Schltdl.",NA,NA,"1965","1","3","Santa Catarina","São Joaquim","Boggy brook, Santa Bárbara","-49.5","-28.11667","P04015503_01",NA,"1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14200"
"85","2015-09-04 14:08:37-03","MNHN","RECOLNAT_MNHN_P","P04015498","PreservedSpecimen",NA,"Gentianaceae","Sabatia","australe","Sabatia australe",NA,"Smith, L.B.|Reitz, R.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04015498' target='other'> <mi>dwc_moreinfo</mi></a>","P04015498",NA,NA,"Cham. & Schltdl.",NA,NA,"1956","12","21","Santa Catarina","Caçador","15 km northeast of Caçador","-51.0149993896484","-26.7752990722656","P04015498_01","950","1100",NA,NA,NA,"38516","auto",NA,NA,NA,NA,NA,"8983"
"86","2015-09-04 14:08:57-03","MNHN","RECOLNAT_MNHN_P","P04015500","PreservedSpecimen",NA,"Gentianaceae","Sabatia","australe","Sabatia australe",NA,"Muller, F.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04015500' target='other'> <mi>dwc_moreinfo</mi></a>","P04015500",NA,NA,"Cham. & Schltdl.",NA,NA,NA,NA,NA,"Paraná","Curitiba","Brésil","-49.2731018066406","-25.4277992248535","P04015500_01",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"87","2015-09-04 14:08:57-03","MNHN","RECOLNAT_MNHN_P","P04015502","PreservedSpecimen",NA,"Gentianaceae","Sabatia","australe","Sabatia australe",NA,"Glaziou, A.",NA,"Brasil","hb",NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04015502' target='other'> <mi>dwc_moreinfo</mi></a>","P04015502",NA,NA,"Cham. & Schltdl.",NA,NA,"1876","2","10","São Paulo","São Paulo","Brésil. S. Paulo. Campos da Bocaina","-46.6300010681152","-23.5400009155273","P04015502_01",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,"9946"
"88","2015-09-04 14:23:51-03","MNHN","RECOLNAT_MNHN_P","P04015902","PreservedSpecimen",NA,"Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Nadeaud",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04015902' target='other'> <mi>dwc_moreinfo</mi></a>","P04015902",NA,NA,"(Cham. & Schltdl.) Griseb.","Maas",NA,NA,NA,NA,NA,NA,"Brésil.",NA,NA,"P04015902_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-07-21 13:50:10-03","MNHN","RECOLNAT_MNHN_P","P00746597","PreservedSpecimen",NA,"Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Saint-Hilaire, A. de",NA,"Uruguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746597' target='other'> <mi>dwc_moreinfo</mi></a>","P00746597",NA,NA,"(Cham. & Schltdl.) Griseb.","Schwacke",NA,NA,NA,NA,NA,NA,"Banda Oriental del Uruguay",NA,NA,"P00746597_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2306"
"90","2015-09-04 14:14:17-03","MNHN","RECOLNAT_MNHN_P","P00746599","PreservedSpecimen",NA,"Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Saint-Hilaire, A. de",NA,"Uruguay","hb",NA,"Revision of New World Gentianaceae, Utrecht 1984 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746599' target='other'> <mi>dwc_moreinfo</mi></a>","P00746599",NA,NA,"(Cham. & Schltdl.) Griseb.","Simonis",NA,NA,NA,NA,NA,NA,"Banda Oriental del Uruguay",NA,NA,"P00746599_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2268"
"91","2015-09-27 11:15:08-03","MNHN","RECOLNAT_MNHN_P","P00746600","PreservedSpecimen",NA,"Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Saint-Hilaire, A. de",NA,"Uruguay","hb",NA,"Revision of New World Gentianaceae, Utrecht 1984 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746600' target='other'> <mi>dwc_moreinfo</mi></a>","P00746600",NA,NA,"(Cham. & Schltdl.) Griseb.","Simonis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00746600_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2264"
"92","2017-09-06 09:49:17-03","MNHN","RECOLNAT_MNHN_P","P00746601","PreservedSpecimen",NA,"Gentianaceae","Zygostigma","australe","Zygostigma australe",NA,"Saint-Hilaire, A. de",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746601' target='other'> <mi>dwc_moreinfo</mi></a>","P00746601",NA,NA,"(Cham. & Schltdl.) Griseb.","Simonis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00746601_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
