"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-04-05 14:33:47-03","UNESC","CRI","8317","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","glabra","Myrcia glabra","(O.Berg) D.Legrand","Fábio C. S. Vieira","2020","Tanise Boeira Pelegrine Bertolin","2006","08","16","Brasil","Santa Catarina","Criciúma",NA,"-49.37","-28.678056","49º22'12''W","28º40'41''S",NA,NA,"CRI005110","CRI005110","04","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","615975","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"R. Reitz","1953","04","23","Brazil","Santa Catarina","Blumenau","Garcia, Blumenau","-49.0658","-26.9194",NA,NA,"100","100","NY00615975","NY00615975_01",NA,NA,"552","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291659' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","615967","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"R. Reitz","1953","07","15","Brazil","Santa Catarina","Brusque","Brusque","-48.9172","-27.0983",NA,NA,"30","30","NY00615967","NY00615967_01",NA,NA,"834","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291646' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00907958","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"B. Maguire","1963","09","25","Brazil","Mato Grosso",NA,"Between 90 and 350 km east of Vilhena",NA,NA,NA,NA,"670","670","NY00907958","NY00907958_01",NA,NA,"56832","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990258' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00907956","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"H. S. Irwin","1964","08","24","Brazil","Minas Gerais",NA,"Between Cabeceiras, MG & MG-Goiás border.","-46.4302778","-15.6171",NA,NA,NA,NA,"NY00907956","NY00907956_01",NA,NA,"5550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990254' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","615968","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"R. Reitz","1953","03","12","Brazil","Santa Catarina","Palhoça","Campo do Massiambú, Palhoça","-48.62515","-27.834087",NA,NA,"5","5","NY00615968","NY00615968_01",NA,NA,"329","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291647' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","615972","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"G. G. Hatschbach","1964","03","21","Brazil","Paraná","Guaratuba","Morro do Morretes","-48.5744","-25.8831",NA,NA,"50","50","NY00615972","NY00615972_01",NA,NA,"11131","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291652' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00907045","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","M. L. Kawasaki",NA,"J. R. Pirani","1985","10","11","Brazil","Mato Grosso",NA,"Ilha do Bananal, na divisa com o Parque Naciocnal do Araguaia; coletas no Parque Indígena","-50.5","-10.42",NA,NA,NA,NA,"NY00907045","NY00907045_01",NA,NA,"1221","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983939' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","615970","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"R. Reitz","1953","05","14","Brazil","Santa Catarina","Palhoça","Campo Massiambú, Palhoça","-48.62515","-27.834087",NA,NA,"5","5","NY00615970","NY00615970_01",NA,NA,"594","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291657' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","615966","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","L. R. Landrum",NA,"J. A. Steyermark","1982","12","09","Venezuela","Distrito Capital","Libertador","A lo largo del camino Costa de Maya, noroeste de la Colonia Tovar, 3-5 kms desde la carretera principal La Victoria-Colonia Tovar","-67.342","10.417",NA,NA,"2100","2240","NY00615966",NA,NA,NA,"127827","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291654' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00907957","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"H. S. Irwin","1964","08","30","Brazil","Distrito Federal","Brasília","Ca. 15 km E. of Brasília.","-47.85","-15.68",NA,NA,"700","1000","NY00907957","NY00907957_01",NA,NA,"5762","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990256' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","615971","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"R. Reitz","1953","07","16","Brazil","Santa Catarina","Palhoça","Campo Massiambú, Palhoça","-48.62515","-27.834087",NA,NA,"5","5","NY00615971","NY00615971_01",NA,NA,"836","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291658' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","615969","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"R. Reitz","1953","07","16","Brazil","Santa Catarina","Palhoça","Campo do Massiambú, Palhoça","-48.62515","-27.834087",NA,NA,"5","5","NY00615969","NY00615969_01",NA,NA,"842","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291648' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","615976","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"R. Reitz","1958","02","27","Brazil","Santa Catarina",NA,"Três Barras, Garuva, Sao Francisco do Sul",NA,NA,NA,NA,"20","20","NY00615976","NY00615976_01",NA,NA,"6489","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291656' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","615977","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"R. Reitz","1953","03","12","Brazil","Santa Catarina","Palhoça","Campo do Massiambú, Palhoça","-48.62515","-27.834087",NA,NA,"5","5","NY00615977","NY00615977_01",NA,NA,"352","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291649' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","615973","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"R. M. Klein","1954","04","17","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"50","50","NY00615973","NY00615973_01",NA,NA,"708","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291650' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 10:27:00-03","NY","NYBG","615964","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia",NA,"B. K. Holst",NA,"M. J. Jansen-Jacobs","1991","02","03","Guyana",NA,NA,"Rupununi. Kuyuwini Landing, Kuyuwini River","-59.25","2.17",NA,NA,"200","200","NY00615964",NA,NA,NA,"2321","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291660' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","615974","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"R. Reitz","1953","09","24","Brazil","Santa Catarina","Palhoça","Campo do Massiambú, Palhoça","-48.62515","-27.834087",NA,NA,"5","5","NY00615974","NY00615974_01",NA,NA,"1052","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291651' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","615965","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","C. M. D. E. Legrand",NA,"H. S. Irwin","1965","10","19","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 12 NW of Veadeiros","-47","-14",NA,NA,"1200","1200","NY00615965","NY00615965_01",NA,NA,"9307","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291653' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","616122","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","glabra","Myrcia glabra","(O.Berg) D.Legrand","S. M. Silva",NA,"R. M. Britez","1987","04","25","Brazil","Paraná","Paranaguá","Reserva Ecológica, Ilha do Mel","-48.346614","-25.510118",NA,NA,NA,NA,"NY00616122","NY00616122_01",NA,NA,"1450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=518883' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1522393","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","glabra","Myrcia glabra","(O.Berg) D.Legrand","C. M. D. E. Legrand",NA,"G. G. Hatschbach","1968","03","08","Brazil","Paraná","Antonina","Rio do Nuvem.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"NY01522393","NY01522393_01",NA,NA,"18674","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751631' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet","38300","auto",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","616124","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","glabra","Myrcia glabra","(O.Berg) D.Legrand","M. Sobral",NA,"G. G. Hatschbach","1983","04","28","Brazil","Paraná","Antonina","Mangue Maior Santo","-48.7117","-25.4286",NA,NA,"20","20","NY00616124","NY00616124_01",NA,NA,"46274","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=518882' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","616125","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","glabra","Myrcia glabra","(O.Berg) D.Legrand","M. Sobral",NA,"W. J. Burchell","1827","03","16","Brazil","São Paulo",NA,"Morumbe to Sao Paulo- to Rio dos Pinheiros",NA,NA,NA,NA,NA,NA,"NY00616125","NY00616125_01",NA,NA,"4614","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=518884' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","616126","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","glabra","Myrcia glabra","(O.Berg) D.Legrand","M. Sobral",NA,"M. Sobral","1983","05",NA,"Brazil","Rio Grande do Sul","Viamao","Itapua, Viamao","-51.0231","-30.0811",NA,NA,NA,NA,"NY00616126","NY00616126_01",NA,NA,"2060","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=518880' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","616127","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","glabra","Myrcia glabra","(O.Berg) D.Legrand","M. Sobral",NA,"M. Sobral","1983","05",NA,"Brazil","Rio Grande do Sul","Viamao","Itapua, Viamao; em capao nas proximidades da Lagoa dos Patos","-51.0231","-30.0811",NA,NA,NA,NA,"NY00616127","NY00616127_01",NA,NA,"2065","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=518881' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","616123","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","glabra","Myrcia glabra","(O.Berg) D.Legrand",NA,NA,"M. V. Peron","1989","07","17","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Sitio Sophronites","-42.05","-22",NA,NA,"1100","1100","NY00616123","NY00616123_01",NA,NA,"833","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=518885' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 11:09:35-03","UNESP-IBB","BOTU","28641","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","glabra","Myrcia glabra","(O.Berg) D.Legrand","Sobral, M.","2013","Bosio, F.","2007","07","20","Brasil","Santa Catarina","Brusque","Bairro Cedrinho","-48.925","-27.149444","48°55'30w","27°8'58s",NA,NA,"BOTU028641",NA,"11","07","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:20:24-03","UFRJ","RFA","8258","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","glabra","Myrcia glabra","(O.Berg) D.Legrand","M. Sobral","2001","G.G. Hatschbach","1964","03","21","Brasil","Paraná","Guaratuba","Morro do Morretes","-48.5746994018555","-25.8827991485596",NA,NA,"50","50","RFA27454",NA,NA,NA,"11131","Árvore 10 m de altura; flor alva",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-24 17:10:53-03","UTFPR","DVPR","5822","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","glabra","Myrcia glabra","D. Legrand","Sobral, M","2010","Stival-Santos, A; Legal, E; Silveira, S","2010","03","30","Brasil","Santa Catarina","Botuverá","Reserva Biológica Canela Preta.","-49.0824","-27.1612","-49.0824","-27.1612","639","639","DVPR005822",NA,"08","15","2175","Arvoreta, fruto verde.; Floresta Ombrófila Densa, estágio avançado, entorno do fragmento, pastagem.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:45:59-03","EAO","IAN","132814","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","McVaugh, R","1971","Oldeman, T","1968","10","28","Guiana Francesa",NA,NA,"Fleuve approuague Saut Grand Canori.",NA,NA,NA,NA,NA,NA,"IAN132814",NA,NA,NA,"264","Arbuste, 3m. Inflorescence blanche.","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:45:59-03","EAO","IAN","135067","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","Legrand, CDR","1967","Irwin, HS; Soderstrom, TR","1964","08","30","Brasil","Distrito Federal",NA,"Cerrado, ca 15m. E of Brasília.",NA,NA,NA,NA,NA,NA,"IAN135067",NA,NA,NA,"5762","Shrub ca. 1,5m. tall. Co and A white.","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:45:59-03","EAO","IAN","142211","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","McVaugh, R","1972","Oldeman, B","1967","09","18","Guiana Francesa",NA,NA,"Fleuve rourou, 150m en amont du village créole (doune).",NA,NA,NA,NA,NA,NA,"IAN142211",NA,NA,NA,"1317","Arbre, 13m. 23cm; écorce rougentrê courverte de mouse; bois grisâtre.","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:45:59-03","EAO","IAN","145462","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","Rosa, NA","1975","Pires, JM","1975","02","10","Brasil","Amazonas",NA,"Serra Aracá. Beira do igarapé.",NA,NA,NA,NA,"1000","1000","IAN145462",NA,"06",NA,"15026","Planta de 1m. Flor branca.","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:45:59-03","EAO","IAN","78850","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","Sobral, M","2015","Fróes, RL; Addison, GON","1952","11","06","Brasil","Amazonas","Barcelos","Rio Negro.","-62.9241981506348","-0.974722027778625",NA,NA,NA,NA,"IAN078850",NA,NA,NA,"29313","Arbusto.","Dicotiledônea",NA,"Southern America",NA,"358570","auto",NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:45:59-03","EAO","IAN","51238","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","Cordeiro, MR","2018","Fróes, RL; Black, GA","1949","06","28","Brasil","Pará","Marabá","Beira do Rio Itacaiuna.","-49.1178016662598","-5.36860990524292",NA,NA,NA,NA,"IAN051238",NA,"07","30","24733","Arbusto.","Dicotiledônea",NA,"Southern America",NA,"262883","auto",NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:45:59-03","EAO","IAN","163449","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","citrifolia","Myrcia citrifolia","(Aubl.) Urb.","Nivaldo, S",NA,"Nivaldo, S","1983","04","29","Brasil","Pará","Santarém","Aeroporto Velho.","-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,"IAN163449",NA,NA,NA,"36","Arbusto de 2m. de altura, fruto verde.","Dicotiledônea",NA,"Southern America",NA,"205258","auto",NA,NA,NA,NA,NA,NA
