"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2020-09-23 10:42:48-03","E","E","165393","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana",NA,NA,NA,NA,NA,"Santos, T.","1969","11","05","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00165393",NA,"466","<a href=http://data.rbge.org.uk/herb/E00165393 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:207189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:42:48-03","E","E","176418","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana",NA,NA,NA,NA,NA,"Davis, P.H. & Shepherd, G.J.","1976","07","09","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00176418",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00176418 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:185086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:42:48-03","E","E","176411","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana",NA,NA,NA,NA,NA,"Semir, J.","1973","09","05","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00176411",NA,"4412","<a href=http://data.rbge.org.uk/herb/E00176411 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:185069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:42:48-03","E","E","176414","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana",NA,NA,NA,NA,NA,"Smith, Herbert Huntington","1905","03","12","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00176414",NA,"901","<a href=http://data.rbge.org.uk/herb/E00176414 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:185074","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:42:48-03","E","E","165392","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana",NA,NA,NA,NA,NA,"Santos, T.","1972","10","12","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00165392",NA,"2463","<a href=http://data.rbge.org.uk/herb/E00165392 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:207188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:42:48-03","E","E","176419","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana",NA,NA,NA,NA,NA,"Ratter, J.A.; Da Fonsêca, S.F.; Fonsêca Filho, J.","1976","08","04","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00176419",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00176419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:185090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:42:48-03","E","E","176410","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana",NA,NA,NA,NA,NA,"Gifford, D.R. & da Fonsêca, Sidney G.","1971","08","20","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00176410",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00176410 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:185067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-23 10:42:48-03","E","E","176420","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana",NA,NA,NA,NA,NA,"Ratter, J.A.; Da Fonsêca, S.F.; Fonsêca Filho, J.","1976","06","24","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00176420",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00176420 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:185107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-23 10:42:48-03","E","E","176415","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana",NA,NA,NA,NA,NA,"Bang, A. Miguel",NA,NA,NA,"BO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00176415",NA,"1528","<a href=http://data.rbge.org.uk/herb/E00176415 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:185075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-23 10:42:48-03","E","E","165394","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana",NA,NA,NA,NA,NA,"Santos, T.","1972","11","27","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00165394",NA,"2531","<a href=http://data.rbge.org.uk/herb/E00165394 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:207190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:42:48-03","E","E","176395","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana",NA,NA,NA,NA,NA,"Triana, J.J.",NA,NA,NA,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00176395",NA,"1068","<a href=http://data.rbge.org.uk/herb/E00176395 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:185030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01021748","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana brasiliensis","(Klotzsch) K.S.Edwards","G. T. Prance",NA,NA,NA,"R. F. Vieira","1991","07","09","Brazil","Goiás","Padre Bernardo","Próximo a Taboquinha","-48.25","-15.55",NA,NA,NA,NA,"NY01021748","NY01021748_01","837","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116786' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","brasiliensis",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","626339","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana montana","Aubl.","G. T. Prance",NA,NA,NA,"R. de Lemos Fróes","1942","10",NA,"Brazil","Bahia",NA,"Central portion of the State.",NA,NA,NA,NA,NA,NA,"NY00626339","NY00626339_01","12636","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=26284' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","montana",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01021703","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana brasiliensis","(Klotzsch) K.S.Edwards","G. T. Prance",NA,NA,NA,"W. R. Anderson","1973","03","25","Brazil","Goiás","São João d'Aliança","7 km by road N of São João da Aliança. Serra Geral do Paraná.","-47.47","-14.63",NA,NA,"1070","1070","NY01021703","NY01021703_01","7927","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116301' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","brasiliensis",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","626305","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana","Aubl.","V. Plana",NA,NA,NA,"G. G. Hatschbach","1976","09","21","Brazil","Paraná","Lapa","Col. Mariental.","-49.7156","-25.7697",NA,NA,NA,NA,"NY00626305","NY00626305_01","38887","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=132174' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01021735","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana brasiliensis","(Klotzsch) K.S.Edwards","G. T. Prance",NA,NA,NA,"J. A. Ratter","1976","06","24","Brazil","Distrito Federal","Brasília","Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV Tower.","-47.9294","-15.7797",NA,NA,NA,NA,"NY01021735","NY01021735_01","R.3210","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116601' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","brasiliensis",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01021830","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana brasiliensis","(Klotzsch) K.S.Edwards","G. T. Prance",NA,NA,NA,"H. S. Irwin","1964","09","26","Brazil","Mato Grosso",NA,"Ca. 2 km. N. of Xavantina.","-52.35","-14.63",NA,NA,"300","400","NY01021830","NY01021830_01","6344","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118135' target='other'> <mi>dwc_moreinfo</mi></a>","South America","separate fruit",NA,NA,"Magnoliophyta","Proteales","brasiliensis",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01021790","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana montana","Aubl.","G. T. Prance",NA,NA,NA,"E. P. Heringer","1980","08","12","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"NY01021790","NY01021790_01","5290","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117187' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","montana",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01021711","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana montana","Aubl.","H. O. Sleumer",NA,NA,NA,"H. S. Irwin","1966","05","28","Brazil","Mato Grosso",NA,"Rio Turvo, ca. 210 km. N. of Xavantina. Serra do Roncador.","-51.83","-12.82",NA,NA,"500","500","NY01021711","NY01021711_01","16185","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116359' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","montana",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","626321","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana brasiliensis","(Klotzsch) K.S.Edwards","G. T. Prance",NA,NA,NA,"G. Martinelli","1973","01","07","Brazil","Rio de Janeiro","Petrópolis","Vale das Videiras.","-43.1783","-22.505",NA,NA,"1800","1800","NY00626321","NY00626321_01","166","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=643823' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","brasiliensis",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1279920","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana montana","Aubl.","S. Edwards",NA,NA,NA,"H. C. de Lima","1984","10","16","Brazil","Rio de Janeiro","Magé","Paraiso, área do Centro de Primatologia do RJ.","-43.0406","-22.6531",NA,NA,"200","200","NY01279920","NY01279920_01","2201","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514593' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","montana",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01021716","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana brasiliensis","(Klotzsch) K.S.Edwards","G. T. Prance",NA,NA,NA,"A. P. Duarte","1949","12","26","Brazil","Minas Gerais",NA,"Hermilio Alves, Morro Grande",NA,NA,NA,NA,"1120","1120","NY01021716","NY01021716_01","2359","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116386' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","brasiliensis",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01021801","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana montana","Aubl.","G. T. Prance",NA,NA,NA,"C. Farney","1984","02","27","Brazil","Minas Gerais","Santana do Riacho","Estrada Lagoa Santa/Conc. do Mato Dentro, Mata de Galeria a 17 Km do Córrego Chapéu de Sol","-43.7142","-19.1692",NA,NA,NA,NA,"NY01021801","NY01021801_01","441","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117425' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","montana",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00626385","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana paraensis","(Sleumer) K.S.Edwards",NA,NA,NA,NA,"W. Ganev","1994","01","12","Brazil","Bahia","Abaíra","Serra do Rei","-41.9","-13.28",NA,NA,"1600","1600","NY00626385","NY00626385_01","2785","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=752148' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","paraensis",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01021772","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana montana","Aubl.","G. T. Prance",NA,NA,NA,"G. Gardner",NA,NA,NA,"Brazil","Minas Gerais",NA,"Minas Geraes",NA,NA,NA,NA,NA,NA,"NY01021772","NY01021772_01","5169","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117098' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","montana",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","626322","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana brasiliensis","(Klotzsch) K.S.Edwards","G. T. Prance",NA,NA,NA,"F. C. Hoehne","1932","01","14","Brazil","São Paulo",NA,"Jardim Botanico.","-46.618358","-23.646109",NA,NA,NA,NA,"NY00626322","NY00626322_01","28706","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=643824' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","brasiliensis",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01021782","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana montana","Aubl.","G. T. Prance",NA,NA,NA,"D. R. Hunt","1966","06","02","Brazil","Mato Grosso","Água Boa","Xavantina-Cachimbo road, 85 km. from Xavantina.","-52.1583","-14.0503",NA,NA,"600","1000","NY01021782","NY01021782_01","5730","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117160' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","montana",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01021789","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana montana","Aubl.","G. T. Prance",NA,NA,NA,"E. P. Heringer","1980","04","14","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"NY01021789","NY01021789_01","4369","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117184' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","montana",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01021741","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana brasiliensis","(Klotzsch) K.S.Edwards","G. T. Prance",NA,NA,NA,"J. R. Pirani","1981","10","04","Brazil","Minas Gerais","Santana do Riacho","Km 107 ao longo da rodovia Belo Horizonte- Conceiçao do Mato Dentro","-43.7142","-19.1692",NA,NA,NA,NA,"NY01021741","NY01021741_01","CFSC7459","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116744' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","brasiliensis",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","626399","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana","Aubl.","M. H. Nee",NA,NA,NA,"M. Saldías Paz","1989","08","27","Bolivia","Santa Cruz",NA,"La Miel. 17km WSW (línea recta) del centro de Santa Cruz.","-63.35","-17.8",NA,NA,"460","460","NY00626399",NA,"740","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=132171' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1145959","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana","Aubl.","F. Ávila",NA,NA,NA,"P. G. Delprete","2006","03","26","Brazil","Goiás","Pirenópolis","Parque Estadual dos Pireneus, ca. 600 m N do Portal do parrque (do lado de Pirenópolis).","-48.865","-15.7989",NA,NA,"1230","1230","NY01145959","NY01145959_01","9668-A","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1325632' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01021791","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana montana","Aubl.","K. S. Edwards",NA,NA,NA,"E. P. Heringer","1975","08","02","Brazil","Distrito Federal","Brasília","Catetinho","-47.988069","-15.948311",NA,NA,NA,NA,"NY01021791","NY01021791_01","14809","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117189' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","montana",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00626401","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana montana","Aubl.","G. T. Prance",NA,NA,NA,"A. P. Duarte","1950","09","13","Brazil","Minas Gerais","Sete Lagoas","Estaçao Experimental do Estado de Minas Gerais.","-44.2467","-19.4658",NA,NA,NA,NA,"NY00626401","NY00626401_01","3298","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=26295' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","montana",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","626310","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana","Aubl.","V. Plana",NA,NA,NA,"R. Reitz","1953","09","21","Brazil","Santa Catarina",NA,"Curitiba, no passeio público",NA,NA,NA,NA,"900","900","NY00626310","NY00626310_01","5.728","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=132194' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01021719","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana brasiliensis","(Klotzsch) K.S.Edwards","G. T. Prance",NA,NA,NA,"A. P. Duarte","1950","08","27","Brazil","Minas Gerais","Patos de Minas","Cascata.","-46.5181","-18.5792",NA,NA,"800","800","NY01021719","NY01021719_01","2980","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116411' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","brasiliensis",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","626329","PreservedSpecimen","Plantae","Proteaceae","Roupala","montana","Roupala montana brasiliensis","(Klotzsch) K.S.Edwards","G. T. Prance",NA,NA,NA,"R. Reitz","1958","12","15","Brazil","Santa Catarina","Lauro Muller","Serra Rio do Rastro","-49.3967","-28.3931",NA,NA,"800","800","NY00626329","NY00626329_01","7.985","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=643837' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Magnoliophyta","Proteales","brasiliensis",NA,NA,NA,NA,NA,NA,NA
