"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","486942","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","S. de V. A. Pessôa","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486942","Magnoliophyta","Ericales","Mart. ex Miq.",NA,"143","1986","11","28","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Estrada entre Hotel Faz. S. Joao e o Sítio Sophronites","-42.5311012268066","-22.2819004058838","NY00486942_01","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","778258","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","J. G. de Carvalho-Sobrinho","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240242' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778258","Magnoliophyta","Ericales","Mart. ex Miq.","J. G. de Carvalho-Sobrinho","86","2001","11","03","Bahia","Santa Teresinha","Serra da Jibóia: Morro da Pioneira","-39.4756","-12.8447","NY00778258_01",NA,NA,"600","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","486946","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","H. C. de Lima","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486946","Magnoliophyta","Ericales","Mart. ex Miq.",NA,"3690","1989","09","12","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Estrada p/ Sítio Sophronites","-42.5311012268066","-22.2819004058838","NY00486946_01","33190","auto","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","720399","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","J. M. A. Braga","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2501207' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720399","Magnoliophyta","Ericales","Mart. ex Miq.",NA,"2907","1995","10","16","Rio de Janeiro",NA,"Parque Nacional do Itatiaia. Estrada para o Hotel Repouso","-44.73333","-22.35833","NY00720399_01",NA,NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","486945","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","H. C. de Lima","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486945","Magnoliophyta","Ericales","Mart. ex Miq.",NA,"3584","1989","06","06","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Estrada p/ Sitio Sophronites","-42.05","-22","NY00486945_01",NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:32:45-03","UFRJ","RFA","18698","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","C. Pereira",NA,"Brasil",NA,NA,"Arbusto com frutos","RFA50030",NA,NA,"Mart. ex Miq.","A. Bidá","808","1977","08","12","Rio de Janeiro","Itatiaia","Planalto","-44.5633010864258","-22.4960994720459",NA,"19648","auto","2350","2350","1996","05","17",NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:32:45-03","UFRJ","RFA","8982","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","E. Pereira",NA,"Brasil",NA,NA,NA,"RFA50023",NA,NA,"Mart. ex Miq.","P. Occhioni","3882","1958","06","17","Rio de Janeiro","Rio de Janeiro","Açude da Solidão, Tijuca","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:32:45-03","UFRJ","RFA","15201","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","P. Occhioni",NA,"Brasil",NA,NA,"Arvoreta 6-7 m, flor verde","RFA50029",NA,NA,"Mart. ex Miq.","A. Bidá","6006","1974","07","10","Rio de Janeiro","Rio de Janeiro","Parque da Cidade","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,"1996","05","17",NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:32:45-03","UFRJ","RFA","13308","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","E. Pereira",NA,"Brasil",NA,NA,"Árvore 8-10 m altura, flores esverdeadas","RFA50033",NA,NA,"Mart. ex Miq.","A. Bidá","3768","1958","05","20","Rio de Janeiro","Rio de Janeiro","Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,"1996","05","17",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-13 09:21:02-03","UFRJ","RFA","Foto 17144","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis",NA,NA,"Brasil",NA,NA,NA,"RFA-Foto35421",NA,NA,"Mart. ex Miq.",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:32:45-03","UFRJ","RFA","28047","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","E.P. Heringer; J.E. Paula; R.C. Mendonça; A.A.H. Salles",NA,"Brasil",NA,NA,"Árvore pequena, folha coriácea, flor amarelada, nervuras conspícuas","RFA50035",NA,NA,"Mart. ex Miq.","B.A.S. Pereira","1404","1979","05","15","Distrito Federal","Brasília","Barragem do São Bartolomeu. Córrego da Papuda, área da Papuda","-47.9296989440918","-15.7797002792358",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:32:45-03","UFRJ","RFA","12970","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","P. Occhioni",NA,"Brasil",NA,NA,"Arvoreta 6-7 m altura, com fruto ainda verde","RFA50032",NA,NA,"Mart. ex Miq.","A. Bidá","5220","1972","11","02","Rio de Janeiro","Rio de Janeiro","Parque da Cidade","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,"1996","05","17",NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:32:45-03","UFRJ","RFA","15194","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","P. Occhioni",NA,"Brasil",NA,NA,"Arvoreta 6-8 m altura, flor esverdeada","RFA50031",NA,NA,"Mart. ex Miq.","A. Bidá","5695","1973","07","01","Rio de Janeiro","Rio de Janeiro","Parque da Cidade","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,"1996","05","17",NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:32:45-03","UFRJ","RFA","12598","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","P. Occhioni",NA,"Brasil",NA,NA,"Arvoreta 7-8 m, fruto verde","RFA50027",NA,NA,"Mart. ex Miq.","A. Bidá","5206","1972","08","15","Rio de Janeiro","Rio de Janeiro","Parque da Cidade","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,"1996","05","17",NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:32:45-03","UFRJ","RFA","12682","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","P. Occhioni",NA,"Brasil",NA,NA,"Árvore 8 m altura, folhas vernicosas; frequente","RFA50024",NA,NA,"Mart. ex Miq.","A. Bidá","5210","1972","09","25","Rio de Janeiro","Rio de Janeiro","Parque da Cidade, Gávea","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,"1996","05","17",NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:32:45-03","UFRJ","RFA","9005","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","E. Pereira",NA,"Brasil",NA,NA,NA,"RFA50026",NA,NA,"Mart. ex Miq.","A. Bidá","3768","1958","05","20","Rio de Janeiro","Rio de Janeiro","Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,"1996","05","17",NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:32:45-03","UFRJ","RFA","4478","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","P. Occhioni",NA,"Brasil",NA,NA,"Árvore grande, flor esverdeada","RFA50022",NA,NA,"Mart. ex Miq.","P. Occhioni","347","1945","05","27","Rio de Janeiro","Rio de Janeiro","Serra da Carioca","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-01-20 14:40:53-03","UPM","MACK","736","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","R. J. F. Garcia",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart. ex Miq.","R. J. F. Garcia","3066","2007","08","27","SP","Santos","área da Santa Casa de Misericórdia, vale do Jurubatuba, mata","-46.3300018310547","-23.9599990844727",NA,"26836","auto",NA,NA,"2007","12",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:25:54-03","PUCPR","HUCP","19714","S","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Selusniaki, M",NA,"Brasil",NA,NA,NA,"HUCP00018506","Eudicotiledonea",NA,"Mart. ex Miq.","Selusniaki, M","2107","2008","05","17","Paraná","Tijucas do Sul","Morro dos Perdidos","-49.1988983154297","-25.9281005859375","HUCP00018506","25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:25:54-03","PUCPR","HUCP","19027-A","S","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Selusniaki, M; Beltrami, L",NA,"Brasil",NA,NA,NA,"HUCP00018505","Eudicotiledonea",NA,"Mart. ex Miq.","Selusniaki, M","918","2006","05","01","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","HUCP00018505","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:25:54-03","PUCPR","HUCP","20211","S","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Selusniaki, M",NA,"Brasil",NA,NA,NA,"HUCP00018445","Eudicotiledonea",NA,"Mart. ex Miq.","Selusniaki, M","2748","2008","07","07","Paraná","Colombo","Santa Mônica Clube de Campo","-49.2242012023926","-25.2917003631592","HUCP00018445","13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:25:54-03","PUCPR","HUCP","20640","S","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Selusniaki, M",NA,"Brasil",NA,NA,NA,"HUCP00018551","Eudicotiledonea",NA,"Mart. ex Miq.","Selusniaki, M","2774","2009","06","11","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895","HUCP00018551","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:25:21-03","UFBA","ALCB","86110","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Silva, JM; Vasconcelos, GC","Southern America","Brasil",NA,NA,"10 cm. Flor creme.",NA,"Dicotyledon",NA,"Mart. ex Miq.","Silva, JM; Ribas, OS","6405","2008","04","10","Paraná","Adrianópolis","Tatupeva","-48.9911003112793","-24.6571998596191",NA,"49901","auto",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:20:09-03","ESALQ","ESA","128927","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","estrellensis","Symplocos estrellensis","Colletta, G.D.",NA,"Brasil",NA,NA,"Árvore, 7m, flores alvas","ESA128927","Magnoliophyta",NA,NA,"Colletta, G.D. & Ferreira, M.A.P.","1343.0","2014","04","13","São Paulo","São Miguel Arcanjo","P.E. Carlos BotelhoTrilha da represa","-47.9900016784668","-23.8700008392334",NA,"27904","auto",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:20:09-03","ESALQ","ESA","126516","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","estrellensis","Symplocos estrellensis","Garcia, R.J.F. ; Branco, F.R.",NA,"Brasil",NA,NA,NA,"ESA126516","Magnoliophyta",NA,NA,"L.E.F.B.","2580.0","1905","06","27","São Paulo","Itanhaém",NA,"-46.7799987792969","-24.1800003051758","ESA126516","26998","auto",NA,NA,"1905","07","02",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:20:09-03","ESALQ","ESA","126517","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","estrellensis","Symplocos estrellensis","Honda, S.",NA,"Brasil",NA,NA,NA,"ESA126517","Magnoliophyta",NA,NA,"L.E.F.B.","732.0","1905","06","30","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273","ESA126517","53584","auto",NA,NA,"1905","07","02",NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:20:09-03","ESALQ","ESA","126515","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","estrellensis","Symplocos estrellensis","Garcia, R.J.F. ; Schionato, R.",NA,"Brasil",NA,NA,NA,"ESA126515","Magnoliophyta",NA,NA,"L.E.F.B.","3254.0","1905","06","29","São Paulo","Santos",NA,"-46.3300018310547","-23.9599990844727","ESA126515","26836","auto",NA,NA,"1905","07","02",NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:20:10-03","ESALQ","ESA","70188","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Cordeiro, J.",NA,"Brasil",NA,NA,NA,"ESA070188","Magnoliophyta",NA,"Mart. ex Miq.","Cordeiro, J.","1625.0","1999","11","17","São Paulo","São José dos Pinhais",NA,NA,NA,"ESA070188",NA,NA,NA,NA,"1999","01","01",NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:20:10-03","ESALQ","ESA","29121","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Ivanauskas, N.M.",NA,"Brasil",NA,NA,NA,"ESA029121","Magnoliophyta",NA,"Mart.","Ivanauskas, N.M.","216.0","1995","06","20","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727","ESA029121","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:20:10-03","ESALQ","ESA","80768","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.",NA,"Brasil",NA,NA,"Árvore de 7m. Frutos verde-amarelados","ESA080768","Magnoliophyta",NA,"Mart. ex Miq.","Groppo Jr., M.","206.0","2002","04","19","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana","-47.9900016784668","-23.8700008392334","ESA080768","27904","auto",NA,NA,NA,NA,NA,"-47,989,722","-24,058,333",NA,NA,NA,NA,NA
"41","2020-11-04 11:20:10-03","ESALQ","ESA","13378","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Correia, C.M.B. et al.",NA,"Brasil",NA,NA,NA,"ESA013378","Magnoliophyta",NA,"Mart.",NA,"208.0","1990","09","13","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838","ESA013378","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:20:10-03","ESALQ","ESA","107870","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Lucas, E.J.",NA,"Brasil",NA,NA,NA,"ESA107870","Magnoliophyta",NA,NA,"Aranha Filho, J.L.M.","577.0","2006","11","20","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344","ESA107870","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:20:10-03","ESALQ","ESA","29222","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Ivanauskas, N.M.",NA,"Brasil",NA,NA,NA,"ESA029222","Magnoliophyta",NA,"Mart.","Ivanauskas, N.M.","166.0","1995","05","24","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727","ESA029222","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:20:10-03","ESALQ","ESA","29528","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Ivanauskas, N.M. et al.",NA,"Brasil",NA,NA,NA,"ESA029528","Magnoliophyta",NA,"Mart.","Ivanauskas, N.M.","1083.0","1995","07","02","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727","ESA029528","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:20:10-03","ESALQ","ESA","29126","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Ivanauskas, N.M.",NA,"Brasil",NA,NA,NA,"ESA029126","Magnoliophyta",NA,NA,NA,"486.0","1995","10","19","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:20:10-03","ESALQ","ESA","104569","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Aguiar, O.T.",NA,"Brasil",NA,NA,NA,"ESA104569","Magnoliophyta",NA,NA,"Franco, G.A.D.C.","1153.0","2002","03","14","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334","ESA104569","27904","auto",NA,NA,"2002","03","20",NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:20:10-03","ESALQ","ESA","40672","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.",NA,"Brasil",NA,NA,"Árvore de 7,0m. Frutos imaturos verdes, maduros pretos.","ESA040672","Magnoliophyta",NA,"Mart. ex Miq.","Aranha Filho, J.L.M.","47.0","1997","12","11","São Paulo","Bom Sucesso de Itararé","Estrada Itararé -Bom Sucesso. Floresta Estacional Aluvial, beira de riacho","-49.1399993896484","-24.3099994659424","ESA040672","14955","auto",NA,NA,"2004","10","07","-49,160,833","-24,274,444",NA,NA,NA,NA,NA
"48","2020-11-04 11:20:10-03","ESALQ","ESA","85097","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","variabilis","Symplocos variabilis","Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.",NA,"Brasil",NA,NA,"Árvore de 10,0m, flores unissexuais masculinas","ESA085097","Magnoliophyta",NA,"Mart.","Ivanauskas, N.M.","40.0","2003","04","17","São Paulo","Guapiara","Parque Estadual Intervales, Trilha da Bocaina em direção à gruta da Mãozinha e do Minotauro.Vegetação Secundária de Floresta Ombrófila Densa Montana, com trechos mais preservados sobre rochas cársticas (calcáreas)","-48.5299987792969","-24.1800003051758","ESA085097","20045","auto","820","820","2003","04","20","-48,447,222","-24,270,833",NA,NA,NA,NA,NA
