"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","year","month","day","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus","sex"
"49","2021-03-01 16:20:43-03","UNICAMP","UEC","194425","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Prado, JF","ICM116382",NA,"Brazil","Rio Grande do Sul","Canguçu","Estrada Canguçu p/ São Lourenço do Sul, Km 26, em açude ca. 0,8m, junto a beira da estrada",NA,NA,"flores; em açude","UEC132446","Liliopsida",NA,NA,"L.","Rodrigues, RS","1999","11","20","-52.6755981445312","-31.3950004577637","UEC132446",NA,NA,NA,NA,"2000","02",NA,NA,NA,"68702","auto",NA,NA,NA,NA
"50","2019-08-20 10:01:45-03","UNICAMP","UEC","180376","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Rodrigues, RS; et al.","741",NA,"Brazil","Rio Grande do Sul","Rio Grande","Próx. a Lagoa Verde, face leste, Em beira de açude ca. 40 cm de profundidade, água transparente.",NA,NA,"Planta com folhas submersas; flores em espigas emersas; frutos verdes, em espigas deitadas na superfície d'água.","UEC031259","Liliopsida",NA,NA,"L.","Rodrigues, RS","1998","09","17","-52.0985984802246","-32.0349998474121","UEC031259",NA,NA,NA,NA,"2000","02",NA,NA,NA,"82892","auto",NA,NA,NA,NA
"51","2019-08-20 10:01:45-03","UNICAMP","UEC","117236","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Rodrigues, RS; et al.","741",NA,"Brazil","Rio Grande do Sul","Rio Grande","Próx. a Lagoa Verde, face leste, Em beira de açude ca. 40 cm de profundidade, água transparente.",NA,NA,"Planta com folhas submersas; flores em espigas emersas; frutos verdes, em espigas deitadas na superfície d'água.","UEC006953","Liliopsida",NA,NA,"L.","Rodrigues, RS","1998","09","17","-52.0985984802246","-32.0349998474121","UEC006953",NA,NA,NA,NA,"2000","02",NA,NA,NA,"82892","auto",NA,NA,NA,NA
"52","2019-08-20 10:01:45-03","UNICAMP","UEC","117235","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Rodrigues, RS","775",NA,"Brazil","Rio Grande do Sul","Santana do Livramento","BR 293, Estrada Quaraí-Livramento, Rio Sarandi. Em arroio com fundo pedregoso, água transparente, ca. 0,3 m de profundidade.",NA,NA,"Planta submersa, flores em espigas emersas; convivendo com P. polygonus (R.S. Rodrigues 774).","UEC006955","Liliopsida",NA,NA,"L.","Rodrigues, RS","1998","10","02","-55.5327987670898","-30.8908004760742","UEC006955",NA,NA,NA,NA,"2000","02",NA,NA,NA,"79795","auto",NA,NA,NA,NA
"53","2019-08-20 10:01:45-03","UNICAMP","UEC","117246","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Rodrigues, RS; Flores, AS","921",NA,"Brazil","Rio Grande do Sul","Santo Antônio das Missões","BR 285 km 634, Açude ca. 0,8 m de profundidade, substrato argiloso, água transparente.",NA,NA,"Planta com folhas submersas, flores emersas; denso e homogêneo agrupamento de Potamogeton.","UEC006958","Liliopsida",NA,NA,"L.","Rodrigues, RS","1999","01","10","-55.2277984619141","-28.5114002227783","UEC006958",NA,NA,NA,NA,"2000","02",NA,NA,NA,"51320","auto",NA,NA,NA,NA
"54","2020-02-18 09:32:34-03","UNICAMP","UEC","94861","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Pansarin, ER; Aona, LYS; Faria, AD; Matsumoto, K; Feres, FR; Belinello, R","97/25",NA,"Brazil","São Paulo","Mococa","Sentido Vargem Grande do Sul, fazenda Água Santa, lago e margem alagada.",NA,NA,NA,"UEC024357","Liliopsida",NA,NA,"L.","Rodrigues, RS","1997","01","24","-47","-21.4599990844727","UEC024357",NA,NA,NA,NA,"2000","02",NA,NA,NA,"24370","auto",NA,NA,NA,NA
"55","2021-03-16 17:50:03-03","UCS","HUCS","30336","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Kuhbier, H.","s.n.",NA,"Alemanha","Bremen","Oberlockland","in gräben westl. des Kuhgrabensees",NA,NA,"Herbario BREM",NA,"Angiospermae","Alismatales",NA,"L.",NA,"1978","08","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-14 16:14:45-03","UFC","EAC","58928","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Matias, L.Q.; Ibiapina-Santos, L.; Albuquerque, A.C.; Farias, D.L.S.","738","Southern America","Brasil","Ceará","Cedro","Sítio Solidão III (D14), substrato limoso.",NA,NA,"Macrófita aquática.; Lagoa temporária em caatinga.","EAC0058928","Monocotyledon",NA,NA,"L.","Matias, L.Q.","2015","05","13","-39.217222","-6.500556","EAC0058928",NA,NA,NA,NA,"2015","06","24","-39.217222","-6.500556",NA,NA,NA,NA,NA,NA
"57","2020-12-14 16:14:45-03","UFC","EAC","57325","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Dias, A.S.","s.n.","Southern America","Brasil","Ceará","Lavras da Mangabeira","açude Rosário.",NA,NA,"Macrófita aquática.","EAC0057325","Monocotyledon",NA,NA,"L.","Matias, L.Q.","2013","06","25","-38.9644012451172","-6.75333023071289","EAC0057325",NA,NA,NA,NA,"2013","09","23",NA,NA,"29929","auto",NA,NA,NA,NA
"58","2020-12-14 16:14:45-03","UFC","EAC","54032","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Dias, A.S.","s.n.","Southern America","Brasil","Ceará","Lavras da Mangabeira","Açude Rosário",NA,NA,"Epífita, desenvolvendo-se sobre outras macrófitas.","EAC0054032","Monocotyledon",NA,NA,"L.","Matias, L.Q.","2013","02","07","-38.9644012451172","-6.75333023071289","EAC0054032",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29929","auto",NA,NA,NA,NA
"59","2020-12-14 16:14:45-03","UFC","EAC","26924","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","Matias, L.Q.","134","Southern America","Brasil","Ceará","Camocim","Lagoa de Tatajuba.",NA,NA,"Ambiente litorâneo.","EAC0026924","Monocotyledon",NA,"pusillus","L.","Matias, L.Q.","1998","04","29","-40.8410987854004","-2.90222001075745","EAC0026924",NA,NA,NA,NA,"2018","06","12",NA,NA,"42835","auto",NA,NA,NA,NA
"60","2020-12-21 16:41:56-03","MBM","MBM","97014","PreservedSpecimen","Plantae","Potamogetaceae","Potamogeton","pusillus","Potamogeton pusillus","Ankarswärd, G.","s.n.",NA,"Suécia",NA,NA,NA,NA,NA,NA,"MBM097014",NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,"MBM097014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:41:56-03","MBM","MBM","254889","PreservedSpecimen","Plantae","Potamogetaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","Mattos Silva, L.A.; et al.; et al.","3064","Southern America","Brazil","Bahia","Camacan","Fazenda Jerusalém",NA,NA,NA,"MBM254889",NA,NA,"pusillus","L.","Haynes, R.R.",NA,NA,NA,"-39.4958000183105","-15.4191999435425","MBM254889",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22686","auto",NA,NA,NA,NA
"62","2020-12-21 16:41:56-03","MBM","MBM","80851","PreservedSpecimen","Plantae","Potamogetaceae","Potamogeton","pusillus","Potamogeton pusillus","Dutton, D.L.","s.n.","Northern America","USA",NA,NA,"Vermont",NA,NA,NA,"MBM080851",NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,"MBM080851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:41:56-03","MBM","MBM","130520","PreservedSpecimen","Plantae","Potamogetaceae","Potamogeton","pusillus","Potamogeton pusillus","Ankarswärd, G.","s.n.",NA,"Suécia",NA,NA,NA,NA,NA,NA,"MBM130520",NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,"MBM130520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:41:56-03","MBM","MBM","45736","PreservedSpecimen","Plantae","Potamogetaceae","Potamogeton","pusillus","Potamogeton pusillus","Schinini, A.; et al.; et al.","13100","Southern America","Argentina",NA,NA,NA,NA,NA,NA,"MBM045736",NA,NA,NA,"L.","Rodrigues, R.S.",NA,NA,NA,NA,NA,"MBM045736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:41:56-03","MBM","MBM","80848","PreservedSpecimen","Plantae","Potamogetaceae","Potamogeton","pusillus","Potamogeton pusillus","Seymour, F.C.","30041","Northern America","USA",NA,NA,"Maine",NA,NA,NA,"MBM080848",NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,"MBM080848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:41:56-03","MBM","MBM","127510","PreservedSpecimen","Plantae","Potamogetaceae","Potamogeton","pusillus","Potamogeton pusillus","Pedersen, T.M.","11661","Southern America","Brazil","Rio Grande do Sul","Quaraí","Coxilha do Japeçu",NA,NA,NA,"MBM127510",NA,NA,NA,"L.","Rodrigues, R.S.",NA,NA,NA,"-56.4514007568359","-30.3875007629395","MBM127510",NA,NA,NA,NA,NA,NA,NA,NA,NA,"74636","auto",NA,NA,NA,NA
"67","2020-12-21 16:41:56-03","MBM","MBM","123608","PreservedSpecimen","Plantae","Potamogetaceae","Potamogeton","pusillus","Potamogeton pusillus","Landrum, L.R.","5966","Southern America","Chile",NA,NA,NA,NA,NA,NA,"MBM123608",NA,NA,NA,"L.","Rodrigues, R.S.",NA,NA,NA,NA,NA,"MBM123608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:41:56-03","MBM","MBM","82959","PreservedSpecimen","Plantae","Potamogetaceae","Potamogeton","pusillus","Potamogeton pusillus","Pedersen, T.M.","7272","Southern America","Argentina",NA,NA,NA,NA,NA,NA,"MBM082959",NA,NA,NA,"L.","Tur, N.T.",NA,NA,NA,NA,NA,"MBM082959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:41:56-03","MBM","MBM","84534","PreservedSpecimen","Plantae","Potamogetaceae","Potamogeton","pusillus","Potamogeton pusillus","Morency, M.","560","Northern America","Canada",NA,NA,NA,NA,NA,NA,"MBM084534",NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,"MBM084534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:41:56-03","MBM","MBM","167688","PreservedSpecimen","Plantae","Potamogetaceae","Potamogeton","pusillus","Potamogeton pusillus","Ferreira, C.J.A.","13","Southern America","Brazil","Mato Grosso do Sul","Miranda","Rio Salobra",NA,NA,NA,"MBM167688",NA,NA,NA,"L.","Rodrigues, R.S.",NA,NA,NA,"-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA
"71","2015-09-03 19:18:34-03","MNHN","RECOLNAT_MNHN_P","P02092690","PreservedSpecimen",NA,"Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Sacramento, L.",NA,NA,"Brasil",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02092690' target='other'> <mi>dwc_moreinfo</mi></a>","P02092690",NA,NA,NA,"L.",NA,"1819","1","1",NA,NA,"P02092690_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2015-09-03 19:18:34-03","MNHN","RECOLNAT_MNHN_P","P02092691","PreservedSpecimen",NA,"Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02092691' target='other'> <mi>dwc_moreinfo</mi></a>","P02092691",NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,"P02092691_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2015-09-03 19:18:34-03","MNHN","RECOLNAT_MNHN_P","P02092684","PreservedSpecimen",NA,"Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02092684' target='other'> <mi>dwc_moreinfo</mi></a>","P02092684",NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,"P02092684_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,NA,NA
"74","2015-09-03 19:18:34-03","MNHN","RECOLNAT_MNHN_P","P02092685","PreservedSpecimen",NA,"Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Saint-Hilaire, A.",NA,NA,"Brasil","Rio de Janeiro",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02092685' target='other'> <mi>dwc_moreinfo</mi></a>","P02092685",NA,NA,NA,"L.",NA,"1816","1","1",NA,NA,"P02092685_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1 567",NA,NA,NA
"75","2015-09-03 19:18:34-03","MNHN","RECOLNAT_MNHN_P","P02092687","PreservedSpecimen",NA,"Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil, R.J., Lac de la Tijuca.","hb",NA,"Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02092687' target='other'> <mi>dwc_moreinfo</mi></a>","P02092687",NA,NA,NA,"L.",NA,"1872","9","27","-43.2075004577637","-22.9027996063232","P02092687_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto","6460",NA,NA,NA
"76","2015-09-03 19:18:34-03","MNHN","RECOLNAT_MNHN_P","P02092686","PreservedSpecimen",NA,"Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Glaziou, A.|Belga, Commission",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Lac de la Tijuca","hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02092686' target='other'> <mi>dwc_moreinfo</mi></a>","P02092686",NA,NA,NA,"L.",NA,"1872","9","27","-43.2075004577637","-22.9027996063232","P02092686_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto","6460",NA,NA,NA
"77","2020-12-11 11:45:23-03","UFMG","BHCB","133160","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Pivari, MOD; Viana, PL; Teles, AM","1020","Southern America","Brasil","Minas Gerais","Januária","Refúgio Estad. de Vida Silvestre Rio Pandeiros",NA,NA,"Erva submersa fixa, ca. 0,3 metros de profundidade. Toda planta marrom","BHCB040404","Monocotyledon",NA,NA,"L.",NA,"2008","06","11","-44.633056","-15.665278","BHCB040404","470","470",NA,NA,"2017",NA,NA,"-44.633056","-15.665278",NA,NA,NA,NA,NA,NA
"78","2021-02-11 17:21:25-03","UFPR","UPCB","60500","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Pereira Nunes, E.L.","2",NA,"Brasil","Paraná","Iretama","Hotel Termas de Jurema.",NA,NA,"Planta submersa, com inflorescencias e frutos submersos verde-oliva..",NA,NA,NA,NA,"L.","Rodrigues, R.S.","2007","12","19","-52.1058006286621","-24.423900604248",NA,NA,NA,NA,NA,"2008","04",NA,NA,NA,"27581","auto",NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","1849403","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Nur Ritter","Ritter 3801","South America","Bolivia","Beni",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.","Ritter, N.","1996","10","14","-66.17333","-11.14722",NA,"170.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2009-06-27 16:39:00-03","MO","MOBOT","2655173","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Simon Lægaard","Lægaard 101810","South America","Ecuador","Tungurahua",NA,"In pass app. 10 km S of Mocha. In and around small pond.",NA,NA,NA,NA,NA,NA,NA,"L.","Laegaard, S. (AAU)","1992","3","20","-78.7","-1.5",NA,"3550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","61596","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Richard Spruce","Spruce 6457","South America","Ecuador","Loja",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,"1857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2011-07-25 13:31:00-03","MO","MOBOT","100248285","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Lucía Atehortúa","Atehortúa 560","South America","Colombia","Antioquia","Rionegro","La Tablaza",NA,NA,NA,NA,NA,NA,NA,"L.","Haynes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"83","2014-10-06 14:28:00-03","MO","MOBOT","100747066","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","W.G. Herter","Herter 2125","South America","Brazil","Rio Grande do Sul",NA,"Jaguarão.",NA,NA,NA,NA,NA,NA,NA,"L.",NA,"1947","11","28",NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","1695138","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Nur Ritter|B. Cullina","Ritter 1229","South America","Bolivia","Cochabamba","Chapare",NA,NA,NA,NA,NA,NA,NA,NA,"L.","G.E. Crow (NHA)","1994","7","14","-66.02277","-17.34305",NA,"3540.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2010-05-05 17:37:00-03","MO","MOBOT","2291575","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Juan H. Hunziker","Hunziker 2752","South America","Argentina","Córdoba",NA,"La Calera",NA,NA,NA,NA,NA,NA,NA,"L.","Haynes, R. R.","1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2011-04-18 16:53:00-03","MO","MOBOT","2291597","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Angel L. Cabrera|Roberto Kiesling|Nuncia M. Tur","Cabrera 27763","South America","Argentina","Corrientes","Mburucuyá","Estancia Santa Teresa, Estero Santa Lucía",NA,NA,NA,NA,NA,NA,NA,"L.","Haynes, R. R.","1976","4","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2012-04-21 05:08:00-03","MO","MOBOT","2341266","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Federico B. Vervoorst|Nélida M. Bacigalupo|Maevia N. Correa","Vervoorst 4288","South America","Argentina","Salta","Anta","Parque Nacional Finca El Rey, Río Popayán",NA,NA,NA,NA,NA,NA,NA,"L.","Haynes, R. R.","1971","3","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2012-03-23 07:02:00-03","MO","MOBOT","2481232","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Mario Ricardi","Ricardi Salinas 8883","South America","Chile","Bíobío",NA,"Laguna Grande, San Pedro",NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2009-07-21 23:34:00-03","MO","MOBOT","2483522","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Per Dusén","Dusén 13703","South America","Brazil","Paraná",NA,"Rio Cubatão",NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2014-12-08 15:59:00-02","MO","MOBOT","2685222","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Esteban Terneus|C. González","Terneus 228","South America","Ecuador","Imbabura",NA,"Laguna de Yahuarcocha, a 3 Km de la ciudad de Ibarra",NA,NA,NA,NA,NA,NA,NA,"L.",NA,"1998","10","11","-78.12666","0.39277",NA,"2200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2014-12-08 15:59:00-02","MO","MOBOT","2685228","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Esteban Terneus|C. González","Terneus 230","South America","Ecuador","Imbabura",NA,"Laguna de Yahuarcocha, a 3 Km de la ciudad de Ibarra",NA,NA,NA,NA,NA,NA,NA,"L.",NA,"1998","10","11","-78.12666","0.39277",NA,"2200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","3278453","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","George Eiten|Liene T. Eiten|Itiriki Mimura","Eiten 5990","South America","Brazil","São Paulo",NA,"Município de Iepê: Fazenda C.A.P.I. 2 km due N of Rio Paranapanema & 7 km E of Pôrto Alvorada. Near Lagôa da Cima (also called Lagôa Sêca)",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes","1965","2","9","-51.11666","-22.73333",NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2014-12-14 19:29:00-02","MO","MOBOT","3384790","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Maria M. Arbo|Nuncia M. Tur","Arbo 2217","South America","Argentina","Corrientes","Concepción","Tabay. Laguna Limpia.",NA,NA,NA,NA,NA,NA,NA,"L.",NA,"1978","12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2009-07-01 16:16:00-03","MO","MOBOT","3384978","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Anonymous","Anonymous 19877","South America","Argentina","Córdoba","Colón","Casa Bamba.",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. haynes","1909","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2009-07-01 16:16:00-03","MO","MOBOT","3385123","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Anonymous","Anonymous 20030","South America","Argentina","Córdoba",NA,"Rio Cuarto, Dpto. Rio Cuarto",NA,NA,NA,NA,NA,NA,NA,"L.",NA,"1909","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2011-06-16 16:38:00-03","MO","MOBOT","3385314","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Walter J. Eyerdam|Alan A. Beetle","Eyerdam 22331","South America","Argentina","Jujuy","Capital","In swift running brook tributary to Rio Reyes 5 km north of Jujuy; on muddy stones and clay mud, occurs in dense masses covering the bottom, in some places, of small swift streams.",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes","1938","10","2",NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2009-07-01 16:16:00-03","MO","MOBOT","3385426","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Anonymous","Anonymous 20436","South America","Argentina","Córdoba","Punilla","Villa Garcia, cerca de Tanti.",NA,NA,NA,NA,NA,NA,NA,"L.","Robert R. Haynes","1909","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2008-08-07 03:32:00-03","MO","MOBOT","3386093","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Nur Ritter|Garrett E. Crow","Ritter 2168","South America","Bolivia","Cochabamba","Chapare","Ther road between Colomi and Tonkoli",NA,NA,NA,NA,NA,NA,NA,"L.","G.E. Crow","1995","5","30","-65.91666","-17.26666",NA,"3175.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2008-08-07 03:32:00-03","MO","MOBOT","3387173","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Nur Ritter","Ritter 1522","South America","Bolivia","Cochabamba","Chapare","The road between Colomi and Tonkoli.",NA,NA,NA,NA,NA,NA,NA,"L.",NA,"1995","2","9","-65.91666","-17.26666",NA,"3175.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2008-08-07 03:32:00-03","MO","MOBOT","3388594","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Nur Ritter|S. Arias|J.M. Mercado","Ritter 1915","South America","Bolivia","Cochabamba","Tiraque","Laguna Totora Khocha. A dam was constructed in 1991 enlarged this laguna.",NA,NA,NA,NA,NA,NA,NA,"L.",NA,"1995","4","26","-65.63333","-17.45333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2008-08-07 03:32:00-03","MO","MOBOT","3389675","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Nur Ritter","Ritter 1671","South America","Bolivia","Cochabamba","Cercado","Lkaguna Alalay. A large (ca 175 ha) lake with deep, anaerobic sediments.",NA,NA,NA,NA,NA,NA,NA,"L.","G.E. Crow","1995","3","18","-66.12916","-17.40555",NA,"2250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
