"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","imagecode","identifiedBy","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00934983","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"G. G. Hatschbach","33180","South America","Brazil","Mato Grosso do Sul","Taquari","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934983","Magnoliophyta","Fabales","Benth.","1973","NY00934983_01","V. R. Scalon","11","13","Coxim","-54.7597","-18.5069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00934974","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"N. T. da Silva","57731","South America","Brazil","Goiás","258 km de Anápolis para Belém","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969453' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934974","Magnoliophyta","Fabales","Benth.","1963","NY00934974_01","V. R. Scalon","11","08",NA,NA,NA,"220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00934987","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"A. Krapovickas","32876","South America","Brazil","Mato Grosso do Sul","23 km E de Aquidauana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934987","Magnoliophyta","Fabales","Benth.","1977","NY00934987_01","V. R. Scalon","07","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01204086","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"G. T. Prance","25083","South America","Brazil","Pará","BR 163, km 807.5. Serra do Cachimbo, Cuiabá-Santarem Highway","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1455885' target='other'> <mi>dwc_moreinfo</mi></a>","NY01204086","Magnoliophyta","Fabales","Benth.","1977","NY01204086_01","R. C. Barneby","11","09",NA,"-54.8435462","-9.3406589","520","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00934975","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"B. A. S. Pereira","3142","South America","Brazil","Goiás","Contrafortes da Serra dos Pireneus","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934975","Magnoliophyta","Fabales","Benth.","1996","NY00934975_01","V. R. Scalon","09","09","Pirenópolis","-49.08","-15.75","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00934995","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"A. A. Arantes","121","South America","Brazil","Minas Gerais","Clube Caça e Pesca Itororó, Uberlândia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969300' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934995","Magnoliophyta","Fabales","Benth.","1993","NY00934995_01","V. R. Scalon","11","30","Uberlândia","-48.2769","-18.9186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3371","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum","syntype","J. B. E. Pohl","847","South America","Brazil",NA,"Serra de Chrystaes","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=666681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00003371","Magnoliophyta","Fabales","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00934991","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"J. M. Pires","2312","South America","Brazil","Maranhão","Serra da Malicia, duas leguas de Carolina, Rio Tocantins","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968453' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934991","Magnoliophyta","Fabales","Benth.","1950","NY00934991_01","V. R. Scalon","05","27","Carolina","-47.4692","-7.3331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00459628","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"L. O. A. Teixeira","1367","South America","Brazil","Amazonas","Estrada Humaita-Jacarecanga, km 150, a 64km ao Sul.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=289628' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459628","Magnoliophyta","Fabales","Benth.","1982","NY00459628_01","V. R. Scalon","06","23","Humaitá","-63.0206","-7.5061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","459583","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"G. G. Hatschbach","14241","South America","Brazil","Paraná","Fda. Lagoa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=464459' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459583","Magnoliophyta","Fabales","Benth.","1966","NY00459583_01","V. R. Scalon","04","28","Cianorte","-52.6047","-23.6633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00934985","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"G. G. Hatschbach","65532","South America","Brazil","Mato Grosso","Serra de Santa Bárbara","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934985","Magnoliophyta","Fabales","Benth.","1996",NA,"R. C. Barneby","11","12","Porto Esperidião","-58.4603","-15.8531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00934984","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"G. G. Hatschbach","37438","South America","Brazil","Mato Grosso do Sul","Rod. BR-163, prox. Piquirizinho","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968148' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934984","Magnoliophyta","Fabales","Benth.","1975","NY00934984_01","G. G. Hatschbach","11","12","Pedro gomes","-54.5517","-18.1008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-11-01 12:30:00-02","NY","NYBG","459590","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"R. Goodland","380","South America","Brazil","São Paulo","Sao Simao. 280km N of Sao Paulo on Ribeirao Preto road","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=464460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459590",NA,"Fabales",NA,"1966","NY00459590_01","V. R. Scalon","05","19","Sao Simao","-47.5497","-21.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","459584","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"A. Löfgren","13134","South America","Brazil","São Paulo","Sao Carlos do Pinhal. Ex. Herv. Com. Geogr. e Geol. de S. Paulo no. 747","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=464457' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459584","Magnoliophyta","Fabales","Benth.","1888","NY00459584_01","V. R. Scalon","07","18","Sao Carlos","-47.8897","-22.0103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-11-01 12:30:00-02","NY","NYBG","459585","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"J. M. Pires","57922","South America","Brazil","São Paulo","Votuporanga","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=464458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459585","Magnoliophyta","Fabales",NA,"1964","NY00459585_01","V. R. Scalon","06","19","Votuporanga","-49.97","-20.4203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00934964","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"C. E. O. Kuntze","s.n.","South America","Brazil","Mato Grosso","Villa Maria.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934964","Magnoliophyta","Fabales","Benth.","1892","NY00934964_01","V. R. Scalon","07",NA,"Cáceres","-57.6789","-16.0708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00934989","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"C. E. O. Kuntze","s.n.","South America","Brazil","Mato Grosso","Mattogrosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934989","Magnoliophyta","Fabales","Benth.","1892","NY00934989_01","V. R. Scalon","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","459582","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"G. G. Hatschbach","21565","South America","Brazil","Paraná","Fda. Lagoa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=464462' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459582","Magnoliophyta","Fabales","Benth.","1969","NY00459582_01","V. R. Scalon","05","19","Cianorte","-52.6047","-23.6633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00934972","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"D. O. Norris","407","South America","Brazil","Minas Gerais","Near Frutal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969389' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934972","Magnoliophyta","Fabales","Benth.","1964","NY00934972_01","V. R. Scalon","11","19","Frutal","-48.9406","-20.0247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00934990","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"J. M. Pires","2263","South America","Brazil","Maranhão","Perto de Carolina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934990","Magnoliophyta","Fabales","Benth.","1950","NY00934990_01","V. R. Scalon","05","26","Carolina","-47.46989","-7.33161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00934969","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"M. G. da Silva","5002","South America","Brazil","Mato Grosso","Aripuana, arredores do campo de aviaçao","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934969","Magnoliophyta","Fabales","Benth.","1979","NY00934969_01","V. R. Scalon","06","19","Aripuanã","-59.44931","-10.174831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00934962","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"C. E. O. Kuntze","s.n.","South America","Brazil","Mato Grosso","Mattogrosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968491' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934962","Magnoliophyta","Fabales","Benth.","1892","NY00934962_01","V. R. Scalon","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-11-01 12:31:00-02","NY","NYBG","459591","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"R. Goodland","394","South America","Brazil","São Paulo","22.7km N of Sao Paulo on Sao Carlos road, E side of cut","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=464454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459591",NA,"Fabales",NA,"1966","NY00459591_01","V. R. Scalon","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00934988","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"B. Maguire","56258","South America","Brazil","Mato Grosso","Along margin of Rio Araguaia, 1-10 km west of Alto Araguaia. Brasilia-Acre Highway.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934988","Magnoliophyta","Fabales","Benth.","1963","NY00934988_01","V. R. Scalon","08","24","Alto Araguaia","-53.2153","-17.3147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00934986","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"G. G. Hatschbach","63434","South America","Brazil","Mato Grosso do Sul","Rod. BR-262, próximo do Rio Dois Irmaos","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968224' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934986","Magnoliophyta","Fabales","Benth.","1995","NY00934986_01","V. R. Scalon","10","16","Dois Irmaos do Buriti","-55.2958","-20.6797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00934993","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"B. Dubs","498","South America","Brazil","Mato Grosso do Sul","Fazenda Salina, Pantanal do Rio Negro.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934993","Magnoliophyta","Fabales","Benth.","1987","NY00934993_01","V. R. Scalon","11","25",NA,"-56.17","-19.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00934966","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"G. Eiten","9780","South America","Brazil","Mato Grosso","256 km along new road NNE of village of Xavantina (5.3 km due SW of Royal Society-Royal Geographic Society Base Camp.) Along main road","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934966","Magnoliophyta","Fabales","Benth.","1969","NY00934966_01","V. R. Scalon","12","06","Barra do Garças","-51.75","-12.85","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00934965","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"G. Eiten","9621","South America","Brazil","Mato Grosso","Serra do Roncador. 260 km along new road NNE of village of Xavantina. (1.6 km due SSW of Royal Society - Royal Geographic Society Base Camp. 1.6 km S along main road from turnoff to Base Camp.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934965","Magnoliophyta","Fabales","Benth.","1969","NY00934965_01","V. R. Scalon","11","29","Barra do Garças","-51.75","-12.85","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00934970","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"A. A. Arantes","236","South America","Brazil","Minas Gerais","Clube Caça e Pesca Itororó, Uberlândia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969295' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934970","Magnoliophyta","Fabales","Benth.","1994","NY00934970_01","V. R. Scalon","10","26","Uberlândia","-48.2769","-18.9186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","459581","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"G. G. Hatschbach","26678","South America","Brazil","Paraná","Fda. Lagoa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=464461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459581","Magnoliophyta","Fabales","Benth.","1971","NY00459581_01","V. R. Scalon","05","20","Cianorte","-52.6047","-23.6633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","459586","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"G. Eiten","2954","South America","Brazil","São Paulo","3.5km due NNW of Sao Carlos. (0.9km WNW Of clover-leaf intersection on highway to Ibate)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=464456' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459586","Magnoliophyta","Fabales","Benth.","1961","NY00459586_01","V. R. Scalon","06","15","Sao Carlos","-47.8897","-22.0103","825","825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","459587","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"G. Eiten","3272","South America","Brazil","São Paulo","At intersection of Brotas-Itirapina road with turnoff road to Campo Alegre.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=464455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459587","Magnoliophyta","Fabales","Benth.","1961","NY00459587_01","V. R. Scalon","07","11","Brotas","-47.93","-22.28","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00934968","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","obovatum","Stryphnodendron obovatum",NA,"S. Tsugaru","B-1914","South America","Brazil","Mato Grosso","Near Tapurah, 500km NNW from Cuiabá.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934968","Magnoliophyta","Fabales","Benth.","1987","NY00934968_01","V. R. Scalon","11","01","Diamantino","-56.4458","-14.4086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
