"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"1","2021-04-05 14:33:41-03","UNESC","CRI","7970","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Vanilde Citadini- Zanette","2007","08","23","Beatriz Wessler; Bruna Alberton","2007","08","22","Brasil","Santa Catarina","Içara","SANTEC Resíduos.","-49.300278","-28.713889","49º18'1''W","28º42'50''S","52","52","CRI004363","CRI004363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:33:41-03","UNESC","CRI","14266","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Oliveira, AA de","2010","11","03","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","03","13","Brasil","Santa Catarina","Florianópolis","Entorno da Estação Ecológica de Carijós, próximo ao acesso a Praia da Daniela. Entorno da Estação Ecológica de Carijós, próximo ao acesso a Praia da Daniela.","-48.518611","-27.598611","48º31'7''W","27º35'55''S",NA,NA,"CRI013366","CRI013366","1906","Florística IFFSC as3 (Arbórea) Habitat: Restinga; beira da estrada Habito: arbórea; Fruto roxa;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-05 14:25:31-03","UNESC","CRI","11097","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","A. A. de Oliveira","2011","05","18","A. Korte","2011","03","17","Brasil","Santa Catarina","São Bonifácio","Rio Theiz.","-48.929444","-27.901944","48º55'46''W","27º54'7''S","576","576","CRI004368","CRI004368","6217","Floresta Ombrófila Densa Habito: rupícola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-05 14:33:41-03","UNESC","CRI","8433","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Vanilde Citadini- Zanette",NA,NA,NA,"Mainara F. Cascaes","2007","12","10","Brasil","Santa Catarina","Maracajá","Parque Ecológico Municipal de Maracajá.","-49.453056","-28.847222","49º27'11''W","28º50'50''S","12","12","CRI004347","CRI004347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-04-05 14:25:31-03","UNESC","CRI","3194","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Maria Leonor de Souza D#?#el Rey",NA,NA,NA,"Vanilde Citadini-Zanette; Clair Maria Martinello","1992","01","10","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI004355","CRI004355","1793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-04-05 14:33:41-03","UNESC","CRI","6392","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Rosane F. Maccarini",NA,NA,NA,"Rosane F. Maccarini","1998","10","15","Brasil","Santa Catarina","Criciúma","Vila Macarini. Rio Maina.","-49.37","-28.678056","49º22'12''W","28º40'41''S","58","58","CRI004323","CRI004323",NA,"Habito: arbustiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-04-05 14:33:41-03","UNESC","CRI","1306","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Vanilde Citadini- Zanette",NA,NA,NA,"Jairo José Zocche","1992","08","28","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","CRI004361","CRI004361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-04-05 14:33:41-03","UNESC","CRI","7851","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","T. B. Guimarães",NA,NA,NA,"T. B. Guimarães; Daniel de Barcelos Falkenberg","2005","02","21","Brasil","Santa Catarina","Florianópolis","Parque Municipal das Dunas da Lagoa da Conceição.","-48.48","-27.592222","48º28'48''W","27º35'32''S","17","17","CRI004362","CRI004362","938","Habitat: restinga Habito: arbustiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-04-05 14:25:31-03","UNESC","CRI","1029","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Daniel de Barcellos Falkenberg",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Alcides da Silveira","1991","04","16","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI004356","CRI004356","1307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-04-05 14:25:31-03","UNESC","CRI","717","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin",NA,NA,NA,NA,"Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","1990","08","02","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI004354","CRI004354","1067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-04-05 14:25:31-03","UNESC","CRI","4282","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","M. L. D. R. Souza","1995","11","29","Valdemar P. Boff","1995","11","29","Brasil","Santa Catarina","Jacinto Machado",NA,"-49.76","-29","49º45'36''W","29º0'0''S",NA,NA,"CRI014234","CRI014234",NA,"Habito: Arbustivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:31-03","UNESC","CRI","3090","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Daniel de Barcellos Falkenberg",NA,NA,NA,"Robson dos Santos","1994","05","13","Brasil","Santa Catarina","Içara","Esplanada.","-49.300278","-28.713889","49º18'1''W","28º42'50''S","5","5","CRI004349","CRI004349","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:31-03","UNESC","CRI","3260","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar","1993","01","22","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI004350","CRI004350","1881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:31-03","UNESC","CRI","1108","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Daniel de Barcellos Falkenberg",NA,NA,NA,"Clair Maria Martinello; Aurélio José de Aguiar","1992","01","10","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI004358","CRI004358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:25:32-03","UNESC","CRI","9274","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin",NA,NA,NA,NA,"Mainara F. Cascaes; Birgit Harter Marques","2007","09","01","Brasil","Santa Catarina","Maracajá","Parque Ecológico do Maracajá.","-49.466389","-28.880833","49º27'59''W","28º52'51''S","30","30","CRI004393","CRI004393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:41-03","UNESC","CRI","8007","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Vanilde Citadini- Zanette","2008","01","12","Beatriz Wessler; Bruna Alberton","2008","01","11","Brasil","Santa Catarina","Içara","SANTEC Resíduos.","-49.300278","-28.713889","49º18'1''W","28º42'50''S","52","52","CRI004360","CRI004360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:33:41-03","UNESC","CRI","8009","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Vanilde Citadini- Zanette","2008","02","24","Beatriz Wessler; Bruna Alberton","2008","02","23","Brasil","Santa Catarina","Criciúma","Santec resíduos.","-49.37","-28.678056","49º22'12''W","28º40'41''S","58","58","CRI004364","CRI004364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:25:31-03","UNESC","CRI","4162","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","M. L. D. R. Souza","1995","11","29","Valdemar P. Boff","1995","11","29","Brasil","Santa Catarina","Jacinto Machado","Pinheirinho.","-49.760833","-29","49º45'39''W","29º0'0''S",NA,NA,"CRI014239","CRI014239",NA,"Flores amarelas. Habito: Arbustivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:25:32-03","UNESC","CRI","7945","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Vanilde Citadini- Zanette","2007","09","07","Beatriz Wessler; Bruna Alberton","2007","09","06","Brasil","Santa Catarina","Criciúma","Santec Resíduos.","-49.37","-28.678056","49º22'12''W","28º40'41''S","46","46","CRI006071","CRI006071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:25:31-03","UNESC","CRI","12096","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Oliveira, AA de","2010","07","29","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","11","07","Brasil","Santa Catarina","Nova Veneza","São Bonifácio.","-49.588611","-28.708056","49º35'19''W","28º42'29''S","124","124","CRI010274","CRI010274","3090","Florística IFFSC 39 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: árvore;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:33:41-03","UNESC","CRI","4924","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Daniel B. Falkenberg",NA,NA,NA,"Robson dos Santos; A. Aguiar","1996","02","16","Brasil","Santa Catarina","Governador Celso Ramos",NA,"-48.559444","-27.315278","48º33'34''W","27º18'55''S","24","24","CRI004353","CRI004353","238","Habitat: restinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:33:41-03","UNESC","CRI","4736","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini Zanette; Jucelia C. Caetano","1996","02","02","Brasil","Santa Catarina","Governador Celso Ramos","Lot. Palmar, Praia das Palmas.","-48.559444","-27.315278","48º33'34''W","27º18'55''S","24","24","CRI004357","CRI004357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:25:31-03","UNESC","CRI","74","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","V. C. Zanette",NA,NA,NA,"Robson dos Santos","1996","02","17","Brasil","Santa Catarina","Governador Celso Ramos",NA,"-48.559444","-27.315278","48º33'34''W","27º18'55''S",NA,NA,"CRI004352","CRI004352","225","Habitat: restinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:25:31-03","UNESC","CRI","3261","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar","1991","11","28","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI004348","CRI004348","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:25:31-03","UNESC","CRI","1134","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Daniel de Barcellos Falkenberg",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Clair Maria Martinello","1992","03","13","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI004359","CRI004359","1384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:25:31-03","UNESC","CRI","5095","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","V. C. Zanette",NA,NA,NA,"V. Citadini-Zanette; V. Boff","1996","11","07","Brasil","Santa Catarina","Capivari de Baixo",NA,"-48.955278","-28.445278","48º57'19''W","28º26'43''S",NA,NA,"CRI004394","CRI004394","2248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:25:31-03","UNESC","CRI","3259","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Clair Maria Martinello & Zenaide Pais Topanotti","1993","11","10","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI004351","CRI004351","1880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
