"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"28","2021-04-05 14:25:31-03","UNESC","CRI","11513","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","A. A. de Oliveira","2010","11","03","M. Verdi; N.L. de Souza & G. Klemz","2010","03","30","Brasil","Santa Catarina","Orleans","Barracão.","-49.319167","-28.260833","49º19'9''W","28º15'39''S","314","314","CRI004367","CRI004367","4118","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-05 14:25:31-03","UNESC","CRI","11366","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","T. G. Fendrich",NA,NA,NA,"D. F. Lima; A. Gerlach. & M. Bolson.","2010","09","24","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado.","-49.725278","-24.260556","49º43'31''W","24º15'38''S",NA,NA,"CRI004366","CRI004366","82","Cerradão Habitat: trilha Habito: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-05 14:25:31-03","UNESC","CRI","13996","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Renato Colares","2018","10","18","Valdemar Boff","1998","02","23","Brasil","Santa Catarina","Siderópolis","Rio Fiorita","-49.425278","-28.598889","49º25'31''W","28º35'56''S",NA,NA,"CRI012639","CRI012639",NA,"Arvoreta Habitat: Terrestre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-05 14:25:32-03","UNESC","CRI","9589","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","A. A. de Oliveira","2011","01","17","A. Korte","2010","12","02","Brasil","Santa Catarina","Palhoça","Parque Estadual do Tabuleiro - Guarda do Embaú.","-48.599444","-27.904722","48º35'58''W","27º54'17''S","15","15","CRI004395","CRI004395","5332","Restinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-05 14:25:31-03","UNESC","CRI","4262","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Maria Leonor del Rei Souza","1996","02","05","Valdemar P. Boff","1996","02","05","Brasil","Santa Catarina","Urussanga","Velha.","-49.3175","-28.522778","49º19'3''W","28º31'22''S",NA,NA,"CRI014237","CRI014237",NA,"Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-05 14:33:41-03","UNESC","CRI","7907","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","Vanilde Citadini- Zanette","2008","04","20","Jean Gabriel Cemin","2007","12","31","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S","30","30","CRI004365","CRI004365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-09-23 10:41:32-03","E","E","83915","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides",NA,NA,NA,NA,NA,"Munhoz, C. & Alvarenga, D.","1996","01","06","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00083915",NA,"318","<a href=http://data.rbge.org.uk/herb/E00083915 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:92801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-09-23 10:41:32-03","E","E","83910","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides",NA,NA,NA,NA,NA,"Munhoz, C.","1995","09","28","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00083910",NA,"302","<a href=http://data.rbge.org.uk/herb/E00083910 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:92786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","521809","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"A. C. Cervi","1992","09","30","Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.65","-24.2",NA,NA,NA,NA,"NY00521809","NY00521809_01","3760","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524607' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00924817","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"J. M. Pires","1951","01",NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"NY00924817","NY00924817_01","2944","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992458' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1654191","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","M. K. Caddah",NA,NA,NA,"M. K. Caddah","2011","02","02","Brazil","Minas Gerais","Ouro Branco","Estrada entre Conselheiro Lafaiete e Ouro Branco, entrada para Casa de Tiradentes.","-43.71107","-20.55535",NA,NA,"1070",NA,"NY01654191","NY01654191_01","816","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568223' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1145580","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"P. T. Sano","1994","03","04","Brazil","Bahia","Rio de Contas","Rio de Contas ca. 2km da cidade, em direçao a Marcolino Moura","-41.8114","-13.5792",NA,NA,"1100","1200","NY01145580","NY01145580_01","CFCR14845","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320549' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","521802","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","C. A. Cogniaux",NA,NA,NA,"L. Riedel","1834","01",NA,"Brazil",NA,NA,"Inter frutices in camp. Brasilia",NA,NA,NA,NA,NA,NA,"NY00521802","NY00521802_01","1864","Label also says M. Carlos <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524602' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","521821","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","J. J. Wurdack",NA,NA,NA,"G. Eiten","1961","06","15","Brazil","São Paulo","Sao Carlos","3.5 km due NNW of center of Sao Carlos (0.9 km WNW of clover-leaf intersection on highway to IBATE)","-47.92","-21.98",NA,NA,"825","825","NY00521821","NY00521821_01","2953","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524609' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","687331","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"R. Montanholi","1995","12","19","Brazil","São Paulo","Sao Manuel",NA,"-48.5697","-22.73",NA,NA,NA,NA,"NY00687331","NY00687331_01","69","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=874097' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","687328","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"M. das G. L. Wanderley","1977","12","15","Brazil","São Paulo","Sao Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00687328","NY00687328_01","121","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=874094' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00924816","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"Z. A. Trinta","1964","03","28","Brazil","Minas Gerais","Barbacena",NA,"-43.7733","-21.2258",NA,NA,NA,NA,"NY00924816","NY00924816_01","609","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992455' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","03257181","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin",NA,NA,NA,NA,"S. A. Godoy","1995","02","14","Brazil","São Paulo",NA,"Parelheiros, SP-SP. Sitio a esquerda na EstradaEngo Marsilac, sentido Engo Marsilac","-46.7278","-23.8961",NA,NA,NA,NA,"NY03257181",NA,"361","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3557335' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","00924830","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin",NA,NA,NA,NA,"P. von Luetzelburg","1935","01","11","Brazil","Ceará","Granjeiro","Grangeiro, Jaboleiros.","-39.2178","-6.8883",NA,NA,NA,NA,"NY00924830","NY00924830_01","26392","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992532' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","558046","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"R. C. Forzza","1999","04","10","Brazil","Bahia","Rio de Contas","Pico das Almas","-41.8114","-13.5792",NA,NA,NA,NA,"NY00558046","NY00558046_01","1157","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524608' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","521834","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ligustroides","Miconia ligustroides","(DC.) Naudin","J. J. Wurdack",NA,NA,NA,"J. P. Lanna Sobrinho","1965","12","15","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Tijuca, Estrada Vista Chinesa","-43.257166","-22.971675",NA,NA,NA,NA,"NY00521834","NY00521834_01","1220","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524623' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
