"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","relationshipType","fieldNumber","individualCount","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","797266","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","hemisphaerica","Mikania hemisphaerica","Sch.Bip. ex Baker","E. P. Heringer","2755","1948","06","12","South America","Brazil","Minas Gerais","Fazenda de Bicaiú, Municipio de Rio Pomba","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797266","NY00797266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","797262","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","hemisphaerica","Mikania hemisphaerica","Sch.Bip. ex Baker","J. V. Neto","2558","1976","05","24","South America","Brazil","São Paulo","Nativo no interior de mata do Horto Florestal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797262","NY00797262_01","Sumaré","-47.2597","-22.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2016-09-27 13:42:00-03","NY","NYBG","797267","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","hemisphaerica","Mikania hemisphaerica",NA,"T. M. Pedersen","1693","1952","04","24","South America","Argentina","Corrientes","Estancia Santa Teresa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362254' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797267",NA,"Mburucuyá",NA,NA,"T. M. Pedersen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","797265","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","hemisphaerica","Mikania hemisphaerica","Sch.Bip. ex Baker","W. Hoehne","3166","1949","06","17","South America","Brazil","São Paulo","Sao Paulo, Sao Paulo: Via Anhanguera","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797265","NY00797265_01","Sao Paulo","-46.63","-23.5403","W. Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","811613","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","hemisphaerica","Mikania hemisphaerica","Sch.Bip. ex Baker","P. K. H. Dusén","11746","1911","04","20","South America","Brazil","Paraná","Jaguariahyva.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00811613","NY00811613_01",NA,"-49.713647","-24.340602","E. L. Ekman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","797263","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","hemisphaerica","Mikania hemisphaerica","Sch.Bip. ex Baker","W. Hoehne","2490","1947","05","13","South America","Brazil","São Paulo","Sao Paulo, Sao Paulo: Próximo ao Jaraguá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797263","NY00797263_01","Sao Paulo","-46.63","-23.5403","W. Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","811612","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","hemisphaerica","Mikania hemisphaerica","Sch.Bip. ex Baker","G. G. Hatschbach","19170","1968","04","15","South America","Brazil","Paraná","Rod. BR-277.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00811612","NY00811612_01","Guaraniaçu","-52.8781","-25.1008","M. R. Ritter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","1017706","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","hemisphaerica","Mikania hemisphaerica","Sch.Bip. ex Baker","A. C. Brade","18391","1946","05","31","South America","Brazil","Espírito Santo","Jatiboca.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1221623' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017706","NY01017706_01","Itaguaçu","-40.884085","-19.954583","W. C. Holmes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","797298","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","hemisphaerica","Mikania hemisphaerica","Sch.Bip. ex Baker","J. V. Neto","2557","1976","05","17","South America","Brazil","São Paulo","Horto Florestal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797298","NY00797298_01","Sumaré","-47.2597","-22.82","C. T. Oliveira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","797264","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","hemisphaerica","Mikania hemisphaerica","Sch.Bip. ex Baker","H. Luederwaldt","s.n.","1906","03","11","South America","Brazil","São Paulo","Sao Paulo, Sao Paulo, Ypiranga","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797264","NY00797264_01","Sao Paulo","-46.63","-23.5403","B. L. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","797261","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","hemisphaerica","Mikania hemisphaerica","Sch.Bip. ex Baker","A. F. M. Glaziou","s.n.",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"sheet","Reçu le 4 Octubre 1876 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797261","NY00797261_01",NA,NA,NA,"W. C. Holmes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
