"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","preparationType","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","typeStatus","relatedCatalogItem","sex"
"53","2019-11-21 14:33:08-03","UFJF","CESJ","57891","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.S. Pifano","C.N. Silva; J.H.C. Ribeiro; Thiago; Diego","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF - Mata do Krambeck, Em borda de mata.","-43.3502998352051","-21.7642002105713","36144",NA,"Epífita, frutos maduros brancos.","auto","04","2011","04","28","América do Sul",NA,"CESJ057891",NA,"2012","03",NA,NA,"16",NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:33:08-03","UFJF","CESJ","60705","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.R. Gonzaga","D.E.F. Barbosa; L. Menini Neto; G. Alves","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","-43.182222","-21.655833",NA,NA,"Interior de floresta, próximo ao curso d'água. Epífita a 4m de altura, fruto creme.",NA,"85","2012","04","28","América do Sul",NA,"CESJ060705",NA,"2012","10","-43.182222","-21.655833","17","750","800",NA,NA,NA,NA,NA
"55","2019-11-21 14:33:08-03","UFJF","CESJ","71584","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.R. Gonzaga","D.R. Gonzaga; R.C.C. Reis; E.M. Felisberto","Brasil","Espirito Santo","Iúna","Distrito de Rio Claro, estrada para o Rio dos Balaios, próximo a Cachoeira do Rogério","-41.8325","-20.366111",NA,NA,"Rupícola a ca. 4m, em afloramento rochoso, cladódios pendentes, botões florais creme, flores alvas e frutos verdes imaturos.",NA,"389","2014","10","14","América do Sul",NA,"CESJ071584",NA,"2014","10","-41.8325","-20.366111","14","1053","1053",NA,NA,NA,NA,NA
"56","2020-06-30 18:32:06-03","UFJF","CESJ","9959","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.R. Gonzaga","L. Krieger","Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca",NA,NA,NA,NA,NA,NA,"CESJ9959","1973","11",NA,"América do Sul",NA,"CESJ009959",NA,"2014","01",NA,NA,"21",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 14:33:08-03","UFJF","CESJ","54774","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.",NA,"C.O. Silva; et al.","Brasil","Minas Gerais","Juiz de Fora","APA Mata do Krambeck, Lat. 66º86'09 S; Long. 75º95'69 W; Alt. 627m","-43.3502998352051","-21.7642002105713","36144",NA,"Erva epífita. Botão floral verde claro.","auto","02","2009","09","12","América do Sul",NA,"CESJ054774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 14:33:08-03","UFJF","CESJ","60830","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.R. Gonzaga","D.R. Gonzaga; L. Menini Neto; S.G. Furtado","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck, Trilha próximo ao lago.","-43.3502998352051","-21.7642002105713","36144",NA,"Epífita a ca. 2m; ramos cilíndricos pendentes; botão floral amarelado; flores creme a acastanhados.","auto","38","2012","10","23","América do Sul",NA,"CESJ060830",NA,"2012","10",NA,NA,"23",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:33:08-03","UFJF","CESJ","60704","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.R. Gonzaga","D.E.F. Barbosa; L. Menini Neto","Brasil","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","-43.182222","-21.655833",NA,NA,"Interior de floresta, próximo ao curso d'água. Epífita pendente a 5m de altura, fruto imaturo verde, maduro creme",NA,"29","2012","01","19","América do Sul",NA,"CESJ060704",NA,"2012","10","-43.182222","-21.655833","17","750","800",NA,NA,NA,NA,NA
"60","2019-11-21 14:33:08-03","UFJF","CESJ","60800","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.R. Gonzaga","L. Menini Neto; F.R.G. Salimena","Brasil","Minas Gerais","Juiz de Fora","Museu Mariano Procópio","-43.358889","-21.745833",NA,NA,"Epífita. Frutos alvos, acinzentados.",NA,"s.n.","2012","03","07","América do Sul",NA,"CESJ060800",NA,"2012","10","-43.358889","-21.745833",NA,"700","700",NA,NA,NA,NA,NA
"61","2019-11-21 14:33:08-03","UFJF","CESJ","71587","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.R. Gonzaga","D.R. Gonzaga; R.C.C. Reis; T.E.C. Meneguzzo; C.N. Fraga","Brasil","Rio de Janeiro","Sapucaia","Praça Central, ao lado do Forum Municipal","-42.916111","-21.995556",NA,NA,"Epífita a ca. 4m, frutos alvos translúcidos maduros. Sobre um Oiti.",NA,"430","2015","02","02","América do Sul",NA,"CESJ071587",NA,"2015","02","-42.916111","-21.995556","02","232","232",NA,NA,NA,NA,NA
"62","2019-11-21 14:33:08-03","UFJF","CESJ","71853","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.R. Gonzaga","D.E.F. Barbosa; G.A. Basilio; H.R. Pereira Filho","Brasil","Minas Gerais","Descoberto","Serra do Relógio, Floresta semidecidual montana","-42.935833","-21.387778",NA,NA,"Epífita pendente a 3m. Ramos cilíndricos, botões avermelhados, flores com pétalas róseas e alvas, estames brancos. Interior de floresta.",NA,"337","2016","10","23","América do Sul",NA,"CESJ071853",NA,"2016","10","-42.935833","-21.387778","23","1200","1200",NA,NA,NA,NA,NA
"63","2019-11-21 14:33:08-03","UFJF","CESJ","71951","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.R. Gonzaga","D.E.F. Barbosa; G.A. Basílio","Brasil","Minas Gerais","Itamarati de Minas","RPPN Usina Maurício, Floresta semidecidual","-42.832778","-21.470278",NA,NA,"Epífita pendente entre 1,5m e 5m. Botões florais amarelados, flores alvas translucidas. Borda de floresta a margem de leito seco.",NA,"502","2017","09","17","América do Sul",NA,"CESJ071951",NA,"2017","09","-42.832778","-21.470278","17","250","250",NA,NA,NA,NA,NA
"64","2019-11-21 14:33:08-03","UFJF","CESJ","71956","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.R. Gonzaga","D.E.F. Barbosa; B.F. Barbosa","Brasil","Minas Gerais","Itamarati de Minas","RPPN Usina Maurício, Floresta semidecidual","-42.832778","-21.470278",NA,NA,"Epífita pendente a 3m. Frutos vináceos. Borda de floresta a margem de leito seco.",NA,"508","2017","12","20","América do Sul",NA,"CESJ071956",NA,"2017","12","-42.832778","-21.470278","20","250","250",NA,NA,NA,NA,NA
"65","2019-11-21 14:33:08-03","UFJF","CESJ","71979","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.R. Gonzaga","D.E.F. Barbosa; G.A. Basílio","Brasil","Minas Gerais","Itamarati de Minas","RPPN Usina Maurício, Floresta semidecidual","-42.832778","-21.470278",NA,NA,"Epífita pendente. Frutos imaturos verdes. Borda de floresta a margem de leito seco.",NA,"553","2018","07","07","América do Sul",NA,"CESJ071979",NA,"2018","07","-42.832778","-21.470278","07","250","250",NA,NA,NA,NA,NA
"66","2019-11-21 14:33:08-03","UFJF","CESJ","37552","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","M.F. Freitas","D.S. Pifano","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713","36144",NA,"Erva epífita na borda da mata em local de meia luz. Frutos alvos e estilete e estigmas negros.","auto","368","2002","05","30","América do Sul",NA,"CESJ037552",NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:33:08-03","UFJF","CESJ","22748","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","M.N.Coelho","B.B.S. Coelho; L. Krieger","Brasil","Minas Gerais","Juiz de Fora","Museu Mariano Procópio","-43.3502998352051","-21.7642002105713","36144",NA,"Epífita subpendente,especialmente rigida, caule primário sublenhoso,alcançando mais de 2m de comprimento, com ramificações bifurcadas. Fruto, baga de 2 a 3 centímetros de diametro, vermelho-claro.","auto","s.n.","1988","02","26","América do Sul",NA,"CESJ022748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 14:33:08-03","UFJF","CESJ","18719","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.C. Zappi","L. Krieger","Brasil","Minas Gerais","Leopoldina",NA,"-42.6431007385254","-21.5319004058838","26325",NA,"Cultivada, epífita, pendente mais de 2m. Flores alvas.","auto","CESJ18719","1981","10","16","América do Sul",NA,"CESJ018719",NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 14:33:08-03","UFJF","CESJ","60403","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.R. Gonzaga","D.R. Gonzaga; S.G. Furtado; L. Menini Neto","Brasil","Minas Gerais","Rio Preto","Serra Negra, Mata do Cambuí","-43.8278007507324","-22.0891990661621","20815",NA,"Epífita a ca. 4 m, ramos cilíndricos verde-claros, pendentes, botão floral amarelado e flores alvas translúcidas.","auto","21","2012","09","01","América do Sul",NA,"CESJ060403",NA,"2012","09",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 14:33:08-03","UFJF","CESJ","40335","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.R. Gonzaga","A.S.M. Valente; K. Almeida; R.O.Garcia; D.S.Pífano; R.M. Castro","Brasil","Minas Gerais","São João Nepomuceno","Serra dos Núcleos","-43.0106010437012","-21.5400009155273","20981",NA,"Erva epífica a 6m de altura no nterior da mata de topo.","auto","293","2003","02","24","América do Sul",NA,"CESJ040335",NA,"2014","01",NA,NA,"21",NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 14:33:08-03","UFJF","CESJ","66918","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schum.","D.R. Gonzaga","L.D. Santana; N.S. Santana","Brasil","Rio de Janeiro","Paraíba do Sul","Jardim Velho","-43.2928009033203","-22.1618995666504","22368",NA,"Epífita, em árvore ca 2m. Árvore utlizada na arborização.","auto","88","2015","01","12","América do Sul",NA,"CESJ066918",NA,"2015","01",NA,NA,"13",NA,NA,NA,NA,NA,NA,NA
"72","2021-04-07 11:42:03-03","UFMS","CGMS","2468","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Zappi","U.M. Resende","Brasil","Rio de Janeiro","Vassouras","Campus da Faculdade de Vassouras.","-43.6624984741211","-22.4039001464844","33844",NA,NA,"auto","23","1989","07","23",NA,NA,"CGMS1015927",NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-04-07 11:42:03-03","UFMS","CGMS","5028","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Zappi","U.M. Resende","Brasil","São Paulo","Santos","Praia Grande - Forte Itaipu.","-46.3300018310547","-23.9599990844727","26836",NA,"Flor rosea. Habitat: Epifita- Rupicula Habito: Herbáceo.","auto",NA,"1992","10","10",NA,NA,"CGMS1015926",NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-27 13:46:50-03","UFS","ASE","1658","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Taylor, N","Viana, G","Brasil","Sergipe","Campo do Brito","Tapera da Serra","-37.493056","-10.733333",NA,NA,"Epífita. Epífita em árvore de 25 m, caule circular afila, frutos imaturos verdes.; Epífita. Epífita em árvore de 25 m, caule circular afila, frutos imaturos verdes.; Mata ciliar",NA,"202","1981","11","11","Southern America",NA,"ASE0013694","ASE0013694","1998","08","-37.493056","-10.733333","04",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-27 13:46:50-03","UFS","ASE","16736","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Aona, LYS","Machado, WJ; Gomes, LA; Jesus, JB","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.684167","-9.805278",NA,NA,"Epífita, folhas ausentes, flores c/ sépalas verdes, pétalas(5) verde-claras, estames (vários) e estigma brancos, frutos pequenos e brancos.; Epífita, folhas ausentes, flores c/ sépalas verdes, pétalas(5) verde-claras, estames (vários)",NA,"153","2010","01","17","Southern America",NA,"ASE0023545","ASE0023545","2014","03","-37.684167","-9.805278","27",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-27 13:46:50-03","UFS","ASE","23476","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Aona, LYS","Prata, AP; Matos, GMA; Carregosa, T","Brasil","Sergipe","Simão Dias","Faz. Mercador","-37.811111","-10.738333",NA,NA,"Epifita. Flores alvas.; Epifita. Flores alvas.",NA,"2864","2012","01","25","Southern America",NA,"ASE0028772","ASE0028772","2014","03","-37.811111","-10.738333","27",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-27 13:46:50-03","UFS","ASE","24467","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Aona, LYS","Carregosa, T; Nascimento - Júnior, JE; Campos, DA; Matos, GMA; Santos, LRO","Brasil","Sergipe","Simão Dias","Fazenda Mercador","-37.811111","-10.738333",NA,NA,"Herbácea. Epífita. Flores alvas. Frutos imaturos esverdeados.; Herbácea. Epífita. Flores alvas. Frutos imaturos esverdeados.; Agreste",NA,"167","2011","03","11","Southern America",NA,"ASE0029554","ASE0029554","2014","03","-37.811111","-10.738333","27",NA,NA,NA,NA,NA,NA,NA
"78","2019-11-27 13:46:50-03","UFS","ASE","37661","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.",NA,"Barreto, A J; Fabricante, JR","Brasil","Sergipe","Itabaiana","PARNASI, Próximo a trilha do caldeirão","-37.2205","-10.4515",NA,NA,"Holoepífita obrigatória. Inflorescência alva com sépalas verdes. Frutos arredondados. Suculenta.; Mata Atlântica",NA,"3","2015","11","18","Southern America",NA,"ASE0038708","ASE0038708","2015","11","-37.2205","-10.4515","23",NA,NA,NA,NA,NA,NA,NA
"79","2019-11-27 13:46:50-03","UFS","ASE","38365","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Santos, JL","Santos, JL; Fabricante, JR","Brasil","Sergipe","Itabaiana","PARNASI, Parque Nacional Serra de Itabaiana, acesso pelo povoado Bom Jardim.","-37.2146","-10.4345",NA,NA,"Holoepífita obrigatória. Frutos maduros cinzas. Planta afila verde.; Mata Atlântica.",NA,"11","2016","08","15","Southern America",NA,"ASE0039758",NA,"2016","08","-37.2146","-10.4345","26",NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:27:17-03","UNICAMP","UEC","109590","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","Schum.","Zappi, DC","Zappi, DC; Amaral, MCE; Costa, CB; Aona, LYS; Belinello, R","Brazil","Rio de Janeiro",NA,"Estrada que liga Mauá à BR 116, na descida da serra.","-40.503889","-22.356389",NA,NA,"Epífita com ramos pendentes muito longos, flores velhas avermelhadas, frutos verdes. Material em Álcool.; Árvores á beira da estrada.",NA,"342","1999","11","19",NA,NA,"UEC090895","UEC090895","1999",NA,"-40.503889","-22.356389",NA,"575","575",NA,NA,NA,NA,NA
"81","2021-03-01 16:27:17-03","UNICAMP","UEC","110292","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","Schum.","Zappi, DC","Zappi, DC; Costa, CB; Aona, LYS; Belinello, R","Brazil","Espírito Santo","Afonso Claúdio","Estrada para Itarana.","-41.050833","-20.052222",NA,NA,"Epífita com pericarpelo creme amarelado, pétalas creme e anteras alvas.; Sobre árvores, beira da estrada.",NA,"410","1999","11","24",NA,NA,"UEC090896","UEC090896","1999","12","-41.050833","-20.052222",NA,"570","570",NA,NA,NA,NA,NA
"82","2021-03-01 16:27:18-03","UNICAMP","UEC","137448","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","Schum.","Breier, TB","Breier, TB","Brazil","São Paulo","Campinas","Barão Geraldo.","-47.060001373291","-22.8999996185303","23900",NA,"Ramos compridos com mais de 3m, frutos rosa-carne, flor creme até rosada, caule diam. 3-4mm, fruto diam. 2m 5mm, estames brancos.","auto","0611","2002","09","16",NA,NA,"UEC090898","UEC090898","2003","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:27:18-03","UNICAMP","UEC","178317","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","Schum.",NA,"Yamamoto, K; Tamashiro, JY","Brazil","São Paulo","Ubatuba","Estação Experimental do IAC, início da rodovia Ubatuba - Taubaté (rod. Oswald Cruz).","-45.0699996948242","-23.4300003051758","34265",NA,"Epífita com ramos pendentes. Flores creme-claro, frutos imaturos creme.; Mata de encosta úmida.","auto","28337","1993","04","18",NA,NA,"UEC031895","UEC031895","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-04-22 16:18:21-03","UFPB","JPB","24651","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K. Schuman",NA,"Rocha, EA","Brasil","Paraíba","Itapororoca","Na área do balneário da cidade.","-35.247200012207","-6.82972002029419","12863",NA,"; DESC: Planta epífita, coletada em área de Mata Atlântica, freuqente no local, medindo cerca de 80-150 cm de comprimento, com flores e frutos; flores alvas, dirnas, melitófitas. Frutos globosos, hialinos quando maduros, com sementes pretas, dispersadas","auto","509","1998","10","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-04-27 16:09:11-03","UFES","VIES","39473","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Cardoso, W.C.","Cardoso, W.C.; Iglesias, D.T.; Freitas, V.C.","Brasil","Espírito Santo","Serra","APA Mestre Álvaro. Trilha principal.","-40.311667","-20.1525",NA,NA,NA,NA,"374","2015","10","09",NA,NA,"VIES039473","VIES039473","2015","10","40º18'42''W","20º9'9''S","09","177","177",NA,NA,NA,NA,NA
"86","2019-12-06 19:29:22-03","UFES","VIES","39474","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Cardoso, W.C.","Cardoso, W.C.; Iglesias, D.T.","Brasil","Espírito Santo","Serra","APA Mestre Álvaro. Trilha para as Três Marias, dentro de uma propriedade particular.","-40.322778","-20.1575",NA,NA,NA,NA,"242","2013","03","17",NA,NA,"VIES039474","VIES039474","2014",NA,"40º19'22''W","20º9'27''S",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-12-06 19:29:22-03","UFES","VIES","39475","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Cardoso, W.C.","Cardoso, W.C.; Iglesias, D.T.; Barros, P.H.D.; Silva, L.A.; Firmino, A.D.","Brasil","Espírito Santo","Serra","APA Mestre Álvaro. Trilha para as Três Marias.","-40.322778","-20.1575",NA,NA,NA,NA,"230","2012","01","16",NA,NA,"VIES039475","VIES039475","2014",NA,"40º19'22''W","20º9'27''S",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-12-06 19:29:22-03","UFES","VIES","39476","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Cardoso, W.C.","Cardoso, W.C.; Iglesias, D.T.","Brasil","Espírito Santo","Serra","APA Mestre Álvaro. Trilha para as Três Marias.","-40.322778","-20.1575",NA,NA,NA,NA,"241","2013","03","17",NA,NA,"VIES039476","VIES039476","2014",NA,"40º19'22''W","20º9'27''S",NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-04-27 16:09:11-03","UFES","VIES","39477","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Cardoso, W.C.","Cardoso, W.C.; Pope, A.B.; Majevsky, A.J.","Brasil","Espírito Santo","Domingos Martins","Reserva Kautsky. Estrada principal, próximo à capela.","-40.659444","-20.374444",NA,NA,NA,NA,"339","2015","08","07",NA,NA,"VIES039477",NA,"2015","08","40º39'34''W","20º22'28''S","07","830","830",NA,NA,NA,NA,NA
"90","2020-04-27 16:09:11-03","UFES","VIES","41616","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Cardoso, W.C.","Cardoso, W.C.; Dal col, A.C.S.; Pope, A.B.; Majevsky, A.J.","Brasil","Espírito Santo","Domingos Martins","Estrada principal, próximo a capela.","-40.659444","-20.374444",NA,NA,NA,NA,"337","2015","08","07",NA,NA,"VIES041616","VIES041616","2015","08","40º39'34''W","20º22'28''S","07","830","830",NA,NA,NA,NA,NA
"91","2020-04-27 16:09:11-03","UFES","VIES","41618","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Cardoso, W.C.","Cardoso, W.C.; Dal col, A.C.S.; Pope, A.B.; Majevsky, A.J.","Brasil","Espírito Santo","Domingos Martins","Estrada principal, próximo a capela.","-40.659444","-20.374444",NA,NA,NA,NA,"339","2015","08","07",NA,NA,"VIES041618","VIES041618","2015","08","40º39'34''W","20º22'28''S","07","830","830",NA,NA,NA,NA,NA
"92","2019-06-27 10:24:27-03","UFES","VIES","21145","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Kollmann, L.J.C.","Kollmann, L.J.C.; Fontana, A.P.; Couto, D.R. & Manhães, V.C.","Brasil","Espírito Santo","Alegre","São João do Norte.","-41.5331001281738","-20.763599395752","26101",NA,NA,"auto","11153","2008","09","02",NA,NA,"VIES021145","VIES021145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-04-27 16:09:11-03","UFES","VIES","30233","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","W.C. Cardoso","Couto, D.R.","Brasil","Espírito Santo","Alegre","São João do Norte.","-41.5331001281738","-20.763599395752","26101",NA,NA,"auto","1654","2010","09","30",NA,NA,"VIES030233","VIES030233","2020","04",NA,NA,"17","200","200",NA,NA,NA,NA,NA
"94","2021-02-10 15:39:34-03","UFES","VIES","48675","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Cardoso, W.C.","Cardoso, W.C.; Silva, L.A.","Brasil","Espírito Santo","Alfredo Chaves","Margem de estrada de chão, próximo a habitações.","-40.749698638916","-20.6350002288818","32447",NA,NA,"auto","328","2015","03","05",NA,NA,"VIES048675","VIES048675","2015","03",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA
"95","2020-04-27 16:09:11-03","UFES","VIES","30227","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","W.C. Cardoso","Couto, D.R.; Araújo Neto, R.C.","Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama.","-41.1128005981445","-20.8488998413086","35694",NA,NA,"auto","2218","2012","05","24",NA,NA,"VIES030227","VIES030227","2020","04",NA,NA,"17","200","200",NA,NA,NA,NA,NA
"96","2020-04-27 16:09:11-03","UFES","VIES","17360","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Cardoso, W.C.","Gomes, J.M.L.","Brasil","Espírito Santo","Cachoeiro de Itapemirim","Duas Barras.","-41.1128005981445","-20.8488998413086","35694",NA,NA,"auto","3186","2008","10","10",NA,NA,"VIES017360","VIES017360","2014","03",NA,NA,"18",NA,NA,NA,NA,NA,NA,NA
"97","2020-04-27 16:09:11-03","UFES","VIES","30231","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","Calvente, A.","Couto, D.R.; Pereira, M.C.A.; Pinto Júnior, H.V.; Trugilho, G.A. & Nani, A.","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões.","-41.3664016723633","-21.0641994476318","29430",NA,NA,"auto","1343","2009","10","26",NA,NA,"VIES030231","VIES030231","2013","03",NA,NA,NA,"710","710",NA,NA,NA,NA,NA
"98","2020-04-27 16:09:11-03","UFES","VIES","30228","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","W.C. Cardoso","Couto, D.R.","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões.","-41.3664016723633","-21.0641994476318","29430",NA,NA,"auto","2121","2012","03","20",NA,NA,"VIES030228","VIES030228","2020","04",NA,NA,"17","720","720",NA,NA,NA,NA,NA
