"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","decimalLongitude","decimalLatitude","infraspecificEpithet","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","616543","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","shirleyana","Myrcia shirleyana","Mattos","G. G. Hatschbach","58213","1992","South America","Brazil","Paraná","Guartelá, Canyon Rio Iapó","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=723418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616543","NY00616543_01","11","10","Tibagi","-50.4133","-24.5094",NA,"N. Silveira","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00906886","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","R. C. de Mendonça","283","1983","South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu, Córrego Rajadinha","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906886","NY00906886_01","10","13","Brasília","-47.9294","-15.7797",NA,"J. E. Q. de Faria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1146120","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","P. G. Delprete","10374","2007","South America","Brazil","Goiás","Parque Estadual dos Pireneus. Ca. 2 km depois do portal do parque (lado de Pirenópolis), trilha ao lado de uma floresta de galeria feichada, a 1.5 km da estrada principal.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1331892' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146120","NY01146120_01","11","16","Pirenópolis","-48.8558","-15.8072",NA,"M. Sobral","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00906444","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","A. Furlan","CFCR4493","1984","South America","Brazil","Minas Gerais","Rio Vermelho. Pedra Menina. Morro do Ambrosio","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906444","NY00906444_01","07","15","Rio Vermelho","-43.044518","-18.106432",NA,"P. O. Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","616648","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","P. I. Oliveira","703","1982","South America","Brazil","Paraná","Gruta do Monge","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=696370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616648","NY00616648_01","12","01","Lapa","-49.7156","-25.7697",NA,"N. Silveira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","616651","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","G. G. Hatschbach","17597","1967","South America","Brazil","Paraná","Curiola","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=696369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616651","NY00616651_01","10","27","Rio Branco do Sul","-49.3142","-25.1903",NA,"C. M. D. E. Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","778812","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","R. M. Harley","15276","1974","South America","Brazil","Bahia","10 km N of town of Rio de Contas on road to Mato Grosso.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798828' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778812","NY00778812_01","01","19",NA,"-41.83","-13.47",NA,"E. M. Nic Lughadha","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00907052","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","H. S. Irwin","29167","1971","South America","Brazil","Minas Gerais","Serra do Espinhaço, base of Serra da Caraça","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983953' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907052","NY00907052_01","01","26",NA,"-43.4927778","-20.1263",NA,"P. O. Rosa","1500","1750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00907050","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","H. S. Irwin","28872","1971","South America","Brazil","Minas Gerais","Serra do Espinhaço, lower cut over slopes of Serra da Caraça, sandy slopes near riacho, ca. 10 km W. of Barão de Cocais.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983949' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907050","NY00907050_01","01","22",NA,"-43.4927778","-20.1263",NA,"J. E. Q. de Faria","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1522740","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","J. A. Ratter","R4867","1983","South America","Brazil","São Paulo","Floresta de Angatuba. Instituto Florestal de SP","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776754' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522740","NY01522740_01","11","15","Angatuba","-48.42","-23.45",NA,"D. F. Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1146754","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","J. L. Paixão","758","2006","South America","Brazil","Bahia","Pico das Almas. 25 km do centro da cidade em direção a Ponte ddo Coronel, ca. 2 km em direção ao distrito de Mato Grosso, após a Ponte do Coronel.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1299392' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146754","NY01146754_01","02","27","Rio de Contas","-41.8336","-13.5003",NA,"M. Sobral","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1522350","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","S. A. Mori","13570","1980","South America","Brazil","Bahia","A 10 km ao NW de Rio de Contas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751564' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522350","NY01522350_01","03","22","Rio de Contas","-41.877085","-13.5173376",NA,"E. M. Nic Lughadha","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01096329","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","V. C. Souza","10406","1996","South America","Brazil","São Paulo","ca. 5 km. da cidade em direção a Itaí. Entrada para hotéis Península e Berro d'Água.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236352' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096329","NY01096329_01","01","24","Avaré","-48.96469","-23.18519",NA,NA,"610","610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1281668","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","A. Gehrt","s.n.","1918","South America","Brazil","São Paulo","Butantan.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1736474' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281668","NY01281668_01","11","15","São Paulo","-46.724373","-23.565521",NA,"M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2422735","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","W. Ganev","1656","1992","South America","Brazil","Bahia","Distrito Catolés, Caminho Jambreiro - Belo Horizonte.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673174' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422735","NY02422735_01","12","16","Abaíra","-41.87","-13.3",NA,NA,"1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1522796","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","J. R. Mattos","s.n.","1961","South America","Brazil","São Paulo","São Simão. 18 km ao norte da cidade","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1777407' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522796","NY01522796_01","11","29","Sao Simao","-47.5497","-21.47",NA,"M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1552372","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","P. K. H. Dusén","535","1902","South America","Brazil",NA,"Serra do Itatiaia.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1940895' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552372","NY01552372_01","06","07",NA,"-44.61526","-22.368371",NA,"E. M. Nic Lughadha","2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2422753","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","R. M. Harley","50851","1992","South America","Brazil","Bahia","Campo de Ouro Fino (alto).","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673247' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422753","NY02422753_01","01","28","Abaíra","-41.9","-13.25",NA,NA,"1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","03038507","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","R. M. Harley","51018","1992","South America","Brazil","Bahia","Campo de Ouro Fino (alto).","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3269950' target='other'> <mi>dwc_moreinfo</mi></a>","NY03038507","NY03038507_01","01","26","Abaíra","-41.9","-13.25",NA,NA,"1700","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2422736","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","W. Ganev","1592","1992","South America","Brazil","Bahia","Subida da Serra do Atalho, topo da subida","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673176' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422736","NY02422736_01","11","29","Abaíra","-41.83","-13.23",NA,NA,"1550","1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1522723","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","A. M. V. de Carvalho","1011","1981","South America","Brazil","Bahia","Estrada de Lençois BR 242 5 km ao N de Lençois","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776713' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522723","NY01522723_01","12","19","Lençóis","-41.3897","-12.5633",NA,"D. F. Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","616649","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","P. I. Oliveira","703","1982","South America","Brazil","Paraná","Gruta do Monge","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=696371' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616649","NY00616649_01","12","01","Lapa","-49.7156","-25.7697",NA,"N. Silveira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","616652","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","G. G. Hatschbach","23076","1969","South America","Brazil","Paraná","Rio Imbituvinha","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=696372' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616652","NY00616652_01","12","03","Imbituva","-50.6042","-25.23",NA,"G. G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1522346","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","S. A. Mori","12922","1979","South America","Brazil","Bahia","Pai Inácio. BR 242, km 232, a cerca de 15km ao NE de Palmeiras.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751560' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522346","NY01522346_01","10","31","Palmeiras","-41.5589","-12.5292",NA,"M. Sobral","1000","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00906579","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","W. R. Anderson","36163","1972","South America","Brazil","Minas Gerais","Serra do Espinhaço, Serra do Cipó","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981805' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906579","NY00906579_01","02","17",NA,"-43.567497","-19.391589",NA,"E. M. Nic Lughadha","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","823282","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","F. S. Juchum","96","2000","South America","Brazil","Bahia","Trilha de acesso para o Pico das Almas, ca. de 24.1 km de Rio de Contas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938381' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823282","NY00823282_01","11","19","Rio de Contas","-41.93","-13.52",NA,"M. Sobral","1380","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02715745","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","A. M. Amorim","2131","1998","South America","Brazil","Bahia","Morro do pai Inacio. Coletas efetuadas nos afloramentos proximos a torre de transmissao","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623021' target='other'> <mi>dwc_moreinfo</mi></a>","NY02715745","NY02715745_01","01","25","Palmeiras","-41.58","-12.53",NA,"M. Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00906577","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","H. S. Irwin","24842","1969","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 10 km south of Alto Paraíso (formerly Veadeiros)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981803' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906577","NY00906577_01","03","21","Alto Paraíso de Goiás","-47.5167","-14.20708",NA,"P. O. Rosa","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1522349","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","S. A. Mori","13522","1980","South America","Brazil","Bahia","Serra das Almas. A 5 km ao NW de Rio de Contas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751563' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522349","NY01522349_01","03","21","Rio de Contas","-41.8114","-13.5792",NA,"E. M. Nic Lughadha","1000","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","2422737","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","W. Ganev","1371","1992","South America","Brazil","Bahia","Belo Horizonte, acima do Jambreiro, próximo a Serra do Sumbaré","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673178' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422737","NY02422737_01","10","26","Abaíra","-41.87","-13.3",NA,NA,"1350","1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1522649","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","P. K. H. Dusén","7324","1908","South America","Brazil","Paraná","Serrinha, in campo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776430' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522649","NY01522649_01","12","08",NA,NA,NA,NA,"M. F. Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00906711","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","venulosa","Myrcia venulosa","DC.","H. S. Irwin","19530","1968","South America","Brazil","Minas Gerais","Serra do Itabirito, ca. 45 km S.E. of Belo Horizonte.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906711","NY00906711_01","02","07",NA,"-43.8","-20.2",NA,"P. O. Rosa","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
