"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","barcode","phylum","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","minimumElevationInMeters","maximumElevationInMeters","relationshipType","relatedCatalogItem","class","order","occurrenceRemarks","continentOcean","fieldNumber","preparationType","individualCount"
"52","2019-12-09 17:30:35-03","UFPR","EFC","8266","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Hatschbach, G.","1999","02","05","Roderjan, C.V.; Kuniyoshi, Y.S.","1553","1998","11","20","Brasil","Paraná","Campina Grande do Sul","Serra do Capivari","-48.8215","-25.1377","EFC008266",NA,"-48.8215","-25.1377",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbácea 40 cm, em pequenos tufos próximo a afloramentos de rocha, 1480 m s.n.m. Flores brancas com estrias arroxeadas, perfumadas.",NA,NA,NA,NA
"53","2019-12-09 17:30:35-03","UFPR","EFC","7599","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Tramujas, A.P.","1997","11","11","Tramujas, A.P.; Roderjan, C.V.",NA,"1997","10","23","Brasil","Paraná","Campina Grande do Sul","Pico Capivari Grande","-48.8215","-25.1377","EFC007599",NA,"-48.8215","-25.1377",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frequente em campo de altitude herbáceo a 1500m s.n.m., solo Litólico; crista N-S. Flores creme salpicado de amarelo. __COMMOM_NAME__: orquídea-terrestre",NA,NA,NA,NA
"54","2021-03-25 13:53:07-03","UNIVILLE","JOI","14907","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Mancinelli, W. S.","2007","10","18","Mancinelli, W.S.","789","2007","10","18","Brasil","Santa Catarina","Joinville","Morro da Tromba.",NA,NA,"JOI014907",NA,"-48.8456001281738","-26.3043994903564","37150",NA,"auto","800","800",NA,NA,NA,NA,"; HABITO: Epífita",NA,NA,NA,NA
"55","2019-10-07 09:20:12-03","UEFS","HUEFS","231950","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","T.E.C.Meneguzzo","2019","09",NA,"Baez, C.","793","2016","08","11","Brasil","Rio de Janeiro","Nova Friburgo","Macaé de cima Área de proteção Ambiental de Macaé de cima. Mata de encosta.","42W31'47''","22S26'17''","HUEFS0231950","Angiospermae","-42.529722","-22.438056",NA,"HUEFS0231950 HUEFS0231950_e1",NA,"1460","1460",NA,NA,"Lilianae","Asparagales","Epífita, cíofila, 30 cm.",NA,NA,NA,NA
"56","2019-07-09 12:44:22-03","F","FMNH-SEEDPLANTS","V0451038F","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum",NA,NA,NA,NA,NA,"P. Dusén","8837","1909","10","26","Brazil",NA,NA,NA,NA,NA,"V0451038F","Spermatophyta","-52.8731","-10.8339",NA,"V0451038F_01",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,"South America",NA,NA,NA
"57","2019-07-09 12:46:49-03","F","FMNH-SEEDPLANTS","V0451040F","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum",NA,"RRC ID Flag",NA,NA,NA,"P. Dusén","7196","1908","11","22","Brazil","Paraná",NA,NA,NA,NA,"V0451040F","Spermatophyta",NA,NA,NA,"V0451040F_01 V0451040F_02",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,"South America","7196",NA,NA
"58","2019-07-09 12:44:22-03","F","FMNH-SEEDPLANTS","V0451039F","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum",NA,NA,NA,NA,NA,"P. Dusén","10224","1910","8","14","Brazil",NA,NA,NA,NA,NA,"V0451039F","Spermatophyta","-52.8731","-10.8339",NA,"V0451039F_01",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,"South America",NA,NA,NA
"59","2020-07-23 12:17:32-03","CEPLAC","CEPEC","111707","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum",NA,"Sem Informação",NA,NA,NA,"Amorim, A. M.","5813","2006","04","15","Brasil","Bahia","arataca","Topo da Serra do Peito-de-Moça. Ramal ca. 22,4 km na estrada que liga Arataca à Una, com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras.","39W20'30","15S10'25",NA,NA,"-39.341667","-15.173611",NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-07-23 12:17:32-03","CEPLAC","CEPEC","116880","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum",NA,"Sem Informação",NA,NA,NA,"Lopes, M. M. M.","1203","2007","04","12","Brasil","Bahia","arataca","Serra do Peito-de-Moça. Estrada que liga Arataca a Una, ramal ca. 22,4 km de Arataca, com entrada no assentamento Sto. Antônio. RPPN Caminho das Pedras. Trilha nova.","39W20'30","15S10'25",NA,NA,"-39.341667","-15.173611",NA,NA,NA,"1000","1000",NA,NA,NA,NA,"FOTO. UNICATA.",NA,NA,NA,NA
"61","2020-07-23 12:17:32-03","CEPLAC","CEPEC","122914","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum",NA,"Sem Informação",NA,NA,NA,"Amorim, A. M.","7264","2008","03","30","Brasil","Bahia","arataca","Serra das Lontras, ca. 7 km no ramal que liga o distrito de Itatingui a Serra. Coletas no topo da encosta.","39W23'7","15S11'22",NA,NA,"-39.385278","-15.189444",NA,NA,NA,"700","700",NA,NA,NA,NA,"UNICATA.",NA,NA,NA,NA
"62","2020-07-23 12:17:32-03","CEPLAC","CEPEC","131587","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum",NA,"L.Menini-Neto & P.Leitman",NA,NA,NA,"Leitman, P.M.","169","2011","02","27","Brasil","Bahia","arataca","Parque Nacional da Serra das Lontras. Trilha para o Peito-de-Moça.",NA,NA,NA,NA,"-39.4143981933594","-15.2632999420166","19859",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-01 15:15:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Hatschbach, G","1995",NA,NA,"Poliquesi, CB; Cruz, JM","198","1994","11","09","Brasil","Paraná ","Guaratuba","Serra do Araçatuba",NA,NA,"UB0019174","Monocotyledonae","-48.5746994018555","-25.8827991485596","41937","UB0019174","auto","1300","1300",NA,NA,NA,NA,"Sépalas e pétalas verdes com máculas vinosas, lóbulo alvo com nervuras vinosas; Afloramentos rochosos e úmidos do alto do morro","Southern America",NA,NA,NA
"64","2020-08-20 20:37:57-03","UFSC","FLOR","27155","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Hatschbach, G.","1995",NA,NA,"Poliquesi, C.B.; Cruz, J.M. da","198","1994","11","09","Brasil","Paraná","Guaratuba","Serra de Araçatuba.",NA,NA,"FLOR0027155",NA,"-48.5746994018555","-25.8827991485596","41937",NA,"auto","1300","1300",NA,NA,NA,"Asparagales","flor sépalas e pétalas verdes com máculas vinosas, lóbulo alvo com nervuras vinosas",NA,NA,NA,NA
"65","2020-08-20 20:37:57-03","UFSC","FLOR","27255","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Hatschbach, G.","1995",NA,NA,"Poliquesi, C.B.; Cruz, J.M. da","198a","1994","11","09","Brasil","Paraná","Guaratuba","Serra de Araçatuba.",NA,NA,"FLOR0027255",NA,"-48.5746994018555","-25.8827991485596","41937",NA,"auto","1300","1300",NA,NA,NA,"Asparagales","flor sépalas e pétalas verdes com máculas vinosas, lóbulo alvo com nervuras vinosas",NA,NA,NA,NA
"66","2020-08-20 20:37:57-03","UFSC","FLOR","1557","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Pabst, G.","1968",NA,NA,"Klein, R.M.","7541","1967","08","22","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.",NA,NA,"FLOR0001557",NA,"-48.5491981506348","-27.596700668335","27000",NA,"auto","500","500",NA,NA,NA,"Asparagales","epífita, pétalas e sépalas pintadas de marrom, labelo branquicento",NA,NA,NA,NA
"67","2020-08-20 20:37:57-03","UFSC","FLOR","3905","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Pabst, G.","1976",NA,NA,"Bresolin, A.","838","1973","09","20","Brasil","Santa Catarina","Paulo Lopes","Bom Retiro.",NA,NA,"FLOR0003905",NA,"-48.6836013793945","-27.9617004394531","23385",NA,"auto","350","350",NA,NA,NA,"Asparagales","epífito, pétalas verdes manchadas de marrom; labelo branco estriado de roxovermelho-vinho",NA,NA,NA,NA
"68","2014-10-09 13:58:32-03","UHH","HBG","500656","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","?Kränzlin",NA,NA,NA,"Dusén, P.",NA,"1912","08","13","Brazil",NA,NA,"Paraná, Corte de Cima, in tr. fil.",NA,NA,"HBG500656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA
"69","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Glaziou, AFM","16372?a",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"70","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Gardner, G","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"71","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Glaziou, AFM","17258",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"72","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Glaziou, AFM","17258?",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"73","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Regnell, AF","998",NA,NA,NA,"Brazil","Minas Gerais",NA,"ad Pedra Branca prope Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floret Novembri - Februario","Southern America",NA,NA,NA
"74","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Gardner, G","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"75","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Glaziou, AFM","16372a",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"76","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Riedel, L","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in arboribus prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"77","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Riedel, L","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in arboribus prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"78","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Regnell, AF","998?",NA,NA,NA,"Brazil","Minas Gerais",NA,"ad Pedra Branca prope Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floret Novembri - Februario","Southern America",NA,NA,NA
"79","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in arboribus vetustis et in saxis ad mare retro Botu-Fogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"80","2017-09-11 17:12:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in arboribus vetustis et in saxis ad mare retro Botu-Fogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"81","2019-11-21 10:13:55-03","IBt","SP","118037","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Meneguzzo, TEC","2017",NA,NA,"Targa, HJ","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Estrada Cunha-Parati. Cultivada no Jardim Botânico de São Paulo, fl. 13/IX/1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-21 10:13:55-03","IBt","SP","14579","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Meneguzzo, TEC","2017",NA,NA,"Hoehne, FC","s.n.","1924","08","29","Brasil","São Paulo",NA,"Serra da Bocaina, Cult. no Museu Paulista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 10:13:55-03","IBt","SP","195511","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Meneguzzo, TEC","2017",NA,NA,"Custodio Filho, A","2135","1983","12","28","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,NA,"-45.866667","-23.633333",NA,NA,NA,"890","950",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 10:13:55-03","IBt","SP","37606","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Meneguzzo, TEC","2017",NA,NA,"Figueiredo, RC","s.n.",NA,NA,NA,"Brasil","Bahia",NA,"Cultivada em Piracicaba, no Estado de São Paulo, fl. 2/II/1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:13:55-03","IBt","SP","200276","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Meneguzzo, TEC","2017",NA,NA,"Kummrow, R","1992","1982","09","13","Brasil","Paraná","Curitiba","Parque Iguaçu",NA,NA,NA,NA,"-49.2731018066406","-25.4277992248535","25180",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:13:55-03","IBt","SP","24958","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Meneguzzo, TEC","2017",NA,NA,"Hoehne, FC","244","1916","09",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Archer, Tijuca",NA,NA,NA,NA,"-43.2075004577637","-22.9027996063232","57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 10:13:55-03","IBt","SP","288581","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Meneguzzo, TEC","2017",NA,NA,"Shirasuna, RT; et al.","83","1994","09","29","Brasil","São Paulo","Bananal","Serra da Bocaina, Alto vale do rio Paca (Bracuí)",NA,NA,NA,NA,"-44.3199996948242","-22.6800003051758","26795",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-21 10:13:55-03","IBt","SP","379031","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Romanini, RP","s.n.","2005","10","18","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 10222",NA,NA,NA,NA,"-47.9199981689453","-25.0100002288818","37574",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:13:55-03","IBt","SP","246704","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Meneguzzo, TEC","2017",NA,NA,"Barros, F; Ribeiro, JELS","2072","1990","12","05","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Pico do Morro do Cardoso",NA,NA,NA,NA,"-47.9199981689453","-25.0100002288818","37574",NA,"auto","840","840",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-21 10:13:55-03","IBt","SP","276494","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Meneguzzo, TEC","2017",NA,NA,"Martuscelli, P","162","1985","08","18","Brasil","São Paulo","Miracatu","Sítio Irapuã, Km 348,5 da BR 116",NA,NA,NA,NA,"-47.4599990844727","-24.2800006866455","43974",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 10:13:55-03","IBt","SP","5362","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Meneguzzo, TEC","2017",NA,NA,"Hoehne, FC","s.n.","1920","07","27","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,NA,"-46.5299987792969","-23.6599998474121","27258",NA,"auto",NA,NA,NA,NA,NA,NA,"Epífita",NA,NA,NA,NA
"92","2019-11-21 10:13:55-03","IBt","SP","2385A","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Meneguzzo, TEC","2017",NA,NA,"Hoehne, FC","s.n.","1918","08","27","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,NA,"-46.5299987792969","-23.6599998474121","27258",NA,"auto",NA,NA,NA,NA,NA,NA,"Flor com labelo estriado de roxo",NA,NA,NA,NA
"93","2019-11-21 10:13:55-03","IBt","SP","163943","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.","Meneguzzo, TEC","2017",NA,NA,"Handro, O","2098","1969","08","25","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos",NA,NA,NA,NA,"-46.5299987792969","-23.6599998474121","27258",NA,"auto",NA,NA,NA,NA,NA,NA,"Epífita na mata úmida, flores decorativas e aromáticas",NA,NA,NA,NA
"94","2019-11-21 10:13:55-03","IBt","SP","27189","S","Plantae","Orchidaceae","Zygopetalum","crinitum","Zygopetalum crinitum","Lodd.",NA,NA,NA,NA,"Edwall, G","CGG3356","1896","09","01","Brasil","São Paulo","Santo André","Em cultivo da comm. do lado do Alto da Serra.",NA,NA,"SP009534",NA,"-46.5299987792969","-23.6599998474121","27258","SP009534","auto",NA,NA,NA,NA,NA,NA,"Epífita ou terr. (entre musgos), fl. grande, sep. e pet. verdes, estriadas e maculadas de cor de vinho, lab. viol. pubesc.",NA,NA,NA,NA
