"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"532","2019-08-20 10:13:29-03","UNICAMP","UEC","8269","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Semir, J; Shepherd, GJ; Salgado, PR; Andrade, JB","7284","1978","02","22",NA,"Brazil","São Paulo","Cerrado próximo à Rodovia W. Luiz.","-47.8199996948242","-22.25",NA,NA,NA,"fruto, Subarbusto até 40 cm, flores amarelas.","UEC004785","UEC004785","Itirapina",NA,"22843","auto",NA,NA,"2016","08","12",NA,NA,NA,NA,NA,NA
"533","2019-08-20 10:13:29-03","UNICAMP","UEC","25155","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","fusiformis","Eriosema crinitum fusiformis","(Rusby) Grear","Cândido, ES","Carvalho, RM; Ramos, J","11585","1980","10","16",NA,"Brazil","São Paulo","Estação Biológica de Mogi Guaçu, (faz. Campininha)","-46.9421997070312","-22.372200012207",NA,NA,NA,"fruto, Herbácea.","UEC004799","UEC004799","Mogi Guaçu",NA,"39309","auto",NA,NA,"2016","08","11",NA,NA,NA,NA,NA,NA
"534","2019-08-20 10:13:29-03","UNICAMP","UEC","8270","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Leitão Filho, HF; Andrade, JB","6573","1977","12","05",NA,"Brazil","São Paulo",NA,"-47.4700012207031","-20.25",NA,NA,NA,"flor, Herbácea, ereta, até 40 cm, flores amarelas.","UEC004792","UEC004792","Pedregulho",NA,"27552","auto",NA,NA,"2016","08","12",NA,NA,NA,NA,NA,NA
"535","2020-02-18 09:34:17-03","UNICAMP","UEC","100757","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Fortuna-Perez, AP","Queiroz, RT; Faria, SM; Lima, LCP; Boelin, CG","1370","2009","01","15",NA,"Brazil","Mato Grosso","Trilha do Atmã, borda do Cerrado","-55","-15","839","839",NA,"Erva prostrada, frutos verdes. Borda do cerrado","UEC004843","UEC004843","Chapada dos Guimarães",NA,NA,NA,"-55","-15","2012","11",NA,NA,NA,NA,NA,NA,NA
"536","2019-08-20 10:13:29-03","UNICAMP","UEC","071268","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Silva, RR","Silva, RR; Silva, R","1118A","2004","09","09",NA,"Brazil","Mato Grosso do Sul","Serra Santa Cruz, Planalto Residual do Urucum, Campo Cerrado.","-57.557806","-19.237667","887","887",NA,"Erva de 15 cm. de altura. Frutos maduros preto-amarelados. Solo minério de ferro.","UEC011328","UEC011328","Corumbá",NA,NA,NA,"-57.557806","-19.237667","2004","09",NA,NA,NA,NA,NA,NA,NA
"537","2019-08-20 10:13:29-03","UNICAMP","UEC","110855","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Oliveira, RC; Silva, GP","666","1997","03","21",NA,"Brazil","Maranhão","Projeto Geral de Balsas - L.2.","-46","-7.583333",NA,NA,NA,"fruto, Erva ereta, flor amarela, frequente, fruto imaturo verde. Cálice verde.","UEC004801","UEC004801","Balsas",NA,NA,NA,"-46","-7.583333","2016","08","11",NA,NA,NA,NA,NA,NA
"538","2019-08-20 10:13:29-03","UNICAMP","UEC","123934","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Fortuna-Perez, AP","Flores, AS; Belinello, R; Rodrigues, RS; Barbosa, AR; Simões, AO","816","2002","01","26",NA,"Brazil","Minas Gerais","10 km do centro da cidade, BR 259, km 60","-43.699722","-18.283333",NA,NA,NA,"flor, Subarbusto ereto, 15 cm alt., em campo arenoso alterado, corola amarela.","UEC004842","UEC004842","Diamantina",NA,NA,NA,"-43.699722","-18.283333","2012","11",NA,NA,NA,NA,NA,NA,NA
"539","2019-08-20 10:13:29-03","UNICAMP","UEC","137707","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don",NA,"Martins, CR","295","2004","03","20",NA,"Brazil","Distrito Federal","Parque Nacional de Brasília, Área ao lado da antiga pista de pouso de ultr-leve próxima à administração do Parque.","-47.926778","-15.731556",NA,NA,NA,"12 cm, folhas concentradas no final do ramo.","UEC011322","UEC011322","Brasília",NA,NA,NA,"-47.926778","-15.731556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","2021-03-01 16:30:34-03","UNICAMP","UEC","140793","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Silva, RR","Silva, RR; Silva, R","1118","2004","09","09",NA,"Brazil","Mato Grosso do Sul","serra Santa Cruz, Planalto residual do Urucum.","-57.469444","-19.237667","887","887",NA,"Erva 15cm de altura. Frutos maduros amarelo-esverdeados. Solo minério de Ferro.&nf;Flores amarelas. Fruto imaturo verde e maduro preto.; Campo Cerrado.","UEC011326","UEC011326","Corumbá",NA,NA,NA,"-57.469444","-19.237667","2004","09",NA,NA,NA,NA,NA,NA,NA
"541","2019-08-20 10:13:29-03","UNICAMP","UEC","140816","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Silva, RR","Silva, RR; Silva, R","100","2003","01","07",NA,"Brazil","Mato Grosso do Sul","Serra Santa Cruz, Planalto Residual do Urucum.&nf; Campo cerrado.","-57.573778","-19.209444",NA,NA,NA,"Erva semi-prostrada de 30 cm de altura. Botões amarelos.","UEC011324","UEC011324","Corumbá",NA,NA,NA,"-57.573778","-19.209444","2003","01",NA,NA,NA,NA,NA,NA,NA
"542","2019-08-20 10:13:29-03","UNICAMP","UEC","140990","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Silva, RR","Silva, RR; Silva, R","1001","2004","07","27",NA,"Brazil","Mato Grosso do Sul","Serra Santa Cruz, Planalto Residual do Urucum.&nf;Campo Cerrado. Mina 7.","-57.559222","-19.238889",NA,NA,NA,"Erva de 15 cm de altura. Pétalas amarelas. Fruto maduro negro. Solo minério de ferro.","UEC011321","UEC011321","Corumbá",NA,NA,NA,"-57.559222","-19.238889","2004","07",NA,NA,NA,NA,NA,NA,NA
"543","2019-08-20 10:13:29-03","UNICAMP","UEC","141141","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Silva, RR","Silva, RR; Iziel","1258","2003","10","27",NA,"Brazil","Mato Grosso do Sul","Serra Urucum, Planalto Residual do Urucum. &nf;Campo Cerrado.","-57.606944","-19.179444",NA,NA,NA,"Erva de 10 cm de altural. Flores amarelas. Solo minério de ferro.","UEC011325","UEC011325","Corumbá",NA,NA,NA,"-57.606944","-19.179444","2003","10",NA,NA,NA,NA,NA,NA,NA
"544","2019-08-20 10:13:29-03","UNICAMP","UEC","141798","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don",NA,"Silva, RR; Velásquez, JS","1214","2004","10","22",NA,"Brazil","Mato Grosso do Sul","Serra do Jacadigo, Planalto Residual do Urucum.","-57.838056","-19.231111","773","773",NA,"Erva erecta de 15 cm de altura. Flores amarelas. Solo minério de ferro.","UEC011320","UEC011320","Corumbá",NA,NA,NA,"-57.838056","-19.231111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","2019-08-20 10:13:29-03","UNICAMP","UEC","141960","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Silva, RR","Silva, RR; Velásquez, JS","265","2003","02","13",NA,"Brazil","Mato Grosso do Sul","Serra Tromba dos Macacos, Planalto Residual do Urucum. Acesso pela Fazenda Vovô Osvaldo. Campo Cerrado.","-57.6745","-19.205139","277","277",NA,"Erva erecta de 10cm de altura. Flores amarelas. Solo minério de ferro.","UEC011314","UEC011314","Corumbá",NA,NA,NA,"-57.6745","-19.205139","2003","02",NA,NA,NA,NA,NA,NA,NA
"546","2019-08-20 10:13:29-03","UNICAMP","UEC","142405","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Silva, RR; Maciel, A","260","2003","02","10",NA,"Brazil","Mato Grosso do Sul","Topo da Serra Urucum., Planalto Residual do Urucum. Acesso pela Urucum Mineiração. Campo Cerrado.","-57.611833","-19.186778","761","761",NA,"Arbusto de 30 cm de altura. Flores amarelas; frutos imaturos verdes, maduros pretos. Solo minério de ferro.","UEC004788","UEC004788","Corumbá",NA,NA,NA,"-57.611833","-19.186778","2016","08","11",NA,NA,NA,NA,NA,NA
"547","2021-03-01 16:30:34-03","UNICAMP","UEC","156986","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Kinoshita, LS; Bordon, NG; Brito, VLG; Cangani, KG; Galvão, JC; et al.","11-154","2011","02","19",NA,"Brazil","Minas Gerais","Serra da Canastra, Fazenda Vale do Céu, trilha do macaco.","-46.540278","-20.488889",NA,NA,NA,"Cálice verde e corola amarela.; Mata estacional Semi-decídula e Cerrado.","UEC015280","UEC015280","Delfinópolis",NA,NA,NA,"-46.540278","-20.488889","2015","08","28",NA,NA,NA,NA,NA,NA
"548","2019-08-20 10:13:29-03","UNICAMP","UEC","202254","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Oliveira, RC; Silva, GP","666","1997","03","21",NA,"Brazil","Maranhão","Projeto Geral de Balsas - L.2.","-46","-7.583333",NA,NA,NA,"fruto, Erva ereta, flor amarela, frequente, fruto imaturo verde. Cálice verde.","UEC170756","UEC170756","Balsas",NA,NA,NA,"-46","-7.583333","2016","08","11",NA,NA,NA,NA,NA,NA
"549","2019-08-20 10:13:29-03","UNICAMP","UEC","141805","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Silva, RR","Silva, RR; Velásquez, JS","445","2003","10","25",NA,"Brazil","Mato Grosso do Sul","Acesso pelo Sítio Nossa Senhora Auxiliadora. Campo Cerrado. Solo minério de ferro.","-57.6533012390137","-19.0091991424561",NA,NA,NA,"Erva erecta de 20 a 40 cm de altura. Flores amarelas.","UEC011319","UEC011319","Corumbá",NA,"295160","auto",NA,NA,"2003","10",NA,NA,NA,NA,NA,NA,NA
"550","2019-08-20 10:13:29-03","UNICAMP","UEC","140790","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Silva, RR","Silva, RR; Silva, R","90","2003","10","06",NA,"Brazil","Mato Grosso do Sul","Topo da Serra Santa Cruz, Planalto Residual do Urucum.&nf;Campo cerrado. Área da Mineração Corumbaense.","-57.6533012390137","-19.0091991424561",NA,NA,NA,"Erva ereta de 15 cm de altura. Flores amarelas. Solo minério de ferro.","UEC011323","UEC011323","Corumbá",NA,"295160","auto",NA,NA,"2003","10",NA,NA,NA,NA,NA,NA,NA
"551","2019-08-20 10:13:29-03","UNICAMP","UEC","34462","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Leitão Filho, HF; Semir, J; Tozzi, AMGA","15387","1983","12","09",NA,"Brazil","Minas Gerais","Cachoeira da Fumaça e Serra de Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,NA,"flor, Herbáceo com xilopódio, flores amarelas, em cerrado aberto.","UEC004780","UEC004780","Carrancas",NA,"21143","auto",NA,NA,"2016","08","11",NA,NA,NA,NA,NA,NA
"552","2019-08-20 10:13:29-03","UNICAMP","UEC","102009","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Kinoshita, LS; Hayashi, AH; Elias, SI","98261","1998","10","07",NA,"Brazil","Minas Gerais","Vargem Grande.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"flor, Subarbusto ereto, ca. 30 cm, flores amarelas. Campo rupestre.","UEC004798","UEC004798","Carrancas",NA,"21143","auto",NA,NA,"2016","08","11",NA,NA,NA,NA,NA,NA
"553","2019-08-20 10:13:29-03","UNICAMP","UEC","64949","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Leitão Filho, HF","27839","1992","12","10",NA,"Brazil","Minas Gerais","Estrada Diamantina - Mendanha.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"fruto, Herbácea, corola amarela, frutos verdes.","UEC004796","UEC004796","Diamantina",NA,"101169","auto",NA,NA,"2016","08","11",NA,NA,NA,NA,NA,NA
"554","2020-02-10 17:52:39-03","UNICAMP","UEC","8271","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Bufarah, GBG; Salgado, PR; Almeida, JE","s.n.","1976","04","06",NA,"Brazil","Minas Gerais","Estrada Lavras-São João Del Rey. (Furnas","-44.6577987670898","-21.2980995178223",NA,NA,NA,"fruto, Campo, herbácea, ereta.","UEC004803","UEC004803","Itutinga",NA,"24458","auto",NA,NA,"2016","08","11",NA,NA,NA,NA,NA,NA
"555","2019-08-20 10:13:29-03","UNICAMP","UEC","2521","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Fortuna-Perez, AP","Leitão Filho, HF; Shepherd, GJ; Joly, CA","1890","1982","12","02",NA,"Brazil","Minas Gerais","Área próxima ao Hotel Presidente.","-46.5614013671875","-21.7877998352051",NA,NA,NA,"flor, De fisionomia campestre com afloramentos. Herbáceo, flores amarelas.","UEC121436","UEC121436","Poços de Caldas",NA,"23696","auto",NA,NA,"2012","11",NA,NA,NA,NA,NA,NA,NA
"556","2019-08-20 10:13:29-03","UNICAMP","UEC","29681","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Fortuna-Perez, AP","Leitão Filho, HF; Shepherd, GJ; Joly, CA","1890","1982","12","02",NA,"Brazil","Minas Gerais","Área próxima ao Hotel Presidente.","-46.5614013671875","-21.7877998352051",NA,NA,NA,"flor, De fisionomia campestre com afloramentos. Herbáceo, flores amarelas.","UEC004837","UEC004837","Poços de Caldas",NA,"23696","auto",NA,NA,"2012","11",NA,NA,NA,NA,NA,NA,NA
"557","2019-08-20 10:13:29-03","UNICAMP","UEC","103171","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Kinoshita, LS; Galvão, JC","96192","1996","12","10",NA,"Brazil","Minas Gerais","Serra da Canastra, córrego das Rolinhas.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"flor, Subarbusto ereto, flores amarelas.","UEC004823","UEC004823","São Roque de Minas",NA,"57119","auto",NA,NA,"2016","08","11",NA,NA,NA,NA,NA,NA
"558","2019-08-20 10:13:29-03","UNICAMP","UEC","8324","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Leitão Filho, HF; Semir, J; Andrade, JB","4727","1977","04","14",NA,"Brazil","São Paulo","Rodovia Itararé a Apiaí.","-49.3400001525879","-24.1100006103516",NA,NA,NA,"flor, Subarbusto até 40 cm, flores amarelas.","UEC004726","UEC004726","Itararé",NA,"27729","auto",NA,NA,"2016","08","12",NA,NA,NA,NA,NA,NA
"559","2019-08-20 10:13:29-03","UNICAMP","UEC","8269","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Semir, J; Shepherd, GJ; Salgado, PR; Andrade, JB","7284","1978","02","22",NA,"Brazil","São Paulo","Cerrado próximo à Rodovia W. Luiz.","-47.8199996948242","-22.25",NA,NA,NA,"fruto, Subarbusto até 40 cm, flores amarelas.","UEC004785","UEC004785","Itirapina",NA,"22843","auto",NA,NA,"2016","08","12",NA,NA,NA,NA,NA,NA
"560","2019-08-20 10:13:29-03","UNICAMP","UEC","8270","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Leitão Filho, HF; Andrade, JB","6573","1977","12","05",NA,"Brazil","São Paulo",NA,"-47.4700012207031","-20.25",NA,NA,NA,"flor, Herbácea, ereta, até 40 cm, flores amarelas.","UEC004792","UEC004792","Pedregulho",NA,"27552","auto",NA,NA,"2016","08","12",NA,NA,NA,NA,NA,NA
"561","2019-08-20 10:13:29-03","UNICAMP","UEC","8250","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","fusiformis","Eriosema crinitum fusiformis","(Rusby) Grear","Cândido, ES","Shepherd, GJ; Kinoshita, LS; Tamashiro, JY; Andrade, JB","3800","1976","11","29",NA,"Brazil","Goiás","Estrada Brasília - Belo Horizonte, km 5.",NA,NA,NA,NA,NA,"fruto, Herbáceo, flores amarelas.","UEC004795","UEC004795",NA,NA,NA,NA,NA,NA,"2016","08","11",NA,NA,NA,NA,NA,NA
"562","2019-08-20 10:13:29-03","UNICAMP","UEC","119723","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","fusiformis","Eriosema crinitum fusiformis","(Rusby) Grear","Cândido, ES","Flores, AS; Rodrigues, RS","539","2001","04","12",NA,"Brazil","Mato Grosso","BR 163, km 38.","-54.1502990722656","-17.2089004516602",NA,NA,NA,"flor, Em cerrado alterado próximo à rodovia, subarbusto ereto, 40 cm alt., flores amarelas.","UEC004802","UEC004802","Itiquira",NA,"148503","auto",NA,NA,"2016","08","11",NA,NA,NA,NA,NA,NA
"563","2020-02-10 17:52:39-03","UNICAMP","UEC","8252","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","fusiformis","Eriosema crinitum fusiformis","(Rusby) Grear","Cândido, ES","Leitão Filho, HF; Andrade, JB; Bufarah, GBG","6590","1977","12","05",NA,"Brazil","Minas Gerais","Serra da Canastra.","-46.940601348877","-19.5932998657227",NA,NA,NA,"fruto, Nativo em campo rupestre. Herbácea até 20 cm, flores amarelas.","UEC004797","UEC004797","Araxá",NA,"29994","auto",NA,NA,"2016","08","11",NA,NA,NA,NA,NA,NA
"564","2019-08-20 10:13:29-03","UNICAMP","UEC","25155","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","crinitum","fusiformis","Eriosema crinitum fusiformis","(Rusby) Grear","Cândido, ES","Carvalho, RM; Ramos, J","11585","1980","10","16",NA,"Brazil","São Paulo","Estação Biológica de Mogi Guaçu, (faz. Campininha)","-46.9421997070312","-22.372200012207",NA,NA,NA,"fruto, Herbácea.","UEC004799","UEC004799","Mogi Guaçu",NA,"39309","auto",NA,NA,"2016","08","11",NA,NA,NA,NA,NA,NA
"565","2020-04-22 16:20:31-03","UFPB","JPB","43187","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G. Don","Fernandes, A; Bezerra, P","Nunes, E; Martins, P","EAC7720","1979","12","11","Southern America","Brasil","Maranhão","BR 230, a 4 km de Estreito",NA,NA,NA,NA,NA,"; HABITAT: Cerrado.; DESC: Erva, flor amarela.","JPB0043187",NA,NA,NA,NA,NA,NA,NA,"1980","01","04",NA,NA,NA,NA,NA,NA
"566","2020-03-12 10:29:12-03","UFOP","OUPR","27383","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don.",NA,"Ducke, A.","s.n.","1926","04","24",NA,"Brasil","Pará",NA,NA,NA,NA,NA,NA,"Campos. Flor amarela",NA,NA,"Macapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","2020-03-12 10:29:12-03","UFOP","OUPR","25928","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don.","Lanna, J.M.","Lanna, J.M.; Gramigna, T.H.A.","s.n.","2010","08","18",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Preto, Trilha da Prainha. Cerrado","-43.343583","-18.12025","900","900",NA,"Herbácea, flor amarela",NA,NA,"São Gonçalo do Rio Preto",NA,NA,NA,"-43.343583","-18.12025","2010","09",NA,NA,NA,NA,NA,NA,NA
"568","2020-03-12 10:29:12-03","UFOP","OUPR","27043","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don.","Cândido, E.S.; Fortuna-Perez, A.P.","Fortuna-Perez, A.P.; Silva, M.; Krrla, F. & Lopes, G.","1431","2012","10","06",NA,"Brasil","Goiás","Floresta Nacional de Silvânia","-48.6","-16.65","900","900",NA,"Mata seca/Cerrado",NA,NA,"Silvânia",NA,NA,NA,"-48.6","-16.65","2013","03",NA,NA,NA,NA,NA,NA,NA
"569","2020-03-12 10:29:12-03","UFOP","OUPR","28248","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don.","Cândido, E.S.","Cândido, E.S.; Fortuna-Perez, A.P. & Fantini, I.F.","1079","2014","06","07",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Preto, Próximo à placa de 6 km do restaurante F. dos Santos.","-43.317139","-18.153528","1034","1034",NA,NA,NA,NA,"São Gonçalo do Rio Preto",NA,NA,NA,"-43.317139","-18.153528","2014","06","07",NA,NA,NA,NA,NA,NA
"570","2020-03-12 10:29:12-03","UFOP","OUPR","26927","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don.","Mantovani, W.","Muniz, C.F.; Giulietti, A.M.; Silva, J.S.; Lewis, G.P. & Mantovani, W.","CFSC 7861","1982","02","17",NA,"Brasil","Minas Gerais","Fazenda Bela Vista, Ca. 3km da cidade","-43.7144012451172","-19.1688995361328","980","980",NA,"Cerrado. Erva, 30cm alt., flores amarelas",NA,NA,"Santana do Riacho",NA,"26557","auto",NA,NA,"1982","02","17",NA,NA,NA,NA,NA,NA
"571","2020-03-12 10:29:12-03","UFOP","OUPR","28288","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don.","Cândido, E.S.","Cândido, E.S.; Fortuna-Perez, A.P. & Fantini, I.F.","1084","2014","06","07",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Preto, Próximo aos sanitários, no início da trilha para o poço de areia.","-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,NA,NA,"São Gonçalo do Rio Preto",NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","2020-03-12 10:29:12-03","UFOP","OUPR","26929","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don.","Cândido, E.S.","Hoehne, F.C.; Gehrt, A.","s.n.","1936","10","20",NA,"Brasil","São Paulo","Itaim","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Arbusto do campo. Flor amarela",NA,NA,"São Paulo",NA,"53584","auto",NA,NA,"2014","04","27",NA,NA,NA,NA,NA,NA
"573","2020-03-12 10:29:12-03","UFOP","OUPR","26882","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don.","Fortuna-Perez, A.P.","Fortuna-Perez, A.P.","1406","2012","03",NA,NA,"Brasil","Minas Gerais","Parque Estadual do Rio Preto, Proximidades da portaria do PERP","-43.333333","-18.1","829","829",NA,"Cerrado",NA,NA,"São Gonçalo do Rio Preto",NA,NA,NA,"-43.333333","-18.1","2012","03",NA,NA,NA,NA,NA,NA,NA
"574","2020-03-12 10:29:12-03","UFOP","OUPR","26980","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don.","Fortunato, R.H.","Souza, V.C.; Souza, J.P.; Scalon, V.R. & Duarte, A.R.","16917","1997","05","22",NA,"Brasil","Mato Grosso","Fazenda Camargo, Aproximadamente 7km NW (em linha reta) de Diamantino","-56.5","-14.283333",NA,NA,NA,"Savana arborizada (cerrado). Subarbusto ca. 30cm, flores amarelas",NA,NA,"Diamantino",NA,NA,NA,"-56.5","-14.283333","2002","06",NA,NA,NA,NA,NA,NA,NA
"575","2020-03-12 10:29:12-03","UFOP","OUPR","26981","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don.","Fortunato, R.H.","Souza, V.C.; Miyagi, P.H. & Souza, J.P.","7972","1995","03","08",NA,"Brasil","Minas Gerais","Fazenda do Bom Retiro, Ca. 8km de Lagoa Dourada em direção a Entre Rios de Minas","-44.067222","-20.914444",NA,NA,NA,"Campo rupestre. Subarbusto, flores amarelas",NA,NA,"Lagoa Dourada",NA,NA,NA,"-44.067222","-20.914444","2002","06",NA,NA,NA,NA,NA,NA,NA
"576","2020-03-12 10:29:12-03","UFOP","OUPR","27042","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don.","Cândido, E.S.; Fortuna-Perez, A.P.","Fortuna-Perez, A.P.; Silva, M.; Karla, F.; Lopes, G. & Alessandro","1430","2012","10","06",NA,"Brasil","Goiás","Floresta Nacional de Silvânia","-48.6","-16.65","900","900",NA,"Mata Seca/Cerrado",NA,NA,"Silvânia",NA,NA,NA,"-48.6","-16.65","2013","03",NA,NA,NA,NA,NA,NA,NA
