"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","previousCatalogNumber","typeStatus","fieldNumber","individualCount"
"15","2020-11-04 12:15:56-03","ESALQ","ESA","137347","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A. St.-Hill. & Moq.","J. Cordeiro","M.L. Brotto","942.0","2013","02","15",NA,"Brasil","Paraná","Piraí do Sul","Mariane","-49.948600769043","-24.5261001586914",NA,NA,"ESA137347",NA,NA,NA,"37171","auto",NA,"2013","02","18",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:17:31-03","ESALQ","ESA","78658","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana",NA,NA,"Scaramuzza, C.A.M. ; Souza, V.C.","529.0","1989","09","24",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA078658","ESA078658",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:17:31-03","ESALQ","ESA","12464","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil.","M.C. Marques","Souza, V.C. et al.","4728.0","1993","11","27",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA012464","ESA012464",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:17:31-03","ESALQ","ESA","17153","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana",NA,NA,"Souza, V.C. et al.","3927.0","1993","05","22",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA017153","ESA017153",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-02-02 14:38:55-02","BGBM","B","B 10 0068209","S","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana",NA,NA,"Lyman B. Smith & R. M. Klein","11531",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100068209 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100068209","B100068209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:31:53-03","IAP","PACA-AGP","33701","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A. St.-Hil. & Moq.","R. Lüdtke","Hatschbach, G.",NA,"1946","03","02",NA,"Brasil","PR",NA,NA,NA,NA,NA,"Habitat: In campestribus graminosis Fenofase: flor","PACA033701",NA,NA,NA,NA,NA,"Magnoliatae","2003","09","23",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:31:53-03","IAP","PACA-AGP","45420","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A. St.-Hil. & Moq.","Emrich-Rambo","Rambo, B.",NA,"1950","01","18",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Habitat: In campestribus humidis dumetosis Fenofase: flor e fruto","PACA045420",NA,NA,NA,"55856","auto","Magnoliatae","1954","09","09",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-27 16:44:17-03","UFSC","CTBS","2679","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.",NA,"Pastore, J.F.B.; Mota, M.C. de A.; Elias Florentin, J. & Nuñez Florentin, M.","5290","2016","12",NA,NA,"Brasil","Paraná","Piraí do Sul","Piraí do Sul, próximo a divisa de municipio de Jaguariaíva (PR 151)","-49.855833","-24.389722",NA,"Planta rasteira de flores roxas.",NA,NA,"1173","1173",NA,NA,NA,NA,NA,NA,NA,"49°51'21W","24°23'23S",NA,NA,NA,NA
"23","2020-02-27 16:44:17-03","UFSC","CTBS","2519","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.","Pastore, J.F.B.","Hatschbach, G.","2543","1971","01","06",NA,"Brasil","Paraná","Balsa Nova","Serra S. Luis","-49.6356010437012","-25.5839004516602",NA,"Flor rosada, procumbente no campo pedregoso.",NA,NA,NA,NA,"27346","auto",NA,"2017","07",NA,NA,NA,NA,"MBM",NA,NA,NA
"24","2020-02-27 16:44:17-03","UFSC","CTBS","2622","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.","Pastore, J.F.B.","Cordeiro, J.; Barbosa, E. & Costa, E.F.","3969","2010","11","19",NA,"Brasil","Paraná","Jaguariaíva","Lajeado Butiá, estrada para Fazenda Rondon","-49.7057991027832","-24.2511005401611",NA,"Erva prostrada; Flor lilás; Lajeados úmidos.",NA,NA,NA,NA,"44368","auto",NA,"2017","07",NA,NA,NA,NA,"MBM",NA,NA,NA
"25","2020-02-27 16:44:17-03","UFSC","CTBS","447","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.","Pastore, J.F.B.","Pastore, José Floriano Barêa","5046","2015","01","04",NA,"Brasil","Paraná","Ponta Grossa","BR 153, Ponta Grossa saída para Palmeira, em frente ao clube de Golfe.","-50.1618995666504","-25.0949993133545",NA,"Erva rasteira de flores róseas.",NA,NA,NA,NA,"46557","auto",NA,"2015","01",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-27 16:44:17-03","UFSC","CTBS","3205","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.",NA,"Pastore, J.F.B. & Mota, M.C. de A.","5231","2016","11","15",NA,"Brasil","Paraná","Ponta Grossa","Cerca de 20 km de Ponta Grossa. Entre S.M. do Sul e Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,"Área de campo ao lado da estrada. Foto",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:43:55-03","UFJF","CESJ","61026","PreservedSpecimen","Plantae","Angiosperma",NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A. St.-Hil. & Moq.","J.F.B. Pastore","D.S. Santiago; K. Antunes; R.J.V. Alves","279","2012","11","24","América do Sul","Brasil","Minas Gerais","Alagoa","Parque Estadual da Serra do Papagaio, Pico do Santo Agostinho (Garrafão). Campo de altitude (topo).","-44.6418991088867","-22.1706008911133",NA,"Erva, até 10 cm. Flores rosa.","CESJ061026",NA,NA,NA,"13155","auto",NA,"2013","08",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:43:55-03","UFJF","CESJ","56617","PreservedSpecimen","Plantae","Angiosperma",NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A. St.-Hil. & Moq.","J.F.B. Pastore","L. Menini Neto; F.R.G. Salimena; V.A.O. Dittrich; F.S. Souza; L.C.Pereira; R.Macedo; P.H. Nobre","836","2010","07","25","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio","-44.8899993896484","-21.9589004516602",NA,"Terrestre, na borda de floresta nebular. Flores róseas.","CESJ056617",NA,NA,NA,"29865","auto",NA,"2013","08",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:38:16-03","UNICAMP","UEC","77862","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.","Marques, MC","Souza, VC; Miyage, PH; Souza, JP; Nakagomi, MY","7344","1994","11","14",NA,"Brazil","São Paulo","Itararé","Estrada Itararé - Bonsucesso. Fazenda Santa Maria do Espinho. Campo natural com banhado e mata ciliar adjacentes.","-49.263056","-24.261667",NA,"Erva rastejante, flores róseas. Campo.","UEC079335","UEC079335",NA,NA,NA,NA,NA,"1998","05",NA,NA,"-49.263056","-24.261667",NA,NA,NA,NA
"30","2021-03-01 16:38:16-03","UNICAMP","UEC","12928","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.","Lüdtke, R","Hatschbach, G","39171","1976","11","08",NA,"Brazil","Paraná","Balsa Nova","Campina da Cascavél. Campo rochoso.","-49.6356010437012","-25.5839004516602",NA,"Reptante, flor rosada escuro.","UEC079337","UEC079337",NA,NA,"27346","auto",NA,"2007","09","19",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:23:17-03","UNICAMP","UEC","77592","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.","Lüdtke, R","Stehmann, JR; Semir, J","2154","1995","02","02",NA,"Brazil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,"Flores magenta-claro.","UEC079340","UEC079340",NA,NA,"35166","auto",NA,"2007","09","19",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:38:16-03","UNICAMP","UEC","36165","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.","Pastore, JF","Oliveira, LMQ; Kinoshita, LS; Semir, J; et al.","16543","1984","09","29",NA,"Brazil","São Paulo","Campos do Jordão","Estrada entre Reserva do Inst. Florestal a S. José dos Alpes, mais ou menos 6km. Em mata de encosta e campo de altitude.","-45.5900001525879","-22.7299995422363",NA,"Erva ereta em beira de estrada. Flores lilases.","UEC088137","UEC088137","1700","1700","21048","auto",NA,"2010","08",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:38:16-03","UNICAMP","UEC","070011","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.","Pastore, JF","Sciamarelli, A; et al.","26554","1992","06","09",NA,"Brazil","São Paulo","Campos do Jordão","Pico do Itapeva.","-45.5900001525879","-22.7299995422363",NA,"Herbácea, ca. 20cm, inflorescência com brácteas roxas, flores brancas.","UEC088130","UEC088130",NA,NA,"21048","auto",NA,"2010","08",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:38:16-03","UNICAMP","UEC","86224","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.","Marques, MC","Longhi-Wagner, HM; Boechat, SC; Araújo, AC; et al.","3202","1996","01","25",NA,"Brazil","São Paulo","Itararé","Entrada para Fazenda Ventania.","-49.3400001525879","-24.1100006103516",NA,"Baixada úmida, arenosa, flor pink.","UEC079338","UEC079338",NA,NA,"27729","auto",NA,"1998","05",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-16 17:52:23-03","UCS","HUCS","39994","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A. St.-Hil. & Moq.","Cordeiro, J.","Brotto, M.L.","942","2013","02","15",NA,"Brasil","Paraná","Piraí do Sul","Fazenda Nova Era","-49.849242","-24.389503",NA,"erva prostrada, flores lilases; Estepe graminoso-Lenhoso-campo limpo",NA,NA,"1208","1208",NA,NA,NA,"2013","02","18",NA,"-49.849242","-24.389503",NA,NA,NA,NA
"36","2021-03-16 17:52:23-03","UCS","HUCS","40077","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A. St.-Hil. & Moq.","Cordeiro, J.","Cordeiro, J.","4657","2012","09","17",NA,"Brasil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,"reptante, flor lilás; campo limpo seco",NA,NA,NA,NA,"35166","auto",NA,"2012","10",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-16 17:52:23-03","UCS","HUCS","13552","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A. St.-Hil. & Moq.","Lüdtke, R.","Dombrowski, L.T.","1312","1979","11","14",NA,"Brasil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,"flores rosado forte; campo pedregoso, limpo",NA,NA,NA,NA,"27346","auto",NA,"2007","09","19",NA,NA,NA,NA,NA,NA,NA
"38","2019-08-16 08:40:40-03","UTFPR","HCF","8320","S","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.","J. Cordeiro & G. Felitto","M.G. Caxambu","2790","2009","10","17",NA,"Brasil","PR","Palmeira","Rod. BR-277, Km 156, próximo ao Pedágio","-49.891306","-25.475194",NA,"erva heliófita, reptante. Flores roxas.",NA,NA,"883","883",NA,NA,NA,"2011",NA,NA,NA,"49°53'28,7 W","25°28'30,7 S",NA,NA,NA,NA
"39","2019-08-16 08:40:40-03","UTFPR","HCF","23459","S","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.","R. Lüdtke","O.S. Ribas","4552","2002","03","07",NA,"Brasil","PR","Lapa","Rio Capivari, próximo a barra com o Rio","-49.7158012390137","-25.7696990966797",NA,"erva, ascendente, flor rosada. Campo limpo, seco.",NA,NA,NA,NA,"49965","auto",NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-16 08:40:40-03","UTFPR","HCF","17381","S","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.","J. Cordeiro","J. Cordeiro","4657","2012","09","17",NA,"Brasil","PR","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,"reptante, flor lilás. Campo limpo, seco.",NA,NA,NA,NA,"35166","auto",NA,"2012","10",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-16 08:40:40-03","UTFPR","HCF","1624","S","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.","J. Cordeiro & E. Barboza","M.G. Caxambu","688","2004","11","07",NA,"Brasil","PR","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,"Herbácea, reptante à ereta, com folhas alternas, glabras, lanceoladas. Flores rosas em inflorescências terminais.",NA,NA,NA,NA,"35166","auto",NA,"2005","05",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-04 11:31:09-03","UFSM","SMDB","19339","S","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A.St.-Hil. & Moq.","Cordeiro, J","Brotto, ML; Barboza, E Cordeiro; Saridakis, DP","942","2013","02","15",NA,"Brasil","Paraná","Piraí do Sul","Fazenda Nova Era","-49.849242","-24.389444",NA,"Era prostada, flores lilases. Estepe gramíneo- lenhosa (Campo limpo)","SMDB019339",NA,NA,NA,NA,NA,NA,"2013","21","18",NA,"-49.849242","-24.389444",NA,NA,NA,NA
"43","2020-12-21 16:41:19-03","MBM","MBM","49845","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.","39171",NA,NA,NA,"Southern America","Brazil","Paraná","Balsa Nova","Campina da Cascavel","-49.6356010437012","-25.5839004516602",NA,NA,"MBM049845","MBM049845",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:41:19-03","MBM","MBM","245586","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A. St.-Hil.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","10854",NA,NA,NA,"Southern America","Brazil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,NA,"MBM245586","MBM245586",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:41:19-03","MBM","MBM","245588","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A. St.-Hil.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","10817",NA,NA,NA,"Southern America","Brazil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,NA,"MBM245588","MBM245588",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:41:19-03","MBM","MBM","37217","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.; Haas, H.; Haas, H.","14005",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Cajuru","-49.7057991027832","-24.2511005401611",NA,NA,"MBM037217","MBM037217",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:41:19-03","MBM","MBM","245577","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A. St.-Hil.","Dombrowski, L.T.","Dombrowski, L.T.","4491",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM245577","MBM245577",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:41:19-03","MBM","MBM","57215","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","moquiniana","Polygala moquiniana","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.","9554",NA,NA,NA,"Southern America","Brazil","Paraná","Balsa Nova","Campina da Cascavel","-49.6356010437012","-25.5839004516602",NA,NA,"MBM057215","MBM057215",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
