"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","recordNumber","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus","sex"
"11","2017-08-04 09:59:00-03","NY","NYBG","02618884","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa",NA,NA,NA,NA,NA,"W. A. Rodrigues","1963","04","02","Brazil","Pará",NA,"Vila de Quatipuru, Campo Grande.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2935621' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618884",NA,NA,"5078","NY02618884_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00938408","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton",NA,NA,NA,NA,"E. P. Heringer","1967","09","10","Brazil","Distrito Federal","Brasília","Parque Nacional de Brasília.","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007523' target='other'> <mi>dwc_moreinfo</mi></a>","NY00938408",NA,NA,"11174","NY00938408_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00750052","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton","A. C. Araújo",NA,NA,NA,"J. P. P. Carauta","1977","04","18","Brazil","Rio de Janeiro",NA,"Poco d'Anta, nos alagados próximos ao Rio Sao Joao","-42.283141","-22.583352",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911467' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750052",NA,NA,"2434","NY00750052_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","612719","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton","T. M. Koyama",NA,NA,NA,"G. G. Hatschbach","1970","09","27","Brazil","Paraná","Sao Jerônimo da Serra","Rio Jeronimo.","-50.7408","-23.7278",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545121' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612719",NA,NA,"24838","NY00612719_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","612711","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton","T. M. Koyama",NA,NA,NA,"H. S. Irwin","1971","02","25","Brazil","Bahia",NA,"Rio Riachao, ca. 27 km N. of Seabra, road to Agua de Rega. Serra da Agua de Rega.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545111' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612711","1000","1000","31013","NY00612711_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","612858","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa asperula","(Nees) Kük.","E. R. Guaglianone",NA,NA,NA,"E. W. D. Holway","1922","04","28","Brazil","São Paulo",NA,"Campos do Jordao.","-45.540301","-22.687374",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43705' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612858","1600","1600","1790","NY00612858_01","South America","sheet",NA,"Magnoliophyta","Poales","asperula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2017-08-04 09:50:00-03","NY","NYBG","02618877","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa",NA,NA,NA,NA,NA,"N. A. Rosa","1992","01","16","Brazil","Pará","Ilha de Marajó","Lagoa do Hotel Pousada dos Guarás, reserva ecológica de Salva Terra",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2935613' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618877",NA,NA,"5564","NY02618877_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2422806","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton",NA,NA,NA,NA,"E. P. Heringer","1975","09","22","Brazil","Minas Gerais","Marliéria","along road between Timoteao and Dionisio, just outside entrance of Parque Estadual do Rio Doce.","-42.62","-19.73",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673828' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422806","400","400","15130","NY02422806_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02618873","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton",NA,NA,NA,NA,"R. Spruce","1849","07",NA,"Brazil",NA,NA,"In vicinibus Para.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2935609' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618873",NA,NA,"s.n.","NY02618873_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3785601","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton",NA,NA,NA,NA,"J. A. Steyermark","1973","04","18","Venezuela","Amazonas",NA,"Sierra Parima: Vecindades de Simarawochi, Río Matacuni, a unos 6-7 Km. al Oeste de la frontera Venezolana-Brasilera","-64.6","3.82",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4146738' target='other'> <mi>dwc_moreinfo</mi></a>","NY03785601","795","830","107467","NY03785601_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","612722","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton",NA,NA,NA,NA,"G. Davidse","1976","03","14","Brazil","Paraná",NA,"2 km E of Cascavel along Highway BR-277 to Curitiba.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612722","670","670","11248","NY00612722_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","612720","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton",NA,NA,NA,NA,"G. G. Hatschbach","1973","12","30","Brazil","Paraná","Curitiba","Jardim Natalia.","-49.2731","-25.4281",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612720",NA,NA,"33426","NY00612720_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02618882","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton",NA,NA,NA,NA,"E. P. Killip","1929","11","03","Brazil","Pará",NA,"Ilha do Mosqueiro, near Pará","-48.3828","-1.1458",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2935619' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618882",NA,NA,"30404","NY02618882_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","612710","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton","T. M. Koyama",NA,NA,NA,"S. A. Mori","1979","04","06","Brazil","Bahia","Santa Cruz Cabrália","Rodovia Porto Seguro/Sta. Cruz de Cabrália, a 13 km ao N de Porto Seguro.","-39.0131351","-16.3509932",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612710",NA,NA,"11666","NY00612710_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","612736","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton",NA,NA,NA,NA,"J. C. Lindeman","1966","11","18","Brazil","Paraná",NA,"Road side near Foz do Iguacú. Wet place by streamlet, by road to Jardinópolis.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612736",NA,NA,"3303","NY00612736_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","661395","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton","E. R. Guaglianone",NA,NA,NA,"A. E. Burkart","1971","10","16","Argentina","Entre Ríos","Colón","A°. Urquiza.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00661395",NA,NA,"28502",NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","612852","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa asperula","(Nees) Kük.","E. R. Guaglianone",NA,NA,NA,"L. B. Smith","1956","12","07","Brazil","Santa Catarina","Papanduva","North of Papanduva on the Estrada de Rodagem Federal. km. 151 ERF.","-50.1442","-26.3706",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612852","800","800","8411","NY00612852_01","South America","sheet",NA,"Magnoliophyta","Poales","asperula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","612735","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton","E. R. Guaglianone",NA,NA,NA,"J. E. Leite","1941","09",NA,"Brazil","Rio Grande do Sul",NA,"Vicinity of S. Leopoldo.","-51.143791","-29.75136",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545109' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612735",NA,NA,"463","NY00612735_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-08-04 09:40:00-03","NY","NYBG","02618872","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa",NA,NA,NA,NA,NA,"W. J. Junk","1974","04","14","Brazil","Amazonas",NA,"Lago Parú, no rio Solimões.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2935608' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618872",NA,NA,"31","NY02618872_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00938397","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton","T. M. Koyama",NA,NA,NA,"H. S. Irwin","1965","09","14","Brazil","Distrito Federal","Brasília","Córrego Urubú, W slopes of Chapada da Contagem, ca. 10 km. E. of Brasília","-47.82337","-15.7833",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00938397","1000","1000","8299","NY00938397_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","612734","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton","W. W. Thomas",NA,NA,NA,"D. S. D. de Araújo","1977","01","14","Brazil","Rio de Janeiro","Magé","Rio Guapimirim, margem do rio.","-43.0406","-22.6531",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545103' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612734",NA,NA,"1479","NY00612734_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00923301","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa asperula","(Nees) Kük.","E. R. Guaglianone",NA,NA,NA,"H. S. Irwin","1970","03","17","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Ca. 23 km E. of Diamantina","-43.5028","-18.162",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1005560' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923301","900","900","27747","NY00923301_01","South America","sheet",NA,"Magnoliophyta","Poales","asperula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00938405","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton","T. M. Koyama",NA,NA,NA,"H. S. Irwin","1970","01","31","Brazil","Minas Gerais","Patrocínio","Ca. 12 km N. of Patrocínio","-46.9925","-18.9439",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007457' target='other'> <mi>dwc_moreinfo</mi></a>","NY00938405","1000","1000","25773","NY00938405_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-11-01 11:57:00-02","NY","NYBG","612729","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa",NA,NA,NA,NA,NA,"R. Monteiro","1978","05","04","Brazil","São Paulo","Campinas","Fazenda Santa Ganebra (Unicamp).","-47.070633","-22.835869",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545144' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612729",NA,NA,"7696","NY00612729_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","687673","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton","A. C. Araújo",NA,NA,NA,"G. G. Hatschbach","1971","12","04","Brazil","Paraná","Palmas","Rio Chopim","-51.9906","-26.4844",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879178' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687673",NA,NA,"28210","NY00687673_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","612715","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton","A. C. Araújo",NA,NA,NA,"W. R. Anderson","1972","03","15","Brazil","Bahia",NA,"Banks of the Rio Itaguarí and adjacent weedy pastured, ca. 10 km S of Cocos. Espigao Mestre.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612715","530","530","37013","NY00612715_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","612713","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton","E. R. Guaglianone",NA,NA,NA,"W. R. Anderson","1972","03","05","Brazil","Bahia",NA,"Espigao Mestre, ca. 100 km WSW of Barreiras.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612713","750","750","36615","NY00612713_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","661336","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa asperula","(Nees) Kük.","E. R. Guaglianone",NA,NA,NA,"M. Bang",NA,NA,NA,"Bolivia","La Paz","Franz Tamayo","Apolo","-68.4172","-14.72",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00661336",NA,NA,"2331",NA,"South America","sheet",NA,"Magnoliophyta","Poales","asperula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02618858","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa asperula","(Nees) Kük.","P. Weber",NA,NA,NA,"C. F. S. Muniz","1982","03","23","Paraguay",NA,NA,"Provincia do Baixo Paraná, Campos de Hernandarias, próximo ao Rio Acaraí.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2935595' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618858",NA,NA,"437","NY02618858_01","South America","sheet",NA,"Magnoliophyta","Poales","asperula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00938398","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton",NA,NA,NA,NA,"H. S. Irwin","1965","09","18","Brazil","Distrito Federal","Brasília","Rio Torto, immediately N. of Brasília","-47.88","-15.72",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00938398","975","975","8449","NY00938398_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00938414","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","corymbosa","Rhynchospora corymbosa","(L.) Britton",NA,NA,NA,NA,"T. M. Koyama","1970","02","08","Brazil","Minas Gerais",NA,"8 km to Campos Gerais, on road between Tres Pontas and Campos Gerais.","-45.6883389","-21.27205",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007556' target='other'> <mi>dwc_moreinfo</mi></a>","NY00938414",NA,NA,"13724","NY00938414_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
