"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","imagecode","identifiedBy","locality","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"118","2021-01-14 15:21:54-03","MN","R","198700","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Zappi, D.C.; Wagner, H.L.; Cordeiro, I. & Menezes, N.L.","1986","01","29",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"(Mart.) T.U.P. Konno & Rapini",NA,NA,NA,"Fontella, J.P.",NA,"-43.6002998352051","-18.2493991851807","Diamantina",NA,NA,"101169","auto",NA,NA,"2018",NA,NA,NA,NA,NA,NA
"119","2021-01-14 15:21:54-03","MN","R","198695","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Rapini, A. 370; Kawasaki, M.L. & Mello-Silva, R.","1997","09","30",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"(Mart.) T.U.P. Konno & Rapini",NA,NA,NA,"Fontella, J.P.",NA,"-43.3088989257812","-17.0646991729736","Itacambira",NA,NA,"48089","auto",NA,NA,"2017",NA,NA,NA,NA,NA,NA
"120","2021-01-14 15:21:54-03","MN","R","46064","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Williams, L.O. 6350; Assis, V.","1945","03","24",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"(Mart.) T.U.P. Konno & Rapini",NA,NA,NA,"Fontella, J.P.",NA,"-43.8466987609863","-19.9855995178223","Nova Lima","1300","1300","29211","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA
"121","2021-01-14 15:21:54-03","MN","R","95116","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Mello Barreto, H.L.","1933","03","29",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"(Mart.) T.U.P. Konno & Rapini",NA,NA,NA,"Fontella, J.P.",NA,"-43.8466987609863","-19.9855995178223","Nova Lima","990","990","29211","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA
"122","2021-01-14 15:21:54-03","MN","R","32644","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Mello Barreto, H.L.","1938","02","02",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"(Mart.) T.U.P. Konno & Rapini",NA,"8999",NA,"Fontella, J.P.",NA,"-43.8513984680176","-19.7696990966797","Santa Luzia",NA,NA,"19939","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA
"123","2021-01-14 15:21:54-03","MN","R","46956","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Brade, A.C. 57; Altamiro 17554 ; Teodoro; Mello Filho, L.E. 142","1945","04",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"(Mart.) T.U.P. Konno & Rapini",NA,NA,NA,"Fontella, J.P.",NA,"-46.9914016723633","-20.9169006347656","São Sebastião do Paraíso",NA,NA,"24792","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA
"124","2021-01-14 15:21:54-03","MN","R","198276","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Hatschbach, G.G. 64189; Hatschbach, M. & Silva, J.M.","1996","01","16",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"(Mart.) T.U.P. Konno & Rapini",NA,NA,NA,"Fontella, J.P.",NA,"-44.7308006286621","-17.5981006622314","Várzea da Palma",NA,NA,"60948","auto",NA,NA,"2014",NA,NA,NA,NA,NA,NA
"125","2021-01-15 14:41:36-03","MN","R","95235","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Schwacke, C.A.W.","1880","01","08",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,"(Mart.) T.U.P. Konno & Rapini",NA,"II - 132",NA,"Fontella, J.P.",NA,"-53.4831008911133","-26.0303001403809","Pinhal de São Bento",NA,NA,"11361","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA
"126","2021-01-14 15:21:54-03","MN","R","218049","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Estevan, D.A. 573","2004","12","14",NA,"Brasil","Paraná",NA,NA,NA,"R010019457",NA,NA,"(Mart.) T.U.P. Konno & Rapini",NA,NA,NA,"Fontella, J.P.",NA,"-50.2428016662598","-24.2458000183105","Ventania",NA,NA,"32424","auto",NA,NA,"2011","11","27",NA,NA,NA,NA
"127","2021-01-14 15:21:54-03","MN","R","95287","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Vidal, J.","1956","01",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Mart.) T.U.P. Konno & Rapini",NA,NA,NA,"Fontella, J.P.",NA,"-48.8699989318848","-23.9799995422363","Itapeva",NA,NA,"42926","auto",NA,NA,"2013",NA,NA,NA,NA,NA,NA
"128","2015-07-02 14:41:53-03","JBP","HPL","1633","S","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","H. Lorenzi","2003","12","09",NA,"Brasil","SP",NA,NA,NA,NA,NA,NA,"(Mart.) T.U.P. Konno & Rapini",NA,"4215",NA,"V.C. Souza","Parque Ecológico, Gruta da Barreira, em campo-cerrado.","-49.34","-24.11","Itararé",NA,NA,"27729","auto",NA,NA,"2013","07","04",NA,NA,NA,NA
"129","2020-12-20 21:15:34-03","UFV","VIC","17183","PreservedSpecimen","Plantae","Asclepiadaceae","Minaria","acerosa","Minaria acerosa","Silva, A.F. da; et al.","1990","06","16",NA,"Brasil","Minas Gerais",NA,NA,"Herbácea de até 0,30 meros; flores amarelas, látex abundante.","VIC017183",NA,NA,"(Mart.) T.U.P. Konno & Rapini",NA,"1668","VIC017183",NA,"Área da Itaminas, Campo rupestre. Altitude de 1300 a 1450 metros.","-43.8577995300293","-20.4997005462646","Congonhas",NA,NA,"16368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-20 21:15:34-03","UFV","VIC","5412","PreservedSpecimen","Plantae","Asclepiadaceae","Minaria","acerosa","Minaria acerosa","Coons, M.P.; et al.","1977","02","25",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto com até 0,5 metro. Flores cremes. Lactífero.","VIC005412",NA,NA,"(Mart.) T.U.P. Konno & Rapini",NA,"280","VIC005412","Fontella, J.P.; Marquete, N.","Parque Florestal da Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1978","05","23",NA,NA,NA,NA
"131","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0059183","PreservedSpecimen","Plantae","Asclepiadaceae","Minaria","acerosa","Minaria acerosa","J. Cordeiro; L. Martin","2009","11","24",NA,"Brazil","Parana",NA,NA,"Volúvel, flor creme.",NA,"Magnoliophyta","Gentianales","(Mart.) T.U.P.Konno & Rapini",NA,"3672",NA,"J. Cordeiro","Pendas de Itaiacoca (Mun. Ponta Grossa).","-50.15","-25.0833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-06-30 18:31:57-03","UFJF","CESJ","40986","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","L. Menini Neto; R.J.V. Alves","2003","12","01","América do Sul","Brasil","Minas Gerais",NA,NA,"Subarbusto 60cm. Caule e folhas verdes, flores verdes-claras a alvas.","CESJ040986","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"57","CESJ040986","L.C.Pereira","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","Lima Duarte",NA,NA,"30417","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"133","2019-11-21 14:30:41-03","UFJF","CESJ","8626","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","L. Krieger","1970","05","15","América do Sul","Brasil","Minas Gerais",NA,NA,NA,"CESJ008626","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"CESJ8626","CESJ008626","L.C.Pereira","campo arenoso",NA,NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,"2011","08","17",NA,NA,NA,NA
"134","2019-11-21 14:30:41-03","UFJF","CESJ","47821","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","T.U.P. Konno; P.L. Viana; F.R.G. Salimena; L. Menini Neto","2006","06","10","América do Sul","Brasil","Minas Gerais",NA,NA,"Heliófila, Arbusto Lactescente, ramos eretos e volúveis. Folhas aciculares, cartáceceas. Flores com corola amarela.","CESJ047821","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"871","CESJ047821","T.U.P. Konno","Vau do Costa, subida para a lapa do Isidoro, na margemn da estrada de cascalho. 18º 08'S e 43º 16' W","-43.246898651123","-18.0771999359131","Felicio dos Santos",NA,NA,"21878","auto",NA,NA,"2006","06",NA,NA,NA,NA,NA
"135","2019-11-21 14:30:41-03","UFJF","CESJ","9694","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","L. Krieger","1970","12","19","América do Sul","Brasil","Minas Gerais",NA,NA,"Subarbusto com flores creme-esverdeadas.","CESJ009694","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"CESJ9694","CESJ009694","L.C.Pereira",NA,"-43.801399230957","-20.2532997131348","Itabirito",NA,NA,"20553","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"136","2019-11-21 14:30:41-03","UFJF","CESJ","10666","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","L. Krieger","1971","06","10","América do Sul","Brasil","Minas Gerais",NA,NA,"flores acastanhadas, lactíferas","CESJ010666","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"CESJ10666","CESJ010666","L.C.Pereira","cerrado perto do barranco.","-43.801399230957","-20.2532997131348","Itabirito",NA,NA,"20553","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"137","2020-06-30 18:31:57-03","UFJF","CESJ","32589","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","R.C. Forzza; M.Heluey; F.S. Araújo; A.S.M. Valente","2001","02","08","América do Sul","Brasil","Minas Gerais",NA,NA,"Flores alvas, látex levemente azulado. Subarbusto entre rochas","CESJ032589","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"1778","CESJ032589","L.C.Pereira","Parque Estadual do Ibitipoca, Trilha para a lombada","-43.793098449707","-21.8425006866455","Lima Duarte",NA,NA,"30417","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"138","2020-06-30 18:31:49-03","UFJF","CESJ","32557","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","R.C. Forzza; M.Heluey; F.S. Araújo; A.S.M. Valente","2001","02","09","América do Sul","Brasil","Minas Gerais",NA,NA,"flores alvo-esverdeadas.","CESJ032557","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"1823","CESJ032557","L.C.Pereira","Parque Estadual do Ibitipoca, trilha que sai da portaria do Parque para o lado esquerdo","-43.793098449707","-21.8425006866455","Lima Duarte",NA,NA,"30417","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"139","2019-11-21 14:30:41-03","UFJF","CESJ","33161","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","G. Hatschbach; A. Shinini; J.M. Silva","1996","04","12","América do Sul","Brasil","Minas Gerais",NA,NA,"voluvel, látex alvo, flor creme-alaranjada.","CESJ033161","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"64570","CESJ033161","L.C.Pereira","Rod.BR-040 com a Rod. BR-365","-45.8333015441895","-18.3383007049561","São Gonçalo do Abaeté",NA,NA,"75342","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"140","2019-11-21 14:30:41-03","UFJF","CESJ","40665","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","M.A. Farinaccio; E.M. Campos Filho; C. Vechi","1999","05","14","América do Sul","Brasil","Minas Gerais",NA,NA,"Subarbusto ereto-deecumbente, em aloramento rochoso, lactescente, flores amarelas, ginostégio verde-claro. frutos imaturos verdes e maturos marrons.","CESJ040665","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"295","CESJ040665","L.C.Pereira","Serra do Canastra, estrada São Roque ded Minas - Sacramento, torre ded observação próximo ao Curral de Pedras","-46.3657989501953","-20.2453002929688","São Roque de Minas",NA,NA,"57119","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"141","2019-11-21 14:30:41-03","UFJF","CESJ","40969","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","F.M. Ferreira","2003","11","08","América do Sul","Brasil","Minas Gerais",NA,NA,"Liana com flores amarelas","CESJ040969","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"537","CESJ040969","L.C.Pereira","Fazenda dos Correa - Paredão","-44.9852981567383","-21.7222003936768","São Tomé das Letras",NA,NA,"16076","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"142","2019-11-21 14:30:41-03","UFJF","CESJ","33180","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","G. Hatschbach; M. Hatschbach; J.M. Silva","1995","03","12","América do Sul","Brasil","Minas Gerais",NA,NA,"Ascendente, flor creme, látez alvo","CESJ033180","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"61799","CESJ033180","L.C.Pereira","Serra do Cabral","-44.7308006286621","-17.5981006622314","Várzea da Palma",NA,NA,"60948","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"143","2019-11-21 14:30:41-03","UFJF","CESJ","42078","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","F.M. Ferreira; D.S. Pifano; M.O.D. Pivari","2004","03","13","América do Sul","Brasil","Minas Gerais",NA,NA,"Erva ca. 20cm, no cerrado, em solo pedregoso. Flores amarelas e frutos verdes. Presença de látex.","CESJ042078","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"660","CESJ042078","A. Rapini","Toca dos Urubus","-44.8899993896484","-21.9589004516602","Baependi",NA,NA,"29865","auto",NA,NA,"2006","07",NA,NA,NA,NA,NA
"144","2019-11-21 14:30:41-03","UFJF","CESJ","15554","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","L. Krieger","1955","04","09","América do Sul","Brasil","Minas Gerais",NA,NA,"flores minusculas e brancas","CESJ015554","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"CESJ15554","CESJ015554","L.C.Pereira","Serra do Curral","-43.937801361084","-19.9207992553711","Belo Horizonte",NA,NA,"17082","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"145","2019-11-21 14:30:41-03","UFJF","CESJ","39703","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","G. Hatschbach; A. Schinini; E. Barbosa","2000","05","19","América do Sul","Brasil","Minas Gerais",NA,NA,"volúvel, flor creme-esverdeada.","CESJ039703","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"71322","CESJ039703","L.C.Pereira","Rod. BR-365, 25Km.","-44.9622001647949","-17.3511009216309","Buritizeiro",NA,NA,"88041","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"146","2020-06-30 18:31:58-03","UFJF","CESJ","53776","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","L. Monguilhott; M.B.Silva; H.Y.Yamaguti","2005","03","16","América do Sul","Brasil","Minas Gerais",NA,NA,NA,"CESJ053776","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"117","CESJ053776","L.C.Pereira","Parque Estadual do Ibitipoca, Entre a Lombada e a Cachoeirinha.","-43.793098449707","-21.8425006866455","Lima Duarte",NA,NA,"30417","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"147","2019-11-21 14:30:41-03","UFJF","CESJ","21438","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","L. Krieger","1987","04","19","América do Sul","Brasil","Minas Gerais",NA,NA,"Flores amareladas. arbusto","CESJ021438","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"CESJ21438","CESJ021438","Fontella, JP","Ibitipoca, no campo em encosta","-43.9146995544434","-21.5627994537354","Santa Rita de Ibitipoca",NA,NA,"17739","auto",NA,NA,"1994","04","26",NA,NA,NA,NA
"148","2019-11-21 14:30:41-03","UFJF","CESJ","37331","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","R.C. Forzza; F.M. Ferreira; M.C.M. Garcia","2002","03","29","América do Sul","Brasil","Minas Gerais",NA,NA,"Subarbusto de 60cm. flores cremes-esverdeadas. Látex leitoso","CESJ037331","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"2147","CESJ037331","L.C.Pereira","Fazenda dos Correa - Paredão","-44.9852981567383","-21.7222003936768","São Tomé das Letras",NA,NA,"16076","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"149","2019-11-21 14:30:41-03","UFJF","CESJ","65074","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","O.S. Ribas; J.M. Silva; C.B. Poliquesi","2012","03","30","América do Sul","Brasil","Paraná",NA,NA,"Xilopodífera lactescente, flores creme-esverdeado. Campo cerrado.","CESJ065074","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"8577","CESJ065074","E. Barboza","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611","Jaguariaíva",NA,NA,"44368","auto",NA,NA,"2012",NA,NA,NA,NA,NA,NA
"150","2019-11-21 14:30:41-03","UFJF","CESJ","9782","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","L. Krieger","1970","12","28","América do Sul","Brasil","Paraná",NA,NA,"saxícola com flr creme","CESJ009782","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"CESJ9782","CESJ009782","L.C.Pereira",NA,"-50.1618995666504","-25.0949993133545","Ponta Grossa",NA,NA,"46557","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"151","2019-11-21 14:30:41-03","UFJF","CESJ","7688","PreservedSpecimen","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","L. Krieger","1969","12",NA,"América do Sul","Brasil","Paraná",NA,NA,"flores esbranquiçadas, baixa e leitosa","CESJ007688","Angiosperma",NA,"(Mart.) T.U.P. Konno & Rapini",NA,"CESJ7688","CESJ007688","L.C.Pereira","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545","Ponta Grossa",NA,NA,"46557","auto",NA,NA,"2011","08","17",NA,NA,NA,NA
"152","2021-03-01 16:21:49-03","UNICAMP","UEC","135279","S","Plantae","Apocynaceae","Ditassa","acerosa","Ditassa acerosa","Simões, AO; Belinello, R; Koehler, S","1999","10","04",NA,"Brazil","Minas Gerais",NA,NA,"Arbusto. Cerca de 20cm. Frutos vináceos. Napiformes.","UEC040742","Magnoliopsida",NA,"Mart.",NA,"918","UEC040742","Simões, AO","Serra de Carrancas, Afloramento na propriedade do Sr. João Galdêncio.","-44.6425018310547","-21.4874992370605","Carrancas",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:21:49-03","UNICAMP","UEC","163582","S","Plantae","Apocynaceae","Ditassa","acerosa","Ditassa acerosa","Bezerra, LM; Medeiros, EVS; Silva, JC; Guimarães, EF","2004","11","30",NA,"Brazil","Minas Gerais",NA,NA,"Subarbusto em solo pedregoso. Flores creme-esverdeadas.","UEC028042","Magnoliopsida",NA,"Mart.",NA,"38","UEC028042","Bezerra, LM","Parque Estadual do Ibitipoca Parque Estadual do Ibitipoca. Caminho para Cachoeirinha, depois da Gruta dos três arcos.","-43.793098449707","-21.8425006866455","Lima Duarte",NA,NA,"30417","auto",NA,NA,"2004","12",NA,NA,NA,NA,NA
"154","2021-03-01 16:22:06-03","UNICAMP","UEC","098033","S","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Romero, R; Semir, J; Goldenberg, R; Dutilh, JHA","1998","02","12",NA,"Brazil","Minas Gerais",NA,NA,"Subarbusto decumbente, flores creme. Afloramento, cerrote.","UEC040740","Magnoliopsida",NA,"(Mart.) T.U.P.Konno & Rapini",NA,"5050","UEC040740","Rapini, A","Estrada para Mendes, Entrada da fazenda do José Nestor, caminha para o Morro do chapéu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","07",NA,NA,NA,NA,NA
"155","2021-03-01 16:22:06-03","UNICAMP","UEC","117777","S","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Rossi, L; Furlan, A; Amaral, MCE; Cordeiro, I; Pirani, JR","1981","04","16",NA,"Brazil","Minas Gerais",NA,NA,"Subarbusto escandente, flores amarelo-esverdeadas. Cerrado na beira da estrada.","UEC040739","Magnoliopsida",NA,"(Mart.) T.U.P.Konno & Rapini",NA,"s.n.","UEC040739","Rapini, A","Estrada para Montes Claros.","-42.901389","-16.596389","Grão Mogol",NA,NA,NA,NA,"-42.901389","-16.596389","2008","07",NA,NA,NA,NA,NA
"156","2021-03-01 16:22:06-03","UNICAMP","UEC","341","S","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Cruz, ND; Shepherd, GJ; et al.","1977","11","16",NA,"Brazil","Minas Gerais",NA,NA,"Erva até 60cm. Flores creme. No cerrado.","UEC040744","Magnoliopsida",NA,"(Mart.) T.U.P.Konno & Rapini",NA,"6184","UEC040744","Rapini, A","Furnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","07",NA,NA,NA,NA,NA
"157","2021-03-01 16:22:06-03","UNICAMP","UEC","342","S","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Cruz, ND; Shepherd, GJ; et al.","1977","11","16",NA,"Brazil","Minas Gerais",NA,NA,"Suarbusto até 1m; flores creme esverdeadas. Em cerrado.","UEC040745","Magnoliopsida",NA,"(Mart.) T.U.P.Konno & Rapini",NA,"6216","UEC040745","Rapini, A","Furnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","07",NA,NA,NA,NA,NA
"158","2021-03-01 16:22:06-03","UNICAMP","UEC","363","S","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Irwin, HS; Harley, RM; Onishi, E","1971","01","15",NA,"Brazil","Minas Gerais",NA,NA,"Herb with many erect or ascending stems, to ca. 25cm long. Corollaand stamens yellow-green.; With iron-rich rocks and gravel, the soil restrictedto crevices and pockets.","UEC040738","Magnoliopsida",NA,"(Mart.) T.U.P.Konno & Rapini",NA,"30386","UEC040738","Rapini, A","Serra da Piedade, 35km E of BH, near BR-31.",NA,NA,"Serra do Espinhaço",NA,NA,NA,NA,NA,NA,"2008","07",NA,NA,NA,NA,NA
"159","2021-03-01 16:22:06-03","UNICAMP","UEC","76542","S","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Miyagi, PH; Souza, JP; Zandoval, JA","1995","02","12",NA,"Brazil","São Paulo",NA,NA,"Subarbusto, até 30cm alt. Pétalas amarelo esverdeado. Frutos imaturos verdes.; Campo com mata ciliar perturbada adjacente.","UEC040754","Magnoliopsida",NA,"(Mart.) T.U.P.Konno & Rapini",NA,"351","UEC040754","Rapini, A","Fazenda Ibiti (RIPASA)","-49.269444","-24.253778","Itararé",NA,NA,NA,NA,"-49.269444","-24.253778","2008","07",NA,NA,NA,NA,NA
"160","2021-03-01 16:22:06-03","UNICAMP","UEC","97522","S","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Romero, R; Semir, J; Goldenberg, R; Dutilh, JHA","1998","02","13",NA,"Brazil","Minas Gerais",NA,NA,"Subarbusto ca. 0,4m. Flores creme esverdeadas. Em afloramento rochoso aolado direito da estrada.","UEC040733","Magnoliopsida",NA,"(Mart.) T.U.P.Konno & Rapini",NA,"5138","UEC040733","Rapini, A","Estrada Furnas - Capitólio, 15km após a represa de Furnas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","07",NA,NA,NA,NA,NA
"161","2021-03-01 16:22:06-03","UNICAMP","UEC","97547","S","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Romero, R; Semir, J; Goldenberg, R; Dutilh, JHA","1998","02","15",NA,"Brazil","Minas Gerais",NA,NA,"Subarbusto, ca. 0,5m. Flores creme-esverdeadas. Em afloramento rochoso na beira da estrada.","UEC040734","Magnoliopsida",NA,"(Mart.) T.U.P.Konno & Rapini",NA,"5214","UEC040734","Rapini, A","Estrada Cambuquira-Caxambú., Serra a direita da estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","07",NA,NA,NA,NA,NA
"162","2021-03-01 16:22:06-03","UNICAMP","UEC","47382","S","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Kinoshita, LS; Shepherd, GJ; Zickel, CS; Suda, CNK; Nogueira-Borges, HB","1987","07","02",NA,"Brazil","Minas Gerais",NA,NA,"Erva com 50xm alt., flores amarelas, com látex.","UEC040752","Magnoliopsida",NA,"(Mart.) T.U.P.Konno & Rapini",NA,"19203","UEC040752","Rapini, A","Descida da serra do itutinga.","-44.6425018310547","-21.4874992370605","Carrancas",NA,NA,"21143","auto",NA,NA,"2008","07",NA,NA,NA,NA,NA
"163","2021-03-01 16:22:06-03","UNICAMP","UEC","102409","S","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Kinoshita, LS; et al.","1998","10","05",NA,"Brazil","Minas Gerais",NA,NA,"Erva até 20cm de altura, flores creme. Em afloramento rochoso antes da subida da serra.","UEC040748","Magnoliopsida",NA,"(Mart.) T.U.P.Konno & Rapini",NA,"98-115","UEC040748","Rapini, A","Estrada Itutinga - Carrancas","-44.6425018310547","-21.4874992370605","Carrancas",NA,NA,"21143","auto",NA,NA,"2008","07",NA,NA,NA,NA,NA
"164","2021-03-01 16:22:06-03","UNICAMP","UEC","135184","S","Plantae","Apocynaceae","Minaria","acerosa","Minaria acerosa","Simões, AO; Jannini, AW; Singer, RB","1999","04","30",NA,"Brazil","Minas Gerais",NA,NA,"Arbusto, 50cm, látex branco abundante, flores amarelas, fragmentos.","UEC040749","Magnoliopsida",NA,"(Mart.) T.U.P.Konno & Rapini",NA,"813","UEC040749","Rapini, A","Serra de Bicas, Pedreira do Guilherme - afloramento.","-44.6425018310547","-21.4874992370605","Carrancas",NA,NA,"21143","auto",NA,NA,"2008","07",NA,NA,NA,NA,NA
