"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","individualCount","eventTime","fieldNumber"
"52","2021-03-16 17:53:52-03","UCS","HUCS","47923","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Sobral, M.",NA,NA,NA,"Brack, P.","834","1981","12","10","Brasil","Rio Grande do Sul","Tramandaí",NA,"-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,"ICN 51356&nf;In conferatum; Arvoreta ca. 3m alt.; em interior de mata, nas proximidades da Lagoa da Fortaleza, frutos verdes",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"21077","auto",NA,NA,NA,NA
"53","2021-03-16 17:53:52-03","UCS","HUCS","8169","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Grizzon, M.","2012","06","15","Wasum, R.A.","s.n.","1992","02","10","Brasil","Rio Grande do Sul","Imigrante","Bugenfelz","-51.7769012451172","-29.3553009033203",NA,NA,"600","600","arvoreta; em beira do riacho",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"9400","auto",NA,NA,NA,NA
"54","2021-03-16 17:53:52-03","UCS","HUCS","34460","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Grings, M.",NA,NA,NA,"Grings, M.","243","2008","12","31","Brasil","Rio Grande do Sul","Nova Petrópolis","Centro, Mato dos Lenz","-51.1143989562988","-29.3763999938965",NA,NA,NA,NA,"arvoreta de 7m com flores brancas; em sub-bosque de florestade encosta com remanescentes primários",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,"14669","auto",NA,NA,NA,NA
"55","2014-10-14 15:56:58-03","BS","M","M-0137268","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Reitz, R.",NA,"1959","02","19","Brasil",NA,NA,"Santa Catarina, Novo Horizonte, Lauro Müller",NA,NA,NA,NA,NA,NA,NA,"M0137268",NA,"Magnoliophyta","Myrtales",NA,NA,"PARATYPE",NA,NA,"Magnoliopsida",NA,"21:00",NA
"56","2020-12-21 16:36:26-03","MBM","MBM","289147","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M.",NA,NA,NA,"Mazine, F.M.; et al.; et al.","967","2003","11","01","Brazil","Paraná","Cerro Azul","Mato Preto","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"MBM289147","MBM289147",NA,NA,"Southern America",NA,NA,"32006","auto",NA,NA,NA,NA
"57","2020-12-21 16:36:26-03","MBM","MBM","289148","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M.",NA,NA,NA,"Mazine, F.M.; et al.; et al.","968","2003","11","01","Brazil","Paraná","Cerro Azul","Mato Preto","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"MBM289148","MBM289148",NA,NA,"Southern America",NA,NA,"32006","auto",NA,NA,NA,NA
"58","2020-12-21 16:36:26-03","MBM","MBM","95926","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Legrand, D.",NA,NA,NA,"Klein, R.M.; Souza Sobr.; Souza Sobr.","8602","1970","02","23","Brazil","Santa Catarina","Santo Antônio","Santo Antônio",NA,NA,NA,NA,NA,NA,"Bis","MBM095926","MBM095926",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:36:26-03","MBM","MBM","95947","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Legrand, D.",NA,NA,NA,"Klein, R.M.; Souza Sobr.; Souza Sobr.","8602","1970","02","23","Brazil","Santa Catarina","Santo Antônio","Santo Antônio",NA,NA,NA,NA,NA,NA,"Bis","MBM095947","MBM095947",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:36:26-03","MBM","MBM","65640","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","35744","1976","01","17","Brazil","Paraná","Morretes","Ilha do Malha","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM065640","MBM065640",NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA
"61","2020-12-21 16:36:26-03","MBM","MBM","199846","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M.",NA,NA,NA,"Jarenkow, J.A.; et al.; et al.","2300","1993","01","29","Brazil","Rio Grande do Sul","Morrinhos do Sul","Perdida","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,NA,"MBM199846","MBM199846",NA,NA,"Southern America",NA,NA,"12766","auto",NA,NA,NA,NA
"62","2015-09-04 20:36:45-03","MNHN","RECOLNAT_MNHN_P","P05257620","PreservedSpecimen",NA,"Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Hatschbach, G.",NA,"1966","8","17","Brasil","Paraná","Campina Grande do Sul","Sitio do Belizario.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05257620' target='other'> <mi>dwc_moreinfo</mi></a>","P05257620","P05257620_01",NA,NA,NA,"hb",NA,"55154","auto",NA,NA,NA,"14612"
"63","2020-10-01 14:24:02-03","JBB","HEPH","29252","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M","2010",NA,NA,"Verdi, M","3175","2009","11","23","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.77","-28.71","311","311",NA,NA,NA,"Dicotyledon","Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:39:06-03","UFMG","BHCB","197829","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Mazine, FF; Capelo, FA; Lucas, E; Silva, JM","968","2003","11","01","Brasil","Paraná","Cerro Azul",NA,"-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"BHCB197829",NA,"Dicotyledon",NA,"Southern America",NA,NA,"32006","auto",NA,NA,NA,NA
"65","2020-12-11 11:39:06-03","UFMG","BHCB","109583","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,"2007",NA,NA,"Castro, ER","336","2004","02","25","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Árvore com cerca de 12 m. Flores alvas.","BHCB001881","BHCB001881","Dicotyledon",NA,"Southern America",NA,NA,"37574","auto",NA,NA,NA,NA
"66","2020-12-11 11:39:06-03","UFMG","BHCB","197828","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,"2003","11",NA,"Mazine, FF; Capelo, FA; Lucas, E; Silva, JM","967","2003","11","01","Brasil","Paraná","Cerro Azul","Mata Preto, estrada para mineração","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Árvore; 10 m de altura; botões e flores brancas","BHCB197828",NA,"Dicotyledon",NA,"Southern America",NA,NA,"32006","auto",NA,NA,NA,NA
"67","2018-06-22 05:25:00-03","MO","MOBOT","2482592","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 9486","1960","1","29","Brazil","Santa Catarina",NA,"Sombrio. Garapuvú, Vista Alegre",NA,NA,NA,NA,"20.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"68","2009-11-20 06:16:00-02","MO","MOBOT","3187436","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"Gert G. Hatschbach|R. Kummrow","Hatschbach 35744","1975",NA,NA,"Brazil","Paraná",NA,"Arvoreta 4m, flro alva. Mata da Ilha, solo brejoso. Xiloteca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-03-29 10:41:32-03","UFSM","HDCF","5982","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Sangoi Rodrigues, T. E.","2006","05","08","Sangoi Rodrigues, T. E.",NA,"2006","04","27","Brasil","Rio Grande do Sul","Santo Antônio da Patrulha",NA,"-50.5196990966797","-29.8174991607666",NA,NA,NA,NA,"Trabalho da EMPOFLORA",NA,NA,NA,NA,"América",NA,NA,"29157","auto",NA,NA,NA,NA
"70","2021-01-09 21:48:41-03","UNICENTRO","HUCO","3713","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Sobral, M.","2010","01","25","Verdi, M.; et al.; et al.","3205","2009","12","28","Brasil","Santa Catarina","Siderópolis",NA,"-49.4244003295898","-28.5977993011475",NA,NA,NA,NA,"FURB 19389","HUCO003713",NA,NA,NA,NA,NA,NA,"23427","auto",NA,NA,NA,NA
"71","2021-03-04 11:05:52-03","UFRB","HURB","5297","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","M. Sobral","2010","01",NA,"Verdi, M.; et al.","3175","2009","11","23","Brasil","Santa Catarina","Morro Grande","Três Barras; interior do fragmento","-49.77","-28.71","49°46'12,00 W","28°42'36,00 S","311","311",NA,"HURB000005297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-04 11:05:52-03","UFRB","HURB","5318","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","A. Stival-Santos","2010","03","10","Stival-Santos, A.; et al.","1940","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal Lagoa do Peri; entorno do fragmento","-48.5275","-27.7175","48°31'39,00 W","27°43'03,00 S","226","226",NA,"HURB000005318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-04 11:05:52-03","UFRB","HURB","6207","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"Mazine, F.F.","3001","2013","03","10","Brasil","Bahia","Wenceslau Guimarães","Estação Ecológica, trilha do Pico do Urubu;","-39.716667","-13.593056","39°43'00 W","13°35'35 S",NA,NA,NA,"HURB000006207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-09-12 05:00:02-03","US","US","2403458","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"R. Reitz & Klein, --","8482","1959","2","20","Brazil","Santa Catarina","Lauro Muller","Novo Horizonte","-49.3967018127441","-28.3927993774414",NA,NA,"450",NA,NA,"US01897600","US01897600_01 US01897600_02",NA,"Myrtales","South America - Neotropics",NA,NA,"15992","auto","Dicotyledonae","1",NA,NA
"75","2020-09-12 05:00:02-03","US","US","2403621","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand",NA,NA,NA,NA,"R. Reitz & R. M. Klein","9486","1960","1","29","Brazil","Santa Catarina",NA,"Carapuvu, Vista Alegre, Sombrio.",NA,NA,NA,NA,"20","20",NA,"US00117887","US00117887_01",NA,"Myrtales","South America",NA,"Type collection",NA,NA,"Dicotyledonae","1",NA,NA
"76","2019-11-13 11:26:41-03","USP","SPF","164687","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M","2003","11",NA,"Mazine, FF","968","2003","11","01","Brasil","Paraná","Cerro Azul",NA,"-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"SPF00164687",NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA
"77","2021-03-25 13:52:46-03","UNIVILLE","JOI","14025","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"F.C.S. Vieira","2133","2009","02","06","Brasil","Santa Catarina","Joinville","Mata da pista de atletismo da Univille.","-48.8456001281738","-26.3043994903564",NA,NA,"20","20","Universidade de São Paulo - Herbário SPF; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas","JOI014025","JOI014025",NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA
"78","2019-10-07 09:35:11-03","UEFS","HUEFS","87693","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Reitz","9486","1960","01","29","Brasil","Santa Catarina","Garapuava","Vista Alegre, Sombrio.",NA,NA,NA,NA,NA,NA,"Mata.","HUEFS0087693",NA,"Angiospermae","Myrtales",NA,NA,"Tipo",NA,NA,"Rosanae",NA,NA,NA
"79","2019-10-07 09:35:11-03","UEFS","HUEFS","87694","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Sem coletor",NA,NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087694",NA,"Angiospermae","Myrtales",NA,NA,"Tipo",NA,NA,"Rosanae",NA,NA,NA
"80","2019-10-07 09:35:11-03","UEFS","HUEFS","221343","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Silveira, N.","3323","1986","02","28","Brasil","Rio Grande do Sul","Torres","Ao sul da Lagoa do Jacaré.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Campo.","HUEFS0221343",NA,"Angiospermae","Myrtales",NA,NA,NA,"20837","auto","Rosanae",NA,NA,NA
"81","2019-10-07 09:35:11-03","UEFS","HUEFS","221334","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Silveira, N.","3328","1986","02","28","Brasil","Rio Grande do Sul","Torres","Ao sul da Lagoa do Jacaré.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"HUEFS0221334",NA,"Angiospermae","Myrtales",NA,NA,NA,"20837","auto","Rosanae",NA,NA,NA
"82","2018-05-14 17:32:18-03","F","FMNH-SEEDPLANTS","V0348880F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari",NA,"RRC ID Flag",NA,NA,NA,"G. G. Hatschbach","35744","1975","1","17","Brazil","Paraná",NA,NA,"-51","-24",NA,NA,NA,NA,NA,"V0348880F","V0348880F_01 V0348880F_02","Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"35744"
"83","2020-11-04 17:29:55-03","UEM","HUEM","11532","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M","2003","11",NA,"F.F. Mazine; F.A. Capelo; E. Lucas; J.M.Silva","967","2003","11","01","Brasil","Paraná","Cerro Azul","Mato Preto, estrada para mineração","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Árvore; 10 m de altura; botões e flores brancas.","HUEM000008292","HUEM000008292",NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA
"84","2019-07-02 15:56:08-03","UEM","HUEM","7217","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","F.F.Mazine","2003","01",NA,"Pedro L.R. de Moraes; Natália M. Ivanauskas","1145","1995","01","19","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Arvoreta ca. de 3 m de altura; botões brancos; troncos sem escamação; cinza","HUEM000008293","HUEM000008293",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA
"85","2020-11-12 17:01:51-03","UEL","FUEL","32409","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M","2010","01","25","Verdi, M; Klettenberg, DH; Tomazi, AL","3205","2009","11","28","Brasil","Santa Catarina","Siderópolis","Vila São Jorge, Floresta Ombrófila Densa; Estádio suces. Inicial e Médio.","-49.408889","-28.621944","-49.408889","-28.621944","43","43",NA,"FUEL008828",NA,"Tracheophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-10-03 10:04:10-03","UFSCar","SORO","1307","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,NA,"265","1997","11","10","Brasil","São Paulo","Pedregulho","Parque Estadual Furnas do Bom Jesus","-47.433333","-20.216667","47°26'W","20°13'S",NA,NA,"Árvore 8,0m de atura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-10-03 10:04:10-03","UFSCar","SORO","4432","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,NA,"3001","2013","03","10","Brasil","Bahia","Wenceslau Guimarães.","Estação Ecológica, trilha do pico do Urubu. Floresta Ombrófila Densa","-39.716667","-13.593056","39°43'00W","13°35'35S",NA,NA,"Arvoreta, frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-10-03 10:04:10-03","UFSCar","SORO","4622","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Leitão-Filho, H.F.; Rodruigues, R.R.; Rozza, A.; Sposito, T.; Santos, K.; Vieira, A.P.",NA,"1995","02","08","Brasil","São Paulo","Barra do Turvo","Estrada de acesso à barra do turvo","-48.471417","-24.79375","48°28'17,1W","24°47'37,5S",NA,NA,"Beira da mata, 4m de altura, flores brancas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-10-03 10:04:10-03","UFSCar","SORO","5321","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Silva, J.S.; Silveira, M.F.; Queiroz, R.T.; Silva, A.J.C.;Garcia, L.C.","638","2009","04","20","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre. Trilha guarda da Jaguatirica próximo ao tio Tibagi. Floresta Estacional Semidecidual. Área ribeirinha. Alt. 675m","-50.709444","-24.081667","50°42'34W","24°04'54S",NA,NA,"Árvore de 6 m com botões verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-10-03 10:04:10-03","UFSCar","SORO","2633","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Mazine, F.F.; Capelo, F.A.; Lucas, E.; Silva, J.M.","968","2003","11","01","Brasil","Paraná","Cerro Azul","Mato Preto, estrada para Mineração","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA
"91","2019-10-03 10:04:10-03","UFSCar","SORO","5152","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Faraco, A.G.; Silveira, G.A.R.; Silva, K.F.; Moura, T.M.; Mineiro-Matos, L.M.; Rodrigues, R.R.","623","2009","04","22","Brasil","Paraná","Telêmaco Borba","Parque Estadual da Klabin, trilha ecológica. Floresta ombrófila mista com araucária.","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"Arbusto, ca 3 m fruto verde imaturo.",NA,NA,NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA
"92","2020-08-20 14:58:14-03","UFSC","FLOR","40856","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M.","2010","01","25","Verdi, M.; Klettenberg, D.H. & Tomazi, A.L.","3205","2009","11","28","Brasil","Santa Catarina","Siderópolis","Vila São Jorge.","-49.408889","-28.621944","49º24'32''W","28º37'19''S","43","43","arbustiva, flor branca, 3m altura. Recebido de FURB Nº 19389.","FLOR0040856",NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-08-20 20:40:23-03","UFSC","FLOR","15712","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M.","1985",NA,NA,"Hatschbach, G.; Kummrow, R.","35744","1975","01","17","Brasil","Paraná","Morretes","Ilha do Malha.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"arvoreta, flor alva, 4m altura. Xiloteca.","FLOR0015712",NA,NA,"Myrtales",NA,NA,NA,"30514","auto",NA,NA,NA,NA
"94","2020-08-20 20:40:23-03","UFSC","FLOR","27426","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Sobral, M.","1993",NA,NA,"Jarenkow, J.A.; Falkenberg, D.B.","2300","1993","01","29","Brasil","Rio Grande do Sul","Morrinhos do Sul","Perdida.","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"árvore, cap de 46 cm, flor branco-rosada, Fruto Maduro, negro-violáceo, 12m altura","FLOR0027426",NA,NA,"Myrtales",NA,NA,NA,"12766","auto",NA,NA,NA,NA
"95","2020-08-20 20:40:23-03","UFSC","FLOR","29789","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","Mattos, J.","1996",NA,NA,"Mattos, J.","32322","1988","11","22","Brasil","Rio Grande do Sul","Porto Alegre","Morro da Glória.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"árvore, 3m altura","FLOR0029789",NA,NA,"Myrtales",NA,NA,NA,"29946","auto",NA,NA,NA,NA
"96","2020-08-20 14:58:14-03","UFSC","FLOR","1830","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Klein, R.M.; Bresolin, A.","s.n.","1970","09","23","Brasil","Santa Catarina","Florianópolis","Morro da Tapera, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"300","300","árvore, 15m altura","FLOR0001830",NA,NA,"Myrtales",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"97","2020-08-20 14:58:14-03","UFSC","FLOR","1820","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Klein, R.M.; Bresolin, A.","8572","1970","01","21","Brasil","Santa Catarina","Florianópolis","Morro dos Ingleses, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"5","5","arbusto, flor branca, 3m altura","FLOR0001820",NA,NA,"Myrtales",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"98","2020-08-20 14:58:14-03","UFSC","FLOR","1831","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Klein, R.M.; Bresolin, A.","8549","1970","01","21","Brasil","Santa Catarina","Florianópolis","Santo Antônio, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"10","10","arvoreta, flor branca, 4m altura","FLOR0001831",NA,NA,"Myrtales",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"99","2020-08-20 14:58:14-03","UFSC","FLOR","1833","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Klein, R.M.; Souza Sobrinho, R.J. de","8602","1970","02","23","Brasil","Santa Catarina","Florianópolis","Santo Antônio, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"10","10","arbusto, flor branca, 3m altura","FLOR0001833",NA,NA,"Myrtales",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"100","2020-08-20 14:58:14-03","UFSC","FLOR","1821","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Klein, R.M.; Bresolin, A.","8553","1970","01","21","Brasil","Santa Catarina","Florianópolis","Santo Antônio, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"5","5","arvoreta, flor branca, 4m altura","FLOR0001821",NA,NA,"Myrtales",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"101","2020-08-20 14:58:14-03","UFSC","FLOR","1653","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand",NA,NA,NA,NA,"Klein, R.M.; Souza Sobrinho, R.J. de","8730","1970","08","19","Brasil","Santa Catarina","Florianópolis","Santo Antônio, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"10","10","arvoreta, Fruto Maduro, roxo-escuro, 4m altura","FLOR0001653",NA,NA,"Myrtales",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"102","2021-03-04 15:45:21-03","IF","SPSF","22364","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D.Legrand","M.Sobral","2007","08","03","E.E.Macedo","265","1997","11","10","Brasil","SP","Pedregulho","P.E.Furnas do Bom Jesus","-47.433333","-20.216667",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Myrtales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"103","2021-02-08 12:43:49-03","UFRGS","ICN","004532","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Rambo, B","1950",NA,NA,"Rambo, B","45840","1950","02","21","Brasil","RS",NA,"Posto da Lagoa dos Quadros",NA,NA,NA,NA,NA,NA,"Pequena árvore até 6 metros; em matinha úmida",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:43:49-03","UFRGS","ICN","093372","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Sobral, M","1991",NA,NA,"Rossoni, MG","293","1989","11","19","Brasil","RS","Arroio do Sal","Balneario Rondinha Velha","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"15157","auto",NA,NA,NA,NA
"105","2021-02-08 12:43:49-03","UFRGS","ICN","166262","S","Plantae","Myrtaceae","Eugenia","bacopari","Eugenia bacopari","D. Legrand","Matzenbacher, NI",NA,NA,NA,"Matzenbacher, NI","3099","2010","09","06","Brasil","RS","Guaíba","Fazenda São Maximiano","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"mata de galeria",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"28343","auto",NA,NA,NA,NA
