"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","individualCount","geoFlag"
"1","2021-03-15 16:37:00-03","NY","NYBG","376562","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Dyckia","ibiramensis","Dyckia ibiramensis","Reitz","L. B. Smith","7623","1956","11","13","South America","Brazil","Santa Catarina","Ibirama","Ibirama: Along Rio Itajaí do Oeste above Ibirama","-49.5178","-27.0569","100","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=84956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376562","NY00376562_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2016-02-02 14:37:51-02","BGBM","B","B 10 0186516","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","ibiramensis","Dyckia ibiramensis","Reitz","L. B. Smith, R. M. Klein & A. Gevieski","7623","1956","11","13","Middle and South America","Brazil",NA,NA,"Mun Ibirama: along Rio Itajaí do Oeste above Ibirama.",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100186516 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100186516","B100186516","paratype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-10-14 10:00:04-03","FURB","FURB","43134","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","ibiramensis","Dyckia ibiramensis","Reitz","Gasper, A.L. de; Funez, L.A. & Bittencourt, F.","3391","2013","12","13",NA,"Brasil","Santa Catarina","Ibirama","Rio Hercílio, prox. da PCH Ibirama.","-49.5677778","-27.04","223","223",NA,"Projeto REFLORA FAPESC 14843/2011-1. Habitat: margem do rio Habito: rupícola; flor amarela","FURB04483","FURB04483",NA,"Gasper, AL de","2013","12","13","-49.5677778","-27.0400000",NA,NA,NA,NA
"4","2018-06-22 05:25:00-03","MO","MOBOT","2452922","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","ibiramensis","Dyckia ibiramensis","Reitz","Pe. Raulino Reitz|Roberto M. Klein","Reitz 2635","1956","2","5","South America","Brazil","Santa Catarina",NA,"Ibirama. bank of Rio Itajaí do Norte",NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-09-12 05:00:02-03","US","US","2548256","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","ibiramensis","Dyckia ibiramensis","Reitz","L. Smith, R. Klein & A. Gevieski","7623","1956","11","13","South America - Neotropics","Brazil","Santa Catarina","Ibirama","Along Rio Itjaí do Oeste above Ibirama","-49.5177993774414","-27.0569000244141","100","150",NA,NA,"US01935351","US01935351_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","18533","1","auto"
"6","2020-09-12 05:00:02-03","US","US","2572044","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","ibiramensis","Dyckia ibiramensis","Reitz","R. Reitz & R. M. Klein","2635","1956","2","5","South America","Brazil","Santa Catarina",NA,"Ibirama.",NA,NA,"100","100",NA,NA,"US00089060","US00089060_01","Isotype",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"7","2020-09-12 05:00:02-03","US","US","2548255","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","ibiramensis","Dyckia ibiramensis","Reitz","L. Smith, R. Klein & A. Gevieski","7623","1956","11","13","South America - Neotropics","Brazil","Santa Catarina","Ibirama","Along Rio Itajaí do Oeste above Ibirama+.","-49.5177993774414","-27.0569000244141","100","150",NA,NA,"US01935352","US01935352_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","18533","1","auto"
"8","2021-02-08 12:50:44-03","UFRGS","ICN","175033","S","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","ibiramensis","Dyckia ibiramensis","Reitz","Voltolini, CH","s.n.","2011","12","18","América do Sul","Brasil","SC","Ibirama","Margens do Rio Hercílio.","-49.5177993774414","-27.0569000244141",NA,NA,NA,"Herbácea, rupícola.; Reofítico.","ICN00029990",NA,NA,"Voltolini, CH",NA,NA,NA,NA,NA,NA,"18533",NA,"auto"
"9","2021-02-08 12:50:44-03","UFRGS","ICN","175032","S","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","ibiramensis","Dyckia ibiramensis","Reitz","Voltolini, CH","s.n.","2011","12","18","América do Sul","Brasil","SC","Ibirama","Margens do Rio Hercílio.","-49.5177993774414","-27.0569000244141",NA,NA,NA,"Herbácea, rupícola.; Reofítico.","ICN00029989",NA,NA,"Voltolini, CH",NA,NA,NA,NA,NA,NA,"18533",NA,"auto"
