"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00909420","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","W. R. Anderson","G. G. Hatschbach","39129","1976","10","11","South America","Brazil","Goiás","Alvorada do Norte","Rod. BR-020, 25 km S de Alvorada do Norte.","-46.4919","-14.4808",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980628' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909420","NY00909420_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00909423","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","W. R. Anderson","R. Goodland","216","1965","11","26","South America","Brazil","Minas Gerais","Paraopeba","Melo 3 km N of Herto.","-44.4042","-19.2744",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980642' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909423","NY00909423_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00909424","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","W. R. Anderson","A. P. Duarte","6377","1961","10","21","South America","Brazil","Minas Gerais",NA,"Entre Unai e Chujader.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909424","NY00909424_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00909425","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","W. R. Anderson","G. G. Hatschbach","54713","1990","10","17","South America","Brazil","Goiás","Monte Alegre de Goiás","Rod. Go-118, próximo ao Córrego do Rancho.","-46.9006","-13.2567","700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980646' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909425","NY00909425_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:30:03-03","UNESP-IBB","BOTU","25790","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A. St.-Hil.",NA,"Romero, R.","8201","2008","11","27",NA,"Brasil","Minas Gerais","São Roque",NA,NA,NA,NA,NA,NA,"Erva, ca. 0,2 m de altura, glândulas verdes, cálice cerde, corola amarelo-ouro, estames amarelos","BOTU025790",NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:31:11-03","UFRJ","RFA","10682","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.",NA,"P. Occhioni","4459","1971","01","31",NA,"Brasil","Minas Gerais","Caxambu","Estrada Nova","-44.9324989318848","-21.9771995544434",NA,NA,NA,"Planta de 10 a 20 cm de altura. Flores amarelas","RFA10588",NA,NA,NA,"11683","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:31:11-03","UFRJ","RFA","5099","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.",NA,"Mendes Magalhães","10180","1957","12","00",NA,"Brasil","Minas Gerais","Minas Gerais","Sabará - Caeté",NA,NA,NA,NA,NA,"Subarbusto, flor amarela","RFA25486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:31:11-03","UFRJ","RFA","14876","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","W.R. Aderson","A.P. Duarte",NA,"1970","09","13",NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,"RFA13072",NA,NA,NA,"12338","auto","1975",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:43:33-03","EAO","IAN","131370","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","Anderson, WR","Irwin, HS; Souza, R","8049","1965","09","07","Southern America","Brasil","Distrito Federal",NA,"Herb ca. 10cm tall from thickened root, the margins reddening with age. Chapada da Contagem, ca. 25km N.E. of Brasília. Recently burned-over campo.",NA,NA,"1000","1000",NA,"Corolla yellow.","IAN131370",NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:43:33-03","EAO","IAN","131392","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","Anderson, WR","Irwin, HS; Souza, R","10373","1965","11","17","Southern America","Brasil","Goiás",NA,"Herb from fusiform root to 10cm tall. Rocky campo, ca. 10km E of Cabeceiras.","-47","-16","1000","1000",NA,"Corolla yellow.","IAN131392",NA,"-47","-16",NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:43:33-03","EAO","IAN","145257","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.",NA,"Richards, PW","6603","1968","08","06","Southern America","Brasil","Mato Grosso","Xavantina","Campo ar S end of R11, Base Camp Square. Recently burnt cerrado on shallow soil over laterite.",NA,NA,NA,NA,NA,"Shoots arising from woody tuber. Flowers bright yellow.","IAN145257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:43:33-03","EAO","IAN","148633","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","Anderson, WR","Irwin, HS; Soderstrom, TR","6741","1964","10","10","Southern America","Brasil","Mato Grosso",NA,"Herb with tuberous roots. Co yellow. Cerrado, ca. 70km N of Xavantina. Locally common.","-52.333333","-14.666667",NA,NA,NA,NA,"IAN148633",NA,"-52.333333","-14.666667",NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:43:33-03","EAO","IAN","149385","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.",NA,"Ratter, JA; Fonsêca, SG da","2513","1972","09","24","Southern America","Brasil","Goiás",NA,"Region of Fazenda Lagoa Santa, Nr. Padre Bernado. About 140km N of Brasília. In low cerrado.",NA,NA,NA,NA,NA,"Perennial herb. Flowers yellow.","IAN149385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:43:33-03","EAO","IAN","137928","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","Anderson, WR","Harley, RM; Souza, R","10301","1968","09","28","Southern America","Brasil","Mato Grosso",NA,"R 10, c. 12km S.W. of Base Camp, near Lago de Leo. In burnt cerrado on laterite outcrop.","-51.766667","-12.816667",NA,NA,NA,"Small herb with stout tuberous tap root & many short erect stems. Petals deep yellow, tipped red.","IAN137928",NA,"-51.766667","-12.816667",NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:43:33-03","EAO","IAN","118415","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","Anderson, WR","Cobra, LQ; Jesus, JO de","275","1963","10","01","Southern America","Brasil","Distrito Federal","Brasília","Campus da Universidade, Brasília, cerrado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Erva de 15cm; flor amarela.","IAN118415",NA,NA,NA,"70570","auto","1973",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:43:33-03","EAO","IAN","119370","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","Anderson, WR","Sucre, D; Luiza, M","834","1965","10","02","Southern America","Brasil","Distrito Federal","Brasília","Pântano do Zoobotânico. Crescendo em terra firme, em cerrado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Flor amarela.","IAN119370",NA,NA,NA,"70570","auto","1973",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:43:33-03","EAO","IAN","13774","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","Anderson, WR","Magalhães, MG","s.n.","1939","09","03","Southern America","Brasil","Minas Gerais","Belo Horizonte","Serra do Taquaril, campo, pouco frequente.","-43.937801361084","-19.9207992553711",NA,NA,NA,"Herbácea, flores amarelas.","IAN013774","IAN013774 IAN013774_e",NA,NA,"17082","auto","1974",NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:19:00-03","UFBA","ALCB","86996","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","Anderson, WR","Barbosa, E; Hatschbach, G; Hatschbach, M","78870","2004","12","05","Southern America","Brasil","Minas Gerais","Várzea da Palma","Serra do Cabral, estrada Várzea da Palma a Joaquim Felicio","-44.7308006286621","-17.5981006622314","1000","1000",NA,"flor amarela","ALCB040635",NA,NA,NA,"60948","auto","2005",NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:55:10-03","NBC","NL-BOTANY","U.1607720","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","Anderson C","Ratter JA; Fonsêca F da; Castro RA de",NA,"1972","09","24","Southern America","Brazil","Goiás",NA,"Nr. Padre Bernardo.","-48.583333","-15.5",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1607720 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1607720",NA,"-48.583333","-15.5",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:55:10-03","NBC","NL-BOTANY","L.2166281","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.",NA,"Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2166281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2166281","NL-L2166281",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:55:10-03","NBC","NL-BOTANY","L.2166282","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.",NA,"Vincent D",NA,"1918","11","01","Southern America","Brazil",NA,NA,"Coteaux sus, près Diamantino Chimas feraes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2166282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2166282","NL-L2166282",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:55:10-03","NBC","NL-BOTANY","L.2166284","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.",NA,"Vincent D",NA,"1918","11","01","Southern America","Brazil",NA,NA,"Coteaux sus, près Diamantino Chimas feraes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2166284 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2166284","NL-L2166284",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:55:10-03","NBC","NL-BOTANY","U.1372728","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.",NA,"Prance GT; Lleras E; Coelho DF",NA,"1973","10","14","Southern America","Brazil",NA,NA,"Amazonia. State of Mato Grosso. Vicinity of Veu de Noiva; Chapada dos Guimarães.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1372728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1372728","NL-U1372728",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:55:10-03","NBC","NL-BOTANY","U.1607721","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","Anderson C","Ramos J; Sousa R",NA,"1967","11","01","Southern America","Brazil","Mato Grosso",NA,"Collected near the base camp of the expedition c. 270 km N of Xavantina.","-51.866667","-12.9",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1607721 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1607721",NA,"-51.866667","-12.9",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:12:41-03","ESALQ","ESA","8247","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","Mamede, M.C.H.","Souza, V.C. ; Sakuragui, C.M.","2079.0","1992","10","13",NA,"Brasil","Minas Gerais","Moeda",NA,"-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,"ESA008247","ESA008247",NA,NA,"14750","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:12:41-03","ESALQ","ESA","45105","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","V.C.Souza (XI/1997)","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20172.0","1997","10","07",NA,"Brasil","Mato Grosso","Nova Brasilândia","Estrada entre Riolândia (Frieira) e Marzagão. ca 25km NNW (em linha reta) de Nova Brasilândia. Savana arborizada (cerrado)","-55.04","-14.45",NA,NA,NA,"Erva; flores amarelo-alaranjadas.","ESA045105","ESA045105_1 ESA045105_2","-55.04","-14.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:12:41-03","ESALQ","ESA","66445","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","Tsugi, R. & Souza, V.C.","Souza, V.C. et al.","23902.0","2000","07","15",NA,"Brasil","Goiás","Niquelândia",NA,"-48.4597015380859","-14.4738998413086",NA,NA,NA,NA,"ESA066445","ESA066445",NA,NA,"74171","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:12:41-03","ESALQ","ESA","100693","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides",NA,"Amorim, A.","Ferreira, F.M.","289.0","2002","10","01",NA,"Brasil","Minas Gerais","Baependi",NA,"-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"ESA100693","ESA100693",NA,NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:12:41-03","ESALQ","ESA","45104","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","V.C.Souza (XI/1997)","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20233.0","1997","10","07",NA,"Brasil","Mato Grosso","Rosário Oeste","ca 75km E de Rosário Oeste. Estrada entre Riolândia (Frieira) e Marzagão. Savana arborizada (cerrado) sobre solo pedregoso","-56.4275016784668","-14.8360996246338",NA,NA,NA,"Erva; flores amarelo-alaranjadas.","ESA045104","ESA045104",NA,NA,"187324","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 10:56:03-03","ESALQ","ESA","138432","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides",NA,"Souza, V.C.","Souza, V.C.; Flores, T.B.; Coelho, R.L.G.; Souza, M.A.S.S.C.","40379.0","2016","03","26",NA,"Brasil","Distrito Federal","Brasília","Planaltina. Morro da Capela. Cerrado pedregoso.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Erva; flores amarelas.","ESA138432",NA,NA,NA,"70570","auto","2016",NA,"03","26",NA,NA,NA,NA
"41","2020-11-04 11:12:41-03","ESALQ","ESA","45099","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","V.C.Souza (XI/1997)","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20743.0","1997","10","11",NA,"Brasil","Mato Grosso","Rosário Oeste","Estrada entre Marzagão e Cuiabá, ca. 12km SE (em linha reta) de Marzagão. Fazenda Santa Bárbara. Savana arborizada (cerrado) utilizada como pasto natural","-55.37","-14.43",NA,NA,NA,"Erva; flores amarelo-alaranjadas.","ESA045099","ESA045099","-55.37","-14.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:12:41-03","ESALQ","ESA","45102","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","V.C.Souza (XI/1997)","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20302.0","1997","10","07",NA,"Brasil","Mato Grosso","Rosário Oeste","ca. 29km de Marzagão em direção a Planalto da Serra. Savana arborizada (cerrado) sobre solo pedregoso","-55.27","-14.41",NA,NA,NA,"Erva; corola amarelo-alaranjada.","ESA045102","ESA045102","-55.27","-14.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:12:41-03","ESALQ","ESA","45100","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","Souza, V.C.","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20696.0","1997","10","10",NA,"Brasil","Mato Grosso","Nova Brasilândia","Estrada Nova Brasilândia - Planalto da Serra, ca 20km NE (em linha reta) de Nova Brasilândia. Savana arborizada (cerrado)","-54.49","-14.52",NA,NA,NA,"Erva, ca. 10 cm alt.; flores amarelo-alaranjadas.","ESA045100","ESA045100","-54.49","-14.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:12:41-03","ESALQ","ESA","45107","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","V.C.Souza (XI/1997)","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20055.0","1997","10","06",NA,"Brasil","Mato Grosso","Nova Brasilândia","Estrada entre Nova Brasilândia e Chapada dos Guimarães, ca. 4km de Nova Brasilândia. Savana arborizada (cerrado) recentemente queimada. Solo pedregoso","-55","-14.58",NA,NA,NA,"Erva; flores amarelas.","ESA045107","ESA045107","-55","-14.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:12:41-03","ESALQ","ESA","45098","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Camarea","ericoides","Camarea ericoides","A.St.-Hil.","V.C.Souza (XI/1997)","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20553.0","1997","10","09",NA,"Brasil","Mato Grosso","Rosário Oeste","Estrada Nova Brasilândia - Marzagão, ca. 65km de Nova Brasilândia. Estrada secundária sobre a Serra Azul (ca. 15km do início). Savana arborizada (campo cerrado) sobre solo arenoso","-55.12","-14.36",NA,NA,NA,"Erva; flores amarelo-alaranjadas.","ESA045098","ESA045098","-55.12","-14.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
