"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount"
"11","2020-02-08 09:39:39-03","NBC","NL-BOTANY","U 0089503","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Romaniuc Neto S","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200089503 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0089503",NA,"Magnoliales","R.E.Fr.","Maas PJM",NA,"1989","04","30","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"12","2020-02-08 09:39:39-03","NBC","NL-BOTANY","U.1063130","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Cordeiro I; et al.","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1063130 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1063130",NA,"Magnoliales","R.E.Fr.","Maas PJM; He P",NA,"1992","09","18","São Paulo",NA,NA,NA,"NL-U1063130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0140871",NA,NA
"13","2020-02-08 09:39:39-03","NBC","NL-BOTANY","U.1063133","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Cordeiro I; et al.","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1063133 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1063133",NA,"Magnoliales","R.E.Fr.","Maas PJM; He P",NA,"1992","09","18","São Paulo",NA,NA,NA,"NL-U1063133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0140868",NA,NA
"14","2020-02-08 09:39:39-03","NBC","NL-BOTANY","U.1063134","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Ehrendorfer F; Gottsberger GK","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1063134 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1063134",NA,"Magnoliales","R.E.Fr.","Maas PJM",NA,"1973","08","25","São Paulo","Brazil, Sao Paulo, Serra do Mar, ca 60 km SE Sao Paulo, Paranapiacaba, Nature Reserve, creek margins",NA,NA,"NL-U1063134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0045669",NA,NA
"15","2020-02-08 09:39:39-03","NBC","NL-BOTANY","U.1063135","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Ehrendorfer F; Gottsberger GK","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1063135 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1063135",NA,"Magnoliales","R.E.Fr.","Maas PJM; He P",NA,"1973","08","25","São Paulo","Brazil, Sao Paulo, Serra do Mar, ca 60 km SE Sao Paulo, Paranapiacaba nature reserve",NA,NA,"NL-U1063135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0011263",NA,NA
"16","2020-11-04 10:59:16-03","ESALQ","ESA","80615","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Bortoleto, S.; Araújo, A.O.; Freire, R.A.P.; Capretz, R.L.; Castellen, M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.",NA,"Brasil",NA,NA,"Árvore de 10m de altura. Botões florais marrom-claro.","ESA080615","Magnoliophyta",NA,"R.E. Fr.","Lopes, J.C.","82.0","2002","04","22","São Paulo","Parque Estadual Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana.Trilha do Rio Taquaral. Beira da Trilha.","-475.936","-240.314","ESA080615","São Miguel Arcanjo.","2012",NA,NA,"-475,936","-240,314",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 10:59:16-03","ESALQ","ESA","105422","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Aguiar, O.T.",NA,"Brasil",NA,NA,NA,"ESA105422","Magnoliophyta",NA,NA,"Lopes, J.C.",NA,"2002","03","13","São Paulo",NA,"-47.9900016784668","-23.8700008392334","ESA105422","São Miguel Arcanjo","2012",NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA
"18","2016-02-02 14:37:44-02","BGBM","B","B 10 0243202","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","G. Edwall","Middle and South America","Brazil",NA,NA,"Commisão geographica e geologica de S. Paulo <a href=http://herbarium.bgbm.org/object/B100243202 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100243202",NA,NA,"R.E.Fr.",NA,"1988","1892","11","18",NA,"Serra do Mar.",NA,NA,"B100243202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA
"19","2019-08-20 10:02:42-03","UNICAMP","UEC","150216","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Bertoncello, R; Pansonato, M",NA,"Brazil",NA,NA,NA,"UEC051984","Magnoliopsida",NA,"R.E.Fr.","Mello, R","470","2007","05","19","São Paulo","Parque Estadual da Serra do Mar, Morro do Cuscuzeiro","-44.787222","-23.298889","UEC051984","Ubatuba",NA,NA,NA,"-44.787222","-23.298889","1120","1120",NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:11:56-03","MBM","MBM","19971","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Pereira, E.","Southern America","Brazil",NA,NA,NA,"MBM019971",NA,NA,"Fris.","Pereira, E.","7660","1963","09","15","Rio de Janeiro","Petrópolis para Quitandinha","-43.1786003112793","-22.5049991607666","MBM019971","Petrópolis",NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA
"21","2020-12-21 16:11:56-03","MBM","MBM","343125","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Lima, H.C. de; et al.; et al.","Southern America","Brazil",NA,NA,"Árvore. Coa larga e tronco inclinado, DAP ca. 45 cm. Flores com tépalas alvo-amareladas. Ocasional. Altura 7 m.","MBM343125",NA,NA,"Fris.",NA,"5510","1997","12","13","Rio de Janeiro","Área de Proteção Ambiental de Macaé de Cima. Rio das Flores; trilha para o Pirineus, entre o Pirineus e Vale do Rio das flores","-42.5311012268066","-22.2819004058838","MBM343125","Nova Friburgo",NA,NA,NA,NA,NA,"1250","1300","33190","auto",NA,NA,NA,NA
"22","2008-05-27 22:02:00-03","MO","MOBOT","3405524","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","João Geraldo Kuhlmann","South America","Brazil",NA,NA,NA,NA,NA,NA,"R.E. Fr.",NA,"Kuhlmann 19676","1922","9","30","São Paulo","Estação Biologica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-15 15:28:21-03","UNESP-RC","HRCB","23424","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Kiyama, C.Y.",NA,"Brasil",NA,NA,"Árvore 6 m alt. Frutos",NA,NA,NA,"R.E.Fr.","Lopes, J.C.","45","1994","09","04","São Paulo","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,"Salesópolis","2009","02",NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA
"24","2020-06-15 15:28:21-03","UNESP-RC","HRCB","15002","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Moraes, P.L.R.",NA,"Brasil",NA,NA,"Árvore 18 m altura",NA,NA,NA,"R.E.Fr.","Lopes, J.C.","545","1991","11","15","São Paulo","P.E.C.Botelho","-47.9900016784668","-23.8700008392334",NA,"São Miguel Arcanjo","2009","02",NA,NA,NA,"700","700","27904","auto",NA,NA,NA,NA
"25","2020-06-15 15:28:21-03","UNESP-RC","HRCB","25188","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Izar, P.",NA,"Brasil",NA,NA,"Árvore com 7 m, com flor e fruto imaturo. Flor com pétalas e sépalas verde-claras-amareladas, com centro vermelho e ápice amarelo. Fruto imaturo marrom-esverdeado. Sementes marrom escuro com polpa sal",NA,NA,NA,"R.E.Fr.","Lopes, J.C.","1610","1996","11","05","São Paulo","Parque Intervales","-47.9199981689453","-24.3799991607666",NA,"Sete Barras","2009","02",NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA
"26","2019-05-23 11:07:31-03","UFLA","ESAL","17231","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Carvalho, DA",NA,"Brasil",NA,NA,"arvoreta; 6.0m; ;; floresta",NA,NA,NA,"R.E.Fr.",NA,"s.n.",NA,NA,NA,"Minas Gerais",NA,"-44.3946990966797","-22.1674995422363",NA,"Bocaina de Minas",NA,NA,NA,NA,NA,"1","1","35110","auto",NA,NA,NA,NA
"27","2019-05-23 11:07:31-03","UFLA","ESAL","19944","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Pereira, IM",NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"R.E.Fr.","Ary T. Oliveira Filha; Eduardo Van den B","s.n.",NA,NA,NA,"Minas Gerais","Maciço do Itatiaia, floresta ambrofila Densa","-44.3946990966797","-22.1674995422363",NA,"Bocaina de Minas",NA,NA,NA,NA,NA,NA,NA,"35110","auto",NA,NA,NA,NA
"28","2019-05-23 11:07:31-03","UFLA","ESAL","15138","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Fontes, MAL",NA,"Brasil",NA,NA,"árvore; 12,0; ;; floresta",NA,NA,NA,"R.E.Fr.",NA,"60",NA,NA,NA,"Minas Gerais","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Lima Duarte",NA,NA,NA,NA,NA,"1","1","30417","auto",NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","USw31707","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","E. P. Heringer & A. Mattos","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Magnoliales",NA,NA,"121",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"30","2018-05-14 16:22:51-03","F","FMNH-SEEDPLANTS","V0232345F","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","F. C. Hoehne","South America","Brazil",NA,NA,NA,"V0232345F","Spermatophyta",NA,NA,"RRC ID Flag","s.n.","1936","10","28","São Paulo",NA,"-49","-22","V0232345F_01 V0232345F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"31","2019-01-25 15:38:12-02","IAC","IAC","55336","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","L.C. Bernacci & D.A.V. Montero",NA,"Brasil",NA,NA,NA,NA,NA,NA,"R.E.Fr.","J. Lopes","4872","2013","06","23","São Paulo",NA,"-45.8464","-23.5322",NA,"Salesópolis","2016","05","12","-45.8464","-23.5322",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-23 11:56:59-03","CEPLAC","CEPEC","124991","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","H. C. de Lima",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"H. C. de Lima","5510",NA,NA,NA,"Rio de Janeiro",NA,"-42.5311012268066","-22.2819004058838",NA,"nova friburgo",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA
"33","2019-11-01 14:52:16-03","UnB","UB","114705","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Lemos, C","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"R.E. Fr.","Maas, PJM","Herb28313","1931","10","02","São Paulo","Alto da Serra, Estação Biológica.","-46.6300010681152","-23.5400009155273",NA,"São Paulo","1995",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"34","2021-03-04 15:44:28-03","IF","SPSF","15548","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","A.C.Dias","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 10m;",NA,"Magnoliophyta","Magnoliales","R.E.Fries","J.C.Lopes","500","1992","10","30","SP","Parque Estadual Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,"Sete Barras","2010","10","27",NA,NA,NA,NA,"34059","auto","Magnoliopsida",NA,NA,NA
"35","2021-03-04 15:44:28-03","IF","SPSF","42291","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","R.T. Polisel & N.M.Ivanauskas & R.P.S.Lattore & E.Rocha","América do Sul","Brasil",NA,NA,"COLETA: Árvore de 6 m. Fruto imaturo verde.; GEOGRAFIA: Na Trilha do Coqueiral, próximo ao córrego Coqueiral.;",NA,"Magnoliophyta","Magnoliales","R.E.Fries","J.C.Lopes","622","2008","03","29","SP","Estação Ecológica de Bananal","-44.343611","-22.791944",NA,"Bananal","2010","10","27",NA,NA,"1146","1146",NA,NA,"Magnoliopsida",NA,NA,NA
"36","2021-03-04 15:44:28-03","IF","SPSF","47207","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","C. de Moura & F.A.R.D.P.Arzolla & F.E.S.P.Vilela & D.Souza","América do Sul","Brasil",NA,NA,"COLETA: Árvore, 8m de altura, frutos imaturos e verdes.; GEOGRAFIA: acesso pelo rancho do Matias Queiroz, Floresta Ombrófila Densa Montana, floresta madura;",NA,"Magnoliophyta","Magnoliales","R.E.Fries","F.A.R.D.P.Arzolla","407","2012","04","04","SP","Parque Estadual Nascentes do Paranapanema","-48.1425","-24.171389",NA,"Capão Bonito","2013","11","26",NA,NA,"810","810",NA,NA,"Magnoliopsida",NA,NA,NA
"37","2021-03-04 15:44:28-03","IF","SPSF","44444","PreservedSpecimen","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","R.Bertoncello & M.Pansonato","América do Sul","Brasil",NA,NA,"GEOGRAFIA: Morro do Cuscuzeiro;",NA,"Magnoliophyta","Magnoliales","R.E.Fries","R.Mello Silva","470","2007","05","19","SP","Parque Estadual da Serra do Mar - Núcleo Picinguaba","-45.0699996948242","-23.4300003051758",NA,"Ubatuba","2007","05","19",NA,NA,"1120","1120","34265","auto","Magnoliopsida",NA,NA,NA
"38","2019-11-21 09:58:24-03","IBt","SP","266213","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Amorim, AM; et al.",NA,"Brasil",NA,NA,NA,"SP007887",NA,NA,"R.E.Fr.","Fries, RE","263","1990","10","24","Rio de Janeiro","Reserva Ecológica Minicipal de Macaé de Cima. Caminho para os Pirineus","-42.05","-22","SP007887","Nova Friburgo",NA,NA,NA,"-42.05","-22","1100","1100",NA,NA,NA,NA,NA,NA
"39","2019-11-21 09:58:24-03","IBt","SP","256071","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Cordeiro, I; Maas, PJM; Zuiten, CM; Dias, MC",NA,"Brasil",NA,NA,"Árvore ca. 6m alt., folhas verde brilhantes na face adaxial, opacas na abaxial, flores jovens castanho esverdeadas, frutos 5,5-8,0cm diâm., castanhos, picada da bomva d'água, próximo a Casa do Naturalista, 840m alt.","SP010141",NA,NA,"R.E.Fr.",NA,"914","1992","09","18","São Paulo","E.B. do Alto da Serra de Paranapiacaba","-46.316667","-23.783333","SP010141","Santo André",NA,NA,NA,"-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 09:58:24-03","IBt","SP","256071a","Carpo","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Cordeiro, I; Maas, PJM; Zuiten, CM; Dias, MC",NA,"Brasil",NA,NA,"Árvore ca. 6m alt., folhas verde brilhantes na face adaxial, opacas na abaxial, flores jovens castanho esverdeadas, frutos 5,5-8,0cm diâm., castanhos, picada da bomva d'água, próximo a Casa do Naturalista, 840m alt.",NA,NA,NA,"R.E.Fr.",NA,"914","1992","09","18","São Paulo","E.B. do Alto da Serra de Paranapiacaba","-46.316667","-23.783333",NA,"Santo André",NA,NA,NA,"-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 09:58:24-03","IBt","SP","256072","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Cordeiro, I; Maas, PJM; Zuiten, CM; Dias, MC",NA,"Brasil",NA,NA,"Árvore ca. 4m alt., folhas verde brilhantes na face adaxial, opacas na abaxial, botões jovens, castanho esverdeados, frutos 5,5-8,0cm diâm., castanhos, picada um que leva a Campo Grande, próximo a casa do Naturalista, ca. 840m alt.","SP010137",NA,NA,"R.E.Fr.",NA,"915","1992","09","18","São Paulo","E.B. do Alto da Serra de Paranapiacaba","-46.316667","-23.783333","SP010137","Santo André",NA,NA,NA,"-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 09:58:24-03","IBt","SP","454617","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Kondrat, H",NA,"Brasil",NA,NA,NA,NA,NA,NA,"R.E.Fr.","Kondrat, H","176","2013","09","25","São Paulo","Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, área sudeste, próxima à trilha interna paralela à Av. do Cursino, parcela 9, espécime nº 406","-46.615278","-23.6425",NA,"São Paulo",NA,NA,NA,"-46.615278","-23.6425","825","825",NA,NA,NA,NA,NA,NA
"43","2019-11-21 09:58:24-03","IBt","SP","276085","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Kiyama, CY; Simão Bianchini, R; Shirasuna, RT; Rossi, L",NA,"Brasil",NA,NA,NA,"SP010208",NA,NA,"R.E.Fr.","Lopes, JC","45","1994","11","04","São Paulo","Estação Biológica de Boracéia, Mata próxima à barragem do Rio Claro, interior da mata","-45.8400001525879","-23.5300006866455","SP010208","Salesópolis",NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA
"44","2019-11-21 09:58:24-03","IBt","SP","28313a","Carpo","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Lemos, C",NA,"Brasil",NA,NA,"Árvore da mata",NA,NA,NA,"R.E.Fr.","Fries, RE","s.n.","1931","10","02","São Paulo","Alto da Serra, Estação Biológica","-46.5299987792969","-23.6599998474121",NA,"Santo André","1934",NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,"Paratype",NA
"45","2019-11-21 09:58:24-03","IBt","SP","28313","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Lemos, C",NA,"Brasil",NA,NA,"Árvore da mata","SP000295",NA,NA,"R.E.Fr.","Fries, RE","s.n.","1931","10","02","São Paulo","Alto da Serra, Estação Biológica","-46.5299987792969","-23.6599998474121","SP000295","Santo André","1934",NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,"Paratype",NA
"46","2019-11-21 09:58:24-03","IBt","SP","8814","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Edwall, G",NA,"Brasil",NA,NA,NA,"SP000294",NA,NA,"R.E.Fr.","Fries, RE","CGG1988","1892","11","18","São Paulo","Campo Grande, Serra do Mar. Matta virgem","-46.5299987792969","-23.6599998474121","SP000294","Santo André","1934",NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,"Isotype",NA
"47","2019-11-21 09:58:24-03","IBt","SP","249753","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Kirizawa, M; Lopes, EA; Sobral, M",NA,"Brasil",NA,NA,"Mata de encosta, perto da casa do Naturalista +- 800 m.s.m., árvore +- 15,0m alt., folha verde escura, fruto verde","SP010139",NA,NA,"R.E.Fr.","Kirizawa, M","2524","1991","11","05","São Paulo","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121","SP010139","Santo André","1992","04","14",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"48","2019-11-21 09:58:24-03","IBt","SP","244705","S","Plantae","Annonaceae","Duguetia","salicifolia","Duguetia salicifolia","Sugiyama, M; Lopes, EA",NA,"Brasil",NA,NA,"Árvore 8,0m., com frutos, subida da picada dois, depois da bomba, perto da casa do Naturalista","SP010142",NA,NA,"R.E.Fr.",NA,"833","1990","03","08","São Paulo","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121","SP010142","Santo André",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
