"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","county","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"111","2021-03-30 12:45:50-03","EAO","IAN","194769","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Antônio, LC","PSACF767","2012","12","13","Southern America","Brasil","Pará","Sítio Belo Monte","-52.0099983215332","-2.88000011444092",NA,"Projeto Salvamento e Aproveitamento Científico da Flora da UHE Belo Monte&nf;Obs.: 2012121304H01.","IAN194769",NA,"Cordeiro, MR",NA,NA,"Vitória do Xingu",NA,NA,"79439","auto","2018","08","17",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-25 16:51:17-03","UFBA","ALCB","138339","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Stadnik, A; Vasconcelos, T; Faria, J","361","2016","07","11","Southern America","Brasil","Minas Gerais","Estrada de terra para o Morro do Pilar.","-43.332778","-19.2475",NA,"ca. 5m. Folhas discolores. Frutos verdes imaturos, roxos quando maduros.","ALCB069178","ALCB069178","Stadnik, A","533","533","Santana do Riacho",NA,NA,NA,NA,"2016","07",NA,"-43.332778","-19.2475",NA,NA,NA,NA,NA,NA
"113","2019-10-09 11:21:12-03","UFBA","ALCB","132337","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Guedes, ML","30267","2018","02","05","Southern America","Brasil","Bahia","Mata da Cazuzinha.","-39.171667","-13.116667",NA,"Folhas cartáceas. Cauliflora. .","ALCB047970","ALCB047970","Giaretta, A",NA,NA,"Cruz das Almas",NA,NA,NA,NA,"2019","05","17","-39.171667","-13.116667",NA,NA,NA,NA,NA,NA
"114","2019-10-09 11:21:12-03","UFBA","ALCB","71518","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Guedes, ML; Rabelo, P; Silva, ASA da; Ramos, GUG","12117","2006","01","11","Southern America","Brasil","Bahia","Nordeste","-39.316667","-10.433333",NA,"Folhas cartáceas. Fruto imaturo.","ALCB058381",NA,"Giaretta, A",NA,NA,"Monte Santo",NA,NA,NA,NA,"2019","05","17","-39.316667","-10.433333",NA,NA,NA,NA,NA,NA
"115","2020-02-08 10:06:13-03","NBC","NL-BOTANY","L.4148222","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Guillén R; Roca V",NA,"1995","01","28","Southern America","Bolivia",NA,"Santa Cruz: Velasco Province. Reserva Ecologica El Refugio; 1 hora al NO del campamento, en Canoa hacia Toledo; en un bosque pionero.","-61.064167","-14.743611",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4148222 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4148222","NL-L4148222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-61.064167","-14.743611","Magnoliopsidae",NA,NA,NA,NA,NA
"116","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U 0285206","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Maas PJM",NA,"1965","01","01","Southern America","Surinam",NA,"Paris Jacob-kreek",NA,NA,NA,"high forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285206 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0285206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw11709",NA,NA,NA,NA
"117","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U 0294445","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Mennega AMW",NA,"1954","01","01","Southern America","Surinam",NA,"riverbank Tanjimama R.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0294445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw2979",NA,NA,NA,NA
"118","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U 0294446","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Krukoff BA",NA,"1934","09","14","Southern America","Brazil","Amazonas","Brazilian Amazonia. Basin of RIo Madeira. State of Amazonas: Municipality of Humayta, near Tres Casas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294446 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0294446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw7678",NA,NA,NA,NA
"119","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U 0294451","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Krukoff BA",NA,"1934","09","14","Southern America","Brazil","Amazonas","Basin of Rio Madeira Humaytá",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0294451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw7600",NA,NA,NA,NA
"120","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U 0294455","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Lindeman JC; Görts-van Rijn ARA; et al.",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294455 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0294455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw26442",NA,NA,NA,NA
"121","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U 0294460","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Maguire B",NA,"1944","01","01","Southern America","Surinam","Saramacca","swamp forest above Jacob Kondre",NA,NA,NA,"swamp forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294460 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0294460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw2535",NA,NA,NA,NA
"122","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U 0294461","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Heyligers PC",NA,"1956","01","01","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294461 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0294461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw6643",NA,NA,NA,NA
"123","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U 0294473","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Florschütz PA; Maas PJM",NA,"1965","01","01","Southern America","Surinam",NA,"vicinity Kabalebo airport",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294473 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0294473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw10945",NA,NA,NA,NA
"124","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443232","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Eiten G; Eiten LT",NA,"1968","10","04","Southern America","Brazil",NA,"State of Mato Grosso. Serra do Roncador. Municipio de Barra do Garcas: 210 km along new road NNE of village of XAVANTINA. (50 km due S of Royal Society Royal Geographic Society Base Camp). A few hundred meters east of main road.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443232 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443232","NL-U1443232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"125","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443240","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Milliken W",NA,"1987","04","14","Southern America","Brazil",NA,"Territory of Roraima. SEMA Ecological Reserve, Ilha de Maraca, Roraima. Halfway between sation and Santa Rosa.","-61.433333","3.383333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443240 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443240","NL-U1443240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-61.433333","3.383333","Magnoliopsidae",NA,NA,NA,NA,NA
"126","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443241","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Milliken W",NA,"1987","04","14","Southern America","Brazil",NA,"Territory of Roraima. SEMA Ecological Reserve, Ilha de Maraca, Roraima. Halfway between sation and Santa Rosa.","-61.433333","3.383333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443241 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443241","NL-U1443241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-61.433333","3.383333","Magnoliopsidae",NA,NA,NA,NA,NA
"127","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443242","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Murça Pires J; Black GA",NA,"1946","04","05","Southern America","Brazil",NA,"Plantas da Amazonia. Estado do Amazonas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443242","NL-U1443242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"128","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443243","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Silva NT",NA,"1968","12","04","Southern America","Brazil",NA,"Plantas da Amazonia. Regiao do Rio Jari. Rio Jari, Monte Dourado.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443243 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443243","NL-U1443243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"129","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443244","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Krukoff BA",NA,"1934","09","14","Southern America","Brazil","Amazonas","Basin of Rio Madeira Humaytá",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443244 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443244","NL-U1443244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"130","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443245","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Krukoff BA",NA,"1934","09","14","Southern America","Brazil","Amazonas","Basin of Rio Madeira Humaytá",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443245 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443245","NL-U1443245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"131","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443246","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Fróes RL",NA,"1939","02","01","Southern America","Brazil",NA,"Estrada do Olho d'Agua. State of Maranhao: Island of Sao Luiz.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443246 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443246","NL-U1443246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"132","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443247","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Cavalcante PB",NA,"1970","02","12","Southern America","Brazil",NA,"Plants of Brazilian Amazonia. State of Para. Parque Indigena do Tumucumaque, RIo Paru de Oeste, Missao Tiriyo.","-55.75","2.333333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443247 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443247","NL-U1443247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-55.75","2.333333","Magnoliopsidae",NA,NA,NA,NA,NA
"133","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443248","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Prance GT; Steward JR; Ramos JF; Farias LG",NA,"1969","01","08","Southern America","Brazil",NA,"Plants of Brazilian Amazonia. Territory of Roraima. Ilha San Salvador near Lake Maiu, 40km NW of Boa Vista.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443248 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443248","NL-U1443248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"134","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443249","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Harley RM; Souza R",NA,"1968","09","28","Southern America","Brazil",NA,"Central Brazilian Plateau. State of Mato Grosso. R 10, c. 12 km S.W. of base camp. Near Lago de Leo. Cerrado.","-51.766667","-12.816667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443249 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443249","NL-U1443249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667","Magnoliopsidae",NA,NA,NA,NA,NA
"135","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443250","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Prance GT; Ramos JF",NA,"1968","08","12","Southern America","Brazil",NA,"Plants of Brazilian Amazonia. Territory of Rondonia. Porto Velho to Cuiaba highway. Vicinity of Santa Barbara, 15 km east of Km. 117.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443250 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443250","NL-U1443250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"136","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443251","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Fróes RL; Krukoff BA",NA,"1939","02","01","Southern America","Brazil",NA,"Estrada do Tirical. State of Maranhao: Island of Sao Luiz.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443251 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443251","NL-U1443251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"137","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443252","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Fróes RL",NA,"1950","01","04","Southern America","Brazil",NA,"Estado do Maranhao. Sao Luiz; Granja Barreto.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443252 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443252","NL-U1443252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"138","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443253","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Harley RM; Souza R; Ferreira A",NA,"1968","10","01","Southern America","Brazil",NA,"Central Brazilian Plateau. State of Mato Grosso. R 3, c. 2 km S.E. of base camp. Cerrado.","-51.766667","-12.816667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443253 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443253","NL-U1443253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667","Magnoliopsidae",NA,NA,NA,NA,NA
"139","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443254","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Milliken W; Lima J",NA,"1987","04","01","Southern America","Brazil",NA,"Territory of Roraima. SEMA Ecological Reserve, Ilha de Maraca, Roraima. Forest/grassy campo boundary near station, E of causeway.","-61.433333","3.366667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443254 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443254","NL-U1443254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-61.433333","3.366667","Magnoliopsidae",NA,NA,NA,NA,NA
"140","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443255","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Milliken W; Lima J",NA,"1987","04","01","Southern America","Brazil",NA,"Territory of Roraima. SEMA Ecological Reserve, Ilha de Maraca, Roraima. Forest/grassy campo boundary near station, E of causeway.","-61.433333","3.366667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443255 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443255","NL-U1443255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-61.433333","3.366667","Magnoliopsidae",NA,NA,NA,NA,NA
"141","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443256","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Silva NT",NA,"1968","11","27","Southern America","Brazil",NA,"Plantas da Amazonia. Regiao de Rio Jari. RIo Jari, Monte Dourado, Bandeira, capoeira.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443256 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443256","NL-U1443256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"142","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1443257","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Krukoff BA",NA,"1934","09","14","Southern America","Brazil","Amazonas","Brazilian Amazonia. Basin of RIo Madeira. State of Amazonas: Municipality of Humayta, near Tres Casas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443257 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1443257","NL-U1443257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"143","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1441374","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens longifolia","O.Berg","Morel I",NA,"1946","09","02","Southern America","Argentina","Formosa","Gob. Formosa. Dep. Pilcomayo. Clorinda",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441374 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441374","NL-U1441374","Legrand CMDE",NA,NA,NA,"longifolia",NA,NA,NA,"1947","10","01",NA,NA,"Magnoliopsidae","U 0258398",NA,NA,NA,NA
"144","2020-02-08 10:06:13-03","NBC","NL-BOTANY","U.1441374","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","flavescens","Eugenia flavescens longifolia","O.Berg","Morel I",NA,"1946","09","02","Southern America","Argentina","Formosa","Gob. Formosa. Dep. Pilcomayo. Clorinda",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441374 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441374","NL-U1441374","Legrand CMDE",NA,NA,NA,"longifolia",NA,NA,NA,"1947","10","01",NA,NA,"Magnoliopsidae","U 0258398",NA,NA,NA,NA
"145","2020-11-04 11:14:33-03","ESALQ","ESA","103348","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens",NA,"Roque, A.A.","618.0","2008","06","05",NA,"Brasil","Rio Grande do Norte",NA,"-37.0203018188477","-6.03388977050781",NA,NA,"ESA103348","ESA103348",NA,NA,NA,"Jucurutu",NA,NA,"24072","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-11-04 11:14:33-03","ESALQ","ESA","103347","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens",NA,"Roque, A.A.","474.0","2008","03","02",NA,"Brasil","Rio Grande do Norte",NA,"-37.0203018188477","-6.03388977050781",NA,NA,"ESA103347","ESA103347",NA,NA,NA,"Jucurutu",NA,NA,"24072","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-31 13:40:32-03","MN","R","165259","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Freire Allemão, F.",NA,"1862","01",NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,"R010054500","R010054500_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-31 13:40:32-03","MN","R","25396","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Freire Allemão, F.",NA,"1860","01",NA,NA,"Brasil","Ceará","Serra da Meruóca",NA,NA,NA,NA,"R010054496","R010054496_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-22 17:46:18-03","UFPI","TEPB","16755","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Mendes, M. R. A..","505","2001","12","20",NA,"Brasil","Piauí","Morro do Baixio","-41.471306","-6.852222",NA,"Arvoreta, muito frequente, flores brancas, solo pedregoso. Ambiente: Caatinga",NA,NA,NA,NA,NA,"São José do Piauí",NA,NA,NA,NA,NA,NA,NA,"41°28'16,7W","6°51'8S",NA,NA,NA,NA,NA,NA
"150","2021-03-22 17:46:18-03","UFPI","TEPB","16756","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Mendes, M. R. A..","301","2000","02","21",NA,"Brasil","Piauí","Morro do Baixio","-41.47175","-6.853667",NA,"Arbusto, muito frequente, frutos imaturos, solo pedregoso. Ambiente: Caatinga",NA,NA,NA,NA,NA,"São José do Piauí",NA,NA,NA,NA,NA,NA,NA,"41°28'18,3W","6°51'13,2S",NA,NA,NA,NA,NA,NA
"151","2021-03-23 17:09:07-03","UFPI","TEPB","31984","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","G. M. Conceição","374","1998","11","07",NA,"Brasil","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Arbusto com 1,50m, folhas simples e fruto verde imaturo.",NA,NA,"G. Barroso (JBRJ)",NA,NA,"Mirador",NA,NA,"176498","auto","1999","03","20",NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-12 01:35:56-03","UFPI","TEPB","16750","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Mendes, M. R. A..","519","2002","02","11",NA,"Brasil","Piauí","Morro do Baixio","-41.4752998352051","-6.87166976928711",NA,"Arvoreta, muito frequente, frutos imaturos, solo pedregoso, indivíduo 115 da 1ª parcela de florística. Ambiente: Caatinga",NA,NA,"F.R. Martins",NA,NA,"São José do Piauí",NA,NA,"17188","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-12 01:35:56-03","UFPI","TEPB","16751","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Mendes, M. R. A..","515","2002","02","11",NA,"Brasil","Piauí","Morro do Baixio","-41.4752998352051","-6.87166976928711",NA,"Arbusto, muito frequente, flores brancas, solo pedregoso. Ambiente: Caatinga",NA,NA,NA,NA,NA,"São José do Piauí",NA,NA,"17188","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-11-19 10:24:25-03","CPAP","CPAP","11711","PreserverdSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","flavescens","Eugenia flavescens","DC.","Pott, A.","6518","1993","10","12",NA,"Brasil","MS","Fazenda alvosrada no caminho para fazenda Sucuri; Pantanal","-55.016667","-18.833333",NA,"Árvore 5m de altura, casca corticosa. FLOR: branca. FRUTO: não vista. INTERESSE: Frutífera ?. FREQUÊNCIA: Esparsa. AMBIENTE: Cerradão mesotrófico, não alagável. SUBSTRATO: solo arenoso. RELEVO: plano convexo.",NA,NA,"C. Proenca","200","200","Rio Verde de Mato Grosso",NA,NA,NA,NA,"1993","11","01","55°01' W","18°50' S",NA,NA,NA,NA,NA,NA
