"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"98","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1432963","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Goodland R",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432963 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432963",NA,"Rosales","Berg CC",NA,"Minas Gerais",NA,NA,NA,NA,"NL-U1432963","Kunth",NA,NA,NA,NA,NA,NA,NA,"1984","05","01","Magnoliopsidae","U 0023529",NA,NA,NA
"99","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1432964","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Poole JM","1979","06","25","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432964 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432964",NA,"Rosales","Berg CC",NA,"Amazonas",NA,NA,NA,NA,"NL-U1432964","Kunth",NA,NA,NA,NA,NA,NA,NA,"1981","07","01","Magnoliopsidae","U 0023530",NA,NA,NA
"100","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1432965","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Ribeiro JELS","1994","09","29","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432965 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432965",NA,"Rosales","Berg CC",NA,"Amazonas",NA,NA,NA,NA,"NL-U1432965","Kunth",NA,NA,NA,NA,NA,NA,NA,"1995","11","01","Magnoliopsidae","U 0023521",NA,NA,NA
"101","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1432966","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Jansen-Jacobs MJ","1989","10","12","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432966 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432966",NA,"Rosales","Berg CC",NA,NA,NA,NA,NA,NA,"NL-U1432966","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023523",NA,NA,NA
"102","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1432967","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Heringer EP","1982","09","26","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432967 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432967",NA,"Rosales","Berg CC",NA,"Goiás",NA,NA,NA,NA,"NL-U1432967","Kunth",NA,NA,NA,NA,NA,NA,NA,"1988","11","01","Magnoliopsidae","U 0023522",NA,NA,NA
"103","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1432968","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Heringer EP","1974","08","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432968",NA,"Rosales","Berg CC",NA,"Goiás",NA,NA,NA,NA,"NL-U1432968","Kunth",NA,NA,NA,NA,NA,NA,NA,"1983","08","01","Magnoliopsidae","U 0023528",NA,NA,NA
"104","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1432969","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Duarte AP","1962","11","23","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432969 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432969",NA,"Rosales",NA,NA,"Minas Gerais",NA,NA,NA,NA,"NL-U1432969","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023797",NA,NA,NA
"105","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1432970","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Hatschbach GG","1980","08","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432970 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432970",NA,"Rosales",NA,NA,"Goiás",NA,NA,NA,NA,"NL-U1432970","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023117",NA,NA,NA
"106","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1432971","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Rizzo JA","1971","02","10","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432971",NA,"Rosales",NA,NA,"Goiás",NA,NA,NA,NA,"NL-U1432971","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0023525",NA,NA,NA
"107","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1432972","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Heringer EP","1982","09","29","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1432972 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1432972",NA,"Rosales","Berg CC",NA,"Goiás",NA,NA,NA,NA,"NL-U1432972","Kunth",NA,NA,NA,NA,NA,NA,NA,"1988","11","01","Magnoliopsidae","U 0023524",NA,NA,NA
"108","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435362","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Idrobo JM; Schultes RE","1950","12","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435362",NA,"Rosales",NA,NA,"Meta",NA,NA,NA,NA,"NL-U1435362","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0024536",NA,NA,NA
"109","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435363","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Schultes RE; Cabrera Rodriguez I","1951","11","25","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435363 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435363",NA,"Rosales","Berg CC",NA,"Amazonas",NA,NA,"-72.383333","-0.616667","NL-U1435363","Kunth",NA,NA,NA,NA,NA,"-72.383333","-0.616667","1987","03","01","Magnoliopsidae","U 0040099",NA,NA,NA
"110","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435364","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Berg CC; Bunting GS","1983","05","11","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435364 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435364",NA,"Rosales","Berg CC",NA,"Zulia",NA,NA,NA,NA,"NL-U1435364","Kunth",NA,NA,NA,NA,NA,NA,NA,"1984","09","01","Magnoliopsidae","U 0040101",NA,NA,NA
"111","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435365","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Davidson C","1975","11","17","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435365 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435365",NA,"Rosales","Vázquez Avila MD",NA,"Loreto",NA,NA,"-72.916667","-4.133333","NL-U1435365","Kunth",NA,NA,NA,NA,NA,"-72.916667","-4.133333",NA,NA,NA,"Magnoliopsidae","U 0040103",NA,NA,NA
"112","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435366","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Davidse G; González AC","1978","02","01","Southern America","Venezuela",NA,NA,"gallery forest along cano with Mauritia<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435366 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435366",NA,"Rosales","Berg CC",NA,"Apure",NA,"apure distriito pedro camajo near the rio meta at fundo el algarrobo 25 airline km wnw of buena vista morichal de la madera","-68.816667","6.216667","NL-U1435366","Kunth",NA,NA,NA,NA,NA,"-68.816667","6.216667",NA,NA,NA,"Magnoliopsidae","U 0040104",NA,NA,NA
"113","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435367","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","DeWolf Jr GP","1968","09","17","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435367 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435367",NA,"Rosales",NA,NA,"Lara",NA,NA,NA,NA,"NL-U1435367","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040105",NA,NA,NA
"114","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435368","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","DeWolf Jr GP","1968","09","17","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435368 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435368",NA,"Rosales",NA,NA,NA,NA,NA,NA,NA,"NL-U1435368","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040106",NA,NA,NA
"115","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435369","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Maas PJM; et al.","1984","10","07","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435369 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435369",NA,"Rosales","Berg CC",NA,"San Martín",NA,NA,NA,NA,"NL-U1435369","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040107",NA,NA,NA
"116","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435370","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Boom BM","1984","04","15","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435370 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435370",NA,"Rosales","Boom BM",NA,NA,NA,NA,NA,NA,"NL-U1435370","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040108",NA,NA,NA
"117","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435371","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Bunting GS; Stoddart A","1980","02","01","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435371 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435371",NA,"Rosales","Berg CC",NA,"Zulia",NA,NA,NA,NA,"NL-U1435371","Kunth",NA,NA,NA,NA,NA,NA,NA,"1983","06","01","Magnoliopsidae","U 0040109",NA,NA,NA
"118","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435373","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Bunting GS; Drummond PA","1977","10","31","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435373 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435373",NA,"Rosales","Berg CC",NA,"Zulia",NA,NA,NA,NA,"NL-U1435373","Kunth",NA,NA,NA,NA,NA,NA,NA,"1983","06","01","Magnoliopsidae","U 0040112",NA,NA,NA
"119","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435374","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Vázquez Avila MD","1981","11","24","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435374 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435374",NA,"Rosales","Vázquez Avila MD",NA,"Cochabamba",NA,NA,NA,NA,"NL-U1435374","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040113",NA,NA,NA
"120","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435375","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Zuloaga FO","1980","10","30","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435375 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435375",NA,"Rosales","Vázquez Avila MD",NA,"Santa Cruz",NA,NA,NA,NA,"NL-U1435375","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040114",NA,NA,NA
"121","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435376","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Liesner RL; González AC","1982","03","01","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435376 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435376",NA,"Rosales","Berg CC",NA,"Zulia",NA,NA,NA,NA,"NL-U1435376","Kunth",NA,NA,NA,NA,NA,NA,NA,"1983","04","01","Magnoliopsidae","U 0040115",NA,NA,NA
"122","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435378","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Marcano-Berti L; et al.","1981","02","17","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435378 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435378",NA,"Rosales","Berg CC",NA,"Zulia",NA,NA,NA,NA,"NL-U1435378","Kunth",NA,NA,NA,NA,NA,NA,NA,"1983","04","01","Magnoliopsidae","U 0040117",NA,NA,NA
"123","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435379","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Jeffrey C; Trujillo B","1977","11","30","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435379 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435379",NA,"Rosales",NA,NA,NA,NA,NA,NA,NA,"NL-U1435379","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040118",NA,NA,NA
"124","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435380","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Davidse G; González AC","1978","02","01","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435380 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435380",NA,"Rosales","Berg CC",NA,"Apure",NA,NA,NA,NA,"NL-U1435380","Kunth",NA,NA,NA,NA,NA,NA,NA,"1980","04","01","Magnoliopsidae","U 0040132",NA,NA,NA
"125","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435381","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Tarbra IC","1967","10","24","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435381 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435381",NA,"Rosales","Vázquez Avila MD",NA,"Tumbes",NA,NA,NA,NA,"NL-U1435381","Kunth",NA,NA,NA,NA,NA,NA,NA,"1983","03","01","Magnoliopsidae","U 0040119",NA,NA,NA
"126","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435384","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Trujillo B","1978","01","04","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435384 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435384",NA,"Rosales","Simonis JE",NA,"Aragua",NA,NA,NA,NA,"NL-U1435384","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040125",NA,NA,NA
"127","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435385","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Marcano-Berti L","1966","07","24","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435385 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435385",NA,"Rosales","Berg CC",NA,"Barinas",NA,NA,NA,NA,"NL-U1435385","Kunth",NA,NA,NA,NA,NA,NA,NA,"1980","06","01","Magnoliopsidae","U 0040126",NA,NA,NA
"128","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435386","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Bruijn J de","1966","11","30","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435386",NA,"Rosales",NA,NA,"Zulia",NA,NA,NA,NA,"NL-U1435386","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040128",NA,NA,NA
"129","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435387","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Rodriguez H","1978","01","09","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435387 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435387",NA,"Rosales","Simonis JE",NA,"Aragua",NA,NA,NA,NA,"NL-U1435387","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040129",NA,NA,NA
"130","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435388","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Trujillo B","1978","01","08","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435388 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435388",NA,"Rosales","Simonis JE",NA,NA,NA,NA,NA,NA,"NL-U1435388","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040130",NA,NA,NA
"131","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435389","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Trujillo B","1978","01","08","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435389 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435389",NA,"Rosales","Simonis JE",NA,"Carabobo",NA,NA,NA,NA,"NL-U1435389","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040131",NA,NA,NA
"132","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435399","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Berg CC; Bunting GS","1983","05","11","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435399 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435399",NA,"Rosales","Berg CC",NA,"Zulia",NA,NA,NA,NA,"NL-U1435399","Kunth",NA,NA,NA,NA,NA,NA,NA,"1984","09","01","Magnoliopsidae","U 0040102",NA,NA,NA
"133","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435400","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Bunting GS; et al.","1982","11","01","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435400 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435400",NA,"Rosales","Berg CC",NA,"Zulia",NA,NA,NA,NA,"NL-U1435400","Kunth",NA,NA,NA,NA,NA,NA,NA,"1984","09","01","Magnoliopsidae","U 0040100",NA,NA,NA
"134","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435401","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Breteler FJ","1965","12","21","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435401 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435401",NA,"Rosales",NA,NA,"Táchira",NA,NA,NA,NA,"NL-U1435401","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0024535",NA,NA,NA
"135","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435402","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Breteler FJ","1965","12","21","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435402 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435402",NA,"Rosales",NA,NA,"Táchira",NA,NA,NA,NA,"NL-U1435402","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0024537",NA,NA,NA
"136","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435403","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Bunting GS; Drummond PA","1978","05","11","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435403 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435403",NA,"Rosales","Berg CC",NA,"Zulia",NA,NA,NA,NA,"NL-U1435403","Kunth",NA,NA,NA,NA,NA,NA,NA,"1983","06","01","Magnoliopsidae","U 0040111",NA,NA,NA
"137","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435404","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Trujillo B","1978","01","08","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435404 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435404",NA,"Rosales","Simonis JE",NA,"Yaracuy",NA,NA,NA,NA,"NL-U1435404","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040127",NA,NA,NA
"138","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435405","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Flora Falcon","1979","03","07","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435405 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435405",NA,"Rosales","Simonis JE",NA,"Falcón",NA,NA,NA,NA,"NL-U1435405","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0024544",NA,NA,NA
"139","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435406","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Gentry AH","1983","05","10","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435406 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435406",NA,"Rosales",NA,NA,"Zulia",NA,NA,NA,NA,"NL-U1435406","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0024533",NA,NA,NA
"140","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435407","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Davidse G","1980","06","19","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435407 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435407",NA,"Rosales","Berg CC",NA,"Zulia",NA,NA,NA,NA,"NL-U1435407","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0024531",NA,NA,NA
"141","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435408","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Flora Falcon","1979","02","03","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435408 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435408",NA,"Rosales","Simonis JE",NA,"Falcón",NA,NA,NA,NA,"NL-U1435408","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0024543",NA,NA,NA
"142","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435409","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Steyermark JA","1980","03","24","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435409 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435409",NA,"Rosales","Berg CC",NA,"Aragua",NA,NA,"-67.241667","10.358333","NL-U1435409","Kunth",NA,NA,NA,NA,NA,"-67.241667","10.358333",NA,NA,NA,"Magnoliopsidae","U 0024538",NA,NA,NA
"143","2020-02-08 10:23:57-03","NBC","NL-BOTANY","U.1435410","PreservedSpecimen","Plantae","Moraceae","Ficus","obtusifolia","Ficus obtusifolia","Ellenberg H","1957","05","26","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1435410 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1435410",NA,"Rosales","Vázquez Avila MD",NA,NA,NA,NA,NA,NA,"NL-U1435410","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0024539",NA,NA,NA
