"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","day","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"45","2020-11-04 11:11:18-03","ESALQ","ESA","113811","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Bosquetti, L.B.","589.0","2007","03",NA,"Brasil","Goiás","Cocalzinho de Goiás",NA,"-48.7757987976074","-15.7944002151489",NA,NA,NA,NA,"ESA113811","ESA113811","10","Dutilh, J.H.A.",NA,NA,NA,NA,NA,"56114","auto",NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:11:23-03","ESALQ","ESA","89575","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Paula-Souza, J.; Ferrucci, M.S.; Scalon, V.R.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","4047.0","2005","01",NA,"Brasil","Goiás","Pirenópolis","Serra dos Pireneus. Subida para o Parque. Cerrado","-48.9592018127441","-15.852499961853","1070","1070",NA,"Erva, flores amarelas","ESA089575","ESA089575","18","Lopes, E.F.M.",NA,NA,NA,"-48,906,667","-15,824,722","40887","auto",NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:31:15-03","MN","R","50387","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Freire Allemão, F.; Cysneiros, M.","1539",NA,NA,NA,"Brasil","Ceará","Crato",NA,"-39.4094009399414","-7.23416996002197",NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R000050387","R000050387_001",NA,"Ichaso, C.L.F.","1966","06","30",NA,NA,"30071","auto",NA,NA,NA,NA,NA,NA
"48","2021-04-02 11:40:30-03","UFPI","TEPB","17662","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","B.M.T. Walter","3539","1996","10",NA,"Brasil","Goiás","Minaçú","Estrada Minaçú - obra de Serra da Mesa. Cerca de 8km da entrada Norte do Canteiro","-48.283333","-13.716667","486","486",NA,"Erva com até 25cm de altura, flor amarela, frequente, relevo plano, solo arenoso (área recentemente queimada), todas as peças florais amarelas, flores saem quase do chão Ambiente: Campo sujo ao lado de mata de galeria inundável",NA,NA,"22",NA,NA,NA,NA,"48°17'W","13°43'S",NA,NA,NA,NA,NA,NA,NA,NA
"49","2015-07-02 14:02:21-03","JBP","HPL","7363","S","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","J. A. Lombardi, H. Lorenzi et al.","6135","2005","11",NA,"Brasil","TO","Arraias","Coletado em estrada de terra a ca. 5km de Arraias - em terreno arenoso, a margem de estrada e pasto. S 12° 49' 05; W 47° 09' 39 - 360 m.s.m.","-46.9383","-12.9314",NA,NA,NA,NA,NA,NA,"02","V.C. Souza","2012","07","06",NA,NA,"66446","auto",NA,NA,NA,NA,NA,NA
"50","2020-12-20 21:17:59-03","UFV","VIC","042201","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonaerifolia","Curculigo scorzonaerifolia","(Lam) Baker.","Fialho, I.F.; et al.","s.n.","2011","11",NA,"Brasil","Minas Gerais","Paraopeba","FLONA de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,"Flor de corola amrela.","VIC042201","VIC042201","19",NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA
"51","2019-10-25 11:39:03-03","IECOS","HBRA","9115","S","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","U. Mehlig","1595","2015","02","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, campo aprox. 440 m ao noroeste da ponte da estrada Bragança-Ajuruteua (PA-458) sobre o canal de maré Furo do Taici","-46.74066667","-0.96616667","10","10","exsicata","Corola amarela","HBRA0004441","HBRA0004441","28","U. Mehlig","2014","02","28","-46.74066667","-0.96616667",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-10-25 11:39:03-03","IECOS","HBRA","270","S","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","U. Mehlig","21","2004","01","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, Salinas dos Roques/Jabuti, campo ao sul da 1ª ilha de terra firme","-46.67577778","-0.91472222",NA,NA,"exsicata",NA,"HBRA0002075","HBRA0002075","22","C. S. Rosário (MG)","2004","01","01","-46.67577778","-0.91472222",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-10-25 11:39:03-03","IECOS","HBRA","1252","S","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","L. O. Santos","226","2007","03","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, Salinas dos Roques/Jabuti, borda norte do bosque na 4ª ilha de terra firme","-46.67055556","-0.92088889",NA,NA,"exsicata","Erva. Flores amarelas","HBRA0001962","HBRA0001962","04","U. Mehlig","2011","04","12","-46.67055556","-0.92088889",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-10-25 11:39:03-03","IECOS","HBRA","1170","S","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","L. O. Santos","163","2007","02","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, Salinas dos Roques/Jabuti, campo próximo à borda do bosque na 1ª ilha de terra firme","-46.67588889","-0.91466667",NA,NA,"exsicata","Erva. Tépalas amarelas","HBRA0001990","HBRA0001990 HBRA0001990_v01","11","A. E. S. Rocha (MG)","2008","02","01","-46.67588889","-0.91466667",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-12-09 11:50:54-03","IECOS","HBRA","6903","S","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","R. M. Silva","260","2013","01","América do Sul","Brasil","Pará","Bragança","Engenho, área de retirada de areia ao norte da estrada Bragança-Augusto Corrêa (PA-454), aprox. 8 km de rua de Bragança. Solo de areia branca","-46.69488889","-1.04672222",NA,NA,"exsicata","Flore enterrada na areia sem caule visível. Flores amarelas.","HBRA0004877","HBRA0004877","19","R. M. Silva","2013","01","01","-46.69488889","-1.04672222",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-10-25 11:39:03-03","IECOS","HBRA","2735","S","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","E. S. Oliveira","146","2009","05","América do Sul","Brasil","Pará","Bragança","Península de Ajuruteua, Salinas dos Roques/Jabuti, área ruderal próximo à casa demolida da antiga fazenda","-46.68297222","-0.91619444",NA,NA,"exsicata","Herbácea.","HBRA0001980","HBRA0001980","10","U. Mehlig","2011","04","12","-46.68297222","-0.91619444",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-27 13:49:32-03","UFS","ASE","39877","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Silva, FO; Fabricante, JR","294","2018","05","Southern America","Brasil","Sergipe","Areia Branca","PARNA Serra de Itabaiana, Ambiente em fase intermediária SE, solo arenoso, luminosidade alta.","-37.2154","-10.4534",NA,NA,NA,"Erva - aprox. 20 cm de altura. Flor cruciforme de coloração amarela. Folhas opostas de coloração verde nas duas faces, apresentam pilosidade e assemelha-se com folhas de Poaceae. Caule sbterraneo do tipo bulbo de coloração verde e tex","ASE0041394",NA,"02","Silva, FO","2018","05","15","-37.2154","-10.4534",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:19:53-03","UNICAMP","UEC","163388","S","Plantae","Liliopsida",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Walter, BMT; Silva, GP; Pereira, JB; Salles, PA","4625","2000","11",NA,"Brazil","Goiás","Cavalcante","Estrada saindo da balsa do Porto dos Paulistas (balsa sobre o rio Tocantins) para o Buracão, Hu Curral de Pedra. A cerca de 5,8 Km do rio.","-48.121111","-13.461944","410","410",NA,"Erva ereta, flores amarelas velhas, estramíneas.; Campo sujo (área queimada com muita frequencia), relevo ondulado, pouco solo areno-argiloso, com muito cascalho superficial. Área de influência da Hidrelétrica Cana Brava.","UEC068664","UEC068664","08","Pastore, JFB","2001","10",NA,"-48.121111","-13.461944",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:19:53-03","UNICAMP","UEC","29683","S","Plantae","Liliopsida",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Leitão Filho, HF; Shepherd, GJ; Joly, CA","1889","1982","12",NA,"Brazil","Minas Gerais","Poços de Caldas","Área próxima ao Hotel Presidente","-46.564722","-21.838889",NA,NA,NA,"De fisionomia campestre com afloramentos. Herbáceo com bulbo, flores amarelas.","UEC018664","UEC018664","02","Dutilh, JHA","2012","07",NA,"-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:19:53-03","UNICAMP","UEC","48550","S","Plantae","Liliopsida",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Leitão Filho, HF; Shepherd, GJ; Joly, CA","1889","1982","12",NA,"Brazil","Minas Gerais","Poços de Caldas","Área próxima ao Hotel Presidente","-46.564722","-21.838889",NA,NA,NA,"De fisionomia campestre com afloramentos. Herbáceo com bulbo, flores amarelas.","UEC160911","UEC160911","02","Dutilh, JHA","2012","07",NA,"-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:19:53-03","UNICAMP","UEC","49627","S","Plantae","Liliopsida",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Semir, J; Martins, AB; Miotto, STS; Sales, MF; Medeiros, L; et al.","20583","1987","12",NA,"Brazil","Goiás","Pirenópolis","Serra dos Pirineus","-48.9592018127441","-15.852499961853","1350","1350",NA,"Erva de 20cm. Flores de cores amarelo queimado.; Campo rupestre.","UEC018658","UEC018658","09","Campos-Rocha, A","2014","09",NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:19:53-03","UNICAMP","UEC","101972","S","Plantae","Liliopsida",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Kinoshita, LS; Hayashi, AH; Elias, SI","98-506","1998","10",NA,"Brazil","Minas Gerais","Carrancas","Entre Vargem Grande e Cachoeira da Fumaça","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Erva. Flores amarelas.; Campo recém-queimado.","UEC018665","UEC018665","07","Dutilh, JHA","2012","07",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:19:53-03","UNICAMP","UEC","102198","S","Plantae","Liliopsida",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Kinoshita, LS; Kozera, C; Filliettaz, AM","98-399","1998","10",NA,"Brazil","Minas Gerais","Carrancas","Vargem Grande","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Erva. Flores amarelas.; Campo sujo.","UEC018666","UEC018666","07","Dutilh, JHA","2012","07",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA
"64","2019-11-08 08:52:34-03","FURB","FURB","49796","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Costa, G.; Ribeiro, P.L.","1781","2016","01",NA,"Brasil","Bahia","Jaguaripe",NA,"-38.9055556","-13.2036111",NA,NA,NA,NA,"FURB49796","FURB49796","13","Costa, G","2016","01","13","-38.9055556","-13.2036111",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:29:44-03","MBM","MBM","15973","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","Baker","Hatschbach, G.","25160",NA,NA,"Southern America","Brazil","Mato Grosso","Rio Brilhante","Rio Vacaria",NA,NA,NA,NA,NA,NA,"MBM015973","MBM015973",NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:29:44-03","MBM","MBM","77645","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","Baker","Hatschbach, G.; et al.; et al.","45636",NA,NA,"Southern America","Brazil","Minas Gerais","Sacramento","Rod. BR-262","-47.439998626709","-19.8652992248535",NA,NA,NA,NA,"MBM077645","MBM077645",NA,"Ravenna, P.",NA,NA,NA,NA,NA,"69737","auto",NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:29:44-03","MBM","MBM","12932","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","Baker","Hatschbach, G.; Ravenna, P.; Ravenna, P.","23135",NA,NA,"Southern America","Brazil","Paraná","Laranjeiras do Sul","Km 127","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"MBM012932","MBM012932",NA,"Ravenna, P.",NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA
"68","2015-09-03 20:07:15-03","MNHN","RECOLNAT_MNHN_P","P01803744","PreservedSpecimen",NA,NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Saint-Hilaire",NA,"1816","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01803744' target='other'> <mi>dwc_moreinfo</mi></a>","P01803744","P01803744_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A 71",NA,NA,NA
"69","2015-10-04 06:46:56-03","MNHN","RECOLNAT_MNHN_P","P00669583","PreservedSpecimen",NA,NA,NA,"Hypoxidaceae","Hypoxis","breviscapa","Hypoxis breviscapa","Kunth","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,NA,NA,"[Venezuela]",NA,NA,"Angostura Orinocensium [= Ciudad Bolivar] [Nov. gen. sp. : Crescit in humidis Guayanae inter urbem Santo Tomas del Angostura et El Trapiche de Don Felix Farreras]",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00669583' target='other'> <mi>dwc_moreinfo</mi></a>","P00669583","P00669583_01",NA,"Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1073","holotype",NA,NA
"70","2020-12-11 11:44:12-03","UFMG","BHCB","182088","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","Baker","Gontijo, FD; Tameirão Neto, E","1113","2016","01","Southern America","Brasil","Minas Gerais","Igarapé","Serra Azul, Serra das Farofas","-44","-21.084869","1270","1270",NA,"Herbáceo; Campo Cerrado","BHCB037874",NA,"08",NA,"2016","02","15","-44","-21.084869",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:44:12-03","UFMG","BHCB","184144","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","Baker","Sousa, NL; Paiva, JAM; Avelar, R","515","2016","12","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.871944","-20.305556","1244","1244",NA,"Herbáceo, 0,25m alt. Terrestre. Flores amarelas. Folha papirácea .; Cerrado Sentido Restrito.",NA,NA,"06",NA,NA,NA,NA,"-43.871944","-20.305556",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:44:12-03","UFMG","BHCB","184699","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","Baker","Mota, RC da; Vasconcelos, MF de","4103","2016","11","Southern America","Brasil","Minas Gerais","Jequitaí","Curral de Pedras","-44.564444","-17.083333","645","645",NA,"Projeto desenvolvido pelo Instituto Prístino!; Erva terrestre; perianto amarelo.; Coletada em Floresta Estacional Decidual.","BHCB049868",NA,"13",NA,"2020","01","29","-44.564444","-17.083333",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:44:12-03","UFMG","BHCB","119861","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","Baker","Batista, JAN; Martins, CAN","2180","2007","11","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda, Entrada para Moeda, cerca de 33 km de Belo Horizonte a partir do entroncamento do anel rodoviário com a BR-040. Morros a esquerda da pista em direção a Moeda, cerca de 1 km após o entroncamento com a BR-040.","-44.96025","-20.272667","1429","1429",NA,"Erva terrestre, em campo limpo seco em encosta com afloramento de minério de ferro. Solo arenoso-argiloso, raso, seco, com menério de ferro sobre a superfície. Área queimada durante a seca.",NA,NA,"01",NA,NA,NA,NA,"-44.96025","-20.272667",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-11 11:44:12-03","UFMG","BHCB","121298","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","Baker","Giacomin, LL; Amaro, BD","51","2008","04","Southern America","Brasil","Minas Gerais","Belo Horizonte","Barreiro, Distrito industrial Jatobá- B; Quadra 16","-43.937801361084","-19.9207992553711",NA,NA,NA,"Erva, flores amarelas. Em campo cerrado.",NA,NA,"23",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"75","2011-06-17 17:02:00-03","MO","MOBOT","100166635","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","José Steinbach","Steinbach G. 3559","1917","12","South America","Bolivia","Santa Cruz","Sara","Buena Vista","-63.66666","-17.45","500.00000000",NA,NA,NA,NA,NA,"1","Foster's 1958 catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2011-06-17 17:02:00-03","MO","MOBOT","100166638","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","José Steinbach","Steinbach G. 6587","1924","10","South America","Bolivia","Santa Cruz","Sara","Buena Vista","-63.66666","-17.45","400.00000000",NA,NA,NA,NA,NA,"8","Foster's 1958 catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"77","2009-02-04 09:55:00-02","MO","MOBOT","100166640","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Henry H. Rusby","Rusby 1320","1921","10","South America","Bolivia","Beni","Yacuma","San Pedro",NA,NA,"457.20000000",NA,NA,NA,NA,NA,"26","Foster's 1958 catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"78","2013-01-28 05:13:00-02","MO","MOBOT","1396940","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","René Guillén V.|Lupita Sánchez A.|S. Ortiz|L. Surubí","Guillén Villarroel 4808","1999","11","South America","Bolivia","Santa Cruz","Chiquitos","Serranía Santiago, sobre la meseta con afloramientos de roca.","-59.5716667","-18.3280556","650.00000000",NA,NA,NA,NA,NA,"26","J. Wiland (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"79","2013-10-05 06:33:00-03","MO","MOBOT","1827066","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Gerrit Davidse|Ángel C. González","Davidse 12935","1977","5","South America","Venezuela","Apure",NA,"Distrito Pedro Camejo; 11 km directly (in a straight line) east of Paso de San Pablo and ca. 2 km ENE of Fundo Picachón along the banks of the Río Capanaparo.","-67.65","7.03333","45.00000000",NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1268",NA,NA,NA
"80","2014-11-11 11:15:00-02","MO","MOBOT","1839742","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Gerrit Davidse|Nelson A. Rosa|Milton G. da Silva|Carlos S. Rosário","Davidse 17875","1980","4","South America","Brazil","Pará",NA,"Mun. de Marapanim: just E of the fishing village of Camara, which is ca. 11 km NW of Marudá.","-47.6833333","-0.6166667","2.00000000","20.00000000",NA,NA,NA,NA,"3","P. Ravenna",NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-8",NA,"1",NA
"81","2013-10-03 05:31:00-03","MO","MOBOT","3148801","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Randall J. Evans|Sylva Koemar|Evans Wittenberg","Evans 3455","2003","6","South America","Suriname","Sipaliwini",NA,"Central Suriname Nature Reserve. Kayserbeg Airstrip savanna, ca. 1 km E of Zuid River.","-56.47194","3.09472","235.00000000",NA,NA,NA,NA,NA,"6","P.J.M.Maas (WAG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"548",NA,"1",NA
"82","2014-04-24 11:08:00-03","MO","MOBOT","617970","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Gerrit Davidse|Otto Huber","Davidse 15068","1978","4","South America","Venezuela","Amazonas","Atures","14-15 km NE of Puerto Ayacucho along road to El Burro.","-67.5333333","5.7833333","85.00000000",NA,NA,NA,NA,NA,"15","Gerrit Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"78-26",NA,"1",NA
"83","2011-06-10 11:46:00-03","MO","MOBOT","617992","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Gerrit Davidse|Otto Huber","Davidse 15323","1978","4","South America","Venezuela","Amazonas",NA,"Departamento Atures: 23 km NE of Puerto Ayacucho and 10 km E of the highway, hills and base of hills, near Cachama.","-67.4","5.85","90.00000000",NA,NA,NA,NA,NA,"17","Gerrit Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"78-29",NA,"1",NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","810394","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Bruce K. Holst|Ronald L. Liesner","Holst 2847A","1986","5","South America","Venezuela","Bolívar",NA,"PIAR: Río Acanan, Guaruma; 5 km SW by air of confluence with Río Carrao. E of Auyan-tepui. 470 m. 5º56'N, 62º17'W. Savanna.","-62.28333","5.93333","470.00000000",NA,NA,NA,NA,NA,"16","A.Meerow(FVG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-36",NA,"4",NA
"85","2009-02-05 10:08:00-02","MO","MOBOT","100166879","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Hypoxis","breviscapa","Hypoxis breviscapa","Kunth","Miguel Bang","Bang 1042",NA,NA,"South America","Bolivia",NA,NA,"Bolivian Plateau",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Foster's 1958 catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"86","2012-12-06 16:37:00-02","MO","MOBOT","100543414","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Hypoxis","breviscapa","Hypoxis breviscapa","Kunth","J.R.I. Wood","Wood 18595","2012","10","South America","Bolivia","Cochabamba","Arani","Mizque","-65.34","-17.9408333","3413.00000000",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"87","2020-08-31 09:19:22-03","INPA","INPA","150903","S","Plantae","Monocotyledon","Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Thomas, WW","4448","1985","10","Southern America","Brasil","Mato Grosso","Luciara","1-5 km W BR158, 43 km S of Porto Alegre do Norte., 1-5 km. W of BR-158, 43 km S of Porto Alegre do Norte. Savanna.","-51.75","-11.283333",NA,NA,NA,NA,"INPA0150903","INPA0150903 INPA0150903_e INPA0150903_e1","17","Henderson, AJ","1988",NA,NA,"-51.75","-11.283333",NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-01-10 20:51:50-03","INPA","INPA","90194","S","Plantae","Monocotyledon","Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Zarucchi, JL","2721","1979","10","Southern America","Brasil","Rondônia",NA,"Mineração Campo Novo. (ca. 100 km. SW of Ariquemes). Forest on terra firme.","-63.616667","-10.566667",NA,NA,NA,NA,"INPA0090194","INPA0090194 INPA0090194_e INPA0090194_e1","16","Ramos, JF","1987","09",NA,"-63.616667","-10.566667",NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-08-31 09:19:22-03","INPA","INPA","111737","S","Plantae","Monocotyledon","Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Teixeira, LOA","1398","1983","02","Southern America","Brasil","Rondônia",NA,"BR 364, km 159, Estrada Porto Velho-Cuiabá BR-364, km 159, margem esquerda. Vegetação rupestre, 40 m mais elevadaque o resto da área.","-63.15","-9.4",NA,NA,NA,NA,"INPA0111737","INPA0111737 INPA0111737_e","09","Coêlho, LF","1983",NA,NA,"-63.15","-9.4",NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-01-10 20:51:50-03","INPA","INPA","12850","S","Plantae","Monocotyledon","Asparagales","Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Fittkau, EJ","INPA12850","1962","03","Southern America","Brasil","Pará",NA,"Tiriós, rio Parú do Oeste, Região dos Tiriós, rio Parú do Oeste. Terreno firme, argiloso, campo.","-55.9","2.13",NA,NA,NA,NA,"INPA0012850","INPA0012850 INPA0012850_e","22","Maas, PJM","1971","09",NA,"-55.9","2.13",NA,NA,NA,NA,NA,NA,NA,NA
