"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"230","2021-03-01 16:24:56-03","UNICAMP","UEC","40810","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Semir, J; Volet, DP","Tamashiro, JY; Martins, EF; Martins, FR","17741","1985","08",NA,"Brazil","Minas Gerais","Fazenda Sta. Inês. Mata do Anhunas.",NA,"Árvore de 15m. Papus cor de creme.","UEC130387","UEC130387","(A.DC.) Baker","25","Monte Belo","-46.3675003051758","-21.3264007568359",NA,NA,"16667","auto",NA,NA,NA,"2015","03",NA,NA,NA,NA,NA,NA
"231","2021-03-01 16:24:56-03","UNICAMP","UEC","39603","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Semir, J; Volet, DP","Tamashiro, JY; Martins, EF; Martins, FR","17713","1985","08",NA,"Brazil","Minas Gerais","Faz. Lagpa mat da Olaria.",NA,"Árvore 15m.; Em mata.","UEC130393","UEC130393","(A.DC.) Baker","24","Monte Belo","-46.3675003051758","-21.3264007568359",NA,NA,"16667","auto",NA,NA,NA,"2015","03",NA,NA,NA,NA,NA,NA
"232","2021-03-01 16:24:56-03","UNICAMP","UEC","59434","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Semir, J","Araújo, GM","669","1990","08",NA,"Brazil","Minas Gerais","Fazenda Experimental do Glória.",NA,"Àrvore , 10m de altura.; Mata Mesófila Semidecídua.","UEC128950","UEC128950","(A.DC.) Baker","08","Uberlandia","-48.2771987915039","-18.9186000823975",NA,NA,"58223","auto",NA,NA,NA,"2015","03",NA,NA,NA,NA,NA,NA
"233","2021-03-01 16:24:56-03","UNICAMP","UEC","49057","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Semir, J; Volet, DP","Silva, SM; Britez, RM","794","1986","10",NA,"Brazil","Paraná","Fazenda do Durgo.",NA,"Árvore de 10m, CAF 122 cm, com frutos.; Floresta de Araucária alterada.","UEC130389","UEC130389","(A.DC.) Baker","14","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"31353","auto",NA,NA,NA,"2015","03",NA,NA,NA,NA,NA,NA
"234","2021-03-01 16:24:56-03","UNICAMP","UEC","105253","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Semir, J","Lima, HC; et al.","3775","1990","06",NA,"Brazil","Rio de Janeiro","Reserva Ecológica Municipal de Macaé de Cima, Sítio Fazenda Velha. (Coord. 22°33/22°28 S, 42°30/42°34 W). Caminho para São Caetano, antes da parcela 2. 1100 msm.",NA,"Árvore com 13 m alt. Tronco com casca lisa e acinzentada. DAP 11cm. Inflorescência jovem com páleas esverdeadas.; Mata de encosta.","UEC128948","UEC128948","(A.DC.) Baker","01","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,"33190","auto",NA,NA,NA,"2015","03",NA,NA,NA,NA,NA,NA
"235","2021-03-01 16:24:56-03","UNICAMP","UEC","108599","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda",NA,"Christianini, SR","F844","1997",NA,NA,"Brazil","São Paulo","Fazenda da Cia. Cervejaria Brahma",NA,"árvore, ca. 6m, caule semi-rugoso, pilosidade amarelada; mata mesófila semidecídua","UEC127912","UEC127912","(A.DC.) Baker",NA,"Agudos","-48.9799995422363","-22.4599990844727",NA,NA,"52219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2021-03-01 16:24:56-03","UNICAMP","UEC","193384","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda",NA,"Bernacci, LC; Grombone-Guaratini, MT; Meira Neto, JAA; Leitão Filho, HF; Tamashiro, JY","21233","1987","07",NA,"Brazil","São Paulo","Fazenda Grota Funda.",NA,"Àrvore com 4 m, caule liso e cinza, madeira mole, capítulos vinosos, anteras negras, papus creme.","UEC128938","UEC128938","(A.DC.) Baker","27","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2021-03-01 16:24:56-03","UNICAMP","UEC","118657","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Semir, J","Gomes, BZ","1","2000","07",NA,"Brazil","São Paulo","Horto Santa Fé A.",NA,"Cerradão.","UEC128949","UEC128949","(A.DC.) Baker","10","Brotas","-48.1199989318848","-22.2800006866455",NA,NA,"26585","auto",NA,NA,NA,"2015","03",NA,NA,NA,NA,NA,NA
"238","2021-03-01 16:24:56-03","UNICAMP","UEC","161826","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Semir, J; Volet, DP","Arzolla, FARDP; et al.","833","2005","05",NA,"Brazil","São Paulo","Condomínio Parque Imperial da Cantareira.",NA,"Árvore, 10 metros de altura, com flores.; Floresta ombrófila densa montana, UTM 33.940 e 7.410.530.","UEC009473","UEC009473","(A.DC.) Baker","30","Caieiras","-46.7400016784668","-23.3600006103516",NA,NA,"9448","auto",NA,NA,NA,"2015","03",NA,NA,NA,NA,NA,NA
"239","2021-03-01 16:24:56-03","UNICAMP","UEC","66482","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Leitão Filho, HF","Leitão Filho, HF","523","1968","08",NA,"Brazil","São Paulo",NA,NA,"Àrvore; 5 metros; floresce em agosto-setembro.; Em mata secundária.","UEC128933","UEC128933","(A.DC.) Baker","25","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,NA,"1968","09","27",NA,NA,NA,NA,NA
"240","2021-03-01 16:24:56-03","UNICAMP","UEC","3251","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Barroso, GM","Joly, CA; et al.","s.n.","1977","06",NA,"Brazil","São Paulo","Estrada da Serra das Cabras.",NA,"Àrvore 4 a 5 m.; capítulos esbranquiçados.; Beira de mata.","UEC128942","UEC128942","(A.DC.) Baker","12","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2021-03-01 16:24:56-03","UNICAMP","UEC","69747","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Semir, J; Monge, M","Koch, I; et al.","26446","1992","06",NA,"Brazil","São Paulo","Estrada antiga de Campos do Jordão a Sto. Antônio dos Pinhais.",NA,"Àrvore de 16m, flores creme, cheiro doce.; Mata.","UEC128939","UEC128939","(A.DC.) Baker","11","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"21048","auto",NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA
"242","2021-03-01 16:24:56-03","UNICAMP","UEC","84468","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Volet, DP","Franco, GADC; Kawazaki, ML","1265","1994","08",NA,"Brazil","São Paulo","Estrada do Rio Paraíbuna.",NA,"Árvore 8m altura. Capítulos maduros.","UEC113176","UEC113176","(A.DC.) Baker","18","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"38855","auto",NA,NA,NA,"2016","02",NA,NA,NA,NA,NA,NA
"243","2021-03-01 16:24:56-03","UNICAMP","UEC","166607","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Baitello, JB","Baitello, JB","1609","2003","08",NA,"Brazil","São Paulo","Parque Estadual do Juquery.",NA,"Árvore 10 m altura, frutos.; Grota de floresta rodeada de cerrado, campo limpo.","UEC036394","UEC036394","(A.DC.) Baker","04","Franco da Rocha","-46.7200012207031","-23.3199996948242",NA,NA,"12135","auto",NA,NA,NA,"2003","08","07",NA,NA,NA,NA,NA
"244","2021-03-01 16:24:56-03","UNICAMP","UEC","136341","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Semir, J; Volet, DP","Sakuragui, CM; Souza, VC; Capellari Jr, L; Bérgamo, P","480","1993","10",NA,"Brazil","São Paulo","Fazenda Ibiti (Ripasa).",NA,"Árvore 5m alt., invólucro castanho, papus creme.; Mata de Araucária.","UEC130385","UEC130385","(A.DC.) Baker","02","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"27729","auto",NA,NA,NA,"2015","03",NA,NA,NA,NA,NA,NA
"245","2021-03-01 16:24:56-03","UNICAMP","UEC","74633","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Volet, DP","Aguiar, OT; et al.","583","1995","08",NA,"Brazil","São Paulo","Parque estadual de Jurupará, Ribeirão do Mico, próximo ao Rio Juquiá.",NA,"Árvore 8m de altura, flores aromáticas, estames de cor vinho e estiletes creme.","UEC113177","UEC113177","(A.DC.) Baker","11","Miracatu","-47.4599990844727","-24.2800006866455",NA,NA,"43974","auto",NA,NA,NA,"2016","02",NA,NA,NA,NA,NA,NA
"246","2021-03-01 16:24:56-03","UNICAMP","UEC","74072","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda",NA,"Ivanauskas, NM","267","1995","07",NA,"Brazil","São Paulo","Estação Experimental do IAC (24 36' 30 s; 47 53'06w).",NA,"Àrvore de 8m. Flores velhas e em botão.; Mata Atlântica.","UEC128934","UEC128934","(A.DC.) Baker","22","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2021-03-01 16:24:56-03","UNICAMP","UEC","137015","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda",NA,"Yamamoto, LF","248","1998","07",NA,"Brazil","São Paulo","Fazenda Bela Vista.",NA,"Pétala branca/violeta, tronco liso, árvore 16m.","UEC128944","UEC128944","(A.DC.) Baker","30","Pedreira","-46.9000015258789","-22.7399997711182",NA,NA,"12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-03-01 16:24:56-03","UNICAMP","UEC","44055","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Leitão Filho, HF","Bertoni, JEA","18631","1981","07",NA,"Brazil","São Paulo","Reserva Estadual de Porto Ferreira.",NA,"Àrvore, até 18m, com flores cremes.; Em cerrado.","UEC128936","UEC128936","(A.DC.) Baker","14","Porto Ferreira","-47.4700012207031","-21.8500003814697",NA,NA,"13859","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-03-01 16:24:56-03","UNICAMP","UEC","44050","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Leitão Filho, HF","Bertoni, JEA","18638","1981","08",NA,"Brazil","São Paulo","Reserva Florestal de Porto Ferreira.",NA,"Àrvore, até 10m, flores creme.; Cerrado.","UEC128941","UEC128941","(A.DC.) Baker","27","Porto Ferreira","-47.4700012207031","-21.8500003814697",NA,NA,"13859","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-03-01 16:24:56-03","UNICAMP","UEC","30054","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda",NA,"Pagano","411","1982","07",NA,"Brazil","São Paulo","Fazenda São José.",NA,"Àrvore até 15m de altura. Casca lisa-perfumadas.; Mata.","UEC128946","UEC128946","(A.DC.) Baker","21","Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-03-01 16:24:56-03","UNICAMP","UEC","77693","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Semir, J; Monge, M","Sartori, A; et al.","26590","1992","06",NA,"Brazil","São Paulo",NA,NA,"Árvore 5,0m., anteras pretas.","UEC128943","UEC128943","(A.DC.) Baker","11","Santo Antônio do Pinhal","-45.6599998474121","-22.8199996948242",NA,NA,"10885","auto",NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA
"252","2021-03-01 16:24:56-03","UNICAMP","UEC","54388","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda",NA,"Silva, AF","1268","1985","10",NA,"Brazil","São Paulo","Mata da caixa d' agua.",NA,"Àrvore com 15m, invólucro de cor palha papus branco.; Alto da encosta.","UEC128932","UEC128932","(A.DC.) Baker","09","São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-03-01 16:24:56-03","UNICAMP","UEC","33696","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Semir, J","Gianotti, E; Joly, CA; Martins, FR","14933","1983","09",NA,"Brazil","São Paulo","Reserva Estadual de Carlos Botelho.",NA,"Àrvore 11m, capítulos creme-amarelados.; Vegetação de Mata Atlântica de encosta.","UEC128947","UEC128947","(A.DC.) Baker","22","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"27904","auto",NA,NA,NA,"2015","03",NA,NA,NA,NA,NA,NA
"254","2021-03-01 16:24:56-03","UNICAMP","UEC","3252","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Barroso, GM","Vital, DM","s.n.","1977","06",NA,"Brazil","São Paulo","Parque Estadual das Fontes do Ipiranga.",NA,"Àrvore com ca. 10m alt., Inflorescências com botões esverdeados.","UEC128937","UEC128937","(A.DC.) Baker","11","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-03-01 16:24:56-03","UNICAMP","UEC","121942","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Semir, J; Volet, DP","Koscinski, M","20","1939","08",NA,"Brazil","São Paulo","Serra da Cantareira.",NA,"Flores em julho; frutos de julho a agosto;&nf;Nomes populares: cambará da casca preta, vassoura preta.","UEC130392","UEC130392","(A.DC.) Baker",NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto",NA,NA,NA,"2015","03",NA,NA,NA,NA,NA,NA
"256","2021-03-01 16:24:56-03","UNICAMP","UEC","85694","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda",NA,"Galleti, M; et al.","536","1994","08",NA,"Brazil","São Paulo","Faz. Intervales, Base Saibadela, trilha do betão.",NA,"Árvore, 10m de altura, flores roxas.","UEC130379","UEC130379","(A.DC.) Baker","25","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-03-01 16:24:56-03","UNICAMP","UEC","101541","S","Plantae","Magnoliopsida",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda",NA,"Galleti, M; et al.","536","1994","08",NA,"Brazil","São Paulo","Faz. Intervales, Base Saibadela, trilha do betão.",NA,"Árvore, 10m de altura, flores roxas.","UEC128945","UEC128945","(A.DC.) Baker","25","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-11-19 14:04:56-03","UFRPE","PEUFR","522","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","G.M. Barroso","A. Lima","3359","1959","07",NA,"Brasil","Minas Gerais",NA,NA,"Arbusto com 2 m; inflorescência alva; folhas peludas +/- macias","PEUFR000522",NA,"(DC.) Baker","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1959","07",NA,NA,NA,NA,NA,NA
"259","2019-11-19 14:04:56-03","UFRPE","PEUFR","525","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","G.M. Barroso","A. LIma","3363","1959","08",NA,"Brasil","Minas Gerais","Entre Porto Firme e Guaraciaba",NA,"Árvore com 8 m; 20 cm de diâmetro na base; flores +/- alva; lacínios vermelho-roxo; anteras id","PEUFR000525",NA,"(DC.) Baker","09","Guaraciaba","-43.0074996948242","-20.57080078125",NA,NA,"16300","auto",NA,NA,NA,"1959","07",NA,NA,NA,NA,NA,NA
"260","2019-11-05 16:45:17-03","UFOP","OUPR","16031","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Lisboa, M.A.","s.col.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Entre Mariana e Ponte Nova",NA,NA,NA,NA,"(DC.) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA
"261","2019-11-05 16:45:17-03","UFOP","OUPR","29569","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Souza, H.C. de","Casério, B.M.","s.n.","2014","09",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Trilha do Forno.",NA,"Floresta Montana.",NA,NA,"(DC.) Baker",NA,"Ouro Preto","-43.507778","-20.427222","1350","1350",NA,NA,NA,"-43.507778","-20.427222","2016","08",NA,NA,NA,NA,NA,NA
"262","2019-11-05 16:45:17-03","UFOP","OUPR","16032","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda",NA,"Badini, J.","s.n.","1973","10",NA,"Brasil","Minas Gerais","Santa Rita Durão",NA,"Mata. Árvore. Flores pálidas",NA,NA,"(DC.) Baker","12","Mariana","-43.4160995483398","-20.377799987793",NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-11-05 16:45:17-03","UFOP","OUPR","16033","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Badini, J.","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Mata. Arbusto. Flores pálidas",NA,NA,"(DC.) Baker",NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,"1971","10","30",NA,NA,NA,NA,NA
"264","2019-11-05 16:45:17-03","UFOP","OUPR","16034","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Lisboa, M.A.","Badini, J.; Lisboa, M.A.","s.n.","1971","10",NA,"Brasil","Minas Gerais","Entre Ouro Preto e Ponte Nova",NA,"Cerrado. Arbusto. Flores pálidas",NA,NA,"(DC.) Baker","21","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,"1971","10","24",NA,NA,NA,NA,NA
"265","2019-11-05 16:45:17-03","UFOP","OUPR","31870","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Pedrosa, L.G.","Pedrosa, L.G.","730","2018","09",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, 2-3km da trilha do pico.",NA,"Arvoreta, 4-5m. Flores brancas, perfumadas. Área de campo rupestre úmido.",NA,NA,"(DC.) Baker","09","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,"2018","09","09",NA,NA,NA,NA,NA
"266","2019-11-05 16:45:17-03","UFOP","OUPR","27094","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Lemes, F.O.A.","Campos, N.R.","4","2010","06",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Fazenda do Manso. Capoeira, floresta secundária",NA,"Árvore, com flores. Folhas pilosas na parte abaxial e ramos pilosos",NA,NA,"(DC.) Baker","20","Ouro Preto","-43.5080986022949","-20.2875003814697","1300","1300","44599","auto",NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA
"267","2020-10-14 09:59:20-03","FURB","FURB","44657","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Nakajima, JN","Oliveira, P.I.","821","1984","08",NA,"Brasil","Paraná","Colégio Santo Andrade.",NA,NA,"FURB18279","FURB18279","(DC.) Baker","10","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto",NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA
"268","2021-03-16 17:51:02-03","UCS","HUCS","01758","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Robinson, H.","Wasum, R.A.","s.n.","1986","07",NA,"Brasil","Rio Grande do Sul","São Roque",NA,"Smithsonian Institution; Árvore no interior da mata",NA,NA,"(DC.) Baker","23","Farroupilha","-51.3478012084961","-29.2250003814697",NA,NA,"19545","auto",NA,NA,NA,"1986","08",NA,NA,NA,NA,NA,NA
"269","2020-04-27 16:08:53-03","UFES","VIES","21946","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Tuler, A.C.","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","165","2011","10",NA,"Brasil","Espírito Santo","Serra do Valentim.",NA,NA,"VIES021946","VIES021946","(DC.) Baker","14","Iúna","-41.5358009338379","-20.3458003997803",NA,NA,"32198","auto",NA,NA,NA,"2012","03",NA,NA,NA,NA,NA,NA
"270","2020-04-27 16:08:53-03","UFES","VIES","23307","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Heiden, G.","Broggio, I.S.","83","2010","08",NA,"Brasil","Espírito Santo","Reserva Biológica de Córrego do Veado.",NA,NA,"VIES023307","VIES023307","(DC.) Baker","15","Pinheiros","-40.2132987976074","-18.3703002929688",NA,NA,"28525","auto",NA,NA,NA,"2016","04","08",NA,NA,NA,NA,NA
"271","2020-04-27 16:08:53-03","UFES","VIES","1994","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","D. Volet","Pereira, O.J.","1348","1987","10",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES001994","VIES001994","(DC.) Baker","29","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"48150","auto",NA,NA,NA,"2016","09","28",NA,NA,NA,NA,NA
"272","2020-11-03 16:40:26-03","UFES","VIES","30040","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","D.P. Volet","Dias, H.M.; Silva, A.E.; Lage, C. & Feitosa, L.S.","645","2011","09",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES030040","VIES030040","(DC.) Baker","20","Guaçuí","-41.6794013977051","-20.7756004333496",NA,NA,"17884","auto",NA,NA,NA,"2020","09","22",NA,NA,NA,NA,NA
"273","2020-04-27 16:08:53-03","UFES","VIES","31765","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Zorzanelli, J.P.F.","Campanharo, I.F.","13","2013","01",NA,"Brasil","Espírito Santo","Parque Nacional do Caparaó.",NA,NA,"VIES031765","VIES031765","(DC.) Baker",NA,"Ibitirama","-41.6671981811523","-20.5414009094238",NA,NA,"22282","auto",NA,NA,NA,"2013","06","27",NA,NA,NA,NA,NA
"274","2020-11-03 16:40:26-03","UFES","VIES","21947","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","D.P. Volet","Zorzanelli, J.P.F.","495","2012","02",NA,"Brasil","Espírito Santo","Serra do Valentim.",NA,NA,"VIES021947","VIES021947","(DC.) Baker",NA,"Iúna","-41.5358009338379","-20.3458003997803",NA,NA,"32198","auto",NA,NA,NA,"2020","09","22",NA,NA,NA,NA,NA
"275","2020-04-27 16:08:53-03","UFES","VIES","21964","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","Tuler, A.C.","Zorzanelli, J.P.F.; Silva, A.E.","251","2011","12",NA,"Brasil","Espírito Santo","Serra do Valentim.",NA,NA,"VIES021964","VIES021964","(DC.) Baker","27","Iúna","-41.5358009338379","-20.3458003997803",NA,NA,"32198","auto",NA,NA,NA,"2012","03",NA,NA,NA,NA,NA,NA
"276","2019-08-16 08:38:36-03","UTFPR","HCF","4338","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","J. Cordeiro & E. Barboza","M.G. Caxambu","1178","2006","07",NA,"Brasil","MG","Fazenda Rancharia, BR 265, Km 2",NA,"Árvore ca. 6m, com folhas discolores e flores axilares de cor creme. Borda de Cerrado.",NA,NA,"(DC.) Baker","30","Boa Esperança","-45.638467","-21.16625","887","887",NA,NA,NA,"45°38'18,48'' W","21°9'58,50'' S","2007",NA,NA,NA,NA,NA,NA,NA
"277","2019-08-16 08:38:36-03","UTFPR","HCF","4330","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","J. Cordeiro & E. Barboza","A.R. Silva","53","2006","07",NA,"Brasil","MG","Fazenda Rancharia, BR 265, Km 2",NA,"Árvore ca. 6m, heliófito em borda de cerradão, com flores róseas e frutos alados, folhas discolores grísio-piloso na face abaxial.",NA,NA,"(DC.) Baker","30","Boa Esperança","-45.5657997131348","-21.0900001525879","887","887","37175","auto",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"278","2019-08-16 08:38:36-03","UTFPR","HCF","20499","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","L.T. Dombrowski","L.T. Dombrowski","2961","1970","10",NA,"Brasil","PR","entre río das pombas e o rio dos",NA,"árvore, pouco frequente.",NA,NA,"(DC.) Baker","12","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-08-16 08:38:36-03","UTFPR","HCF","18726","S","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","J.N. Nakajima","P.I. Oliveira","821","1984","08",NA,"Brasil","PR","Colégio Santo Andrade",NA,"árvore, 6 m, flor alva, corola vinosa. Mata pluvial baixa.",NA,NA,"(DC.) Baker","10","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto",NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA
