"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","infraspecificEpithet","maximumElevationInMeters","typeStatus","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"44","2015-09-03 18:40:28-03","MNHN","RECOLNAT_MNHN_P","P01633872","PreservedSpecimen",NA,"Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"Weddell, H.A.","1844","1","1","Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,"P01633872","P01633872_01",NA,NA,NA,NA,"Brésil. Serra d´Estrella.",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01633872' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-19 17:59:02-03","UFMG","BHCB","136112","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"Heringer, G; Machado, TM; Reis, SB","2010","03","11","Brasil","Minas Gerais","Alto Caparaó","-41.844111","-20.431167","-41.844111","-20.431167","BHCB058203",NA,"Dicotyledon",NA,"450","Southern America","Parque Nacional do Caparaó. Vale Verde., Mata do coração.","1540",NA,"Epífita em tronco caído.Epiga verde, frutos negros, lâmina foliar com listras verde claro.",NA,"1540",NA,NA,NA,NA,"2021","03","04",NA,NA,NA,NA
"46","2021-02-11 17:21:13-03","UFPR","UPCB","43792","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","Borgo, M.","Oliveira, M.","1999","06","05","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,NA,NA,"Parque Estadual Guartelá",NA,NA,"Herbácea rupícola com folhas e ramos vináceos. Margem esquerda do Rio Iapó (Saltinho)..",NA,NA,NA,NA,"56988","auto","1999","06",NA,NA,NA,NA,NA
"47","2020-01-17 04:33:00-03","MO","MOBOT","100785876","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","L. Valenzuela. (HOXA)","Luis Valenzuela G.|Jaime Flores|Gerry Shareva M.|Eduardo Cruz Ortíz","2013","11","15","Peru","Junín","Satipo","-73.6719445","-15.9691667",NA,NA,NA,NA,NA,NA,"Valenzuela Gamarra 26797","South America","Distrito Rio Tambo. Comunidad Nativa Parijaro. Parque Nacional Otishi. Entre Río Cútivireni y Mayobenti.","968.00000000",NA,NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,"99","3",NA,NA
"48","2009-11-04 15:51:00-02","MO","MOBOT","2874034","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"J.B.E. Pohl","1875",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pohl 4785","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2011-11-08 05:06:00-02","MO","MOBOT","100247845","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"Allan J. Bornstein|Ricardo Callejas","1994","1","5","Colombia","Antioquia","Tarazá",NA,NA,NA,NA,NA,NA,NA,NA,"Bornstein 209","South America","Correg. El 12, Finca Las Mercedes, 210 km NE de Medellín, 1-2 km NW de la casa, Río Quebradona, bht/bmht.","200.00000000",NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"50","2015-05-28 09:17:00-03","MO","MOBOT","100549188","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"Anonymous",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anonymous s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","1242809","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas L. (HUA)","Camilo Díaz S.|Antonio Peña","1996","11","27","Peru","Amazonas","Luya","-78.35138","-6.15194",NA,NA,NA,NA,NA,NA,"Díaz Santibáñez 8719","South America","Camporedondo, Tullanya.","1550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"292","4",NA,NA
"52","2012-08-16 05:10:00-03","MO","MOBOT","1427479","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","A.M. Patiño (HUA)","Carlos Espinoza|et al.","1999","12","1","Ecuador","Pichincha","Quito","-78.63055","0.02833",NA,NA,NA,NA,NA,NA,"Espinoza 54","South America","Reserva Orquideológica El Pahuma, carretera Calacalí-Los Bancos, km 22. Bosque muy húmedo montano bajo.","1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2008-08-08 03:32:00-03","MO","MOBOT","1500597","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"Henry H. Rusby","1885",NA,NA,"Bolivia","La Paz",NA,"-67.96666","-16.33333",NA,NA,NA,NA,NA,NA,"Rusby 2211","South America","Yungas","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2014-02-12 09:29:00-02","MO","MOBOT","1532878","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","M. Nee","Michael H. Nee",NA,NA,NA,"Bolivia","Santa Cruz",NA,"-63.95","-18.10833",NA,NA,NA,NA,NA,NA,"Nee 44402","South America","Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","1130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"55","2012-04-14 06:01:00-03","MO","MOBOT","1758098","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","A.M. Patiño (HUA)","Patricio Fuentes|Juan C. Ronquillo|A. Tankamash","1999","10","21","Ecuador","Morona-Santiago",NA,"-78.23555","-3.34555",NA,NA,NA,NA,NA,NA,"Fuentes 1163","South America","Cordillera del Cóndor. Valle del Río Coangos.Río Tsurim entre los Centros Shuar de Numpatkain y Banderas. Bosque intervenido con áreas preparadas para establecer cultivo de mai|z, junto a bosque primario.","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2012-12-07 10:39:00-02","MO","MOBOT","1995609","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","T.G. Yuncker","Paul C. Hutchison","1957","9","30","Peru","Amazonas","Bagua",NA,NA,NA,NA,NA,NA,NA,NA,"Hutchison 1475","South America","In deep jungle on the Río Utcubamba. On Cerro Tapur an hour's jeep-ride above Hacienda Misqui ca. 40 km south of Bagua Grande.","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","1",NA,NA
"57","2012-03-07 11:08:00-03","MO","MOBOT","2381960","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"Diego Reyes","2004","1","26","Ecuador","Sucumbíos","Shushufindi","-76.5538889","-0.3461111",NA,NA,NA,NA,NA,NA,"Reyes 185","South America","Limoncocha. Comunidad Santa Elena, a 8 km de la vía principal a Puerto Itaya. Bosque muy húmedo tropical. Bosque intervenido con áreas de pantano igapó. Suelo oxisol. Proyecto Etnobotánico del Herbario Nacional, co-financiado por PetroEcuador.","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"58","2012-04-12 05:10:00-03","MO","MOBOT","2719373","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","A. Fuentes (LPB)","Alfredo F. Fuentes|Tatiana B. Miranda|Juana Colque|Evert Cuevas","2005","7","10","Bolivia","La Paz","Franz Tamayo","-68.61333","-14.65138",NA,NA,NA,NA,NA,NA,"Fuentes Claros 9734","South America","Area natural de Manejo Integrado Madidi, Crucero, entre Pata y Santa Cruz. Bosque de yungas subandino superior pluvial con Dictyocaryum lamarckianum, Hedyosmum sp. y Chaetocarpus myrsinites. Inventario fitosociologico Madidi 66. Plantas sin alcoholizar.","1876.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-103",NA,NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","2757168","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"Renate Seidel|et al.","1987","11","28","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seidel 1138","South America",NA,"1370.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2012-04-12 05:10:00-03","MO","MOBOT","2764689","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","A. Fuentes (LPB)","Alfredo F. Fuentes|et al.","2005","6","30","Bolivia","La Paz","Franz Tamayo","-68.90027","-14.56805",NA,NA,NA,NA,NA,NA,"Fuentes Claros 9169","South America","Parque Nacional Madidi, Carjata, bosque subandino superior estacional humedo con Juglans boliviana, Ficus spp. y Nectandra spp. Inventario fitosociologico Madidi 51. Plantas alcoholizadas.","1712.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-86","2",NA,NA
"61","2011-03-11 14:50:00-03","MO","MOBOT","2871988","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"José A. Pavón","1779",NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pavón s.n.","South America","Donné en 1908 ab Conservatoire botanique de Genéve par son petil-fils, M. Ph. Moricand, et in tercalé la méme année dans la Collection génerale de I'IIerbier Delessert. - Voy, Briquet in Ann. du Conserv. et Jard. bot. de Genéve, vol. mXIII (1909). N.B. - Les étiquettes non signées, se rapportant a des plantes d'Europe, proviennent des herborisations personnelles de Moricand.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2011-06-08 11:53:00-03","MO","MOBOT","2872298","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas","José Schunke V.","1982","5","20","Peru","San Martín","Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,"Schunke Vigo 13631","South America","Dtto. Tocache Nuevo. Quebrada Cachiyacu, cerca a Huaquisha, en bosque alto, sobre árboles muertos.","550.00000000",NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2011-06-08 11:53:00-03","MO","MOBOT","2872402","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas","José Schunke V.","1982","5","30","Peru","San Martín","Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,"Schunke Vigo 13628","South America","Dtto. Tocache Nuevo. Quebrada Cachiyacu, cerca a Huaquisha, sobre árboles muertos, en bosque alto.","550.00000000",NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2014-01-22 12:25:00-02","MO","MOBOT","2872599","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","N. Hensold","Segundo Leiva G.|Pedro Lezama A.","1993","10","10","Peru","Cajamarca","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,"Leiva González 911","South America","Trujillo. Camino entre Bosque de Monteseca. Borde de camino.","1350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-05-30 04:37:00-03","MO","MOBOT","2872676","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","Ronald L. Liesner","Ernst Üle",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Üle 8593","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2010-01-01 05:41:00-02","MO","MOBOT","2873914","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"Henry H. Rusby","1890",NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rusby 331","South America","Yungas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","2874426","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"Otto Buchtien","1912",NA,NA,"Bolivia","La Paz","Nor Yungas",NA,NA,NA,NA,NA,NA,NA,NA,"Buchtien 683","South America","Polo-Polo beí Coroico, Nordyungas.","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","2874491","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"Miguel Bang","1894","9",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bang 2450","South America","Coroico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","2874580","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","Ronald L. Liesner","BEROL","1828",NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BEROL s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2012-04-12 05:10:00-03","MO","MOBOT","2996492","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","A. Fuentes (LPB)","Alfredo F. Fuentes|A.S. Poma C.|E. Monroy","2006","5","17","Bolivia","La Paz","Muñecas","-68.7702778","-15.3308334",NA,NA,NA,NA,NA,NA,"Fuentes Claros 10702","South America","Arroyo Carpa, entre Camata y Cuibaja. Fragmento del bosque montano superior estacional, transicionando a ceja de monte con Weinmannia spp, Escallonia, y Lauraceae. Inventario Fitosociologico Madidi 76. Plantas alcoholizadas.","3100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-37","3",NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","3263733","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","Foster's catalog note file","Otto Buchtien",NA,NA,NA,"Bolivia","La Paz","Larecaja","-68.18333","-15.4",NA,NA,NA,NA,NA,NA,"Buchtien 629","South America","San Carlos, near Mapiri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","3268481","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","Foster's 1958 catalog notes file","Otto Buchtien",NA,NA,NA,"Bolivia","La Paz","Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,"Buchtien 7247","South America","Hacienda Casana, Tipuani Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2011-06-08 17:18:00-03","MO","MOBOT","681014","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"L.B. Holm-Nielsen|et al.","1973","4","26","Ecuador","Morona-Santiago",NA,"-78.56666","-3.61666",NA,NA,NA,NA,NA,NA,"Holm-Nielsen 4593","South America","Pachicutza, at Escuela Fiscomisional Cardinal Döpfner, km 140 on road Loja-Gualaquiza. Tropical rain forest with cleared areas along Rio Zamora and along the road.","900.00000000",NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2011-10-28 04:58:00-02","MO","MOBOT","682910","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas (HUA)","Olga Salazar de Benavides","1990","1","17","Colombia","Nariño",NA,"-77.96666","1.16666",NA,NA,NA,NA,NA,NA,"Benavides 11209","South America","Reserva Natural La Planada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","3",NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","686429","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"A. Rimbach",NA,NA,NA,"Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rimbach 262","South America",NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","686436","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"O. Haught","1941","7",NA,"Ecuador","Guayas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haught 3138","South America",NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2013-12-07 06:14:00-02","MO","MOBOT","687095","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.",NA,"Francisco Prieto","1944","10","6","Ecuador","Cañar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prieto CP-10","South America",NA,"2529.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2011-06-21 05:15:00-03","MO","MOBOT","687565","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","C. Diaz (MO)","Camilo Díaz S.|et al.","1993","2","10","Peru","Tumbes","Zarumilla","-80.25833","-3.84138",NA,NA,NA,NA,NA,NA,"Díaz Santibáñez 6253","South America","Matapalo, borde de la carretera entre campamento de evaluación permanente y parcela V Campo Verde. Colectado con H. Osores, M. Romero, M. Carero, R. Ocaña, A. Grandez, H. Díaz & D. Díaz.","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188","2",NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","688032","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas (NY)","James C. Solomon|Bruce A. Stein|Marie E. Uehling","1984","3","23","Bolivia","La Paz","Nor Yungas","-67.78333","-16.23333",NA,NA,NA,NA,NA,NA,"Solomon 12091","South America","14.3 km SW (above) Yolosa on road to Chuspipata. Lower cloud forest with some tree ferns.","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-53","3",NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","688116","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas","James C. Solomon","1982","11","12","Bolivia","La Paz","Nor Yungas","-67.88333","-16.2",NA,NA,NA,NA,NA,NA,"Solomon 8837","South America","4.6 km below Yolosa, then 19.1 km on road up the Río Huarinilla. Moist forest with little disturbance.","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-36","10",NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","688331","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas","James C. Solomon","1982","11","27","Bolivia","La Paz","Murillo","-68.1","-16.11666",NA,NA,NA,NA,NA,NA,"Solomon 8954","South America","27.4 km N (below) of dam at Lago Zongo. Moist forest with some disturbance and burned areas.","2500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-40","10",NA,NA
"82","2012-02-20 05:01:00-02","MO","MOBOT","688434","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas (HUA)","Camilo Díaz S.|Hulda Osores","1987","8","7","Peru","Cajamarca","Cutervo","-78.66666","-6.21666",NA,NA,NA,NA,NA,NA,"Díaz Santibáñez 2530","South America","Distrito San Andrés de Cutervo, carretera entre San Andrés y Santo Tomás, Km 12.","2320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-28","6",NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","688793","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas, 1985 (HUA)","James C. Solomon","1980","2","15","Bolivia","La Paz","Nor Yungas","-67.73333","-16.21666",NA,NA,NA,NA,NA,NA,"Solomon 4853","South America","3.4 km from Yolosa on the road to Coroico. Mixed coffee and banana fields on steep west-facing slopes.","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-3","1",NA,NA
"84","2020-06-17 08:17:00-03","MO","MOBOT","689167","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas","James C. Solomon","1982","10","19","Bolivia","La Paz","Nor Yungas","-67.8333333","-16.2",NA,NA,NA,NA,NA,NA,"Solomon 8539","South America","4.5 km below Yolosa, then 10.0 km W on road up the Río Huarinilla. Heavily disturbed moist forest. Mostly secondary growth.","1450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-23","5",NA,NA
"85","2018-03-27 12:01:00-03","MO","MOBOT","689842","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas (NY)","James C. Solomon","1984","12","23","Bolivia","La Paz","Murillo","-68.0166667","-16.05",NA,NA,NA,NA,NA,NA,"Solomon 12940","South America","45.5 km below the dam at Lago Zongo, Zongo Valley. Vicinity of Cahua hydroelectric plant.","1200.00000000",NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,"84-128","7",NA,NA
"86","2012-05-15 05:10:00-03","MO","MOBOT","691787","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas (HUA)","Fernando Hurtado|Alberto Angel Alvarado","1989","5","18","Ecuador","Napo",NA,"-77.56666","-0.71666",NA,NA,NA,NA,NA,NA,"Hurtado 2173","South America","Cantón Archidona. Faldas al sur del Volcán Sumaco. Carretera Hollín-Loreto, Km 50. Comuna Huahua Sumaco. Bosque pluvial Pre Montano. Bosque primario.","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-14","1",NA,NA
"87","2008-05-27 22:02:00-03","MO","MOBOT","694503","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas (HUA)","Thomas B. Croat","1980","11","2","Peru","San Martín","Mariscal Cáceres","-76.41666","-8.16666",NA,NA,NA,NA,NA,NA,"Croat 51026","South America","Distrito Tocache Nuevo; Río de la Plata.","550.00000000",NA,NA,NA,"650.00000000",NA,NA,NA,NA,NA,NA,NA,"438","2",NA,NA
"88","2013-07-28 05:59:00-03","MO","MOBOT","920811","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas (HUA)","Gunnar Wilhelm Harling|Lennart Andersson","1974","3","1","Ecuador","Carchi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harling 12372","South America",NA,"2600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","920813","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","R. Callejas (HUA)","Julian A. Steyermark","1943","6","2","Ecuador","Azuay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Steyermark 52963","South America",NA,"2315.00000000",NA,NA,NA,"2500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2016-03-25 06:57:00-03","MO","MOBOT","2418886","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","A.M. Patiño (HUA)","Thomas B. Croat|Geneviève Ferry|Christopher Davidson","2004","8","14","Ecuador","Bolívar",NA,"-79.33111","-1.6475",NA,NA,NA,NA,NA,NA,"Croat 93351","South America","Clementina Farms, Cerro Samama, 5.7 km S and W of main Pueblo-Viejo-Caluma Road, 5.2 km W from bridge over Río Pita, (turnoff is 6.3 km E from Potosí).","371.00000000",NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,"1752",NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","2412881","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","I. Vargas","Erika Fernández|et al.","2003","6","15","Bolivia","Cochabamba","Carrasco","-64.61027","-17.82027",NA,NA,NA,NA,NA,NA,"Fernández Terrazas 1791","South America","Localidad Siberia, Chua Kocha. Exposición NW, pendiente de 35º. Mesobosque montano de yunga. Especies característics Weinmannia microphylla, Alchornea latifolia, Cyathea so., Oreopanaz sp. Sotobosque con solanáceas y varias especies de pteridophytas.","2360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-07-19 15:05:00-03","MO","MOBOT","2479968","PreservedSpecimen","Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis minor","C. DC.",NA,"C. Gaudichaud-Beaupré","1833",NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaudichaud-Beaupré 1740","South America",NA,NA,NA,NA,"minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"93","2020-07-10 09:48:50-03","MBML","MBML-HERBARIO","26116",NA,"Plantae","Piperaceae","Peperomia","trinervis","Peperomia trinervis","Ruiz & Pav.","V.B. Sarnaglia Jr./2012","L. Kollmann; et al","2005","10","21","Brasil","Espírito Santo","Santa Teresa","-40.506944","-19.936111","40W30'25","19S56'10","MBML026116",NA,NA,NA,"8360",NA,"Rio Saltinho",NA,NA,"Rupestre na sombra, espigas verdes. Planta murcha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
