"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"110","2019-11-27 13:52:10-03","UFS","ASE","20541","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","Uell.","Melo, E","Matos, IS; Santos, E","157","2009","03","09","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa, Borda da Mata.","-37.1837","-10.5954",NA,NA,NA,"Liana lenhosa botões esverdeados.; Liana lenhosa botões esverdeados.","ASE0026720","ASE0026720",NA,NA,"2016",NA,NA,"-37.1837","-10.5954","04","28",NA,NA,NA,NA,NA,NA
"111","2021-03-01 16:38:21-03","UNICAMP","UEC","113819","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","R.A.Howard",NA,"Sanchez, M; Pedroni, F","597","1996","01","08",NA,"Brazil","São Paulo","Ubatuba","Picinguaba","-44.8","-23.366667",NA,NA,NA,"Árvore 1248 com 6 de altura.",NA,NA,NA,NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-01 16:38:21-03","UNICAMP","UEC","134696","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","R.A.Howard",NA,"Almeida, EB","520","2004","02","20",NA,"Brazil","Pernambuco","Ipojuca","RPPN - Nossa Senhora do Outeiro de Maracaípe","-35.0638999938965","-8.39888954162598",NA,NA,NA,"Arbusto com ca. de 4m de altura; com frutos imaturas.","UEC152507","UEC152507",NA,NA,NA,"22847","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:38:21-03","UNICAMP","UEC","106902","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Leitão Filho, HF; Rodrigues, RR; Cardoso-Leite, E; Lisboa, MLG; Goldenberg, R; et al.","34664","1996","02","05",NA,"Brazil","São Paulo","Ubatuba","Praia de Itamambuca, Condomínio","-45.005561","-23.396333",NA,NA,NA,"Arbusto de 1,60m.; frutos imaturos verdes.","UEC159096","UEC159096",NA,NA,"2006",NA,NA,"-45.005561","-23.396333","07",NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:38:21-03","UNICAMP","UEC","85178","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Furlan, A; et al.","1442","1994","04","15",NA,"Brazil","São Paulo","Ubatuba","Trilha da almada, km 13 da Rodovia Rio - Santos.","-44.866667","-23.35",NA,NA,NA,"Árvore flexivível, até 4m alt. Frutos verdes.; Mata Atlântica.","UEC159094","UEC159094",NA,NA,"2006",NA,NA,"-44.866667","-23.35","07",NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:38:21-03","UNICAMP","UEC","13143","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Hatschbach, G","Hatschbach, G","41725","1978","11","16",NA,"Brazil","Paraná","Morretes","Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"Arvoreta 5 m, mata pluvial da vertente atlântica. Alt. 50 m s/ mar. Xiloteca.","UEC159104","UEC159104",NA,NA,"1979","30514","auto",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:38:21-03","UNICAMP","UEC","56456","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Rodrigues, E","22253","1989","11","29",NA,"Brazil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,NA,"Arbusto de folhas simples com margens inteiras.","UEC159102","UEC159102",NA,NA,"2006","37616","auto",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"117","2021-03-01 16:38:21-03","UNICAMP","UEC","58037","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Castro, MMS","22054","1989","11","29",NA,"Brazil","São Paulo","Guarujá","Mata Atlântica","-46.25","-23.9899997711182",NA,NA,NA,"Arbóreo, botões esverdeados com inflorescências.","UEC159097","UEC159097",NA,NA,"2006","18989","auto",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:38:21-03","UNICAMP","UEC","55038","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Siqueira, MF","22023","1989","11","29",NA,"Brazil","São Paulo","Guarujá","Mata Atlântica.","-46.25","-23.9899997711182",NA,NA,NA,"Arbórea, botões florais.",NA,NA,NA,NA,"2006","18989","auto",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"119","2021-03-01 16:38:21-03","UNICAMP","UEC","57800","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Geraldini, A","21998","1989","11","29",NA,"Brazil","São Paulo","Guarujá","Próximo à bolsa de Bertioga","-46.25","-23.9899997711182",NA,NA,NA,"Arbóreo, botões esverdeados.; MAta Atlântica.","UEC159091","UEC159091",NA,NA,"2006","18989","auto",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"120","2021-03-01 16:38:21-03","UNICAMP","UEC","33862","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.",NA,"Figueiredo, N; Rodrigues, RR","14404","1983","01","16",NA,"Brazil","São Paulo","Iguape","Estação Ecológica de Juréia","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Árvore 6 m, frutos verdes. Beira de rio.","UEC159100","UEC159100",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-01 16:38:21-03","UNICAMP","UEC","56015","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Silva, DM","22638","1989","11","27",NA,"Brazil","São Paulo","Santos","Boracéia, Distrito de Bertioga.","-46.3300018310547","-23.9599990844727",NA,NA,NA,"Arbóreo, mais ou menos 4 metros, folhas jovens, botões.; Mata de Restinga.","UEC159098","UEC159098",NA,NA,"2006","26836","auto",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"122","2021-03-01 16:38:21-03","UNICAMP","UEC","80644","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Yano, O; Marcelli, MP","17620","1992","11","09",NA,"Brazil","São Paulo","Santos","Ilha Urubuguaçaba","-46.3300018310547","-23.9599990844727",NA,NA,NA,"Arbusto com cacho de flores brancas pequenas.","UEC159089","UEC159089",NA,NA,"2006","26836","auto",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"123","2021-03-01 16:38:21-03","UNICAMP","UEC","85731","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Garcia, FCP; et al.","332","1988","12","05",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Trilha ao lado do Rio Picinguaba - Manbue doce","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore, 8m de alt. Infl. verde, flores brancas.","UEC159090","UEC159090",NA,NA,"2006","34265","auto",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:38:21-03","UNICAMP","UEC","85741","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Garcia, FCP; et al.","537","1990","01","13",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Trilha da guarita","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Arbusto - 2,5 m de altura. Frutos verdes.","UEC159095","UEC159095",NA,NA,"2006","34265","auto",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"125","2021-03-01 16:38:21-03","UNICAMP","UEC","85733","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Garcia, FCP; et al.","378","1989","05","04",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Trilha da guarita - paralelo a praia.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore 6m de altura. Infrutescencia pndula - com frutos verdes.","UEC042198","UEC042198",NA,NA,"2006","34265","auto",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"126","2021-03-01 16:38:21-03","UNICAMP","UEC","85742","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Furlan, A; et al.","1285","1990","11","10",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Trilha de Guarita e Quadrado.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Arvoreta - 5m de altura. Infl. verde.","UEC159092","UEC159092",NA,NA,"2006","34265","auto",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:38:21-03","UNICAMP","UEC","85738","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Furlan, A; et al.","1010","1989","12","08",NA,"Brazil","São Paulo","Ubatuba","Picinguaba, Trilha do Rio Picinguaba - Manbue doce seco","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Arbusto escandente; Inflorescências verde.","UEC159101","UEC159101",NA,NA,"2006","34265","auto",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:38:21-03","UNICAMP","UEC","80238","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Leitão Filho, HF; et al.","34459","1996","06","05",NA,"Brazil","São Paulo","Ubatuba","Praia de Itamambuca","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Planície. Frutos imaturos verdes.","UEC159099","UEC159099",NA,NA,"2006","34265","auto",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:38:21-03","UNICAMP","UEC","85179","S","Plantae","Magnoliopsida",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Melo, E","Furlan, A; et al.","1565","1994","04","17",NA,"Brazil","São Paulo","Ubatuba","Trilha do Estaleiro, km 15 da Rodovia Rio / Santos.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Arvoreta 5m. alt. Frutos imaturos verdes, os maduros vinho e preto.; Mata Atlântica, próximo ao mangue.","UEC159097","UEC159097",NA,NA,"2006","34265","auto",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"130","2020-04-22 16:23:15-03","UFPB","JPB","54049","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Polygonaceae","Coccoloba","confusa","Coccoloba confusa","R.A. Howard","Pereira, OJ","Pereira, OJ; et al.","230","1983","09","16","Southern America","Brasil","Espirito Santo","Vila Velha","Rodovia do sol Km 32","-40.2924995422363","-20.3297004699707",NA,NA,NA,"; HABITAT: Restinga","JPB0054049",NA,NA,NA,"1983","27156","auto",NA,NA,"09","16",NA,NA,NA,NA,NA,NA
"131","2021-03-16 17:51:36-03","UCS","HUCS","47685","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Polygonaceae","Coccoloba","confusa","Coccoloba confusa","R.A. Howard","Pereira, O.J.","Pereira, O.J.","230","1983","09","16",NA,"Brasil","Espírito Santo","Vila Velha","Rodovia do Sol Km 32","-40.552778","-20.693056",NA,NA,NA,"Doação Herbário VIES 232&nf;; Restinga",NA,NA,NA,NA,"1983",NA,NA,"-40.552778","-20.693056","09","16",NA,NA,NA,NA,NA,NA
"132","2019-03-16 12:49:28-03","UNEMAT","HERBAM","8560","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Apóstolo, P","Soares, C.R.A.; Matos, D.L.; Silvino, L.; Moura, V.A.; Benetti, E. & Zanin, H.R.W.","Branco 1966547","2012","06","06",NA,"Brasil","Mato Grosso","Paranaíta","Terra Firme.","-56.794444","-9.341111","309","309",NA,NA,"HERBAM008560",NA,NA,NA,"2012",NA,NA,"-56.794444","-9.341111","06","22",NA,NA,NA,NA,NA,NA
"133","2019-03-16 12:49:28-03","UNEMAT","HERBAM","8560","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Apóstolo, P","Soares, C.R.A.; Matos, D.L.; Silvino, L.; Moura, V.A.; Benetti, E. & Zanin, H.R.W.","Branco 1966547","2012","06","06",NA,"Brasil","Mato Grosso","Paranaíta","Terra Firme.","-56.794444","-9.341111","309","309",NA,NA,"HERBAM008560",NA,NA,NA,"2012",NA,NA,"-56.794444","-9.341111","06","22",NA,NA,NA,NA,NA,NA
"134","2020-04-27 16:11:16-03","UFES","VIES","10127","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Pereira, O.J.","Pereira, O.J.; Zambom, O. & Assim, A.M.","5941","1997","03","10",NA,"Brasil","Espírito Santo","Linhares","Fazenda São Jorge.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES010127","VIES010127",NA,NA,"1997","48094","auto",NA,NA,"03","10",NA,NA,NA,NA,NA,NA
"135","2019-06-27 10:26:25-03","UFES","VIES","12395","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Dutra, R.L.S.","Dutra, R.L.S.; Assis, A.M.","28","1996","06","20",NA,"Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES012395","VIES012395",NA,NA,"1996","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-06-27 10:26:25-03","UFES","VIES","12390","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Dutra, R.L.S.","Assis, A.M.; Dutra, R.L. & Silva, G.H.","167","1996","04","18",NA,"Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES012390","VIES012390",NA,NA,"1996","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-02-12 18:12:25-03","UFES","VIES","15640","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Albertone","Pereira, A.S.","s.n.","1996","12","02",NA,"Brasil","Espírito Santo","Linhares","Regência.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES015640","VIES015640",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-09-27 18:06:02-03","UFES","VIES","9007","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Weiler Júnior, I.","Weiler Júnior, I.","117","1994","12","18",NA,"Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboios.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES009007","VIES009007",NA,NA,"1994","48094","auto",NA,NA,"12","18",NA,NA,NA,NA,NA,NA
"139","2019-06-27 10:26:25-03","UFES","VIES","8127","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard",NA,"Weiler Júnior, I.","49","1994","03","22",NA,"Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboios.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES008127","VIES008127",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-04-27 16:11:16-03","UFES","VIES","2180","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Rizzini, C.M.","Pereira, O.J.; Milaneze, M.A.; Lorenzoni, D.; Auxiliadora, M. & Vargas, L.","1192","1987","10","21",NA,"Brasil","Espírito Santo","Vila Velha","Jacarenema.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"VIES002180","VIES002180",NA,NA,"1988","27156","auto",NA,NA,"03","15",NA,NA,NA,NA,NA,NA
"141","2020-04-27 16:11:16-03","UFES","VIES","232","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Pereira, O.J.","Pereira, O.J.; et al.","230","1983","09","16",NA,"Brasil","Espírito Santo","Vila Velha","Rodovia do Sol - Km 32.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"VIES000232","VIES000232",NA,NA,"1983","27156","auto",NA,NA,"09","16",NA,NA,NA,NA,NA,NA
"142","2020-04-27 16:11:16-03","UFES","VIES","1987","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Rizzini, C.M.","Pereira, O.J.; Gomes, J.M.L. & Fabris, L.C.","1127","1987","09","29",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES001987","VIES001987",NA,NA,"1988","28401","auto",NA,NA,"03","15",NA,NA,NA,NA,NA,NA
"143","2020-04-27 16:11:16-03","UFES","VIES","1978","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Rizzini, C.M.","Pereira, O.J.; Gomes, J.M.L.; Fabris, L.C. & Thomaz, L.D.","1166","1987","10","15",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES001978","VIES001978",NA,NA,"1988","28401","auto",NA,NA,"03","15",NA,NA,NA,NA,NA,NA
"144","2021-02-12 18:12:25-03","UFES","VIES","161","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Rizzini, C.M.","Pereira, O.J.; Fontenelle, G.B. & Behar, L.","s.n.","1982","09","13",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES000161","VIES000161",NA,NA,"1988","28401","auto",NA,NA,"03","15",NA,NA,NA,NA,NA,NA
"145","2020-04-27 16:11:16-03","UFES","VIES","1797","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Pereira, O.J.","Pereira, O.J.; Fabris, L.C. & Gomes, J.M.L.","1020","1987","09","01",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES001797","VIES001797",NA,NA,"1988","28401","auto",NA,NA,"03","21",NA,NA,NA,NA,NA,NA
"146","2020-04-27 16:11:16-03","UFES","VIES","1769","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Pereira, O.J.","Pereira, O.J.","1058","1987","09","12",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES001769","VIES001769",NA,NA,"1988","28401","auto",NA,NA,"03","21",NA,NA,NA,NA,NA,NA
"147","2019-06-27 10:26:25-03","UFES","VIES","1281","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Rizzini, C.M.","Pinheiro, R.S.; Santos, T.S. dos","2292","1973","11","26",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES001281","VIES001281",NA,NA,"1988","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-06-27 10:26:25-03","UFES","VIES","8084","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard",NA,"Weiler Júnior, I.","36","1994","01","07",NA,"Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboios.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES008084","VIES008084",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-04-27 16:11:16-03","UFES","VIES","10932","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Zambom, O.","Zambom, O.; Fraga, C.N. & Canal, M.","215","1996","01","03",NA,"Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"VIES010932","VIES010932",NA,NA,"1996","27156","auto",NA,NA,"01","03",NA,NA,NA,NA,NA,NA
"150","2019-09-27 18:06:02-03","UFES","VIES","10933","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard","Zambom, O.","Zambom, O.; Fernandes, M.","144","1995","10","27",NA,"Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"VIES010933","VIES010933",NA,NA,"1995","27156","auto",NA,NA,"10","27",NA,NA,NA,NA,NA,NA
"151","2020-01-23 19:15:43-03","UFES","VIES","46234","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Firmino, A.D.","Firmino, A.D.; Lopes, N. G. M.","1502","2019","12","17",NA,"Brasil","Espírito Santo","Linhares","Reserva de Comboios, próximo à reserva indígena. Ponto de amostragem 8.","-39.949722","-19.697778","5","5",NA,NA,"VIES046234","VIES046234",NA,NA,"2019",NA,NA,"39º56'59''W","19º41'52''S","12","17",NA,NA,NA,NA,NA,NA
"152","2020-05-14 15:20:47-03","UFES","VIES","44587","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Valadares, R.T.","Firmino, A.D.; Pereira, O.J.; Penha, J.","1242","2019","07","24",NA,"Brasil","Espírito Santo","Linhares","Reserva de Comboios, próximo à reserva indígena. Ponto de amostragem 8.","-39.931944","-19.697222","3","3",NA,NA,"VIES044587","VIES044587",NA,NA,"2020",NA,NA,"39º55'55''W","19º41'50''S","05",NA,NA,NA,NA,NA,NA,NA
"153","2021-02-12 18:12:25-03","UFES","VIES","36877","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.",NA,"Gurtler, J.; Dutra, S.C.","JAC 395","2018","02","07",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P3).","-40.441389","-18.785278",NA,NA,NA,NA,"VIES036877","VIES036877",NA,NA,NA,NA,NA,"40º26'29''W","18º47'7''S",NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-05-14 15:20:47-03","UFES","VIES","43561","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Valadares, R.T.","Firmino, A.D.; Silvares, G.C.O.","437","2018","11","06",NA,"Brasil","Espírito Santo","Linhares","Reserva de Comboios, próximo ao projeto Tamar. Ponto de amostragem 7.","-39.888889","-19.669444",NA,NA,NA,NA,"VIES043561","VIES043561",NA,NA,"2020",NA,NA,"39º53'20''W","19º40'10''S","05",NA,NA,NA,NA,NA,NA,NA
"155","2020-05-14 15:20:47-03","UFES","VIES","43752","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Valadares, R.T.","Firmino, A.D.; Gudin, G.; Silvares, G.C.O.","628","2018","12","03",NA,"Brasil","Espírito Santo","Linhares","Reserva de Comboios, próximo ao projeto Tamar. Ponto de amostragem 7.","-39.886667","-19.666944",NA,NA,NA,NA,"VIES043752","VIES043752",NA,NA,"2020",NA,NA,"39º53'12''W","19º40'1''S","05",NA,NA,NA,NA,NA,NA,NA
"156","2020-05-14 15:20:47-03","UFES","VIES","47558","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Firmino, A.D.","Firmino, A.D.; Valadares, R.T.","1710","2020","03","17",NA,"Brasil","Espírito Santo","Aracruz","Reserva de Comboios, próximo à reserva indígena. Ponto de amostragem 8.","-39.931944","-19.696944","4","4",NA,NA,"VIES047558","VIES047558",NA,NA,"2020",NA,NA,"39º55'55''W","19º41'49''S","03","17",NA,NA,NA,NA,NA,NA
"157","2019-08-16 08:40:40-03","UTFPR","HCF","26079","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","O.J. Pereira","O.J. Pereira","230","1983","09","16",NA,"Brasil","ES","Vila Velha","Rodovia do Sol - Km 32: Restinga","-40.326944","-20.409444",NA,NA,NA,NA,NA,NA,NA,NA,"1983",NA,NA,"40°19'37 W","20°24'34 S","09","16",NA,NA,NA,NA,NA,NA
"158","2019-08-16 08:40:40-03","UTFPR","HCF","11660","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","G.S. Siqueira","M.G. Caxambu","4532","2013","02","02",NA,"Brasil","ES","Sooretama","Reserva Natural da Vale - RNV","-40.064778","-19.146222","57","57",NA,"árvore, ca. 5 m, heliófita. Frutos imaturos verdes. Orla de floresta.",NA,NA,NA,NA,"2013",NA,NA,"40°03'53,2 W","19°08'46,4 S","02","04",NA,NA,NA,NA,NA,NA
"159","2020-06-29 09:31:49-03","UFRRJ","RBR","10836","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard",NA,"L.F.T. Menezes","1328","2004","12","23",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Caminho que liga Bravo VI a Gaeta.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00010836",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-06-29 09:31:49-03","UFRRJ","RBR","10826","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard",NA,"L.F.T. Menezes","291","1999","05","29",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Praia da Armação.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,"RBR00010826",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-06-29 09:31:49-03","UFRRJ","RBR","10832","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","confusa","Coccoloba confusa","Howard",NA,"L.F.T. Menezes","s.n.","1999","02","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Barra de Guaratiba, Campo de Prova do Exercíto, caminho para linha IV.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00010832",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
