"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","decimalLongitude","decimalLatitude","scientificNameAuthorship","county","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","typeStatus","individualCount","fieldNumber","infraspecificEpithet"
"11","2020-02-08 09:34:07-03","NBC","NL-BOTANY","L.2806978","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Pedersen TM",NA,"1979","03","14","Southern America","Argentina",NA,"Carambola, Dep. Concepción, Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2806978 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2806978",NA,"Lamiales",NA,NA,NA,"Cham. & Schltdl.",NA,NA,NA,"NL-L2806978",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:34:07-03","NBC","NL-BOTANY","L.2806980","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2806980 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2806980",NA,"Lamiales",NA,NA,NA,"Cham. & Schltdl.",NA,NA,NA,"NL-L2806980",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:34:07-03","NBC","NL-BOTANY","U.1728530","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Apparicio; Fereira A; Duarte AP",NA,"1949","05","19","Southern America","Brazil",NA,"Pargue Nacional do Iguacu, Porto tran margen do Parana, Estado do Paran.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1728530 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1728530",NA,"Lamiales",NA,NA,NA,"Cham. & Schltdl.",NA,NA,NA,"NL-U1728530",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:34:07-03","NBC","NL-BOTANY","U.1728531","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Lindeman JC; Haas JH de",NA,"1966","11","16","Southern America","Brazil",NA,"Brasiliae australis, Est Parana, Guaira, 7 Quedas. Mois place among rocks.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1728531 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1728531",NA,"Lamiales",NA,NA,NA,"Cham. & Schltdl.",NA,NA,NA,"NL-U1728531",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:34:07-03","NBC","NL-BOTANY","U.1728564","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Agostini G; Agostini T de",NA,"1973","04","19","Southern America","Venezuela",NA,"Estado Monagas: Carretera de Barrancas a temblador, puente sobre el Rio Uracoa.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1728564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1728564",NA,"Lamiales",NA,"-62.45","8.816667","Cham. & Schltdl.",NA,NA,NA,"NL-U1728564",NA,NA,"Magnoliopsidae","-62.45","8.816667",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:34:07-03","NBC","NL-BOTANY","U.1728574","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Herter",NA,"1912","03","28","Southern America","Uruguay",NA,"Uruguayenses Exsiccatae, Rio Yi.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1728574 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1728574",NA,"Lamiales",NA,NA,NA,"Cham. & Schltdl.",NA,NA,NA,"NL-U1728574",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:34:07-03","NBC","NL-BOTANY","U.1728575","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Rosengurtt B",NA,"1940","02","01","Southern America","Uruguay",NA,"Soriano, Juan Jackson, Monzon0Heber.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1728575 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1728575",NA,"Lamiales",NA,NA,NA,"Cham. & Schltdl.",NA,NA,NA,"NL-U1728575",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 12:18:27-03","ESALQ","ESA","107809","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","hyptoides","Stemodia hyptoides","Sosa, M.M.","133.0","2004","02","14",NA,"Argentina","Misiones",NA,NA,NA,NA,"ESA107809","Magnoliophyta",NA,"Sosa, M.M.",NA,NA,NA,"San Martin",NA,NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA
"19","2020-11-04 12:18:27-03","ESALQ","ESA","17632","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","hyptoides","Stemodia hyptoides","Pott, A. et al.","3143.0","1987","07","30",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,"ESA017632","Magnoliophyta",NA,"Souza, V.C.","-57.6533012390137","-19.0091991424561","Cham. & Schltdl.","Corumbá",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 12:18:27-03","ESALQ","ESA","55585","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","hyptoides","Stemodia hyptoides","Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G.; Meza Torres, E.I.","6927.0","2007","01","10",NA,"Argentina","Corrientes","Ruta 118, 46km de Loreto em direção a San Miguel. Palmar com Butia",NA,NA,"Erva, flores azuis","ESA055585","Magnoliophyta",NA,"Sosa, M.M.",NA,NA,"Cham. & Schltdl.","San Miguel","70","70","ESA055585",NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA
"21","2020-11-04 12:18:27-03","ESALQ","ESA","107810","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","hyptoides","Stemodia hyptoides","Sosa, M.M.","137.0","2005","03","16",NA,"Argentina","Misiones",NA,NA,NA,NA,"ESA107810","Magnoliophyta",NA,"Sosa, M.M.",NA,NA,NA,NA,NA,NA,"ESA107810",NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA
"22","2020-11-19 10:25:30-03","CPAP","CPAP","3542","PreserverdSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Pott, A.","3143","1987","07","30",NA,"Brasil","MS","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - piquete do Jacarate, retiro Mutum - ponto 15",NA,NA,"Erva subereta odorosa. FLOR: azulada. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Rara. AMBIENTE: Paratudal (savana de Tabebuia caraiba) denso; pouco alagável. SUBSTRATO: solo limo argiloso preto. RELEVO: plano. <ll>dwc_commonname:</ll> Hortelã-brav",NA,NA,NA,"V. C. Souza","-57.05","-19.7","Cham. & Schltdl.","Corumbá","85","85",NA,NA,NA,NA,"57°03' W","19°42' S","1995","11",NA,NA,NA,NA,NA
"23","2020-11-19 10:24:45-03","CPAP","CPAP","9088","PreserverdSpecimen","Plantae","Plantaginaceae","Stemodia","hyptoides","Stemodia hyptoides","Mereles, F.","3788","1989","12","01",NA,"Paraguai",NA,"Dpto. Pte. Hayes, Km 120, Ruta",NA,NA,"Erva. FLOR: violeta. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Trans-chaco; em pantanos. SUBSTRATO: . RELEVO: .",NA,NA,NA,"Scatigna, A. V.",NA,NA,"Cham. & Schltdl.","Dpto. Pte. Hayes",NA,NA,NA,NA,NA,NA,NA,NA,"2017","05","30",NA,NA,NA,NA
"24","2016-02-02 14:39:09-02","BGBM","B","B 10 0248790","S","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","F. Sellow","3614",NA,NA,NA,"Middle and South America","Brazil",NA,"Brasilia meridionalis.",NA,NA,"Stenodia hyptoides Schltdl. & Cham.; ex reliquiis Sellowianis, Humboldt ded. 1836; Hb. Kunth, additional number on label: 64 <a href=http://herbarium.bgbm.org/object/B100248790 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100248790",NA,NA,NA,NA,NA,"Cham. & Schltdl.",NA,NA,NA,"B100248790",NA,NA,NA,NA,NA,NA,NA,NA,"isolectotype",NA,NA,NA
"25","2016-02-02 14:39:09-02","BGBM","B","B 10 0248791","S","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","F. Sellow",NA,NA,NA,NA,"Middle and South America","Brazil",NA,"Brasilia meridionalis.",NA,NA,"additional number on label: 64 <a href=http://herbarium.bgbm.org/object/B100248791 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100248791",NA,NA,NA,NA,NA,"Cham. & Schltdl.",NA,NA,NA,"B100248791",NA,NA,NA,NA,NA,NA,NA,NA,"lectotype",NA,NA,NA
"26","2019-02-15 11:50:39-02","IPA","IPA","18075","S","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","13781","1968","02","05","Southern America","Argentina","Corrientes","Concepción Rio Santa Lucia, Paso Agurre.",NA,NA,"Flor azul.","IPA0018075","Plantae",NA,NA,NA,NA,"Cham. & Schltdl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:33:13-03","IAP","PACA-AGP","11269","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","P. Buck SJ",NA,"1943","01",NA,NA,"Brasil","RS","Perto de São Luiz.",NA,NA,"Sem material. Habitat: In humidis dumetosis. Fenofase: flor","PACA011269","Magnoliophyta","Scrophulariales","Emrich-Rambo Sicher","-54.7380981445312","-28.1485996246338","Cham. & Schltdl.","Cerro Largo",NA,NA,NA,"13082","auto","Magnoliatae",NA,NA,"1954","09","18",NA,NA,NA,NA
"28","2019-08-27 13:33:13-03","IAP","PACA-AGP","45308","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Rambo, B.",NA,"1950","01","11",NA,"Brasil","RS","Ad montem Itacolumí",NA,NA,"Habitat: In humidis dumetosis. Fenofase: flor","PACA045308","Magnoliophyta","Scrophulariales","Emrich-Rambo","-50.9919013977051","-29.9444007873535","Cham. & Schltdl.","Gravataí",NA,NA,NA,"25424","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:33:13-03","IAP","PACA-AGP","47044","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Rambo, B.",NA,"1950","05","08",NA,"Brasil","RS","Lagoa da Pinguela",NA,NA,"Habitat: In paludosis alte dumetosis. Fenofase: flor e fruto","PACA047044","Magnoliophyta","Scrophulariales","V. C. Souza","-50.2696990966797","-29.8866996765137","Cham. & Schltdl.","Osório",NA,NA,NA,"27350","auto","Magnoliatae",NA,NA,"1994","11","23",NA,NA,NA,NA
"30","2019-08-27 13:33:13-03","IAP","PACA-AGP","28678","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Emrich, K.",NA,"1945","01","30",NA,"Brasil","RS","Espírito Santo",NA,NA,"Habitat: In humidis dumetosis. Fenofase: flor","PACA028678","Magnoliophyta","Scrophulariales","Emrich-Rambo Sicher","-51.2299995422363","-30.0331001281738","Cham. & Schltdl.","Porto Alegre",NA,NA,NA,"29946","auto","Magnoliatae",NA,NA,"1954","09","18",NA,NA,NA,NA
"31","2019-08-27 13:33:13-03","IAP","PACA-AGP","104501","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Sehnem, A.","1364","1956","02","28",NA,"Brasil","RS","Vale Vêneto, São José.",NA,NA,"Habitat: Lugar úmido. Fenofase: flor roxa Hábito: erva perene","PACA104501","Magnoliophyta","Scrophulariales","A.V. Scatigna",NA,NA,"Cham. & Schltdl.",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,"2015","03","02",NA,NA,NA,NA
"32","2019-08-27 13:33:13-03","IAP","PACA-AGP","41249","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Rambo, B.",NA,"1949","04","27",NA,"Brasil","RS","Ad fl. Caí Inferius",NA,NA,"Habitat: In paludosis alte dumetosis. Fenofase: flor e fruto","PACA041249","Magnoliophyta","Scrophulariales","V. C. S ouza",NA,NA,"Cham. & Schltdl.","Caí",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,"1994","11","23",NA,NA,NA,NA
"33","2019-08-27 13:33:13-03","IAP","PACA-AGP","59206","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Rambo, B.",NA,"1956","11","29",NA,"Brasil","RS","Perto de Canoas",NA,NA,"Habitat: In paludosis alte herbosis. Fenofase: flor","PACA059206","Magnoliophyta","Scrophulariales","Emrich-Rambo Sicher","-51.17919921875","-29.861400604248","Cham. & Schltdl.","Esteio",NA,NA,NA,"7214","auto","Magnoliatae",NA,NA,"1957","05","16",NA,NA,NA,NA
"34","2019-08-27 13:33:13-03","IAP","PACA-AGP","41356","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Rambo, B.",NA,"1949","05","02",NA,"Brasil","RS","Morretes",NA,NA,"Habitat: In paludosis alte dumetosis. Fenofase: flor e fruto","PACA041356","Magnoliophyta","Scrophulariales","V. C. Souza","-51.2299995422363","-30.0331001281738","Cham. & Schltdl.","Porto Alegre",NA,NA,NA,"29946","auto","Magnoliatae",NA,NA,"1994","11","23",NA,NA,NA,NA
"35","2019-08-27 13:33:13-03","IAP","PACA-AGP","25784","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Rambo, B.",NA,"1944","01",NA,NA,"Brasil","RS","Faz. Santa Cecília",NA,NA,"Habitat: In subhumidis graminosis. Fenofase: flor","PACA025784","Magnoliophyta","Scrophulariales","Emrich-Rambo Sicher","-54.3199996948242","-30.3363990783691","Cham. & Schltdl.","São Gabriel",NA,NA,NA,"56206","auto","Magnoliatae",NA,NA,"1954","09","18",NA,NA,NA,NA
"36","2019-08-27 13:33:13-03","IAP","PACA-AGP","72352","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","J. A. Jarenkow","321","1986","05","03",NA,"Brasil","RS","Estação Ecológica do Taim.",NA,NA,"Flores Vinosas. Habitat: Sobre solo arenoso, aterro do canal lateral da Lagoa do Jacaré. Fenofase: flor","PACA072352","Magnoliophyta","Scrophulariales","V. C. Souza","-52.0985984802246","-32.0349998474121","Cham. & Schltdl.","Rio Grande",NA,NA,NA,"82892","auto","Magnoliatae",NA,NA,"1994","11","23",NA,NA,NA,NA
"37","2019-08-27 13:33:13-03","IAP","PACA-AGP","7810","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","F. Theissen SJ","244","1907",NA,NA,NA,"Brasil","RS",NA,NA,NA,"Habitat: In humidis dumetosis. Fenofase: flor","PACA007810","Magnoliophyta","Scrophulariales","V. C. Souza","-51.1472015380859","-29.7602996826172","Cham. & Schltdl.","São Leopoldo",NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,"1994","11","23",NA,NA,NA,NA
"38","2019-08-27 13:33:13-03","IAP","PACA-AGP","95012","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","J. Larocca",NA,"1991","05","03",NA,"Brasil","RS","Ilha da Ponta",NA,NA,"HASU 4729.&nf;Corola roxa. Habitat: Abundante em locais abertos. Fenofase: flor Hábito: erva","PACA095012","Magnoliophyta","Scrophulariales","J. Larocca","-51.9782981872559","-31.3652992248535","Cham. & Schltdl.","São Lourenço do Sul",NA,NA,NA,"48842","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:33:13-03","IAP","PACA-AGP","9805","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","Rambo, B.",NA,"1942","01","29",NA,"Brasil","RS",NA,NA,NA,"Habitat: In humidis dumetosis. Fenofase: flor","PACA009805","Magnoliophyta","Scrophulariales","Emrich-Rambo Sicher","-53.8358001708984","-29.0806007385254","Cham. & Schltdl.","Tupanciretã",NA,NA,NA,"59498","auto","Magnoliatae",NA,NA,"1954","09","18",NA,NA,NA,NA
"40","2019-11-21 14:45:04-03","UFJF","CESJ","51467","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","hyptoides","Stemodia hyptoides","M.M. Sosa; R.O. Vanni; M.G.López","133","2004","02","14","América do Sul","Argentina","Misiones","Parque Nacional Iguazú., Isla San Martín",NA,NA,"Sobre suelo rocoso, con llovizna permanente","CESJ051467","Angiosperma",NA,"M.M. Sosa",NA,NA,"Cham. & Schltdl.","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA
"41","2021-04-07 11:47:09-03","UFMS","CGMS","66171","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","hyptoides","Stemodia hyptoides","V.J. Pott","12295","2016","10","20",NA,"Brasil","Mato Grosso do Sul","Fazenda São Francisco. Banhados do Rio da Prata. Estrada interna da fazenda ao longo e dentro das valas de drenagens.",NA,NA,"Flor roxa. Planta pegajosa com tricomas. Habitat: Campo úmido de nascente, sem buriti, próximo a vala de drenagem. Solo hidromórfico orgânico, preto acinzentado escuro. Relevo plano. Habito: Erva anfíbia, 30-40 cm de altura. Esparsa.","CGMS1099132",NA,NA,"V.J. Pott","-56.5747223","-21.3819445","Cham. & Schltdl.","Bonito","349","349",NA,NA,NA,NA,"-56,5747223","-21,3819445","2016",NA,NA,NA,NA,NA,NA
"42","2021-04-07 11:47:09-03","UFMS","CGMS","76610","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","hyptoides","Stemodia hyptoides","A.V. Scatigna; P. Messias; A.L. Scudeler & M. Urquiza","1203","2017","06","02",NA,"Brasil","Mato Grosso do Sul","Passo do Lontra. Terceira ponte da Estrada Parque em direção à Base de Estudos do Pantanal/UFMS.",NA,NA,"Corola branca a lilás. Doação do UEC. Habitat: Margem de córrego. Habito: Erva aromática e pegajosa, ca. 40 cm de altura.","CGMS1109598",NA,NA,NA,"-57.0344444","-19.6205556","Cham. & Schltdl.","Miranda",NA,NA,NA,NA,NA,NA,"-57,0344444","-19,6205556",NA,NA,NA,NA,NA,NA,NA
"43","2021-04-07 11:47:08-03","UFMS","CGMS","55374","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","hyptoides","Stemodia hyptoides","A. Pott","15115","2008","06","26",NA,"Brasil","Mato Grosso do Sul","35 km S da Rodovia BR-262 na Rodovia MS-325, Nabileque, Pantanal.",NA,NA,"Flor azul-clara. Fruto não observado. Viscosa. Habitat: Área degradada (cocho de sal) em savana inundável de Copernicia alba. Solo argiloso vértico. Relevo plano. Esparsa. Habito: Erva ereta.","CGMS1085341",NA,NA,NA,"-57.3033333","-19.8425","Cham. & Schltdl.","Corumbá","90","90",NA,NA,NA,NA,"-57,3033333","-19,8425",NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:47:09-03","UFMS","CGMS","76611","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","hyptoides","Stemodia hyptoides","A.V. Scatigna; P. Messias; A.L. Scudeler & M. Urquiza","1201","2017","06","02",NA,"Brasil","Mato Grosso do Sul","Fazenda da BREPEC; funcionário sr. Firmino. Rodovia MS-262, Km 667.",NA,NA,"Corola bicolor lilás e branco. Doação do UEC. Habitat: Campo alagado em pastagem próximo à linha de alta tensão. Habito: Erva aromática e pegajosa, ca. 30-180 cm de altura.","CGMS1109599",NA,NA,NA,"-57.1891666","-19.5638889","Cham. & Schltdl.","Corumbá",NA,NA,NA,NA,NA,NA,"-57,1891666","-19,5638889",NA,NA,NA,NA,NA,NA,NA
