"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","fieldNumber","individualCount"
"55","2020-10-01 14:15:47-03","JBB","HEPH","17010","S","Plantae","Dicotyledon","Asterales","Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G","Silva, JM da","3379","2001","08","04","Southern America","Brasil",NA,"BR 166 próximo ao Posto Fiscal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:33:29-03","UFMG","BHCB","70964","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme",NA,"Ribas, OS; Poliquesi, CB; Silva, JM; Costa, EF","3332","2001","03","03","Southern America","Brasil","Santa Catarina","Serra Quiriri.","-49.2655982971191","-26.1924991607666",NA,"Campo de altitude. Ereta, até 0,6m. Capítulos florais e lígulas amarelos.",NA,NA,NA,"1500","1500","Campo Alegre",NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:33:29-03","UFMG","BHCB","61524","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme",NA,"Ribas, OS; Silva, JM","3164","2001","02","11","Southern America","Brasil","Santa Catarina","Serra Quiriri.","-49.2655982971191","-26.1924991607666",NA,"Campo de altitude, solo turfoso e úmido. Herbáceo, até 0,6m. Capítulo amarelo.; Herbáceo, até 0,6m. Capítulo amarelo.; Campo de altitude, solo turfoso e úmido.","BHCB006694",NA,NA,"1400","1400","Campo Alegre",NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"58","2021-02-11 17:18:09-03","UFPR","UPCB","53023","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Possette, R.F.S. & Cordeiro, J.","Maschio, W.","485","2005","08","18",NA,"Brasil","Paraná","Próximo da rede da linha do trem","-50.0064010620117","-25.4293994903564",NA,"Floresta ombrófila mista..",NA,NA,NA,NA,NA,"Palmeira","2005","35166","auto",NA,NA,NA,"10","27",NA,NA
"59","2021-02-11 17:18:09-03","UFPR","UPCB","4814","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Hatschbach, G.","11722","1964","10","13",NA,"Brasil","Paraná","Ribeirão do Taboado","-49.1988983154297","-25.9281005859375",NA,"Suffrutice, ca. 70cm, capítulo amarelo. Brejo. Endêmica do estado do Paraná..",NA,NA,NA,"900","900","Tijucas do Sul","1964","25228","auto",NA,NA,NA,"10",NA,NA,NA
"60","2021-02-11 17:18:09-03","UFPR","UPCB","55196","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Silva, J.M.","3379","2001","08","04",NA,"Brasil","Paraná","Rod. BR-166, próximo ao posto fiscal.","-49.0553016662598","-25.3055992126465",NA,"Capítulo amarelo. Beira da rodovia..",NA,NA,NA,NA,NA,"Campina Grande do Sul","2001","55154","auto",NA,NA,NA,"01","01",NA,NA
"61","2021-02-11 17:18:09-03","UFPR","UPCB","65733","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Silva, J.M.","4106","2004","10","12",NA,"Brasil","Paraná","Uberaba de Cima.","-49.2731018066406","-25.4277992248535",NA,"Ereta, 30cm, capítulo amarelo. Terreno baldio..",NA,NA,NA,NA,NA,"Curitiba","2004","25180","auto",NA,NA,NA,"01","01",NA,NA
"62","2014-12-26 09:53:00-02","MO","MOBOT","100397794","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","(syntype) John Pruski, 2014","Per Dusén","Dusén 1126a","1914","10","14","South America","Brazil","Paraná","Pinhaes locis subpaludosis campostibus.",NA,NA,NA,NA,NA,NA,NA,"875.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"63","2018-06-22 05:25:00-03","MO","MOBOT","2459186","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 13617",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2014-12-26 09:54:00-02","MO","MOBOT","3377444","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","(syntype) John Pruski, 2014","Per Dusén","Dusén 943a","1914",NA,NA,"South America","Brazil","Paraná","Pinhaes, locis paludosis campestribus.",NA,NA,NA,NA,NA,NA,NA,"885.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"65","2008-05-27 22:02:00-03","MO","MOBOT","3382629","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","S.F. Smith and L. B. Smith","Gert G. Hatschbach","Hatschbach 14860","1966",NA,NA,"South America","Brazil","Paraná","Mun. s. Jose dos Pinhaes. Rio Guamirim.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","3382876","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","G. Hatschbach","Gert G. Hatschbach","Hatschbach 14860","1966",NA,NA,"South America","Brazil","Paraná","Mun. S. Jose dos Pinhaes. Rio Guamirim.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-10-22 10:02:35-02","UNIOESTE","UNOP","4998","S","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Silva, J.M.; Barbosa, E.; Poliquesi, C.B.; Barbosa, E.; Poliquesi, C.B.","4501","2005","11","10",NA,"Brasil","Paraná","Cercado.","-50.0064010620117","-25.4293994903564",NA,"Ereta, capítulo amarelo. Campo limpo, seco.",NA,NA,NA,NA,NA,"Palmeira","2006","35166","auto",NA,NA,NA,NA,NA,NA,NA
"68","2019-07-31 14:32:10-03","CPATSA","HTSA","5053","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J.","Miranda, A.C.L.","112","2009","08","13",NA,"Brasil","Paraná","Área 1, Parque Newton Freire Maia, Jardim Boa Vist","-49.206667","-25.637222",NA,"Herbácea, 40 cm, capítulos, lígulas amarelas",NA,NA,NA,NA,NA,"Pinhais","2011",NA,NA,"-49.206667","-25.637222",NA,NA,NA,NA,NA
"69","2020-09-12 05:00:02-03","US","US","1481662","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Senecio","langei","Senecio langei","Malme",NA,"P. K. Dusén","15812","1914","11","3","South America","Brazil","Paraná","Pinhaes",NA,NA,NA,NA,"US01838899","US01838899_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"70","2020-09-12 05:00:02-03","US","US","2536824","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Senecio","langei","Senecio langei","Malme",NA,"G. Hatschbach","14860","1966","2","12","South America","Brazil","Paraná","Mun. S. Jose dos Pinhaes, Rio Guamirim",NA,NA,NA,NA,"US01838897","US01838897_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"71","2020-09-12 05:00:02-03","US","US","1481965","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Senecio","langei","Senecio langei","Malme",NA,"G. Jönsson","943 a","1914","9","16","South America","Brazil","Paraná","Pinhaes.",NA,NA,NA,NA,"US00124316","US00124316_01","Syntype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"72","2020-09-12 05:00:02-03","US","US","3410468","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Senecio","langei","Senecio langei","Malme",NA,"O. S. Ribas, C. Poliquesi, E. L. Barbosa & E. F. Costa","3332","2001","3","3","South America","Brazil","Santa Catarina","Serra Quiriri (Mun. Campo Alegre)",NA,NA,NA,NA,"US01838898","US01838898_01",NA,"1500",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"73","2019-12-09 17:29:27-03","UFPR","EFC","10923","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Dunaiski Jr., A.","Dunaiski Jr., A.; et al.","4345","2011","04","28",NA,"Brasil","Paraná","Serra São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,"Subarbusto de 50 cm., flores amarelas no campo.","EFC010923",NA,NA,NA,NA,"Balsa Nova","2011","27346","auto",NA,NA,NA,"04","29",NA,NA
"74","2018-10-08 09:56:48-03","UFSS","REAL","056","S","Plantae","Magnoliophyta",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Ristow, R.","Villagra, B.L.P.; Ristow, R.; Ristow, R.","571","2014","01","01",NA,"Brasil","Paraná","São Luiz do Purunã, estrada para o Cristo","-50.069633","-25.793533",NA,NA,NA,NA,NA,NA,NA,"Balsa Nova","2014",NA,NA,"-50.069633","-25.793533",NA,"01","01",NA,NA
"75","2014-04-04 18:26:41-03","PNFM","IRAI","2084","S","Plantae","Magnoliophyta",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J.","Ristow, R.","578","2010","04","21",NA,"Brasil","Paraná","Setor 1, Cristo, São Luiz do Purunã","-49.645833","-25.4675",NA,"Herbácea, 40 cm, flor amarela, campo limpo seco","IRAI00002084",NA,NA,NA,NA,"Campo Largo","2011",NA,NA,"-49.645833","-25.4675",NA,"01","01",NA,NA
"76","2014-04-04 18:26:41-03","PNFM","IRAI","866","S","Plantae","Magnoliophyta",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J.","Ristow, R.","105","2009","08","15",NA,"Brasil","Paraná","Lateral da pista principal, Aeroporto Afonso Pena","-49.178056","-25.525417",NA,"Herbácea, 40 cm, capítulos, lígulas amarelas","IRAI00000866",NA,NA,NA,NA,"São José dos Pinhais","2011",NA,NA,"-49.178056","-25.525417",NA,"01","01",NA,NA
"77","2014-04-04 18:26:41-03","PNFM","IRAI","865","S","Plantae","Magnoliophyta",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J.","Miranda, A.C.L.","112","2009","08","13",NA,"Brasil","Paraná","Área 1, Parque Newton Freire Maia, Jardim Boa Vista","-49.122389","-25.381361",NA,"Herbácea, 40 cm, capítulos, lígulas amarelas","IRAI00000865",NA,NA,NA,NA,"Pinhais","2011",NA,NA,"-49.122389","-25.381361",NA,"01","01",NA,NA
"78","2014-04-04 18:26:41-03","PNFM","IRAI","4961","S","Plantae","Magnoliophyta",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Ristow, R.; Ribas, O.S.","Preussler, K.H.","108","2011","11","19",NA,"Brasil","Paraná","Lagoa 3, Borda, Aterro Sanitário da Caximba","-49.332389","-25.629222",NA,"Herbácea, 40 cm, capítulos e lígulas amarelas","IRAI00004961",NA,NA,"870","870","Curitiba","2011",NA,NA,"-49.332389","-25.629222",NA,"11","25",NA,NA
"79","2014-04-04 18:26:41-03","PNFM","IRAI","1281","S","Plantae","Magnoliophyta",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J.","Miranda, A.C.L.","220","2009","09","26",NA,"Brasil","Paraná","Aeroporto Afonso Pena","-49.175","-25.526361",NA,"Herbácea, 60 cm, capítulo, lígulas amarelas, campo limpo seco","IRAI00001281",NA,NA,NA,NA,"São José dos Pinhais","2011",NA,NA,"-49.175","-25.526361",NA,"01","01",NA,NA
"80","2014-04-04 18:26:41-03","PNFM","IRAI","874","S","Plantae","Magnoliophyta",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J.","Ristow, R.","104","2009","08","15",NA,"Brasil","Paraná","Aeroporto Afonso Pena","-49.163444","-25.532972",NA,"Herbácea, 40 cm, capítulo, lígulas amarelas","IRAI00000874",NA,NA,NA,NA,"São José dos Pinhais","2011",NA,NA,"-49.163444","-25.532972",NA,"01","01",NA,NA
"81","2014-04-04 18:26:41-03","PNFM","IRAI","953","S","Plantae","Magnoliophyta",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J.; Lozano, E.D.","Cansi, L.S.","043","2009","09","02",NA,"Brasil","Paraná","Próximo ao Estádio do Pinheirão","-49.217611","-25.432222",NA,"Herbácea, capítulo, lígulas amarelas","IRAI00000953",NA,NA,NA,NA,"Curitiba","2010",NA,NA,"-49.217611","-25.432222",NA,"01","01",NA,NA
"82","2014-04-04 18:26:41-03","PNFM","IRAI","7354","S","Plantae","Magnoliophyta",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J.; Acra, L.A.","Lozano, E.D.","634","2011","07","14",NA,"Brasil","Paraná","Beira da escarpa Devoniana, São Luiz do Purunã","-49.645222","-25.468694",NA,"Arbusto, 40 cm, capítulos amarelos. Campo sujo","IRAI00007354",NA,NA,"1175","1175","Balsa Nova","2011",NA,NA,"-49.645222","-25.468694",NA,"01","01",NA,NA
"83","2014-04-04 18:26:41-03","PNFM","IRAI","077","S","Plantae","Magnoliophyta",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J.; Barbosa, E.","Rauth, V.M.","018","2008","04","01",NA,"Brasil","Paraná","Baias, Parque Newton Freire Maia","-49.122389","-25.380889",NA,"Erva, aproximadamente 50 cm, flores amarelas, lígulas amarelas, campo limpo seco","IRAI00000077",NA,NA,NA,NA,"Pinhais","2008",NA,NA,"-49.122389","-25.380889",NA,"01","01",NA,NA
"84","2014-04-04 18:26:41-03","PNFM","IRAI","5045","S","Plantae","Magnoliophyta",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Ribas, O.S.","Cavalheiro, T.L.","086","2011","09","17",NA,"Brasil","Paraná","Borda das Lagoas, Aterro Sanitário da Caximba","-49.336694","-25.625222",NA,"Herbácea, capítulos amarelos","IRAI00005045",NA,NA,"870","870","Curitiba","2011",NA,NA,"-49.336694","-25.625222",NA,"11","25",NA,NA
"85","2019-10-07 09:11:59-03","UEFS","HUEFS","64845","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Senecio","langei","Senecio langei","Malme",NA,"Silva, J.M.","3379","2001","08","04",NA,"Brasil","Paraná","Rod. BR-166, próximo ao posto fiscal. Beira da Rodovia.","-49.0553016662598","-25.3055992126465",NA,NA,"HUEFS0064845","HUEFS0064845",NA,NA,NA,"Campina Grande do Sul",NA,"55154","auto",NA,NA,"Asteranae",NA,NA,NA,NA
"86","2019-09-04 19:49:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Senecio","langei","Senecio langei",NA,NA,"G. Jönsson","943a",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"87","2020-11-12 16:58:29-03","UEL","FUEL","31699","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G","Silva, JM; et al.","3379","2001","08","04",NA,"Brasil","Paraná","Rod. BR-166 [próximo ao posto fiscal], 166 [próximo ao posto fiscal] BR","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,"Campina Grande do Sul","2001","55154","auto",NA,NA,NA,NA,NA,NA,NA
"88","2019-11-01 14:54:31-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G","Ribas, OS; et al.","3516","2001","04","27","Southern America","Brasil","Santa Catarina","Serra Quiriri, Rio dos Alemães","-49.2655982971191","-26.1924991607666",NA,"Ereta 0,5m; Campo de altitude",NA,NA,NA,"1400","1400","Campo Alegre","2001","37493","auto",NA,NA,NA,NA,NA,NA,NA
"89","2019-05-06 11:54:05-03","UFU","HUFU","57125","S","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Silva, J.M.; Barbosa, E. & Ribas, O.S.","3379","2001","08","04",NA,"Brasil","Paraná","Próximo ao Posto Fiscal, BR 166. Beira da rodovia.","-49.0553016662598","-25.3055992126465",NA,"Capítulo amarelo.","HUFU00055842","HUFU00055842",NA,NA,NA,"Campina Grande do Sul","2001","55154","auto",NA,NA,NA,NA,NA,NA,NA
"90","2019-05-06 11:54:05-03","UFU","HUFU","65729","S","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J.; Barbosa, E.","Cervi, A.C.; Barbosa, E. & Silva, J.M.","9473","2010","05","10",NA,"Brasil","Paraná","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,"Erva ereta. Inflorescência amarela. Ruderal.; Ruderal.","HUFU00055841","HUFU00055841",NA,NA,NA,"Ponta Grossa","2010","46557","auto",NA,NA,NA,NA,NA,NA,NA
"91","2019-05-06 11:54:05-03","UFU","HUFU","25651","S","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Ribas, O.S.; Poliquesi, C.B.; Barbosa, E. & Costa, E.F.","3332","2001","03","03",NA,"Brasil","Santa Catarina","Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,"Ereta, ca. 0,6 m. Capítulos florais e lígulas amarelos.; Campo de altitude.","HUFU00055843","HUFU00055843",NA,"1500","1500","Campo Alegre","2001","37493","auto",NA,NA,NA,NA,NA,NA,NA
"92","2019-05-06 11:54:05-03","UFU","HUFU","25233","S","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Ribas, O.S.; Silva, J.M.","3264","2001","02","11",NA,"Brasil","Santa Catarina","Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,"Erva, ca. 0,6 m. Capítulo amarelo.; Campo de altitude, solo turfoso e úmido.","HUFU00055844","HUFU00055844",NA,"1400","1400","Campo Alegre","2001","37493","auto",NA,NA,NA,NA,NA,NA,NA
"93","2020-08-20 20:38:13-03","UFSC","FLOR","1362","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G.","Hatschbach, G.","11722","1964","10","13",NA,"Brasil","Paraná","Ribeirão do Taboado.","-49.1988983154297","-25.9281005859375",NA,"sufrútice, flor capítulo amarelado, 0,7m altura","FLOR0001362",NA,NA,"900","900","Tijucas do Sul","1964","25228","auto",NA,NA,NA,NA,NA,NA,NA
"94","2020-08-20 14:55:18-03","UFSC","FLOR","370","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Senecio","langei","Senecio langei","Malme",NA,"Reitz, R.; Klein, R.M.","13617","1962","10","26",NA,"Brasil","Santa Catarina","Fazenda Frei Rogério.","-51.0783004760742","-26.2381000518799",NA,"erva, flor amarela, 1m altura","FLOR0000370",NA,NA,"750","750","Porto União",NA,"41804","auto",NA,NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:37:01-03","UFRGS","ICN","165548","S","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G","Silva, JM; et al.","4501","2005","11","10","América do Sul","Brasil","PR","Cercado","-50.0064010620117","-25.4293994903564",NA,"doaçao MBM; ereta, capítulo amarelo; campo limpo, seco",NA,NA,NA,NA,NA,"Palmeira",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:37:01-03","UFRGS","ICN","200668","S","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Caxambu, MG","Caxambu, MG; et al.","3522","2011","10","13","América do Sul","Brasil","PR","Ponte dos Arcos","-49.806389","-25.553056",NA,"erva ereta, entouceirada, heliófita. Flores amarelas.; relevo suave-ondulado",NA,NA,NA,"838","838","Balsa Nova","2011",NA,NA,"-49.806389","-25.553056",NA,"12","08",NA,NA
"97","2019-11-21 10:01:20-03","IBt","SP","363559","S","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Hatschbach, G","Silva, JM; Barbosa, E; Ribas, OS","3379","2001","08","04",NA,"Brasil","Paraná","Rod. BR-166, próximo ao posto fiscal","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,"Campina Grande do Sul","2001","55154","auto",NA,NA,NA,NA,NA,NA,NA
"98","2019-11-21 10:01:20-03","IBt","SP","474098","S","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","Cordeiro, J; Barbosa, E","Cervi, AC; Barbosa, E; Silva, JM","9473","2010","05","10",NA,"Brasil","Paraná","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,"Ponta Grossa","2010","46557","auto",NA,NA,NA,NA,NA,NA,NA
"99","2014-09-23 10:46:41-03","G","G","G00356004","S","Plantae",NA,NA,"Asteraceae","Senecio","langei","Senecio langei","Malme","?","Jönsson, G.",NA,"1914","09","16","AMERIQUE DU SUD","Brazil","Paraná",NA,"-51.34944444","-24.65444444",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00356004",NA,"TYPUS of Senecio langei Malme","885","885",NA,NA,NA,NA,"-51.34944444","-24.65444444",NA,NA,NA,NA,NA
