"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount"
"99","2008-05-27 22:02:00-03","MO","MOBOT","942321","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Timothy J. Killeen|S.N. Panfil|Luzmila Arroyo P.","Killeen 5261","1993","4","14","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"(Gardner) Baker","Velasco","Parque Nacional Noel Kempff Mercado. Sector Sur. Campamento Las Gamas. Bosque húmedo con muchas epífitas. Arboles hasta 45 m de alto. Cerca de arroyo, borde de bosque.","-60.38333","-14.8",NA,NA,NA,"H. Robinson (US)",NA,NA,NA,NA,NA,"850.00000000",NA,NA,NA,NA
"100","2008-05-27 22:02:00-03","MO","MOBOT","1153937","PreservedSpecimen","Plantae","Asteraceae","Wedelia","attenuata","Wedelia attenuata",NA,"A.M. Carrión|Marisol Garvizu","Carrión Cuellar 82","1996","3","29","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"(Gardner) B.L. Turner","Velasco","Parque Nacional Noel Kempff Mercado. Meseta Lago Caimán; a 4 km al O del campamento. Bosque enano, estrato de 5 a 8 m. de altura, sotobosque con bastante hojarasca en descomposición, sobre la senda que va al punto punto petos","-60.91111","-13.67194",NA,NA,NA,"H. Robinson (US)",NA,NA,NA,NA,NA,"700.00000000",NA,NA,NA,"3"
"101","2020-08-31 08:52:46-03","INPA","INPA","139312","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Silva, ASL da","1850","1984","03","17","Southern America","Brasil","Pará",NA,NA,NA,"INPA0139312","Dicotyledon Asterids","Asterales","(Gardner) Baker","Marabá","Serra dos Carajás, Serra dos Carajás. N-4, mina pilôto para exploração de ferro. Local onde foi realizado inventário em 05/1983. Na lagoa. Campo rupestre, solo de canga.","-50.4","-5.8",NA,"INPA0139312 INPA0139312_e",NA,"Silva, ASL da","1984","04",NA,"-50.4","-5.8",NA,NA,NA,NA,NA
"102","2019-06-07 18:04:50-03","UFLA","ESAL","24418","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Martins, CPV; Arruda, IAC; Mansanares, M","90","2015","08","24",NA,"Brasil","Minas Gerais",NA,NA,"Arbusto com aproximadamente 1,3 m,; brácteas esverdeadas com ápice verde e flores amarelas com antera enegrec; Área de Campo Rupestre",NA,NA,NA,"(Gardner) Baker","Carrancas","Serra das Broas, Estrada entre o Platô e as Broas, logo após o ribeirão.","-44.600278","-21.6",NA,NA,NA,"Bueno, VR","2017","07",NA,"-44.600278","-21.6","1","1",NA,NA,NA
"103","2019-06-07 18:04:50-03","UFLA","ESAL","24425","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Arruda, I A C; Martins, C P V; Ribeiro, W","292","2015","11","28",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto, 1,2m, filárias verdes, flores de raio e disco amarelas, anteras enegrecidas e estiletes amarelos.; Campo Rupestre, entremeio.",NA,NA,NA,"(Gardner) Baker","Itutinga","Serra do Galinheiro","-44.771611","-21.421083",NA,NA,NA,"Bueno, VR","2017","07",NA,"-44.771611","-21.421083","1","1",NA,NA,NA
"104","2019-06-07 18:04:50-03","UFLA","ESAL","30126","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Ventura, ASR","41","2015","12","23",NA,"Brasil","Minas Gerais",NA,NA,"Erva de 1,2m com flores amarela; Campo cerrado",NA,NA,NA,"(Gardner) Baker","Lavras","Fazenda Bela Vista","-44.940583","-21",NA,NA,NA,"C.P.V. Martins","2018","03",NA,"-44.940583","-21","969","969",NA,NA,NA
"105","2019-06-07 18:04:50-03","UFLA","ESAL","31190","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Arruda, I A C; Martins, C P V","344","2015","12","12",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto, 1,3m, filárias c/ base verde claro e ápice verde escuro, flores do raio e do disco amarelas, anteras enegrecidas e ramos estigmáticos amarelos.; Campo Rupestre, entremeio.",NA,NA,NA,"(Gardner) Baker","Itutinga","Serra do Ouro Grosso","-44.637806","-21.309667",NA,NA,NA,"Bueno, V R","2017","07",NA,"-44.637806","-21.309667","930","930",NA,NA,NA
"106","2019-06-07 18:04:50-03","UFLA","ESAL","31225","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Arruda, I A C; Martins, C P V; Ribeiro, W S","710","2016","05","17",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto, 1m, filárias c/ base verde claro e ápice verde escuro, flores do raio e do disco amarelas, anteras enegrecidas e ramos estigmáticos amarelos.; Campo Rupestre, entremeio c/ solo arenoso.",NA,NA,NA,"(Gardner) Baker","Itutinga","Serra Pombeiro/Galinheiro","-44.773056","-21.421583",NA,NA,NA,"Bueno, V R","2017","07",NA,"-44.773056","-21.421583","1119","1119",NA,NA,NA
"107","2019-06-07 18:04:50-03","UFLA","ESAL","4274","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Leitão Filho, HF; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"sub-arbusto; 0.80; amarela;",NA,NA,NA,"(Gardner) Baker","Carrancas","Cachoeira da Fumaça","-44.642778","-21.488056",NA,NA,NA,"Bueno, VR","2017","02",NA,"-44.642778","-21.488056",NA,NA,NA,NA,NA
"108","2019-06-07 18:04:50-03","UFLA","ESAL","30944","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Domingos, DQ; Cambraia, CFC","447",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"arbusto, aproximadamente 1,4m. Bráteas involucrais esverdeadas, flores amarelas com anteras enegrecidas; campo rupestre, afloramentos rochosos",NA,NA,NA,"(Gardner) Baker","Lavras","Parque Ecológico Quedas do Rio Bonito","-44.999698638916","-21.2453002929688","20044",NA,"auto","V.R.Bueno","2017","02",NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-06-07 18:04:50-03","UFLA","ESAL","30943","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Domingos, DQ; Cambraia, CFC","412",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"arbusto, aproximadamente 0,5m. Brácteas involucrais esverdeadas e flores amarelas; campo rupestre, próximo ao mirante",NA,NA,NA,"(Gardner) Baker","Lavras","Parque Ecológico Quedas do Rio Bonito","-44.999698638916","-21.2453002929688","20044",NA,"auto","V.R.Bueno","2017","02",NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-06-07 18:04:50-03","UFLA","ESAL","30942","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Domingos, DQ; Cambraia, CFC","444",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"arbusto, aproximadamente 1,4m. Bráteas involucrais esverdeadas, flores amarelas com anteras enegrecidas; campo rupestre, próximo aos afloramentos rochosos",NA,NA,NA,"(Gardner) Baker","Lavras","Parque Ecológico Quedas do Rio Bonito","-44.999698638916","-21.2453002929688","20044",NA,"auto","V.R.Bueno","2017","02",NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-12-19 11:17:15-03","UFG","UFG","47549","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Bringel, J.B.A.; Barbosa, N.F.","281","2006","02","23",NA,"Brasil","Tocantins",NA,NA,NA,"UFG0047549",NA,NA,"(Gardner) Baker","Arraias",NA,"-46.878611","-12.953889",NA,NA,NA,"Bringel Jr.; J.B.","2006","03","01","-46.878611","-12.953889","624","624",NA,NA,NA
"112","2019-12-19 11:17:15-03","UFG","UFG","60098","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Freire, T.C.; Silva, G.H.; Oliveira, N.V.; Zaccoli, J.P. & Melo, T.M.S.","20","2015","04","23",NA,"Brasil","Goiás",NA,NA,NA,"UFG0060098",NA,NA,"(Gardner) Baker","Pirenópolis",NA,"-48.884833","-15.828972",NA,"UFG0060098",NA,"Silva, G.H.","2015","06","30","-48.884833","-15.828972","1084","1084",NA,NA,NA
"113","2019-12-19 11:17:15-03","UFG","UFG","47564","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Bringel, J.B.; et al.","321","2006","03","29",NA,"Brasil","Distrito Federal",NA,NA,NA,"UFG0047564",NA,NA,"(Gardner) Baker","Brasília",NA,"-47.9296989440918","-15.7797002792358","70570","UFG0047564","auto","Bringel, J.B.A.","2006","06","01",NA,NA,NA,NA,NA,NA,NA
"114","2019-12-19 11:17:15-03","UFG","UFG","9746","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Rizzo, J.A.","9746","1974","04","06",NA,"Brasil","Tocantins",NA,NA,NA,"UFG0009746",NA,NA,"(Gardner) Baker","Natividade","Serra de Natividade","-47.7233009338379","-11.7096996307373","59394","UFG0009746","auto","Silva, G.H.","2016","07","30",NA,NA,NA,NA,NA,NA,NA
"115","2019-06-10 10:10:11-03","FZB-BH","BHZB","4674","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Mendonça, M.P. et al.",NA,"2003","10","07",NA,"Brasil","MG",NA,NA,"Outros coletores: Marino, F. & Arruda, L.Canga",NA,NA,NA,NA,"Nova Lima","Capão Xavier","-43.8466987609863","-19.9855995178223","29211",NA,"auto","A.M.Teles","2005","08","22",NA,NA,NA,NA,NA,NA,NA
"116","2021-01-26 14:12:08-03","CPACT","ECT","3668","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"F.G.Aquino; Z.J.G.Miranda | R.M.Viana","34","2008","06","19",NA,"Brasil","Goiás",NA,NA,NA,"ECT0003668","Embryophyta",NA,"(Gardner) Baker","Barro Alto","área da mineradora Anglo American Brasil. Cerrado ralo, formando um mosaico com campo sujo. Laterita. Relevo de área aplainada, meia de encosta. Solo com alto teor de Ni e baixa disponibilidade do mesmo.","-49.020833","-15.108611",NA,"ECT0003668",NA,"F.G.Aquino","2008","06","19","49º1'15''W","15º6'31''S","663","663",NA,NA,NA
"117","2021-01-26 14:12:08-03","CPACT","ECT","3601","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"F.G.Aquino; Z.J.G.Miranda | R.M.Viana","33","2008","06","19",NA,"Brasil","Goiás",NA,NA,NA,"ECT0003601","Embryophyta",NA,"(Gardner) Baker","Barro Alto","Área da mineradora Anglo American Brasil. Cerrado ralo, formando um mosaico com campo sujo. Laterita. Relevo área aplainada, meia de encosta. Solo com alto teor de Ni e baixa disponibilidade do mesmo.","-49.001389","-15.098056",NA,"ECT0003601",NA,"F.G.Aquino","2008","06","19","49º0'5''W","15º5'53''S","663","663",NA,NA,NA
"118","2021-01-26 14:12:08-03","CPACT","ECT","3587","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"J.B.A.Bringel; N.F.Barbosa","281","2006","02","23",NA,"Brasil","Tocantins",NA,NA,NA,"ECT0003587","Embryophyta",NA,"(Gardner) Baker","Arraias","Estrada de Arraias para Combinado, cerca de 9 km de Arraias. Cerrado denso a ralo. Relevo acidentado. Solo arenoso com pedras de cor clara.","-46.878611","-12.953889",NA,"ECT0003587",NA,"J.B.A.Bringel","2006","03","01","46º52'43''W","12º57'14''S","624","624",NA,NA,NA
"119","2021-01-26 14:12:08-03","CPACT","ECT","3624","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"F.G.Aquino; Z.J.G.Miranda | R.M.Viana","32","2008","04","25",NA,"Brasil","Goiás",NA,NA,NA,"ECT0003624","Embryophyta",NA,"(Gardner) Baker","Barro Alto","Área da mineradora Anglo American Brasil. Campo sujo, latossolo vermelho. Solo com baixo teor de Ni e baxa disponibilidade do mesmo.","-49.0125","-15.096944",NA,"ECT0003624",NA,"F.G.Aquino","2008","04","25","49º0'45''W","15º5'49''S","663","663",NA,NA,NA
"120","2021-01-26 14:12:08-03","CPACT","ECT","3586","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"F.G.Aquino; Z.J.G.Miranda | R.M.Viana","52","2008","05","29",NA,"Brasil","Goiás",NA,NA,NA,"ECT0003586","Embryophyta",NA,"(Gardner) Baker","Barro Alto","Área da mineradora Anglo American Brasil. Campo sujo formando um mosaico com cerrado ralo. Presença de afloramentos rochosos. Laterita. Relevo variando de forte ondulado a ondulado. Solo com alto teor de Ni e ata disponibilidade do mesmo.","-49.010556","-15.101111",NA,"ECT0003586",NA,"F.G.Aquino","2008","05","29","49º0'38''W","15º6'4''S","663","663",NA,NA,NA
"121","2019-07-31 14:32:07-03","CPATSA","HTSA","1683","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Lima, J.L.S.","454 a","1984","06","07",NA,"Brasil","Piauí",NA,NA,"Tipo de vegetação: Savana arbustiva a arborea/Cerrado. Erva anual. Flor amarela.",NA,NA,NA,"(Gardner) Baker","Castelo do Piauí","12 Km Leste de Castelo do Piauí .","-41.75","-5.535278",NA,NA,NA,"Pereira, R.C.A. de","2010","06",NA,"-41.75","-5.535278",NA,NA,NA,NA,NA
"122","2020-09-12 05:00:02-03","US","US","1803497","PreservedSpecimen","Plantae","Asteraceae","Viguiera","asperrima","Viguiera asperrima","Type fragment","G. Gardner","3863","1840","3",NA,"South America - Neotropics","Brazil","Goiás",NA,NA,NA,"US00125073",NA,"Asterales","Gardner",NA,"Inter Porto Imperial et Lunie, ad flum Tocantins",NA,NA,NA,"US00125073_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"123","2020-09-12 05:00:02-03","US","US","1803496","PreservedSpecimen","Plantae","Asteraceae","Viguiera","attenuata","Viguiera attenuata","Type fragment","G. Gardner","3861",NA,NA,NA,"South America - Neotropics","Brazil","Goiás",NA,NA,NA,"US00125074",NA,"Asterales","Gardner",NA,"Inter Porto Imperial et Lunie, ad flum Tocantins",NA,NA,NA,"US00125074_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"124","2020-09-02 16:20:50-03","Cenargen","CEN","109313","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Lutero Lerner - IFN","1661","2018","05","18",NA,"Brasil","GO","Exsicatas",NA,"Projeto Inventário Florestal Nacional (IFN). Arbusto de base reta. Fuste de casca externa fina, áspera, marrom e de desprendimento esfoliante. Casca interna cor creme.","CEN00109313",NA,NA,"(Gardner) Baker","CAMPINACU","Conglomerado: GO-85. Subunidade 01, subparcela 10, indivíduo 13RN.","-48.6","-13.68",NA,"CEN00109313",NA,"J. B. Bringel","2018","09",NA,"-48.6","-13.68",NA,NA,NA,NA,"3"
"125","2020-09-02 16:20:50-03","Cenargen","CEN","109658","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Leide Rovenia Miranda de Andrade","38","2017","11","24",NA,"Brasil","GO","Exsicatas",NA,"Ambiente degradado. Relevo: Base de encosta; com poucas rochas esparsas. Substrato: fortemente antropizado. Fruto cipsela. Folhas opostas cruzadas, lanceoladas, sésseis, ápice agudo, cartácea.","CEN00109658",NA,NA,"(Gardner) Baker","BARRO ALTO","Área da mineradora Anglo American.","-49.033611","-15.105",NA,NA,NA,NA,NA,NA,NA,"-49.033611","-15.105","781","781",NA,NA,"1"
"126","2020-09-02 16:20:50-03","Cenargen","CEN","109662","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Leide Rovenia Miranda de Andrade","42","2018","01","23",NA,"Brasil","GO","Exsicatas",NA,"Ambiente degradado. Relevo: com poucas rochas esparsas. Substrato: fortemente antropizado. Folhas opostas cruzadas, lanceoladas, sésseis, ápice agudo, coriáceas.","CEN00109662",NA,NA,"(Gardner) Baker","BARRO ALTO","Área da mineradora Anglo American.","-49.033611","-15.105",NA,NA,NA,NA,NA,NA,NA,"-49.033611","-15.105","781","781",NA,NA,"1"
"127","2020-09-02 16:20:50-03","Cenargen","CEN","109669","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Leide Rovenia Miranda de Andrade","49","2018","02","20",NA,"Brasil","GO","Exsicatas",NA,"Arbusto pouco ramificado, ramos cilíndricos. Folhas opostas cruzadas, lanceoladas, sésseis, ápice agudo, cartácea.","CEN00109669",NA,NA,"(Gardner) Baker","BARRO ALTO","Área da mineradora Anglo American.","-49.010555","-15.101111",NA,NA,NA,NA,NA,NA,NA,"-49.010555","-15.101111","930","930",NA,NA,"1"
"128","2020-09-02 16:20:50-03","Cenargen","CEN","109670","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Leide Rovenia Miranda de Andrade","50","2018","02","20",NA,"Brasil","GO","Exsicatas",NA,"Arbusto pouco ramificado, ramos cilíndricos. Folhas opostas cruzadas, lanceoladas, sésseis, ápice agudo, cartácea.","CEN00109670",NA,NA,"(Gardner) Baker","BARRO ALTO","Área da mineradora Anglo American.","-49.010555","-15.101111",NA,NA,NA,NA,NA,NA,NA,"-49.010555","-15.101111","930","930",NA,NA,"1"
"129","2020-09-02 16:20:50-03","Cenargen","CEN","109671","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Leide Rovenia Miranda de Andrade","51","2018","03","27",NA,"Brasil","GO","Exsicatas",NA,"Cambissolo. Fruto cipsela. Pouco ramificado, ramos cilíndricos.. Folhas opostas cruzadas, lanceoladas, sésseis, ápice agudo, cartácea.","CEN00109671",NA,NA,"(Gardner) Baker","BARRO ALTO","Área da mineradora Anglo American.","-49.010555","-15.101111",NA,NA,NA,NA,NA,NA,NA,"-49.010555","-15.101111","930","930",NA,NA,"1"
"130","2020-09-02 16:20:50-03","Cenargen","CEN","42210","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Glocimar Pereira-Silva","5016","2001","04","19",NA,"Brasil","GO","Exsicatas",NA,"Área de influência da futura Hidrelétrica de Cana Brava, influência indireta.","CEN00042210",NA,NA,"(Gardner) Baker","MINACU","Estrada Minaçú - porto do Rubão (rio Tocantins) km 29.","-48.146388","-13.726666",NA,"CEN00042210",NA,"J. B. Bringel","2004","09",NA,"-48.146388","-13.726666","350","350",NA,NA,"5"
"131","2020-09-02 16:20:50-03","Cenargen","CEN","76822","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"João Bernardo de Azevedo Bringel Jr.","720","2011","03","26",NA,"Brasil","TO","Exsicatas",NA,"Subarbusto 1,6 m , flores amarelas. BRASIL - Tocantins - HERBARIO UB","CEN00076822",NA,NA,"(Gardner) Baker","PINDORAMA DO TOCANTINS","Brasil - Tocantins - Estrada de terra para Pindorama ca. de 17 Km do entroncamento com a BR 010, cerrado denso.","-47.694722","-11.446666",NA,"CEN00076822",NA,"J. B. Bringel","2011","03",NA,"-47.694722","-11.446666","461","461",NA,NA,"1"
"132","2020-09-02 16:20:50-03","Cenargen","CEN","18035","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Taciana Barbosa Cavalcanti","1184","1992","03","11",NA,"Brasil","GO","Exsicatas",NA,"No cerrado antropizado. Pasto de capim-jaraguá. Lígula amarela. Flores pardacentas.","CEN00018035",NA,NA,"(Gardner) Baker","COLINAS DO SUL","Estrada Serra da Mesa - Colinas do Sul, cerca de 10 km do portão do canteiro de obras.","48.0666666","-13.2",NA,"CEN00018035",NA,"J. B. Bringel","2008","09",NA,"48.0666666","-13.2","500","500",NA,NA,"2"
"133","2020-09-02 16:20:50-03","Cenargen","CEN","49969","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Glocimar Pereira-Silva","7445","2003","04","08",NA,"Brasil","GO","Exsicatas",NA,"Área de Influência Direta (lago).","CEN00049969",NA,NA,"(Gardner) Baker","LUZIANIA","Faz. Corumbá, margem esquerda do rio Corumbá, próximo ao eixo da Barragem.","-48.207222","-16.328055",NA,"CEN00049969",NA,"J. B. Bringel","2007","05",NA,"-48.207222","-16.328055","820","820",NA,NA,"4"
"134","2020-09-02 16:20:50-03","Cenargen","CEN","63383","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"João Bernardo de Azevedo Bringel Jr.","281","2006","02","23",NA,"Brasil","TO","Exsicatas",NA,NA,"CEN00063383",NA,NA,"(Gardner) Baker","ARRAIAS","Estrada de Arraias para Combinado, cerca de 9 Km de Arraias.","-46.878611","-12.953888",NA,"CEN00063383",NA,"J. B. Bringel","2006","03",NA,"-46.878611","-12.953888","624","624",NA,NA,"9"
"135","2020-09-02 16:20:50-03","Cenargen","CEN","67004","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Glocimar Pereira-Silva","9913","2005","04","12",NA,"Brasil","GO","Exsicatas",NA,NA,"CEN00067004",NA,NA,"(Gardner) Baker","LUZIANIA","Margem direita do rio Alagado.","-48.194444","-16.272222",NA,"CEN00067004",NA,"J. B. Bringel","2009","01",NA,"-48.194444","-16.272222","827","827",NA,NA,"4"
"136","2020-09-02 16:20:50-03","Cenargen","CEN","77418","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Glocimar Pereira-Silva","15357","2010","05","26",NA,"Brasil","TO","Exsicatas",NA,"Área de influência indireta.","CEN00077418",NA,NA,"(Gardner) Baker","GOIATINS","Estrada BR - 010 - Palmeirante (via Graçolândia), km 15.","-47.751944","-8.3333333",NA,"CEN00077418",NA,"J. B. Bringel","2011","12",NA,"-47.751944","-8.3333333","240","240",NA,NA,"4"
"137","2020-09-02 16:20:50-03","Cenargen","CEN","79294","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Fabiana de Góis Aquino - CPAC","32","2008","04","25",NA,"Brasil","GO","Exsicatas",NA,"Subarbusto, Solo com baixo teor de Ni e baixa disponibilidade do mesmo. Exsicata referente ao depósito de subamostra, em atendimento ao Conselho de Gestão do Patrimônio Genético (CGEN).","CEN00079294",NA,NA,"(Gardner) Baker","BARRO ALTO","Brasil - Goiás - Barro Alto - Área da Mineradora Anglo American Brasil - Campo sujo, Lat. 15º05'49,2 S Long. 49º00'44,7 W","-49.012222","-15.096944",NA,"CEN00079294",NA,"F. G. Aquino","2008","04",NA,"-49.012222","-15.096944","663","663",NA,NA,"1"
"138","2020-09-02 16:20:50-03","Cenargen","CEN","79295","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Fabiana de Góis Aquino - CPAC","33","2008","01","24",NA,"Brasil","GO","Exsicatas",NA,"Subarbusto, Solo com alto teor de Ni e baixa disponibilidade do mesmo","CEN00079295",NA,NA,"(Gardner) Baker","BARRO ALTO","Brasil - Goiás - Barro Alto - Área da Mineradora Anglo American Brasil - Cerrado ralo, formando um mosaico com campo sujo, Relevo: área aplainada, base de encosta, Lat. 15º05'53,0 S Long. 49º00'05,1 W","-49.001388","-15.098055",NA,"CEN00079295",NA,"J. N. Nakagima","2018","05",NA,"-49.001388","-15.098055","663","663",NA,NA,"1"
"139","2020-09-02 16:20:50-03","Cenargen","CEN","79296","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Fabiana de Góis Aquino - CPAC","34","2008","01","24",NA,"Brasil","GO","Exsicatas",NA,"Subarbusto, Solo com alto teor de Ni e baixa disponibilidade do mesmo","CEN00079296",NA,NA,"(Gardner) Baker","BARRO ALTO","Brasil - Goiás - Barro Alto - Área da Mineradora Anglo American Brasil - Cerrado ralo, formando um mosaico com campo sujo, Relevo: área aplainada, base de encosta, Lat. 15º06'31,1 S Long. 49º01'15,0 W","-49.020833","-15.108611",NA,"CEN00079296",NA,"F. G. Aquino","2008","01",NA,"-49.020833","-15.108611","663","663",NA,NA,"1"
"140","2020-09-02 16:20:50-03","Cenargen","CEN","79313","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Fabiana de Góis Aquino - CPAC","52","2008","05","29",NA,"Brasil","GO","Exsicatas",NA,"Subarbusto, Solo com alto teor de Ni e alta disponibilidade do mesmo","CEN00079313",NA,NA,"(Gardner) Baker","BARRO ALTO","Goiás - Barro Alto - Área da Mineradora Anglo American Brasil - Campo sujo, formando um mosaico com Cerrado ralo, Relevo:variando de forte ondulado a ondulado, Laterita, Lat. 15º06'04,4 S Long. 49º00'38,4 W","-49.010555","-15.101111",NA,"CEN00079313",NA,"F. G. Aquino","2008","05",NA,"-49.010555","-15.101111","663","663",NA,NA,"1"
"141","2020-09-02 16:20:50-03","Cenargen","CEN","79417","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Fabiana de Góis Aquino - CPAC","161","2008","06","19",NA,"Brasil","GO","Exsicatas",NA,"Capítulo amarelo","CEN00079417",NA,NA,"(Gardner) Baker","BARRO ALTO","Goiás - Barro Alto - Área da Mineradora Anglo American Brasil - Lat. 15º03'35,57 S Long. 48º56'40,04 W","-48.944444","-15.059722",NA,"CEN00079417",NA,"F. G. Aquino","2008","06",NA,"-48.944444","-15.059722","663","663",NA,NA,"1"
"142","2020-09-02 16:20:50-03","Cenargen","CEN","79598","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Roger D. Reeves","2873","2005","01","30",NA,"Brasil","GO","Exsicatas",NA,"Shrub to 1 m with yellow flrs (flrs few at this season), rough lvs, to 5 x ,5 cm. FLORA DE SOLOS SERPENTINOS DO ESTADO DE GOIÁS. (Plantas tolerantes ou acumuladoras de níquel).","CEN00079598",NA,NA,"(Gardner) Baker","BARRO ALTO","Site 2: hill near site of 1990 collection; locations: foot of hill: 717m, 15°02.962' s, 48°57.128'w. 15°03.286 s, 48°57.323 w. near hilltop: 782.","-48.95","-15.033333",NA,"CEN00079598",NA,"J. B. Bringel","2012","03",NA,"-48.95","-15.033333","782","782",NA,NA,"1"
"143","2020-09-02 16:20:50-03","Cenargen","CEN","79669","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Roger D. Reeves","2944","2005","02","02",NA,"Brasil","GO","Exsicatas",NA,"Dominant Microlicia macedoi; area notable for presence of a Ni-rich latex in a species of manihot (#2940) and a Euphorbia sp. (#2937). 14°18.512'S e 48°23.364'. Herb 60-90 cm, with branching of upper part carrying inflor, flowers yellow, lvs stiff, opposite. FLORA DE SOLOS SERPENTINOS DO ESTADO DE GOIÁS.(Plantas tolerantes ou acumuladoras de níquel).","CEN00079669",NA,NA,"(Gardner) Baker","NIQUELANDIA","Toposequence a.m. Becquer/Echevarria soil pit (no.1) area north of main Ni mining at Macedo.","-48.383333","-14.3",NA,"CEN00079669",NA,"J. B. Bringel","2012","03",NA,"-48.383333","-14.3","1000","1000",NA,NA,"1"
