"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"935","2019-11-19 14:08:07-03","UFRPE","PEUFR","17490","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","E. Menezes","1994","10","18",NA,"Brasil","Pernambuco",NA,NA,"Subarbusto com ca. de 1,5 m; flores violáceas; estandarte discolor com estrias","PEUFR017490","23",NA,NA,"(Vell.) Taub.","G.P. Lewis","Buíque","Catimbau, Serra do Catimbau","-37.166667","-8.616667","790","790",NA,NA,NA,NA,"37°10'00W","8°37'00S","1996",NA,NA,NA,NA,NA,NA,NA
"936","2019-11-19 14:08:07-03","UFRPE","PEUFR","22706","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","L. Figueiredo; K. Andrade; M. Falção; E. Freire","1995","09","22",NA,"Brasil","Pernambuco",NA,NA,"Arbusto com cerca de 2 m de alt.; caule marrom escuro; sépalas azuis; estígma branco","PEUFR022706","185",NA,NA,"(Vell.) Taub.",NA,"Buíque","Serra do Catimbau","-37.154167","-8.625","799","799",NA,NA,NA,NA,"37°09'15W","8°37'30S",NA,NA,NA,NA,NA,NA,NA,NA
"937","2020-06-12 17:27:35-03","UFRPE","PEUFR","23935","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","M. Alves; M. Costa e Silva; M. Loyola; V. Gomes; F. Gonçalves; J. Jupiassú; F. Lins; D. Oliveira; J. Queiroz","1997","10","21",NA,"Brasil","Bahia",NA,NA,"Arbusto ca. de 1,0 m de alt.; flores arroxeadas; freqüente","PEUFR023935","1326",NA,NA,"(Vell.) Taub.",NA,"Rio de Contas","Arredores do Rio Brumadinho, próximo ao vilarejo de Mato Grosso","-41.916667","-13.520556","1500","1500",NA,NA,NA,NA,"41º54'60W","13º31'14S",NA,NA,NA,NA,NA,NA,NA,NA
"938","2019-11-19 14:08:07-03","UFRPE","PEUFR","25269","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","M. Alves; M. Costa e Silva; M. Loyola; V. Gomes; F. Gonçalves; J. Jupiassú; F. Lins; D. Oliveira; J. Queiroz","1997","10","17",NA,"Brasil","Bahia",NA,NA,"Erva ca. de 0,6 m de alt.; flores roxas; freqüente","PEUFR025269","972",NA,NA,"(Vell.) Taub.",NA,"Palmeiras","Morro do Pai Inácio ao longo da BR-242","-41.477778","-12.460278","1000","1050",NA,NA,NA,NA,"41°28'40W","12°27'37S",NA,NA,NA,NA,NA,NA,NA,NA
"939","2019-11-19 14:08:07-03","UFRPE","PEUFR","3207","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","C.M. Costa Soares","1970","08","25",NA,"Brasil","Paraíba",NA,NA,"Arbusto; folhas trifolioladas; flores azuis","PEUFR003207","6",NA,NA,"(Vell.) Taub.","D. de Andrade-Lima","Camaçarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971","06","17",NA,NA,NA,NA,NA
"940","2019-11-19 14:08:07-03","UFRPE","PEUFR","14423","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","J.S. Sobrinho","1966","04","04",NA,"Brasil","Bahia",NA,NA,"Arbusto; flores roxas com duas pétalas atrofiadas e duas geminadas com estrias brancas","PEUFR014423","235",NA,NA,"(Vell.) Taub.","A.S.A. Alves","Rio de Contas","1 km para Rio de Contas, Barragem do Bonito","-41.8114013671875","-13.5789003372192",NA,NA,NA,"49773","auto",NA,NA,NA,"2007","05","04",NA,NA,NA,NA,NA
"941","2019-11-19 14:08:07-03","UFRPE","PEUFR","37610","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","S.J. Mayo","1996","03","23",NA,"Brasil","Bahia",NA,NA,"Arbusto; pétalas azuis internamente e esverdeadas externamente; estendarte e asas com lista branca","PEUFR037610","1238",NA,NA,"(Vell.) Taub.",NA,"Rio de Contas","Ao longo da estrada entre a cidade de Rio de Contas e a Cachoeira do Fraga, ca. de 2 km da cidade","-41.8114013671875","-13.5789003372192",NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","2019-11-19 14:08:07-03","UFRPE","PEUFR","39683","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","S.J. Mayo; P.F. Neves","1995","07","08",NA,"Brasil","Bahia",NA,NA,"Arbusto ca. de 1 m de alt.; folíolos verde-escuros brilhantes em cima, sem brilho embaixo; cálice verde-claro; corola azul, estandarte verde-esbranquiçado no dorso","PEUFR039683","1078",NA,NA,"(Vell.) Taub.","S.J. Mayo","Rio de Contas","Aproximadamente 1-2 km da cidade de Rio de Contas no lado oeste do Rio Brumado perto de pequena barragem da Curiola","-41.8114013671875","-13.5789003372192",NA,NA,NA,"49773","auto",NA,NA,NA,"1995","10","15",NA,NA,NA,NA,NA
"943","2019-11-19 14:08:07-03","UFRPE","PEUFR","30446","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","R.S. Secco; O.M. Barth; M.R. Santos","1985","03","17",NA,"Brasil","Pará",NA,NA,"Arbusto de 1,5 m de alt.; flores arroxeadas","PEUFR030446","487",NA,NA,"(Vell.) Taub.","Nelson","Marabá","Serra Norte, Carajás, N³","-49.1178016662598","-5.36860990524292",NA,NA,NA,"262883","auto",NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA
"944","2019-11-19 14:08:07-03","UFRPE","PEUFR","40301","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","F. Camarotti","2000","07","15",NA,"Brasil","Paraíba",NA,NA,"Arbusto com flores roxas","PEUFR040301","18",NA,NA,"(Vell.) Taub.",NA,"Mamanguape","Reserva Biológica de Guaribas","-35.1260986328125","-6.83861017227173",NA,NA,NA,"36853","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","2019-11-19 14:08:07-03","UFRPE","PEUFR","4240","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","E.P. Heringer; D. de Andrade-Lima; J.P.L. Sobrinho; A.C. Sarmento","1971","05","24",NA,"Brasil","Pernambuco",NA,NA,"Arbusto ca. de 1-2 m de alt.; flores cerúleas(algo avermelhadas) com quilhas esbranquiçadas internamente","PEUFR004240",NA,NA,NA,"(Vell.) Taub.",NA,"Betânia","Serra dos Arrombados","-38.0341987609863","-8.27472019195557",NA,NA,NA,"32317","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","2019-11-19 14:08:07-03","UFRPE","PEUFR","16669","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","A.M. Miranda; L.P. Félix; S.C. Rodrigues","1994","06","19",NA,"Brasil","Pernambuco",NA,NA,"Arbusto; ramos subescandentes; caule verde-avermelhado; folhas membranáceas; flores arroxeadas","PEUFR016669","1822",NA,NA,"(Vell.) Taub.","A.S.A. Alves","Buíque","Serra do Catimbau","-37.1557998657227","-8.62306022644043",NA,NA,NA,"38964","auto",NA,NA,NA,"2007","05","04",NA,NA,NA,NA,NA
"947","2019-11-19 14:08:07-03","UFRPE","PEUFR","8967","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","M.L. Guedes; M.D.B. Moura","1989","05","09",NA,"Brasil","Pernambuco",NA,NA,"Subarbusto com flores lilás; frutos imaturos verdes","PEUFR008967","1732",NA,NA,"(Vell.) Taub.","A. Laurênio","Goiana","Pontas de Pedras","-35.002498626709","-7.56056022644043",NA,NA,NA,"22853","auto",NA,NA,NA,"1995","01","07",NA,NA,NA,NA,NA
"948","2019-11-19 14:08:07-03","UFRPE","PEUFR","14422","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","S. Tavares","1959","01","25",NA,"Brasil","Pernambuco",NA,NA,"Erva; flores roxas","PEUFR014422","482",NA,NA,"(Vell.) Taub.","R.S. Cowan","Igarassu","Estrada para Porto Adiantado","-34.9063987731934","-7.83416986465454",NA,NA,NA,"24709","auto",NA,NA,NA,"1961","12",NA,NA,NA,NA,NA,NA
"949","2019-11-19 14:08:07-03","UFRPE","PEUFR","45047","PreservedSpecimen","Plantae","Leguminosae-Pap.","Periandra","mediterranea","Periandra mediterranea","J. Cantarelli","2001","10","19",NA,"Brasil","Pernambuco",NA,NA,"Arbusto ca. 1 m de alt.; corola azul; estames alvos","PEUFR045047","647",NA,NA,"(Vell.) Taub.",NA,"Sirinhaém","Praia de Guadalupe","-35.1161003112793","-8.59082984924316",NA,NA,NA,"20997","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","2020-04-22 16:20:49-03","UFPB","JPB","19763","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Agra, MF; Locatelli, E; Rocha, EA","1939","04","07","Southern America","Brasil","Paraíba",NA,NA,"; DESC: Arbustivo, flor azul.",NA,"1839","Angiosperma","Dicotyledon","(Vell.) Taul.","Agra, MF","Santa Rita","Terrestre.","-35","-7.95","30","60",NA,NA,NA,NA,"-35","-7.95","1993","04","07",NA,NA,NA,NA,NA
"951","2020-04-22 16:20:49-03","UFPB","JPB","17682","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Agra, MF; Góis, G","1990","07","12","Southern America","Brasil","Paraíba",NA,NA,"; DESC: Arbusto lenhoso; corola azulada.",NA,"1214","Angiosperma","Dicotyledon","(Vell.) Taul.","Agra, MF","Santa Rita","Usina São João, 20 Km do centro de João Pessoa. Tibirizinho. Tabuleiro, vegetação herbácea-arbustiva.","-35","-7.95","30","60",NA,NA,NA,NA,"-35","-7.95","1990",NA,NA,NA,NA,NA,NA,NA
"952","2020-04-22 16:20:49-03","UFPB","JPB","1720","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Xavier, LP","1951","12","04","Southern America","Brasil","Pernambuco",NA,NA,"; DESC: Medicinal.",NA,"JPB1720","Angiosperma","Dicotyledon","(Vell.) Taul.","Barbosa, MR; Pereira, MS","Itapirema","Margem estada para Itapirema.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA
"953","2020-05-09 17:17:21-03","UFPB","JPB","1946","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Carneiro, F","1953","05","08","Southern America","Brasil","Paraíba",NA,NA,NA,NA,"JPB1946","Angiosperma","Dicotyledon","(Vell.) Taul.",NA,"João Pessoa",NA,"-34.863056","-7.115","47","47",NA,NA,NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"954","2020-04-22 16:20:49-03","UFPB","JPB","19522","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Agra, MF; Góis, G","1992","11","12","Southern America","Brasil","Paraíba",NA,NA,"; DESC: Arbustivo, flor azul.",NA,"1540","Angiosperma","Dicotyledon","(Vell.) Taul.","Agra, MF","Santa Rita","Tabuleiro.","-34.978056","-7.114167","16","16",NA,NA,NA,NA,"-34.978056","-7.114167","1992","12",NA,NA,NA,NA,NA,NA
"955","2020-04-22 16:20:49-03","UFPB","JPB","19523","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Agra, MF; Góis, G","1991","11","12","Southern America","Brasil","Paraíba",NA,NA,"; DESC: Arbustivo, flor azul.",NA,"1539","Angiosperma","Dicotyledon","(Vell.) Taul.","Agra, MF","Santa Rita","Tabuleiros. Terrestre.","-34.978056","-7.114167","16","16",NA,NA,NA,NA,"-34.978056","-7.114167",NA,NA,NA,NA,NA,NA,NA,NA
"956","2020-04-22 16:20:49-03","UFPB","JPB","22047","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Moura, OT","1991","11","24","Southern America","Brasil","Paraíba",NA,NA,"; DESC: Medicinal. Subarbusto, flor azulada.",NA,"759","Angiosperma","Dicotyledon","(Vell.) Taul.","Moura, OT","Conde","Tabatinga. Terrestre.","-34.9075","-7.26","112","112",NA,NA,NA,NA,"-34.9075","-7.26","1991",NA,NA,NA,NA,NA,NA,NA
"957","2020-04-22 16:20:49-03","UFPB","JPB","25932","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Aguiar, AJC","2000","03","10","Southern America","Brasil","Paraíba",NA,NA,"; DESC: Arbusto, flor roxa.",NA,"25","Angiosperma","Dicotyledon","(Vell.) Taul.",NA,"Mamanguape","Reserva Biológica Guaribas","-35.142056","-6.741861","181","181",NA,NA,NA,NA,"-35.142056","-6.741861",NA,NA,NA,NA,NA,NA,NA,NA
"958","2020-04-22 16:20:49-03","UFPB","JPB","29735","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Barbosa, MR; et al.","2002","04","29","Southern America","Brasil","Paraíba",NA,NA,"; HABITAT: Tabuleiro mais denso.; DESC: Arbusto, flores roso-azuladas, raiz medicinal contra gripe Apracu.",NA,"2445","Angiosperma","Dicotyledon","(Vell.) Taul.","Lima, HC","Mamanguape","Reserva Biológica Guaribas, Área II. Campo grande.","-35.142056","-6.741861","181","181",NA,NA,NA,NA,"-35.142056","-6.741861","2002","12","05",NA,NA,NA,NA,NA
"959","2020-04-22 16:20:49-03","UFPB","JPB","3070","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Carvalheira, RPC","1971","10","13","Southern America","Brasil","Paraíba",NA,NA,NA,NA,"JPB3070","Angiosperma","Dicotyledon","(Vell.) Taul.","Barbosa, MR; Pereira, MS","Sapé","Fazenda São Felipe.","-35.2325","-7.096389","123","123",NA,NA,NA,NA,"-35.2325","-7.096389","1994",NA,NA,NA,NA,NA,NA,NA
"960","2020-04-22 16:20:49-03","UFPB","JPB","31374","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Gadelha Neto, PC","1992","01","01","Southern America","Brasil","Paraíba",NA,NA,NA,NA,"760","Angiosperma","Dicotyledon","(Vell.) Taul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","2020-04-22 16:20:49-03","UFPB","JPB","320","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Xavier, LP","1941","09","18","Southern America","Brasil","Pernambuco",NA,NA,"; DESC: Herbácea ereta. Flor roxas. Chá da raiz contra tosse.",NA,"JPB320","Angiosperma","Dicotyledon","(Vell.) Taul.","Barbosa, MR; Pereira, MS","Itapirema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA
"962","2020-04-22 16:20:49-03","UFPB","JPB","32082","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Brasil, RNA; Lima, JR; Barros, RB; Lima, IB","2002","05","28","Southern America","Brasil","Paraíba",NA,NA,NA,NA,"91","Angiosperma","Dicotyledon","(Vell.) Taul.","Brasil, RNA","Mamanguape","Reserva Biológica Guaribas, Área I, Tabuleiro.","-35.141944","-6.741944",NA,NA,NA,NA,NA,NA,"-35.141944","-6.741944","2002",NA,NA,NA,NA,NA,NA,NA
"963","2020-04-22 16:20:49-03","UFPB","JPB","34571","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Lourenço, AR","2005","07","30","Southern America","Brasil","Rio Grande do Norte",NA,NA,"; DESC: Inflorescências lilases, zigomorfas",NA,"86","Angiosperma","Dicotyledon","(Vell.) Taul.","Filardi, FLR","Baía Formosa","RPPN Mata Estrela, Tabuleiro","-35.023558","-6.374122","54","54",NA,NA,NA,NA,"-35.023558","-6.374122","2008","08",NA,NA,NA,NA,NA,NA
"964","2020-04-22 16:20:49-03","UFPB","JPB","3477","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Carvalheira, RPC","1971","10","09","Southern America","Brasil","Paraíba",NA,NA,"; DESC: Planta herbácea de 0,7m de altura.",NA,"JPB3477","Angiosperma","Dicotyledon","(Vell.) Taul.",NA,"João Pessoa","Granja Santa Fé, de propriedade do Dr. Carvalheira.","-34.863056","-7.115","47","47",NA,NA,NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"965","2020-04-22 16:20:49-03","UFPB","JPB","37948","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Gadelha Neto, PC; Barbosa, MR; Lima, IB; Silva, CS","2007","09","26","Southern America","Brasil","Paraíba",NA,NA,"; DESC: Arbusto ereto com aproximadamente 1,5m de corola azul-violácea. Fruto legume castanho-avermelhado.",NA,"1778","Angiosperma","Dicotyledon","(Vell.) Taul.",NA,"Mataraca","Millennium Inorganic Chemicals Mineração Ltda, Arenoso","-34.978633","-6.493619",NA,NA,NA,NA,NA,NA,"-34.978633","-6.493619",NA,NA,NA,NA,NA,NA,NA,NA
"966","2020-04-22 16:20:49-03","UFPB","JPB","38549","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Lima, IB; Gadelha Neto, PC; Barbosa, MR","2007","09","26","Southern America","Brasil","Paraíba",NA,NA,"; HABITAT: Mata Atlântica. Restinga sobre dunas.; DESC: Arbusto ca. de 20-40cm de altura. Folhas trifolioladas. Flores violeta. Frutos marrons quando maduros.",NA,"774","Angiosperma","Dicotyledon","(Vell.) Taul.","Lima, IB","Mataraca","Millennium Inorganic Chemicals Mineração Ltda, Mata da Mineradora.","-34.978633","-6.493619",NA,NA,NA,NA,NA,NA,"-34.978633","-6.493619","2011","04","26",NA,NA,NA,NA,NA
"967","2020-04-22 16:20:49-03","UFPB","JPB","39598","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Lima, RB; Araújo, CMLR; Freitas, GB; Miranda, CAB de","2008","04","26","Southern America","Brasil","Paraíba",NA,NA,"; DESC: Subarbusto com cerca de1 m de altura. Flores lilases com vexilo amarelo. Fruto imaturo verde. Medicinal.",NA,"2249","Angiosperma","Dicotyledon","(Vell.) Taul.","Gadelha Neto, PC","Baía da Traição","Aldeia São Miguel","-34.935556","-6.688333",NA,NA,NA,NA,NA,NA,"-34.935556","-6.688333","2008","06","06",NA,NA,NA,NA,NA
"968","2020-04-22 16:20:49-03","UFPB","JPB","41614","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Araújo, AAM","2008","04","11","Southern America","Brasil","Paraíba",NA,NA,"; HABITAT: Mata de Tabuleiro; DESC: Subarbusto; 1m de altura; Cálice verde; Corola lilás; Carena lilás com detalhes brancos e face abaxial totalmente branca; Estames brancos; Tecas amarelas; gineceu branco.","JPB0041614","140","Angiosperma","Dicotyledon","(Vell.) Taul.","Gadelha Neto, PC","João Pessoa","Cabo Branco, Falésia do Cabo Branco","-34.863056","-7.115","47","47",NA,NA,NA,NA,"-34.863056","-7.115","2008","04","14",NA,NA,NA,NA,NA
"969","2020-04-22 16:20:49-03","UFPB","JPB","4234","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Agra, MF","1979","09","13","Southern America","Brasil","Paraíba",NA,NA,"; DESC: Arbusto. Folhas trifoliadas quase sésseis. Racemos terminais, flores roxas azuladas.",NA,"169","Angiosperma","Dicotyledon","(Vell.) Taul.","Barbosa, MR; Pereira, MS","Santa Rita",NA,"-34.978056","-7.114167","16","16",NA,NA,NA,NA,"-34.978056","-7.114167","1994",NA,NA,NA,NA,NA,NA,NA
"970","2020-04-22 16:20:49-03","UFPB","JPB","43387","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Pontes, RA; Lima, IB; Lourenço, AR; Chagas, ECO; Gomes-Costa, GA; Santos, SO","2010","07","21","Southern America","Brasil","Paraíba",NA,NA,"; DESC: Erva de base lenhosa, cerca de 80 cm de altura em área ensolarada. Flores liláses.",NA,"483","Angiosperma","Dicotyledon","(Vell.) Taul.","Pontes, RA","Mamanguape","Reserva Biológica Guaribas, Área florestal, trilha Poste de Cimento","-35.195","-6.71",NA,NA,NA,NA,NA,NA,"-35.195","-6.71","2010","07","26",NA,NA,NA,NA,NA
"971","2020-04-22 16:20:49-03","UFPB","JPB","44010","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Nóbrega, SR","2009","12","03","Southern America","Brasil","Paraíba",NA,NA,"; DESC: Herbácea. Flores lilás",NA,"44","Angiosperma","Dicotyledon","(Vell.) Taul.",NA,"Mamanguape","Reserva Biológica Guaribas","-35.142056","-6.741861","181","181",NA,NA,NA,NA,"-35.142056","-6.741861",NA,NA,NA,NA,NA,NA,NA,NA
"972","2020-04-22 16:20:49-03","UFPB","JPB","44059","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Nóbrega, SR","2010","04","22","Southern America","Brasil","Paraíba",NA,NA,"; DESC: Herbácea. Flores lilás",NA,"93","Angiosperma","Dicotyledon","(Vell.) Taul.",NA,"Mamanguape","Reserva Biológica Guaribas","-35.142056","-6.741861","181","181",NA,NA,NA,NA,"-35.142056","-6.741861",NA,NA,NA,NA,NA,NA,NA,NA
"973","2020-04-22 16:20:49-03","UFPB","JPB","4568","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Xavier, LP","1981","04","15","Southern America","Brasil","Paraíba",NA,NA,NA,NA,"JPB4568","Angiosperma","Dicotyledon","(Vell.) Taul.","Barbosa, MR; Pereira, MS",NA,"Águas Lindas. Ter. sem cult. próx. Rest. Águas Lindas, lado esquerdo da est.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA
"974","2020-04-22 16:20:49-03","UFPB","JPB","46333","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Lima, HC; Filardi, FLR; Ribeiro, RD; Silva, AG","2008","07","27","Southern America","Brasil","Bahia",NA,NA,"; HABITAT: Mata degradada sobre solo argiloso; DESC: Arbusto com 1,5 metros de altura, flores azul-arroxeadas, frutos passados acastanhados. Material alcool 70°, ocasional",NA,"6920","Angiosperma","Dicotyledon","(Vell.) Taul.","Lima, HC","Araçás","Rodovia Alagoinhas a Araçás, 10-12 Km antes de Araçás, Fazenda Onças","-38.305833","-12.189444",NA,NA,NA,NA,NA,NA,"-38.305833","-12.189444","2008",NA,NA,NA,NA,NA,NA,NA
"975","2020-04-22 16:20:49-03","UFPB","JPB","50636","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Araújo, CMLR; Pontes, RA","2011","11","10","Southern America","Brasil","Paraíba",NA,NA,"; HABITAT: Mata Atlântica.; DESC: Arbusto. Flor roxa.","JPB0050636","314","Angiosperma","Dicotyledon","(Vell.) Taul.","Lima, IB","Santa Rita","Usina São João, Lagoa do Paturi, próximo a Tibirizinho.","-34.978056","-7.114167","16","16",NA,NA,NA,NA,"-34.978056","-7.114167","2012","10","10",NA,NA,NA,NA,NA
"976","2020-04-22 16:20:49-03","UFPB","JPB","52225","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Meireles, AC","2012","06","09","Southern America","Brasil","Paraíba",NA,NA,"; HABITAT: Mata Atlântica.; DESC: Sub-arbusto de aproximadamente 1 metro de altura apresentando flores de coloração violáca.","JPB0052225","1","Angiosperma","Dicotyledon","(Vell.) Taul.",NA,"Mamanguape","Reserva Biológica Guaribas","-35.112778","-6.663056",NA,NA,NA,NA,NA,NA,"-35.112778","-6.663056",NA,NA,NA,NA,NA,NA,NA,NA
"977","2020-04-22 16:20:49-03","UFPB","JPB","53499","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Queiroz, LP de; Simon, M; Gross, E; Ambrósio, A; Martins, H; et al.","2006","03","13","Southern America","Brasil","Bahia",NA,NA,"; HABITAT: Campo rupestre.; DESC: Arbusto ca. 1,7 m alt., virgado. Folíolos cartáceos. Frutos imaturos verdes. Voucher para nódulo.","JPB0053499","12176","Angiosperma","Dicotyledon","(Vell.) Taul.",NA,"Mucugê","Ca. 2 Km N de Mucugê na estrada para Andaraí beira do rio Piaba.","-41.5","-12.85",NA,NA,NA,NA,NA,NA,"-41.5","-12.85",NA,NA,NA,NA,NA,NA,NA,NA
"978","2020-04-22 16:20:49-03","UFPB","JPB","5509","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Silva, AL da","1900","01","01","Southern America","Brasil","Paraíba",NA,NA,"; DESC: Medicinal (expectorante). Raizes adocicadas, reputas expectorantes.",NA,"JPB5509","Angiosperma","Dicotyledon","(Vell.) Taul.","Barbosa, MR; Pereira, MS","Santa Rita","Tabuleiros.","-34.978056","-7.114167","16","16",NA,NA,NA,NA,"-34.978056","-7.114167","1994",NA,NA,NA,NA,NA,NA,NA
"979","2020-04-22 16:20:49-03","UFPB","JPB","56481","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Gadelha Neto, PC; Lima, JR; Costa, RMT","2014","01","13","Southern America","Brasil","Paraíba",NA,NA,"; HABITAT: Floresta Estacional Semidecidual das Terras Baixas; DESC: Arbusto ereto com cerca de 1,5m, subramificado. Folíolos coriáceos. Inflorescência racemosa, densiflora, congesta. Corola azul-violácea. Substrato areno-argiloso.","JPB0056481","3708","Angiosperma","Dicotyledon","(Vell.) Taul.",NA,"Pedras de Fogo","Granja Mauriceia","-34.964444","-7.414167","98","98",NA,NA,NA,NA,"-34.964444","-7.414167",NA,NA,NA,NA,NA,NA,NA,NA
"980","2020-04-22 16:20:49-03","UFPB","JPB","56668","PreservedSpecimen","Plantae","Leguminosae","Periandra","mediterranea","Periandra mediterranea","Porto-Paula, LM","1990","01","06","Southern America","Brasil","Minas Gerais",NA,NA,"; HABITAT: Cerrado; DESC: Arbustivo. Flores violáceas.","JPB0056668","BHZB1248","Angiosperma","Dicotyledon","(Vell.) Taul.",NA,"Serra da Moeda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
