"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","typeStatus","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1552437","PreservedSpecimen","Plantae","Phyllanthaceae","Securinega","guaraiuva","Securinega guaraiuva","B. J. Pickel","1150","1943","11","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1943233' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552437","Magnoliophyta","Malpighiales","Kuhlm.","H. N. Moldenke",NA,"São Paulo","São Paulo","Sao Paulo capital 9Horto Florestal). In the arboretum of the Forest Service.","-46.6300010681152","-23.5400009155273",NA,NA,"NY01552437_01","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","273264","PreservedSpecimen","Plantae","Phyllanthaceae","Securinega","guaraiuva","Securinega guaraiuva","N. de Andrade","6866","1934",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647529' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273264","Magnoliophyta","Malpighiales","Kuhlm.",NA,"isotype","São Paulo",NA,"Horto Florestal da Companhia Paulista, Rio Claro",NA,NA,NA,NA,"NY00273264_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 11:08:34-03","UNESP-IBB","BOTU","23113","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Amaral Jr., A.","761","2000","11","04",NA,"Brasil",NA,NA,"Árvore 5m, frutos verdes.","BOTU023113",NA,NA,"Müll.Arg.",NA,NA,"Mato Grosso do Sul","Três Lagoas",NA,"-51.654028","-20.764472",NA,NA,NA,NA,NA,"51°39'14.5w","20°45'52.1s",NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:29:32-03","UNESP-IBB","BOTU","21825","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Amaral Jr., A.","226","1998","10","15",NA,"Brasil",NA,NA,NA,"BOTU021825",NA,NA,"Müll.Arg.",NA,NA,"Mato Grosso do Sul","Anaurilândia",NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"15","2021-02-08 11:08:34-03","UNESP-IBB","BOTU","21822","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Amaral Jr., A.","170","1998","10","14",NA,"Brasil",NA,NA,"Arbusto 1,8m, com frutos verdes.","BOTU021822",NA,NA,"Müll.Arg.",NA,NA,"Mato Grosso do Sul","Brasilândia",NA,"-52.221472","-21.534167",NA,NA,NA,NA,NA,"52°13'17.3w","21°32'03s",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-24 17:10:56-03","UTFPR","DVPR","6006","PreservedSpecimen","Plantae","Phyllanthaceae","Savia","dictyocarpa","Savia dictyocarpa","Rocha Filho, JA; Piva, J; Machado, C","726","2018","04","12",NA,"Brasil",NA,NA,"Árvore 10 m de altura. Folhas variando de membranáceas a cartáceas, glábras. Ponto: 1194; Remanescente em área de pastagem . Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006006","Magnoliophyta",NA,"Müll.Arg.","Silva, DR",NA,"Paraná","Capanema","Futura APP da Baixo Iguaçu, a esquerda do Rio Capanema, perto da Fazenda Ouro Azul.","-53.3656","-25.35","268","268",NA,NA,NA,"-53.3656","-25.35","2018","10","22",NA,NA,NA,NA
"17","2021-04-08 17:43:18-03","EAO","IAN","7767","PreservedSpecimen","Plantae","Phyllanthaceae","Savia","dictyocarpa","Savia dictyocarpa","Glaziou, AFM","5986",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN007767","Dicotiledônea",NA,"Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN007767_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-01-20 14:40:47-03","UPM","MACK","558","PreservedSpecimen","Plantae","Phyllanthaceae","Savia","dictyocarpa","Savia dictyocarpa","S. Honda","762","2008","08","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Müll. Arg.","R. J. F. Garcia",NA,"SP","São Paulo","Parque Est. Urbano Fazenda TIZO, Butantã, mata","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,"2009","02",NA,NA,NA,NA,NA
"19","2020-02-08 09:50:18-03","NBC","NL-BOTANY","U 0075076","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Reitz R; Klein RM",NA,"1968","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075076 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075076",NA,"Malpighiales","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14579",NA,NA
"20","2020-02-08 09:50:18-03","NBC","NL-BOTANY","L.1076312","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Reitz R; Klein RM",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1076312 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1076312",NA,"Malpighiales","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1076312",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw18094",NA,NA
"21","2020-02-08 09:50:18-03","NBC","NL-BOTANY","L 0034781","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Reitz R; Klein RM",NA,"1962","10","30","Southern America","Brazil",NA,NA,"Mata de varzea<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200034781 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0034781",NA,"Malpighiales","Müll.Arg.","Welzen PC van",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997","12","01","Magnoliopsidae","134258",NA,NA
"22","2020-02-08 09:50:18-03","NBC","NL-BOTANY","L 0449979","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200449979 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0449979",NA,"Malpighiales","Müll.Arg.",NA,NA,"Santa Catarina",NA,NA,"-53.733333","-26.533333",NA,NA,NA,NA,NA,"-53.733333","-26.533333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"23","2020-02-08 09:50:18-03","NBC","NL-BOTANY","L.1076310","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Reitz R; Klein RM",NA,"1968","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1076310 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1076310",NA,"Malpighiales","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1076310",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0052361 | Uw 14579",NA,NA
"24","2020-02-08 09:50:18-03","NBC","NL-BOTANY","L.1076311","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Reitz R; Klein RM",NA,"1968","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1076311 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1076311",NA,"Malpighiales","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1076311",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14579",NA,NA
"25","2020-02-08 09:50:18-03","NBC","NL-BOTANY","L.1076315","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Lindeman JC; Haas JH de",NA,"1966","08","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1076315 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1076315",NA,"Malpighiales","Müll.Arg.",NA,NA,"Paraná",NA,"ca. 10 km W of Cerro Azul, near Casa Branca",NA,NA,NA,NA,"NL-L1076315",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13664",NA,NA
"26","2020-02-08 09:50:18-03","NBC","NL-BOTANY","L.1076316","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Lindeman JC; Haas JH de",NA,"1966","08","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1076316 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1076316",NA,"Malpighiales","Müll.Arg.",NA,NA,"Paraná",NA,"ca. 10 km W of Cerro Azul, near Casa Branca",NA,NA,NA,NA,"NL-L1076316",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13664",NA,NA
"27","2020-02-08 09:50:18-03","NBC","NL-BOTANY","L.1076317","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Lindeman JC; Haas JH de",NA,"1966","08","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1076317 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1076317",NA,"Malpighiales","Müll.Arg.",NA,NA,"Paraná",NA,"ca. 10 km W of Cerro Azul, near Casa Branca",NA,NA,NA,NA,"NL-L1076317",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13664",NA,NA
"28","2020-02-08 09:50:18-03","NBC","NL-BOTANY","L.2256943","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Reitz R; Klein RM",NA,"1958","10","18","Southern America","Brazil",NA,NA,"Mata de varzea<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2256943 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2256943",NA,"Malpighiales","Müll.Arg.","Welzen PC van",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,"NL-L2256943",NA,NA,NA,NA,"1997","12","01","Magnoliopsidae","L 0034782 | 134257",NA,NA
"29","2020-02-08 09:50:18-03","NBC","NL-BOTANY","L.2256944","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Reitz R; Klein RM",NA,"1962","10","30","Southern America","Brazil",NA,NA,"Mata de varzea<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2256944 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2256944",NA,"Malpighiales","Müll.Arg.","Welzen PC van",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,"NL-L2256944",NA,NA,NA,NA,"1997","12","01","Magnoliopsidae","L 0034783 | 134259",NA,NA
"30","2020-02-08 09:50:18-03","NBC","NL-BOTANY","L.2256945","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Reitz R; Klein RM",NA,"1958","11","23","Southern America","Brazil",NA,NA,"Mata<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2256945 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2256945",NA,"Malpighiales","Müll.Arg.","Welzen PC van",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,"NL-L2256945",NA,NA,NA,NA,"1997","12","01","Magnoliopsidae","L 0034784 | 134878",NA,NA
"31","2020-02-08 09:50:18-03","NBC","NL-BOTANY","U 0002086","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Navarro de Andrade E",NA,"1934","10","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002086 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0002086",NA,"Malpighiales","Müll.Arg.","Webster GL","isotype","São Paulo",NA,"Rio Claro (civ. Sao Paulo) Horto Florestal de Companhu Paulista",NA,NA,NA,NA,"NL-U0002086",NA,NA,NA,NA,"1979","11","01","Magnoliopsidae","13496 A",NA,NA
"32","2020-02-08 09:50:18-03","NBC","NL-BOTANY","U 0052362","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Reitz R; Klein RM",NA,"1968","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200052362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0052362",NA,"Malpighiales","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 14579",NA,NA
"33","2020-02-08 09:50:18-03","NBC","NL-BOTANY","U 0075072","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Lindeman JC; Haas JH de",NA,"1966","08","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075072 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075072",NA,"Malpighiales","Müll.Arg.",NA,NA,"Paraná",NA,"ca. 10 km W of Cerro Azul, near Casa Branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13664",NA,NA
"34","2020-02-08 09:50:18-03","NBC","NL-BOTANY","U.1473523","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Lourteig A",NA,"1967","12","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473523 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473523",NA,"Malpighiales","Müll.Arg.","Webster GL",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,"NL-U1473523",NA,NA,NA,NA,"1979","11","01","Magnoliopsidae","U 0065091",NA,NA
"35","2020-02-08 09:50:18-03","NBC","NL-BOTANY","U.1473524","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Lindeman JC; Haas JH de",NA,"1966","08","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473524 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473524",NA,"Malpighiales","Müll.Arg.",NA,NA,"Paraná",NA,"ca. 10 km W of Cerro Azul, near Casa Branca",NA,NA,NA,NA,"NL-U1473524",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0065090",NA,NA
"36","2020-02-08 09:50:18-03","NBC","NL-BOTANY","U.1473525","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Reitz R; Klein RM",NA,"1958","11","23","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473525",NA,"Malpighiales","Müll.Arg.","Webster GL",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,"NL-U1473525",NA,NA,NA,NA,"1979","11","01","Magnoliopsidae","U 0065088",NA,NA
"37","2020-02-08 09:50:18-03","NBC","NL-BOTANY","WAG.1342316","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Hatschbach GG",NA,"1969","05","19","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1342316 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1342316",NA,"Malpighiales","Müll.Arg.",NA,NA,NA,NA,"Fazenda Lagoa (mun. Cianorte) Paraná.",NA,NA,NA,NA,"NL-WAG1342316",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"38","2020-11-04 11:07:57-03","ESALQ","ESA","134521","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Silva, D. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","916.0","2015","07","04",NA,"Brasil",NA,NA,"Árvore, ca. 20m. Tronco descamante, casca avermelhada. Látex esbranquiçado.","ESA134521","Magnoliophyta",NA,"Müll.Arg.","Rodrigues, S. S.",NA,"São Paulo","Mombuca","Mata do Pinheirinho. Floresta Estacional Semidecidual em área agrílcola da COSAN.","-47.66292","-22.9241","585","585",NA,NA,NA,"-47.66292","-22.9241","2015","07","06",NA,NA,NA,NA
"39","2020-11-04 12:18:03-03","ESALQ","ESA","110043","PreservedSpecimen","Plantae","Phyllanthaceae","Savia","dictyocarpa","Savia dictyocarpa","Franco, G.A.D.C. ; Furlan, E.","4608.0",NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA110043","Magnoliophyta",NA,NA,NA,NA,"São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,"ESA110043","23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:07:57-03","ESALQ","ESA","52622","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Kuhlmann, M.","0.0","1955","11","05",NA,"Brasil",NA,NA,NA,"ESA052622","Magnoliophyta",NA,"Muell. Arg.","Webster, G.L.",NA,"São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,"1992","08","23",NA,NA,NA,NA
"41","2020-11-04 10:55:31-03","ESALQ","ESA","133279","PreservedSpecimen","Plantae","Euphorbiaceae","Savia","dictyocarpa","Savia dictyocarpa","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","210.0","2015","07","07",NA,"Brasil",NA,NA,"Árvore, 15m, tronco liso.","ESA133279",NA,NA,"Müll.Arg.",NA,NA,"São Paulo","Mombuca","Mata do Pinheirinho. Usina Rosana","-47.560001373291","-22.9200000762939","564","564",NA,"13659","auto","-47,659,360","-22,926,685",NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 12:18:03-03","ESALQ","ESA","10516","PreservedSpecimen","Plantae","Phyllanthaceae","Savia","dictyocarpa","Savia dictyocarpa","Barreto, K.D. et al.","455.0","1993","05","11",NA,"Brasil",NA,NA,NA,"ESA010516","Magnoliophyta",NA,"Müll. Arg.","Pinho-Ferreira, M.A.",NA,"São Paulo","Charqueada",NA,"-47.7700004577637","-22.5100002288818",NA,NA,"ESA010516","12465","auto",NA,NA,"2005","12","19",NA,NA,NA,NA
"43","2020-11-04 12:15:41-03","ESALQ","ESA","137100","PreservedSpecimen","Plantae","Phyllanthaceae","Savia","dictyocarpa","Savia dictyocarpa","Colletta, G. D","2279.0","2015","11","10",NA,"Brasil",NA,NA,"Árvore, 15m, (estéril)","ESA137100",NA,NA,"Müll.Arg.",NA,NA,"São Paulo","Gália","Estação Ecológica de Caetetus, trilha do Lago","-49.5499992370605","-22.2900009155273",NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 12:15:41-03","ESALQ","ESA","133066","PreservedSpecimen","Plantae","Phyllanthaceae","Savia","dictyocarpa","Savia dictyocarpa","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","117.0","2015","07","03",NA,"Brasil",NA,NA,"Árvore.","ESA133066",NA,NA,"Müll.Arg.","Rodrigues, R. R.",NA,"São Paulo","Piracicaba","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual, próxima à área de agropecuária.","-47.82393","-22.7782","553","553",NA,NA,NA,"-47.82393","-22.7782","2015","07","03",NA,NA,NA,NA
