"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","relatedCatalogItem"
"1","2021-03-15 16:37:00-03","NY","NYBG","569338","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Calathea","zebrina","Calathea zebrina","(Sims) Lindl.","S. M. Silva","R. M. Britez","1243","1986","12","12","South America","Brazil","Paraná","Paranaguá","Morro do Meio, Ilha do Mel","-48.3039826","-25.5539314","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=144260' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569338","NY00569338_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1145489","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Calathea","zebrina","Calathea zebrina","(Sims) Lindl.","J. M. A. Braga","J. M. A. Braga","2659","1995","08","16","South America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas. Estrada para Juturnaiba, trilha da Pelonha. Área FP055. Indiníduo F0671","-42.28333","-22.525","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320068' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145489","NY01145489_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","227748","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Calathea","zebrina","Calathea zebrina","(Sims) Lindl.","H. Kennedy","W. W. Thomas","11366","1996","11","21","South America","Brazil","Bahia","Santa Luzia","Serra da Onca, 10.8 km. NE of Santa Luzia (30 km. SW of Una) on Una-Santa Luzia Road, then 4.2 km. N on road to Serra da Onca.","-39.5","-15.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=144262' target='other'> <mi>dwc_moreinfo</mi></a>","NY00227748","NY00227748_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","569337","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Calathea","zebrina","Calathea zebrina","(Sims) Lindl.","H. Kennedy","J. P. P. Carauta","670","1968","12","03","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Serra Carioca, Hôrto do C. C. N., Canteiro II","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=144259' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569337","NY00569337_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00862563","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.","R. C. Forzza","R. C. Forzza","2587","2003","12","05","South America","Brazil","Goiás","São Domingos","Parque Estadual de Terra Ronca. Estrada Guarani de Goiás-Sao Domingos (GO 108), 36 km de Guarani de Goiás. Caverna de Terra Ronca, rio Sao Bernardo","-46.3181","-13.3983","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862563","NY00862563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","1552127","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.","S. Vieira","Collector unspecified","s.n.","1838","06",NA,"South America","Brazil",NA,NA,"Cult. in HB Brasil.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1434845' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552127","NY01552127_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","571677","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.","S. Vieira","A. M. Amorim","2895","1999","04","21","South America","Brazil","Bahia","Jussari","Palmira. Entrada ca. 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571677","NY00571677_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","571675","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.","B. L. Andersson","A. M. V. de Carvalho","2018","1983","11","03","South America","Brazil","Bahia","Itamarajú","Faz. Pau-Brasil. Entrada no km 5 da Rod. Itamarajú/Eunápolis","-39.5676631","-16.9808834","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415024' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571675","NY00571675_01","160","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","569321","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.","H. Kennedy","G. Martinelli","4040","1978","03","09","South America","Brazil","Rio de Janeiro","Petrópolis","Serra da Estrela, Meio da Serra, leito da antiga estrada de ferro","-43.1783","-22.505","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415025' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569321","NY00569321_01","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","572022","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.","S. Vieira","A. M. Amorim","2356","1998","04","09","South America","Brazil","Bahia","Jussari","Rod. Jussari/Palmira. Entrada ca. 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=180470' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572022","NY00572022_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","585846","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.","B. L. Andersson","H. O. Pengel","13","1998","02","05","South America","Brazil","Bahia","Jussari","Km 8 na estrada Jussari/Palmira. Faz. Teimoso. Reserva Natural da Serra do Teimoso.","-39.58","-15.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585846","NY00585846_01","300","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","416459","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.","S. Vieira","W. W. Thomas","11880","1999","01","31","South America","Brazil","Bahia","Jussari","Serra do Teimoso, 7.5 km N then W of Jussari on road to Palmira, then 2 km S to Fazenda Teimoso, then 20 min walk to Reserva da Fazenda Teimoso","-39.5233","-15.155","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=668092' target='other'> <mi>dwc_moreinfo</mi></a>","NY00416459","NY00416459_01","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","910284","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.",NA,"Y. E. J. Mexia","4469","1930","03","15","South America","Brazil","Minas Gerais","Viçosa","Viçosa. Agricultural College lands. Sha-Sha valley, near boundary.","-42.860644","-20.766686","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982926' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910284","NY00910284_01","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","910285","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.","H. Kennedy","A. Macedo","2917","1951","01","10","South America","Brazil","Minas Gerais","Viçosa","Escola","-42.8817","-20.7542","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982928' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910285","NY00910285_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","571676","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.","H. Kennedy","S. A. Mori","10081","1978","05","07","South America","Brazil","Bahia","Itabuna","Cerca de 3 km a NW de Juçari. Folha SD - 24 (15-39c)","-39.5166","-15.1666","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415023' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571676","NY00571676_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","685194","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.","H. Kennedy","S. A. Mori","9567","1978","03","08","South America","Brazil","Bahia","Itabuna","Cerca de 3 km a NW de Juçari. Folha SD-24 (15-39c)","-39.5166","-15.1666",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415029' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685194","NY00685194_01","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1519671","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.","L. Andersson","Grupo Pedra do Cavalo","415","1980","07",NA,"South America","Brazil","Bahia","Cachoeira","Vale dos Rios, Paraguçu e Jacuipe","-39.08","-12.53","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1748679' target='other'> <mi>dwc_moreinfo</mi></a>","NY01519671","NY01519671_01","40","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
