"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","relatedCatalogItem"
"18","2021-02-08 11:09:23-03","UNESP-IBB","BOTU","29457","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.",NA,"Ishara, K.L.","655","2006","02","21",NA,"Brasil","São Paulo","Botucatu",NA,"-48.434167","-22.872222",NA,"Jardim Botânico UNESP Botucatu","BOTU029457",NA,NA,NA,"48°26'3w","22°52'20s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-02 16:29:05-03","CPAN-UFMS","COR","10779","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Maranta","bicolor","Maranta bicolor","Ker.Gawl.","Silvana Vieira","Damasceno Junior, G. A.; Rodriguez, D. P.","1988","2000","10","24",NA,"Brasil","Mato Grosso do Sul","Ladário","Rancho do Sr. Buguinho e arredores - Faz São Marcelo.","-57.581389","-19.1875",NA,"Erva Com Flor: branca com ponta do estame amarelo Habitat: Mata semidecídua Habito: erva de 5 cm",NA,NA,NA,NA,"57º34'53''W","19º11'15''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-08 21:33:40-03","UFBA","ALCB","11271","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","zebrina","Goeppertia zebrina","(Sims) Nees",NA,"s.col.","PHs/n",NA,NA,NA,"Southern America","Brasil",NA,NA,"Do Brasil tropical",NA,NA,NA,"ornamental","ALCB016026","ALCB016026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:28:28-03","UFBA","ALCB","05886","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Maranta","cristata","Maranta cristata","Nees & Mart.","Luna, NK","Pinto, GCP","52-22","1952","01",NA,"Southern America","Brasil","Bahia","Cachoeira","Recôncavo Sul, Vale do Iguape","-38.95","-12.616667",NA,"rizoma noduloso. Pequeno porte. Em margens de córrego sob a mata. Muito ornamental.","ALCB020199","ALCB020199",NA,NA,"-38.95","-12.616667","2015","04","10",NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:28:28-03","UFBA","ALCB","125197","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Maranta","cristata","Maranta cristata","Nees & Mart.","Luna, NK","Costa, G; Duarte, EF","1516","2015","10","18","Southern America","Brasil","Bahia","Dom Macedo Costa","Fazenda Limeira.","-39.152778","-12.909722",NA,"terrestre, folha discolor com face abaxial arroxeada, flor branca pedunculo vináceo claro.","ALCB030992","ALCB030992",NA,NA,"-39.152778","-12.909722","2017","11","09",NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:28:28-03","UFBA","ALCB","17577","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Maranta","cristata","Maranta cristata","Nees & Mart.","Luna, NK","Carvalho, AM de; Callejas, R; Mattos Silva, LA","2018a","1983","11","03","Southern America","Brasil","Bahia","Itamarajú","Extremo Sul, Fazenda pau-Brasil. Entrada no Km 5 da Rodovia Itamarajú- Eun polis.","-39.516667","-17.033333",NA,"folhas discolores, com face dorsal arroxeada. Flores alvas. Planta crescendo no chão da mata.","ALCB020194","ALCB020194","160","160","-39.516667","-17.033333","2015","04","10",NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:28:28-03","UFBA","ALCB","64894","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Maranta","cristata","Maranta cristata","Nees & Mart.","Luna, NK","Thomas, W; Carvalho, AM de; Sant'Ana, SC de; Paixão, JL da","11539","1997","04","15","Southern America","Brasil","Bahia","Pau Brasil","Litoral Sul, 11,1 km W of Pau Brasil on road to Agua Vermelha, then 1,75 km left (S) on road to Fazenda of Sr. Ney Ferreira de Melo.","-39.700278","-15.380833",NA,"in forest shade. Leaves dull green above with darker shiny patches in a row on either side of midrib, purple beneath. Corola white.; on crest of mountain ridge.","ALCB020191","ALCB020191","500","500","-39.700278","-15.380833","2015","04","10",NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:28:28-03","UFBA","ALCB","115677","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Maranta","cristata","Maranta cristata","Nees & Mart.","Luna, NK","Jesus, LS","140","2008","04","19","Southern America","Brasil","Bahia","Mundo Novo","Paraguaçu, Fazenda jequitiba, mata jequitibá.","-40.4724998474121","-11.8589000701904",NA,"flor branca","ALCB020190","ALCB020190",NA,NA,NA,NA,"2015","04","10","50681","auto",NA,NA,NA,NA
"26","2019-10-09 11:28:28-03","UFBA","ALCB","56082","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Maranta","cristata","Maranta cristata","Nees & Mart.","Luna, NK","Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","519","2001","09","06","Southern America","Brasil","Bahia","Ibirapitanga/Camamú/Maraú","Litoral Sul, Assentamento Oricó","-39.349167","-14.133611",NA,"15cm de altura. Folhas membranáceas, discolores. Flores alvas, brácteas verde-vináceas. Frutos secos. Frequente.; Mata de cabruca.","ALCB020198","ALCB020198",NA,NA,"-39.349167","-14.133611","2015","04","10",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:28:28-03","UFBA","ALCB","07833","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Maranta","cristata","Maranta cristata","Nees & Mart.","Luna, NK","Grupo Pedra do Cavalo","415","1980","07",NA,"Southern America","Brasil","Bahia","Cachoeira","Recôncavo Sul, Vale dos Rios Paraguaçu e Jacuípe. Estação da Mata.","-39.083333","-12.533333",NA,"folhas orbiculares. Flores alvas.","ALCB020189","ALCB020189","100","100","-39.083333","-12.533333","2015","04","10",NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:37:16-03","NBC","NL-BOTANY","L.1481618","PreservedSpecimen","Plantae",NA,"Zingiberales","Marantaceae","Calathea","zebrina","Calathea zebrina","(Sims) Lindl.",NA,"Unknown",NA,"1926","01","01","Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1481618 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1481618","NL-L1481618",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"29","2020-02-08 10:37:16-03","NBC","NL-BOTANY","U.1391442","PreservedSpecimen","Plantae",NA,"Zingiberales","Marantaceae","Calathea","zebrina","Calathea zebrina","(Sims) Lindl.",NA,"Maas PJM; Carauta JPP",NA,"1977","10","08","Southern America","Brazil",NA,NA,"Brasiliensis. Edo. Rio de Janeiro, Corcovado, between Paineiras and Jardim Botanico.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1391442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1391442","NL-U1391442",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"30","2020-02-08 10:37:29-03","NBC","NL-BOTANY","L.1485839","PreservedSpecimen","Plantae",NA,"Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.",NA,"Riedel JGF",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Rio Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1485839 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1485839","NL-L1485839",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"31","2020-02-08 10:37:29-03","NBC","NL-BOTANY","L.1485847","PreservedSpecimen","Plantae",NA,"Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.",NA,"Fischer FA",NA,"1858","01","01","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1485847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1485847","NL-L1485847",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"32","2020-02-08 10:37:29-03","NBC","NL-BOTANY","U.1383279","PreservedSpecimen","Plantae",NA,"Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.",NA,"Sucre Benjamin D; Braga PIS",NA,"1929","01","30","Southern America","Brazil",NA,NA,"Estado do Espírito Santo- Vitória, morro do Quartel, vizinho ao Convento Nossa Senhora da Penha.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1383279 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1383279","NL-U1383279",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"33","2020-02-08 10:37:29-03","NBC","NL-BOTANY","U.1383281","PreservedSpecimen","Plantae",NA,"Zingiberales","Marantaceae","Maranta","bicolor","Maranta bicolor","Ker Gawl.",NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1383281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1383281","NL-U1383281",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"34","2020-11-04 11:13:06-03","ESALQ","ESA","62617","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","zebrina","Goeppertia zebrina",NA,"Saka, M.N.","Boone, W.","1008.0","1986","01","10",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"ESA062617",NA,NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA
"35","2020-11-04 11:13:06-03","ESALQ","ESA","53639","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","zebrina","Goeppertia zebrina","(Sims) Nees","Saka, M.N.","Lucas, E.J. et al.","639.0","2006","11","23",NA,"Brasil","Minas Gerais","Faria Lemos",NA,"-42.0297012329102","-20.8083000183105",NA,NA,"ESA053639","ESA053639",NA,NA,NA,NA,NA,NA,NA,"14353","auto",NA,NA,NA,NA
"36","2020-11-04 11:13:11-03","ESALQ","ESA","80005","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Maranta","bicolor","Maranta bicolor",NA,"Vieira, S.","Fiaschi, P. ; Lobão, A.","580.0","2001","01","21",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"ESA080005",NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:13:11-03","ESALQ","ESA","83704","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Maranta","bicolor","Maranta bicolor",NA,"Vieira, S.","Souza, V.C.; Lorenzi, H.; Bernacci, L.C.; Peixoto, M.","28982.0","2003","02","12",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Estrada Lumiar - Casimiro de Abreu. Beira de floresta ombrófila","-42.18","-22.23",NA,"Erva rastejante; flores alvas.","ESA083704",NA,"500","500","-42.18","-22.23","2006",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:13:11-03","ESALQ","ESA","105541","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Maranta","bicolor","Maranta bicolor",NA,"S. Vieira","Edmundo Pereira","2303.0","1956","12","13",NA,"Brasil","Espírito Santo","Vargem alta",NA,"-41.0069007873535","-20.6714000701904",NA,NA,"ESA105541",NA,NA,NA,NA,NA,NA,NA,NA,"27188","auto",NA,NA,NA,NA
"39","2020-11-04 11:13:11-03","ESALQ","ESA","116054","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Maranta","bicolor","Maranta bicolor",NA,"Vieira, S.","Vieira, S.","103.0","2001","02","01",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA116054",NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"40","2020-11-04 11:13:11-03","ESALQ","ESA","105548","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Maranta","bicolor","Maranta bicolor",NA,"S. Vieira","Folli, D.A.","3541.0","1999","12","27",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA105548",NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
"41","2020-11-04 11:13:11-03","ESALQ","ESA","48505","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Maranta","bicolor","Maranta bicolor",NA,"Vieira, S.","Lombardi, J.A.","1512.0","1996","12","06",NA,"Brasil","Minas Gerais","Marliéria",NA,"-42.7322006225586","-19.7122001647949",NA,NA,"ESA048505",NA,NA,NA,NA,NA,"2006",NA,NA,"28215","auto",NA,NA,NA,NA
"42","2020-11-04 11:13:11-03","ESALQ","ESA","105544","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Maranta","bicolor","Maranta bicolor",NA,"Kuhlmann, J.G.","Kuhlmann, J.G.","6096.0","1939","12","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"ESA105544",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"43","2020-11-04 11:13:11-03","ESALQ","ESA","105543","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Maranta","bicolor","Maranta bicolor",NA,"S. Vieira","Sucre, D.","7921.0","1971","11","23",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"ESA105543",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"44","2020-11-04 11:13:11-03","ESALQ","ESA","119541","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Maranta","bicolor","Maranta bicolor",NA,"Vieira, S.","Vieira, S.","102.0","2001","02","17",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar. Núcleo Picinguaba, coleta na beira da trilha.","-45.36","-23.45",NA,NA,"ESA119541",NA,NA,NA,"-45.36","-23.45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:13:11-03","ESALQ","ESA","105539","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Maranta","bicolor","Maranta bicolor",NA,"S. Vieira","Fernandes, H.Q.Boudet","1757.0","1986","01","10",NA,"Brasil","Espírito Santo","Santa tereza",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"ESA105539",NA,NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA
"46","2020-11-04 11:13:11-03","ESALQ","ESA","105545","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Maranta","bicolor","Maranta bicolor",NA,"S. Vieira","Silva, K.L.F.",NA,"1998","03","13",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"ESA105545",NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA
"47","2020-11-04 11:13:11-03","ESALQ","ESA","105538","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Maranta","bicolor","Maranta bicolor",NA,"Vidal, W.N.","Vidal, W.N.","571.0","1981","12","16",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"ESA105538",NA,NA,NA,NA,NA,"1981","12","16","13937","auto",NA,NA,NA,NA
"48","2020-11-04 11:13:11-03","ESALQ","ESA","105549","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Maranta","bicolor","Maranta bicolor",NA,"S. Vieira","Kuhlmann, J.G.",NA,"1935","01","29",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"ESA105549",NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA
