"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","scientificNameAuthorship","day","identifiedBy","yearIdentified","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","individualCount","fieldNumber","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","infraspecificEpithet"
"12","2019-04-29 14:43:32-03","ASU","ASU-PLANTS","ASU0300297","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"S. G. Tressens; R. Carnevali; D. Miranda","691",NA,NA,NA,"Argentina","Argentina, Prov. Corrientes, Dep. Lavalle, Ayo. Batel y ruta 12",NA,"Arbusto 60 cm, fruto maduro amarillo de 4 a 3 cm de diam",NA,NA,NA,"O. Berg",NA,"L. R. Landrum",NA,"Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060415","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Elsa Matilde Zardini; Leongino Guerrero","41511","1994",NA,NA,"Paraguay","Boundary between Estancia Bello Horizonte and Estancia Garay-Cue.",NA,"Shrub 1 m. Fruit orange.",NA,NA,NA,"O. Berg","14","L. R. Landrum",NA,"Concepcion",NA,"-57.353333","-22.763611",NA,NA,NA,NA,"300",NA,NA,NA,NA,NA,NA
"14","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043123","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"M. M. Arbo; S. A. Caceres, M. S. Ferrucci, V. Marunak","6709","1996",NA,NA,"Argentina","Dep. San Roque. Estancia Caaguazu, 11 km NE de Chavarria, camino a Tacuaritas. Aprox. 2 km al N del casco.",NA,"Frutos verdes.",NA,NA,NA,"O. Berg","22","S. G. Tressens",NA,"Corrientes",NA,"-58.489747","-28.888253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043122","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Balthasar Dubs","446","1987",NA,NA,"Brazil","Fazenda Salina, Pantanal do Rio Negro.",NA,"Shrub, 150 cm tall; petals white; ripe fruits yellow.",NA,NA,NA,"O. Berg","20","L. R. Landrum",NA,"Mato Grosso",NA,"-56.166667","-19.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060382","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Elsa Matilde Zardini; Silverio Ramirez Benitez","51533","1999",NA,NA,"Paraguay","Mbaracayu, Natural Reserve administered by Fundacion Moises Bertoni: Nandurokai.",NA,"Subshrub 60 cm. Corolla white.",NA,NA,NA,"O. Berg","25","L. R. Landrum",NA,"Canindeyu",NA,"-55.479722","-23.999722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060385","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Elsa Matilde Zardini; Leongino Guerrero","41524","1994",NA,NA,"Paraguay","Estancia Santa Maria de la Sierra.",NA,"Shrub 1 m. Corolla white.",NA,NA,NA,"O. Berg","15","L. R. Landrum",NA,"Concepcion",NA,"-57.518333","-22.685556",NA,NA,NA,NA,"120",NA,NA,NA,NA,NA,NA
"18","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043124","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"S. G. Tressens; C. L. Cristobal, A. Krapovickas, O. F. Popoff","4762","1993",NA,NA,"Argentina","Dep. Ituzaingo. Ruta 12, 2 km W del limite con Pcia. de Misiones.",NA,"Frutos fragantes, piriformes o subglobosos, hasta 4 cm long y 4 cm diam, anaranjados, sabor agridulce.",NA,NA,NA,"O. Berg","26",NA,NA,"Corrientes",NA,"-56.831112","-27.854699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-04-24 14:38:21-03","ASU","ASU-PLANTS","ASU0083565","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Vega, A. J.","99",NA,NA,NA,"Argentina","Bella Vista Loe. Colonia Progreso, chacta agrobiológica",NA,"ubajay pony; Sufrutice erecto de 30-60 cm alt Frutos maduros amarillos",NA,NA,NA,"O. Berg",NA,NA,NA,"Corrientes",NA,"-58.948333","-28.639167",NA,NA,NA,NA,"70",NA,NA,NA,NA,NA,NA
"20","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060384","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Elsa Matilde Zardini; Roque Gamarra","51972","1999",NA,NA,"Paraguay","Yacyreta Dam Island Reserve: road to Ana Cua.",NA,"Collecting area: around one hectare.; Shrub 1.5 m. Corolla white.",NA,NA,NA,"O. Berg","24","L. R. Landrum",NA,"Itapua",NA,"-56.75","-27.444722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060386","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Elsa Matilde Zardini; Roque Gamarra","51976","1999",NA,NA,"Paraguay","Yacyreta Dam Island Reserve: road to Ana Cua.",NA,"Collecting area: around one hectare.; Shrub 1.5 m. Fruit red.",NA,NA,NA,"O. Berg","24","L. R. Landrum",NA,"Itapua",NA,"-56.75","-27.444722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043126","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"L. R. Landrum","5719","1987",NA,NA,"Argentina","San Ignacio, ca. 3 km along road to Pena Victoria, Teyu Cuare.",NA,"Palm Allagoptera common. Subshrub in rocky area.",NA,NA,NA,"O. Berg","10",NA,NA,"Misiones",NA,"-55.583333","-27.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:36:27-03","UNICAMP","UEC","93183","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Arbo, MM; Cáceres, SA; Ferrucci, MS; Maruñak, V","6709","1996","10",NA,"Argentina","Estancia Caaguazú, 11Km NE de Chavarría, camino a Tacuatitas. Aprox. 2Km al N del casco.",NA,"En lomada de tierra colorada arenosa, al borde de un arroyo. Frutos verdes.","UEC049019","UEC049019",NA,"O.Berg","22","Tressens, SG","1996","Corrientes","San Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-11 16:53:16-03","UFSM","SMDB","12263","S","Plantae",NA,NA,"Myrtaceae","Eugenia","plurisepala","Eugenia plurisepala",NA,"Záchia, R.A","5910","2008","11",NA,"Brasil","Fazenda de Mário Witt, próximo rio Itu.",NA,"Arbusto anão; 15-30 cm de altura; no campo há uns 50m da borda de mata ciliar.; florida; há diversas espécies de Myrtaceae anãs neste local.; No campo, solo bem drenado.","SMDB012263",NA,NA,"Barb. Rodr. ex Chodat & Hassl.","04","Záchia, R.A",NA,"Rio Grande do Sul","Manoel Vianna","-55.4827995300293","-29.5891990661621","43920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:36:24-03","MBM","MBM","411689","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","anomala","Eugenia anomala",NA,"Silva, J.M.; Cordeiro, J.; Barboza, E.; Cordeiro, J.; Barboza, E.","7877A","2011","09","Southern America","Brazil","Cachoeira dos Cristais",NA,"Xilopodífera, flor alvacenta.; Cerrado.","MBM411689","MBM411689",NA,"D.Legrand","28","Sobral, M.","2015","Goiás","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:36:39-03","MBM","MBM","287862","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","plurisepala","Eugenia plurisepala",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67147","2003","10","Southern America","Brazil","Rod. MS-345, Bonito - Anastácio",NA,NA,"MBM287862","MBM287862",NA,"Barb. Rodr. ex Chodat & Hassl.","11","Sobral, M.",NA,"Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459","71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:36:39-03","MBM","MBM","275955","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","plurisepala","Eugenia plurisepala",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74000","2002","11","Southern America","Brazil","Rodovia Bonito - Campo dos Índios, Fazenda Água Doce",NA,NA,"MBM275955","MBM275955",NA,"Barb. Rodr. ex Chodat & Hassl.","10","Sobral, M.",NA,"Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:36:39-03","MBM","MBM","287754","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","plurisepala","Eugenia plurisepala",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76220","2003","10","Southern America","Brazil","Rodovia Bonito - Campo dos Índios, próximo da Fazenda Congonhas",NA,NA,"MBM287754","MBM287754",NA,"Barb. Rodr. ex Chodat & Hassl.","12","Sobral, M.",NA,"Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:36:39-03","MBM","MBM","287757","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","plurisepala","Eugenia plurisepala",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76590","2003","10","Southern America","Brazil","Rod. BR-267, próximo ao Rio Perdido",NA,NA,"MBM287757","MBM287757",NA,"Barb. Rodr. ex Chodat & Hassl.","21","Sobral, M.",NA,"Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:36:39-03","MBM","MBM","275958","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","plurisepala","Eugenia plurisepala",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74058","2002","11","Southern America","Brazil","Rodovia Bonito - Campo dos Índios, entre km 80-85",NA,NA,"MBM275958","MBM275958",NA,"Barb. Rodr. ex Chodat & Hassl.","10","Sobral, M.",NA,"Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:36:39-03","MBM","MBM","279278","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","plurisepala","Eugenia plurisepala",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74011","2002","11","Southern America","Brazil","Rodovia Bonito - Campo dos Índios, Fazenda Água Doce",NA,NA,"MBM279278","MBM279278",NA,"Barb. Rodr. ex Chodat & Hassl.","10","Sobral, M.",NA,"Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:36:51-03","MBM","MBM","232473","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Sobral, M.; et al.; et al.","8693","1998","11","Southern America","Brazil","Boron",NA,NA,"MBM232473","MBM232473",NA,"O.Berg",NA,NA,NA,"Rio Grande do Sul","Espumoso","-52.8497009277344","-28.7247009277344","39479","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:36:51-03","MBM","MBM","16220","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","24653","1970","08","Southern America","Brazil","Rod. BR-163",NA,"Subarbusto flor alva, cerrado","MBM016220","MBM016220",NA,"O.Berg","14","Faria Júnior, J.E.Q.","2009","Mato Grosso","Rio Brilhante",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:36:51-03","MBM","MBM","244612","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Soares-Silva, L.H.; et al.; et al.","756","1999","11","Southern America","Brazil","Córrego Pilão, Brasília",NA,NA,"MBM244612","MBM244612",NA,"O.Berg","19","Soares-Silva, L.H.",NA,"Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:36:51-03","MBM","MBM","270648","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Delaroch, F.","2230","1999","11","Southern America","Brazil","São Jorge",NA,NA,"MBM270648","MBM270648",NA,"O.Berg","21","Soares-Silva, L.H.",NA,"Goiás","Alto Paraíso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:36:51-03","MBM","MBM","117666","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","51564","1987","10","Southern America","Brazil","Vela Vista, rodovia para Caracol",NA,NA,"MBM117666","MBM117666",NA,"O.Berg","23","Sobral, M.",NA,"Mato Grosso do Sul","Bela Vista","-56.5210990905762","-22.1089000701904","66197","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:36:51-03","MBM","MBM","59639","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Hatschbach, G.","35413","1974","11","Southern America","Brazil","Rio dos Bugres",NA,NA,"MBM059639","MBM059639",NA,"O.Berg","12","Hatschbach, G.",NA,"Paraná","Sengés","-49.4636001586914","-24.1128005981445","55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:36:51-03","MBM","MBM","8990","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Hatschbach, G.","20463","1968","11","Southern America","Brazil","Rio do Sabiá",NA,NA,"MBM008990","MBM008990",NA,"O.Berg","28","Legrand, D.",NA,"Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-01 14:24:09-03","JBB","HEPH","15353","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Delaroche, F","2230","1999","11","Southern America","Brasil","SÆo Jorge- prox. torre de telefonia",NA,"planta com xilopodio, folhas discolor, muito procurado por animais.",NA,NA,NA,"O.Berg","21","Soares-Silva, LH","1999","Goiás","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:39:06-03","UFMG","BHCB","102533","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","anomala","Eugenia anomala",NA,"Hatschbach, G; Hatschbach, M; Barbosa, E","76147","2003","10","Southern America","Brasil","Anastácio, Rod. MS-345",NA,"Arbusto, 1m, flor alva; Campo cerrado, rochoso",NA,NA,NA,"D.Legrand","11",NA,"2019","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459","71352","auto","04",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:39:06-03","UFMG","BHCB","102544","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","anomala","Eugenia anomala",NA,"Hatschbach, G; Hatschbach, M; Barbosa, E","76220","2003","10","Southern America","Brasil","Rodovia Bonito, Campo dos Índios, próximo da fazenda Congonhas",NA,"Arbusto, 1,2m. Flor alva; Orla de mata de galeria, solo arenoso",NA,NA,NA,"D.Legrand","12",NA,"2019","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577","auto","04",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:39:13-03","UFMG","BHCB","92891","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","plurisepala","Eugenia plurisepala",NA,"Hatschbach, G; Hatschbach, M; Silva, JM","74011","2002","11","Southern America","Brasil","Fazenda Água Doce, Rodovia Bonito-Campo dos Índios. Campo cerrado.",NA,"Ereta, fruto amarelo.","BHCB010512","BHCB010512",NA,"Barb.Rodr. ex Chodat & Hassl.","10",NA,"2003","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:39:13-03","UFMG","BHCB","92200","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","plurisepala","Eugenia plurisepala",NA,"Hatschbach, G; et al.","74058","2002","11","Southern America","Brasil","Rodovia Bonito-Campo dos",NA,"Sublenhosa, 50cm, flor alva. Campo cerrado.",NA,NA,NA,"Barb.Rodr. ex Chodat & Hassl.","10",NA,NA,"Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783","185577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-11-15 05:15:00-02","MO","MOBOT","2342133","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","anomala","Eugenia anomala",NA,"Sara G. Tressens|Carmen L. Cristóbal|Antonio C. Krapovickas|O. Popoff","Tressens 4762","1993","11","South America","Argentina","Ruta 12, 2 Km W del límite con Pcia. de Misiones",NA,NA,NA,NA,NA,"D. Legrand","26","J.E.Q.Faria (UB)",NA,"Corrientes","Ituzaingó",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"45","2015-06-26 11:07:00-03","MO","MOBOT","3206332","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","anomala","Eugenia anomala",NA,"Troels M. Pedersen","Pedersen 167","1948","11","South America","Argentina","Estancia Santa Teresa.",NA,NA,NA,NA,NA,"D. Legrand","13","J.E.Q.Faria (UB)",NA,"Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"46","2018-12-24 10:38:00-02","MO","MOBOT","1414803","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Elsa M. Zardini|R. Gamarra","Zardini 51976","1999","10","South America","Paraguay","Yacyretá Dam Island Reserve: road to Aña Cua. Collecting area: around one hectare. Sandy soil with palm savannas.",NA,NA,NA,NA,NA,"O. Berg","24","L.R. Landrum (ASU)",NA,"Itapúa",NA,"-56.75","-27.4447222",NA,NA,NA,NA,NA,"4","1183",NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","1411781","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Elsa M. Zardini|S. Ramírez B.","Zardini 51533","1999","9","South America","Paraguay","Mbaracayú, Natural Reserve administered by Fundación Moisés Bertoni: Ñandurokai. Cerrado scrub and cerrado forest on red sandy soil.",NA,NA,NA,NA,NA,"O. Berg","25","L.R. Landrum (ASU)",NA,"Canindeyú",NA,"-55.47972","-23.99972",NA,NA,NA,NA,NA,"4","1180",NA,NA,NA,NA
"48","2009-07-17 06:52:00-03","MO","MOBOT","2228268","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Hexachlamys","humilis","Hexachlamys humilis",NA,"Arturo E. Burkart","Burkart 14369",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"O. Berg",NA,NA,NA,"Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
