"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","county","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"106","2021-03-15 16:37:00-03","NY","NYBG","01529370","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby","R. C. Barneby","S. G. Beck","7180","1981","11","17","South America","Bolivia","La Paz","Sorata 21 kms hacia Quiabaya",NA,NA,"2700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1804263' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529370",NA,NA,"Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-15 16:37:00-03","NY","NYBG","01529395","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"C. M. Ochoa","434","1948","04","05","South America","Peru","Huánuco","Carpish y Chinchao",NA,NA,"2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1804789' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-15 16:37:00-03","NY","NYBG","01529384","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"J. M. Duque Jaramillo","2631","1946","02",NA,"South America","Colombia","Caldas","Pereira",NA,NA,"1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1804683' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-15 16:37:00-03","NY","NYBG","01529426","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"D. Ugent","5373","1963","05","27","South America","Peru","Cusco","Ruinas de Machu Picchu, high above Rio Urubamba, 80 km WNW of Cuzco. Below Hote Turistas. Top of Hiram Binhgam road",NA,NA,"2500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807024' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529426",NA,NA,"Urubamba","2600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-15 16:37:00-03","NY","NYBG","01529422","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"E. P. Killip","24108","1929","06","05","South America","Peru","Junín","Huacapistana","-75.523096","-11.241054","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1806862' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529422",NA,NA,NA,"2400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-15 16:37:00-03","NY","NYBG","01529381","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"W. A. Archer","1031","1930","12","24","South America","Colombia","Antioquia","Belén",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1804678' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-15 16:37:00-03","NY","NYBG","01529396","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"C. M. Ochoa","434","1948","04","05","South America","Peru","Huánuco","Carpish y Chinchao",NA,NA,"2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1805635' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-15 16:37:00-03","NY","NYBG","01529430","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby","A. Delgado Salinas","A. Delgado Salinas","ADS2071","2001","07","11","South America","Peru","Cajamarca","Distrito: Lajas. A 11 km NO de Lajas, rumbo a Cochabamba, bajando de Chota-Cochabemba. En ladera del Río Chotano.","-78.77","-6.53","1900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807030' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529430",NA,NA,"Chota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-15 16:37:00-03","NY","NYBG","01529429","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby","R. C. Barneby","P. Nuñez Vargas","8878","1988","03","16","South America","Peru","Cusco","Urubamba, a 88 y 112 km de Cusco, Santuario Histórico de Machupicchu y el Camino Inca","-72.52","-13.15","2300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807031' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529429",NA,NA,NA,"4150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-15 16:37:00-03","NY","NYBG","01529442","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"F. J. Breteler","3302","1963","11","18","South America","Venezuela",NA,"20 km NE of Mérida along road to Valencia",NA,NA,"1850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807357' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-15 16:37:00-03","NY","NYBG","01529419","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"E. P. Killip","23108","1929","05","07","South America","Peru","Ayacucho","Aina, between Huanta and Río Apurimac","-73.860914","-12.664916","750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1806864' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529419",NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-15 16:37:00-03","NY","NYBG","01529434","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby","R. C. Barneby","A. Charpin","AC13594","1976","11","20","South America","Venezuela","Mérida","A. de Merida ad Mucuchies",NA,NA,"1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807290' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529434",NA,NA,NA,"2900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-15 16:37:00-03","NY","NYBG","01529441","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"F. J. Breteler","3302","1963","11","18","South America","Venezuela",NA,"20 km NE of Mérida along road to Valencia",NA,NA,"1850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807353' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-15 16:37:00-03","NY","NYBG","01529443","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"F. J. Breteler","4140","1964","08","14","South America","Venezuela","Trujillo","35 km from Valera along road to Timotes",NA,NA,"2100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807360' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-15 16:37:00-03","NY","NYBG","01529397","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"P. C. Hutchison","6833","1964","10","09","South America","Peru","Amazonas","Vicinity of the site of an abandoned army camp. On road to Pomacocha, 17 km above and north of Puente Ingenio",NA,NA,"1750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1805640' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529397",NA,NA,"Bongará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-15 16:37:00-03","NY","NYBG","01529416","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby","R. C. Barneby","A. H. Gentry","19150","1977","04","10","South America","Peru","Lima","Santa Eulalia, 40 km E of Lima in valley of Río Rimac",NA,NA,"1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1806849' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529416",NA,NA,NA,"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-15 16:37:00-03","NY","NYBG","01529445","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby","R. C. Barneby","G. A. Aymard Corredor","1363","1982","10","16","South America","Venezuela","Mérida","La Mitisus",NA,NA,"1900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807374' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529445","NY01529445_01",NA,"Rangel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-15 16:37:00-03","NY","NYBG","01529408","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"J. F. Macbride","2853","1923","03","11","South America","Peru",NA,"Chosica",NA,NA,"914","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1806830' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-15 16:37:00-03","NY","NYBG","01529431","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby","R. C. Barneby","A. Charpin","AC13411","1976","11","15","South America","Venezuela","Táchira","Paramo Zumbador",NA,NA,"2700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807286' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-15 16:37:00-03","NY","NYBG","01529359","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"M. Bang","613","1890",NA,NA,"South America","Bolivia",NA,"Yungas",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1803979' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-15 16:37:00-03","NY","NYBG","01529423","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"F. Woytkowski","474","1953","02","17","South America","Peru","Cusco","Callanga",NA,NA,"1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1806867' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529423",NA,NA,"Paucartambo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-15 16:37:00-03","NY","NYBG","01529440","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"J. A. Steyermark","97215","1966","09","03","South America","Venezuela","Trujillo","Inmediaciones del Salto La Nevera, 15 km al sur de La Puerta",NA,NA,"1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807349' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-15 16:37:00-03","NY","NYBG","01529374","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"R. Callejas Posada","5616","1987","11","18","South America","Colombia","Antioquia","Corregimiento Manglares, 8 kms N S of Manglares. Vía Santa Fé-Mutatá","-75.92","6.67","1350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1804523' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529374",NA,NA,"Giraldo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-15 16:37:00-03","NY","NYBG","01529387","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"É. André","2814","1876","04","20","South America","Colombia","Cauca","Rio Guilcase, in alta valle flum.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1804691' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-15 16:37:00-03","NY","NYBG","01529400","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby","R. C. Barneby","A. Sagástegui A.","7144","1968","06","08","South America","Peru","Amazonas","Montenegro- Abra Huahuajin",NA,NA,"550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1805670' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529400",NA,NA,"Bagua","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-15 16:37:00-03","NY","NYBG","01529448","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"A. Jahn","1138","1922","09","16","South America","Venezuela",NA,"La Puerta to Timotes, Merida and Trujillo",NA,NA,"2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807371' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-15 16:37:00-03","NY","NYBG","01529389","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"W. H. Camp","E3129","1945","05","07","South America","Ecuador","Chimborazo","Cañon of the río Chanchan near Huigra",NA,NA,"1219","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1804740' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529389","NY01529389_01",NA,NA,"1372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-15 16:37:00-03","NY","NYBG","01529357","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"H. H. Rusby","1022","1885",NA,NA,"South America","Bolivia",NA,"Near Yungas",NA,NA,"1219","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1803905' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-15 16:37:00-03","NY","NYBG","01529409","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"Wilkes Expedition","s.n.","1838",NA,NA,"South America","Peru",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1806831' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-15 16:37:00-03","NY","NYBG","01529363","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"O. Buchtien","5421","1920","02",NA,"South America","Bolivia",NA,"Hacienda Simaco sobre el camino a Tipuani",NA,NA,"1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1804029' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529363","NY01529363_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-15 16:37:00-03","NY","NYBG","01529392","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"J. N. Rose","23851","1918","09","06","South America","Ecuador",NA,"Vicinity of Huigra, mostly on the Hacienda de Licay",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1804747' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-15 16:37:00-03","NY","NYBG","01529444","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby","R. C. Barneby","G. A. Aymard Corredor","9552","1991","11","10","South America","Venezuela","Mérida","La Mitisus. Taludes alrededor de la carretera",NA,NA,"1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807372' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529444",NA,NA,"Rangel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-15 16:37:00-03","NY","NYBG","01529437","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"L. Aristeguieta","7854","1971","07",NA,"South America","Venezuela","Mérida","Alrededores de Mérida",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807320' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-15 16:37:00-03","NY","NYBG","01529449","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby","R. C. Barneby","A. Sagástegui A.","16007","1997","03","19","South America","Peru","Cajamarca","Cochabamba-Yamulac",NA,NA,"1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807399' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529449","NY01529449_01",NA,"Chota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-15 16:37:00-03","NY","NYBG","01529421","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"E. P. Killip","22315","1929","05","05","South America","Peru","Ayacucho","Ccarrapa, between Huanta and Río Apurimac",NA,NA,"2200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1806860' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529421","NY01529421_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-15 16:37:00-03","NY","NYBG","01529373","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","flavicoma","Chamaecrista glandulosa flavicoma","(Kunth) H.S.Irwin & Barneby",NA,"D. C. Daly","6049","1989","05","19","South America","Colombia","Valle del Cauca","Mun. Loboguerrero, Cañon de Dagua, 18 km N of Dagua, @ 40 km NW of Cali on newer Cali-Buenaventura road","-76.67","4.37","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1804519' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529373",NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2016-09-30 07:26:00-03","NY","NYBG","01529460","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","rapidarum","Chamaecrista glandulosa rapidarum","H.S.Irwin & Barneby","R. C. Barneby","A. Gröger","665","1992","12","17","South America","Venezuela","Apure","Carretera a Pto. Paez hacia S. Fernando de Atabapo; app. km 10; Piedra S. Vicente al lado oriental de la carretera","-67.48","6.27",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807456' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529460","NY01529460_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2016-09-27 19:52:00-03","NY","NYBG","77252","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","rapidarum","Chamaecrista glandulosa rapidarum","H.S.Irwin & Barneby","R. C. Barneby","L. M. Campbell","453","1996","11","09","South America","Venezuela","Amazonas","Granite outcrop (lajas) between Raudal Gavilán and Cerro Abuelo (east of the Raudal), ca. 35 km east of Puerto Ayacucho","-67.37125","5.64889","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=133216' target='other'> <mi>dwc_moreinfo</mi></a>","NY00077252",NA,NA,NA,"170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-15 16:37:00-03","NY","NYBG","01528312","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","swartzii","Chamaecrista glandulosa swartzii","(Wikström) H.S.Irwin & Barneby",NA,"J. H. Hart","5864","1891",NA,NA,"South America","Trinidad and Tobago",NA,"Trinidad. Maracas",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1769820' target='other'> <mi>dwc_moreinfo</mi></a>","NY01528312","NY01528312_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-15 16:37:00-03","NY","NYBG","01529465","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","tristicula","Chamaecrista glandulosa tristicula","(Kunth) H.S.Irwin & Barneby",NA,"É. André","1398","1876","02","06","South America","Colombia",NA,"Fusagasuga",NA,NA,"1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807588' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529465","NY01529465_01",NA,NA,"1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-15 16:37:00-03","NY","NYBG","01529464","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","tristicula","Chamaecrista glandulosa tristicula","(Kunth) H.S.Irwin & Barneby",NA,"I. F. Holton","987","1853","12","14","South America","Colombia",NA,"[illegible]",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807576' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529464","NY01529464_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-15 16:37:00-03","NY","NYBG","01529466","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","tristicula","Chamaecrista glandulosa tristicula","(Kunth) H.S.Irwin & Barneby",NA,"F. W. Pennell","2702","1917","11","28","South America","Colombia","Cundinamarca","Fusagasuga",NA,NA,"1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807592' target='other'> <mi>dwc_moreinfo</mi></a>","NY01529466",NA,NA,NA,"2300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-15 16:37:00-03","NY","NYBG","634001","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","glandulosa","brasiliensis","Chamaecrista glandulosa brasiliensis","(Vogel) H.S.Irwin & Barneby",NA,"W. R. Anderson","11186","1975","01","10","South America","Brazil","Rio de Janeiro","Leblon, morro above beach",NA,NA,"200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732967' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634001","NY00634001_01",NA,NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
