"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"105","2021-03-16 17:54:30-03","UCS","HUCS","7529","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, J.G.",NA,NA,NA,"Hatschbach, G.","1982","12","28","Brasil","Paraná","Antonina","Serrinha","-48.7118988037109","-25.4286003112793","38300","apoiante em árvore na orla da mata",NA,"auto","Angiospermae","Poales","45970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-02-12 18:12:25-03","UFES","VIES","41519","S","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","P.L. Viana","2019",NA,NA,"Neves, B.S.","2019","02","13","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha.","-40.597778","-19.965278",NA,NA,"VIES041519",NA,NA,NA,"s.n.",NA,NA,"VIES041519",NA,NA,"40º35'52''W","19º57'55''S",NA,NA,NA,NA,NA,NA,NA
"107","2021-02-23 17:06:25-03","UFES","VIES","49158","S","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Valadares, R.T.","2019","12","03","Silva, H.L.; Calazans, L.S.B; Lieven, L.J; Valadares, R.T.","2018","11","03","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Mata da Chave Inglesa.","-40.591111","-19.974167",NA,NA,"VIES049158",NA,NA,NA,"156",NA,NA,NA,NA,NA,"40º35'28''W","19º58'27''S",NA,NA,NA,NA,NA,NA,NA
"108","2021-03-05 18:57:25-03","UTFPR","HCF","30708","S","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack","F. Marinero","2016","11",NA,"F. Marinero","2016","12","18","Brasil","PR","Guaraqueçaba","Serra Gigante, trilha para o cume","-48.200556","-25.154444",NA,"escandente, frutos paleáceos.",NA,NA,NA,NA,"529",NA,NA,NA,"70","70","48°12'02 W","25°09'16 S",NA,NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:40:11-03","MBM","MBM","97424","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Smith, L.B.",NA,NA,NA,"Klein, R.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Saco Grande, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335","27000",NA,"MBM097424","auto",NA,NA,"7143","Southern America",NA,"MBM097424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-21 16:40:11-03","MBM","MBM","315332","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Viana, P.L.","2008","11",NA,"Reginato, M.; et al.; et al.","2005","02","04","Brazil","Bahia","Camacan","RPPN Serra Bonita. 9,7 km de Camacã na estrada para Jacarecí. Daí 6km SW na estrada para RPPN e torre da Embratel.","-39.4958000183105","-15.4191999435425","22686","Bambu escandente. Espiga castanha. Floresta Ombrófila Densa Montana.","MBM315332","auto",NA,NA,"193","Southern America",NA,"MBM315332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:40:11-03","MBM","MBM","96292","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Renvoize, S.A.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Guaratuba","Boa Vista","-48.5746994018555","-25.8827991485596","41937",NA,"MBM096292","auto",NA,NA,"48556","Southern America",NA,"MBM096292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:40:11-03","MBM","MBM","198499","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Parodi, L.R.",NA,NA,NA,"Stellfeld, C.",NA,NA,NA,"Brazil","Paraná","Morretes","Morro Taguá, Caiobá","-48.834400177002","-25.476900100708","30514",NA,"MBM198499","auto",NA,NA,"532","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:40:11-03","MBM","MBM","250250","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Viana, P.L.","2008","12",NA,"Kozera, C.; Dittrich, O.; Dittrich, O.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel. Morro Bento Alves.","-48.5092010498047","-25.5200004577637","24916","Herbácea rizomatosa. Sub-bosque. Floresta Ombrófila Densa de Encosta.","MBM250250","auto",NA,NA,"678","Southern America",NA,"MBM250250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:40:11-03","MBM","MBM","276788","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Viana, P.L.","2008","12",NA,"Cervi, A.C.; et al.; et al.","2002","12","04","Brazil","Paraná","Paranaguá","Parque Estadual do Palmito.","-48.5092010498047","-25.5200004577637","24916","Cespitosa, 5m. Orla da floresta.","MBM276788","auto",NA,NA,"8376","Southern America",NA,"MBM276788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:40:11-03","MBM","MBM","51192","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Smith, L.B.",NA,NA,NA,"Reitz, R.",NA,NA,NA,"Brazil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú","-48.8272018432617","-26.8997001647949","18275",NA,"MBM051192","auto",NA,NA,"7056","Southern America",NA,"MBM051192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:40:11-03","MBM","MBM","302142","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Gonçalvez, A.P.S.","2004",NA,NA,"Pirani, J.R.; Marcato, A.C.; Groppo Junior, M.; Fiaschi, P.; Marcato, A.C.; Groppo Junior, M.; Fiaschi, P.","2002","01","29","Brazil","Espírito Santo","Santa Teresa","Country Clube, Trilha da porteira subindo até o alto do morro adjacente à cachoeira","-40.635278","-19.925556",NA,"Pequena taquara. Colmos pendentes. Espiguetas cinéreas a acastanhadas. Frequente.; Mata pluvial tropical.","MBM302142",NA,NA,NA,"4922","Southern America",NA,"MBM302142","770","770","-40.635278","-19.925556",NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:40:11-03","MBM","MBM","402137","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Barboza, E.","2016","01",NA,"Silva, J.M.","2015","09","18","Brazil","Santa Catarina","Itapoá","próximo ao rio Saiguaçu","-48.64","-25.977222",NA,"Cespitosa.; Floresta Atlântica.","MBM402137",NA,NA,NA,"8949","Southern America",NA,"MBM402137","13","13","-48.64","-25.977222",NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:40:11-03","MBM","MBM","416567","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Marinero, F.","2016","11",NA,"Marinero, F.; Brotto, M.L.; Brotto, M.L.","2016","12","18","Brazil","Paraná","Guaraqueçaba","Serra Gigante, Trilha para o cume","-48.200556","-25.154306",NA,"Escandente; frutos paleáceos.; Floresta Ombrófila Densa Submontana.","MBM416567",NA,NA,NA,"529","Southern America",NA,NA,"70","70","-48.200556","-25.154306",NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:40:11-03","MBM","MBM","426818","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"Franzoi, P.A.P.; Benke, D.R.; Malheiros, N.; Benke, D.R.; Malheiros, N.","2016","10","29","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.338056","-25.516111",NA,"Floresta Ombrófila Densa.","MBM426818",NA,NA,NA,"13","Southern America",NA,NA,NA,NA,"-48.338056","-25.516111",NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:40:11-03","MBM","MBM","430188","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Völtz, R.R.","2020","04","11","Völtz, R.R.; Brotto, M.L.; Marinero, F.; Brotto, M.L.; Marinero, F.","2019","10","10","Brazil","Paraná","Guaraqueçaba","Arredores da cidade","-48.313056","-25.275556",NA,"Bambu ereto, ramos escandentes e pendentes; frutos marrons; interior de floresta de topo de morro.; Floresta Ombrófila Densa Submontana.","MBM430188",NA,NA,NA,"2213","Southern America",NA,NA,"350","350","-48.313056","-25.275556",NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:40:11-03","MBM","MBM","321774","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Viana, P.L.",NA,NA,NA,"Lopes, M.M.M.; Amorim, A.; Tripp, K.; Sant'Ana, S.C.; Thomas, W.W.; Amorim, A.; Tripp, K.; Sant'Ana, S.C.; Thomas, W.W.","2006","01","08","Brazil","Bahia","Camacã","RPPN Serra Bonita, 9.7 km W de Camacã na estrada ara Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel","-39.565278","-15.391667",NA,"Bambu escadente, ca. 10m alt. Folhas levemente discolores. Raque floral vináceo-esverdeada. Brácteas marrons.; Floresta Ombrófila Densa Montana.","MBM321774",NA,NA,NA,"408","Southern America",NA,"MBM321774","850","850","-39.565278","-15.391667",NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:40:11-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Viana, P.L.","2010","05",NA,"Fraga, C.N.; Amorim, A.M.A.; Forzza, R.C.; Goldenberg, R.; Labiak, P.H.; Paixão,; Amorim, A.M.A.; Forzza, R.C.; Goldenberg, R.; Labiak, P.H.; Paixão, J.L.","2008","07","22","Brazil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas, Alegre, trilha do Pau-Oco","-41.525","-20.267778",NA,"Caule verde avermelhado. Bainhas castanhas.; Floresta Ombrófila Densa Montana.",NA,NA,NA,NA,"2188","Southern America",NA,NA,"525","525","-41.525","-20.267778",NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:40:11-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Motta, J.T.","2013","06","12","Dalmaso, C.A.","2013","04","24","Brazil","Paraná","Quedas do Iguaçu",NA,"-52.92","-25.560003",NA,"Subarbusto.","IFN000399",NA,NA,NA,"201","Southern America",NA,NA,NA,NA,"-52.92","-25.560003",NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:40:11-03","MBM","MBM","97622","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Renvoize, S.A.",NA,NA,NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.",NA,NA,NA,"Brazil","Paraná","Antonina","Cacatu","-48.7118988037109","-25.4286003112793","38300",NA,"MBM097622","auto",NA,NA,"48916","Southern America",NA,"MBM097622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:40:11-03","MBM","MBM","80108","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L.G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","Serrinha","-48.7118988037109","-25.4286003112793","38300",NA,"MBM080108","auto",NA,NA,"45970","Southern America",NA,"MBM080108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:40:11-03","MBM","MBM","248005","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L.G.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Barboza, E.; Silva, J.M.; Barboza, E.",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Sebuí","-48.3288993835449","-25.3066997528076","37295",NA,"MBM248005","auto",NA,NA,"70537","Southern America",NA,"MBM248005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:40:11-03","MBM","MBM","265688","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Viana, P.L.","2008","11",NA,"Hatschbach, G.; Barboza, E.; Lorenzi, H.; Barboza, E.; Lorenzi, H.","2001","11","27","Brazil","Paraná","Guaraqueçaba","Tagaçaba.","-48.3288993835449","-25.3066997528076","37295","Apoiante. Orla da floresta atlântica.","MBM265688","auto",NA,NA,"72724","Southern America",NA,"MBM265688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:40:11-03","MBM","MBM","196560","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"Windisch, P.; Clark, L.G.; Clark, L.G.",NA,NA,NA,"Brazil","Paraná","Morretes","Serra da Graciosa, Estrada da Graciosa, Recanto Grota Funda","-48.834400177002","-25.476900100708","30514",NA,"MBM196560","auto",NA,NA,"5643","Southern America",NA,"MBM196560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:40:11-03","MBM","MBM","89472","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Renvoize, S.A.",NA,NA,NA,"Hatschbach, G.; Calejas, R.; Calejas, R.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Colônia Maria Luiza","-48.5092010498047","-25.5200004577637","24916",NA,"MBM089472","auto",NA,NA,"47179","Southern America",NA,"MBM089472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:40:11-03","MBM","MBM","222828","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Silva, S.M.",NA,NA,NA,"Britez, R.M.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637","24916",NA,"MBM222828","auto",NA,NA,"s.n.","Southern America",NA,"MBM222828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:40:11-03","MBM","MBM","198500","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Souza, W.S.",NA,NA,NA,"Britez, R.M.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637","24916",NA,"MBM198500","auto",NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:40:11-03","MBM","MBM","75853","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L.G.",NA,NA,NA,"Tessmann, G.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel, Baía de Paranaguá","-48.5092010498047","-25.5200004577637","24916",NA,"MBM075853","auto",NA,NA,"1205","Southern America",NA,"MBM075853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:40:11-03","MBM","MBM","250251","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Viana, P.L.","2008","12",NA,"Kozera, C.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel. Morro Bento Alves.","-48.5092010498047","-25.5200004577637","24916","Herbácea escandente próxima a um córrego. Sub-bosque. Floresta Ombrófila Densa de Encosta.","MBM250251","auto",NA,NA,"691","Southern America",NA,"MBM250251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:40:11-03","MBM","MBM","25792","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","McClare",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Sítio do Meio","-48.5092010498047","-25.5200004577637","24916",NA,"MBM025792","auto",NA,NA,"2127","Southern America",NA,"MBM025792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:40:11-03","MBM","MBM","233218","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L.G.",NA,NA,NA,"Cordeiro, J.; Silva, J.M.; Pacheco, F.R.V.; Silva, J.M.; Pacheco, F.R.V.",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Zinco","-49.2064018249512","-25.5347003936768","45291",NA,"MBM233218","auto",NA,NA,"1515","Southern America",NA,"MBM233218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:40:11-03","MBM","MBM","194594","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L.G.",NA,NA,NA,"Clark, L.G.",NA,NA,NA,"Brazil","São Paulo","Biritiba-Mirim","Estação Ecológica de Boracéia","-46.0299987792969","-23.5699996948242","19656",NA,"MBM194594","auto",NA,NA,"s.n.","Southern America",NA,"MBM194594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:40:11-03","MBM","MBM","54262","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark, L.G.",NA,NA,NA,"Gibbs, P.E.",NA,NA,NA,"Brazil","São Paulo","Ubatuba","15km N de Ubatuba","-45.0699996948242","-23.4300003051758","34265",NA,"MBM054262","auto",NA,NA,"5045","Southern America",NA,"MBM054262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-08-15 09:04:39-03","UESC","UESC","11630","S","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hackel",NA,NA,NA,NA,"Marinho, L.C.","2014","07","05","Brasil","Bahia","Wenceslau Guimarães",NA,"-39.570556","-13.619444",NA,"Liana escandente atingindo 3m.; Foto.","UESC0011630",NA,"Angiospermae","Florideophycidae","857",NA,NA,NA,NA,NA,"39W34'14''","13S37'10''","Monocotyledoneae",NA,NA,NA,NA,NA,NA
"139","2019-08-15 09:04:39-03","UESC","UESC","23930","S","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hackel",NA,NA,NA,NA,"Marinho, L.C.","2014","07","05","Brasil","Bahia","Wenceslau Guimarães",NA,"-39.570556","-13.619444",NA,"Erva escandente atingindo 5m.","UESC0023930",NA,"Angiospermae","Florideophycidae","852",NA,NA,NA,NA,NA,"39W34'14''","13S37'10''","Monocotyledoneae",NA,NA,NA,NA,NA,NA
"140","2021-02-15 16:02:15-03","MNHN","RECOLNAT_MNHN_P","P00625481","PreservedSpecimen",NA,"Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.","Clark",NA,NA,NA,"s.c.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00625481' target='other'> <mi>dwc_moreinfo</mi></a>","P00625481",NA,NA,NA,NA,NA,"hb","P00625481_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2015-09-04 01:07:38-03","MNHN","RECOLNAT_MNHN_P","P02663229","PreservedSpecimen",NA,"Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"Soderstrom, T.R.|Sucre, D.","1972","4","12","Brasil","Rio de Janeiro","Rio de Janeiro","Estrada da vista chinesa.","-43.2075004577637","-22.9027996063232","57442","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02663229' target='other'> <mi>dwc_moreinfo</mi></a>","P02663229","auto",NA,NA,NA,NA,"hb","P02663229_01",NA,NA,NA,NA,NA,NA,NA,NA,"1937",NA,NA
"142","2020-12-11 11:45:02-03","UFMG","BHCB","166920","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,"2019","01",NA,"Giacomin, LL; Bohs, LA; Knapp, S; Stehmann, JR","2013","10","31","Brasil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, RPPN Loredano Aleixo (Fazenda, trilha que permeia o fragmento localizado atrás da sede da fazenda, passando pelo pasto.","-40.061222","-16.397417",NA,"Preensado em álcool; Bambu trepador, escandente. Inflorescência senescida; Sub-bosque de Floresta Ombrófila Densa, próximo a riacho","BHCB045322",NA,"Monocotyledon",NA,"1967","Southern America",NA,NA,"802","802","-40.061222","-16.397417",NA,NA,NA,NA,NA,NA,NA
"143","2020-12-11 11:45:02-03","UFMG","BHCB","76453","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack.",NA,NA,NA,NA,"Hatschbach, G","2000","03","15","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076","37295",NA,NA,"auto","Monocotyledon",NA,"70537","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-02-11 17:21:17-03","UFPR","UPCB","938","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hackel","Clark, L.G.","1994","03","07","Reitz, R.","1952","03",NA,"Brasil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314","19684","Mata..","UPCB0037350","auto",NA,NA,"4528",NA,NA,"UPCB0037350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-02-11 17:21:17-03","UFPR","UPCB","86238","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hack","Hatschbach, G.",NA,NA,NA,"Carneiro, J.","2002","02","09","Brasil","Paraná","Pontal do Paraná","Estrada Ecológica do Guaraguaçu, Sítio Ribeirão Preto","-48.511100769043","-25.6735992431641","19508","Cespitosa, 4m. Orla da floresta de restinga..","UPCB0037352","auto",NA,NA,"1302",NA,NA,"UPCB0037352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-02-11 17:21:17-03","UFPR","UPCB","42000","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hackel","Clark, L.G.","2002","02","22","Kozera, C.","1998","11","30","Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637","24916","Herbácea escandente próxima a um córrego. Sub-bosque, floresta ombrófila densa de encosta..","UPCB0039665","auto",NA,NA,"691",NA,NA,"UPCB0039665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-02-11 17:21:17-03","UFPR","UPCB","37922","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hackel","Clark, L.G.","2002","02","22","Kozera, C.","1998","11","30","Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637","24916","Herbácea escandente, perto de riacho, em subosque..","UPCB0039666","auto",NA,NA,"691",NA,NA,"UPCB0039666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-02-11 17:21:17-03","UFPR","UPCB","16175","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hackel","Clark, L.G.","1994","03","07","Sucre, D.","1969","01","22","Brasil","Rio de Janeiro",NA,"Paço das Pedras, Estrada da Vista Chinesa",NA,NA,NA,"Escandente, semi-umbrófila, colmos até 8m de comprimento..","UPCB0037345",NA,NA,NA,"6103",NA,NA,"UPCB0037345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-02-11 17:21:17-03","UFPR","UPCB","1643","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hackel","Swallen, J.R.","1953","01","01","Reitz, R.","1951","01","01","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,"UPCB0039664",NA,NA,NA,"4793",NA,NA,"UPCB0039664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-02-11 17:21:17-03","UFPR","UPCB","19205","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hackel","Clark, L.G.","1994","03","07","?","1921","09","22","Brasil","Rio de Janeiro",NA,"Chácara do Fonseca",NA,NA,NA,NA,"UPCB0037343",NA,NA,NA,NA,NA,NA,"UPCB0037343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-02-11 17:21:17-03","UFPR","UPCB","19206","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hackel","Clark, L.G.","1987","01","09","Sucre, D.","1968","11","07","Brasil","Rio de Janeiro",NA,"Mata secundária da Estrada Vista Chinesa",NA,NA,NA,"Crescimento com hábito cipó, subindo por cima da copa das árvores..","UPCB0037342",NA,NA,NA,"4065",NA,NA,"UPCB0037342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-02-11 17:21:17-03","UFPR","UPCB","5446","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hackel","Clark, L.G.","1994","03","07","Reitz, R.","1951","01","01","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-02-11 17:21:17-03","UFPR","UPCB","941","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hackel","Clark, L.G.","1994","03","07","Reitz, R.","1951","01","01","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,"UPCB0037349",NA,NA,NA,"4793",NA,NA,"UPCB0037349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-02-11 17:21:17-03","UFPR","UPCB","5437","PreservedSpecimen","Plantae","Poaceae","Chusquea","bambusoides","Chusquea bambusoides","(Raddi) Hackel","Clark, L.G.","1994","03","07","Reitz, R.","1952","03",NA,"Brasil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314","19684","Mata..",NA,"auto",NA,NA,"4528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
