"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","locality","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","monthIdentified","dayIdentified","fieldNumber","individualCount"
"22","2021-03-15 16:37:00-03","NY","NYBG","02697592","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorrhiza","Anemia trichorrhiza",NA,"P. H. Labiak E.","5828","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978491' target='other'> <mi>dwc_moreinfo</mi></a>","NY02697592","Pteridophyta","Schizaeales","Gardner ex Hook.","Parque Estadual do Jalapão. Serra do Espirito Santo, trilha para o Mirante.","NY02697592_01",NA,"2015","03","03","Tocantins","Mateiros","-46.597228","-10.59646","730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 09:59:37-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","08724","S","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"M.R. Pietrobom-Silva","1154","América do Sul","Brasil",NA,NA,"GEOGRAFIA: região de cerrado, mata ciliar com elevações rochosas;",NA,"Tracheophyta","Schizaeales","Gardner","cachoeira do cervo",NA,"M.R. Pietrobom","1993","09","07","Mato Grosso do Sul","Rio Verde de Mato Grosso","-54.8442001342773","-18.9181003570557",NA,NA,"87429","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 09:59:37-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","15567","S","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"Rodrigues Jr., C.E.","669","América do Sul","Brasil",NA,NA,"GEOGRAFIA: região de cerrado, mata ciliar e afloramentos rochosos;",NA,"Tracheophyta","Schizaeales","Gardner","cachoeira do cervo",NA,"M.R. Pietrobom","1993","09","07","Mato Grosso do Sul","Rio Verde de Mato Grosso","-54.8442001342773","-18.9181003570557",NA,NA,"87429","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:51:05-03","EAO","IAN","129694","PreservedSpecimen","Plantae","Schizaeaceae","Anemia","trichorrhiza","Anemia trichorrhiza",NA,"Irwin, HS; Souza, R","11737","Southern America","Brasil",NA,NA,NA,"IAN129694","Fern",NA,"Gardner","Rooted in rocky crevices. Campo and cerrado, sandstone summit of Serra Dourada, ca. 20km SE of Goiás Velho.",NA,"Mickel, JT","1966","01","18","Goiás",NA,NA,NA,"800","800",NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:51:05-03","EAO","IAN","129694","PreservedSpecimen","Plantae","Schizaeaceae","Anemia","trichorrhiza","Anemia trichorrhiza",NA,"Irwin, HS; Souza, R","11737","Southern America","Brasil",NA,NA,NA,"IAN129694","Fern",NA,"Gardner","Rooted in rocky crevices. Campo and cerrado, sandstone summit of Serra Dourada, ca. 20km SE of Goiás Velho.",NA,"Mickel, JT","1966","01","18","Goiás",NA,NA,NA,"800","800",NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:51:05-03","EAO","IAN","129962","PreservedSpecimen","Plantae","Schizaeaceae","Anemia","trichorrhiza","Anemia trichorrhiza",NA,"Irwin, HS; Grear Jr., JW; Grear Jr., JW","14097","Southern America","Brasil",NA,NA,NA,"IAN129962","Fern",NA,"Gardner","Rooted in moist soil-filled crevices of cliff face, partial shade. cerrado and wooded talus, Córrego Alogado, Parque Municipal do Gama, ca. 20km SW of Brasília.",NA,"Mickel, JT","1966","03","18","Distrito Federal",NA,NA,NA,"1000","1000",NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:51:05-03","EAO","IAN","129962","PreservedSpecimen","Plantae","Schizaeaceae","Anemia","trichorrhiza","Anemia trichorrhiza",NA,"Irwin, HS; Grear Jr., JW; Grear Jr., JW","14097","Southern America","Brasil",NA,NA,NA,"IAN129962","Fern",NA,"Gardner","Rooted in moist soil-filled crevices of cliff face, partial shade. cerrado and wooded talus, Córrego Alogado, Parque Municipal do Gama, ca. 20km SW of Brasília.",NA,"Mickel, JT","1966","03","18","Distrito Federal",NA,NA,NA,"1000","1000",NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:26:09-03","PUCPR","HUCP","22677","S","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"Kersten, RA","1547",NA,"Brasil",NA,NA,NA,"HUCP00000061","Monilofita",NA,"Gardner ex Hook.","Parque Estadual do Guartelá","HUCP00000061","Michelon, C","2011","08","20","Paraná","Tibagi","-50.4136009216309","-24.5093994140625","900","900","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-26 18:06:56-03","CPAN-UFMS","COR","12775","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"Assis, E. L. M.","302",NA,"Brasil",NA,NA,"Erva terrícola Habito: Erva",NA,NA,NA,"Gardner","Nascente do córrego Banda Alta",NA,"Assis, E. L. M.","2001","01","03","Mato Grosso do Sul","Ladário","-57.568889","-19.1875","443","443",NA,NA,NA,NA,"57º34'8''W","19º11'15''S",NA,NA,NA,NA,NA
"31","2020-11-26 18:06:56-03","CPAN-UFMS","COR","13455","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"Assis, E. L. M.; Macedo, F. A. & Lehn, C. R.","932",NA,"Brasil",NA,NA,"Erva rupícola Habito: Erva",NA,NA,NA,"Gardner","Morraria do Urucum",NA,"Assis, E. L. M.","2007","12","15","Mato Grosso do Sul","Corumbá","-57.6075","-19.185278","993","993",NA,NA,NA,NA,"57º36'27''W","19º11'7''S",NA,NA,NA,NA,NA
"32","2020-11-26 18:06:56-03","CPAN-UFMS","COR","8020","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"Assis, E. L. M.","268",NA,"Brasil",NA,NA,"Erva rupícola Habito: Erva",NA,NA,NA,"Gardner","Morro Santa Cruz; nascente do córrego Bandalta",NA,"Assis, E. L. M.","2001","07","26","Mato Grosso do Sul","Ladário","-57.583889","-19.178889","644","644",NA,NA,NA,NA,"57º35'2''W","19º10'44''S",NA,NA,NA,NA,NA
"33","2020-11-26 18:06:56-03","CPAN-UFMS","COR","9604","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"E.L.M. Assis,Damasceno Junior, G.A., Boabaid, L.F.","290",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Gardner","Nascente do córrego Bandalta. mata semi-decídua; ferruginoso; morro.",NA,"E.L.M. Assis","2001","11","03","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-26 18:06:56-03","CPAN-UFMS","COR","9572","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"E.L.M. Assis, Damasceno Jr, G.A., Boabaid, L.F.","268",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Gardner","Nascente do córrego Bandalta - veio direito. mata semi-decídua; ferruginoso; morro.",NA,"E.L.M. Assis","2001","07","25","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-26 18:06:56-03","CPAN-UFMS","COR","13311","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"Assis, E. L. M.; Perez, C. K.; Goldenberg, R. & Von Linsenge, L.","640",NA,"Brasil",NA,NA,"Habito: Rupícola",NA,NA,NA,"Gardner","Parque Estadual do Guartelá",NA,"Assis, E. L. M.","2005","09","23","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:45:52-03","NBC","NL-BOTANY","U.1037607","PreservedSpecimen","Plantae","Schizaeaceae","Anemia","trichorhiza","Anemia trichorhiza paraguariensis",NA,"Jörgensen P",NA,"Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1037607 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1037607",NA,"Schizaeales","Hassl.","in crevices, cerro pelado.","NL-U1037607",NA,"1930","09","01",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,"paraguariensis",NA,NA,NA,NA
"37","2021-01-14 15:19:48-03","MN","R","1389","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorrhiza","Anemia trichorrhiza",NA,"Smith, H.H.","142",NA,"Brasil",NA,NA,NA,"R010043838,R010045168,R010045169",NA,NA,"Gardner ex Hook.",NA,"R010043838 R010045168 R010045169",NA,NA,NA,NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:19:48-03","MN","R","1391","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorrhiza","Anemia trichorrhiza",NA,"Ule, E.H.G.","539",NA,"Brasil",NA,NA,NA,"R010045173",NA,NA,"Gardner ex Hook.",NA,"R010045173","Mickel, J.T.","1893","01",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"1961",NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:19:48-03","MN","R","21559","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorrhiza","Anemia trichorrhiza",NA,"Malme, G.O.A.",NA,NA,"Brasil",NA,NA,"Ex Herb. Brasil Regnell. Musei bot. Stockholm. Plantae Itineris Regnelliani","R010045171",NA,NA,"Gardner ex Hook.","Serra da Chapada","R010045171","Mickel, J.T.","1903","06","11","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,"1961",NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:19:48-03","MN","R","179501","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorrhiza","Anemia trichorrhiza",NA,"Barcia, J.C.C. 1393; Emmerich, M. 4986 & Mello Filho, L.E. 4929",NA,NA,"Brasil",NA,NA,NA,"R010045176",NA,NA,"Gardner ex Hook.",NA,"R010045176","Mickel, J.T.","1983","05","09","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"107042","auto",NA,"2005",NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:19:48-03","MN","R","21391","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorrhiza","Anemia trichorrhiza",NA,"Hoehne, F.C.","3804",NA,"Brasil",NA,NA,"Comissão Rondon","R010045172",NA,NA,"Gardner ex Hook.","Casa de Pedra","R010045172","Mickel, J.T.","1911","04",NA,"Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"107042","auto",NA,"1961",NA,NA,NA,NA,NA,NA,NA
"42","2016-02-02 14:39:09-02","BGBM","B","B 20 0132756","S","Plantae","Schizaeaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"A. F. M. Glaziou","14460","Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B200132756 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200132756",NA,NA,"Gardner","Brazil.","B200132756",NA,"1966","01","18",NA,NA,NA,NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-02-02 14:39:09-02","BGBM","B","B 20 0132757","S","Plantae","Schizaeaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"A. F. M. Glaziou","15794","Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B200132757 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200132757",NA,NA,"Gardner","Brazil.","B200132757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-02-02 14:39:09-02","BGBM","B","B 20 0132750","S","Plantae","Schizaeaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"W. R. Anderson","9986","Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B200132750 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200132750",NA,NA,"Gardner","Brazil, Plants of the Planalto do Brasil. Ca. 15 km (straight line) S of Goiás Velho; quartzite rock outcrops and sandy soil, with cerrado. On ledges of rocks.","B200132750",NA,"1973","05","10",NA,NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2016-02-02 14:39:09-02","BGBM","B","B 20 0132751","S","Plantae","Schizaeaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"G. O. A. Malme",NA,"Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B200132751 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200132751",NA,NA,"Gardner","Brazil, Brasiliae civit. Matto Grosso: Serra da Chapeda, pr. Bacca da Serra.","B200132751",NA,"1903","06","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2016-02-02 14:39:09-02","BGBM","B","B 20 0132752","S","Plantae","Schizaeaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"W. J. Burchell","7043","Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B200132752 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200132752",NA,NA,"Gardner","Brazil, Catalogus Geographicus Plantarum Brasiliae Tropicae.","B200132752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
