"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","locality","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","monthIdentified","dayIdentified","fieldNumber","individualCount"
"1","2020-09-23 10:36:02-03","E","E","428176","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza","isotype","Gardner, George","4080","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:455321","<a href=http://data.rbge.org.uk/herb/E00428176 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00428176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-09-23 10:36:02-03","E","E","428177","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza","isotype","Gardner, George","4080","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:455323","<a href=http://data.rbge.org.uk/herb/E00428177 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00428177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","563852","PreservedSpecimen","Plantae","Anemiaceae","Anemia","nana","Anemia nana","isotype","A. F. M. Glaziou","20160","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00563852","Pteridophyta","Schizaeales","Baker","Brasilia","NY00563852_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","844141","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"P. G. Windisch","6330","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969387' target='other'> <mi>dwc_moreinfo</mi></a>","NY00844141","Pteridophyta","Schizaeales","Gardner","Serra do Taquaral, caminho para estação de rastreamento (radar) da aeronautica.","NY00844141_01","J. T. Mickel","1991","07","12","Mato Grosso","Barra do Garças","-52.33","-15.75","500","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","02578083","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"G. Gardner","4080","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2842948' target='other'> <mi>dwc_moreinfo</mi></a>","NY02578083","Pteridophyta","Schizaeales","Gardner",NA,"NY02578083_01 NY02578083_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","2578088","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"P. H. Labiak E.","5339","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2842953' target='other'> <mi>dwc_moreinfo</mi></a>","NY02578088","Pteridophyta","Schizaeales","Gardner","Cidade das Pedras.","NY02578088_01",NA,"2011","01","21","Goiás","Pirenópolis","-48.894","-15.711","1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","1281093","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"R. Goldenberg","1491","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1662936' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281093","Pteridophyta","Schizaeales","Gardner",NA,"NY01281093_01","J. T. Mickel","2010","10","30","Goiás","Mossâmedes","-50.2150001525879","-16.1266994476318",NA,NA,"30139","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","921638","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"W. R. Anderson","9986","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000874' target='other'> <mi>dwc_moreinfo</mi></a>","NY00921638","Pteridophyta","Schizaeales","Gardner","Serra Dourada, ca. 15 km (straight line) S of Goiás Velho","NY00921638_01","J. T. Mickel","1973","05","10","Goiás","Goiás","-50.1333","-16.06885","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","2578084","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"A. F. M. Glaziou","15794","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2842949' target='other'> <mi>dwc_moreinfo</mi></a>","NY02578084","Pteridophyta","Schizaeales","Gardner",NA,"NY02578084_01 NY02578084_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","921640","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"H. S. Irwin","14097","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00921640","Pteridophyta","Schizaeales","Gardner","Côrrego Alogado, Parque Municipal do Gama, ca. 20 km S.W. of Brasília","NY00921640_01","J. T. Mickel","1966","03","18","Distrito Federal","Brasília","-48.05","-16.03","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","2578086","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"P. H. Labiak E.","5324","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2842951' target='other'> <mi>dwc_moreinfo</mi></a>","NY02578086","Pteridophyta","Schizaeales","Gardner","Serra dos Pireneus.","NY02578086_01",NA,"2011","01","20","Goiás","Pirenópolis","-48.837","-15.791","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","921643","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"W. R. Anderson","10300","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000883' target='other'> <mi>dwc_moreinfo</mi></a>","NY00921643","Pteridophyta","Schizaeales","Gardner","Serra dos Pirineus, ca. 15 km (straight line) N of Corumbá de Goiás","NY00921643_01","J. T. Mickel","1973","05","14","Goiás","Cocalzinho de Goiás","-48.80861","-15.7880556","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","844140","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"D. R. Hunt","6013","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969386' target='other'> <mi>dwc_moreinfo</mi></a>","NY00844140","Pteridophyta","Schizaeales","Gardner","Serra Azul, about 7 Km west of Barra do Garças - Xavantina road, 77 Km from Barra do Garças.","NY00844140_01","J. T. Mickel","1966","06","16","Mato Grosso","Barra do Garças","-52.2567","-15.8903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2578085","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"P. H. Labiak E.","5311","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2842950' target='other'> <mi>dwc_moreinfo</mi></a>","NY02578085","Pteridophyta","Schizaeales","Gardner","Fazenda Vagafogo.","NY02578085_01",NA,"2011","01","20","Goiás","Pirenópolis","-48.995","-15.822","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","921644","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"G. G. Hatschbach","36578","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000885' target='other'> <mi>dwc_moreinfo</mi></a>","NY00921644","Pteridophyta","Schizaeales","Gardner","Vicinity of Buriti. Chapada dos Guimarães","NY00921644_01","A. Sehnem","1975","02","13","Mato Grosso",NA,"-55.77825","-15.432","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","844139","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"H. S. Irwin","17259","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969385' target='other'> <mi>dwc_moreinfo</mi></a>","NY00844139","Pteridophyta","Schizaeales","Gardner","Summit, Serra Azul. Ca. 75 km. S. of Xavantina [Nova Xavantina]. Drainage of the Upper Rio Araguaia.","NY00844139_01","J. T. Mickel","1966","06","16","Mato Grosso",NA,"-52.23","-15.28","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","921641","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"H. S. Irwin","18731","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000878' target='other'> <mi>dwc_moreinfo</mi></a>","NY00921641","Pteridophyta","Schizaeales","Gardner","15 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","NY00921641_01",NA,"1968","01","17","Goiás","Cocalzinho de Goiás","-48.77","-15.8","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2578087","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"P. H. Labiak E.","5343","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2842952' target='other'> <mi>dwc_moreinfo</mi></a>","NY02578087","Pteridophyta","Schizaeales","Gardner","Serra Dourada. Biological Reserve of the University of Goiás.","NY02578087_01",NA,"2011","01","22","Goiás","Goiás Velho","-50.187","-16.075","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","921639","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"H. S. Irwin","11737","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000875' target='other'> <mi>dwc_moreinfo</mi></a>","NY00921639","Pteridophyta","Schizaeales","Gardner","Serra Dourada, Summit of Serra Dourada, 20 km S.E. of Goiás Velho","NY00921639_01","J. T. Mickel","1966","01","18","Goiás","Goiás","-50.00122","-16.0611","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","921637","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"H. S. Irwin","19274","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000868' target='other'> <mi>dwc_moreinfo</mi></a>","NY00921637","Pteridophyta","Schizaeales","Gardner","Pico dos Pirineus, ca. 20 km N.W. of Corumbá de Goiás, near road to Niquelândia.","NY00921637_01","J. T. Mickel","1968","01","27","Goiás","Cocalzinho de Goiás","-48.95","-15.88","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","921642","PreservedSpecimen","Plantae","Anemiaceae","Anemia","trichorhiza","Anemia trichorhiza",NA,"W. R. Anderson","6651","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00921642","Pteridophyta","Schizaeales","Gardner","Chapada dos Veadeiros, ca. 25 km by road N of Alto Paraíso","NY00921642_01","J. T. Mickel","1973","03","08","Goiás","Alto Paraíso de Goiás","-47.3578","-13.9584","1700","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
