"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","class","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","fieldNumber","individualCount","typeStatus","dayIdentified"
"48","2019-11-13 11:25:14-03","USP","SPF","172752","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Sasaki, D","Sasaki, D","323","2003","04","17",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00172752",NA,"Pedregulho","-47.277222","-20.157778","720","720","2004",NA,NA,NA,"-47.277222","-20.157778",NA,NA,NA,NA,NA
"49","2019-11-13 11:25:14-03","USP","SPF","172753","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Sasaki, D","Sasaki, D","1041","2004","04","05",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00172753",NA,"Pedregulho","-47.273056","-20.164444","720","720","2004",NA,NA,NA,"-47.273056","-20.164444",NA,NA,NA,NA,NA
"50","2019-10-07 09:34:10-03","UEFS","HUEFS","164107","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","C.van den Berg","Pastore, J.F.B.","3051","2010","02","21",NA,"Brasil","Goiás","Serra das areias.",NA,"Cerrado senso stricto.","HUEFS0164107","HUEFS0164107","Aparecida de Goiânia","-49.233333","-16.85",NA,NA,"2015","Rosanae",NA,NA,"49W14'","16S51'","08",NA,NA,NA,NA
"51","2019-09-04 19:45:53-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana",NA,NA,"A. F. Regnell",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"Holotype",NA
"52","2019-09-04 18:11:48-03","F","FMNH-SEEDPLANTS","V0093532F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana",NA,NA,"A. F. Regnell","III 4","1855","10","18","South America","Brazil",NA,NA,NA,NA,"V0093532F","V0093532F_01",NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA
"53","2019-04-11 14:23:12-03","IAC","IAC","3479","S","Plantae",NA,NA,"Melastomataceae-2.Melastomoideae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","H.L.M. Barreto","H.L.M. Barreto","s/nº","1938","11","25",NA,"Brasil","Minas Gerais","Serra do Cipó Km 121",NA,NA,NA,NA,"Santa Luzia","-43.8514","-19.7697",NA,NA,"1938",NA,NA,NA,"-43.8514","-19.7697","11",NA,NA,NA,"25"
"54","2019-11-01 15:03:56-03","UnB","UB","19576","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Incógnito","Killip, EP","8859","1981","02","07","Southern America","Brasil","Goiás","Alto Paraíso de Goiás",NA,NA,NA,NA,"Alto Paraíso de Goiás","-47.516667","-14.116667",NA,NA,NA,NA,NA,NA,"-47.516667","-14.116667",NA,NA,NA,NA,NA
"55","2019-11-01 15:03:56-03","UnB","UB","19578","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Incógnito","Sano, SM","45","1979","02","14","Southern America","Brasil","Goiás","Alto Paraíso de Goiás",NA,NA,NA,NA,"Alto Paraíso de Goiás","-48","-14",NA,NA,NA,NA,NA,NA,"-48","-14",NA,NA,NA,NA,NA
"56","2019-11-01 15:03:56-03","UnB","UB","19577","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Incógnito","Killip, EP","8249","1980","01","22","Southern America","Brasil","Goiás","Cristalina",NA,NA,NA,NA,"Cristalina","-48.026667","-17.290556",NA,NA,NA,NA,NA,NA,"-48.026667","-17.290556",NA,NA,NA,NA,NA
"57","2019-05-06 11:59:11-03","UFU","HUFU","57311","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R.","Martinelli, G.; Moraes, M.A. & Fernandes, E.","16406","2009","04","15",NA,"Brasil","Goiás","Parque Nacional Cahapada dos Veadeiros, Alto do Cruzeiro.",NA,"Subarbusto, ca. 0,5 m. Flores com cálice verde, corola vermelho-alaranjado, tubo da corola amarelo intermitente. Estames e estiletes amarelos, frutos imaturos verdes.; Campo rupestre.","HUFU00059919","HUFU00059919","Cavalcante","-47.4583015441895","-13.7974996566772",NA,NA,"2010",NA,"92497","auto",NA,NA,"09",NA,NA,NA,NA
"58","2019-05-06 11:59:11-03","UFU","HUFU","29326","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R.; Araújo, I.M.","Tameirão Neto, E.","3172","1999","10","16",NA,"Brasil","Minas Gerais","Biribiri",NA,"Herbáceo com flores.; Campo rupestre.","HUFU00059912","HUFU00059912","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"2012",NA,"101169","auto",NA,NA,"05",NA,NA,NA,NA
"59","2019-05-06 11:59:11-03","UFU","HUFU","8927","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R.; Versiane, A.F.A.","Romero, R.; Nakajima, J.N.; Alcantara, M.B. & Prado, C.A.L.","2254","1995","05","13",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento, Garagem das Pedras.",NA,"Subarbusto, ca. 0,3 m. COrola vermelho-alaranjada, com base das pétalas amarela. Estames e estiletes amarelos.; Campo limpo associado a afloramento rochoso.","HUFU00038838","HUFU00038838","Sacramento","-47.439998626709","-19.8652992248535",NA,NA,"2012",NA,"69737","auto",NA,NA,"06",NA,NA,NA,"14"
"60","2019-05-06 11:59:11-03","UFU","HUFU","23720","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R.","Nakajima, J.N.; Romero, R.","1708","1996","03","23",NA,"Brasil","Minas Gerais","Estrada para a garagem das Pedras.",NA,"Subarbusto, ca. 0,4 m. Corola avermelhado-alaranjada, pétalas com base amareladas, estames amarelados.; Campo limpo em solo arenoso-pedregoso.","HUFU00038850","HUFU00038850","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"1998",NA,"57119","auto",NA,NA,"03",NA,NA,NA,NA
"61","2019-05-06 11:59:11-03","UFU","HUFU","5386","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Versiane, A.F.A.","Romero, R.; et al.","996","1994","04","20",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento. Km 30.",NA,"Subarbusto, ca. 0,2 m. Corola vermelha com base das pétalas amarelas e estames amarelos.; Campo limpo.","HUFU00038847","HUFU00038847","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2012",NA,"57119","auto",NA,NA,"06",NA,NA,NA,"14"
"62","2019-05-06 11:59:11-03","UFU","HUFU","9548","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Versiane, A.F.A.","Romero, R.; Nakajima, J.N.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.","2629","1995","07","19",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Garagem das Pedras.",NA,"Subarbusto, ca. 0,3 m. Corola alaranjada com base das pétalas amarelas e estames amarelos.; Campo rupestre.","HUFU00038844","HUFU00038844","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2012",NA,"57119","auto",NA,NA,"06",NA,NA,NA,"14"
"63","2019-05-06 11:59:11-03","UFU","HUFU","51702","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R.","Sasaki, D.; Pinheiro, F. & Amaral, M.","145","2003","04","17",NA,"Brasil","São Paulo","Estreito, Usina de Estreito, na mata em morro perto da barragem.",NA,"Arbusto prostrante. Cálice verde, corola laranja com região mais interna amarela, estames 10 amarelos, estilete amarelo.; Entre rochas.","HUFU00059917","HUFU00059917","Pedregulho","-47.4700012207031","-20.25",NA,NA,"2009",NA,"27552","auto",NA,NA,"02",NA,NA,NA,NA
"64","2019-05-06 11:59:11-03","UFU","HUFU","19618","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R.","Elias, S.I.; Rolim, G.S. de","349","1999","03","24",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada principal.",NA,"Subarbusto, ca. 0,2 m. Pétalas laranja com base amarela, estames amarelos.","HUFU00038837","HUFU00038837",NA,NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,"11",NA,NA,NA,NA
"65","2019-05-06 11:59:11-03","UFU","HUFU","59848","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R.; Araújo, I.M.","Araújo, I.M.; Romero, R.; Castro, N.M.; Simão, D.; Rezende, A.R.; Marques, D.; et al.","68","2011","05","17",NA,"Brasil","Minas Gerais","ca. de 1 km da entrada principal do Parque Estadual do Biribiri.",NA,"Subarbusto. Hipanto verde. Pétalas bicolores com a porção basal amarelas e a porção mediana superior alaranjada, anteras amarelas.; Campo rupestre.","HUFU00059914","HUFU00059914","Diamantina","-43.621111","-18.186667","1087","1087","2012",NA,NA,NA,"-43.621111","-18.186667","05",NA,NA,NA,NA
"66","2019-05-06 11:59:11-03","UFU","HUFU","62065","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Araújo, I.M.; Marques, D. & Franco, I.M.","204","2011","12","14",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, São Miguel.",NA,"Subarbusto, ca. 0,5m. alt. Hipanto verde, pétalas com base amarela e ápice alaranjado, estames e estiletes amarelos.; Campo rupestre, solo arenoso, alagado.","HUFU00059911","HUFU00059911","Diamantina","-43.587222","-18.149167","1284","1284",NA,NA,NA,NA,"-43.587222","-18.149167",NA,NA,NA,NA,NA
"67","2019-05-06 11:59:11-03","UFU","HUFU","62284","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Araújo, I.M.; Marques, D. & Hattori, E.K.O.","224","2011","12","16",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Lapa dp Forno.",NA,"Subarbusto, ca. 0,3m. Hipanto verde claro com tricomas avermelhados, pétalas metade inferior amarela, metade superior laranja, estames e estiletes amarelos.","HUFU00059913","HUFU00059913","Diamantina","-43.646944","-18.1575","1290","1290",NA,NA,NA,NA,"-43.646944","-18.1575",NA,NA,NA,NA,NA
"68","2019-05-06 11:59:11-03","UFU","HUFU","62292","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Araújo, I.M.; Marques, D. & Franco, I.M.","232","2012","03","13",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Salto do Mocotó, próximo ao Rio do Biribiri.",NA,"Subarbusto, hipanto verde, pétalas com base amarela, ápice alaranjado, estames amarelos.; Campo rupestre.","HUFU00059910","HUFU00059910","Diamantina","-43.615","-18.145","1033","1033",NA,NA,NA,NA,"-43.615","-18.145",NA,NA,NA,NA,NA
"69","2019-05-06 11:59:11-03","UFU","HUFU","63665","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Araújo, I.M.","Araújo, I.M.; Marques, D.; Franco, I.M. & Silva, K.R.","313",NA,NA,NA,NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri",NA,"Subarbusto, ca. 1,5 m alt. Pétalas com a base a amrela e o restante alaranjado. Frutos castanhos.; Cerrado rupestre.","HUFU00059915","HUFU00059915","Diamantina","-43.621111","-18.205556","1140","1140","2012",NA,NA,NA,"-43.621111","-18.205556","07",NA,NA,NA,NA
"70","2019-05-06 11:59:11-03","UFU","HUFU","67744","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R.","Oliveira, A.L.F.; Fernandes, W.P.","42","2013","07","18",NA,"Brasil","Goiás","RPPN Linda Serra dos Topázios",NA,"Subarbusto ca. de 0,4 m. Flores alaranjadas com base e estames amarelos.","HUFU00059916","HUFU00059916","Cristalina","-47.6136016845703","-16.7686004638672",NA,NA,"2014",NA,"85457","auto",NA,NA,"10",NA,NA,NA,NA
"71","2019-05-06 11:59:11-03","UFU","HUFU","23723","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R.","Romero, R.; Nakajima, J.N.","3429","1996","05","24",NA,"Brasil","Minas Gerais","Estrada para a Babilônia",NA,"Arbusto, ca. 0,4 m. Corola alaranjada, base amarelada e estames amarelados.; Borda do capão alterado.","HUFU00038853","HUFU00038853","Delfinópolis","-46.8539009094238","-20.343900680542",NA,NA,"1999",NA,"41380","auto",NA,NA,"07",NA,NA,NA,NA
"72","2019-05-06 11:59:11-03","UFU","HUFU","10653","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R.","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","3236","1995","11","24",NA,"Brasil","Minas Gerais","Garagem de Pedras",NA,"Subarbusto, ac. 0,3 m. Corola alaranjada, base das pétalas amareladas e estames amarelados.; Campo rupestre.","HUFU00038849","HUFU00038849","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"1995",NA,"57119","auto",NA,NA,"11",NA,NA,NA,NA
"73","2019-05-06 11:59:11-03","UFU","HUFU","47739","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Rodrigues, C.M.","31","2007","03",NA,NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra",NA,"Erva. Flores brancas.; Cerrado.","HUFU00038839","HUFU00038839","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"74","2019-05-06 11:59:11-03","UFU","HUFU","47738","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Rodrigues, C.M.","20","2007","03",NA,NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra",NA,"Subarbusto. Corola laranja com base amarela e estames amarelos.; Cerrado.","HUFU00038841","HUFU00038841","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"75","2019-05-06 11:59:11-03","UFU","HUFU","5347","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Versiane, A.F.A.","Romero, R.; Nakajima, J.N. & Guilherme, F.A.G.","829","1994","04","15",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Beira da estrada.",NA,"Herbácea, ca. 0,4 m. Corola laranja com base amarela, estames amarelos.","HUFU00038843","HUFU00038843","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2012",NA,"57119","auto",NA,NA,"06",NA,NA,NA,"14"
"76","2019-05-06 11:59:11-03","UFU","HUFU","23722","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R.","Nakajima, J.N.; Romero, R.; Furlan, A. & Farinaccio, M.A.","2212","1997","02","22",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Córrego antes da Garagem de Pedras.",NA,"Subarbusto, ca. 0,4 m. Corola alaranjada, base amarelada, estames amarelados.; Campo limpo, solo pedregoso-arenoso.","HUFU00038851","HUFU00038851","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"1999",NA,"57119","auto",NA,NA,"07",NA,NA,NA,NA
"77","2019-05-06 11:59:11-03","UFU","HUFU","8355","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Versiane, A.F.A.","Nakajima, J.N.; Romero, R.; Cesar, R. & Zanini, E.","879","1995","03","18",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada para Sacramento, após a entrada para a cachoeira.",NA,"Herbáceo, ca. 0,2 m. Corola alaranjada, base amarela e estames amarelos.; Campo rupestre.","HUFU00038846","HUFU00038846","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2012",NA,"57119","auto",NA,NA,"06",NA,NA,NA,"14"
"78","2019-05-06 11:59:11-03","UFU","HUFU","8433","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Versiane, A.F.A.","Nakajima, J.N.; Romero, R.; Cesar, R. & Zanini, E.","906","1995","03","20",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada para Sacramento. Garagem das Pedras.",NA,"Subarbusto, ca. 0,4 m. Corola avermelhado-alaranjada, base amarelada. Estames amarelados.; Campo sujo.","HUFU00038842","HUFU00038842","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2012",NA,"57119","auto",NA,NA,"06",NA,NA,NA,"14"
"79","2019-05-06 11:59:11-03","UFU","HUFU","23718","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R.","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4908","1998","01","10",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Garagem das Pedras.",NA,"Subarbusto, ca. 0,3 m. Hipanto verde, corola laranja, base amarela. Estames e estilete amarelos.; Campo rupestre.","HUFU00038855","HUFU00038855","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"1999",NA,"57119","auto",NA,NA,"07",NA,NA,NA,NA
"80","2019-05-06 11:59:11-03","UFU","HUFU","30139","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Farias, Y.","Romero, R.; Araújo, F.; Resende, M. & Farias, Y.","6605","2002","11","20",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Garagem de Pedra.",NA,"Erva, ca. 30 cm. Corola laranja, cálice verde e antera amarela.; Campo rupestre.","HUFU00038856","HUFU00038856","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2003",NA,"57119","auto",NA,NA,"01",NA,NA,NA,"30"
"81","2019-05-06 11:59:11-03","UFU","HUFU","30269","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R.","Duarte, P.C.; Valadão, R.M.; Romero, R. & Nakajima, J.N.","114","2002","11","20",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Garagem de Pedra.",NA,"Herbácea, ca. 0,15 m. Cálice verde, corola alaranjada, androceu e gineceu amarelos.","HUFU00038857","HUFU00038857","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2002",NA,"57119","auto",NA,NA,"11",NA,NA,NA,NA
"82","2019-05-06 11:59:11-03","UFU","HUFU","7452","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Versiane, A.F.A.","Romero, R.; et al.","1760","1995","01","12",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Garagem de Pedras.",NA,"Subarbusto, ca. 0,2 m. Corola alaranjada, base amarela e estames amarelos.; Campo rupestre.","HUFU00038845","HUFU00038845","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2012",NA,"57119","auto",NA,NA,"06",NA,NA,NA,"14"
"83","2019-05-06 11:59:11-03","UFU","HUFU","48241","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.",NA,"Santos, A.P.M.; Rodrigues, C.M. & Romero, R.","409","2007","06","28",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Garagem de Pedras.",NA,"Subarbusto ca. de 0,2 m. Flores alaranjadas amarelas na base.; Campo rupestre.","HUFU00038840","HUFU00038840","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"84","2019-05-06 11:59:11-03","UFU","HUFU","5072","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Versiane, A.F.A.","Romero, R.; Nakajima, J.N.","686","1994","02","22",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Km 27 da estrada para Sacramento.",NA,"Subarbusto, ca. 0,2 m. Corola laranja, base amarela. Estames amarelos.; Após o córrego, solo pedregoso.","HUFU00038848","HUFU00038848","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2012",NA,"57119","auto",NA,NA,"06",NA,NA,NA,"14"
"85","2019-05-06 11:59:11-03","UFU","HUFU","28697","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Romero, R.","Nakajima, J.N.; Pacheco, R.A.; Romero, R. & Volpi, R.L.","3205","2002","10","09",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Trilha do Zé Carlinhos, subida para a Serra do Cemitério.",NA,"Arbusto, ca. 0,4 m. Hipanto e lacínias verdes, corola alaranjada com base amarela e estames amarelos.; Campo rupestre.","HUFU00038836","HUFU00038836","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"2003",NA,"57119","auto",NA,NA,"07",NA,NA,NA,NA
"86","2019-05-06 11:59:11-03","UFU","HUFU","38496","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Sasaki, D.","Sasaki, D.; Mello-Silva, R.; Junqueira, A.B. & Capeli, F.M.","323","2003","04","17",NA,"Brasil","São Paulo","Estreito, Usina de Estreito. Encosta à margem da represa, próxima à barragem.",NA,"Arbusto, ca. 30 cm. Caule castanho a verde, folhas discolores, face abaxial mais clara. Hipanto verde, cálice verde, corola laranja com base amarela, estames amarelos. Frutos maduros castanhos.; Camo sujo pedregoso com afloramento r","HUFU00059918","HUFU00059918","Pedregulho","-47.4700012207031","-20.25",NA,NA,"2004",NA,"27552","auto",NA,NA,NA,NA,NA,NA,NA
"87","2017-04-25 15:31:50-03","CAS","CAS-BOT","398342","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Martius","F. Almeda","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9424","2009","2",NA,"South America","Brazil","Goiás","Municipio Alto Paraíso. Turnoff at Km 12 from main road to Parque Nacional Chapada dos Veadeiros, about 1-3 km on this road to the Santuario do Vale Dourado and to Serra da Boa Vista.",NA,"Shrub 3-4 dm tall. Petals orange with a yellow base. Filaments and anthers yellow. Common.",NA,NA,NA,"-47.63015","-14.16562","1145",NA,NA,"Magnoliopsida",NA,NA,"47.63015° W","14.16562° S",NA,NA,NA,NA,NA
"88","2017-04-25 15:32:28-03","CAS","CAS-BOT","398341","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Martius","F. Almeda","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9451","2009","2",NA,"South America","Brazil","Goiás","Municipio Terezina de Goiás. Off of Highway G0-118, about 10 km north of Alto Paraíso de Goiás en route to Terezina de Goiás.",NA,"Suffrutescent herb to 3 dm tall. Petals orange with a yellow base. Androecium completely yellow. Occasional.",NA,NA,NA,"-47.50907","-14.05487","1480",NA,NA,"Magnoliopsida",NA,NA,"47.50907° W","14.05487° S",NA,NA,NA,NA,NA
"89","2019-11-21 10:09:36-03","IBt","SP","370221","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","regnelliana","Cambessedesia regnelliana","Cogn.","Sasaki, D","Sasaki, D; Mello-Silva, R; Junqueira, AB; Capeli, FM","323","2003","04","17",NA,"Brasil","São Paulo","Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima à barragem",NA,NA,NA,NA,"Pedregulho","-47.277222","-20.157778","720","720","2004",NA,NA,NA,"-47.277222","-20.157778",NA,NA,NA,NA,NA
