"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","scientificNameAuthorship","identifiedBy","year","month","day","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","class","order","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","imagecode","infraspecificEpithet","eventTime","fieldNumber","individualCount","relatedCatalogItem"
"12","2019-10-09 11:11:28-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Asteraceae","Trichogonia","zehntneri","Trichogonia zehntneri",NA,"Jardim, JG; Sant'Ana, SC de; Paixão, JL da; Santos, BR dos","3594","Southern America","Brasil","Bahia",NA,NA,"ca. 40 cm alt. Folhas verdes com a face inferior mais clara. Flores róseas, estames brancos.",NA,"Mattf.","Roque, N","2001","04","17","Feira da Mata","Médio São Francisco, Rod. Cocos/Feira da Mata, 23 km de Cocos","-44.369444","-14.251111",NA,NA,"Dicotyledon",NA,NA,"-44.369444","-14.251111","2007","01","500","500",NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:11:28-03","UFBA","ALCB","92976","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","zehntneri","Trichogonia zehntneri",NA,"Guedes, ML; Xavier, AB","s/n","Southern America","Brasil","Bahia",NA,NA,"ca de 1,00 m de altura. Folhas membranáceas, discolores. Inflorescência com flores lilases.; charco arenoso",NA,"Mattf.","Roque, N; Mota, AC da","2005","09","15","Formosa do Rio Preto","Oeste","-45.1930999755859","-11.0482997894287","155006","auto","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:02:26-03","ESALQ","ESA","126463","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Hatschbach, G. ; Ribas, O.S.","79796.0",NA,"Brasil","Santa Catarina",NA,NA,NA,"ESA126463",NA,"Nakajima, J.N.","1905","06","29","Urubici",NA,"-49.5917015075684","-28.0149993896484","30102","auto","Magnoliophyta",NA,NA,NA,NA,"1905","07",NA,NA,"01","ESA126463",NA,NA,NA,NA,NA
"15","2019-02-15 11:34:38-02","IPA","IPA","49628","S","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Harley, R.M.","21995","Southern America","Brasil","Bahia",NA,NA,"Erect subshrub to 1,5m with ascending branches above. Leaves rather dark green above, paler beneath, slightly grey green. Phyllaries grey green, tinged purplish. Florest bright purplish pink.","IPA0049628","(Gardner) R.M. King & H. Rob.","Roque, N.","1980","05","01",NA,"Chapadão Ocidental da Bahia, 5km to the North of Tabocas, which is 10km NW of Serra Dourada. Disturbed deciduos forest, cultivation and marshy area with rice fields. This plant growing in marsh.","-44.033333","-12.65",NA,NA,"Plantae",NA,NA,"-44.033333","-12.65","2010","06","500","500","05","IPA0049628",NA,NA,NA,NA,NA
"16","2019-02-15 11:34:38-02","IPA","IPA","49629","S","Plantae","Asteraceae","Trichogonia","menthifolia","Trichogonia menthifolia",NA,"Harley, R.M.","21625","Southern America","Brasil","Bahia",NA,NA,"Herb to 70cm with purple stems. Leaves mid green, paler beneath. Phyllaries green, tinged reddish purple. Corolla deep pink.; Disturbed ground, including cultivation, march and woodland.","IPA0049629","Gardner, G.",NA,"1980","04","23",NA,"Chapadão Ocidental da Bahia. Islets and banks of the Rio Corrente by Correntina.","-44.633333","-13.333333",NA,NA,"Plantae",NA,NA,"-44.633333","-13.333333",NA,NA,NA,NA,NA,"IPA0049629",NA,NA,NA,NA,NA
"17","2019-11-21 14:32:14-03","UFJF","CESJ","59626","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","menthifolia","Trichogonia menthifolia",NA,"F.R.G. Salimena; D.S. Santiago; S.G. Furtado; P.H. Nobre","3405","América do Sul","Brasil","MInas Gerais",NA,NA,"Arbusto ca. 1,5m, capítulos alvos, interior da mata.","CESJ059626","Gardner","J.N. Nakajima","2012","04","13","Baependi","Parque Estadual da Serra do Papagaio, Centro de Apoio ao Pesquisador, Mata de Araucária.","-44.8899993896484","-21.9589004516602","29865","auto","Angiosperma",NA,NA,NA,NA,"2013","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:25:28-03","UNICAMP","UEC","102626","S","Plantae","Asteraceae","Trichogonia","menthifolia","Trichogonia menthifolia",NA,"Romero, R; et al.","5592",NA,"Brazil","Goiás",NA,NA,"Herbácea , ca.0,8m. Brácteas verdes;Corola lilás; anteras arroxeadas; ramos do estilete branco.; Campo rupestre.","UEC007439","Gardner","Nakajima, JN","1998","06","19","Pirenóplis","Estrada para a Serra dos Pirineus.","-48.895972","-50.8175",NA,NA,"Magnoliopsida",NA,NA,"-48.895972","-50.8175","1998","11",NA,NA,NA,"UEC007439",NA,NA,NA,NA,NA
"19","2019-08-20 10:06:50-03","UNICAMP","UEC","152852","S","Plantae","Asteraceae","Trichogonia","menthifolia","Trichogonia menthifolia",NA,"Moraes, MD","676",NA,"Brazil","Minas Gerais",NA,NA,"Herbácea,flores róseas",NA,"Gardner","Moraes, MD","2005","02","28","Pocinhos do Rio Verde","Saida para Pedra Grande",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:25:28-03","UNICAMP","UEC","113514","S","Plantae","Asteraceae","Trichogonia","salviifolia","Trichogonia salviifolia calva",NA,"Walter, BMT; et al.","1313",NA,"Brazil","Goiás",NA,NA,"Erva com 80cm. Inflorecência lilás com estigma lilás.; Cerrado S.S. Ralo. Solo areno-argiloso o padrao. Algumas areas um campo sujo. Relevo plano e ondulado.","UEC130625","Baker","Calago, K","1992","04","14","Niquelândia","Estrada vicial a GO-237 ( Niquelandia/ Colinas). Estrada a 600m da ponte sobre R.Bagagem; 32km desta, M.direita.&nf;árvores esparsas; quase um campo sujo.","-5.358333","-14.15",NA,NA,"Magnoliopsida",NA,NA,"-5.358333","-14.15","2000","02","450","450","17","UEC130625","calva",NA,NA,NA,NA
"21","2019-11-05 16:46:02-03","UFOP","OUPR","17243","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"s.col.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"(Gardner) R.M.King & H.Rob.","Roque, N.",NA,NA,NA,NA,"Entre Ponte Nova e Mariana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-05 16:46:02-03","UFOP","OUPR","17250","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Campo. Arbusto. Flores pálidas",NA,"(Gardner) R.M.King & H.Rob.","Roque, N.",NA,NA,NA,NA,"Serra do Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-05 16:46:02-03","UFOP","OUPR","17249","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Beira de estrada. Erva. Flores róseas",NA,"(Gardner) R.M.King & H.Rob.","Roque, N.",NA,NA,NA,"Acaiaca",NA,"-43.1446990966797","-20.3624992370605","14401","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-05 16:46:02-03","UFOP","OUPR","17235","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Campo. Erva. Flores brancas",NA,"(Gardner) R.M.King & H.Rob.","Roque, N.",NA,NA,NA,"Itabirito",NA,"-43.801399230957","-20.2532997131348","20553","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-05 16:46:02-03","UFOP","OUPR","17260","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1974","06","16","Itabirito","Serra de Itabirito","-43.801399230957","-20.2532997131348","20553","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-05 16:46:02-03","UFOP","OUPR","17265","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores purpúreas",NA,"(Gardner) R.M.King & H.Rob.","Roque, N.",NA,NA,NA,"Mariana",NA,"-43.4160995483398","-20.377799987793","33524","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-05 16:46:02-03","UFOP","OUPR","17248","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"s.col.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Beira de estrada. Erva. Flores róseas",NA,"(Gardner) R.M.King & H.Rob.","Roque, N.",NA,NA,NA,"Mariana","Passagem de Mariana","-43.4160995483398","-20.377799987793","33524","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-05 16:46:02-03","UFOP","OUPR","17245","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Campo. Arbusto. Flores pálidas",NA,"(Gardner) R.M.King & H.Rob.","Roque, N.",NA,NA,NA,"Mariana","Santa Rita Durão","-43.4160995483398","-20.377799987793","33524","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-05 16:46:02-03","UFOP","OUPR","17254","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1972","05","07","Nova Lima","Retiro das Pedras","-43.8466987609863","-19.9855995178223","29211","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-05 16:46:02-03","UFOP","OUPR","17232","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Campo. Erva. Flores róseas",NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1972","05","07","Nova Lima","Retiro das Pedras","-43.8466987609863","-19.9855995178223","29211","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-05 16:46:02-03","UFOP","OUPR","17238","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1975","02","21","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408","13809","auto",NA,NA,NA,NA,NA,"2012",NA,NA,"1450",NA,NA,NA,NA,NA,NA,NA
"32","2019-11-05 16:46:02-03","UFOP","OUPR","17261","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1973","07","03","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-05 16:46:02-03","UFOP","OUPR","17255","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1974","06","09","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-05 16:46:02-03","UFOP","OUPR","17234","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Beira de estrada. Erva. Flores brancas",NA,"(Gardner) R.M.King & H.Rob.","Roque, N.",NA,NA,NA,"Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-05 16:46:02-03","UFOP","OUPR","17253","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1974","06","08","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-05 16:46:02-03","UFOP","OUPR","17263","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1975","07","23","Ouro Preto","Cachoeira do Campo, Sitio do Magela","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-05 16:46:02-03","UFOP","OUPR","4556","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Erva. Flores róseas",NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1988","01","20","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-05 16:46:02-03","UFOP","OUPR","17262","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1973","06","09","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-05 16:46:02-03","UFOP","OUPR","23428","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Martins, C.; Cândido, E.S. & Scalon, V.R.","1",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto. Caméfitas. Inflorescência jovens lilás e maduras vermelhas. Caule avermelhado. 1,5 m. Canga nodular",NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","2008","05","08","Ouro Preto","Campus da UFOP","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-05 16:46:02-03","UFOP","OUPR","17239","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"s.col.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"(Gardner) R.M.King & H.Rob.","Roque, N.",NA,NA,NA,"Ouro Preto","Chapada","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-05 16:46:02-03","UFOP","OUPR","17264","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Campo. Erva. Flores róseas",NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1980","01","04","Ouro Preto","Chapada","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-05 16:46:02-03","UFOP","OUPR","17246","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"s.col.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores róseas",NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1980","07","05","Ouro Preto","Itacolomi","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-05 16:46:02-03","UFOP","OUPR","17244","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Beira de aslfalto. Erva. Flores róseas",NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1972","01","06","Ouro Preto","Itacolomi","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-05 16:46:02-03","UFOP","OUPR","17241","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Badini, J.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,"Campo. Erva. Flores róseas",NA,"(Gardner) R.M.King & H.Rob.","Roque, N.",NA,NA,NA,"Ouro Preto","Itacolomi","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-05 16:46:02-03","UFOP","OUPR","17258","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1974","04","06","Ouro Preto","Itacolomi","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-05 16:46:02-03","UFOP","OUPR","17257","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1974","05","04","Ouro Preto","Lavras Novas","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-05 16:46:02-03","UFOP","OUPR","17252","PreservedSpecimen","Plantae","Asteraceae","Trichogonia","eupatorioides","Trichogonia eupatorioides",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"(Gardner) R.M.King & H.Rob.","Roque, N.","1974","06","13","Ouro Preto","Morro do Cruzeiro","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
