"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","infraspecificEpithet","locality","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","typeStatus","fieldNumber","individualCount"
"11","2019-08-20 10:02:17-03","UNICAMP","UEC","24401","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.","Senna, LR","Siqueira, JC","1007","1981","05","29",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"flor, Bastante abundante em todo o morro pequeno ao lado esquerdo da praça, voltado para o mar.","UEC119290",NA,NA,NA,"Praia do Arpoardor no final de Ipanema.","2015","03","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-20 10:02:17-03","UNICAMP","UEC","26735","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.","Senna, LR","Joly, CA","20","1977","05",NA,NA,"Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,"flor, Herbácea até 50 cm. Flores creme. Coletada em terreno arenoso.","UEC119288",NA,NA,NA,NA,"2015","03","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-20 10:02:17-03","UNICAMP","UEC","87917","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.","Senna, LR","Goldenberg, R; Rezende, AV","32439","1994","12","14",NA,"Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,"flor, Flores brancas com estames amarelos sobre uma pedra.","UEC119291",NA,NA,NA,"Praia do Leste - Ilha Anchieta.","2015","03","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-04-22 16:17:03-03","UFPB","JPB","49090","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.",NA,"Gadelha Neto, PC; Pontes, RA; Pereira, LA; Silva, CS","3070","2011","09","15","Southern America","Brasil","Paraíba","Mataraca","-34.976944","-6.502222",NA,"; HABITAT: Mata de Restinga; DESC: Erva com cerca de 80cm. Ramos delicados. Folhas simples, opostas, membranáceas. Flores brancas reunidas em inflorescência axilar e terminal. Vegetando na orla da mata.","JPB0049090",NA,NA,NA,"Millennium Inorganic Chemicals Mineração Ltda, Substrato areno-argiloso.",NA,NA,NA,NA,"-34.976944","-6.502222",NA,NA,NA,NA,NA,NA
"15","2021-03-16 17:51:27-03","UCS","HUCS","24228","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A. St.-Hil.","Marchioretto, M.S.","Marchett, F.","67","2004","10","11",NA,"Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,"rasteira em orla do caminho","HUCS006739",NA,NA,NA,"Parque da Guarita","2017","11","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-16 17:51:27-03","UCS","HUCS","12161","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A. St.-Hil.","Marchioretto, M.S.","Wasum, R.A.","s.n.","1997","08","17",NA,"Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,"solo","HUCS006593",NA,NA,NA,"Praia da Guarita","2017","11","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-16 17:51:27-03","UCS","HUCS","6506","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A. St.-Hil.","Marchioretto, M.S.","Wasum, R.A.","s.n.","1989","11","11",NA,"Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,"sobre rochedos - junto à praia","HUCS006580",NA,NA,NA,"Praia da Guarita","2017","11","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-12 18:11:50-03","UFES","VIES","19192","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.","L. Senna","Kawada, R.; Gatti, A. & Lages, G.C.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"VIES019192","VIES019192",NA,NA,"Parque Estadual Paulo César Vinha.","2016","09","28401","auto",NA,NA,NA,NA,"29",NA,NA,NA
"19","2020-02-10 08:20:56-03","UTFPR","HCF","30403","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.","L. Senna","C. Hering-Rinnert","328",NA,NA,NA,NA,"Brasil","SC","Balneário Camboriú","-48.6347007751465","-26.9906005859375",NA,"Coletada em 2002.",NA,NA,NA,NA,"Taquarinha","2015","07","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:11:22-03","MBM","MBM","19327","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga australis","Pedersen",NA,"Hatschbach, G.; Koczicki, C.; Koczicki, C.","27220","1971","10","15","Southern America","Brazil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,"Flor alvacenta.; Paredões de arenito à beira mar.","MBM019327","MBM019327",NA,"australis",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,"HOLOTYPE",NA,NA
"21","2020-12-21 16:11:22-03","MBM","MBM","162532","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga australis","Pedersen","Pedersen, T.M.","Krapovickas, A.; Cristóbal, C.C.; Cristóbal, C.C.","43515","1990","01","31","Southern America","Brazil","Santa Catarina","Navegantes","-48.6542015075684","-26.8988990783691",NA,"Apoyante; inflorescencias blanco-amarillentas.; En matorrales sobre las dunas costeras.","MBM162532","MBM162532",NA,"australis","Gravata","1997",NA,"24562","auto",NA,NA,NA,NA,NA,"PARATYPE",NA,NA
"22","2019-11-01 15:27:44-03","PUC-RIO","FCAB","6181","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil","Luisa R. Senna","Ayrton de Mattos; Hermes Moreira Filho","s.n.","1959","05","02",NA,"Brasil","Paraná","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,"006181",NA,NA,NA,"Base do Morro de Caiobá, caminho para a Ilha do Farol","2015","07","15275","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-01 15:27:44-03","PUC-RIO","FCAB","3344","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil","Luisa R. Senna","Dorothy Araujo; N.C. Maciel","4241","1981","02","09",NA,"Brasil","Rio de Janeiro","Macaé","-41.7868995666504","-22.3708000183105",NA,"Semi-escandente, heliófilo. Inflorescências brancas","003344",NA,NA,NA,"Restinga de Cabiúnas, restinga arbustiva","2015","07","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2015-09-04 20:49:14-03","MNHN","RECOLNAT_MNHN_P","P05205250","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.",NA,"Pedersen, T.M.",NA,"1979","10","1",NA,"Brasil","Santa Catarina","Itapema","-48.611400604248","-27.0902996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05205250' target='other'> <mi>dwc_moreinfo</mi></a>","P05205250","P05205250_01",NA,NA,NA,NA,NA,"9090","auto",NA,NA,NA,NA,NA,NA,"12667",NA
"25","2012-02-17 14:21:00-02","MO","MOBOT","3423580","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A. St.-Hil.",NA,"Per Dusén","Dusén 5064","1904","10","10","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"26","2020-08-31 09:17:46-03","INPA","INPA","149804","S","Plantae","Dicotyledon Superasterids","Caryophyllales","Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.","Senna, L","Alice, M","25","1979","04","19","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"INPA0149804","INPA0149804 INPA0149804_e",NA,NA,"Recreio dos Bandeirantes a 500m do canal da entrada da prainha.","2015","07","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-10-15 09:53:48-03","UFPR","EFC","18445","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.","DALL AGNOL, R. T.","DALL AGNOL, R. T.","1004","2019","07","25",NA,"Brasil","Rio de Janeiro","Arraial do Cabo","-42.014136","-22.989568",NA,"Erva decumbente, entouceirada, 50 cm; flores alvacentas com estames lúteos.","EFC018445",NA,NA,NA,"Restinga arbustiva da Praia do Pontal do Atalaia.","2019","07",NA,NA,"-42.014136","-22.989568","40","40","29",NA,NA,NA
"28","2019-11-13 11:14:09-03","USP","SPF","116596","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.","Senna, LR","Leitão Filho, HF","34661","1996","02","05",NA,"Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"SPF00116596",NA,NA,NA,"Praia de Itamambuca. 23°23'46,8 ''S 23°23'58'' S, 45°00'20,02'' W 45°03'32,08'' W","2015","07","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-07 09:18:26-03","UEFS","HUEFS","145864","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.","L.R.Senna","Shirasuna, R.T.","255","1985","08","10",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,"HUEFS0145864","HUEFS0145864","Caryophyllanae",NA,"Ilha do Farol, Caiobá.","2015","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-07 09:18:26-03","UEFS","HUEFS","153604","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.","L.Senna","Côrtes, A.L.","158","2009","06","01",NA,"Brasil","Rio de Janeiro","Cabo Frio","-41.983333","-22.85",NA,"Restinga.","HUEFS0153604","HUEFS0153604","Caryophyllanae",NA,"Cabo do Peró.","2015","07",NA,NA,"41W59'","22S51'","72","72",NA,NA,NA,NA
"31","2019-10-07 09:18:26-03","UEFS","HUEFS","145850","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.","L.R.Senna","Loefgren","4210","1998","10","16",NA,"Brasil","São Paulo","Santos","-46.3300018310547","-23.9599990844727",NA,NA,"HUEFS0145850","HUEFS0145850","Caryophyllanae",NA,"Paraia Grande.","2015","07","26836","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-07 09:18:26-03","UEFS","HUEFS","145870","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.","L.Senna","Mamede, M.C.H.","133","1989","02","22",NA,"Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,"Restinga baixa.","HUEFS0145870","HUEFS0145870","Caryophyllanae",NA,"Parque Estadual da Ilha do Cardoso, Ipanema.","2015","07","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-09-04 19:01:17-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"34","2019-01-25 15:33:23-02","IAC","IAC","2419","S","Plantae",NA,NA,"Amaranthaceae-06.Gomphrenoideae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil.","A.S. Lima","A.P. Viégas","s/nº","1938","10","16",NA,"Brasil","Rio de Janeiro","Cabo Frio","-42.0186","-22.8794",NA,NA,NA,NA,NA,NA,"Praia Cabo Frio","1938","10",NA,NA,"-42.0186","-22.8794",NA,NA,"16",NA,NA,NA
"35","2019-11-12 17:14:44-03","URICER","HPBR","5156","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-.Hil.","MARCHIORETTO, M.S.","RAMPAZZO, S. E.",NA,"1992","06","20",NA,"Brasil","SC","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"HPBR005156",NA,NA,NA,NA,"2017","12","27253","auto",NA,NA,NA,NA,"01",NA,NA,"3"
"36","2021-02-08 12:31:33-03","UFRGS","ICN","007916","S","Plantae","Dicotyledon",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil. & Girard",NA,"Irgang, BE","s.n.","1970","11","20","América do Sul","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"Morro do Farol",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 12:31:33-03","UFRGS","ICN","028859","S","Plantae","Dicotyledon",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil. & Girard",NA,"Vianna, E","s.n.","1970","10","11","América do Sul","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,"Barranco próximo ao mar",NA,NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-08 12:31:33-03","UFRGS","ICN","035370","S","Plantae","Dicotyledon",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil. & Girard",NA,"Irgang, BE","s.n.","1977","11","07","América do Sul","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-08 12:31:33-03","UFRGS","ICN","035371","S","Plantae","Dicotyledon",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil. & Girard",NA,"Irgang, BE","s.n.","1977","11","08","América do Sul","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-08 12:31:33-03","UFRGS","ICN","007889","S","Plantae","Dicotyledon",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil. & Girard",NA,"Irgang, BE","s.n.","1970","11","19","América do Sul","Brasil","SC","Araranguá","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,NA,NA,"Morro dos Coventos",NA,NA,"19353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 12:31:33-03","UFRGS","ICN","003758","S","Plantae","Dicotyledon",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil. & Girard",NA,"?","s.n.","1964","11","16","América do Sul","Brasil","SC","Araranguá","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,NA,NA,"Morro dos Coventos",NA,NA,"19353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 12:31:33-03","UFRGS","ICN","009085","S","Plantae","Dicotyledon",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil. & Girard",NA,"Lindeman, JC; Porto, ML","s.n.","1971","11","14","América do Sul","Brasil","SC","Araranguá","-49.4858016967773","-28.934700012207",NA,"Erva com meio-sombra em frente da gruta",NA,NA,NA,NA,"Restinga em frente ao Morro dos Conventos",NA,NA,"19353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 12:31:33-03","UFRGS","ICN","157152","S","Plantae","Dicotyledon",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil. & Girard","Falkenberg, DB","Falkenberg, DB; Silva Filho, FA","6649","1994","04","12","América do Sul","Brasil","SC","Florianópolis","-48.5491981506348","-27.596700668335",NA,"Doação do Herbário FLOR.; Subarbusto, 0,3-0,4m, brácteas, sépalas e filetes esbranquiçados, anteras e estigma amarelos, ovário verde.; restinga, na duna primária e ao longo das dunas que margeiam o riacho, também observada nas dunas fixas internas",NA,NA,NA,NA,"Ilha de Santa Catarina Rio Vermelho",NA,NA,"27000","auto",NA,NA,"2","2",NA,NA,NA,NA
"44","2021-02-08 12:31:33-03","UFRGS","ICN","082054","S","Plantae","Dicotyledon",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil. & Girard","Falkenberg, DB","Souza, ML; Falkenberg, DB","220","1984","01","11","América do Sul","Brasil","SC","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,"Ingleses","1986",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 12:31:33-03","UFRGS","ICN","157931","S","Plantae","Dicotyledon",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A.St.-Hil. & Girard","Hentschel, R","Hentschel, R","s.n.","2007","12","20","América do Sul","Brasil","SC","Garopaba","-48.6133003234863","-28.0233001708984",NA,"Erva reptante; Dunas frontais",NA,NA,NA,NA,NA,NA,NA,"11115","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 12:31:33-03","UFRGS","ICN","184986","S","Plantae","Dicotyledon",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga australis","Pedersen","Pedersen, TM","Hatschabach, G; Koczicki, C","27220","1971","10","15","América do Sul","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,"Doação Herbário MBM; flor alvacenta; paredões de arenito à beira mar","ICN00000183","ICN00000183",NA,"australis",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,"Isotypus",NA,NA
"47","2020-08-26 10:47:34-03","MCN-FZBRS","HAS","50835","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A, St.-Hil.","Marchioretto, M. S.","Mattos, J.","17714","1977","11",NA,NA,"Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,"Na praia, em lugar franco arenoso","HAS0050835",NA,NA,NA,"Guarita","2018","03","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-08-26 10:47:34-03","MCN-FZBRS","HAS","50812","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A, St.-Hil.","Marchioretto, M. S.","Silveira, N.","3394","1985","09",NA,NA,"Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,"No campo.","HAS0050812",NA,NA,NA,"Lagoa de Itapeva, lado norte.","2018","03","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-10-04 16:06:02-03","MCN-FZBRS","HAS","79052","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A, St.-Hil.","Marchioretto, M. S.","Silveira, N.","11580","1993","09",NA,NA,"Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"HAS0079052",NA,NA,NA,"Morro do Farol, junto a base do morro","2006","07","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-08-26 10:47:34-03","MCN-FZBRS","HAS","50635","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A, St.-Hil.","Marchioretto, M. S.","Silveira, N.","4946","1987","08",NA,NA,"Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,"No areial, inflorescência branca.","HAS0050635",NA,NA,NA,"no Parque Estadual da Guarita","2018","03","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-10-04 16:06:02-03","MCN-FZBRS","HAS","50859","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Alternanthera","praelonga","Alternanthera praelonga","A, St.-Hil.","Marchioretto, M. S.","Silveira, N.","1748","1984","10",NA,NA,"Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,"Num areial próximo ao monte","HAS0050859",NA,NA,NA,"Parque da Guarita","2018","03","20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
