"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","county","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","individualCount"
"52","2020-11-12 16:58:54-03","UEL","FUEL","55717","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Ferraz, JR","Ferraz, JR","169","2017","08","21",NA,"Brasil","Paraná","BR277","-52.066667","-25.43","827","827",NA,NA,"FUEL055717",NA,"2017","Cantagalo",NA,NA,NA,NA,"08","21","-52.066667","-25.43",NA,NA
"53","2020-11-12 16:58:54-03","UEL","FUEL","55721","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Ferraz, JR","Ferraz, JR","168","2017","08","21",NA,"Brasil","Paraná","Fazenda São Manoel","-52.594444","-25.411111","714","714",NA,NA,"FUEL055721",NA,"2017","Candói",NA,NA,NA,NA,"08","21","-52.594444","-25.411111",NA,NA
"54","2020-11-12 16:58:54-03","UEL","FUEL","55719","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Ferraz, JR","Ferraz, JR","171","2017","08","22",NA,"Brasil","Paraná","Fazenda Capão Redondo","-51.802039","-25.424617","952","952",NA,NA,"FUEL055719",NA,"2017","Guarapuava",NA,NA,NA,NA,"08","22","-51.802039","-25.424617",NA,NA
"55","2020-11-12 16:58:54-03","UEL","FUEL","55722","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Ferraz, JR","Ferraz, JR","179","2017","09","05",NA,"Brasil","Paraná","Distrito de Lerrovile. Campos das Pedras","-51.884528","-23.639136","674","674",NA,NA,"FUEL055722",NA,"2017","Londrina",NA,NA,NA,NA,"09","05","-51.884528","-23.639136",NA,NA
"56","2020-11-12 16:58:54-03","UEL","FUEL","55718","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Ferraz, JR","Ferraz, JR","164","2017","08","08",NA,"Brasil","Paraná","Pedreira abandonada","-52.271397","-24.16275","667","667",NA,NA,"FUEL055718",NA,"2017","Luiziana",NA,NA,NA,NA,"08","08","-52.271397","-24.16275",NA,NA
"57","2020-11-12 16:58:54-03","UEL","FUEL","55720","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Ferraz, JR","Ferraz, JR","166","2017","08","20",NA,"Brasil","Paraná","pedreira abandonada","-51.538997","-26.035072","1008","1008",NA,NA,"FUEL055720",NA,"2017","Turvo",NA,NA,NA,NA,"08","20","-51.538997","-26.035072",NA,NA
"58","2019-11-01 15:08:24-03","UnB","UB","12091","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D. Legrand","Rodrigues, MIA","Hatschbach, G","22892","1969","10","17","Southern America","Brasil","Paraná ","Leroville, Campo das Pedras","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Flor violeta; .",NA,NA,NA,"Londrina","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-08-26 10:50:36-03","MCN-FZBRS","HAS","82178","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","Legr.","Oliveira, A.","Hatschbach, G.","7518","1960","10",NA,NA,"Brasil","Paraná","Rio Coutinho","-51.4580993652344","-25.395299911499",NA,NA,NA,"Em campo pedregoso. Flor violeta","HAS0082178",NA,"2006","Guarapuava","53832","auto",NA,NA,"04","26",NA,NA,NA,NA
"60","2020-08-26 10:50:36-03","MCN-FZBRS","HAS","12824","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","Legr.","A. Oliveira - Paes Coelho","Waechter, J.L.","27","1975","04",NA,NA,"Brasil","Rio Grande do Sul",NA,"-50.8739013671875","-29.3785991668701",NA,NA,NA,"Exemplar com flores liláses.","HAS0012824",NA,"2006","Gramado","13851","auto",NA,NA,"04","26",NA,NA,NA,NA
"61","2020-08-26 10:50:36-03","MCN-FZBRS","HAS","82188","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","Legr.","Oliveira, A.","Mattos, J.","25033","1960","01",NA,NA,"Brasil","Santa Catarina","Morro da Igreja","-49.9317016601562","-28.2938995361328",NA,NA,NA,"Num lajeado","HAS0082188",NA,"2006","São Joaquim","48290","auto",NA,NA,"04","26",NA,NA,NA,NA
"62","2019-11-21 10:17:19-03","IBt","SP","141244","S","Plantae",NA,NA,"Portulacaceae","Portulaca","hatschbachii","Portulaca hatschbachii","D.Legrand","Legrand, D","Hatschbach, G","7518","1960","10","21",NA,"Brasil","Paraná","Rio Coutinho. Campo pedregoso","-51.4580993652344","-25.395299911499",NA,NA,NA,"Flor violeta","SP001506","SP001506",NA,"Guarapuava","53832","auto",NA,NA,NA,NA,NA,NA,"Isotype",NA
