"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","recordNumber","continentOcean","preparationType","barcode","imagecode","class","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","fieldNumber","sex"
"49","2015-09-03 21:07:30-03","MNHN","RECOLNAT_MNHN_P","P02178035","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Lorentz","1880","4","1","Argentina",NA,NA,"Concepcion del Uruguay. Argentina, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02178035' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Otto & A.Dietr.",NA,NA,"hb","P02178035","P02178035_01",NA,NA,NA,NA,NA,NA,NA
"50","2015-09-03 21:07:30-03","MNHN","RECOLNAT_MNHN_P","P02178036","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Fruchard, F.","1874","10","8","Uruguai",NA,NA,"Sat. Lucia; Montevideo. Uruguai",NA,NA,NA,NA,NA,NA,". . Reçu le 5 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02178036' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Otto & A.Dietr.",NA,NA,"hb","P02178036","P02178036_01",NA,NA,NA,NA,NA,NA,NA
"51","2015-09-03 21:07:31-03","MNHN","RECOLNAT_MNHN_P","P02178037","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Fruchard","1870","1","1","Uruguai",NA,NA,"Montevideo. Rinco del Cerro. Uruguai",NA,NA,NA,NA,NA,NA,". . Reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02178037' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Otto & A.Dietr.",NA,NA,"hb","P02178037","P02178037_01",NA,NA,NA,NA,NA,"842",NA
"52","2015-09-03 21:07:31-03","MNHN","RECOLNAT_MNHN_P","P02178038","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Fruchard, F.","1870","2","5","Uruguai",NA,NA,"Montevideo. Uruguai",NA,NA,NA,NA,NA,NA,". . Reçu le 15 mas 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02178038' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Otto & A.Dietr.",NA,NA,"hb","P02178038","P02178038_01",NA,NA,NA,NA,NA,NA,NA
"53","2015-09-03 21:07:32-03","MNHN","RECOLNAT_MNHN_P","P02178039","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Fruchard, F.","1874","10","25","Uruguai",NA,NA,"Montevideo. Uruguai",NA,NA,NA,NA,NA,NA,". . Reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02178039' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Otto & A.Dietr.",NA,NA,"hb","P02178039","P02178039_01",NA,NA,NA,NA,NA,NA,NA
"54","2015-09-03 21:07:32-03","MNHN","RECOLNAT_MNHN_P","P02178049","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Sellow",NA,NA,NA,"Brasil",NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02178049' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Otto & A.Dietr.",NA,NA,"hb","P02178049","P02178049_01",NA,NA,NA,NA,NA,"24",NA
"55","2015-09-03 21:07:33-03","MNHN","RECOLNAT_MNHN_P","P02178050","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Lourteig, A.|Matzenbacker, N.I.","1978","2","24","Brasil","Rio Grande do Sul",NA,"Mun. Torres, 5km de Torres. Rio Grande do Sul, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02178050' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Otto & A.Dietr.",NA,NA,"hb","P02178050","P02178050_01",NA,NA,NA,NA,NA,"3195",NA
"56","2015-09-03 21:07:33-03","MNHN","RECOLNAT_MNHN_P","P02178051","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Krapovickas, A.|Cristobal, C.L.|Arbo, M.M.|Maruñak, V.I.|Maruñak, R.I.|Irigoyen, J.","1970","12","6","Argentina",NA,NA,"Prov. de Corrientes, Dep. Santo Tomé, Loc. Estancia San Francisco (23km NW de Gobernador Virasoro). Argentina, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02178051' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Otto & A.Dietr.",NA,NA,"hb","P02178051","P02178051_01",NA,NA,NA,NA,NA,"17178",NA
"57","2015-09-03 21:11:25-03","MNHN","RECOLNAT_MNHN_P","P02178089","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Desvaux, A.N.",NA,NA,NA,"Brasil",NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . Donné par Mme Vve Lavallée en 1896 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02178089' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Otto & A.Dietr.",NA,NA,"hb","P02178089","P02178089_01",NA,NA,NA,NA,NA,NA,NA
"58","2015-09-03 21:11:25-03","MNHN","RECOLNAT_MNHN_P","P02178090","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Nadeaud, J.",NA,NA,NA,"Brasil",NA,NA,"BRESIL. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02178090' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Otto & A.Dietr.",NA,NA,"hb","P02178090","P02178090_01",NA,NA,NA,NA,NA,NA,NA
"59","2015-09-03 21:11:25-03","MNHN","RECOLNAT_MNHN_P","P02178091","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Fruchard, F.","1870","2","5","Uruguai",NA,NA,"Montevideo. Uruguai",NA,NA,NA,NA,NA,NA,". . Reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02178091' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Otto & A.Dietr.",NA,NA,"hb","P02178091","P02178091_01",NA,NA,NA,NA,NA,NA,NA
"60","2015-09-03 21:11:25-03","MNHN","RECOLNAT_MNHN_P","P02178092","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"S.N.",NA,NA,NA,"Brasil",NA,NA,". Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". Augusti 1848. Florit in horto Francavillano <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02178092' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Otto & A.Dietr.",NA,NA,"hb","P02178092","P02178092_01",NA,NA,NA,NA,NA,NA,NA
"61","2015-09-03 21:11:25-03","MNHN","RECOLNAT_MNHN_P","P02178093","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Sellow",NA,NA,NA,"Brasil",NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02178093' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Otto & A.Dietr.",NA,NA,"hb","P02178093","P02178093_01",NA,NA,NA,NA,NA,"65",NA
"62","2015-09-03 21:01:59-03","MNHN","RECOLNAT_MNHN_P","P01761401","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Rambo, B.","1933","9","16","Brasil","Rio Grande do Sul","Porto Alegre","Bresil. Etat du Rio Grande do Sul. Porto Aligre. Porto Alegre, Rio Grande do Sul, Sul, Brasil, América do Sul","-51.2299995422363","-30.0331001281738",NA,NA,"29946",NA,"Plante récoltée par B. Rambo au Bresil. . 55 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01761401' target='other'> <mi>dwc_moreinfo</mi></a>","auto","Otto & A.Dietr.",NA,NA,"hb","P01761401","P01761401_01",NA,NA,NA,NA,NA,"11974",NA
"63","2015-10-28 12:34:36-02","MNHN","RECOLNAT_MNHN_P","P00713148","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","vaginosa","Dyckia vaginosa",NA,NA,NA,NA,"Glaziou, A.","1883","9","7","Brésil",NA,NA,"Minas : Serra do Pieu",NA,NA,NA,NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00713148' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Mez",NA,NA,"hb","P00713148","P00713148_01",NA,NA,NA,"isotype",NA,"15497",NA
"64","2015-09-03 21:20:29-03","MNHN","RECOLNAT_MNHN_P","P02177760","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Dyckia","vaginosa","Dyckia vaginosa",NA,NA,NA,NA,"Sello",NA,NA,NA,"Brasil",NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02177760' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Mez",NA,NA,"hb","P02177760","P02177760_01",NA,NA,NA,NA,NA,"23",NA
"65","2020-12-11 11:43:31-03","UFMG","BHCB","46789","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Madsen, V; Silveira, FR da","1998","09","20","Brasil","Minas Gerais","Brumadinho","Serra da Moeda.","-44.1996994018555","-20.1432991027832",NA,NA,"26639",NA,"erva de aprox. 0,80cm; flores amarelas","auto","Otto & D.Dietr.","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2011-06-27 08:43:00-03","MO","MOBOT","3002028","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","montevidensis","Dyckia montevidensis","Carl Mez",NA,NA,NA,"F. Sellow","1825",NA,NA,"Brazil","Rio Grande do Sul",NA,"In aris prope Yrapuá.",NA,NA,NA,NA,NA,NA,NA,NA,"K. Koch","Sellow 49","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2010-04-30 10:26:00-03","MO","MOBOT","2256248","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"C.L. Spegazzini",NA,NA,NA,"Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otto & A. Dietr.","Spegazzini 219","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2009-11-09 18:57:00-02","MO","MOBOT","2256280","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Marchesi, E., VI-",NA,NA,NA,"Angel L. Cabrera|et al.","1977","10","13","Argentina","Misiones","Apóstoles","Escuela Agrotécnica","-55.78333","-27.76666",NA,NA,NA,NA,NA,NA,"Otto & A. Dietr.","Cabrera 28740","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2011-03-16 22:18:00-03","MO","MOBOT","3000214","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","L.B. Smith",NA,NA,NA,"Bernardo Rosengurtt","1942","11","11","Uruguay","Paysandú",NA,"Chapicuy; Meseta de Artigas.",NA,NA,NA,NA,NA,NA,NA,NA,"Otto & A. Dietr.","Rosengurtt 4186","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2014-08-13 14:37:00-03","MO","MOBOT","3000731","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","F. Santos-Silva (RB)",NA,NA,NA,"Charles H. Thompson","1904","7","21","Brazil",NA,NA,"Cult. Mo. Bot. Garden.",NA,NA,NA,NA,NA,"1",NA,NA,"Otto & A. Dietr.","Thompson s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2013-09-03 10:37:00-03","MO","MOBOT","3002073","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","F. Santos-Silva (RB)",NA,NA,NA,"W.G. Herter","1927","11",NA,"Uruguay","Río Negro",NA,"Loc. Dict.: Bote. Assoc., Edaph.: ripar. sax. Humid., Illum.: sicc. soli exp.",NA,NA,NA,NA,NA,"1",NA,NA,"Otto & A. Dietr.","Herter 1019","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2016-11-15 05:15:00-02","MO","MOBOT","3002165","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","F. Santos-Silva (RB)",NA,NA,NA,"Antonio C. Krapovickas|Carmen L. Cristóbal|Maria M. Arbo|Victor Maruñak|R.I. Maruñak|J. Irigoyen","1970",NA,NA,"Argentina","Corrientes","Santo Tomé","Estancia San Francisco (23 Km. NW de Gobernador Virasoro). En pedregal.",NA,NA,NA,NA,NA,"1",NA,NA,"Otto & A. Dietr.","Krapovickas 17178","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2010-01-25 20:07:00-02","MO","MOBOT","3003007","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","T.M.P.",NA,NA,NA,"Troels M. Pedersen","1977","1","22","Uruguay","Colonia",NA,"Estancia Cerros de San Juan.",NA,NA,NA,NA,NA,NA,NA,NA,"Otto & A. Dietr.","Pedersen 11610","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2011-03-16 22:19:00-03","MO","MOBOT","3003149","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","L.B. Smith",NA,NA,NA,"Bernardo Rosengurtt","1942","11","14","Uruguay","Paysandú",NA,"Chapicuy: Orillas del río Uruguay, Sta. Sofía.",NA,NA,NA,NA,NA,NA,NA,NA,"Otto & A. Dietr.","Rosengurtt 365","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2012-11-09 05:09:00-02","MO","MOBOT","2453128","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora angustior",NA,NA,NA,NA,"A. Bornmüller","1904","11","3","Brazil","Rio Grande do Sul",NA,"Salto Alegre",NA,NA,NA,NA,NA,NA,NA,NA,"L.B. Sm.","Bornmüller 351","South America",NA,NA,NA,NA,NA,NA,NA,"angustior",NA,NA
"76","2016-01-27 05:26:00-02","MO","MOBOT","2453153","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora montevidensis",NA,NA,NA,NA,"Miguel Angel Palacios|Alberto R. Cuezzo","1948","2","2","Brazil","Rio Grande do Sul",NA,"Porto Alegre. Morro da Policia",NA,NA,NA,NA,NA,NA,NA,NA,"(K. Koch) L.B. Sm.","Palacios 656","South America",NA,NA,NA,NA,NA,NA,NA,"montevidensis",NA,NA
"77","2009-08-21 20:53:00-03","MO","MOBOT","2518248","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora montevidensis",NA,NA,NA,NA,"Bernardo Rosengurtt","1938","2","23","Uruguay","Cerro Largo",NA,"Cerro de las Cuentas",NA,NA,NA,NA,NA,NA,NA,NA,"(K. Koch) L.B. Sm.","Rosengurtt 2559","South America",NA,NA,NA,NA,NA,NA,NA,"montevidensis",NA,NA
"78","2015-01-22 07:37:00-02","MO","MOBOT","2453117","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora remotiflora","Rambo, B.",NA,NA,NA,"E. Henz","1946","12","22","Brazil","Rio Grande do Sul",NA,"Sao Salvador, Santo Inácio",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Henz 35698","South America",NA,NA,NA,NA,"650.00000000",NA,NA,"remotiflora",NA,NA
"79","2011-02-23 16:00:00-03","MO","MOBOT","2453171","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora remotiflora",NA,NA,NA,NA,"John Miers",NA,NA,NA,"Brazil","Paraná",NA,"Sin localidad",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miers 2518","South America",NA,NA,NA,NA,NA,NA,NA,"remotiflora",NA,NA
"80","2020-07-06 16:14:00-03","MO","MOBOT","2518237","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora remotiflora","Marchesi, E.",NA,NA,NA,"Angel L. Cabrera","1981","1",NA,"Uruguay","Rocha",NA,"La Pedrera",NA,NA,NA,NA,NA,"1",NA,NA,NA,"Cabrera 32325","South America",NA,NA,NA,NA,NA,NA,NA,"remotiflora",NA,NA
"81","2014-02-26 21:47:00-03","MO","MOBOT","2518260","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora remotiflora",NA,NA,NA,NA,"Diego Legrand","1961","12","24","Uruguay","Cerro Largo",NA,"Ayo. Zapallar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Legrand 4667","South America",NA,NA,NA,NA,NA,NA,NA,"remotiflora",NA,NA
"82","2016-01-27 05:26:00-02","MO","MOBOT","2453153","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora montevidensis",NA,NA,NA,NA,"Miguel Angel Palacios|Alberto R. Cuezzo","1948","2","2","Brazil","Rio Grande do Sul",NA,"Porto Alegre. Morro da Policia",NA,NA,NA,NA,NA,NA,NA,NA,"(K. Koch) L.B. Sm.","Palacios 656","South America",NA,NA,NA,NA,NA,NA,NA,"montevidensis",NA,NA
"83","2009-08-21 20:53:00-03","MO","MOBOT","2518248","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora montevidensis",NA,NA,NA,NA,"Bernardo Rosengurtt","1938","2","23","Uruguay","Cerro Largo",NA,"Cerro de las Cuentas",NA,NA,NA,NA,NA,NA,NA,NA,"(K. Koch) L.B. Sm.","Rosengurtt 2559","South America",NA,NA,NA,NA,NA,NA,NA,"montevidensis",NA,NA
"84","2015-01-22 07:37:00-02","MO","MOBOT","2453117","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora remotiflora","Rambo, B.",NA,NA,NA,"E. Henz","1946","12","22","Brazil","Rio Grande do Sul",NA,"Sao Salvador, Santo Inácio",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Henz 35698","South America",NA,NA,NA,NA,"650.00000000",NA,NA,"remotiflora",NA,NA
"85","2011-02-23 16:00:00-03","MO","MOBOT","2453171","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora remotiflora",NA,NA,NA,NA,"John Miers",NA,NA,NA,"Brazil","Paraná",NA,"Sin localidad",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miers 2518","South America",NA,NA,NA,NA,NA,NA,NA,"remotiflora",NA,NA
"86","2020-07-06 16:14:00-03","MO","MOBOT","2518237","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora remotiflora","Marchesi, E.",NA,NA,NA,"Angel L. Cabrera","1981","1",NA,"Uruguay","Rocha",NA,"La Pedrera",NA,NA,NA,NA,NA,"1",NA,NA,NA,"Cabrera 32325","South America",NA,NA,NA,NA,NA,NA,NA,"remotiflora",NA,NA
"87","2014-02-26 21:47:00-03","MO","MOBOT","2518260","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora remotiflora",NA,NA,NA,NA,"Diego Legrand","1961","12","24","Uruguay","Cerro Largo",NA,"Ayo. Zapallar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Legrand 4667","South America",NA,NA,NA,NA,NA,NA,NA,"remotiflora",NA,NA
"88","2009-07-27 09:32:00-03","MO","MOBOT","2999801","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","vaginosa","Dyckia vaginosa","Carl Mez",NA,NA,NA,"Auguste F.M. Glaziou","1861",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mez","Glaziou 15497","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-03-29 10:41:16-03","UFSM","HDCF","6281","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Büneker, H. M.","2012","09","12","Büneker, H. M.; Pontes, R.; Witeck, L.","2012","09","12","Brasil","Rio Grande do Sul",NA,"Guaritas - Minas do Camaquã entre Caçapava do Sul e Lavras",NA,NA,NA,NA,NA,NA,"Saxícola, flores alaranajadas",NA,"Otto & A. Dietr.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2016-08-26 09:16:14-03","UFSM","HDCF","6550","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Büneker, H. M.","2014","05","09","Büneker, H. M.; Pontes, R.; Abraham, W.","2012","12","22","Brasil","Rio Grande do Sul","Dom Feciliano",NA,NA,NA,NA,NA,NA,NA,"Terrícola, flores alaranjadas",NA,"Otto & A. Dietr.","138","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-03-29 10:41:16-03","UFSM","HDCF","6553","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Büneker, H. M.","2014","05","09","Witeck, L.","2012",NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Flores alaranjadas",NA,"Otto & A. Dietr.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2016-08-26 09:16:14-03","UFSM","HDCF","6552","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Büneker, H. M.","2014","05","09","Büneker, H. M.; Pontes, R.; Abraham, W.","2012","12","24","Brasil","Rio Grande do Sul","Bagé","Norte da cidade","-54.1068992614746","-31.3313999176025",NA,NA,"74087",NA,"Terrícola na beira da estrada junto a Eucalyptus. Plantas robustas, folhas até 35cm comprimento, inflorescência até 40cm altura, algumas paniculadas. Flores alaranjadas","auto","Otto & A. Dietr.","141","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2016-08-26 09:16:14-03","UFSM","HDCF","6544","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Büneker, H. M.","2014","05","09","Büneker, H. M.; Witeck, L.","2013","11","12","Brasil","Rio Grande do Sul","Pinheiro Machado",NA,"-53.3810997009277","-31.5783004760742",NA,NA,"70026",NA,"Terrícola na beira da estrada próximo de cerca. Flores alaranjadas","auto","Otto & A. Dietr.","213","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-08-31 09:20:16-03","INPA","INPA","282383","S","Plantae","Monocotyledon","Poales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","Strehl, T","1983","10","26","Hagelund, K","1977","10","28","Brasil","Rio Grande do Sul","Arroio dos Ratos","Granja Faxinal","-51.7291984558105","-30.0771999359131",NA,NA,"29956",NA,NA,"auto","Otto & A.Dietr.","11980","Southern America",NA,"INPA0282383",NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-01-26 14:12:30-03","CPACT","ECT","2725","PreservedSpecimen","Plantae","Embryophyta",NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","M.M.Marchi","2011","11","16","M.M.Marchi; J.Mujica | C.Mistura | J.Villela","2011","11","16","Brasil","Rio Grande do Sul","Tapes","Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata. Campo nativo, ecossistema de butiazal. Área 1 de monitoramento.","-51.359722","-30.522778","51º21'35''W","30º31'22''S",NA,NA,NA,NA,"Otto & A.Dietr.","3226",NA,NA,"ECT0002725","ECT0002725",NA,"40","40",NA,NA,NA,NA
"96","2021-01-26 14:12:30-03","CPACT","ECT","3005","PreservedSpecimen","Plantae","Embryophyta",NA,"Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora","H.M.Büneker","2019","04","24","L.B.Corrêa","2007","10","01","Brasil","Rio Grande do Sul","Pelotas","Monte Bonito. Campo nativo. Coordenadas geográficas obtidas a partir dos dados de localidade, Monte Bonito.","-52.4275","-31.6275","52º25'39''W","31º37'39''S",NA,NA,NA,NA,"Otto & A.Dietr.",NA,NA,NA,"ECT0003005","ECT0003005",NA,"74","74",NA,NA,NA,NA
"97","2020-09-12 05:00:02-03","US","US","2717535","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"Facultad de Agronomia de Montevideo","1964","2","8","Uruguay","Rivera",NA,"Bajada de Pena. Dpto. Rivera.",NA,NA,NA,NA,NA,"1",NA,NA,"A. Dietr.","3230","South America",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA
"98","2020-09-12 05:00:02-03","US","US","1344212","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora montevidensis",NA,NA,NA,NA,"G. Herter","1927","11",NA,"Uruguay","Rio Negro",NA,"Dep. de Rio Negro. Loc. Dict. Bote.",NA,NA,NA,NA,NA,"1",NA,NA,"(K. Koch) L.B. Sm.","1019","South America",NA,NA,NA,"Monocotyledonae","50",NA,NA,"montevidensis",NA,NA
"99","2020-09-12 05:00:02-03","US","US","1312939","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","remotiflora","Dyckia remotiflora",NA,NA,NA,NA,"C. Osten","1912","1","7","Uruguay","Maldonado",NA,"Piriapolis, in collibus saxosis. Cerro Ingles.",NA,NA,NA,NA,NA,"1",NA,NA,"A. Dietr.","5660","South America",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA
