"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","barcode","imagecode","yearIdentified","typeStatus","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","class","order","individualCount","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag"
"1","2020-12-21 16:32:39-03","MBM","MBM","165687","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","onishiana","Byrsonima onishiana","W.R.Anderson","Elias-Rolim, S.I.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","59923","1994","02","07","Southern America","Brazil","Distrito Federal","Rodovia DF-345, 5km O do trevo com a Rod. BR-2020","MBM165687","MBM165687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-12-21 16:32:39-03","MBM","MBM","81525","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","onishiana","Byrsonima onishiana","W.R.Anderson","Anderson, W.R.","Irwin, H.S.; Onishi, E.; Fonseca, S.F. da; Souza, R.; Reis dos Santos, R.; Ramos; Onishi, E.; Fonseca, S.F. da; Souza, R.; Reis dos Santos, R.; Ramos, J.","25824","1970","02","01","Southern America","Brazil","Minas Gerais","Ca. 60 km NE of Patrocinio","MBM081525","MBM081525","1981","ISOTYPE","1050","1050","Subacaulencent subshrub in patches. Corolla very pale pink, Fruit green. Campo; Subacaulescent subshrub in patches. Corolla very pale pink. Fruit green.; Campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2008-05-27 22:02:00-03","MO","MOBOT","1843817","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","onishiana","Byrsonima onishiana","W.R. Anderson","W.R. Anderson","Howard S. Irwin","Irwin 25824","1970","2","1","South America","Brazil","Minas Gerais","Serra dos Oculos. Subacaulescent subshrub in patches. Campo, ca. 60 km. N.E. of Patrocínio.",NA,NA,NA,"Isotype","1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-09-12 05:00:02-03","US","US","2989395","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","onishiana","Byrsonima onishiana","W.R. Anderson",NA,"H. S. Irwin","25824","1970","2","1","South America - Neotropics","Brazil","Minas Gerais","Campo, ca. 60 km NE of Patrocinio.","US00108726","US00108726_01",NA,"Isotype","1050","1050",NA,"Dicotyledonae","Polygalales","1",NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 18:28:20-03","USP","SPF","36060","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","onishiana","Byrsonima onishiana","W.R.Anderson","Queiroz, EP","Harley, RM","CFCR6460","1984","11","26",NA,"Brasil","Minas Gerais","Serra do Calixto, 15 km de Francisco Sá na estrada para Grão Mogol, cerrado no declive acentuado a leste, com elementos do campo rupestre.","SPF00036060","SPF00036060","2013",NA,NA,NA,"Arbusto até 40 cm. Flores amarelas. Frutos verdes.",NA,NA,NA,"09","12","Francisco Sá","-43.4883003234863","-16.4757995605469","45875","auto"
"6","2019-11-21 10:08:28-03","IBt","SP","363701","S","Plantae","Malpighiaceae","Byrsonima","onishiana","Byrsonima onishiana","W.R.Anderson","Elias, SI","Mota, RC","1011","2000","12","14",NA,"Brasil","Minas Gerais","Serra do Caraça","SP015603","SP015603","2004",NA,NA,NA,NA,NA,NA,NA,"05","25","Catas Altas da Noruega","-43.497501373291","-20.6900005340576","11539","auto"
