"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","eventTime"
"2148","2018-05-28 17:23:59-03","UNIOESTE","UNOP","4442","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Poli, L.P.","2009","12","10","Godinho, A.L.; Hutt, D.R.; Jesus, M.F.Q.; Hutt, D.R.; Jesus, M.F.Q.","2007","11","10","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"4","Rua 25 de Agosto, Bairro Maria Luiza, Area Militar",NA,NA,"Arbusto. Folhas membranáceas, pilosas e discolores. Cálice verde. Corola roxa com uma listra branca no meio. Presença de tricomas externamente. Filete verdinho. Antera amarela. Estigma e estiletes verdes.",NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA
"2149","2018-05-28 17:23:59-03","UNIOESTE","UNOP","8330","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Giacomin, L.L.","2011","09",NA,"Lombardi, J.A.; Saka, M.N.; Fonseca, R.; Saka, M.N.; Fonseca, R.","2011","04","26","Brasil","São Paulo","São Lourenço da Serra","-46.939998626709","-23.8500003814697",NA,NA,NA,NA,"8517","Reserva Particular do Patrimônio Natural Paiol Maria, Trilha das Águas",NA,NA,"Amostra em sílica. Borda e trilha no interior de mata altântica secundãria a beira de estrada. Arbusto ca. 2 m, folhas papiráceas, argênteo-esverdeadas na face abaxial, frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,"10031","auto",NA,NA,NA,NA,NA,NA,NA
"2150","2018-09-12 14:48:35-03","UNIOESTE","UNOP","2248","S","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Franco, G.A.D.C.","2014","11","28","Periotto, F.; Cielo-Filho, R.; Cielo-Filho, R.","2014","11","18","Brasil","Paraná","Matelândia","-53.961667","-25.310556","-53.961667","-25.310556",NA,NA,"78","Linha Bananal, mata dos Biazuz I","421","421","Árvore, 4m, flor branca, fruto imaturo verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151","2018-09-12 14:48:35-03","UNIOESTE","UNOP","669","S","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Cielo-Filho, R.","2014","04","02","Cielo-Filho, R.; Sabbi, L.; Lopes, V.; Sabbi, L.; Lopes, V.","2014","03","12","Brasil","Paraná","Medianeira","-54.255556","-25.278611","-54.255556","-25.278611",NA,NA,"1320","Sítio do Sr. Angelo Baratto","422","422","Árvore, 4,5 m, flor roxa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152","2018-09-12 14:48:35-03","UNIOESTE","UNOP","1035","S","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Franco, G.A.D.C.","2014","02","20","Cielo-Filho, R.; Periotto, F.; Periotto, F.","2013","12","17","Brasil","Paraná","Medianeira","-54.255556","-25.278611","-54.255556","-25.278611",NA,NA,"1252","Sítio do Sr. Angelo Baratto","450","450","Árvore, 6 m, flor roxa, fruto verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153","2018-09-12 14:48:35-03","UNIOESTE","UNOP","2415","S","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Franco, G.A.D.C.","2015","05","08","Cielo-Filho, R.","2015","04","07","Brasil","Paraná","Matelândia","-53.9725","-25.26","-53.9725","-25.26",NA,NA,"1650","Linha Dal Pozzo, beira de estrada.","407","407","Árvore, 5 m, fruto imaturo verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154","2016-04-04 17:00:39-03","UNIOESTE","UNOP","950","S","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Borges, J.P.","2014","01","23","Conceição, L.H.S.M.; Borba, D.E.; Borba, D.E.","2013","08","29","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"1","Lago Municipal de Cascavel. Parque Ecológico Paulo Gorski.",NA,NA,"Arbusto com cerca de 2,5m, corola lilás, anteras amarelas, dolhas discolor cartáceas e tomentosas.",NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA
"2155","2016-04-04 17:00:39-03","UNIOESTE","UNOP","8092","S","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Hennrich Junior, E.J.; Kosloki, P.E.B.",NA,NA,NA,"Temponi, L.G.; Hennrich Junior, E.J.; Kosloski, P.E.B.; Hennrich Junior, E.J.; Kosloski, P.E.B.","2012","08","06","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"1154","Parque Ecológico Paulo Gorski",NA,NA,"Arbórea cerca de 4m. Folha discolor. Flores azul a lilaz. Frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA
"2156","2018-09-12 14:48:35-03","UNIOESTE","UNOP","8690","S","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Conceição, L.H.S.M.","2016","10","10","Conceição, L.H.S.M.; Conceição, I.S.M.; Conceição, I.S.M.","2016","09","25","Brasil","Paraná","Cascavel","-53.513556","-24.942778","-53.513556","-24.942778",NA,NA,"2","Borda da mata fechada da FAG (próximo a estrada de terra externa ao campus).",NA,NA,"Árvore com 8 metros de altura, folhas discolores com indumentos estrelados, flores roxas e botões alvos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2157","2016-04-04 17:00:39-03","UNIOESTE","UNOP","6288","S","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Equipe do Museu Botânico Municipal (MBM)","2008","07","16","Bolson, M.","2007","11","07","Brasil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"79","Refúgio Biológico Bela Vista-Itaipu.",NA,NA,"Arbusto; nº de coleta 079.",NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"2158","2018-09-12 14:48:35-03","UNIOESTE","UNOP","748","S","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Cielo-Filho, R.","2014","04","02","Cielo-Filho, R.; Sabbi, L.; Lopes, V.; Sabbi, L.; Lopes, V.","2014","03","12","Brasil","Paraná","Medianeira","-54.255556","-25.278611","-54.255556","-25.278611",NA,NA,"1321","Sítio do Sr. Angelo Baratto","422","422","Ávore, 5 m, flor roxa, fruto verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2159","2015-10-22 10:03:27-02","UNIOESTE","UNOP","1795","S","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Hammes, J.K.","2015","08",NA,"Wichocki, I.G.","2015","08","13","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"3","Sub estação da Sanepar, Rio da Paz",NA,NA,"Arbusto de aproximadamente 3 m. Folha discolor, acinzentada na face abaxial. Corola roxa e anteras amarelas.",NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA
"2160","2020-08-31 09:00:01-03","INPA","INPA","109403","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Giacomin, LL","2011","07",NA,"Lowrie, SR","1980","09","29","Brasil","Acre",NA,"-68.03","-9.8","-68.03","-9.8","INPA0109403","INPA0109403 INPA0109403_e INPA0109403_e1 INPA0109403_nd","263","BR 364, Rio Branco-Sena Madureira rod 33 km. from Rio Branco. Secondary vegetation beside road & pasture margins.",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Asterids","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161","2020-08-31 09:00:01-03","INPA","INPA","180539","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Nee, MH","1990",NA,NA,"Nee, MH","1987","03","13","Brasil","Rondônia","Ariquemes","-63.083333","-9.783333","-63.083333","-9.783333","INPA0180539","INPA0180539_nd","34354","15 Km. N. of Ariquemes on Hwy. BR 364 and 1 Km. E on  Linea 75",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Asterids","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162","2021-01-10 20:44:50-03","INPA","INPA","180905","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Nee, MH","1990",NA,NA,"Nee, MH","1987","04","13","Brasil","Rondônia","Guajará-Mirim","-65.15","-10.933333","-65.15","-10.933333","INPA0180905","INPA0180905_nd","34834","Ca. 25 km. SE of Guajara Mirim.",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Asterids","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2163","2021-01-10 20:44:50-03","INPA","INPA","180910","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Nee, MH","1990",NA,NA,"Nee, MH","1987","04","15","Brasil","Rondônia","Porto Velho","-65.183333","-9.733333","-65.183333","-9.733333","INPA0180910","INPA0180910_nd","34839","Along hwy. BR-364, 16 km. ENE of junction with hwy. BR 325, 19 km. (by air) ESE of Abuna.",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Asterids","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2164","2020-08-31 09:00:01-03","INPA","INPA","273090","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Justiniano, FCPS","2015","02","02","Jacobsen, RHF","2014","10","29","Brasil","Rondônia","Ariquemes","-62.64","-9.899722","-62.64","-9.899722","INPA0273090",NA,"87","Inventário Florestal Nacional - Rondônia (IFN - RO). Conglomerado RO - 173, subunidade 4, subparcela 10, árvore nº 5 / F6.",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Asterids","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2165","2020-08-31 09:00:01-03","INPA","INPA","127937","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","M.S.","1985","01",NA,"Sobral, MEG","1984","11",NA,"Brasil","Rio Grande do Sul","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,"INPA0127937","INPA0127937 INPA0127937_e","3378","Arroio Imbaá, Arroio Imbaá.",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Asterids","Solanales","93142","auto",NA,NA,NA,NA,NA,NA,NA
"2166","2021-01-10 20:44:50-03","INPA","INPA","245791","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Silva, SR da",NA,NA,NA,"Santos, GB dos","1996","10","24","Brasil","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,"INPA0245791","INPA0245791 INPA0245791_e","5","Ponte sobre o Rio Mimoso",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Asterids","Solanales","71352","auto",NA,NA,NA,NA,NA,NA,NA
"2167","2020-08-31 09:00:03-03","INPA","INPA","159561","S","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Hatschbach, GG","1989",NA,NA,"Kummrow, R","1988","08","23","Brasil","Paraná","Mandirituba","-49.326099395752","-25.7789001464844",NA,NA,"INPA0159561","INPA0159561 INPA0159561_e","3051","Arredores. Mata secundária.",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Asterids","Solanales","20385","auto",NA,NA,NA,NA,NA,NA,NA
"2168","2020-08-31 09:00:03-03","INPA","INPA","111444","S","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Giacomin, LL","2011","07",NA,"Silva, JAC da","1983","02","11","Brasil","Rondônia",NA,"-63.1","-9.75","-63.1","-9.75","INPA0111444","INPA0111444_nd","93","BR 364, km 184, Estrada Porto Velho-Cuiabá, BR-364, km. 184 a 2 km. da margem direita da estrada. Mata de terra firme, solo argiloso.",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Asterids","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2169","2020-07-10 09:49:28-03","MBML","MBML-HERBARIO","53301",NA,"Plantae","Solanaceae","Solanum","auriculatum","Solanum auriculatum","Aiton",NA,NA,NA,NA,"C.P.S. Bouix; D.C. Ramos","2017","08","28","Brasil","Bahia","Ilhéus","-39.049722","-14.525833","39W2'59","14S31'33","MBML053301",NA,"2","Rodovia BA 001, trecho Ilhéus-Itacaré, km 28, próximo a Cabana da Empada. Mata Atlântica","5","5","Arbustiva, 2m altura. Caule de coloração verde desde a base. Folhas levemente coriáceas de coloração verde-escura. Frutos de coloração marrom, enrugados e dispostos em cachos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2170","2020-07-10 09:49:29-03","MBML","MBML-HERBARIO","11348",NA,"Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","L.L. Giacomin/Fev.2011",NA,NA,NA,"V. Demuner; et al","1999","10","13","Brasil","Espírito Santo","Santa Teresa","-40.824722","-19.888889","40W49'29","19S53'20","MBML011348",NA,"107","Pedra Alegre",NA,NA,"Árvore 7m, DAP 15cm. Fuste 3m, frutos esverdeados. Localizada em cima da Pedra do Cruzeiro, ambiente aberto e ensolarado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2171","2020-07-10 09:49:29-03","MBML","MBML-HERBARIO","21898",NA,"Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","J. R. Stehmann/06-09-2005",NA,NA,NA,"A. M. Assis; et al","2003","07","16","Brasil","Espírito Santo","Santa Teresa","-40.7575","-19.973611","40W45'27","19S58'25","MBML021898",NA,"908","Serra do Gelo",NA,NA,"Arbusto 3m alt. Flor lilás, fruto verde. Vegetação secundária (Capoeira). Expedição Científica Comitê Bacia do Rio Sta Mª Rio Doce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2172","2020-07-10 09:49:29-03","MBML","MBML-HERBARIO","3486",NA,"Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Lúcia d'Avila F. Carvalho/1998",NA,NA,NA,"W. Pizziolo","1984","08","02","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27","MBML003486",NA,"147","Reserva Biológica de Nova Lombardia",NA,NA,"Arbustinho de 3m, flores roxas, frutos verdes, solo barro escuro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2173","2020-07-10 09:49:29-03","MBML","MBML-HERBARIO","41969",NA,"Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal",NA,NA,NA,NA,"A. M. Assis; V. G. Demuner","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555478","-19.024528","40W33'19,72","19S1'28,3","MBML041969",NA,"1569","Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)",NA,NA,"Arbusto 4 m. Flores com cálice verde, corola branca. Frutos verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2174","2020-07-10 09:49:29-03","MBML","MBML-HERBARIO","51714",NA,"Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","G.M. Antar/I-2017",NA,NA,NA,"G.M. Antar","2016","12","26","Brasil","São Paulo","Leme","-47.43","-22.201028","47W25'48","22S12'3,7","MBML051714",NA,"1205","Área rural de Leme. Próximo a uma usina de basalto. Matriz de campo antrópico com pequenos maciços de árvores nativas","670","670","Arbusto ca 1,5m alt. Folhas glaucas. Cálice verde, corola roxa, anteras amarelas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2175","2020-07-10 09:49:29-03","MBML","MBML-HERBARIO","50522",NA,"Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","A.G. Amaral/II-2016",NA,NA,NA,"; Turma de Iniciação Científica Júnior do Projeto da escola para mata. (Alunos: Fernando , Jordane e Katiele)","2015","12","17","Brasil","Espírito Santo","Santa Maria de Jetibá","-40.7461013793945","-20.040599822998",NA,NA,"MBML050522",NA,"1","Mata Viva do Belém",NA,NA,"Arbusto, aproximadamente 1,70m, pelos na folhas, não possui látex, flor de cor violeta.",NA,NA,NA,NA,NA,NA,"31867","auto",NA,NA,NA,NA,NA,NA,NA
"2176","2020-07-10 09:49:29-03","MBML","MBML-HERBARIO","44764",NA,"Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","S. Magrini & R. Wasum",NA,NA,NA,"S. Magrini","2009","10","14","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"MBML044764",NA,"50","Mato Sanvitto","780","780","Em borda da mata",NA,NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"2177","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","17189",NA,"Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","L.D.'A.F.Carv/J.Steh./M.F.Agra",NA,NA,NA,"R.R. Vervloet; et al","2002","08","13","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27","MBML017189",NA,"703","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,"Arbusto com 5m de altura, fundo de vale, frutos imaturos de cor verde, flores com sépalas verdes, pétalas de cor roxa, galhos com tegumento de cor branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","17894",NA,"Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","L.D.'A.F.Carv/J.Steh./M.F.Agra",NA,NA,NA,"R.R. Vervloet; et al","2002","09","05","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27","MBML017894",NA,"843","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,"Arbusto com 3m, frutos e sépalas de cor verde, baixada, dossel 10m, altitude 780m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2179","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","3487",NA,"Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","L.L. Giacomin/Fev.2011",NA,NA,NA,"W. Pizziolo","1984","04","26","Brasil","Espírito Santo","Santa Teresa","-40.5125","-19.971944","40W30'45","19S58'19","MBML003487",NA,"56","Santa Lúcia",NA,NA,"Arbustinho de 3m, frutos esverdeados, solo barro escuro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2180","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","3488",NA,"Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","J. R. Stehmann/26-07-2006",NA,NA,NA,"W. A. Hoffmann","1984","04","26","Brasil","Espírito Santo","Santa Teresa","-40.5125","-19.971944","40W30'45","19S58'19","MBML003488",NA,"42","Santa Lúcia",NA,NA,"Arbusto de 1,5m, flores roxas, estames amarelos, solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","3513",NA,"Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","L.L. Giacomin/fev.2011",NA,NA,NA,"W. Boone","1985","07","04","Brasil","Espírito Santo","Santa Teresa","-40.617778","-19.931111","40W37'4","19S55'52","MBML003513",NA,"574","Valsugana Velha",NA,NA,"Arbusto de 2,5m, flores liláses, frutos verdes, heliófila, à beira de cafezal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2182","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","35417",NA,"Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","L.L. Giacomin/fev.2011",NA,NA,NA,"R. Goldenberg; (a) et al","2008","07","20","Brasil","Espírito Santo","Castelo","-41.120556","-20.524444","41W7'14","20S31'28","MBML035417",NA,"1209","Parque Estadual do Forno Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2183","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","5123",NA,"Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","L.L. Giacomin/Fev.2011",NA,NA,NA,"B. Weinberg","1984","01",NA,"Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"MBML005123",NA,"570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA
"2184","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","38363",NA,"Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","L.L. Giacomin/fev.2011",NA,NA,NA,"D.R. Couto; C.da C. Oliveira & G. A. Dutra","2008","08","02","Brasil","Espírito Santo","Ibitirama","-41.6671981811523","-20.5414009094238",NA,NA,"MBML038363",NA,"760","Santa Marta","850","850","Árbusto, 4 metros, pétalos brancos. Borda da estrada entre Santa Marta e sítio da Clezir.",NA,NA,NA,NA,NA,NA,"22282","auto",NA,NA,NA,NA,NA,NA,NA
"2185","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","39780",NA,"Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","L.L. Giacomin/fev.2011",NA,NA,NA,"L. Kollmann; & C. Esguario","2010","04","22","Brasil","Espírito Santo","Pinheiros","-40.2132987976074","-18.3703002929688",NA,NA,"MBML039780",NA,"11954","beira de estrada Pinheiros para Boa Esperança",NA,NA,"Arbusto 2 m, flores azuis.",NA,NA,NA,NA,NA,NA,"28525","auto",NA,NA,NA,NA,NA,NA,NA
"2186","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","3510",NA,"Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","L.L. Giacomin/fev.2011",NA,NA,NA,"Edson V. R. Mota","1980","05","17","Brasil","Rio de Janeiro","Guaratiba","-43.58","-22.998333","43W34'48","22S59'54","MBML003510",NA,NA,"Ilha de Guaratiba",NA,NA,"Arbusto raro de textura aveludada com flor de 5 pétalas verdes e 5 pétalas roxas, fruto redondo de cor verde quando imaturo, habitat solo argiloso na periferia da vegetação, arbustiva de restinga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2187","2021-01-09 21:48:55-03","UNICENTRO","HUCO","1055","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Medeiros, R.P.","2009","07","17","Fink, A.L.; Julkowski, E.; Julkowski, E.","2009","07",NA,"Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001055",NA,"s.n.","Bairro Alto da Glória",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA,NA
"2188","2021-01-09 21:48:55-03","UNICENTRO","HUCO","1057","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Medeiros, R.P.","2009","07","17","Fink, A.L.; Julkowski, E.; Julkowski, E.","2009","07",NA,"Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001057",NA,"s.n.","Bairro Alto da Glória",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA,NA
"2189","2021-01-09 21:48:55-03","UNICENTRO","HUCO","1378","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Blum, C.T.",NA,NA,NA,"Blum, C.T.; Costa, J.M.; Lantas, R.; Costa, J.M.; Lantas, R.","2002","11","20","Brasil","Paraná","Candói","-52.0558013916016","-25.5722007751465",NA,NA,"HUCO001378",NA,"s.n.","Foz do Rio Caracu",NA,NA,"Arvoreta, 6 metros, flor roxa, fruto verde; Sub- bosque; HABITAT: Sub- bosque; DESC: Arvoreta, 6 metros, flor roxa, fruto verde",NA,NA,NA,NA,NA,NA,"42664","auto",NA,NA,NA,NA,NA,NA,NA
"2190","2021-01-09 21:48:55-03","UNICENTRO","HUCO","0788","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Medeiros, R.",NA,NA,NA,"Inoue, M.T.; et al.; et al.","2003","03","30","Brasil","Paraná","Castro","-50.0119018554688","-24.7910995483398",NA,NA,"HUCO000788",NA,"12","Hotel 100 árvores",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA
"2191","2021-01-09 21:48:55-03","UNICENTRO","HUCO","2901","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal",NA,NA,NA,NA,"SIlva, M.M.; et al.; et al.","2010","05",NA,"Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO002901",NA,"201",NA,NA,NA,"IC Matheus, parcela 12; Com fruto; DESC: Com fruto",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA,NA
"2192","2021-01-09 21:48:55-03","UNICENTRO","HUCO","1056","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Medeiros, R.P.","2009","07","17","Fink, A.L.; Julkowski, E.; Julkowski, E.","2009","07",NA,"Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001056",NA,"s.n.","Bairro Alto da Glória",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA,NA
"2193","2021-01-09 21:48:55-03","UNICENTRO","HUCO","2902","S","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal",NA,NA,NA,NA,"SIlva, M.M.; et al.; et al.","2010","05",NA,"Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO002902",NA,"202",NA,NA,NA,"IC Matheus, parcela 12; Com fruto; DESC: Com fruto",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA,NA
