"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2020-11-13 09:21:02-03","UFRJ","RFA","Foto 17140","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","ascendens","Symplocos ascendens",NA,"Glaziou","20212",NA,"Brasil",NA,NA,NA,NA,"RFA-Foto35407",NA,NA,"Brand",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-13 09:21:02-03","UFRJ","RFA","Foto 17143","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","ascendens","Symplocos ascendens",NA,"Glaziou","20212",NA,"Brasil",NA,NA,NA,NA,"RFA-Foto35408",NA,NA,"Brand",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:21:02-03","UFRJ","RFA","15715","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","densiflora","Symplocos densiflora",NA,"Joaquim Reis","s.n.",NA,"Brasil","Rio de Janeiro",NA,NA,"Arvoreta 5 - 6 m de altura, ramificada, abundante; flores vermelhas","RFA48813",NA,NA,"Brand","1972","12",NA,"Rio de Janeiro","Bocaina, Lageado","-43.2075004577637","-22.9027996063232",NA,NA,NA,"A. Bidá","1996","05","17","57442","auto",NA,NA,NA,NA,NA
"14","2020-06-29 11:32:44-03","UFRJ","RFA","15489","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","densiflora","Symplocos densiflora",NA,"P. Occhioni","6240",NA,"Brasil","Rio de Janeiro",NA,NA,"Arvoreta de ca. 6 a 7 m de altura, flor esverdeada","RFA49934",NA,NA,"Brand","1974","09","16","Itatiaia","Parque Nacional do itatiaia, Estrada Registro x Planalto, km 9","-44.5633010864258","-22.4960994720459","1500","1500",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"15","2020-06-29 11:32:45-03","UFRJ","RFA","17169","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"P. Occhioni","7830",NA,"Brasil","Rio de Janeiro",NA,NA,"Arbusto esgalhado, 5 m de altura, flor esverdeada","RFA49943",NA,NA,"Brand","1975","12","11","Itatiaia","Parque Nacional do Itatiaia, entrada Registro - Planalto","-44.5633010864258","-22.4960994720459","200","200",NA,"A. Bidá","1996","05","17","19648","auto",NA,NA,NA,NA,NA
"16","2020-06-29 11:32:44-03","UFRJ","RFA","15473","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"P. Occhioni","6255",NA,"Brasil","Rio de Janeiro",NA,NA,"Arvoreta de 6 a 7 m, flor esverdeada","RFA49938",NA,NA,"Brand","1974","09","16","Itatiaia","Parque nacional do Itatiaia, estrada para o Planalto, km 5","-44.5633010864258","-22.4960994720459","1600","1600",NA,"A. Bidá","1996","05","17","19648","auto",NA,NA,NA,NA,NA
"17","2020-06-29 11:32:45-03","UFRJ","RFA","17534","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"P. Occhioni","8024",NA,"Brasil","São Paulo",NA,NA,"Arbusto de 5 a 6 m de altura","RFA49946",NA,NA,"Brand","1977","01","12","Campos do Jordão","Estrada para Pico Itapeva","-45.5900001525879","-22.7299995422363","1800","1800",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"18","2020-06-29 11:32:45-03","UFRJ","RFA","17536","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"P. Occhioni","8009",NA,"Brasil","São Paulo",NA,NA,"Arbusto de 5 a 6 m, fruto imaturo","RFA49933",NA,NA,"Brand","1977","01","12","Campos do Jordão","Estrada para Pico Itapeva","-45.5900001525879","-22.7299995422363","1800","1800",NA,"A. Bidá","1996","05","17","21048","auto",NA,NA,NA,NA,NA
"19","2020-06-29 11:32:45-03","UFRJ","RFA","19817","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"P. Occhioni","8702",NA,"Brasil","Rio de Janeiro",NA,NA,"Arvoreta de 6 m de altura, fruto imaturo","RFA49940",NA,NA,"Brand","1979","01","17","Itatiaia","Estrada Registro - Planalto do Itatiaia, km 2","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"20","2020-06-29 11:32:44-03","UFRJ","RFA","15900","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"P. Occhioni","7094",NA,"Brasil","Rio de Janeiro",NA,NA,"Muito frequente; arbusto ou arvoreta de 5 a 6 m de altura, fruto maduro roxo escuro","RFA49941",NA,NA,"Brand","1975","03","15","Itatiaia","Parque Nacional do Itatiaia, Macieiras","-44.5633010864258","-22.4960994720459",NA,NA,NA,"A. Bidá","1996","05","17","19648","auto",NA,NA,NA,NA,NA
"21","2019-11-19 15:45:10-03","UNEB","HUNEB","5595","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","aegrota","Symplocos aegrota",NA,"Messias, M.","48HRB5427",NA,"Brasil","São Paulo",NA,NA,"Floresta Densa Altomontana","HUNEB0005595","Angiospermae","Florideophycidae","Brand.","1981","02","16","Campos do Jordão",NA,"-45.383333","-22.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","45W23'0''","22S42'0''",NA,NA
"22","2021-03-30 12:50:03-03","EAO","IAN","94278","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","aegrota","Symplocos aegrota","isosintipo","Glaziou, AFM","17696","Southern America","Brasil","Rio de Janeiro",NA,NA,NA,"IAN094278","Dicotiledônea",NA,"Brand","1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:20:09-03","ESALQ","ESA","99665","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","densiflora","Symplocos densiflora",NA,"Schumm, L.","62.0",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA099665","Magnoliophyta",NA,NA,"2004","08","01","Bocaina de Minas",NA,"-44.3946990966797","-22.1674995422363",NA,NA,"ESA099665","Schumm, L.",NA,NA,NA,"35110","auto",NA,NA,NA,NA,NA
"24","2020-11-04 11:20:09-03","ESALQ","ESA","111040","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"Krieger, L.","15132.0",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA111040","Magnoliophyta",NA,NA,"1977","09","29","Serra do caparaó",NA,NA,NA,NA,NA,"ESA111040","Aranha, J.L.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:20:09-03","ESALQ","ESA","15254","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"Barreto, K.D. et al.","1217.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA015254","Magnoliophyta",NA,"Brand","1993","09","22","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,"Torres, R.B.",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"26","2020-11-04 11:20:09-03","ESALQ","ESA","19695","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"Barreto, K.D. et al.","2696.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA019695","Magnoliophyta",NA,"Brand","1994","06","29","São José do Barreiro",NA,"-44.5699996948242","-22.6399993896484",NA,NA,"ESA019695","Aranha Filho, J.L.M.","2004","10","07","30784","auto",NA,NA,NA,NA,NA
"27","2020-11-04 11:20:09-03","ESALQ","ESA","104568","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"Aguiar, O.T.","1152.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA104568","Magnoliophyta",NA,NA,"2002","03","14","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA104568","Franco, G.A.D.C.","2002","03","20","27904","auto",NA,NA,NA,NA,NA
"28","2020-11-04 11:20:09-03","ESALQ","ESA","37378","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12147.0",NA,"Brasil","Minas Gerais",NA,NA,"Arbusto, ca. 3 m alt.; flores alvas.","ESA037378","Magnoliophyta",NA,"brand","1996","09","02","Alto Caparaó","Parque Nacional do Caparaó. Caminho entre Tronqueira e o Pico da Bandeira (20º25'54.0S, 41º48'27.4W). Campo de altitude.","-41.8683013916016","-20.4333000183105","1970","1970","ESA037378","Aranha Filho, J.L.M.",NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA
"29","2020-11-04 11:20:09-03","ESALQ","ESA","87715","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"Mattos, J.","14362.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA087715","Magnoliophyta",NA,"Brand","1966","12","15","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"ESA087715","Bidá, A.","1996","02","15","21048","auto",NA,NA,NA,NA,NA
"30","2020-11-04 11:20:09-03","ESALQ","ESA","34276","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"Ferretti, A.R. et al.","140.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA034276","Magnoliophyta",NA,"Brand",NA,NA,NA,"Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"ESA034276","Aranha Filho, J.L.M.","2004","10","07","38855","auto",NA,NA,NA,NA,NA
"31","2020-11-04 11:20:09-03","ESALQ","ESA","128757","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"Virillo, C.B.","208.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA128757","Magnoliophyta",NA,NA,"2013","04","02","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Serraria - Trilha da Igrejinha","-47.5","-23.9599990844727","463","463",NA,NA,NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA
"32","2015-07-02 14:04:24-03","JBP","HPL","11030","S","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"J.B. Baitello","329",NA,"Brasil","SP",NA,NA,NA,NA,NA,NA,"Brond","1989","12","13","Cunha","Coletado no Parque Estadual da Serra do Mar, bacia D, linha E, árvore avulsa.","-44.96","-23.07",NA,NA,NA,"J.L.M. Aranha Filho","2008","09","17","38855","auto",NA,NA,NA,NA,NA
"33","2015-07-02 14:04:24-03","JBP","HPL","11027","S","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"M.J. Robim & S. Aragaki","819",NA,"Brasil","SP",NA,NA,NA,NA,NA,NA,"Brand","1994","09","09","Campos do Jordão","Coletado no Parque Estadual dos Mananciais; em área de mata de altitude.","-45.59","-22.73",NA,NA,NA,"J.L.M. Aranha Filho","2008","09","17","21048","auto",NA,NA,NA,NA,NA
"34","2019-02-15 11:51:13-02","IPA","IPA","50561","S","Plantae","Symplocaceae","Symplocos","aegrota","Symplocos aegrota",NA,"Barreto, R.A.A.","264","Southern America","Brasil","São Paulo",NA,NA,"Árvore 8m, botão verde. Terrestre.","IPA0050561","Plantae",NA,"Brand","1981","06","24","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,"Vaz, AMS da Fon","1981","10",NA,"21048","auto",NA,NA,NA,NA,NA
"35","2020-10-15 08:12:57-03","ASU","ASU-PLANTS","ASU0050512","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","aegrota","Symplocos aegrota",NA,"G. Hatschbach; M. Hatschbach, J. M. Silva","55522",NA,"Brazil","Minas Gerais",NA,NA,"Arbusto, 2 m, flor creme-esverdeada.",NA,"Magnoliophyta","Ericales","Brand","1991","6","15",NA,"Parque Nacional do Caparao, Caminno ao Pico da Bandeira (Mun. Caparao).","-41.9070053100586","-20.5214126604987","2100",NA,NA,"A. Bida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0059474","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"J. M. Silva; J. Cordeiro","7451",NA,"Brazil","Minas Gerais",NA,NA,"Arbusto 2 m. Frutos imaturos.",NA,"Magnoliophyta","Ericales","Brand","2010","3","9",NA,"Parque Nacional do Caparaó, Trilha de Tronqueira ao Pico da Bandeira (Mun. Alto Caparaó).","-41.874666","-20.433066",NA,NA,NA,"J. Cordeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:46:19-03","UFJF","CESJ","50386","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"V.C. Souza; L.S.Lconi; J. Paula-Souza; F.F. Mazine","12147","América do Sul","Brasil","Minas Gerais",NA,NA,"Campo de altitude. Arbusto, ca. 3m alt., flores alvas.","CESJ050386","Angiosperma",NA,"Brand","1996","09","02","Alto Caparaó","Parque Nacional do Caparaó, Caminho entre Tronqueira (1970m.s.m.) e o Pico da Bandeira (2890 m.s.m., 20º25'54S,41º48'27,4W).","-41.8683013916016","-20.4333000183105",NA,NA,"CESJ050386","J.L.M. Aranha Filho","2010","05",NA,"21645","auto",NA,NA,NA,NA,NA
"38","2019-11-21 14:46:19-03","UFJF","CESJ","15132","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"L. Krieger","CESJ15132","América do Sul","Brasil","Minas Gerais",NA,NA,"Arbusto, a 2600 msm. Flores creme.","CESJ015132","Angiosperma",NA,"Brand","1977","09","29",NA,"Serra do Caparaó",NA,NA,NA,NA,"CESJ015132","J.L.M. Aranha Filho","2009","05",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:46:19-03","UFJF","CESJ","22292","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"R.F. Novelino; et alii","0136","América do Sul","Brasil","Minas Gerais",NA,NA,"Arbusto, ca. 3m de altura, à beira d'água, frutos maduros e submaturos. Entre a Tronqueira e o Terreirão.","CESJ022292","Angiosperma",NA,"Brand","1988","04","29",NA,"Parque Nacional do Caparaó",NA,NA,NA,NA,"CESJ022292","J.L.M. Aranha Filho","2009","05",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 14:46:19-03","UFJF","CESJ","70305","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"J.H.C. Ribeiro","635","América do Sul","Brasil","MInas Gerais",NA,NA,"Árvore, 9m, no interior de floresta nebular. Flores creme . Indivíduo 2855 da fitossociologia.","CESJ070305","Angiosperma",NA,"Brand","2015","09","14","Baependi","Parque Estadual da Serra do Papagaio, Chapadão","-44.738889","-22.127222","1964","1964",NA,"J.H.C. Ribeiro","2017",NA,NA,NA,NA,NA,"-44.738889","-22.127222",NA,NA
"41","2019-11-21 14:46:19-03","UFJF","CESJ","53470","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"P.L. Viana; N.F.O. Mota","1982","América do Sul","Brasil","Minas Gerais",NA,NA,"Arvoreta em borda de mata nebular.","CESJ053470","Angiosperma",NA,"Brand","2006","02","26","Rio Preto","Serra Negra, região do burro de ouro.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"L. Meireles","2010","03",NA,"20815","auto",NA,NA,NA,NA,NA
"42","2019-11-21 14:46:19-03","UFJF","CESJ","66905","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","cf. falcata","Symplocos cf. falcata",NA,"L.D. Santana; J.H.C. Ribeiro; T.R. Fonseca; D.R.Nascimento","75","América do Sul","Brasil","MInas Gerais",NA,NA,"Árvore, ca 5m. Área sombreada, perto do curso d'água. Botões esverdeados, folha levemente discolor. Próximo ao curso d'água. Altitude 1650 m.s.m.","CESJ066905","Angiosperma",NA,"Brand","2014","07","07","Baependi","Parque Estadual da Serra do Papagaio, Vale do Rio Santo Angostinho/ Interior da FOM Aluvial","-44.8899993896484","-21.9589004516602",NA,NA,NA,"L.D. Santana","2015","01","13","29865","auto",NA,NA,NA,NA,NA
"43","2021-03-01 16:42:12-03","UNICAMP","UEC","200362","S","Plantae","Symplocaceae","Symplocos","densiflora","Symplocos densiflora",NA,"Monge, M; Leoni, BS; Scatigna, AV","1231",NA,"Brazil","Espirito Santo",NA,NA,"Arbusto, ramoso, flores alvas.; Floresta Estacional Montana","UEC177455","Magnoliopsida",NA,"Brand","2012","09","19","Iúna","Parque Nacional do Caparaó. Vale Encantado. Córrego José Pedro","-41.670556","-20.359167",NA,NA,"UEC177455","Monge, M",NA,NA,NA,NA,NA,NA,"-41.670556","-20.359167",NA,NA
"44","2019-08-20 10:27:11-03","UNICAMP","UEC","1327","S","Plantae","Symplocaceae","Symplocos","densiflora","Symplocos densiflora",NA,"Cruz, ND; Shepherd, GJ; et al.","6388",NA,"Brazil","Minas Gerais",NA,NA,"flor, Beira da mata e campo abeto, caminho para a cascatinha. Arbusto até 2m . Flores creme.",NA,"Magnoliopsida",NA,"Brand","1977","11","18",NA,"Serra da Caraça, 70km suleste de B. Hori",NA,NA,NA,NA,NA,"Bidá, A","1996","05",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-20 10:27:11-03","UNICAMP","UEC","92554","S","Plantae","Symplocaceae","Symplocos","densiflora","Symplocos densiflora",NA,"Bertani, DF; Souza, VC; Rodrigues, RR; Franciosi, ERN; Albuquerque, LB; Yamamoto, LF; Ta","1",NA,"Brazil","São Paulo",NA,NA,"flor e fruto, Floresta ombrófila densa montanha, floresta secundária com aproximadamente 15 anos de regeneração. Arbusto de 2,5m de altura.",NA,"Magnoliopsida",NA,"Brand","1996","12","13","Cunha","Núcleo Cunha","-45.036111","-23.239444",NA,NA,NA,"Bidá, A","2000","02",NA,NA,NA,NA,"-45.036111","-23.239444",NA,NA
"46","2019-08-20 10:27:11-03","UNICAMP","UEC","144152","S","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"Aranha, JLM; Monge, M; Shimizu, GH","43",NA,"Brazil","Minas Gerais",NA,NA,"Beira de mata. Árvore de ca. 4 m de altura. Lobos da corola alvos, ascendentes a patentes, estigma esverdeado. Estames cobrindo totalmente o estigma a parcialmente. Anel epigínico variando de verde a totalmente alaranjado. Início de floração",NA,"Magnoliopsida",NA,"Brand","2006",NA,NA,"Camanducaia","Distrito Monte Verde, Início da estrada para São Francisco Xavier, próximo da entrada para a Pedra Redonda e Pedra Partida","-46","-22","1850","1850",NA,"Aranha, JLM","2006",NA,NA,NA,NA,NA,"-46","-22",NA,NA
"47","2021-03-01 16:42:12-03","UNICAMP","UEC","147365","S","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"Krieger, L","15132",NA,"Brazil","Minas Gerais",NA,NA,"Arbusto, a 2.600m, flores creme.",NA,"Magnoliopsida",NA,"Brand","1977","09","29",NA,"Serra do Caparaó",NA,NA,NA,NA,NA,"Aranha, JLM","2009","05",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:42:12-03","UNICAMP","UEC","147369","S","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"Krieger, L","0136",NA,"Brazil","Minas Gerais",NA,NA,"Arbusto, ca. 3m de altura, à beira d#?#água, frutos maduros e sub-maduros. Entre a Tronqueira e o Terreirão.",NA,"Magnoliopsida",NA,"Brand","1988","04","30",NA,"Serra do Caparaó",NA,NA,NA,NA,NA,"Aranha, JLM","2009","05",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-20 10:27:11-03","UNICAMP","UEC","147897","S","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"Pedreira, G","470",NA,"Brazil","Minas Gerais",NA,NA,NA,NA,"Magnoliopsida",NA,"Brand","2008","03","04",NA,"Parque Estadual do Itacolomi, Floresta Paludosa de Altitude",NA,NA,NA,NA,NA,"Aranha, JLM","2008","04",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:42:12-03","UNICAMP","UEC","156886","S","Plantae","Symplocaceae","Symplocos","falcata","Symplocos falcata",NA,"Souza, VC; Leoni, BS; Souza, JP; Mazine, FF","12147",NA,"Brazil","Minas Gerais",NA,NA,"Arbusto, ca. 3 m alt.: flore alvas.","UEC008830","Magnoliopsida",NA,"Brand","1996","09","02","Alto Caparaó","Parque Nacional do Caparaó, Caminho entre Tronqueira e o Pico da Bandeira. Campo de altitude.","-41.807611","-20.431667","1970","1970","UEC008830","Aranha, JLM","2006","09",NA,NA,NA,NA,"-41.807611","-20.431667",NA,NA
