"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","typeStatus","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"96","2021-03-01 16:37:01-03","UNICAMP","UEC","12247","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C","Heringer, EP","12885","1973","09","26",NA,"Brazil","Distrito Federal","Brasília","Catetinho","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore copada, folhas perenes, flores pequenas nas pontas dos ramos, cremes","UEC110408","UEC110408",NA,"70570","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-01 16:37:01-03","UNICAMP","UEC","21312","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C","Heringer, EP","15515","1976","05","05",NA,"Brazil","Distrito Federal","Brasília","Catetinho","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore 8m de altura, folhagem permanente, flores alvas, frutos bagas vermelhos.; Mata de geleria fechada","UEC110390","UEC110390",NA,"70570","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-01 16:37:01-03","UNICAMP","UEC","21351","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C","Heringer, EP","14820","1975","08","03",NA,"Brazil","Distrito Federal","Brasília","Catetinho","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore de 8m, copada perenifolia, flores brancas, raras, somente em alguns galhos.; Mata de galeria alta, sombreada","UEC110393","UEC110393",NA,"70570","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-01 16:37:01-03","UNICAMP","UEC","12313","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C","Heringer, EP","14789","1975","08","01",NA,"Brazil","Distrito Federal","Brasília","Estação Florestal Cabeça do Veado","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore com 10m de altura, esgalhada, caule com 30cm de diametro, flores pequenas brancas pernifolia. Produz fruto alimento para passarinhos","UEC110419","UEC110419",NA,"70570","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-01 16:37:01-03","UNICAMP","UEC","21347","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C","Heringer, EP","14789","1975","08","01",NA,"Brazil","Distrito Federal","Brasília","Estação Florestal Cabeça do Veado","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore com 10m de altura, esgalhada, caule com 30cm de diametro, flores pequenas brancas pernifolia. Produz fruto alimento para passarinhos","UEC110398","UEC110398",NA,"70570","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-01 16:37:01-03","UNICAMP","UEC","21348","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C","Heringer, EP","14792","1975","08","02",NA,"Brazil","Distrito Federal","Brasília","Reserba Biológica de Águas Emendadas","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore com 12m, esgalhada, flores abundantes brancas. Frutos alimento para passarinhos","UEC110403","UEC110403",NA,"70570","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-01 16:37:01-03","UNICAMP","UEC","21346","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Souza, MC","Heringer, EP","14801","1975","08","02",NA,"Brazil","Distrito Federal","Brasília","Reserva das Águas Emendadas","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore com 10m, caule esfoliante ereto, galhada com flores alvas, abundantes, frutos alimento de passarinhos.; Mata Ciliar úmida, margem do corrego Alexandre Brade","UEC110414","UEC110414",NA,"70570","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-01 16:37:01-03","UNICAMP","UEC","12309","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Souza, MC","Heringer, EP","14801","1975","08","02",NA,"Brazil","Distrito Federal","Brasília","Reserva das Águas Emendadas","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore com 10m, caule esfoliante ereto, galhada com flores alvas, abundantes, frutos alimento de passarinhos.; Mata Ciliar úmida, margem do corrego Alexandre Brade","UEC110401","UEC110401",NA,"70570","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-01 16:37:01-03","UNICAMP","UEC","12312","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C","Semir, J","14792","1975","08","02",NA,"Brazil","Distrito Federal","Brasília","Reserva das Águas Emendadas","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore com 12 metros, esgalhada, flores abundantes brancas. Frutos alimento para passarinhos; Mata Ciliar úmida, margem do córrego, Alexandre Brade","UEC110405","UEC110405",NA,"70570","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-01 16:37:01-03","UNICAMP","UEC","21349","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg",NA,"Heringer, EP","15872","1976","06","12",NA,"Brazil","Distrito Federal","Brasília","Sobradinh- Fercal","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Arbustinho com 1,5 de altura, flores em inflorescência anuais; Cerrado seco, montanhoso, com arbustos espaçosos sujeito ao fogo periódico","UEC110404","UEC110404",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-01 16:37:01-03","UNICAMP","UEC","32343","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C","Heringer, EP; et al.","5363","1980","08","27",NA,"Brazil","Distrito Federal","Brasília","Taguatinga, Mata vizinha ao estádio Serejão","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Árvore, folhas glabras, flores alvas caindo facilmente, mata.","UEC110412","UEC110412",NA,"70570","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 16:37:01-03","UNICAMP","UEC","21370","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C","Heringer, EP","17369","1979","08","15",NA,"Brazil","Goiás","Luziânia","Mansões Reunidas Heringer","-47.9502983093262","-16.2525005340576",NA,NA,NA,"Árvore com 5m de altura, mata ciliar, margem de córrego, sólo fértil úmido, flores em botões abuntantes","UEC110409","UEC110409",NA,"83221","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 16:37:01-03","UNICAMP","UEC","33423","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C","Heringer, EP; et al.","7248","1981","08","29",NA,"Brazil","Goiás","Luziânia","Rio Vermelho, 11km abaixo da cidade de Luiziana - GO.","-47.9502983093262","-16.2525005340576",NA,NA,NA,"Árvore ca. 8m de altura; folhas glabras, flores brancas.; Mata Ciliar","UEC110395","UEC110395",NA,"83221","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-01 16:37:01-03","UNICAMP","UEC","182837","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Sobral, M","Torres, RB","1429","2001","07","17",NA,"Brazil","Minas Gerais","Camanducaia","Mata do Eduardo.","-46.1446990966797","-22.7553005218506",NA,NA,NA,"Árvore de 17m alt., flores esverdeadas, cálice avermelhado.; Dossel.","UEC103037","UEC103037",NA,"22140","auto","2002",NA,NA,NA,"08",NA,NA,NA,NA,NA,NA
"110","2021-03-01 16:37:01-03","UNICAMP","UEC","51353","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Turma de 1992","Leitão Filho, HF; et al.","21861","1989","07","04",NA,"Brazil","Minas Gerais","Diamantina","A 15km da cidade, mata.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Árvore ca. 7,5m de altura, botões esverdeados","UEC110416","UEC110416",NA,"101169","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-01 16:37:01-03","UNICAMP","UEC","12314","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C","Semir, J; Sazima, M","5063","1974","07","06",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 127 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,"Árvore no interior da Mata Ciliar. Só botões","UEC110406","UEC110406",NA,"31264","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-01 16:37:01-03","UNICAMP","UEC","95529","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C","Souza, SB","1255","1994","08","21",NA,"Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa","-46.3675003051758","-21.3264007568359",NA,NA,NA,"Árvore. Natural estéril na trilha; Mata da olaria","UEC110400","UEC110400",NA,"16667","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:37:01-03","UNICAMP","UEC","24227","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C","Yamamoto, K; et al.","1074","1981","07","16",NA,"Brazil","Minas Gerais","Poços de Caldas","Escrube da Sta. Rosália","-46.5614013671875","-21.7877998352051",NA,NA,NA,"Árvore de 10m, flores brancas. Em área de mata de altitude","UEC110399","UEC110399",NA,"23696","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:37:01-03","UNICAMP","UEC","24228","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C","Yamamoto, K; et al.","1075","1981","07","16",NA,"Brazil","Minas Gerais","Poços de Caldas","Escrube de Sta. Rosália","-46.5614013671875","-21.7877998352051",NA,NA,NA,"ÁRVORE ATÉ 12M, FLORES EM BOTÃO, COM CÁLICE AVERMELHADO.; Mata de altitude","UEC110410","UEC110410",NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:37:01-03","UNICAMP","UEC","59765","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg",NA,"Araújo, GM","591","1989","08","17",NA,"Brazil","Minas Gerais","Uberlandia","Fazenda Experimental do Glória","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Árvore 8m; Mata mesófila semidecídua","UEC110391","UEC110391",NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:37:01-03","UNICAMP","UEC","60601","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg",NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","4408","1984",NA,NA,NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra - Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,"Mata","UEC104505","UEC104505",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-01 16:37:01-03","UNICAMP","UEC","60618","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg",NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","1199","1984",NA,NA,NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra - Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,"Mata","UEC104504","UEC104504",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:37:01-03","UNICAMP","UEC","47278","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg",NA,"Gentry, A; Silva, A","58737","1987","08","27",NA,"Brazil","São Paulo","Campinas","Santa Genebra Forest Reserve, Barão Geraldo, near Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,"Tree 5cm dbh, sterile","UEC111560","UEC111560",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-01 16:37:01-03","UNICAMP","UEC","381635","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg",NA,"Fonzar, LPCM; Leitão Filho, HF","17680","1985","06","12",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Mirante.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"Arvoreta até 6m, flores brancas, folhas novas purpureas; Mata de altitude","UEC110411","UEC110411",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-01 16:37:01-03","UNICAMP","UEC","40353","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg",NA,"Morellato, LPC; Rodrigues, RR","17845","1984","08","28",NA,"Brazil","São Paulo","Jundiaí","Serra do Japí, Mirante.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"Árvore, 5m de altura, flores brancas","UEC110392","UEC110392",NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-06 09:56:44-03","UFOP","OUPR","19163","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Sobral, M.","Pedreira, G.","s.n.","2004","02",NA,NA,"Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,"Floresta Paludosa.",NA,NA,NA,NA,NA,"2004",NA,NA,NA,"02",NA,NA,NA,NA,NA,NA
"122","2019-12-18 15:50:53-03","UFOP","OUPR","28384","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Silva, T.C.","Silva, T.C. da; Cardoso, R.C.","145","2012","09","06",NA,"Brasil","Minas Gerais","Ouro Preto","Serra da Brígida, APA Cachoeira das Andorinhas - Trilha para Serra do Veloso.","-43.517","-20.36515","1586","1586",NA,"Arbusto, ca. 3m, se flor, fruto pouco vistoso. Canga.",NA,NA,NA,NA,NA,"2103",NA,"-43.517","-20.36515","01","25",NA,NA,NA,NA,NA
"123","2019-11-06 09:56:44-03","UFOP","OUPR","21653","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Sobral, M.","Bünger, M.O.; Scalon, V.R. & Silva, J.L.","16","2007","10","29",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Descida Morro do Cachorro.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto. Folha dística. Campo rupestre quartzítico.",NA,NA,NA,"44599","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-04 13:19:31-03","UDESC","LUSC","6023","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","F.F.Mazine","F.F.Mazine; W.Forster & M.Sobral","222","1999","10","20",NA,"Brasil","Minas Gerais","Caparaó","Parque Nacional do Caparaó, Estrada para a Tronqueira, lado direito de quem sobe.","-41.9043998718262","-20.523099899292",NA,NA,NA,"Doação ESA 62646; Frutos verdes, avermelhados (amadurecendo)","LUSC007617","LUSC007617",NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-04 13:19:31-03","UDESC","LUSC","8012","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Aguiar, O.T.","Aguiar, O.T.; Dias, A.C.","1196","2002","03","13",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho.","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"LUSC007612","LUSC007612",NA,"27904","auto","2002",NA,NA,NA,"03","17",NA,NA,NA,NA,NA
"126","2020-12-04 13:19:31-03","UDESC","LUSC","7124","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","F.F.Mazine & V.C.Souza","F.T. Farah; et.al","2210","2001","04","13",NA,"Brasil","São Paulo","São Paulo","Parque estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Botões verdes","LUSC007618","LUSC007618",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-10-14 10:03:40-03","FURB","FURB","41301","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Oliveira, M","Silva, L.Q.; Oliveira, M.","37","2011","06","20",NA,"Brasil","Distrito Federal","Brasília","Lago Sul.","-47.9296989440918","-15.7797002792358","1053","1053",NA,NA,"FURB33723","FURB33723",NA,"70570","auto","2011",NA,NA,NA,"06",NA,NA,NA,NA,NA,NA
"128","2020-10-14 10:03:40-03","FURB","FURB","1911","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora cipoensis",NA,"Sobral, M","Hatschbach, G.; Zelma, F.J.","49780","1985","09","17",NA,"Brasil","Minas Gerais","Diamantina","Rodovia P/C. Magalhães.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"FURB02614","FURB02614","cipoensis","101169","auto","2009",NA,NA,NA,"07","17",NA,NA,NA,NA,NA
"129","2020-04-27 16:10:51-03","UFES","VIES","5632","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Barroso, G.M.","Rosa, L.V.; Gomes, J.M.L.","114","1991","06","06",NA,"Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES005632","VIES005632",NA,"28401","auto","1992",NA,NA,NA,"03",NA,NA,NA,NA,NA,NA
"130","2020-06-29 09:31:41-03","UFRRJ","RBR","42350","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","L.F. Gonçalves","L.F. Gonçalves","311","2016","08","22",NA,"Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos. Margem do Rio Soberbo. Parque Nacional da Serra dos Órgãos","-43.001944","-22.4925","387","387",NA,NA,"RBR00042350","RBR00042350",NA,NA,NA,NA,NA,"43º0'7''W","22º29'33''S",NA,NA,NA,NA,NA,NA,NA
"131","2020-06-18 10:58:15-03","UFRRJ","RBR","45438","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg",NA,"M.C. Souza","995","2011","07","28",NA,"Brasil","Rio de Janeiro","Paraty","Mambucaba. Próximo a cachoeira de coleta dágua para abastecimento da Vila de Mambucaba - Furnas.","-44.560833","-23.026667",NA,NA,NA,NA,"RBR00045438","RBR00045438",NA,NA,NA,NA,NA,"44º33'39''W","23º1'36''S",NA,NA,NA,NA,NA,NA,NA
"132","2020-06-18 10:58:15-03","UFRRJ","RBR","46781","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg",NA,"M.C. Souza","1144","2012","12","08",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Beira da estrada para Conceição do Mato Dentro (MG-010).","-43.6025","-19.297222","1162","1162",NA,NA,"RBR00046781","RBR00046781",NA,NA,NA,NA,NA,"43º36'9''W","19º17'50''S",NA,NA,NA,NA,NA,NA,NA
"133","2020-06-29 09:31:41-03","UFRRJ","RBR","8383","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","M.C. Souza","B.A.S. Pereira","2919","1995","10","20",NA,"Brasil","Goiás","Alvorada do Norte",NA,"-46.4921989440918","-14.4807996749878",NA,NA,NA,NA,"RBR00008383","RBR00008383",NA,"45394","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-06-29 09:31:41-03","UFRRJ","RBR","36845","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","M.C. Souza","B.A.S. Pereira","1280","1985","08","01",NA,"Brasil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"RBR00036845",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-06-29 09:31:41-03","UFRRJ","RBR","36844","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg",NA,"G. Martinelli","11939","1986","11","27",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Res. Ecológica Municipal de Macaé de Cim","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"RBR00036844",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-06-29 09:31:41-03","UFRRJ","RBR","46676","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","M.E.F. Pinto","M.E.F. Pinto; M. Afonso","22","2019","12","23",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Mata Próxima ao campo de Futebol de Stucky","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"RBR00046676","RBR00046676",NA,"33190","auto","2020",NA,NA,NA,"03","13",NA,NA,NA,NA,NA
"137","2013-04-01 09:19:51-03","IPT","BCTW","19972","S","Plantae","Magnoliophyta",NA,NA,"Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg",NA,"Lorenzi, H.","49",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"138","2020-12-21 16:37:43-03","MBM","MBM","69663","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","chnoosepala","Siphoneugena chnoosepala","(Kiaersk.) Kausel","Sobral, M.","Irwin, H.S.; et al.; et al.","8882","1965","10","02","Southern America","Brazil","Distrito Federal",NA,"10km N of Planaltina",NA,NA,NA,NA,NA,NA,"MBM069663","MBM069663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:37:43-03","MBM","MBM","72413","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","chnoosepala","Siphoneugena chnoosepala","(Kiaersk.) Kausel","Sobral, M.","Irwin, H.S.; et al.; et al.","5151","1964","08","15","Southern America","Brazil","Distrito Federal",NA,"2km E of Brasília",NA,NA,NA,NA,NA,NA,"MBM072413","MBM072413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:37:43-03","MBM","MBM","69662","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","chnoosepala","Siphoneugena chnoosepala","(Kiaersk.) Kausel","Sobral, M.","Irwin, H.S.; et al.; et al.","10516","1965","11","19","Southern America","Brazil","Goiás","Cabeceiras","25km E of Cabeceiras","-46.926700592041","-15.8006000518799",NA,NA,NA,NA,"MBM069662","MBM069662",NA,"34345","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:37:43-03","MBM","MBM","66532","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","chnoosepala","Siphoneugena chnoosepala","(Kiaersk.) Kausel","Sobral, M.","Hatschbach, G.","43123","1980","08","14","Southern America","Brazil","Goiás","Cristalina","Fazenda Bela Vista","-47.6136016845703","-16.7686004638672",NA,NA,NA,NA,"MBM066532","MBM066532",NA,"85457","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:37:43-03","MBM","MBM","235740","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","chnoosepala","Siphoneugena chnoosepala","(Kiaersk.) Kausel","Kawasaki, M.L.","Giulietti, A.M.; et al.; et al.","5677","1979","08","16","Southern America","Brazil","Minas Gerais","Santana do Riacho","Estrada da Usina","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM235740","MBM235740",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:37:43-03","MBM","MBM","230980","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Sobral, M.","Motta, J.T.","1339","1988","08","24","Southern America","Brazil","Minas Gerais","Poços de Caldas","Retiro Branco","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"MBM230980","MBM230980",NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:37:43-03","MBM","MBM","65782","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Kawasaki, M.L.","Rotta, E.","s.n.","1979","11","07","Southern America","Brazil","Paraná","Colombo","Estrada da Ribeira, Embrapa","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"MBM065782","MBM065782",NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:37:43-03","MBM","MBM","410124","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Proença, C.","Martinelli, G.; Leitman, M.; Leitman, M.","11813","1986","10","25","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Mury. Macaé de Cima, nascente do Rio das Flores.","-42.5311012268066","-22.2819004058838","1100","1100",NA,"Arbusto 4,5 m; ciófila; folhas discolores; flores com cálice verde, corola alva, estames alvos, botões florais alvacentos, casca lisa, copa bastante ramificada; flores em álcool 70%.; Matas remanescentes da floresta pluvial costeira.","MBM410124","MBM410124",NA,"33190","auto","2017",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA
