"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"1610","2015-09-05 09:42:11-03","MNHN","RECOLNAT_MNHN_P","P05573993","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P05573993","P05573993_01","Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573993' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1156",NA
"1611","2015-09-05 09:42:11-03","MNHN","RECOLNAT_MNHN_P","P05573994","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P05573994","P05573994_01","Brésil, Rio Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573994' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1156",NA
"1612","2015-09-05 09:42:11-03","MNHN","RECOLNAT_MNHN_P","P05573995","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P05573995","P05573995_01","Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573995' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1156",NA
"1613","2015-09-05 09:42:11-03","MNHN","RECOLNAT_MNHN_P","P05573997","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"P05573997","P05573997_01","Brésil. Brasil, América do Sul",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573997' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1156",NA
"1614","2015-09-05 09:42:11-03","MNHN","RECOLNAT_MNHN_P","P05573998","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"P05573998","P05573998_01",". Brasil, América do Sul",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573998' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1156",NA
"1615","2015-09-05 09:42:11-03","MNHN","RECOLNAT_MNHN_P","P05573999","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Gaudichaud","1833","1","1","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"P05573999","P05573999_01","Brésil Province de San Paolo. Brasil, América do Sul",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573999' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"990",NA
"1616","2015-09-05 09:42:11-03","MNHN","RECOLNAT_MNHN_P","P05574003","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P05574003","P05574003_01","Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05574003' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1155",NA
"1617","2015-09-05 09:42:11-03","MNHN","RECOLNAT_MNHN_P","P05574005","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Gaudichaud","1833","1","1","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"P05574005","P05574005_01","Brésil. Province. São Paulo, Sudeste, Brasil, América do Sul",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05574005' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"972",NA
"1618","2015-09-05 09:36:49-03","MNHN","RECOLNAT_MNHN_P","P05574019","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Blanchet","1845","1","1","Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"P05574019","P05574019_01","Brésil. Bahia, Nordeste, Brasil, América do Sul",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05574019' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3440",NA
"1619","2015-09-05 09:36:50-03","MNHN","RECOLNAT_MNHN_P","P05574027","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Blanchet",NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"P05574027","P05574027_01","Bahia. Bahia, Nordeste, Brasil, América do Sul",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05574027' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3440",NA
"1620","2015-09-05 07:46:03-03","MNHN","RECOLNAT_MNHN_P","P00635152","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia goyazensis","Glaz.",NA,NA,NA,NA,"Glaziou, A.","1895","7","16","Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00635152","P00635152_01","Goyaz: Sommet des Pyreneos, entre les rochers",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635152' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"goyazensis","type",NA,NA,NA,NA,NA,NA,"22140",NA
"1621","2015-09-05 07:46:03-03","MNHN","RECOLNAT_MNHN_P","P00635153","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia goyazensis","Glaz.",NA,NA,NA,NA,"Glaziou, A.","1895","7","16","Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00635153","P00635153_01","Goyaz: Sommet des Pyreneos, entre les rochers",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635153' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"goyazensis","isotype",NA,NA,NA,NA,NA,NA,"22140",NA
"1622","2013-11-04 16:49:41-02","MNHN","RECOLNAT_MNHN_P","P00635145","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","(Miq.) Müll.Arg.","Secco",NA,NA,NA,"Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00635145","P00635145_01","Province de Bahia : Jacobine",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635145' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"parvifolia","isotype",NA,NA,NA,NA,NA,NA,"3594",NA
"1623","2015-09-25 02:43:59-03","MNHN","RECOLNAT_MNHN_P","P00635146","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","(Miq.) Müll.Arg.",NA,NA,NA,NA,"Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00635146","P00635146_01","Province de Bahia : Jacobine",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635146' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"parvifolia","isotype",NA,NA,NA,NA,NA,NA,"3594",NA
"1624","2016-08-22 15:04:16-03","MNHN","RECOLNAT_MNHN_P","P00635147","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","(Miq.) Müll.Arg.",NA,NA,NA,NA,"Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00635147","P00635147_01","Province de Bahia : Jacobine",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635147' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"parvifolia","isotype",NA,NA,NA,NA,NA,NA,"3594",NA
"1625","2013-09-04 16:31:51-03","MNHN","RECOLNAT_MNHN_P","P00635148","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","(Miq.) Müll.Arg.",NA,NA,NA,NA,"Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00635148","P00635148_01","Province de Bahia : Jacobine",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635148' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"parvifolia","isotype",NA,NA,NA,NA,NA,NA,"3594",NA
"1626","2013-11-18 16:12:12-02","MNHN","RECOLNAT_MNHN_P","P00635149","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","(Miq.) Müll.Arg.",NA,NA,NA,NA,"Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00635149","P00635149_01","Province de Bahia : Jacobine",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635149' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"parvifolia","isotype",NA,NA,NA,NA,NA,NA,"3594",NA
"1627","2015-09-05 08:09:57-03","MNHN","RECOLNAT_MNHN_P","P04786647","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Schnell, R.","1958","8","25","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"P04786647","P04786647_01","Brésil, Forêt de l´Institut Botanique de São Paulo. São Paulo, São Paulo, Sudeste, Brasil, América do Sul",NA,"Plantes d'Amérique Tropicale. Voyage au Brésil Août-Novembre 1958. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04786647' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,"8451",NA
"1628","2015-09-05 09:42:10-03","MNHN","RECOLNAT_MNHN_P","P05573950","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Glaziou, A.","1892","1","4","Brasil","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"P05573950","P05573950_01","Brésil, Rio Jan., Alto Macahé. Nova Friburgo, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573950' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,"19854",NA
"1629","2015-09-05 09:42:11-03","MNHN","RECOLNAT_MNHN_P","P05573975","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Glaziou, A.","1868","12","30","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"P05573975","P05573975_01","Brésil, Rio Janeiro, Quinta et a Gavea. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573975' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"3103",NA
"1630","2015-09-05 09:42:10-03","MNHN","RECOLNAT_MNHN_P","P05573947","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Glaziou, A.","1876","10","19","Brasil","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"P05573947","P05573947_01","Brésil, Rio Jan., Maxambomba. Nova Iguaçu, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573947' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,"8920",NA
"1631","2015-09-05 09:42:11-03","MNHN","RECOLNAT_MNHN_P","P05573982","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Glaziou, A.","1876","10","19","Brasil","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"P05573982","P05573982_01","Brésil, Rio Jan., Maxambomba. Nova Iguaçu, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573982' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,"8920",NA
"1632","2015-09-05 09:42:11-03","MNHN","RECOLNAT_MNHN_P","P05573988","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Glaziou, A.","1868","12","30","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"P05573988","P05573988_01","Brésil, Rio Jan., Quinta. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573988' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"3102",NA
"1633","2015-09-05 09:42:10-03","MNHN","RECOLNAT_MNHN_P","P05573943","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Krapovickas, A.|Cristóbal, C.L.|Mariñak, V.","1973","2","11","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"P05573943","P05573943_01","Entre Barra da Tijuca Y Recreio dos Bandeirantes. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573943' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"23217",NA
"1634","2015-09-05 07:04:53-03","MNHN","RECOLNAT_MNHN_P","P04835585","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Rambo, B.","1933","11","16","Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"P04835585","P04835585_01",". Porto Alegre, Rio Grande do Sul, Sul, Brasil, América do Sul",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04835585' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"1635","2015-09-05 09:42:11-03","MNHN","RECOLNAT_MNHN_P","P05573980","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Glaziou, A.","1868","11","30","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"P05573980","P05573980_01","Quinta. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,". . Reçu le 10 Janvier 1876 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573980' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"3102",NA
"1636","2015-09-05 09:42:11-03","MNHN","RECOLNAT_MNHN_P","P05573976","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Glaziou, A.","1868","11","30","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"P05573976","P05573976_01","Quinta. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573976' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"3103",NA
"1637","2015-09-05 09:42:10-03","MNHN","RECOLNAT_MNHN_P","P05573941","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Mexia, Y.","1930","11","17","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"700",NA,"P05573941","P05573941_01","Road to Cajurý; Fazenda F. Lopez. Viçosa, Minas Gerais, Sudeste, Brasil, América do Sul",NA,". . Reçu le 5 Avril 1934 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05573941' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,"5309",NA
"1638","2015-09-05 09:42:11-03","MNHN","RECOLNAT_MNHN_P","P05574006","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,"Fróes, R.L.","1945","4",NA,"Brasil","Amazonas","São Paulo de Olivença","-68.8724975585938","-3.37832999229431",NA,NA,NA,NA,"P05574006","P05574006_01",". São Paulo de Olivença, Amazonas, Norte, Brasil, América do Sul",NA,"Plantas da Amazônia. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05574006' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,"362329","auto",NA,NA,NA,NA,"20791",NA
"1639","2013-11-04 16:49:41-02","MNHN","RECOLNAT_MNHN_P","P00635145","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","(Miq.) Müll.Arg.","Secco",NA,NA,NA,"Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00635145","P00635145_01","Province de Bahia : Jacobine",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635145' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"parvifolia","isotype",NA,NA,NA,NA,NA,NA,"3594",NA
"1640","2015-09-25 02:43:59-03","MNHN","RECOLNAT_MNHN_P","P00635146","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","(Miq.) Müll.Arg.",NA,NA,NA,NA,"Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00635146","P00635146_01","Province de Bahia : Jacobine",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635146' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"parvifolia","isotype",NA,NA,NA,NA,NA,NA,"3594",NA
"1641","2016-08-22 15:04:16-03","MNHN","RECOLNAT_MNHN_P","P00635147","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","(Miq.) Müll.Arg.",NA,NA,NA,NA,"Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00635147","P00635147_01","Province de Bahia : Jacobine",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635147' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"parvifolia","isotype",NA,NA,NA,NA,NA,NA,"3594",NA
"1642","2013-09-04 16:31:51-03","MNHN","RECOLNAT_MNHN_P","P00635148","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","(Miq.) Müll.Arg.",NA,NA,NA,NA,"Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00635148","P00635148_01","Province de Bahia : Jacobine",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635148' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"parvifolia","isotype",NA,NA,NA,NA,NA,NA,"3594",NA
"1643","2013-11-18 16:12:12-02","MNHN","RECOLNAT_MNHN_P","P00635149","PreservedSpecimen",NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","(Miq.) Müll.Arg.",NA,NA,NA,NA,"Blanchet, J.S.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00635149","P00635149_01","Province de Bahia : Jacobine",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635149' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,"parvifolia","isotype",NA,NA,NA,NA,NA,NA,"3594",NA
"1644","2020-10-01 14:22:12-03","JBB","HEPH","31061","S","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","Oliveira, MS","2015","05",NA,"Rosa, PO; Chacon, RG; Soares, ACA; Oliveira, MS","2015","05","14","Brasil","Goiás","Cristalina","-47.685556","-16.731111","-47.685556","-16.731111","1042","1042",NA,NA,"RPPN Linda Serra dos Topázios, Estrada à direita da entrada após as mangueiras antes do Rio Topázios","1503",NA,"Southern America",NA,NA,"Dicotyledon","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","2020-10-01 14:22:12-03","JBB","HEPH","29020","S","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","Sordi, SJ de","2008",NA,NA,"Sordi, SJ de; Almeida, RF","2007","12","05","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"São Paulo - SP. Parque Burle Marx - borda do lago.","158",NA,"Southern America",NA,NA,"Dicotyledon","Malpighiales",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"1646","2020-10-01 14:22:12-03","JBB","HEPH","29021","S","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.","Almeida, RF","2008",NA,NA,"Almeida, RF","2008","09","11","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"São Paulo - SP. Parque Independência - Bosque atras do Museu Paulista - junto ao Gradil da Rua Padre Marchetti.","157","(Voucher de levantamento florístico (FACIS/PMSP.)","Southern America",NA,NA,"Dicotyledon","Malpighiales",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"1647","2020-12-11 11:35:13-03","UFMG","BHCB","42013","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648","2020-12-11 11:35:13-03","UFMG","BHCB","46974","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649","2020-12-11 11:35:13-03","UFMG","BHCB","47014","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650","2020-12-11 11:35:13-03","UFMG","BHCB","47328","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
