"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag"
"1","2021-03-15 16:37:00-03","NY","NYBG","00681931","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","kuhlmannii","Allantoma kuhlmannii","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","C. A. Cid Ferreira","8800","1987","04","11","South America","Brazil","Rondônia","Mun. Guajará-Mirim. Chapada dos Pacaás Novos a 10 km da cidade de Guajará Mirim, próximo a BR-425.","-65.25","-10.72","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=811563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00681931","NY00681931_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","809955","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Allantoma","kuhlmannii","Allantoma kuhlmannii","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Y.-Y. Huang; S. A. Mori","C. A. Cid Ferreira","8800","1987","04","11","South America","Brazil","Rondônia","Chapada dos Pacaás Novos, a 10 km da cidade de Guajará-Mirim, próximo a BR-425.","-65.25","-10.72","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812315' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809955","NY00809955_01","Guajará-Mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-30 12:39:26-03","EAO","IAN","91765","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Cariniana","kuhlmannii","Cariniana kuhlmannii","Ducke",NA,"Pires, JM; Black, GA","6360","1956","12","16","Southern America","Brasil","Pará","Serra do Cachimbo, 425m de altitude",NA,NA,NA,"Árvore muito grande, casca muito grossa, vermelha. Em mata de galeria tipo amazonica.","IAN091765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-08 17:38:53-03","EAO","IAN","XILO","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lecythidaceae","Cariniana","kuhlmannii","Cariniana kuhlmannii","Ducke",NA,"Pires, JM; Black, GA","6360","1956","12","16","Southern America","Brasil","Pará","Serra do Cachimbo, 425m de altitude",NA,NA,NA,"Árvore muito grande, casca muito grossa, vermelha. Em mata de galeria tipo amazonica.","IAN00XILO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-08-31 08:53:37-03","INPA","INPA","153455","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Allantoma","kuhlmannii","Allantoma kuhlmannii","(Ducke) S.A.Mori, Y.-Y.Huang & Prance","Catenacci, FS","Ferreira, CAC","8800","1987","04","11","Southern America","Brasil","Rondônia","Chapada dos Pacaás Novos a 10 km da Guajará-Mirim, Chapada dos Pacaás Novos a 10 km da cidade de Guajará-Mirim, próximo a BR-425.","-65.25","-10.716667",NA,NA,"INPA0153455","INPA0153455 INPA0153455_1 INPA0153455_e","Guajará-Mirim","2015","03","02","-65.25","-10.716667",NA,NA,NA,NA
"6","2020-08-26 10:49:25-03","MCN-FZBRS","HAS","89498","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lecythidaceae","Allantoma","kuhlmannii","Allantoma kuhlmannii","(Ducke) S.A. Mori, Y.-Y.Huang & Prance","Molz, M.","Molz, M.","s.n.","2011","07",NA,NA,"Brasil","Rondônia","Encosta da Serra dos Pacaás Novos","-65.3394012451172","-10.7827997207642",NA,"Cerrado. Árvore com 10m de altura; frutos imaturos.","HAS0089498",NA,"Guajará-Mirim","2011","07","10",NA,NA,"205539","286","286","auto"
