"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","monthIdentified","dayIdentified","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","imagecode","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"175","2019-08-20 10:11:41-03","UNICAMP","UEC","93211","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Oliveira, SA",NA,"1995","04","08","Brazil","Paraná","Sengés","Mata ciliar na margem E/D do Rio Funil","-49.4636001586914","-24.1128005981445","55682","Arborea 3,0 m alt, presença de flor masculina. Frutos secos e marrom maduros, frutos.","UEC189357","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC189357",NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-08-20 10:11:41-03","UNICAMP","UEC","56484","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Jarenkow, JA","1986","Jarenkow, JA","486","1986","10","22","Brazil","Rio Grande do Sul","Capão do Leão","Campus UFPEL","-52.4838981628418","-31.7632999420166","28605","Arvoreta com ca. 3,5 m na orla do Arroio Padre Doutor","UEC189353","auto","10",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC189353",NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-11-19 14:06:56-03","UFRPE","PEUFR","42783","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","L. S. D. de Oliveira","2014","H. Luederwaldt","1903",NA,NA,NA,"Brasil","Santa Catarina","Harmonia",NA,NA,NA,NA,NA,"PEUFR042783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-11-19 14:06:56-03","UFRPE","PEUFR","51461","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","L. S. D. de Oliveira","2012","V.C. Souza; J.P. Souza, G.O Romão, A.O. Araújo, S.I. Elias","25752","2001","07","12","Brasil","MG","Grão Mogol",NA,"-42.744167","-16.537222",NA,"Arbusto, ca. 1,4 m alt.; frutos imaturos verdes","PEUFR051461",NA,"08","29",NA,"680","680",NA,NA,NA,NA,NA,"42º44'39''W","16º32'14''S",NA,NA,NA,NA,NA,NA
"179","2019-11-19 14:06:56-03","UFRPE","PEUFR","42779","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","L. S. D. de Oliveira","2011","A. A. A. Barbosa","1249","1998","09","18","Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido","-48.2771987915039","-18.9186000823975","58223","Arbsuto com frutos imaturos de cor verde.","PEUFR042779","auto","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-19 14:06:56-03","UFRPE","PEUFR","42782","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","L. S. D. de Oliveira","2014","C. F. S. Muniz","403","1982","03","18","Brasil","Paraná","Guaira","Parque Nacional de Sete Quedas","-54.2557983398438","-24.0799999237061","33984",NA,"PEUFR042782","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-19 14:07:04-03","UFRPE","PEUFR","153","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","L. Smith","1959","G. Hatschbach",NA,"1959","09","07","Brasil","Paraná","Sengés","Fazenda Morungava; Rio do Funil","-49.4636001586914","-24.1128005981445","55682","Arbusto comum as margens do rio.","PEUFR000153","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-06 09:55:16-03","UFOP","OUPR","6935","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Mull.Arg.","Pscheidt, A.C.","2011","Badini, J.; Mello-Barreto, H.L.","s.n.","1938",NA,NA,"Brasil","Minas Gerais",NA,"Margens do Rio Cipó",NA,NA,NA,"Arbusto. Flor pallida. Campo",NA,NA,"07","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-06 09:55:16-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Mull.Arg.","Pscheidt, A.C.","2011","Silva, J.L.","s.n.","1980","12","21","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238","16921","Beira do rio",NA,"auto","07","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-01-17 11:26:16-02","PUCRS","MPUC","7308","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","P. Brack",NA,NA,NA,"1988","09","04","Brasil","SC","Concórdia","Barra dos Queimados","-52.0277778","-27.2344444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malpighiales","South America",NA,NA,"-52.0277778000","-27.2344444000","Magnoliopsida",NA,"1",NA,NA,NA
"185","2020-10-14 10:01:26-03","FURB","FURB","12307","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Oliveira, L.S.D.","2013","Ceolin, L.M.","354","2009","03","10","Brasil","Paraná","Palmas","Rio Iratim, afluente do Iguaçú.","-51.5930555","-26.3058333",NA,NA,"FURB46869",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,"FURB46869","-51.5930555","-26.3058333",NA,NA,NA,NA,NA,NA
"186","2020-10-14 10:01:26-03","FURB","FURB","3149","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Oliveira, L.S.D.","2013","Ghoddosi, S.M.",NA,"2001","07","20","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667",NA,"FNMA. Fitossociologia. Florística. Habitat: Floresta Ombrófila Densa; floresta Habito: arbórea;","FURB46863",NA,"01",NA,NA,"350","350",NA,NA,NA,NA,"FURB46863","-49.0877777","-27.0566667",NA,NA,NA,NA,NA,NA
"187","2020-10-14 10:01:26-03","FURB","FURB","53110","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.",NA,NA,"Funez, L.A.","6195","2017","03","16","Brasil","Santa Catarina","Apiúna","Subida, próximo ao Ativa Rafting.","-49.4375","-27.0763889",NA,"Flores amarelas Habitat: Margem do rio, entre as rochas Habito: Arbusto","FURB53110",NA,NA,NA,NA,"103","103",NA,NA,NA,NA,"FURB53110","-49.4375000","-27.0763889",NA,NA,NA,NA,NA,NA
"188","2020-10-14 10:01:26-03","FURB","FURB","54591","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Funez, L.A.","2017","Funez, L.A.; Marascalchi, M.N., Kassner-Filho, A.","6460","2017","08","21","Brasil","Santa Catarina","Blumenau","Ponte do Salto.","-49.1025","-26.8797223",NA,"Frutos maduros avermelhados Habitat: Entre rochas expostas Habito: Arbusto","FURB54591",NA,"08","21",NA,"42","42",NA,NA,NA,NA,"FURB54591","-49.1025000","-26.8797223",NA,NA,NA,NA,NA,NA
"189","2020-10-14 10:01:26-03","FURB","FURB","60774","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Funez, L.A.","2018","Funez, L.A.; Bones, F., Bittencourt, R.","8027","2018","07","23","Brasil","Santa Catarina","Blumenau","Ponte do Salto.","-49.1025","-26.88",NA,"Flores amarelas Habitat: Vegetação ripária Habito: Arbusto","FURB60774",NA,"07","23",NA,"40","40",NA,NA,NA,NA,"FURB60774","-49.1025000","-26.8800000",NA,NA,NA,NA,NA,NA
"190","2020-10-14 10:01:26-03","FURB","FURB","62669","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Bones, F.L.V.","2019","Bones, F.L.V.; Montibeler, M.","188","2019","02","16","Brasil","Santa Catarina","Indaial","Encano Norte. Beira do Rio Itajaí açu.","-49.1969444","-26.8863889",NA,NA,"FURB62669",NA,"02","16",NA,NA,NA,NA,NA,NA,NA,"FURB62669","-49.1969444","-26.8863889",NA,NA,NA,NA,NA,NA
"191","2020-10-14 10:01:26-03","FURB","FURB","6346","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Oliveira, L.S.D.","2013","Ribas, O.S.; Silva, J.M.","7327","2006","06","30","Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo.","-51.9569444","-23.9175",NA,NA,"FURB46867",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,"FURB46867","-51.9569444","-23.9175000",NA,NA,NA,NA,NA,NA
"192","2020-10-14 10:01:26-03","FURB","FURB","7192","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Oliveira, L.S.D.","2013","Barbosa, E.; Cruz, J.M. & Poliquesi, C.B.","2217","2007","06","28","Brasil","Paraná","Foz do Iguaçu","Antiga usina das cataratas. Parque Nacional do Iguaçú.","-54.5881004333496","-25.5478000640869","39570",NA,"FURB46868","auto","01",NA,NA,NA,NA,NA,NA,NA,NA,"FURB46868",NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-10-14 10:01:26-03","FURB","FURB","4641","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Oliveira, L.S.D.","2013","Uhlmann, A.; Curcio, G.",NA,"2006","09","23","Brasil","Santa Catarina","Apiúna","Ilhota no meio do rio Itajaí-Açu.","-49.3897018432617","-27.0356006622314","24893",NA,"FURB46864","auto","01",NA,NA,NA,NA,NA,NA,NA,NA,"FURB46864",NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-10-14 10:01:26-03","FURB","FURB","52233","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Oliveira, L.S.D.","2013","Sevegnani, L.",NA,"2001","06","22","Brasil","Santa Catarina","Ascurra","Colégio São Paulo","-49.3755989074707","-26.9552993774414","11742",NA,"FURB52233","auto","01",NA,NA,NA,NA,NA,NA,NA,NA,"FURB52233",NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-10-14 10:01:26-03","FURB","FURB","5305","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Oliveira, L.S.D.","2013","Thom; Silva, G.",NA,"2006","10","05","Brasil","Santa Catarina","Blumenau","APA das Ilhas Fluviais do Rio Itajaí-Açu.","-49.0661010742188","-26.9193992614746","34291",NA,"FURB46866","auto","01",NA,NA,NA,NA,NA,NA,NA,NA,"FURB46866",NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-10-14 10:01:26-03","FURB","FURB","2008","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Oliveira, L.S.D.","2013","Sevegnani, L.",NA,"2001","06","15","Brasil","Santa Catarina","Indaial",NA,"-49.2317008972168","-26.8978004455566","29534","Projeto EMBRAPA / FURB.","FURB46862","auto","01",NA,NA,NA,NA,NA,NA,NA,NA,"FURB46862",NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-10-14 10:01:26-03","FURB","FURB","38285","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Uller, HF","2012","Uller, H.F.; Bartolomeu, P.E.","270","2012","02","22","Brasil","Santa Catarina","Indaial","Warnow.","-49.2836111","-26.9369444",NA,NA,"FURB01590",NA,"02","22",NA,NA,NA,NA,NA,NA,NA,"FURB01590","-49.2836111","-26.9369444",NA,NA,NA,NA,NA,NA
"198","2020-10-14 10:01:26-03","FURB","FURB","43111","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Funez, L.A.","2014","Gasper, A.L. de; Funez, L.A. & Bittencourt, F.","3368","2013","12","13","Brasil","Santa Catarina","Ibirama","Rio Hercílio, prox. a PCH Ibirama.","-49.5591667","-27.0369444",NA,"Projeto REFLORA FAPESC 14843/2011-1. Habitat: margem do rio Habito: reófita; flor amarelada","FURB24304",NA,"01","15",NA,"229","229",NA,NA,NA,NA,"FURB24304","-49.5591667","-27.0369444",NA,NA,NA,NA,NA,NA
"199","2020-10-14 10:01:26-03","FURB","FURB","43508","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Funez, L.A.","2014","Funez, L.A.","1765","2014","02","02","Brasil","Santa Catarina","Blumenau","Fundos da Expresso Choperia.","-49.0536111","-26.9202778",NA,NA,"FURB24303",NA,"02","02",NA,"18","18",NA,NA,NA,NA,"FURB24303","-49.0536111","-26.9202778",NA,NA,NA,NA,NA,NA
"200","2020-12-09 14:46:35-03","FURB","FURB","51618","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Funez, L.A.","2016","Funez, L.A.; Zermiani, A.E., Rocha, N.M. & Koffke, H.","5652","2016","11","08","Brasil","Santa Catarina","Blumenau","Margem do Rio Itajaí Açu, Vale da Lua.","-49.1119444","-26.88",NA,"Flores amareladas Habitat: Vegetação ripária das rochas Habito: Arbusto","FURB51618",NA,"11","08",NA,"31","31",NA,NA,NA,NA,"FURB51618","-49.1119444","-26.8800000",NA,NA,NA,NA,NA,NA
"201","2021-03-16 17:53:20-03","UCS","HUCS","45448","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","M. Arg.","Cenci, M.","2016","Gonzatti, F.","2735","2016","09","10","Brasil","Rio Grande do Sul","Itaara","RPPN Mo'Ã","-56.738","-29.629611",NA,"arvoreta de mata ciliar de rio. Com látex, ao sol.",NA,NA,"09",NA,NA,"340","340","Angiospermae","Malpighiales",NA,NA,NA,"-56.738","-29.629611",NA,NA,NA,NA,NA,NA
"202","2021-03-16 17:53:20-03","UCS","HUCS","12846","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","M. Arg.","Smith, S.F.","1999","Wasum, R.A.","s.n.","1998","11","13","Brasil","Rio Grande do Sul","Cristal","Balneário Rio Camaquã","-52.0483016967773","-30.9997005462646","27346","em beira da mata - em barranco",NA,"auto","02",NA,NA,NA,NA,"Angiospermae","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-03-16 17:53:20-03","UCS","HUCS","4191","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","M. Arg.","Hatschbach, G.","1988","Hatschbach, G.","51793","1988","01","24","Brasil","Goiás","Cristalina","Cachoeira do Arrojado","-47.6136016845703","-16.7686004638672","85457","arbusto 2 m - flor creme; nas rochas ao longo de rio encachoeirado",NA,"auto",NA,NA,NA,NA,NA,"Angiospermae","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-03-16 17:53:20-03","UCS","HUCS","22544","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","M. Arg.","Punt, W.","2003","Silva, J.M.","1817","1996","12","13","Brasil","Paraná","Tibagi","Cânion Guartelá","-50.4136009216309","-24.5093994140625","56988","árvore, 6 m, fruto imaturo verde - Herbário MBM; capão",NA,"auto",NA,NA,NA,NA,NA,"Angiospermae","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-03-16 17:53:20-03","UCS","HUCS","21958","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","M. Arg.","Kegler, A.",NA,"Kegler, A.","1604","2002","12","25","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva","-51.1794013977051","-29.1681003570557","49662","na mata",NA,"auto",NA,NA,NA,NA,NA,"Angiospermae","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-03-16 17:53:20-03","UCS","HUCS","4795","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","M. Arg.","Smith, S.F.","1988","Wasum, R.A.","s.n.","1988","10","30","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva - Ilheus","-51.1794013977051","-29.1681003570557","49662","árvore; beira da mata - junto ao rio",NA,"auto","12",NA,NA,NA,NA,"Angiospermae","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-03-16 17:53:20-03","UCS","HUCS","37492","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","M. Arg.","Assumpção, M.Z.","2009","Ferreira, J.A.","s.n.","2000","02","03","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379","20625","árvore de 4 m - Herbário FUEL 27260; beira do rio Tibagi",NA,"auto","10","27",NA,NA,NA,"Angiospermae","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-03-16 17:53:20-03","UCS","HUCS","30129","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","M. Arg.","Ribas, O.S.","2006","Ribas, O.S.","7327","2006","06","30","Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo","-51.9791984558105","-23.9160995483398","16297","arbusto, 1,5 m, flor creme-esverdeada - Floresta Estacional Semidecídua - Herbário MBM; margem do rio",NA,"auto",NA,NA,NA,NA,NA,"Angiospermae","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-03-16 17:53:20-03","UCS","HUCS","32340","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","M. Arg.","Hatschbach, G.","2007","Barbosa, E.","2217","2007","06","28","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu","-54.5881004333496","-25.5478000640869","39570","arbusto - flor creme - Herbário MBM",NA,"auto",NA,NA,NA,NA,NA,"Angiospermae","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-03-16 17:53:20-03","UCS","HUCS","39282","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","M. Arg.","Uller, H.F.","2012","Uller, H.F.","270","2012","02","22","Brasil","Santa Catarina","Indaial","Warmow","-49.2317008972168","-26.8978004455566","29534","Herbário FURB 38285; arbusto em meio do rio",NA,"auto","02","22",NA,NA,NA,"Angiospermae","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-08-16 08:39:17-03","UTFPR","HCF","9769","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","I. Cordeiro","2014","M.G. Caxambu","3519","2011","10","13","Brasil","PR","Balsa Nova","Ponte dos Arcos","-49.809139","-25.550417",NA,"arbusto heliófito ca. 2,5 m, ripário. Frutos imaturos verdes.",NA,NA,"12","15",NA,"834","834",NA,NA,NA,NA,NA,"49°48'32,9 W","25°33'01,5 S",NA,NA,NA,NA,NA,NA
"212","2020-02-25 11:32:14-03","UTFPR","HCF","30559","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","F. Marinero","2016","F. Marinero","512","2016","10","29","Brasil","PR","Tibagi","Fazenda Pinheirinho","-50.298889","-24.618889",NA,"arbusto 1,5 m. Frutos esverdeados. Vegetação sobre afloramentos de arenito.",NA,NA,"11","07",NA,"980","980",NA,NA,NA,NA,NA,"50°17'56 W","24°37'08 S",NA,NA,NA,NA,NA,NA
"213","2019-12-13 18:23:38-03","UTFPR","HCF","30096","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","M.L. Brotto","2018","R.R. Völtz","1875","2018","10","09","Brasil","PR","Tibagi","Rio Tibagi, Cerrado Bowman","-50.385278","-24.582222",NA,"arvoreta as margens do rio. Frutos verdes. Ecótono Floresta Ombrófila Mista/Floresta Estacional Semidecidual.",NA,NA,"10","12",NA,"720","720",NA,NA,NA,NA,NA,"50°23'07 W","24°34'56 S",NA,NA,NA,NA,NA,NA
"214","2019-08-16 08:39:17-03","UTFPR","HCF","17699","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","M.G. Caxambu","2015","M.G. Caxambu","6758","2015","08","14","Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu - Trilha da","-54.48175","-25.626944",NA,"arbusto ca. 2 m, heliófito, ripário. Flores amarelas, diminutas.",NA,NA,"10","07",NA,"100","100",NA,NA,NA,NA,NA,"54°28'54,3 W","25°37'37 S",NA,NA,NA,NA,NA,NA
"215","2019-08-16 08:39:17-03","UTFPR","HCF","23557","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","E. Barboza","2017","J.M. Silva","9399","2016","09","09","Brasil","PR","Pitanga","PCH Itaguaçu, rio Pitanga","-51.523056","-24.698333",NA,"arbusto com 2 m de altura; flor bege. Floresta Estacional Semidecidual, na margem de rio encachoeirado.",NA,NA,"03","31",NA,"550","550",NA,NA,NA,NA,NA,"51°31'23 W","24°41'54 S",NA,NA,NA,NA,NA,NA
"216","2019-08-16 08:39:17-03","UTFPR","HCF","21321","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","M.G. Caxambu","2016","M.G. Caxambu","7562","2016","09","22","Brasil","PR","Mato Rico","Estação Ecológica Municipal Cantú","-52.119861","-24.785944",NA,"arbusto reófilo, heliófito, latecente. Flores verdes com estames escuros. Frutos imaturos verdes. Inflorescências com botões florais avermelhados. Rio Cantú.",NA,NA,"10","06",NA,"558","558",NA,NA,NA,NA,NA,"52°07'11,5 W","24°47'09,4 S",NA,NA,NA,NA,NA,NA
"217","2019-08-16 08:39:17-03","UTFPR","HCF","28427","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","G. Hatschbach","1979","E. Buttura","101","1979","07","27","Brasil","PR","Guaíra","Parque Nacional das Sete Quedas","-54.2557983398438","-24.0799999237061","33984","porte arbustivo, 1,5 m. Capoeira baixa, barranco com pedras, ilha de rio.",NA,"auto","11","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-03-21 15:33:03-03","UTFPR","HCF","30924","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","E.D. Lozano",NA,"V. Ariati","1800","2011","12","01","Brasil","PR","Ortigueira",NA,"-50.9494018554688","-24.2082996368408","46016","arvoreta.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-02-10 08:20:57-03","UTFPR","HCF","30336","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","J.M.A. Jesus","2019","V. Ariati","1787","2019","08","15","Brasil","PR","Tibagi","UHE Tibagi Montante","-50.4136009216309","-24.5093994140625","56988","arbusto reófito, flores amarelas, frutos verdes. Floresta Ombrófila Mista.",NA,"auto","10","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-06-29 09:30:14-03","UFRRJ","RBR","6699","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","L. Oliveira","2015","M.C. Veiga",NA,"1997","04","30","Brasil","Paraná","Ibiporã","Fazenda Doralice.","-51.0480995178223","-23.2691993713379","20625",NA,"RBR00006699","auto","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
