"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","infraspecificEpithet","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relationshipType","relatedCatalogItem"
"49","2020-10-01 14:25:08-03","JBB","HEPH","16106","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Paiva, VF","Nóbrega, MGG","1425","2000","11","23","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Cristo Redentor","-47.826944","-15.931667","1090","1090",NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,"01","04","-47.826944","-15.931667",NA,NA,NA,NA
"50","2020-10-01 14:25:08-03","JBB","HEPH","19912","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Oliveira, MS","Rodrigues Silva, R","973","2003","10","31","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Cristo Redentor","-47.85","-15.866667","1025","1025",NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA
"51","2020-10-01 14:25:08-03","JBB","HEPH","19965","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Aguiar, SNF","Rodrigues Silva, R","984","2003","11","11","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667","1110","1110",NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,"06","16","-47.85","-15.866667",NA,NA,NA,NA
"52","2020-10-01 14:25:08-03","JBB","HEPH","19985","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Aguiar, SNF","Moreira, KRS","30","2003","11","18","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667","1025","1025",NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,"06","16","-47.85","-15.866667",NA,NA,NA,NA
"53","2020-10-01 14:25:08-03","JBB","HEPH","20188","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Proença, CEB","Proença, CEB","2711","2003","10","01","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília próximo ao Mirante","-47.833333","-15.866667","1070","1070",NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,"-47.833333","-15.866667",NA,NA,NA,NA
"54","2020-10-01 14:25:08-03","JBB","HEPH","22176","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Paiva, VF","Salles, AEH","3843","2005","11","11","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667","1025","1025",NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,"12","13","-47.85","-15.866667",NA,NA,NA,NA
"55","2020-10-01 14:25:08-03","JBB","HEPH","9278","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Ramos, AE","Ramos, AE; Jesus, FPR de","658","1994","04","13","Southern America","Brasil","Tocantins","Palmas","Serra do Lajeado","-48.216667","-10.283333",NA,NA,NA,NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,"-48.216667","-10.283333",NA,NA,NA,NA
"56","2020-10-01 14:25:08-03","JBB","HEPH","9651","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Nóbrega, MGG","Nóbrega, MGG","20","1994","03","21","Southern America","Brasil","Tocantins","Palmas","Serra do Lajeado Sítio Buritizal","-48.270556","-10.124444",NA,NA,NA,NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,"-48.270556","-10.124444",NA,NA,NA,NA
"57","2020-10-01 14:25:08-03","JBB","HEPH","28289","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Paiva, VF; Oliveira, MS","Parralego, Y; et al.","26","2011","11","10","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Área do cristo","-47.9296989440918","-15.7797002792358","1020","1020",NA,NA,NA,NA,NA,NA,"2012","70570","auto",NA,"01",NA,NA,NA,NA,NA,NA,NA
"58","2020-10-01 14:25:08-03","JBB","HEPH","28297","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Paiva, VF; Oliveira, MS","Parralego, Y; et al.","34","2011","11","10","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Área do cristo","-47.9296989440918","-15.7797002792358","1020","1020",NA,NA,NA,NA,NA,NA,"2011","70570","auto",NA,"11",NA,NA,NA,NA,NA,NA,NA
"59","2020-10-01 14:25:08-03","JBB","HEPH","29986","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Oliveira, MS","Soares, ACA; Oliveira, MS","84","2013","11","29","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica Jardim Botânico de Brasília - Próximo a vereda entre a cerca do IBGE e EEJBB","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"2013","70570","auto",NA,"11","29",NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:34:44-03","UFMG","BHCB","185012","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Rezende, SG; Justo, AG","5672","2015","04","10","Southern America","Brasil","Minas Gerais","Rio Acima","Rio do Peixe","-43.883889","-20.095278","1185","1270",NA,"Liana; Campo Sujo","BHCB185012",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.883889","-20.095278",NA,NA,NA,NA
"61","2020-12-11 11:34:44-03","UFMG","BHCB","185200","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Rezende, SG; Justo, AG","5860","2015","04","02","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.853889","-20.267222","1090","1195",NA,"Liana; Cerrado","BHCB185200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.853889","-20.267222",NA,NA,NA,NA
"62","2020-12-11 11:34:44-03","UFMG","BHCB","185295","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Rezende, SG; Justo, AG","5955","2015","03","31","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.863611","-20.264722","1200","1340",NA,"Liana; Campo sujo","BHCB185295",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.863611","-20.264722",NA,NA,NA,NA
"63","2020-07-08 11:36:00-03","MO","MOBOT","101203398","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"J.E.B. Warming","Warming s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,"1",NA,NA
"64","2008-05-27 22:02:00-03","MO","MOBOT","2066131","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.","N. Soria (FCQ)","PARRAL","PARRAL 116","2003","3","29","South America","Paraguay","Itapúa",NA,"Distrito de Alto Vera. Propiedad Salerno, Pastizal. Suelo franco arenoso","-55.78944","-26.52055","195.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2009-07-17 07:39:00-03","MO","MOBOT","2838029","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.",NA,"Émile Hassler","Hassler 6116",NA,NA,NA,"South America","Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-08-31 08:59:41-03","INPA","INPA","205259","S","Plantae","Dicotyledon Asterids","Solanales","Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Proença, CEB","Taxonomy Class of Universidade de Brasília","1105","1993","11","01","Southern America","Brasil","Distrito Federal","Brasília","Estação de Biologia da Universidade de Brasília","-47.883333","-15.733333",NA,NA,NA,NA,"INPA0205259","INPA0205259 INPA0205259_e",NA,NA,"1994",NA,NA,NA,NA,NA,"-47.883333","-15.733333",NA,NA,NA,NA
"67","2018-04-26 14:54:07-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","O'Donell, CA","Warming, E","Convolv.5",NA,NA,NA,"Southern America","Brazil",NA,NA,"Lagoa Santa, in campis ad Lagoa Santa.",NA,NA,NA,NA,NA,"Herba ... prostratis, ... Folia magnitude et forma valde variant. Corolla rosea, intus tubo purpurea. Floret Nov, Dec, Jan, Feb.","CONV000273",NA,"type",NA,"1951",NA,NA,NA,"03",NA,NA,NA,NA,NA,NA,NA
"68","2018-04-26 14:54:07-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Freitas, RIP; Freitas, GS","s.n.","1996",NA,NA,"Southern America","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"CONV014286",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2018-04-26 14:54:07-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Freitas, RIP; Freitas, GS","s.n.","1996","10","11","Southern America","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"CONV014290",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2018-04-26 14:54:07-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Heringer, EP","14887","1975","11","24","Southern America","Brazil","Goiás","Luziânia","Luziânia","-47.9503","-16.2525",NA,NA,NA,NA,"CONV014007",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.9503","-16.2525",NA,NA,NA,NA
"71","2018-04-26 14:54:07-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Falcão, JIA","Krieger, L","11208","1971","12","18","Southern America","Brazil","Paraná","Vila Velha","Reserva Estadual.",NA,NA,NA,NA,NA,"Arbusto. Flores roxas.","CONV014437",NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2018-04-26 14:54:07-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Heringer, EP","8759","1961","09","05","Southern America","Brazil","Distrito Federal","Brasília","Fundação Zoobotânica","-47.9296989440918","-15.7797002792358",NA,NA,NA,".","CONV014205",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2018-04-26 14:54:07-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Irwin, HS","20554","1968","02","20","Southern America","Brazil","Minas Gerais",NA,"Palácio, Serra do Cipó. Km 125, 150km N. of Belo Horizonte.",NA,NA,NA,NA,NA,"Procumbent, to 25cm long.","CONV014438",NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2018-04-26 14:54:07-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Proença, CEB","Brito, DS; Gomes, BM; Guimarães, PJF; Proença, CEB","103","2000","10","15","Southern America","Brazil","Distrito Federal","Brasília","Parque Recreativo e Reserva Ecológica do Gama","-48.055","-16.048333",NA,NA,NA,"Erva 0,3m. Flor lilás Estigmas e anteras brancas; pelos prateados.; Cerrado sensu stricto.","CONV013600",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.055","-16.048333",NA,NA,NA,NA
"75","2018-04-26 14:54:33-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.","Buril, MT","Amaral, AG; Santos, TRR","2900","2012","05","23","Southern America","Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros. Parcela 2500 norte. Seg 170-180; UA 1-2.","-47.71966","-14.10209",NA,NA,NA,"Trepadeira. 150 cm. Flor botão, aberta. Sépala verde, pétala roxa. Folha madura.; Cerrado rupestre.","CONV015008",NA,NA,NA,"2012",NA,NA,NA,"06",NA,"-47.71966","-14.10209",NA,NA,NA,NA
"76","2018-04-26 15:49:20-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.","Staples, G","Glaziou, AFM","21789",NA,NA,NA,"Southern America","Brazil","Goias",NA,"sur le plateau centrale de la province de Goyaz.",NA,NA,NA,NA,NA,NA,"CONV020814,G00227874","G00227874","isotype",NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2018-04-26 14:54:34-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.","Buril, MT","Amaral, AG; Santos, TRR","2916","2012","05","24","Southern America","Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros. Parcela 3500 norte.","-47.72763","-14.1067",NA,NA,NA,"Trepadeira. 100 cm. Flor aberta, murcha. Pétalas lilás, estames brancos. Folha madura.; Cerrado sensu stricto em cambissolo; solo arenoso.","CONV015009",NA,NA,NA,"2012",NA,NA,NA,"06",NA,"-47.72763","-14.1067",NA,NA,NA,NA
"78","2018-04-26 14:54:34-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla","Meisn.","Austin, DF","Gates, B","106","1979","02","03","Southern America","Brazil","Goiás","Alto Paraíso de Goiás","Alto Paraíso de Goiás","-47.516667","-14.116667",NA,NA,NA,NA,"CONV014050",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.516667","-14.116667",NA,NA,NA,NA
"79","2018-04-26 14:54:38-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","virgata","Ipomoea virgata subspicata","Meisn.","Staples, G","Lindberg, GA","163","1854","11",NA,"Southern America","Brazil","Minas Gerais",NA,"Caldas, in campis: Prov. Minas G., Caldas.",NA,NA,NA,NA,NA,NA,"CONV000300",NA,"syntype","subspicata","2010",NA,NA,NA,"05","20",NA,NA,NA,NA,NA,NA
"80","2018-04-26 14:54:38-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","virgata","Ipomoea virgata subspicata","Meisn.","Hallier f., JG","Pohl, E","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONV000409",NA,"possible type ?","subspicata","1891",NA,NA,NA,"11",NA,NA,NA,NA,NA,"voucher","M-753"
"81","2019-12-19 11:18:15-03","UFG","UFG","7319","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R.","Rizzo, J.A.","7251","1971","11","01",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Herbáceo. Corola roxa 30 cm. Cerrado.","UFG0007319","UFG0007319",NA,NA,"1995","44724","auto",NA,"12","30",NA,NA,NA,NA,NA,NA
"82","2019-12-19 11:18:15-03","UFG","UFG","60241","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R.","Fonseca, M.L.; et al.","3177","2002","03","13",NA,"Brasil","Goiás","Corumbá de Goiás",NA,"-48.762222","-15.910556","1060","1060",NA,"Subarbusto escandente; folhas membranáceas; cálice verde claro; corola lilás. Comum.","UFG0060241","UFG0060241",NA,NA,"2006",NA,NA,NA,"12","30","-48.762222","-15.910556",NA,NA,NA,NA
"83","2020-09-02 16:23:24-03","Cenargen","CEN","39641","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","J.R.I.Wood","Ernestino de S. Gomes Guarino","540","2000","12","20",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira, na borda da mata do córrego Riacho Fundo, próximo a entrada das parcelas da fitossociologia.","-48","-15.866666","1100","1100","Exsicatas",NA,"CEN00039641","CEN00039641",NA,NA,"2013",NA,NA,NA,"05",NA,"-48.0","-15.866666",NA,"2",NA,NA
"84","2019-12-09 17:29:43-03","UFPR","EFC","11528","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Takeda, I.J.M.",NA,"2000","01","16",NA,"Brasil","Paraná","Ponta Grossa","PE Vila Velha","-50.0028","-25.2414",NA,NA,NA,"(UEPG 10168).","EFC011528",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.0028","-25.2414",NA,NA,NA,NA
"85","2019-11-13 11:18:12-03","USP","SPF","86044","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Freire-Fierro, A","3002","1991","01","27",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros","-47.833333","-14.833333",NA,NA,NA,NA,"SPF00086044","SPF00086044",NA,NA,"2006",NA,NA,NA,"10",NA,"-47.833333","-14.833333",NA,NA,NA,NA
"86","2019-11-13 11:18:12-03","USP","SPF","174227","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Trovó, MLO","243","2006","03","09",NA,"Brasil","Tocantins","Mateiros","Jalapão","-46.612694","-10.393972",NA,NA,NA,NA,"SPF00174227","SPF00174227",NA,NA,"2006",NA,NA,NA,NA,NA,"-46.612694","-10.393972",NA,NA,NA,NA
"87","2019-11-13 11:18:12-03","USP","SPF","40595","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão, R","Simão, R","CFSC9434","1985","12","13",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00040595","SPF00040595",NA,NA,"1986","26557","auto",NA,"04",NA,NA,NA,NA,NA,NA,NA
"88","2019-11-13 11:18:12-03","USP","SPF","124346","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Rapini, A","427","1997","10","22",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra da Bandeirinha","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00124346","SPF00124346",NA,NA,"1998","26557","auto",NA,"01",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-13 11:18:12-03","USP","SPF","63408","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Menezes, NL","CFSC10839","1987","12","13",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00063408","SPF00063408",NA,NA,"1997","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-13 11:18:12-03","USP","SPF","46729","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão, R","Zappi, DC","CFSC9997","1987","02","02",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00046729","SPF00046729",NA,NA,"1987","26557","auto",NA,"07",NA,NA,NA,NA,NA,NA,NA
"91","2019-11-13 11:18:12-03","USP","SPF","17839","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Rachid, M","13","1944","12","09",NA,"Brasil","São Paulo","Pirassununga",NA,"-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,"SPF00017839","SPF00017839",NA,NA,"2000","24621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-13 11:18:12-03","USP","SPF","16912","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Rachid, M","s.n.","1944","12","09",NA,"Brasil","São Paulo","Pirassununga",NA,"-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,"SPF00016912","SPF00016912",NA,NA,"2000","24621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-13 11:18:12-03","USP","SPF","34486","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Rachid, M","s.n.","1944","12","01",NA,"Brasil","São Paulo","Pirassununga",NA,"-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,"SPF00034486","SPF00034486",NA,NA,"2000","24621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-13 11:18:12-03","USP","SPF","79896","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Sousa, JP","s.n.","1976","02","23",NA,"Brasil","São Paulo","Pirassununga",NA,"-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,"SPF00079896","SPF00079896",NA,NA,"2000","24621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-13 11:18:12-03","USP","SPF","34485","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Simão-Bianchini, R","Rachid, M","s.n.","1944","12","06",NA,"Brasil","São Paulo","Pirassununga","Cerrado de Emas","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,"SPF00034485","SPF00034485",NA,NA,"2000","24621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-09-04 19:23:52-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris",NA,NA,"J. E. B. Warming","1797",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-09-04 18:44:36-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","stenophylla","Ipomoea stenophylla",NA,NA,"F. Sellow","675",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-02-20 14:37:12-03","IAC","IAC","7780","S","Plantae",NA,NA,"Convolvulaceae-5.Convolvuloideae","Ipomoea","campestris","Ipomoea campestris","Meisn.","R. Simão-Bianchini","A.P. Viégas","s/nº","1945","01","17",NA,"Brasil","São Paulo","Campinas","Estrada rodagem Campinas - Mogi Mirim, km.30","-47.077171","-22.870251",NA,NA,NA,NA,NA,NA,NA,NA,"2018",NA,NA,NA,"03","12","-47.077171","-22.870251",NA,NA,NA,NA
"99","2020-02-20 14:37:12-03","IAC","IAC","3320","S","Plantae",NA,NA,"Convolvulaceae-5.Convolvuloideae","Ipomoea","subspicata","Ipomoea subspicata","(Meisn.) O#?#Donell","H.P. Krug & A.S. Costa (1)","H.P. Krug & A.S. Costa (1)","s/nº","1938","12","18",NA,"Brasil","São Paulo","Campinas","Fazenda Campo Grande","-47.169767","-22.922308",NA,NA,NA,NA,NA,NA,NA,NA,"1950",NA,NA,NA,"12","18","-47.169767","-22.922308",NA,NA,NA,NA
"100","2019-11-01 14:56:50-03","UnB","UB","98314","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Bianchini, RS","Heringer, EP","14887","1975","11","24","Southern America","Brasil","Goiás","Luziânia","Luziânia","-47.9503","-16.2525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.9503","-16.2525",NA,NA,NA,NA
"101","2019-11-01 14:56:50-03","UnB","UB","98505","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Bianchini, RS","Heringer, EP","8759","1961","09","05","Southern America","Brasil","Distrito Federal","Brasília","Fundação Zoobotânica","-47.9296989440918","-15.7797002792358",NA,NA,NA,".",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-01 14:56:50-03","UnB","UB","146086","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.",NA,"Freitas, RIP; Freitas, GS","s.n.","1996","10","11","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-01 14:56:50-03","UnB","UB","149165","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","campestris","Ipomoea campestris","Meisn.","Falcão","Krieger, L","11208","1971","12","18","Southern America","Brasil","Paraná","Vila Velha","Reserva Estadual.",NA,NA,NA,NA,NA,"Flores roxas.; Arbusto.",NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
