"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","typeStatus"
"263","2020-02-08 09:31:10-03","NBC","NL-BOTANY","L.2816375","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Hatschbach GG",NA,"1968","03","23","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2816375 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2816375",NA,"Lamiales","Mart.",NA,NA,NA,"Estr. Jaguariaiva-Arapoti (Mun. Jaguariaiva), Paraná.",NA,NA,"NL-L2816375",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"264","2020-02-08 09:31:10-03","NBC","NL-BOTANY","L.2816376","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2816376 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2816376",NA,"Lamiales","Mart.",NA,NA,NA,NA,NA,NA,"NL-L2816376",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"265","2020-02-08 09:31:10-03","NBC","NL-BOTANY","L.2816377","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2816377 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2816377",NA,"Lamiales","Mart.",NA,NA,NA,NA,NA,NA,"NL-L2816377",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"266","2020-02-08 09:31:10-03","NBC","NL-BOTANY","U.1152646","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Irwin HS; Harley RM; Smith GL",NA,"1971","03","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152646 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152646",NA,"Lamiales","Mart.",NA,NA,NA,"Plants of Planalto do brasil, Estado de Goias, Cerrado ca. 3km S., of Sao Joao da Alianca.",NA,NA,"NL-U1152646",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"267","2020-02-08 09:31:10-03","NBC","NL-BOTANY","U.1152647","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Anderson WR; Stieber M; Kirkbride Jr JH",NA,"1972","03","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152647",NA,"Lamiales","Mart.",NA,NA,NA,"Plants of the planalto do Brasil, Estado de Bahia, Sandy cerradao 5km S. of Cocos.",NA,NA,"NL-U1152647",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"268","2020-02-08 09:31:10-03","NBC","NL-BOTANY","U.1152648","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Andersson WR; et al.",NA,"1973","04","06","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152648 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152648",NA,"Lamiales","Mart.",NA,NA,NA,"Plants of Planalto do Brasil, Estado de Goias, Rio Cristal, 44km by road SE of Cristalina, grassy campo and gallery forest.",NA,NA,"NL-U1152648",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"269","2020-02-08 09:31:10-03","NBC","NL-BOTANY","U.1152649","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Irwin HS; Souza R; Santos RR dos",NA,"1966","01","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152649 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152649",NA,"Lamiales","Mart.",NA,NA,NA,"Plants os the Planalto do Brasil, Distrito Federal, Cerrado, summit of Chapada da contagem ca. 10km E. of Brasilia.",NA,NA,"NL-U1152649",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"270","2020-02-08 09:31:10-03","NBC","NL-BOTANY","U.1152650","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Harley RM; et al.",NA,"1974","01","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152650",NA,"Lamiales","Mart.",NA,NA,NA,"Estado de bahia, Serra do Rio De Contas, about 30km N. of the town of Rio De Contas, Cut-over woodland by river.","-41.833333","-13.583333","NL-U1152650",NA,NA,NA,NA,"-41.833333","-13.583333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"271","2020-02-08 09:31:10-03","NBC","NL-BOTANY","U.1152652","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Harley RM; et al.",NA,"1980","04","09","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152652 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152652",NA,"Lamiales","Mart.",NA,NA,NA,"Estado de Bahia, Serra geral de Caitite ca. 5km S. from Caitite along the Brejinhos das Ametistas road.","-42.483333","-14.116667","NL-U1152652",NA,NA,NA,NA,"-42.483333","-14.116667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"272","2020-02-08 09:31:10-03","NBC","NL-BOTANY","U.1152653","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Davidse G; Ramamoorthy TP; Vital DM",NA,"1976","04","10","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152653 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152653",NA,"Lamiales","Mart.",NA,NA,NA,"Goias: 26-31km S. of Goiania along highway BR-153., Cerrado heavily Grazed.",NA,NA,"NL-U1152653",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"273","2020-02-08 09:31:10-03","NBC","NL-BOTANY","U.1152654","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Harley RM; et al.",NA,"1980","04","29","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152654 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152654",NA,"Lamiales","Mart.",NA,NA,NA,"Estado Da Bahia, Chapadao ocidental da Bahia, 25km approx. N. from Corrintina of the Inhaumas road. Roadside through cultivation.","-44.633333","-13.216667","NL-U1152654",NA,NA,NA,NA,"-44.633333","-13.216667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"274","2020-02-08 09:31:10-03","NBC","NL-BOTANY","U.1152655","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Lindeman JC; Haas JH de",NA,"1966","03","04","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152655 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152655",NA,"Lamiales","Mart.",NA,NA,NA,"Flora Brasiliae Australis, hab. Est. parana, base of Pico de Cajuru, 15km S.E. of Jagariava. Sandy, Thinly overgrown Campo.",NA,NA,"NL-U1152655",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"275","2020-02-08 09:31:10-03","NBC","NL-BOTANY","U.1152658","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Mexia YEJ",NA,"1931","04","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152658 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152658",NA,"Lamiales","Mart.",NA,NA,NA,"Plants of Brazil, State of Minas Geras, Corinto, Fazenda do Diamante; Base of Serra do Angico.",NA,NA,"NL-U1152658",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"276","2020-02-08 09:31:10-03","NBC","NL-BOTANY","U.1152659","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Widgren JF",NA,"1845","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1152659 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1152659",NA,"Lamiales","Mart.",NA,NA,NA,"Prov. Minas Geraes.",NA,NA,"NL-U1152659",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"277","2020-11-04 11:03:28-03","ESALQ","ESA","60986","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22481.0","1999","05","16",NA,"Brasil",NA,NA,"Arbusto, ca. 1, 5 m alt.; flores amarelas.","ESA060986","Magnoliophyta",NA,"Mart.","Souza, V.C.","Minas Gerais","Joaquim Felício","Serra do Cabral. Campo arenoso com cerrado e afloramentos rochosos adjacentes.","-441.131","-174.229","ESA060986",NA,NA,NA,NA,"-441,131","-174,229","1999",NA,NA,NA,NA,NA,NA,NA
"278","2020-11-04 11:03:28-03","ESALQ","ESA","61600","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Souza, V.C. et al.","23093.0","1999","05","22",NA,"Brasil",NA,NA,NA,"ESA061600","Magnoliophyta",NA,"Mart.","Souza, V.C.","Bahia","Brejinho das Ametistas",NA,NA,NA,"ESA061600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-11-04 11:03:28-03","ESALQ","ESA","32885","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Souza, J.P.; Souza, V.C.; Duarte, A.R.; Elias, S.I.","586.0","1996","04","27",NA,"Brasil",NA,NA,"Arbusto, até 2 m alt.; corola creme externamente, amarelo-alaranjada internamente.","ESA032885","Magnoliophyta",NA,"Mart.","Souza, V.C.","São Paulo","Itatinga","26 km de Itatinga, em direção a Angatuba. Pasto, em área originalmente ocupada por cerrado","-483.151",NA,"ESA032885","610","610",NA,NA,"-483,151","-23,295,306",NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-11-04 11:03:28-03","ESALQ","ESA","104210","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Moura, T.M.","13.0","2007","09","14",NA,"Brasil",NA,NA,NA,"ESA104210","Magnoliophyta",NA,NA,"Moura, T.M.","Goiás","Caldas Novas",NA,"-48.625","-17.74169921875","ESA104210",NA,NA,"36612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-11-04 11:03:28-03","ESALQ","ESA","102835","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Moura, T.M.","13.0","2008","09","14",NA,"Brasil",NA,NA,NA,"ESA102835","Magnoliophyta",NA,NA,"Mouta, T.M.","Goiás","Caldas Novas",NA,"-48.625","-17.74169921875","ESA102835",NA,NA,"36612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-11-04 11:03:28-03","ESALQ","ESA","8466","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Sugiyama, M. ; Mantovani, W.","137.0","1981","04","27",NA,"Brasil",NA,NA,NA,"ESA008466","Magnoliophyta",NA,"Mart.","Rossi, L.","São Paulo","Mogi-Guaçu",NA,NA,NA,"ESA008466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2020-11-04 11:03:28-03","ESALQ","ESA","71088","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Krieger, L.","8270.0","1970","03","01",NA,"Brasil",NA,NA,NA,"ESA071088","Magnoliophyta",NA,"Mart.","Krieger, L.","Minas Gerais","Rios de Minas",NA,NA,NA,"ESA071088_1 ESA071088_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-11-04 11:03:28-03","ESALQ","ESA","74210","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.; Elias, S.I.","25959.0","2001","07","14",NA,"Brasil",NA,NA,"Arbusto, ca. 1, 4 m alt.; frutos castanhos.","ESA074210","Magnoliophyta",NA,"Mart.","V. C. Souza VII/2001","Bahia","Caetité","Cerca de 5 km de Caetité em direção a Brejinho das Ametistas. Campo limpo de cerrado (gerais).","-42.302","-140.625","ESA074210","1130","1130",NA,NA,"-42,302","-140,625",NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-11-04 11:03:28-03","ESALQ","ESA","104338","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Morais, A.T.","14.0","2006","09","17",NA,"Brasil",NA,NA,NA,"ESA104338","Magnoliophyta",NA,NA,"Proença, C.","Distrito Federal","Planaltina",NA,NA,NA,"ESA104338",NA,NA,NA,NA,NA,NA,"2006","10","09",NA,NA,NA,NA,NA
"286","2020-11-04 11:03:28-03","ESALQ","ESA","66418","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Souza, V.C. et al.","23875.0","2000","07","14",NA,"Brasil",NA,NA,NA,"ESA066418","Magnoliophyta",NA,"Mart.","Souza, V.C.","Goiás","Pirenópolis",NA,"-48.9592018127441","-15.852499961853","ESA066418",NA,NA,"40887","auto",NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA
"287","2020-11-04 11:03:28-03","ESALQ","ESA","42073","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14957.0","1997","03","22",NA,"Brasil",NA,NA,NA,"ESA042073","Magnoliophyta",NA,NA,NA,"Mato Grosso","Alto Boa Vista",NA,"-51.3877983093262","-11.6744003295898","ESA042073",NA,NA,"102616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-11-04 11:03:28-03","ESALQ","ESA","42072","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Ivanauskas, N.M. et al.","1675.0","1997","03","26",NA,"Brasil",NA,NA,NA,"ESA042072","Magnoliophyta",NA,NA,NA,"Mato Grosso","Barra do Garças",NA,"-52.2566986083984","-15.8900003433228","ESA042072",NA,NA,"123012","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2020-11-04 11:03:28-03","ESALQ","ESA","34727","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Nave, A.G. et al.","1051.0","1997","02","19",NA,"Brasil",NA,NA,NA,"ESA034727","Magnoliophyta",NA,"Mart.","Ivanauskas, N.M.","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292","ESA034727",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2020-11-04 11:03:28-03","ESALQ","ESA","42071","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16435.0","1997","05","16",NA,"Brasil",NA,NA,NA,"ESA042071","Magnoliophyta",NA,"Mart.","Ivanauskas, N.M.","Mato Grosso","Nobres",NA,"-56.3274993896484","-14.7202997207642","ESA042071",NA,NA,"176011","auto",NA,NA,"1997","09","01",NA,NA,NA,NA,NA
"291","2020-11-04 11:03:28-03","ESALQ","ESA","102032","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Tsuji, R.","1860.0","2007","03","28",NA,"Brasil",NA,NA,NA,"ESA102032","Magnoliophyta",NA,NA,NA,"Minas Gerais","Andradas",NA,"-46.5691986083984","-22.0680999755859","ESA102032",NA,NA,"16593","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2020-11-04 11:03:28-03","ESALQ","ESA","101099","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Ferreira, F.M.","52.0","2002","05","03",NA,"Brasil",NA,NA,NA,"ESA101099","Magnoliophyta",NA,NA,"Ferreira, F.M.","Minas Gerais","Baependi",NA,"-44.8899993896484","-21.9589004516602","ESA101099",NA,NA,"29865","auto",NA,NA,"2002","06","17",NA,NA,NA,NA,NA
"293","2020-11-04 10:55:09-03","ESALQ","ESA","142651","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Nunes, S.C.P.","78.0","2005","09","14",NA,"Brasil",NA,NA,NA,"ESA142651",NA,NA,"Mart.",NA,"Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2020-11-04 11:03:28-03","ESALQ","ESA","9955","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Souza, V.C. ; Sakuragui, C.M.","3380.0","1993","05","01",NA,"Brasil",NA,NA,NA,"ESA009955","Magnoliophyta",NA,"Mart.","Souza, V.C.","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328","ESA009955",NA,NA,"26557","auto",NA,NA,"1994","05","13",NA,NA,NA,NA,NA
"295","2020-11-04 11:03:28-03","ESALQ","ESA","18193","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Barreto, K.D. et al.","2312.0","1994","04","26",NA,"Brasil",NA,NA,NA,"ESA018193","Magnoliophyta",NA,"Mart.","Lohmann, L.G.","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25","ESA018193",NA,NA,"22843","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"296","2020-11-04 11:03:28-03","ESALQ","ESA","81128","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Souza, V.C.; Mazine, F.F.; Tsuji, R.","26941.0","2001","08","01",NA,"Brasil",NA,NA,NA,"ESA081128","Magnoliophyta",NA,NA,"Souza, V.C.","Minas Gerais","Sabará","Serra da Soledade. Cerrado pedregoso.","-43.8067016601562","-19.8864002227783","ESA081128",NA,NA,"18805","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2020-11-04 11:03:28-03","ESALQ","ESA","76264","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Chaddad Jr., J.","89.0","2001","09","08",NA,"Brasil",NA,NA,NA,"ESA076264","Magnoliophyta",NA,"Mart.","Souza, V.C.","Minas Gerais","Lavras",NA,"-44.999698638916","-21.2453002929688","ESA076264",NA,NA,"20044","auto",NA,NA,"2001","04","20",NA,NA,NA,NA,NA
"298","2020-11-04 11:03:28-03","ESALQ","ESA","76175","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Farah, F.T. et al.","1011.0","1999","08","12",NA,"Brasil",NA,NA,NA,"ESA076175","Magnoliophyta",NA,"Mart.","Farah, F.T.","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2020-11-04 11:03:28-03","ESALQ","ESA","71780","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Farah, F.T. et al.","26.0","1998","06","20",NA,"Brasil",NA,NA,NA,"ESA071780","Magnoliophyta",NA,"Mart.","Nave, A.G.","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631","ESA071780",NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2020-11-04 11:03:28-03","ESALQ","ESA","71621","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Farah, F.T. et al.","276.0","1998","07","14",NA,"Brasil",NA,NA,NA,"ESA071621","Magnoliophyta",NA,NA,NA,"Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631","ESA071621",NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2020-11-04 11:03:28-03","ESALQ","ESA","71803","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Farah, F.T. ; Freitas, C.A.","400.0","1998","07","15",NA,"Brasil",NA,NA,NA,"ESA071803","Magnoliophyta",NA,"Mart.","Farah, F.T.","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631","ESA071803",NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2020-11-04 11:03:28-03","ESALQ","ESA","102334","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Mendes, S.","513.0","2003","03","06",NA,"Brasil",NA,NA,NA,"ESA102334","Magnoliophyta",NA,NA,NA,"Minas Gerais","Perdizes",NA,"-47.2928009033203","-19.3528003692627","ESA102334",NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2020-11-04 11:03:28-03","ESALQ","ESA","10851","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Rocha, Y.T.","50.0","1993","05","28",NA,"Brasil",NA,NA,NA,"ESA010851","Magnoliophyta",NA,"Mart.","Souza, V.C.","São Paulo","Américo Brasiliense",NA,"-48.0999984741211","-21.7199993133545","ESA010851",NA,NA,"19311","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2020-11-04 11:03:28-03","ESALQ","ESA","31604","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Bernarde et al.","1.0","1995","04","07",NA,"Brasil",NA,NA,NA,"ESA031604","Magnoliophyta",NA,"Mart.",NA,"São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA031604",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2020-11-04 11:03:28-03","ESALQ","ESA","9299","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Souza, V.C. et al.","3554.0","1993","05","19",NA,"Brasil",NA,NA,NA,"ESA009299","Magnoliophyta",NA,"Mart.","Miyagi, P.H. (VI/1993)","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA009299",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2020-11-04 11:03:28-03","ESALQ","ESA","9376","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Souza, V.C. et al.","3631.0","1993","05","19",NA,"Brasil",NA,NA,NA,"ESA009376","Magnoliophyta",NA,"Mart.","Souza, V.C.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA009376",NA,NA,"27729","auto",NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA
"307","2020-11-04 11:03:28-03","ESALQ","ESA","9191","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Scaramuzza, C.A.M. ; Souza, V.C.","199.0","1989","04","09",NA,"Brasil",NA,NA,NA,"ESA009191","Magnoliophyta",NA,"Mart.","Miyagi, P.H. (VI/1993)","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA009191",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2020-11-04 11:03:28-03","ESALQ","ESA","15379","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Souza, V.C. et al.","6163.0","1994","06","04",NA,"Brasil",NA,NA,NA,"ESA015379","Magnoliophyta",NA,"Mart.","Souza, V.C. & Miyagi, P.H.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA015379",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2020-11-04 11:03:28-03","ESALQ","ESA","11600","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Souza, V.C. et al.","3206.0","1993","04","21",NA,"Brasil",NA,NA,NA,"ESA011600","Magnoliophyta",NA,"Mart.","Miyagi, P.H. (1993)","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA011600",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2020-11-04 11:03:28-03","ESALQ","ESA","3936","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Vieira, J.M.S.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA003936","Magnoliophyta",NA,"Mart.","Bierwagen, R.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA003936",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2020-11-04 11:03:28-03","ESALQ","ESA","9192","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Scaramuzza, C.A.M. ; Souza, V.C.","5.0","1989","08","04",NA,"Brasil",NA,NA,NA,"ESA009192","Magnoliophyta",NA,"Mart.","Miyagi, P.H. (VI/1993)","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA009192",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2020-11-04 11:03:28-03","ESALQ","ESA","15380","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Souza, V.C. et al.","6242.0","1994","06","05",NA,"Brasil",NA,NA,NA,"ESA015380","Magnoliophyta",NA,"Mart.","Miyagi, P.H. & Souza, V.C. (VI/1994)","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA015380",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2020-11-04 11:03:28-03","ESALQ","ESA","51401","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","montana","Zeyheria montana","Oliveira, F.T.R.",NA,"2005","09","17",NA,"Brasil",NA,NA,NA,"ESA051401","Magnoliophyta",NA,NA,"Oliveira, M.M.M.","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25","ESA051401",NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
