"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount"
"48","2015-09-05 09:32:28-03","MNHN","RECOLNAT_MNHN_P","P05586247","PreservedSpecimen",NA,"Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Lourteig","Boelcke","1951","9","15","Argentine","Entre Ríos",NA,"-60.33333","-31.74444",NA,NA,NA,NA,"P05586247","P05586247_01",NA,NA,NA,NA,"Argentina: Entre Rios. dpto. Parque San Martin.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05586247' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"4683",NA
"49","2015-12-07 14:31:00-02","MO","MOBOT","100880567","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","C. Farney & M. Sobral","Cyl Farney|et al.","2007","3","29","Brazil","Rio de Janeiro","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"50.00000000",NA,NA,NA,NA,NA,"Farney 4649","South America","Morro do Mico. Floresta Estacional Semidecídua.",NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,"1"
"50","2016-12-17 05:24:00-02","MO","MOBOT","2704185","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","A. Fuentes (LPB)","A. T. Fernández C.|L. Cayola|J. Uzquiano|Pepe Sevillanos|Guzmán Jove","2005","5","27","Bolivia","La Paz","Franz Tamayo","-68.5684167","-14.3326111",NA,NA,"856.00000000",NA,NA,NA,NA,NA,"Fernández Choque 96","South America","Parque Nacional Madidi, Azariamas al Norte de Apolo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-07","3"
"51","2014-01-02 05:36:00-02","MO","MOBOT","100162709","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","R.Liesner (MO)","D. Villarroel|Maribel Vargas C.|F. Seidel","2006","2","6","Bolivia","Santa Cruz","Florida","-63.6513889","-18.2930555",NA,NA,"1520.00000000",NA,NA,NA,NA,NA,"Villarroel Segarra 422","South America","Bella Vista, quebrada que esta presente en el cerro al lado de la piedra bordada, con especies como Cecropia elonganta, M. stipitata, Senna espectabilis, Piper spp y Urera caracasana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"52","2009-07-31 12:12:00-03","MO","MOBOT","100204097","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","N. Bacigalupo","Nélida S. Troncoso|Nélida M. Bacigalupo","1981","10","3","Argentina","Entre Ríos","Victoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Troncoso 3163","South America","Victoria, barrancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"53","2014-01-02 05:36:00-02","MO","MOBOT","100535109","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Luzmila Arroyo P","D. Villarroel|Michael H. Nee|F. Seidel","2006","2","6","Bolivia","Santa Cruz","Florida","-63.6513889","-18.2930555",NA,NA,"1520.00000000",NA,NA,NA,NA,NA,"Villarroel Segarra 335","South America","Bella Vista, quebrada que esta presente en el cerro la piedra bordada, con especies de Cecropia elongata, Myriocarpa stipitata, Senna espectabilis, Piper spp y Urera caracasana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"54","2013-09-02 10:22:00-03","MO","MOBOT","100569361","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","G. A. Parada (USZ), 2013","G.A. Parada|Y. Inturias|M.T. Martinez|H. Fernandez","2013","2","2","Bolivia","Santa Cruz","Vallegrande","-63.8069444","-18.5311111",NA,NA,"2644.00000000",NA,NA,NA,NA,NA,"Parada-Gutierrez 5375","South America","Alrededores de la pajcha entre Postrervalle y Vilca, sobre el río vilca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-20","1"
"55","2014-05-30 13:06:00-03","MO","MOBOT","100709040","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","A. Fuentes (LPB)","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","2014","4","8","Bolivia","La Paz","Franz Tamayo","-68.5723889","-14.3334722",NA,NA,"1020.00000000",NA,NA,NA,NA,NA,"Fuentes Claros 18790","South America","Parque Nacional Madidi, Azariamas, ladera alta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-03","3"
"56","2008-05-27 22:02:00-03","MO","MOBOT","1522430","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","ROnald Liesner","Michael H. Nee","2000","11","8","Bolivia","Santa Cruz",NA,"-63.48333","-19.85",NA,NA,"1125.00000000",NA,NA,NA,NA,NA,"Nee 51270","South America","Cordillera, 0.8 km by road W of the highest point on the road from Eyti ont he Ipati-Camairi road. Dry forest on slopes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2009-09-01 18:51:00-03","MO","MOBOT","1522839","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","M. Nee","Michael H. Nee|Israel G. Vargas C.","1994","1","30","Bolivia","Santa Cruz","Florida","-64.24027","-18.04583",NA,NA,"1475.00000000",NA,NA,NA,NA,NA,"Nee 44785","South America","7 km. ( by air), 10.2 km ( by road 0 NNW of Mataral on road to San Juan del potrero. Arid valley bottom of Rio San Juan, with Prosopis kuntzei, P. ALba, Lodina Cereus comarapanus, Opuntai salmiana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","1528123","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","M. Nee","Michael H. Nee","1998","2","1","Bolivia","Santa Cruz","Florida","-63.78333","-18.16666",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,"Nee 48216","South America","Bottom of valley of rio Achira and steep slopes above highway from Santa Cruz to Samaipata, near cementery near Achira. Disturbed forest with occasional Cereus dayami, Phyllostylon rhamnoides.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","1532893","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","M. Nee","Michael H. Nee|Israel G. Vargas C.","1989","12","23","Bolivia","Santa Cruz","Florida","-64.05","-18.01666",NA,NA,"199.00000000","1950.00000000",NA,NA,NA,NA,"Nee 38289","South America","5km. SW of Yerba Buena, top of ridge at upper reaches of Quebrada Agua Blanca. cloud forest on ridge, disturbed by grazing, with ceroxylon, dryish, just above limit of subtropical deciduous dry forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-03-30 14:13:00-03","MO","MOBOT","1597774","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","L. Biral (HRCB)","J. Balcázar","1995","1","20","Bolivia","Santa Cruz","Manuel Maria Caballero","-64.5611111","-18.055",NA,NA,"1660.00000000",NA,NA,NA,NA,NA,"Balcázar S. 108","South America","Saipina; 3 km al E de LOs Thacras. Bosque seco caducifolio; con presencia de Capparis sp., Schinopsis sp., Aspidosperma quebracho blanco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"61","2008-05-27 22:02:00-03","MO","MOBOT","1598489","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","R. Liesner (MO)","Martha Serrano","1994","6","15","Bolivia","Chuquisaca","Belisario Boeto","-64.31666","-19.15",NA,NA,"2250.00000000",NA,NA,NA,NA,NA,"Serrano 1047","South America","Communidad Huerta Mayu, 3 km al S de la localidad de V. Serrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","162439","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","R.Liesner (MO)","Marko Lewis","1991","11","14","Bolivia","La Paz","Inquisivi","-67.31666","-16.58333",NA,NA,"1500.00000000","1600.00000000",NA,NA,NA,NA,"Lewis 40532","South America","Loma de Playa Verde - - Ridge between Rancho Playa Verde and Communidad Khora. 30 km N. of Choquetanga. Chaparral like mattoral and woodland, Erythroxyllon abundant. I call this habitat chapi yungas. Deciduous.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"141","15"
"63","2008-05-27 22:02:00-03","MO","MOBOT","162702","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","A. Schinini","Luciano Bernardi","1978","10","20","Paraguay","Paraguarí",NA,NA,NA,NA,NA,"620.00000000",NA,NA,NA,NA,NA,"Bernardi 18143","South America","Nemorosus in Cerro San Jose,. haud procul a civitate Ybicui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2011-06-08 17:15:00-03","MO","MOBOT","1717706","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","!R.Liesner (MO)","José Steinbach","1928","10","13","Bolivia","Santa Cruz",NA,"-63.86666","-18.15",NA,NA,"1600.00000000",NA,NA,NA,NA,NA,"Steinbach G. 8233","South America","Samaipata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"65","2015-07-31 15:24:00-03","MO","MOBOT","1749566","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","L.Biral (HRCB)","Elsa M. Zardini|Leongino Guerrero","2002","2","6","Paraguay","Alto Paraguay",NA,"-59.88","-20.6297223",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 58012","South America","Proposed Biosphere Reserve Gran Chaco Americano: Madrejon.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1251","4"
"66","2010-07-21 09:10:00-03","MO","MOBOT","1753323","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","! R.Liesner (MO)","J. Caballero|et al.","1999","12","8","Bolivia","Chuquisaca","Hernando Siles","-63.9297223","-20.4002778",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,"Caballero 102","South America","Puesto Yerbabuenal, a 7 km. de la Hacienda Sipoperenda. Parcela permanente 500m.x 20 m. Bosque subhumano semideciduo, en piso inferior de la selva Tucumano Boliviano, Suelos franco arenoso, con pisonia ambigua, Chrysophyllum gonocarpum, Myrcianthes pungens, Capparis flexuosa, Ocotea puberula.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"67","2008-05-27 22:02:00-03","MO","MOBOT","1820640","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","M. Nee","R. Chávez de Michel|et al.","1985","9","30","Bolivia","Santa Cruz","Cordillera",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,"Michel 416","South America","Alto parapetí Hacienda Yapuimbia. Quebrada relativamente húmeda; bosque caducifoloio hasta 10 m. de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2010-07-12 13:05:00-03","MO","MOBOT","1820644","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","!R.Liesner (MO)","Stephan G. Beck|K. Bach","1997","12","14","Bolivia","La Paz","Sud Yungas","-67.4333333","-16.5833333",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,"Beck 23166","South America","Cieneguillas, cerca La Plazuela, valle del rio La Paz. Bosque montano, caducifolia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"69","2020-08-19 19:46:00-03","MO","MOBOT","1853892","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","A. Fuentes (LPB)","F. Canqui|Alejandro Araujo M.|Héctor Cabrera|M.H. Calzadilla|L. Cayola|Carla Maldonado|Narel Paniagua Zambrana|Remberto Alvarez|A. Alvarez|Mario Álvarez","2003","2","19","Bolivia","La Paz","Franz Tamayo","-68.5388055","-14.4684723",NA,NA,"1011.00000000",NA,NA,NA,NA,NA,"Canqui Magne 104","South America","Área Natural de Manejo Integrado Madidi, camino Apolo-Azariamas, Arroyo Pintata. A 495 m del campamento en dirección SE, aproximadamente 20 minutos saliendo del camino.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-01","4"
"70","2020-08-20 06:08:00-03","MO","MOBOT","1854943","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","A. Fuentes (USZ)","F. Canqui|Alejandro Araujo M.|Héctor Cabrera|M.H. Calzadilla|L. Cayola|Carla Maldonado|Narel Paniagua Zambrana|Remberto Alvarez|Antonio Álvarez|Mario Álvarez","2003","2","23","Bolivia","La Paz","Franz Tamayo","-68.5380555","-14.4731945",NA,NA,"893.00000000",NA,NA,NA,NA,NA,"Canqui Magne 163","South America","Área Natural de Manejo Integrado Madidi, camino Apolo-Azariamas, arroyo Pintata. A 376 m del campamento en dirección SW aproximadamente a 30 minutos saliendo del camino y subiendo por el arroyo Asilla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-04","4"
"71","2008-05-27 22:02:00-03","MO","MOBOT","1909706","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","N. Soria (FCQ)","Fátima Mereles|Soloaga, M.","1999","3","5","Paraguay","Presidente Hayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mereles H. 7482","South America","Ruta Transchaco, interior del bosque que bordea al Riacho Gonzalez.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2010-01-25 20:06:00-02","MO","MOBOT","2196552","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Pedersen, T. M.","Troels M. Pedersen","1977","10","5","Argentina","Entre Ríos","Victoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 11917","South America","Laguna de Los Pescados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2009-05-15 11:31:00-03","MO","MOBOT","2196582","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Pedro Jörgensen","1909","9","19","Argentina","Misiones","Candelaria","-55.48333","-27.48333",NA,NA,NA,NA,NA,NA,NA,NA,"Jörgensen 170","South America","Bonpland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2010-04-12 16:25:00-03","MO","MOBOT","2427235","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"August G. Schulz","1948","2","6","Argentina","Misiones","San Javier","-55.13333","-27.88333",NA,NA,NA,NA,NA,NA,NA,NA,"Schulz 7000","South America","San Javier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2014-03-29 16:57:00-03","MO","MOBOT","2454966","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"H. Van de Venne","1906",NA,NA,"Argentina","Misiones","Candelaria","-55.48333","-27.48333",NA,NA,NA,NA,NA,NA,NA,NA,"Van de Venne s.n.12","South America","Bonpland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2011-12-22 05:01:00-02","MO","MOBOT","2490769","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Lourteig, A.","Teodoro Rojas","1945","10","20","Paraguay","Alto Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rojas 13635","South America","Fuerte Olimpo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","2490781","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Schinini, A.","ARENAS","1976","1","29","Paraguay","Presidente Hayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARENAS 1451","South America","Colonia Menno, Paratodo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2010-01-29 20:51:00-02","MO","MOBOT","2518912","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Lourteig, A.","W.G. Herter","1929","11","27","Uruguay","Artigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herter 1173","South America","Catalán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2011-02-25 14:27:00-03","MO","MOBOT","2518926","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Lourteig, A.","Mariano B. Berro","1902","10","15","Uruguay","Artigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berro 3142","South America","Cuareim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2012-04-12 05:10:00-03","MO","MOBOT","2673039","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","A. Fuentes (LPB)","Alfredo F. Fuentes|et al.","2005","4","19","Bolivia","La Paz","Muñecas","-68.69611","-15.21027",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,"Fuentes Claros 7001","South America","Carpa antes de llegar al pueblo desde Charazani, subiendo al S de Carretera. Bosque subandino superior estacional con Trichilia spp y Cedrela sp. Inventario fitosociologico Madidi 8.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-10","4"
"81","2020-08-19 06:17:00-03","MO","MOBOT","2700532","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","A. Fuentes (LPB)","C. Campos|Alejandro Araujo M.|A. Antezana|D. Choque A.|Vania Torrez|Remberto Jove|Gerardo Jove","2005","6","13","Bolivia","La Paz","Franz Tamayo","-68.5723889","-14.3334722",NA,NA,"1010.00000000",NA,NA,NA,NA,NA,"Campos Villanueva 139","South America","Parque Nacional Madidi. Norte de Apolo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-03","4"
"82","2020-07-22 11:02:00-03","MO","MOBOT","2828622","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","A. Fuentes (LPB)","Vania Torrez|Manuel J. Macía|D. Choque A.|Pilar Garagorri|Pepe Sevillanos|J. Mamani","2005","9","30","Bolivia","La Paz","Franz Tamayo","-68.6619444","-14.2061111",NA,NA,"960.00000000",NA,NA,NA,NA,NA,"Torrez Flores 76","South America","Parque Nacional Madidi, Azariamas, Rio San Juan. Bosque semideciduo de yungas subandino xerico con Oxandra espintana y Erythrochiton fallax; ladera con exposicion NE. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-01","4"
"83","2016-11-15 05:15:00-02","MO","MOBOT","2861507","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","L. Biral","Antonio C. Krapovickas","1946","10","13","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 3093","South America","Patido de Gral. Uriburu, Las Palmas. En la barranca del río Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"84","2020-09-05 06:55:00-03","MO","MOBOT","2880651","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","A. Araujo-M. (LPB)","L. Cayola|et al.","2005","10","5","Bolivia","La Paz","Franz Tamayo","-68.5383333","-14.2408333",NA,NA,"699.00000000",NA,NA,NA,NA,NA,"Cayola Pérez 1920","South America","Parque Nacional Madidi, Azariamas, 1 km al E del rio Azariamas. Bosque de yungas subandino pluviestacional con Oxandra espintana y Eugenia sp. Ladera pronunciada, exposicion NW. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-33","3"
"85","2020-09-06 19:33:00-03","MO","MOBOT","2909703","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","!R.Liesner (MO)","L. Cayola|Angel Fernández|C. Campos|Vania Torrez|Gerardo Jove|Remberto Jove|L. Sánchez","2005","12","3","Bolivia","La Paz","Franz Tamayo","-68.5858333","-14.2463889",NA,NA,"853.00000000",NA,NA,NA,NA,NA,"Cayola Pérez 2133","South America","Parque Nacional Madidi, Azariamas, 1 km al N del rio Chiriuno. Bosque de yungas subandino pluviestacional con Piptadenia viridiflora y Capparis polyantha. Terraza antigua. Parcela permanente de muestreo #19. Plantas NO alcoholizadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-45","8"
"86","2014-02-14 05:36:00-02","MO","MOBOT","2976317","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","R.Liesner (MO)","Samuel G. M. Bridgwater","1998","3","12","Peru","Amazonas",NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,"Bridgewater 1012","South America","Vegetation by track leading to Estacion Experimental  Huarango Pamap. Track Forks from main road Bagua Grande-Jaén. Open, disturbed, heavily grazed thorny dry scrub.5'42'83'S. 78'30'65 W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"87","2016-11-15 05:15:00-02","MO","MOBOT","2976518","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","Susan verhoek","Antonio C. Krapovickas","1946","5","19","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 3021","South America","Partido de Zárak.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2008-05-27 22:02:00-03","MO","MOBOT","2976965","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Aurelio Schinini","1974",NA,NA,"Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 10761","South America","Dep. Capital. 10 km S de Corrientes, Riachelo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2016-11-15 05:15:00-02","MO","MOBOT","2977114","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","1974",NA,NA,"Argentina","Corrientes","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 26481","South America","El Perichon.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2009-07-10 17:57:00-03","MO","MOBOT","2977194","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Troels M. Pedersen","1956",NA,NA,"Argentina","Corrientes","Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 4419","South America"," Santa maria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2015-07-07 11:10:00-03","MO","MOBOT","2977334","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","A. Schinini","Luciano Bernardi","1978","10","20","Paraguay","Paraguarí",NA,NA,NA,NA,NA,"620.00000000",NA,NA,NA,NA,NA,"Bernardi 18143","South America","Nemorosus in Cerro San Jose, haud procul a civitate Ybicuí.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"92","2014-01-16 10:35:00-02","MO","MOBOT","2977439","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Pastor Arenas Rodríguez","1976","11","3","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arenas Rodríguez 1544","South America","Misiones Nueva Vida.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"93","2009-07-10 17:57:00-03","MO","MOBOT","2977491","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Troels M. Pedersen","1957",NA,NA,"Argentina","Corrientes","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 4621","South America","Estancia  La Alicia Ana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2009-07-10 17:57:00-03","MO","MOBOT","2977692","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.",NA,"Troels M. Pedersen","1970",NA,NA,"Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 9633","South America","Near San Cosme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2016-11-15 05:15:00-02","MO","MOBOT","2978886","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","R.L. Liesner","Antonio C. Krapovickas","1947",NA,NA,"Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 3273","South America","Atucha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2017-01-15 11:11:00-02","MO","MOBOT","3026361","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","!R.Liesner (MO)","I. Loza|L. Cayola|G. Chive|E. Segundo|B. Sánchez|A. Urbano","2006","5","28","Bolivia","La Paz","Franz Tamayo","-68.7414166","-14.1478889",NA,NA,"1248.00000000",NA,NA,NA,NA,NA,"Loza Rivera 87","South America","Parque Nacional Madidi, NW de Apolo, senda Azariamas-San Fermín.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-03","4"
"97","2017-01-15 11:11:00-02","MO","MOBOT","3026697","PreservedSpecimen","Plantae","Celastraceae","Schaefferia","argentinensis","Schaefferia argentinensis","Speg.","!R.Liesner (MO)","I. Loza|L. Cayola|G. Chive|E. Segundo|B. Sánchez|A. Urbano","2006","5","28","Bolivia","La Paz","Franz Tamayo","-68.7414166","-14.1478889",NA,NA,"1248.00000000",NA,NA,NA,NA,NA,"Loza Rivera 129B","South America","Parque Nacional Madidi, NW de Apolo, senda Azariamas-San Fermín.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-03","4"
