"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","scientificNameAuthorship","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"48","2019-08-27 13:36:45-03","IAP","PACA-AGP","114654","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","V. Graeff, T. Padoin, V. Leão","V. Graeff","59","2013","07","23",NA,"Brasil","RS","Caraá","Nascente do Rio dos Sinos","-50.291056","-29.706944",NA,"Hábito: epífita","PACA114654",NA,NA,"(Bory) B. Øllg.",NA,"Lycopodiopsida",NA,NA,"2013","12","20","50°17'27,8W","29°42'25S",NA,NA,NA,NA,NA
"49","2019-08-27 13:36:45-03","IAP","PACA-AGP","116534","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Silva, V. L.","Mallmann & Silva",NA,"2015","05","18",NA,"Brasil","RS","Cambará do Sul","Parque do Itaimbezinho","-50.118572","-29.134469",NA,"Hábito: corticícola","PACA116534",NA,NA,"(Bory) B. Øllg.",NA,"Lycopodiopsida",NA,NA,NA,NA,NA,"50º07'06.86W","29º08'04.09S",NA,NA,NA,NA,NA
"50","2019-08-27 13:36:45-03","IAP","PACA-AGP","116535","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Silva, V. L.","Mallmann & Silva",NA,"2015","05","18",NA,"Brasil","RS","Cambará do Sul","Parque do Itaimbezinho","-50.118572","-29.134469",NA,"Hábito: corticícola","PACA116535",NA,NA,"(Bory) B. Øllg.",NA,"Lycopodiopsida",NA,NA,NA,NA,NA,"50º07'06.86W","29º08'04.09S",NA,NA,NA,NA,NA
"51","2020-12-20 21:18:08-03","UFV","VIC","037068","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus",NA,"Valduga, E.","s.n.","2012","05","10",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Parque Nacional Itaimbezinho, Canion.","-50.5835990905762","-29.4480991363525",NA,"Epífita em interior de mata.","VIC037068","VIC037068",NA,"(Bory) B.Ollg.",NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-24 17:09:19-03","UFES","SAMES","7501","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gissi,D.S.","Schwirkowski,P.","1847","2016","09","23",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Natal; trilha do Parque das Aves","-49.3786010742188","-26.2502994537354",NA,"Heliófita Habito: Epífita","SAMES07501",NA,"150","(Bory) B.Øllg.","150",NA,"23090","auto","2016","09","23","-492766667.0","-263630556.0",NA,NA,NA,NA,NA
"53","2019-11-21 14:50:29-03","UFJF","CESJ","3104","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","B. Øllgaard","A.C. Brade","19191","1948","08","08","América do Sul","Brasil","Espírito Santo","Castelo","Braço do Sul","-41.184700012207","-20.6035995483398",NA,"Epífita na mata.","CESJ003104","CESJ003104",NA,"(Bory) B. Øllgaard",NA,NA,"23588","auto","2014","09","12",NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:50:29-03","UFJF","CESJ","67918","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","D.S. Gissi","J. Cordeiro; E. Barbosa; J.M. Cruz","1543","1999","07","01","América do Sul","Brasil","Paraná","Campina Grande do Sul","Morro Camacuã","-49.0553016662598","-25.3055992126465",NA,"Afloramentos rochosos; campo de altitude.","CESJ067918",NA,NA,"(Bory) B. Øllgaard",NA,NA,"55154","auto","2014","07","14",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:50:29-03","UFJF","CESJ","20788","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","V.A.O. Dittrich","A.Gehrt","s.n.","1930","11","30","América do Sul","Brasil","São Paulo","São Paulo","Cidade Jardim","-46.6300010681152","-23.5400009155273",NA,NA,"CESJ020788","CESJ020788",NA,"(Bory) B. Øllgaard",NA,NA,"53584","auto","2019","02",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:43:47-03","UNICAMP","UEC","161242","S","Plantae","Pteridophyta",NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Salino, A","Salino, A; Castanho, GG; Drezza, TR; Vidal, CY; Floriani, MMP; Silveira, ALP","11975","2007","04","04",NA,"Brazil","Santa Catarina","Urupema","Fazenda Farofa, Trilha do meio antes do campo drenado, em direção ao campo de altitude.","-49.868139","-27.921583",NA,"Epífita pendente.; Borda da mata.","UEC069635","UEC069635","1535","(Bory ex Duperrey) Rothm.","1535",NA,NA,NA,"2007","04","04","-49.868139","-27.921583",NA,NA,NA,NA,NA
"57","2019-08-20 10:28:46-03","UNICAMP","UEC","138622","S","Plantae","Pteridophyta",NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Breier, TB","Breier, TB","1162","2002","03","15",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde","-46.1446990966797","-22.7553005218506",NA,NA,"UEC052424","UEC052424",NA,"(Bory ex Duperrey) Rothm.",NA,NA,"22140","auto","2004","09",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:43:48-03","UNICAMP","UEC","189995","S","Plantae","Pteridophyta",NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gissi, DS","Goldenberg, R; Koch, I","82","1995","04","07",NA,"Brazil","São Paulo","Queluz","Ca. de 9km ao norte de Queluz. Beira do Rio das Cruzes.","-44.781667","-22.455556",NA,"Epífita pêndula com estróbilos.; Mata","UEC052112","UEC052112",NA,"(Bory) B.Ollg.",NA,NA,NA,NA,"2015","09",NA,"-44.781667","-22.455556",NA,NA,NA,NA,NA
"59","2020-12-04 13:19:23-03","UDESC","LUSC","2387","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Martins, D.","Martins, D.",NA,"2008","03","18",NA,"Brasil","Santa Catarina","Urupema","Fazenda das Nascentes.","-49.8731002807617","-27.9528007507324",NA,NA,"LUSC004325","LUSC004325",NA,"(Bory) Rothm.",NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:02:30-03","FURB","FURB","13322","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gonzatti, F","Gonzatti, F.","2238","2015","12","05",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Itaimbezinho.","-50.0877777","-29.1425",NA,NA,"FURB46414","FURB46414","969","(Bory) B.Øllg.","969",NA,NA,NA,"2016","01",NA,"-50.0877777","-29.1425000",NA,NA,NA,NA,NA
"61","2020-10-14 10:02:30-03","FURB","FURB","13875","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gasper, AL de","Cadorin, T.J.","28","2009","08","14",NA,"Brasil","Santa Catarina","Botuverá","RPPN Prima Luna.","-49.0258334","-27.2608333",NA,NA,"FURB09324","FURB09324","1090","(Bory) B.Øllg.","1090",NA,NA,NA,"2009","08","19","-49.0258334","-27.2608333",NA,NA,NA,NA,NA
"62","2020-10-14 10:02:30-03","FURB","FURB","25206","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gasper, AL de","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1063","2010","01","26",NA,"Brasil","Santa Catarina","São Martinho","Chicão.","-48.87","-28.08",NA,NA,"FURB00181","FURB00181","526","(Bory) B.Øllg.","526",NA,NA,NA,"2011","01","26","-48.8700000","-28.0800000",NA,NA,NA,NA,NA
"63","2020-10-14 10:02:30-03","FURB","FURB","28854","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gasper, AL de","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2309","2010","05","15",NA,"Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71",NA,NA,"FURB09323","FURB09323","203","(Bory) B.Øllg.","203",NA,NA,NA,"2010","09","22","-49.7700000","-28.7100000",NA,NA,NA,NA,NA
"64","2020-10-14 10:02:30-03","FURB","FURB","51953","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gissi, DS","Schwirkowski, P.","1847","2016","09","23",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Trilha do Parque das Aves.","-49.2766667","-26.3630556",NA,"Epífita, heliófita","FURB51953","FURB51953","150","(Bory) B.Øllg.","150",NA,NA,NA,"2016","09","23","-49.2766667","-26.3630556",NA,NA,NA,NA,NA
"65","2020-10-14 10:02:30-03","FURB","FURB","65137","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gasper, A.L. de","Gasper, A.L. de; Bones, F.L.V.; Montibeler, M","3738","2019","10","14",NA,"Brasil","Santa Catarina","Rodeio","Eremitério Frei Egídio. Trilha para o topo do morro.","-49.4033333","-26.8791667",NA,"Disciplina de Biogeografia Habitat: Mata Nebular Habito: Epífita","FURB65137","FURB65137","843","(Bory) B.Øllg.","843",NA,NA,NA,"2019","10","18","-49.4033333","-26.8791667",NA,NA,NA,NA,NA
"66","2020-10-14 10:02:30-03","FURB","FURB","47617","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Michelon, C","Engels, M.E.; Ferneda Rocha, L.C. & Michelon, C.","1096","2013","06","28",NA,"Brasil","Paraná","Piraquara","Morro do Canal.","-49.0633010864258","-25.4416999816895",NA,NA,"FURB47617","FURB47617",NA,"(Bory) B.Øllg.",NA,NA,"12577","auto","2013","06","28",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-16 17:56:29-03","UCS","HUCS","44012","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gonzatti, F.","Gonzatti, F.","2238","2015","12","05",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Itaimbezinho","-50.087781","-29.142522",NA,"epífito em interior de mata de altitude. FOM","HUCS002574","HUCS002574","969","(Bory) B. Øllg.","969",NA,NA,NA,"2016","01",NA,"-50.087781","-29.142522",NA,NA,NA,NA,NA
"68","2021-03-31 19:17:48-03","UCS","HUCS","51427","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gonzatti, F.","Gonzatti, F.","2505","2016","07","08",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Estrada para o Cânion Josafaz","-50.071111","-29.370278",NA,"Epífita em árvore isolada em formação campestre, pleno sol. DNA.","HUCS007648",NA,"940","(Bory) B. Øllg.","940",NA,NA,NA,"2021","01",NA,"-50.071111","-29.370278",NA,NA,NA,NA,NA
"69","2021-03-16 17:56:29-03","UCS","HUCS","7346","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gonzatti, F.","Sehnem, A.","s.n.","1953","02","02",NA,"Brasil","Rio Grande do Sul","Aparados da Serra","Serra da Rocinha",NA,NA,NA,"epiphytum in silva nebulosa","HUCS002555","HUCS002555 HUCS002555_01","1000","(Bory) B. Øllg.","1000",NA,NA,NA,"2018","08",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-16 17:56:29-03","UCS","HUCS","7347","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gonzatti, F.","Sehnem, A.","s.n.","1942","01","14",NA,"Brasil","Rio Grande do Sul","Aparados da Serra","Serra da Rocinha",NA,NA,NA,"epiphytum in silva nebulari","HUCS002571","HUCS002571","1000","(Bory) B. Øllg.","1000",NA,NA,NA,"2018","08",NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-16 17:56:29-03","UCS","HUCS","38962","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gonzatti, F.","Valduga, E.","375","2012","05","19",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Parque Nac. Itaimbezinho - Canion","-50.5835990905762","-29.4480991363525",NA,"epífita no interior da mata","HUCS002583","HUCS002583","900","(Bory) B. Øllg.","900",NA,"76715","auto","2012","06",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-16 17:56:29-03","UCS","HUCS","50873","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Lehn, C.R.","Lehn, C.R.","2572","2019","12","27",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","Pico Montenegro","-50.0657997131348","-28.7483005523682",NA,"epífita, frequente no vértice sul do Pico Montenegro, em mata nebular.","HUCS002469","HUCS002469","1403","(Bory) B. Øllg.","1403",NA,"42598","auto","2019","12",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-16 17:56:29-03","UCS","HUCS","27068","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Kersten, R.","Ribas, O.S.","5784","2004","01","16",NA,"Brasil","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,"Epífita. Floresta ombrófila densa alto montana.","HUCS002577","HUCS002577",NA,"(Bory) B. Øllg.",NA,NA,"61623","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-16 17:56:29-03","UCS","HUCS","7372","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Sehnem, A.","Sehnem, A.","s.n.","1950","01","19",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"epiphytum","HUCS002572","HUCS002572 HUCS002572_01","1000","(Bory) B. Øllg.","1000",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-16 17:56:29-03","UCS","HUCS","7370","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Gonzatti, F.","Sehnem, A.","s.n.","1950","12","19",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Taimbé","-50.5835990905762","-29.4480991363525",NA,"Epiphytum in silva","HUCS002561","HUCS002561","900","(Bory) B. Øllg.","900",NA,"76715","auto","2018","08",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-16 17:56:29-03","UCS","HUCS","19177","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","Lehn, C.R.","Lehn, C.R.","184","2002","05","05",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Tainhas. Serra do Pinto.","-50.5835990905762","-29.4480991363525",NA,"Epífita em matinha nebular","HUCS002580","HUCS002580","975","(Bory) B. Øllg.","975",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-08-16 08:39:50-03","UTFPR","HCF","27364","S","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","C. Michelon","B.K. Canestraro","548","2013","02","24",NA,"Brasil","PR","Campina Grande do Sul","Serra do Capivari - Morro Capivari","-48.821667","-25.136667",NA,"epífita, ciófila. Floresta Ombrófila Densa.",NA,NA,NA,"(Bory) B.Øllg.",NA,NA,NA,NA,"2013","03","28","48°49'18 W","25°08'12 S",NA,NA,NA,NA,NA
"78","2019-08-16 08:39:50-03","UTFPR","HCF","23237","S","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","R. Kersten","R. Kersten","862","2004","04","30",NA,"Brasil","PR","Bocaiúva do Sul","Morro Capivari Grande","-49.1150016784668","-25.2061004638672",NA,"epífita.",NA,NA,NA,"(Bory) B.Øllg.",NA,NA,"61623","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-08-16 08:39:50-03","UTFPR","HCF","27366","S","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","B.K. Canestraro","B.K. Canestraro","842","2015","11","11",NA,"Brasil","PR","Curitiba","Bom Retiro, originária da LT Curitiba-","-49.2731018066406","-25.4277992248535",NA,"epífita, ciófila. Em cultivo.",NA,NA,NA,"(Bory) B.Øllg.",NA,NA,"25180","auto","2015","12",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-08-16 08:39:50-03","UTFPR","HCF","23240","S","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","R. Kersten","R. Kersten","1110","2007","04","05",NA,"Brasil","PR","Guaratuba","cume do Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,"epífita.",NA,NA,NA,"(Bory) B.Øllg.",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-08-16 08:39:50-03","UTFPR","HCF","23243","S","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","R. Kersten","R. Kersten","1309","2007","11","24",NA,"Brasil","PR","Guaratuba","Morro dos Perdidos/ APA de Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"(Bory) B.Øllg.",NA,NA,"41937","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-08-16 08:39:50-03","UTFPR","HCF","23233","S","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","C. Michelon","C. Michelon","488","2009","08","12",NA,"Brasil","PR","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,"epífita. Interior da floresta.",NA,NA,NA,"(Bory) B.Øllg.",NA,NA,"12577","auto","2009","08","17",NA,NA,NA,NA,NA,NA,NA
"83","2019-08-16 08:39:50-03","UTFPR","HCF","23232","S","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","quadrifariatus","Phlegmariurus quadrifariatus","R. Kersten","R. Kersten","1536","2011","05","05",NA,"Brasil","PR","Piraquara","Reserva Cayuguava","-49.0633010864258","-25.4416999816895",NA,"epífita pendente. Ecótone entre F.O.M. e F.O.D.",NA,NA,NA,"(Bory) B.Øllg.",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:32:03-03","MBM","MBM","244020","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Smith, A.R.","Ribas, O.S.; Barboza, E.; Silva, J.M.; Barboza, E.; Silva, J.M.","2888","1999","12","22","Southern America","Brazil","Paraná","Campina Grande do Sul","Morro Camacuã","-49.0553016662598","-25.3055992126465",NA,NA,"MBM244020","MBM244020",NA,"(Bory) Rothm.",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:32:03-03","MBM","MBM","3513","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Smith, A.R.","Hatschbach, G.","16459","1967","05","20","Southern America","Brazil","Paraná","Campina Grande do Sul","Pico Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,"MBM003513","MBM003513",NA,"(Bory) Rothm.",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:32:03-03","MBM","MBM","261290","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Labiak, P.","Silva, J.M.; Barboza, E.; Ribas, O.S.; Barboza, E.; Ribas, O.S.","3406","2001","08","18","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Trilha para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,"MBM261290","MBM261290",NA,"(Bory) Rothm.",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:32:03-03","MBM","MBM","7567","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Sehnem, A.","Hatschbach, G.","19463","1968","07","10","Southern America","Brazil","Paraná","Morretes","Rio Sagrado de Cima","-48.834400177002","-25.476900100708",NA,NA,"MBM007567","MBM007567",NA,"(Bory) Rothm.",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:32:03-03","MBM","MBM","265317","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Smith, A.R.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","72475","2001","11","08","Southern America","Brazil","Santa Catarina","Urubici","Rod. SC-420, próximo ao alto da serra","-49.5917015075684","-28.0149993896484",NA,NA,"MBM265317",NA,NA,"(Bory) Rothm.",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:32:03-03","MBM","MBM","18661","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Sehnem, A.","Hatschbach, G.","8187","1961","08","06","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,"MBM018661","MBM018661",NA,"(Bory) Rothm.",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:32:03-03","MBM","MBM","18659","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Sehnem, A.","Hatschbach, G.","9236","1962","09","01","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Espia, Rod. BR-2","-49.0553016662598","-25.3055992126465",NA,NA,"MBM018659","MBM018659",NA,"(Bory) Rothm.",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:32:03-03","MBM","MBM","244032","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Smith, A.R.","Ribas, O.S.; Barboza, E.; Barboza, E.","3059","2000","02","03","Southern America","Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Morro Camapuã","-49.0553016662598","-25.3055992126465",NA,NA,"MBM244032","MBM244032",NA,"(Bory) Rothm.",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:32:03-03","MBM","MBM","172156","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Smith, A.R.","Poliquesi, C.B.; Cordeiro, J.; Cordeiro, J.","221","1994","03","09","Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,"= 172157","MBM172156","MBM172156",NA,"(Bory) Rothm.",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:32:03-03","MBM","MBM","172157","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Smith, A.R.","Poliquesi, C.B.; Cordeiro, J.; Cordeiro, J.","221","1994","03","09","Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,"= 172156","MBM172157","MBM172157",NA,"(Bory) Rothm.",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:32:03-03","MBM","MBM","9124","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Sehnem, A.","Hatschbach, G.","20318","1968","11","06","Southern America","Brazil","Paraná","Morretes","Colônia Florestal","-48.834400177002","-25.476900100708",NA,NA,"MBM009124","MBM009124",NA,"(Bory) Rothm.",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:32:03-03","MBM","MBM","18693","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Dittrich, VA de O","Curial, O.","93","1946","10","22","Southern America","Brazil","Paraná","Morretes","Serra Marumbi, Crista do Gigante","-48.834400177002","-25.476900100708",NA,NA,"MBM018693","MBM018693",NA,"(Bory) Rothm.",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:32:03-03","MBM","MBM","346015","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Gasper, A.L. de","Gasper, A.L. de; et al.; et al.","1654","2008","03","25","Southern America","Brazil","Santa Catarina","Ponte Alta","Morro do Funil","-50.380298614502","-27.4841995239258",NA,"Epífita. FOM Alto Montana","MBM346015","MBM346015","1135","(Bory) Rothm.","1135",NA,"33166","auto","2008","05","01",NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:32:03-03","MBM","MBM","172163","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","quadrifariata","Huperzia quadrifariata","Smith, A.R.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","61126","1994","10","08","Southern America","Brazil","Espírito Santo","Alfredo Chaves","São Bento de Urânia, rodovia para Castelinho","-40.749698638916","-20.6350002288818",NA,NA,"MBM172163","MBM172163",NA,"(Bory) Rothm.",NA,NA,"32447","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
