"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","imagecode","maximumElevationInMeters","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","individualCount","class"
"49","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","48758",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","T. Bochorny; R. Goldenberg, L.F. Bacci & L. Kollmann","144","2015","05","12",NA,"Brasil","Espírito Santo","Governador Lindenberg","Subida para a Pedra da Santa Luzia","-49.4619","-19.2816",NA,"Árvore, ca. 4 m alt. Flores com pétalas brancas assimétricas e base ligeiramente rosada, estames amarelos subisomorfos. Frutos imaturos verdes.","MBML048758","350","MBML048758","350","R. Goldenberg/2015",NA,"49W27'42,84","19S16'53,76",NA,NA,NA,NA,NA,NA,NA
"50","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","10136",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","W. P. Lopes; E. Bausen & W. Pizziolo","633","1999","05","05",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arvore 6m. Dap 18cm. Fuste 2m. Frutos imaturos verdes.","MBML010136",NA,"MBML010136",NA,"R. Goldenberg/2005",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"51","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","11599",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","V. Demuner; et al","670","2000","02","01",NA,"Brasil","Espírito Santo","Santa Teresa","Pedra da Onça","-40.814722","-19.897778",NA,"Arvoreta 7m, botoes florais, flores calice verde, pétalas brancas, estames amarelas. Ao lado da trilha, lado esquerdo subindo a rocha.","MBML011599",NA,"MBML011599",NA,"R. Goldenberg/03-05-2005",NA,"40W48'53","19S53'52",NA,NA,NA,NA,NA,NA,NA
"52","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","12558",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","V. Demuner; et al","1071","2000","05","16",NA,"Brasil","Espírito Santo","Santa Teresa","Pedra da Onça","-40.814722","-19.897778",NA,"Arvoreta 6m, flores brancas e frutos verde. Sobre a rocha com leve camada de substrato.","MBML012558",NA,"MBML012558",NA,"R. Goldenberg/03-05-2005",NA,"40W48'53","19S53'52",NA,NA,NA,NA,NA,NA,NA
"53","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","12570",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","V. Demuner; et al","1064","2000","05","16",NA,"Brasil","Espírito Santo","Santa Teresa","Pedra da Onça","-40.814722","-19.897778",NA,"Arbusto 4m, fruto imaturo de cor verde. Sobre a rocha.","MBML012570",NA,"MBML012570",NA,"R. Goldenberg/03-05-2005",NA,"40W48'53","19S53'52",NA,NA,NA,NA,NA,NA,NA
"54","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","13042",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","L. Kollmann; et al","2977","2000","06","01",NA,"Brasil","Espírito Santo","Santa Teresa","Pedra da Onça","-40.814722","-19.897778",NA,"Arbusto de 2,0m, no sol. Frutos verdes.","MBML013042",NA,"MBML013042",NA,"R. Goldenberg/03-05-2005",NA,"40W48'53","19S53'52",NA,NA,NA,NA,NA,NA,NA
"55","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","14727",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","L. Kollmann; et al","4104","2001","07","10",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arvoreto 6m. DAP 19cm. Fuste 1,5m. Frutos verdes.","MBML014727",NA,"MBML014727",NA,"L. Kollmann/10-07-2001",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"56","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","20932",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","A. P. Fontana; et al","518","2003","03","09",NA,"Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167",NA,"Arbusto, frutos verdes.","MBML020932",NA,"MBML020932",NA,"R. Goldenberg/03-05-2005",NA,"40W28'20","19S54'51",NA,NA,NA,NA,NA,NA,NA
"57","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","23306",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","A. P. Fontana; et al","677","2003","12","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros","-40.739444","-19.760833",NA,"Arvoreto 4m. Cálice verde, corola branca, estames amarelos alaranjados, estigma verde.","MBML023306",NA,"MBML023306",NA,"R. Goldenberg/17-06-2005",NA,"40W44'22","19S45'39",NA,NA,NA,NA,NA,NA,NA
"58","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","21015",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","C. N. de Fraga; et al","966","2003","03","07",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto","-40.909167","-19.274167",NA,"Arbusto em área rupestre ensolarado, ca. 3,0m de altura. Folhas verdes brilhosas. Flores de corola branca, estames vermelhos.","MBML021015",NA,"MBML021015",NA,"R. Goldenberg/03-05-2005",NA,"40W54'33","19S16'27",NA,NA,NA,NA,NA,NA,NA
"59","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","24224",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","A. P. Fontana; et al","1174","2005","03","15",NA,"Brasil","Espírito Santo","Santa Leopoldina","Luxemburgo, Pedra Preta","-40.614444","-20.173056",NA,"Arbusto 4m, flores brancas.","MBML024224",NA,"MBML024224",NA,"R. Goldenberg/2006",NA,"40W36'52","20S10'23",NA,NA,NA,NA,NA,NA,NA
"60","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","27171",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2587","2006","07","12",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Prop.: Lalau","-40.558611","-19.339167",NA,"Arvoreta 6m, flores brancas, estames amarelos. Ambiente rupestre.","MBML027171","270","MBML027171","270","R.Goldenberg/2009",NA,"40W33'31","19S20'21",NA,NA,NA,NA,NA,NA,NA
"61","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","27800",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1107","2006","07","26",NA,"Brasil","Espírito Santo","Águia Branca","Pedra da Bandeira, Santa Luzia, prop.: Ciro Ferreira.","-40.665556","-18.977778",NA,"Arbusto 3,5m de alt. Frutos verdes. Vegetação rupestre.","MBML027800","170","MBML027800","170","R. Goldenberg/2019",NA,"40W39'56","18S58'40",NA,NA,NA,NA,NA,NA,NA
"62","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","29334",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3266","2007","03","20",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, propr.: Lalau","-40.558611","-19.343611",NA,"Liana 4m, flores brancas. Afloramento rochoso, leve camada de substrato.","MBML029334","200","MBML029334","200","V. Demuner & R. R. Vervloet, 21/06/2007",NA,"40W33'31","19S20'37",NA,NA,NA,NA,NA,NA,NA
"63","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","29439",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3285","2007","03","21",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.551111","-19.348333",NA,"Arbusto 4m, frutos verdes. Afloramento rochoso, leve camada de substrato.","MBML029439","650","MBML029439","650","V. Demuner & R. R. Vervloet, 21/06/2007",NA,"40W33'4","19S20'54",NA,NA,NA,NA,NA,NA,NA
"64","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","29453",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3289","2007","03","21",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.551111","-19.348333",NA,"Arbusto 3m, botões florais e flores brancas, anteras amarelas. Afloramento rochoso, leve camada de substrato.","MBML029453","650","MBML029453","650","R.Goldenberg/2009",NA,"40W33'4","19S20'54",NA,NA,NA,NA,NA,NA,NA
"65","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","29595",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3498","2007","04","03",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira","-40.664444","-18.973889",NA,"Arbusto 3m botões florais, flores brancas. Topo do afloramento rochoso.","MBML029595","400","MBML029595","400","V. Demuner & R. R. Vervloet, 21/06/2007",NA,"40W39'52","18S58'26",NA,NA,NA,NA,NA,NA,NA
"66","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","30013",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3844","2007","04","26",NA,"Brasil","Espírito Santo","Governador Lindenberg","Pedra de Santa Luzia, prop.: Firmino Sottele","-40.461944","-19.281667",NA,"Arvoreta 6m, frutos verdes. Interior de mata secundária.","MBML030013","350","MBML030013","350","R. Goldenberg & T. Brage/2015",NA,"40W27'43","19S16'54",NA,NA,NA,NA,NA,NA,NA
"67","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","30687",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","L. Kollmann; A. P. Fontana & Kaio A. Brahim","9791","2007","05","17",NA,"Brasil","Espírito Santo","São Roque do Canaã","Pedra dos Três Carneiros","-40.739444","-19.760833",NA,"Arvoreto no sol. Frutos secos.","MBML030687",NA,"MBML030687",NA,"R.Goldenberg/2009",NA,"40W44'22","19S45'39",NA,NA,NA,NA,NA,NA,NA
"68","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","31252",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","L. Kollmann; A.P. Fontana, P. Labiak & F. B. Matos","9907","2007","07","16",NA,"Brasil","Espírito Santo","Afonso Cláudio","Três Pontões","-41.079722","-20.076667",NA,"Arvoreto 2,5m no sol. Frutos secos.","MBML031252",NA,"MBML031252",NA,"R. Goldenberg/2015",NA,"41W4'47","20S4'36",NA,NA,NA,NA,NA,NA,NA
"69","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","36962",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","A. P. Fontana; L. Kollmann, E. Leme, M. Zanoni & O. Ribeiro","5098","2008","04","28",NA,"Brasil","Espírito Santo","Água Doce do Norte","Santa Luzia do Córrego Azul, Pedra da Torre, ao lado do vilarejo, afloramento rochoso granítico","-41.122333","-18.423833",NA,"Arbusto, ca. 4m. Flores brancas com estames amarelos. Frutos verdes.","MBML036962",NA,"MBML036962",NA,"R. Goldenberg/2015",NA,"41W7'20,4","18S25'25,8",NA,NA,NA,NA,NA,NA,NA
"70","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","37548",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","R. Goldenberg; C.N.Fraga, R.C.Forzza, A.P.Fontana & L.C.Kollmann","1258","2009","01","19",NA,"Brasil","Espírito Santo","Viana","Arredores da Reserva Biológica de Duas Bocas. São Paulo de Viana, margem da estrada próximo ao Pesque e Pague do Nenen. Floresta Ombrófila Densa Montana secundária.","-40.5375","-20.319444",NA,"Arvoreta 4m. Flores com hipanto verde, pétalas brancas, estames novos amarelo-ouro, nas flores mais velhas avermelhados.","MBML037548","509","MBML037548","509","R. Goldenberg/2015",NA,"40W32'15","20S19'10",NA,NA,NA,NA,NA,NA,NA
"71","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","37851",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","L. Kollmann; & E.Leme","11757","2009","07","06",NA,"Brasil","Minas Gerais","Caraí","afloramento rochoso","-41.341111","-17.171111",NA,"Arvoreto 6 m, flores brancas, estames amarelos.","MBML037851","865","MBML037851","865","R. Goldenberg/2015",NA,"41W20'28","17S10'16",NA,NA,NA,NA,NA,NA,NA
"72","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","40623",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","A. P. Fontana; K.A. Brahim & S.L. Machado","2801","2007","02","07",NA,"Brasil","Espírito Santo","Ibiraçu","APA Goiapaba-açu. Piabas, prop. de Francisco Tófoli. Floresta Ombrófila Densa, mata de encosta.","-40.478889","-19.865833",NA,"Arbusto, ca 1 a 3m. Pétalas 4 brancas, cálice verde e ovário verde, estames laranjas com ápice amarelo","MBML040623","689","MBML040623","689","R. Goldenberg/2015",NA,"40W28'44","19S51'57",NA,NA,NA,NA,NA,NA,NA
"73","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","40711",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","R. C. Forzza; J. Silva, K.V. Hmeljeviski & D.P. Saraiva","5825","2010","03","12",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina. Floresta Estacional com pequenos afloramentos rochosos","-40.876389","-19.230833",NA,"Arbusto a arvoreta, 1-2,5m alt. Fores com cálice verde, corola alva a levemente amarelada, filetes vermelhos, anteras vináceas, gineceu verde","MBML040711","700","MBML040711","700","R. Goldenberg/2015",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","4509",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","H. Q. Boudet Fernandes","2450","1988","04","11",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arvoreta 5m, fuste 1m X 16cm, casca inteira parda com lentícolas, pétala branca com a base vermelha, filete vermelho, capoeira rupestre, margem da cachoeira do rio timbuí, ao sol.","MBML004509",NA,"MBML004509",NA,"R. Goldenberg/03-05-2005",NA,"40W31'49","19S58'17",NA,NA,NA,NA,"PARATIPO","5",NA
"75","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","45544",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","L. Kollmann; A.P.Fontana, C.N.Fraga, E,J, de Lirio & V. Sarnaglia","12596","2013","01","16",NA,"Brasil","Espírito Santo","Santa Teresa","Pedra da Onça","-40.815556","-19.898611",NA,"Árvore 5m ao sol. Flores brancas","MBML045544","900","MBML045544","900","R. Goldenberg/2015",NA,"40W48'56","19S53'55",NA,NA,NA,NA,NA,NA,NA
"76","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","48767",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","T. Bochorny; R. Goldenberg, L.F. Bacci","138","2015","05","10",NA,"Brasil","Espírito Santo","Santa Leopoldina","Luxemburgo, trilha para o topo da Pedra Preta.","-40.614444","-20.173056",NA,"Árvore, ca. 4 m alt. Frutos imaturos verdes.","MBML048767",NA,"MBML048767",NA,"R. Goldenberg/2015",NA,"40W36'52","20S10'23",NA,NA,NA,NA,NA,NA,NA
"77","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","50884",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","C. N. de Fraga; H. C. Lima, R. Gribel & M. Lemes","3506","2013","04","13",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, Pedra da Colina, caminho para a rampa de vôo livre. Inselberg de gnaisse","-40.876389","-19.230833",NA,"Arbusto, ca. 3m. Folhas verdes, brilhosas, discolores. Flores em botões verde-esbranquiçados. Frutos castanho escuro","MBML050884","775","MBML050884","775","C.N. Fraga/13-04-2013",NA,"40W52'35","19S13'51",NA,NA,NA,NA,NA,NA,NA
"78","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","50991",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","C. N. de Fraga; A. P. Fontana & L. Kollmann","3520","2013","04","25",NA,"Brasil","Espírito Santo","Santa Leopoldina","Luxemburgo, Pedra Preta. Inselberg de gnaisse","-40.614444","-20.173056",NA,"Arvoreta, heliófila, folhas verde discolores. Flores com sépalas verdes, pétalas brancas, estames com anteras amarelas","MBML050991","900","MBML050991","900","R. Goldenberg/2019",NA,"40W36'52","20S10'23",NA,NA,NA,NA,NA,NA,NA
"79","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","51942",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","R. Goldenberg; A.P. Fontana, C.N. Fraga, L. Kollmann, A.M. Amorim, L. Daneu & J. Meirelles","1448","2009","04","12",NA,"Brasil","Espírito Santo","Viana","Reserva Biológica Duas Bocas. São Paulo de Viana. Estrada próximo ao Pesque e pague do Nenem. Floresta Ombrófila Densa Montana","-40.5375","-20.319417",NA,"Árvore 7m. Flores com pétalas brancas e estames amarelos, que nas flores velhas apresentam os filetes avermelhados","MBML051942","507","MBML051942","507","R. Goldenberg/2019",NA,"40W32'15","20S19'9,9",NA,NA,NA,NA,NA,NA,NA
"80","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","52615",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","A. P. Fontana; L.Kollmann, P. Labiak & F.Matos","3644","2007","07","16",NA,"Brasil","Espírito Santo","Afonso Cláudio","Serra Pelada. Pedra dos Três Pontões.","-41.039444","-20.076111",NA,"Arbusto, ca. 3m. Frutos secos.","MBML052615","1019","MBML052615","1019","R. Goldenberg/2019",NA,"41W2'22","20S4'34",NA,NA,NA,NA,NA,NA,NA
"81","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","5851",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","H. Q. Boudet Fernandes; et al","2906","1990","03","13",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arvoreta 5m, DAP 18cm, pétalas brancas com base amarela, estames amarelos, floresta, base da cachoeira, margem direita.","MBML005851",NA,"MBML005851",NA,"Baumgratz (RB)/2001",NA,"40W31'49","19S58'17",NA,NA,NA,NA,"ISOTIPO","3",NA
"82","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","7781",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","L. Kollmann; E. Bausen & W. Pizziolo","541","1998","09","15",NA,"Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167",NA,"Rupícola. Arbusto 3m. Flores brancas. Estames amarelas.","MBML007781",NA,"MBML007781",NA,"R. Goldenberg/03-05-2005",NA,"40W28'20","19S54'51",NA,NA,NA,NA,NA,NA,NA
"83","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","9057",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","L. Kollmann; E. Bausen & W. Pizziolo","1951","1999","02","11",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Cachoeira. Arvoreto 5m. DAP 18cm. Fuste 1m. Flores brancas, estames amarelos.","MBML009057",NA,"MBML009057",NA,"R. Goldenberg/03-05-2005",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"84","2020-07-10 09:47:21-03","MBML","MBML-HERBARIO","9438",NA,"Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","J.F.A.Baumgratz","Cintia C. Chamas; et al","69","1995","04","12",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Árvore, folha discolor, pecíolo marrom, pétala branca, gineceu vermelho, androceu amarelo, pedicelo e cálice verde. Trilha rio Timbuí, próximo a cachoeira. Material coletado: flor.","MBML009438",NA,"MBML009438",NA,"R. Goldenberg/03-05-2005",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","3192289","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","H. Fernandes, W. Boone & W. Pizziolo","2906","1990","3","13","South America - Neotropics","Brazil","Espírito Santo",NA,"Brasil, Espírito Santo, Santa Teresa, Valsugana Velha, Estação Biológica de Santa Lúcia. Ao longo do Rio Timbuí.",NA,NA,NA,"Holotype at RB.","US00810855","550","US00810855_01","600",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","1","Dicotyledonae"
"86","2020-09-12 05:00:02-03","US","US","3184393","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","H. Q. Boudet Fernandes","2450","1988","4","11","South America - Neotropics","Brazil","Espírito Santo","Santa Teresa","Valsugana Velha, Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,"US01901084",NA,"US01901084_01 US01901084_02",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,"1","Dicotyledonae"
"87","2020-09-02 16:33:00-03","Cenargen","CEN","79252","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Renato Goldenberg","1258","1992","04","10",NA,"Brasil","ES","VIANA","REserva Biológica de Duas Bocas. São Paulo de Viana, prop. Valtinho.","-40.541666","-20.306388","Exsicatas","Flores com hipanto verde, pétalas brancas, estames novos amarelo ouro, nas flores mais velhas avermelhados. Vegetação rupícola, herbácea ou florestal. Doação daJardim Botânico do Rio de Janeiro RB (476474).","CEN00079252","700","CEN00079252","700","R. Goldenberg","2010","-40.541666","-20.306388",NA,NA,NA,NA,NA,"1",NA
"88","2019-11-13 11:25:17-03","USP","SPF","214294","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Goldenberg, R","1258","2009","01","19",NA,"Brasil","Espírito Santo","Viana","Arredores da Reserva Biológica de Duas Bocas","-40.541667","-20.306389",NA,NA,"SPF00214294",NA,NA,NA,"Goldenberg, R","2010","-40.541667","-20.306389",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-13 11:25:17-03","USP","SPF","229358","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Fraga, CN","3506","2013","04","13",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina","-40.876111","-19.230833",NA,NA,"SPF00229358","775",NA,"775","Fraga, CN","2013","-40.876111","-19.230833","04",NA,NA,NA,NA,NA,NA
"90","2020-07-23 12:12:47-03","CEPLAC","CEPEC","154651","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis",NA,"R. Goldenberg","1448","2009","04","12",NA,"Brasil","Espírito Santo","viana",NA,"-40.4961013793945","-20.3903007507324",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"R. Goldenberg",NA,NA,NA,NA,NA,"15195","auto",NA,NA,NA
"91","2020-07-23 12:12:47-03","CEPLAC","CEPEC","125585","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis",NA,"R. Goldenberg","1258","2009","01","19",NA,"Brasil","Espírito Santo","viana",NA,"-40.4961013793945","-20.3903007507324",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"R. Goldenberg",NA,NA,NA,NA,NA,"15195","auto",NA,NA,NA
"92","2020-08-04 12:48:25-03","UFU","HUFU","70542","S","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis","Huberia espiritosantensis","Baumgratz","Bochorny, T.; Bacci, L.F. & Goldenberg, R.","138","2015","05","10",NA,"Brasil","Espírito Santo","Santa Leopoldina","Luxemburgo, Trilha para o topo da Pedra Preta.","-40.5297012329102","-20.1005992889404",NA,"Árvore, ca 4 m alt. Frutos imaturos verdes.","HUFU00060604",NA,"HUFU00060604",NA,"Goldenberg, R.","2015",NA,NA,NA,NA,"23799","auto",NA,NA,NA
"93","2019-11-21 10:09:41-03","IBt","SP","487230","S","Plantae",NA,NA,"Melastomataceae","Huberia","espirito-santensis","Huberia espirito-santensis","Baumgratz","Goldenberg, R; Fontana, AP; Fraga, CN; Kollmann, L; Amorim, AM; Daneu, L; Meireles, J","1448","2009","04","12",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas, São Paulo de Viana, estrada próxima ao Pesque e Pague do Nenem","-40.5375","-20.344167",NA,NA,NA,"507",NA,"507","Goldenberg, R","2010","-40.5375","-20.344167",NA,NA,NA,NA,NA,NA,NA
"94","2019-11-21 10:09:41-03","IBt","SP","370345","S","Plantae",NA,NA,"Melastomataceae","Huberia","espirito-santensis","Huberia espirito-santensis","Baumgratz","Kollmann, L; Bausen, E; Pizziolo, W","1951","1999","02","11",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Valsugana Velha, baixo da cachoeira","-40.6002998352051","-19.9356002807617",NA,NA,NA,"550",NA,"550","Kollmann, L","2001",NA,NA,"11","01","23813","auto",NA,NA,NA
