"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2016-09-30 00:38:00-03","NY","NYBG","01081577","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra",NA,"M. Scudeler",NA,NA,NA,"M. R. F. Melo","246","1981","05","11","Brazil","São Paulo","Sao Paulo","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237996' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081577","NY01081577_01","São Paulo, capital, Parque Estadual das Fontes do Ipiranga.","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-02-08 11:10:22-03","UNESP-IBB","BOTU","9462","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Melo, M.R.F.","1980","10","20","Handro, O.",NA,"1935","05","04","Brasil","São Paulo","São Paulo","-46.63","-23.540556","46° 37' 48w","23°32' 26s",NA,NA,"Árvore, flores alvacentes. Nativa.","BOTU009462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 11:10:22-03","UNESP-IBB","BOTU","9467","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Melo, M.R.F.","1933","05","25","Handro, O.","437","1933","05","25","Brasil","São Paulo","São Paulo","-46.63","-23.540556","46° 37' 48w","23°32' 26s",NA,NA,"Árvore, flores alvas. (Planta viva n. 437","BOTU009467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-08 11:10:22-03","UNESP-IBB","BOTU","9466","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Melo, M.R.F.","1934","05","20","Handro, O.",NA,"1934","05","20","Brasil","São Paulo","São Paulo","-46.63","-23.540556","46° 37' 48w","23°32' 26s",NA,NA,"Árvoreda mata com flores alvo-esverdeadas. Nativa","BOTU009466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-08 11:10:22-03","UNESP-IBB","BOTU","9463","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Hoehne, F.C.","1932","06","17","Hoehne, F.C.",NA,"1932","06","17","Brasil","São Paulo","São Paulo","-46.63","-23.540556","46° 37' 48w","23°32' 26s",NA,NA,"Árvore da mata, flores esverdeadas. Nativa.","BOTU009463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-08 11:10:22-03","UNESP-IBB","BOTU","9468","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Kuhlmann, M.","1946","10","04","Kuhlmann, M.","3440","1946","10","04","Brasil","São Paulo","SãoPaulo","-46.63","-23.540556","46° 37' 48w","23°32' 26s",NA,NA,"Árvore da mata. Nativa","BOTU009468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:21:02-03","UFRJ","RFA","13148","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","E. Asplund","1950",NA,NA,"G.G. Hatschbach","1887","1950","04","07","Brasil","Paraná","Campo Largo","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"Árvore 8 m, flor verde","RFA49985",NA,"S. Luís",NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA
"18","2020-11-13 09:21:02-03","UFRJ","RFA","Foto 17147","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.",NA,NA,NA,NA,"Glaziou","17236",NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"RFA-Foto35420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:25:54-03","PUCPR","HUCP","19503","S","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.",NA,NA,NA,NA,"Bolson, M","225","2008","06","18","Brasil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,NA,NA,"Refúgio Biológico Bela Vista","Eudicotiledonea",NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA
"20","2019-12-04 15:25:54-03","PUCPR","HUCP","22248","S","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Cordeiro, J",NA,NA,NA,"Felitto, G; Lozano, E; Santos, EL; Roher, D","321","2012","07","20","Brasil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,"HUCP00018411","HUCP00018411",NA,"Eudicotiledonea",NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA
"21","2019-12-04 15:25:54-03","PUCPR","HUCP","23295","S","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Brotto, M",NA,NA,NA,"Silva, JM; Motta, JT","8633","2014","10","07","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00018470","HUCP00018470","Caminho Trentino","Eudicotiledonea",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"22","2019-12-04 15:25:54-03","PUCPR","HUCP","23967","S","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Lozano, E",NA,NA,NA,"Lozano, E","1000","2012","07","24","Brasil","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,"HUCP00018508","HUCP00018508",NA,"Eudicotiledonea",NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA
"23","2019-12-04 15:25:54-03","PUCPR","HUCP","18208","S","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Selusniaki, M","2007",NA,NA,"Selusniaki, M","504","2005","06","11","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00018492","HUCP00018492","Bosque da Fazendinha","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"24","2019-12-04 15:25:54-03","PUCPR","HUCP","17986","S","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Cordeiro, J","2007","05","10","Selusniaki, M","1058","2006","04",NA,"Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00018440","HUCP00018440","Bosque da Fazendinha","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"25","2019-12-04 15:25:54-03","PUCPR","HUCP","19522","S","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.",NA,NA,NA,NA,"Bolson, M","225","2008","06","18","Brasil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,"HUCP00018441","HUCP00018441","Refúgio Biológico Bela Vista","Eudicotiledonea",NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA
"26","2019-12-04 15:25:54-03","PUCPR","HUCP","17985","S","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Cordeiro, J","2007","05","10","Selusniaki, M; Moledo, R; Beltrami, L","554","2005","10","08","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00018461","HUCP00018461","Bosque da Fazendinha","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"27","2019-12-04 15:25:54-03","PUCPR","HUCP","22959","S","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Bonaldi, R",NA,NA,NA,"Bonaldi, R","518","2012","03","29","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00020503","HUCP00020503",NA,"Eudicotiledonea",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"28","2019-10-09 11:25:21-03","UFBA","ALCB","101109","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Liebsch, D","2007","04",NA,"Liebsch, D","1296","2007","04","10","Brasil","Santa Catarina","Vargem Bonita","-51.7400016784668","-27.0067005157471",NA,NA,NA,NA,"5m, flor amarela.",NA,NA,"Fazenda Campina da Alegria.","Dicotyledon",NA,"Southern America",NA,"18827","auto",NA,NA,NA,NA,NA
"29","2019-10-09 11:25:21-03","UFBA","ALCB","101109","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.",NA,NA,NA,NA,"Liebsch, D","1296","2007","04","10","Brasil","Santa Catarina","Vargem Bonita","-51.7400016784668","-27.0067005157471",NA,NA,NA,NA,"5 m. Flor amarela.",NA,NA,"Fazenda Campina da Alegria.","Dicotyledon",NA,"Southern America",NA,"18827","auto",NA,NA,NA,NA,NA
"30","2020-02-08 09:05:04-03","NBC","NL-BOTANY","L.1162510","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart. ex Miq.",NA,NA,NA,NA,"Tessmann G",NA,"1937","04","15","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1162510 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1162510","NL-L1162510","Pflanzen aus Süd-Brasilíen. Nord-Paraná: Gebiet des mittleren Ivahy.",NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 09:05:04-03","NBC","NL-BOTANY","L.2671488","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart. ex Miq.",NA,NA,NA,NA,"Wasum R; et al.",NA,"1992","04","02","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2671488 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2671488","NL-L2671488","RS - Caxias do Sul - Ana Rech - Faxinal.",NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 09:05:04-03","NBC","NL-BOTANY","L.2671489","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart. ex Miq.",NA,NA,NA,NA,"Rambo B",NA,"1949","06","08","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2671489 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2671489","NL-L2671489","Brasil. Rio Grande do Sul, Morro da Policia.",NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 09:05:04-03","NBC","NL-BOTANY","L.4204283","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart. ex Miq.",NA,NA,NA,NA,"Brunetto A; et al.",NA,"2004","04","19","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4204283 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4204283","NL-L4204283","RS - Mun. de Caxias do Sul - Faxinal interior da mata.",NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 09:05:04-03","NBC","NL-BOTANY","U.1746334","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart. ex Miq.",NA,NA,NA,NA,"Tessmann G",NA,"1937","04","15","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1746334 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1746334","NL-U1746334","Pflanzen aus Süd-Brasilíen. Nord-Paraná: Gebiet des mittleren Ivahy.",NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 09:05:04-03","NBC","NL-BOTANY","U.1746812","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart. ex Miq.","Bida A","2000","02","01","Barros F de",NA,"1992","07","10","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1746812 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1746812","NL-U1746812",NA,NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0098169",NA,NA,NA
"36","2020-11-04 11:20:10-03","ESALQ","ESA","37104","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart. ex Miq.","Aranha Filho, J.L.M.","2004","10","07","Silva, J.M. et al.","1309.0","1994","04","13","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"ESA037104","ESA037104",NA,"Magnoliophyta",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"37","2020-11-04 11:20:10-03","ESALQ","ESA","7338","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart. ex Miq.","Aranha Filho, J.L.M.","2004","10","07","Rodrigues, R.R. ; Morellato, L.P.C.",NA,"1986","04","03","Brasil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA007338",NA,NA,"Magnoliophyta",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA
"38","2020-11-04 11:20:10-03","ESALQ","ESA","124305","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra",NA,"Barbosa, E. & Cordeiro, J.","2012",NA,NA,"Dunaiski Jr., A.","374.0","1997","12","09","Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"ESA124305","ESA124305","Castelhano.","Magnoliophyta",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"39","2020-11-04 11:20:10-03","ESALQ","ESA","55436","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Aranha Filho, J.L.M.","2007","04","13","Sanches, J.H.","94.0","2007","04","06","Brasil","Santa Catarina","Bocaina do Sul","-49.9444007873535","-27.7444000244141",NA,NA,"1334","1334","Árvore, 5m. Folhas secas castanho-avermelhadas. Frutos imaturos verdes.","ESA055436","ESA055436","Fazenda Farofa, do outro lado do morro do campo drenado.Vegetação secundária de Floresta Ombrófila Mista.","Magnoliophyta",NA,NA,NA,"18696","auto",NA,NA,NA,NA,NA
"40","2020-11-04 11:20:10-03","ESALQ","ESA","19662","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart. ex Miq.","Bidá, A.","1996","08","29","Barreto, K.D. et al.","2830.0","1994","08","09","Brasil","São Paulo","São Pedro","-47.9099998474121","-22.5400009155273",NA,NA,NA,NA,NA,"ESA019662","ESA019662",NA,"Magnoliophyta",NA,NA,NA,"19379","auto",NA,NA,NA,NA,NA
"41","2020-11-04 11:20:10-03","ESALQ","ESA","55535","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart. ex Miq.","Castanho, G.G.","2007","04","09","Souza, R.P.M.","115.0","2007","04","09","Brasil","Santa Catarina","Urupema","-49.8731002807617","-27.9528007507324",NA,NA,"1557","1557","Árvore de 3,0 m na borda da mata. Botões florais verde-claro.","ESA055535","ESA055535","Fazenda das Ovelhas, estrada do lado esquerdo do portão de entrada. Vegetação Secundária de Floresta Ombróila Mista.","Magnoliophyta",NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA
"42","2020-11-04 11:20:10-03","ESALQ","ESA","78693","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart. ex Miq.","Aranha Filho, J.L.M.","2004","10","07","Keller, H.A.","319.0","2000","09","23","Argentina","Misiones","Dep. General San Martín",NA,NA,NA,NA,NA,NA,NA,"ESA078693","ESA078693",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:20:10-03","ESALQ","ESA","91512","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Aranha Filho, J.L.M.",NA,NA,NA,"Viani, R.A.G. et al.","487.0","2004","07","12","Brasil","São Paulo","Bofete","-481.833","-230.333","-481,833","-230,333",NA,NA,NA,"ESA091512","ESA091512","Fazenda Santa Terezinha (Eucatex) . Remanescente de Floresta Estacional Semidecidual","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:20:10-03","ESALQ","ESA","40754","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart. ex Miq.","Hatschbach, G.","1997","01","01","Silva, J.M. ; Garcia, C.","1943.0","1997","04","24","Brasil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"ESA040754","ESA040754",NA,"Magnoliophyta",NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA
"45","2020-11-04 11:20:10-03","ESALQ","ESA","5846","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart. ex Miq.","Bidá, A.","1996","08","29","Rodrigues, R.R. ; Morellato-Fonzar, L.P.C.","16107.0","1984","06","12","Brasil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA005846",NA,NA,"Magnoliophyta",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA
"46","2020-11-04 11:20:10-03","ESALQ","ESA","7328","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart. ex Miq.","Bidá, A.","1996","08","29","Rodrigues, R.R. ; Morellato, L.P.C.",NA,"1986","06","02","Brasil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"ESA007328","ESA007328",NA,"Magnoliophyta",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA
"47","2020-11-04 11:20:10-03","ESALQ","ESA","55461","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.","Aranha Filho, J.L.M.","2007","04","13","Sanches, J.H.","119.0","2007","04","08","Brasil","Santa Catarina","Urupema","-49.8731002807617","-27.9528007507324",NA,NA,"1505","1505","Árvore, 7 metros de altura. Botões florais verdes.","ESA055461","ESA055461","Fazenda Farofa. Trilha da Fazenda do Mário até o campo de altitude. Vegetação secundária de Floresta Ombrófila Mista.","Magnoliophyta",NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA
"48","2016-02-02 14:39:16-02","BGBM","B","B 10 0158560","S","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.",NA,NA,NA,NA,"Neubert","16",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100158560 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100158560","B100158560",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA
"49","2016-02-02 14:39:16-02","BGBM","B","B 10 0158562","S","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.",NA,NA,NA,NA,"Lyman B. Smith & R. M. Klein","13092",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100158562 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100158562","B100158562",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA
"50","2016-02-02 14:39:16-02","BGBM","B","B 10 0158564","S","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.",NA,NA,NA,NA,"Camargo","1979","1957","10","06","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100158564 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100158564","B100158564",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA
"51","2016-02-02 14:39:16-02","BGBM","B","B 10 0158566","S","Plantae","Symplocaceae","Symplocos","tetrandra","Symplocos tetrandra","Mart.",NA,NA,NA,NA,"Rambo","43496",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100158566 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100158566","B100158566",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA
