"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","class","individualCount","relatedCatalogItem"
"28","2019-08-16 08:39:59-03","UTFPR","HCF","11678","S","Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K.Schum.","G.S. Siqueira","M.G. Caxambu","4550","2013","02","02",NA,"Brasil","ES","Sooretama","Reserva Natural da Vale - RNV","-40.064472","-19.144722","61","61",NA,"erva semi-ciófila, entouceirada. Flores com cálice verdee corola rósea.",NA,NA,"2013",NA,NA,"02","04","40°03'52,1 W","19°08'41 S",NA,NA,NA,NA
"29","2020-12-21 16:33:51-03","MBM","MBM","90024","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Andersson, L.","Hatschbach, G.","47798",NA,NA,NA,"Southern America","Brazil","Bahia","Nova Viçosa","87","-39.371898651123","-17.8918991088867",NA,NA,NA,NA,"MBM090024","MBM090024",NA,"70538","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:33:51-03","MBM","MBM","420800","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4251","2019","01","29","Southern America","Brazil","Espírito Santo","Linhares",NA,"-40.211389","-19.466667","27","27",NA,"Erva terrícola, encontrada no interior da floresta.; Vegetação secundária média/avançada","MBM420800",NA,"2019",NA,NA,"02","01","-40.211389","-19.466667",NA,NA,NA,NA
"31","2020-12-21 16:33:51-03","MBM","MBM","100594","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Andersson, L.","Hage, J.L.","1531",NA,NA,NA,"Southern America","Brazil","Bahia","Ilhéus","Fazenda Santa Luzia","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"MBM100594","MBM100594",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:33:51-03","MBM","MBM","99273","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Hagberg, M.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","48771",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Linhares","Bebedouro","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"MBM099273","MBM099273",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-03 20:45:08-03","MNHN","RECOLNAT_MNHN_P","P01799138","PreservedSpecimen",NA,NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(K.Koch) K.Schum.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","Reçu le 23 octobre 1877 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01799138' target='other'> <mi>dwc_moreinfo</mi></a>","P01799138","P01799138_01",NA,NA,NA,NA,NA,NA,NA,"4347",NA,NA,NA
"34","2015-09-03 20:45:08-03","MNHN","RECOLNAT_MNHN_P","P01799137","PreservedSpecimen",NA,NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(K.Koch) K.Schum.",NA,"Glaziou, A.",NA,"1870","1","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Copacabana, prés de la mer","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01799137' target='other'> <mi>dwc_moreinfo</mi></a>","P01799137","P01799137_01",NA,"57442","auto",NA,NA,NA,NA,"4247",NA,NA,NA
"35","2020-07-10 09:47:17-03","MBML","MBML-HERBARIO","11765",NA,"Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K.Schum.","S. Vieira/XII-2006","V. Demuner; et al","477","2000","01","06",NA,"Brasil","Espírito Santo","Santa Teresa","Pedra da Onça","-40.814722","-19.897778",NA,NA,NA,"Planta de 1m, botoes florais, flores com pétalas de cor branca, bracteas de cor verde, interior de mata, ambiente umido.","MBML011765","MBML011765",NA,NA,NA,NA,NA,"40W48'53","19S53'52",NA,NA,NA,NA
"36","2020-07-10 09:47:17-03","MBML","MBML-HERBARIO","23583",NA,"Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K.Schum.","S. Vieira/XII-2006","A. P. Fontana; et al","787","2004","02","28",NA,"Brasil","Espírito Santo","São Roque do Canaã","Pedra do Pionte","-40.6875","-19.757222",NA,NA,NA,"Terrestre, 1,2m. Flores roxas.","MBML023583","MBML023583",NA,NA,NA,NA,NA,"40W41'15","19S45'26",NA,NA,NA,NA
"37","2020-07-10 09:47:17-03","MBML","MBML-HERBARIO","25916",NA,"Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K.Schum.","S. Vieira/XII-2006","L. Kollmann; et al","8586","2006","01","24",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556",NA,NA,NA,"Planta 1,6m na sombra. Pétalas azuis claras.","MBML025916","MBML025916",NA,NA,NA,NA,NA,"40W40'53","19S48'20",NA,NA,NA,NA
"38","2020-07-10 09:47:17-03","MBML","MBML-HERBARIO","27209",NA,"Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K.Schum.","S. Vieira/XII-2006","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2510","2006","06","29",NA,"Brasil","Espírito Santo","Santa Leopoldina","Colina Verde (Morro do Agudo), Prop.: Israel Elias Ramos","-40.437778","-20.097222","300","300",NA,"Herbácea pétalas lilás fundo amarelo, bráctea vinho. Interior de mata.","MBML027209","MBML027209_1 MBML027209_2",NA,NA,NA,NA,NA,"40W26'16","20S5'50",NA,NA,NA,NA
"39","2020-07-10 09:47:17-03","MBML","MBML-HERBARIO","27526",NA,"Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K.Schum.","S. Vieira/16-04-2007","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","3031","2006","11","13",NA,"Brasil","Espírito Santo","Governador Lindenberg","Morelo, prop.:Fernando Nicolli","-40.457778","-19.148611","110","110",NA,"Herbácea botões florais, flores lilás claro. Interior de mata alterada.","MBML027526","MBML027526",NA,NA,NA,NA,NA,"40W27'28","19S8'55",NA,NA,NA,NA
"40","2020-07-10 09:47:17-03","MBML","MBML-HERBARIO","29725",NA,"Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K.Schum.","S. Vieira/Dez.2006","S. Vieira","286","2006","12","19",NA,"Brasil","Espírito Santo","Santa Teresa","Várzea Alegre","-40.795833","-19.887222",NA,NA,NA,"Planta ca. 1m; folhas verdes; flores brancas, estaminódios do ciclo interno amarelo. Crescendo em meia-sombra, borda da floresta, próximo ao pasto.","MBML029725","MBML029725",NA,NA,NA,NA,NA,"40W47'45","19S53'14",NA,NA,NA,NA
"41","2020-07-10 09:47:17-03","MBML","MBML-HERBARIO","38406",NA,"Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","S. Vieira","S. Vieira","320","2008","12","16",NA,"Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Prof. Mello Leitão","-40.6","-19.936111",NA,NA,NA,"Cultivada na Casa de Vegetação. Ca. 1m; folhas verdes, concolores; inflorescência com pedúnclulo e brácteas roxos; flores brancas.","MBML038406","MBML038406_1 MBML038406_2","2008",NA,NA,"12","16","40W36'0","19S56'10",NA,NA,NA,NA
"42","2020-07-10 09:47:17-03","MBML","MBML-HERBARIO","39664",NA,"Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K.Schum.","S. Vieira/27-11-2009","S. Vieira","344","2009","11","27",NA,"Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Prof. Mello Leitão","-40.6","-19.936111",NA,NA,NA,"Cultivada no horto, atrás da casa das epífitas. Ca. 50cm; folhas verdes, concolores; brácteas cor-de-vinho, flores cor-de-creme, com estaminódios externos lilases e estaminódios do ciclo interno amarelos.","MBML039664","MBML039664_1 MBML039664_2",NA,NA,NA,NA,NA,"40W36'0","19S56'10",NA,NA,NA,NA
"43","2020-07-10 09:47:17-03","MBML","MBML-HERBARIO","9080",NA,"Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K.Schum.","S. Vieira/XII-2006","L. Kollmann; E. Bausen","1661","1999","01","21",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556",NA,NA,NA,"Rupícola na sombra. Flores brancas.","MBML009080","MBML009080_1 MBML009080_2",NA,NA,NA,NA,NA,"40W40'53","19S48'20",NA,NA,NA,NA
"44","2020-07-10 09:45:25-03","MBML","MBML-HERBARIO","50490",NA,"Plantae",NA,NA,"Compositae","Saranthe","composita","Saranthe composita","K.Schum.","M.N. Saka/I-2015","M.N. Saka; G.H. Shimizu & A. Campos-Rocha","352","2013","12","18",NA,"Brasil","Espírito Santo","Montanha","Propriedade do Sr. Simão/Edson Maria de Jesus. Capoeira degradada com presença de gado","-40.475333","-18.182444",NA,NA,NA,"Erva. Inflorescência com brácteas alaranjadas/amarronzadas. Estaminódios amarelos e lilases. Amostra em sílica. Prensado em álcool","MBML050490","MBML050490",NA,NA,NA,NA,NA,"40W28'31,2","18S10'56,8",NA,NA,NA,NA
"45","2021-03-26 18:40:53-03","UENF","HUENF","11914","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","J.M.A. Braga","D.R. Couto; H. Viana & P.M. Santos","5207","2020","01","30",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Santa Luzia, Mata do Mico. Floresta Estacional Semidecidual. Região da parcela 26.","-41.221667","-21.331667","70","70",NA,"Erva de subbosque, esciófila, ca. 1 m altura. Bainha verde, pecíolo verde, sustentando lâmina verde discolor. Pedúnculo verde, subereto; inflorescência patente a recurvada para baixo; bráctea primária vinho, brácteas florais leveme","HUENF00012724",NA,"2021",NA,NA,"03","25","41º13'18''W","21º19'54''S",NA,NA,NA,NA
"46","2021-02-25 10:11:37-03","CVRD","CVRD","14989","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Geovane S. Siqueira","Saka, M.N.","189","2012","12","06","América do Sul","BRASIL","ES","Sooretama",NA,"-40.085028","-19.131528","82","82",NA,"Erva, ca. 0,5m de altura, catáfilos marrons. Folhas papiráceas, verdes discolores, bainha vinácea. Pedúnculo da sinflorescência vinoso, e <ll>dwc_commonname:</ll> Caeté corôa","CVRD014989",NA,"2012",NA,NA,"12","06","40°05'06,1''W","19°07'53,5''S",NA,"Liliopsida",NA,NA
"47","2021-02-25 10:11:37-03","CVRD","CVRD","9892","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Saranthe","composita","Saranthe composita","(Link) K. Schum.","Silvana Vieira","Vieira, S.","261","2006","12","11","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"RFL- 089/86 <ll>dwc_commonname:</ll> Caeté corôa","CVRD009892",NA,"2006","48094","auto","12","11",NA,NA,NA,"Liliopsida",NA,NA
